bill_id,term,session,title,commem
HB0096,2023_2024,2023-RS,recognizing May 3rd as Old Man of the Mountain Day.,1,"stays at C
HB0097,2023_2024,2023-RS,establishing an additional penalty for a violation of privacy.,0
HB0098,2023_2024,2023-RS,relative to applications for the low and moderate income homeowners property tax relief program.,0
HB0099,2023_2024,2023-RS,requiring tax bills to provide information about a state tax rebate program for lower income homeowners.,0
HB0101,2023_2024,2023-RS,relative to requiring voters declare a party affiliation prior to a state primary election.,0
HB0102,2023_2024,2023-RS,requiring high schools to include instruction on the nature and history of communism.,0
HB0103,2023_2024,2023-RS,relative to school board member qualifications.,0
HB0104,2023_2024,2023-RS,relative to multi-stall bathrooms and locker rooms in schools.,0
HB0106,2023_2024,2023-RS,relative to extreme risk protection orders.,0
HB0109,2023_2024,2023-RS,relative to the occupational therapy practice act.,0
HB0111,2023_2024,2023-RS,establishing a committee to study electrical vehicle charging for residential renters.,0
HB0112,2023_2024,2023-RS,relative to tenant's right to notification prior to the sale of a multifamily home.,0
HB0114,2023_2024,2023-RS,relative to the age at which a minor may receive mental health treatment without parental consent.,0
HB0117,2023_2024,2023-RS,relative to the termination of tenancy at the expiration of the tenancy or lease term.,0
HB0118,2023_2024,2023-RS,prohibiting employers from engaging in certain anti-union activities.,0
HB0119,2023_2024,2023-RS,"relative to homestead food operation licensure and making provisions for the sale of meat from uninspected bison, elk, or red deer.",0
HB0123,2023_2024,2023-RS,relative to governing body members of the budget committee.,0
HB0124,2023_2024,2023-RS,relative to temporary alimony.,0
HB0125,2023_2024,2023-RS,relative to youth employment during the school year and at night.,0
HB0126,2023_2024,2023-RS,relative to choosing the accrual date for child support payments.,0
HB0127,2023_2024,2023-RS,relative to the declaration of a state of emergency.,0
HB0128,2023_2024,2023-RS,relative to repealing state seed labeling license requirements.,0
HB0129,2023_2024,2023-RS,relative to menstrual hygiene products in schools.,0
HB0131,2023_2024,2023-RS,requiring reports concerning school policies on classroom recordings and in-classroom observers.,0
HB0132,2023_2024,2023-RS,relative to a tire disclosure for resales of trailers by utility dealers.,0
HB0134,2023_2024,2023-RS,extending the public employees labor relations act to employees of the general court and relative to the duties of the joint committee on legislative facilities.,0
HB0136,2023_2024,2023-RS,relative to the department of health and human services collaborating and holding a roll call vote on final proposal of rules with the advisory council prior to departmental rulemaking.,0
HB0137,2023_2024,2023-RS,"relative to boating safety equipment rules and vessel numbering rules, and establishing a committee to study boat registrations fees.",0
HB0138,2023_2024,2023-RS,"relative to the oversight of the commissioner of the department of agriculture, markets, and food.",0
HB0139,2023_2024,2023-RS,relative to hydrogen energy and establishing a hydrogen advisory committee.,0
HB0140,2023_2024,2023-RS,"proclaiming January 24 as ""Granny D"" day.",0
HB0141,2023_2024,2023-RS,relative to dogs on hiking trails in state parks.,0
HB0142,2023_2024,2023-RS,relative to the operation of the Burgess Biopower plant.,0
HB0143,2023_2024,2023-RS,relative to wiretapping to record conversations related to domestic violence.,0
HB0146,2023_2024,2023-RS,relative to the closure of state liquor stores.,0
HB0148,2023_2024,2023-RS,to raise the minimum value of county purchases of equipment or materials which are subject to competitive bidding.,0
HB0150,2023_2024,2023-RS,relative to the certification of a collective bargaining unit.,0
HB0151,2023_2024,2023-RS,"establishing a committee to study the issue of unmarried cohabitants, domestic partnerships, and common law marriage.",0
HB0152,2023_2024,2023-RS,relative to soil and plant additives.,0
HB0153,2023_2024,2023-RS,relative to roadway pedestrian control signals.,0
HB0156,2023_2024,2023-RS,relative to misconduct by a law enforcement officer.,0
HB0158,2023_2024,2023-RS,relative to armor piercing ammunition.,0
HB0160,2023_2024,2023-RS,relative to public display of chest.,0
HB0161,2023_2024,2023-RS,relative to customer generators of electricity as group hosts under net metering.,0
HB0162,2023_2024,2023-RS,relative to supported decision making.,0
HB0163,2023_2024,2023-RS,relative to authorized license plate decals.,0
HB0164,2023_2024,2023-RS,relative to prohibiting towns from criminalizing the right to peacefully and orderly assemble.,0
HB0165,2023_2024,2023-RS,relative to department of energy procedures in lieu of meeting renewable portfolio standards for biomass.,0
HB0167,2023_2024,2023-RS,relative to nano brewery licensing.,0
HB0168,2023_2024,2023-RS,relative to surety indemnification for career schools.,0
HB0169,2023_2024,2023-RS,relative to termination of guardianship.,0
HB0170,2023_2024,2023-RS,requiring the teaching of cursive handwriting and multiplication tables.,0
HB0171,2023_2024,2023-RS,relative to bodily injury actions against governmental units.,0
HB0174,2023_2024,2023-RS,relative to the filing of notice of intent to cut timber.,0
HB0177,2023_2024,2023-RS,relative to the definition of qualified structures under the community revitalization tax relief incentive.,0
HB0179,2023_2024,2023-RS,relative to the definition of electioneering.,0
HB0180,2023_2024,2023-RS,renaming Columbus Day as Indigenous People's Day.,1,"stays at C
HB0181,2023_2024,2023-RS,establishing a committee to study school meal programs in New Hampshire's public schools and nonsectarian schools that accept public funds.,0
HB0184,2023_2024,2023-RS,relative to public notice requirements for zoning board of adjustment hearings.,0
HB0187,2023_2024,2023-RS,permitting a police chief or other designated law enforcement officer to serve process.,0
HB0188,2023_2024,2023-RS,relative to the duration of physical therapy.,0
HB0189,2023_2024,2023-RS,renaming a portion of route 140 in Gilmanton in honor of Private First Class Nicholas Cournoyer.,1,"stays at C
HB0191,2023_2024,2023-RS,relative to voluntarily surrendered firearms.,0
HB0193,2023_2024,2023-RS,relative to administration of the New Hampshire retirement system.,0
HB0195,2023_2024,2023-RS,relative to the definition of political advocacy organization.,0
HB0196,2023_2024,2023-RS,establishing a commission to review and make recommendations on campaign finance laws.,0
HB0197,2023_2024,2023-RS,relative to the proration of property tax exemptions.,0
HB0201,2023_2024,2023-RS,relative to changing the penalties for driving without a license.,0
HB0203,2023_2024,2023-RS,relative to publication of annual county budgets.,0
HB0204,2023_2024,2023-RS,relative to non-academic surveys in schools.,0
HB0205,2023_2024,2023-RS,relative to testing private wells.,0
HB0206,2023_2024,2023-RS,including the Space Force in various definitions of the armed forces.,0
HB0207,2023_2024,2023-RS,relative to school district unanticipated funds.,0
HB0208,2023_2024,2023-RS,establishing greenhouse gas emission reduction goals for the state and establishing a climate action plan.,0
HB0209,2023_2024,2023-RS,relative to the form required to request an absentee ballot.,0
HB0210,2023_2024,2023-RS,relative to fire insurance contracts.,0
HB0211,2023_2024,2023-RS,relative to a report by the department of energy on the effectiveness of the system benefits charge.,0
HB0213,2023_2024,2023-RS,renaming Little Haystack Mountain to Mount Kosciuszko.,1,"stays at C
HB0214,2023_2024,2023-RS,relative to limitations on the designation of a portion of the Merrimack river.,0
HB0215,2023_2024,2023-RS,relative to the adoption of rules by the department of health and human services regarding medication administration by licensed nursing assistants.,0
HB0216,2023_2024,2023-RS,exempting dimethyltryptamine from the controlled drug act.,0
HB0217,2023_2024,2023-RS,establishing a committee to study the effects of fluoride on fetuses and children.,0
HB0218,2023_2024,2023-RS,relative to court rules and transcripts in the judicial branch family division.,0
HB0219,2023_2024,2023-RS,relative to certain public utilities statutes.,0
HB0221,2023_2024,2023-RS,relative to the acquisition of agricultural land development rights and relative to the use of game cameras.,0
HB0222,2023_2024,2023-RS,to require the use of seat belts during the operation of motor vehicles.,0
HB0223,2023_2024,2023-RS,relative to prescription refills.,0
HB0224,2023_2024,2023-RS,repealing the criminal and civil penalties from the fetal life protection act.,0
HB0226,2023_2024,2023-RS,enabling municipalities to regulate the distribution and disposal of certain solid waste within landfills.,0
HB0228,2023_2024,2023-RS,relative to repealing the commission on demographic trends.,0
HB0231,2023_2024,2023-RS,prohibiting the removal of claws from cats.,0
HB0233,2023_2024,2023-RS,relative to useful thermal energy under the renewable portfolio standards.,0
HB0234,2023_2024,2023-RS,relative to renewable energy credits.,0
HB0235,2023_2024,2023-RS,establishing a committee to study the landlord tenant mediation program.,0
HB0236,2023_2024,2023-RS,relative to condominium conversions under water and waste disposal laws and municipal ordinances.,0
HB0237,2023_2024,2023-RS,relative to the date of asset evaluation for purposes of determining eligibility for certain property tax exemptions.,0
HB0238,2023_2024,2023-RS,relative to the role of quality control and the developmental disability service system.,0
HB0240,2023_2024,2023-RS,relative to equal access to marriage.,0
HB0241,2023_2024,2023-RS,relative to the opportunity of school district employees representing the collective bargaining unit to meet with the public employer as part of collective bargaining negotiations.,0
HB0244,2023_2024,2023-RS,relative to the delivery of absentee ballots.,0
HB0245,2023_2024,2023-RS,relative to the compensation of members of the general court.,0
HB0246,2023_2024,2023-RS,relative to uses of moneys in the renewable energy fund.,0
HB0247,2023_2024,2023-RS,relative to protective well radii.,0
HB0248,2023_2024,2023-RS,relative to revenue from commemorative bottles of liquor.,0
HB0249,2023_2024,2023-RS,establishing regulatory standards for the pet insurance industry and allowing restaurant owners to keep their dog on the premises.,0
HB0251,2023_2024,2023-RS,relative to the cost of compliance with disclosure of electric renewable portfolio standards.,0
HB0252,2023_2024,2023-RS,exempting certain agricultural operations from certain municipal noise ordinances.,0
HB0253,2023_2024,2023-RS,establishing a committee to study extended producer responsibility.,0
HB0254,2023_2024,2023-RS,relative to remote participation in public meetings under the right to know law.,0
HB0255,2023_2024,2023-RS,relative to campaign contributions by limited liability companies.,0
HB0256,2023_2024,2023-RS,prohibiting cities and towns from discriminating in the use of public facilities.,0
HB0258,2023_2024,2023-RS,relative to animal chiropractors.,0
HB0259,2023_2024,2023-RS,relative to a study about making working at polling places on election day a civic responsibility and legal obligation for citizens.,0
HB0260,2023_2024,2023-RS,prohibiting the operation of motor vehicles by drivers with animals on their laps.,0
HB0262,2023_2024,2023-RS,relative to laboratory testing by licensed naturopaths,0
HB0263,2023_2024,2023-RS,requiring notification to renewable energy customer-generators of issues related to renewable energy credits.,0
HB0265,2023_2024,2023-RS,relative to municipal property tax relief for installation of fire suppression systems.,0
HB0266,2023_2024,2023-RS,relative to notice and public access requirements for hybrid and virtual agency public comment hearings for rulemaking.,0
HB0268,2023_2024,2023-RS,"relative to the furnishing of special number plates to the liquor commission, division of enforcement and licensing, and official cover plates for the house and senate clerks.",0
HB0269,2023_2024,2023-RS,relative to limiting the authority of New Hampshire delegates to policymaking conventions.,0
HB0271,2023_2024,2023-RS,repealing the fetal life protection act.,0
HB0273,2023_2024,2023-RS,requiring composting and waste recycling to be made available to residents of public housing.,0
HB0275,2023_2024,2023-RS,relative to schools approved for a school tuition program by a school board.,0
HB0277,2023_2024,2023-RS,relative to patients' right to sterilization treatment.,0
HB0278,2023_2024,2023-RS,relative to retirement system employer reports.,0
HB0280,2023_2024,2023-RS,relative to the sale of freeze-dried food.,0
HB0281,2023_2024,2023-RS,relative to least cost integrated resource plans of utilities; municipal hosts for purposes of limited electrical energy producers; the cost of compliance with disclosure of electric renewable portfolio standards; repealing the energy efficiency and sustainable energy board; and procedures for energy facility siting by the site evaluation committee.,0
HB0284,2023_2024,2023-RS,relative to financial information regarding requests for bids and proposals and to raise the minimum value of county purchases of equipment or materials which are subject to competitive bidding.,0
HB0285,2023_2024,2023-RS,authorizing the department of revenue administration to incorporate the New Hampshire equalization manual into the administrative rules and relative to the development of forms or returns by the department.,0
HB0286,2023_2024,2023-RS,relative to the removal of political advertising.,0
HB0287,2023_2024,2023-RS,removing fentanyl and xylazine testing equipment from the definition of drug paraphernalia in the controlled drug act.,0
HB0288,2023_2024,2023-RS,relative to taxation of sole proprietorship businesses.,0
HB0289,2023_2024,2023-RS,relative to consultation with legal counsel under the right to know law.,0
HB0290,2023_2024,2023-RS,relative to service of writs and precepts by a constable.,0
HB0291,2023_2024,2023-RS,relative to false reports to certain departments.,0
HB0292,2023_2024,2023-RS,establishing a criminal penalty for theft by a public servant.,0
HB0293,2023_2024,2023-RS,allowing a town to appropriate funds to create a town scholarship fund.,0
HB0294,2023_2024,2023-RS,enabling municipalities to adopt a child tax credit.,0
HB0295,2023_2024,2023-RS,relative to requiring all selectboard and school board meetings to be recorded and broadcast live online.,0
HB0296,2023_2024,2023-RS,relative to local authority for granting driveway permits.,0
HB0297,2023_2024,2023-RS,relative to the state's dedicated funds review.,0
HB0298,2023_2024,2023-RS,relative to placement of personal wireless service facilities.,0
HB0299,2023_2024,2023-RS,prohibiting discrimination in medical care.,0
HB0302,2023_2024,2023-RS,"relative to including education in the United States Constitution, the Bill of Rights, and the New Hampshire constitution for New Hampshire law enforcement.",0
HB0304,2023_2024,2023-RS,relative to advanced driver assistance system disclosures by auto glass repair or replacement facilities.,0
HB0305,2023_2024,2023-RS,relative to exceptions for violations related to Presidential Executive Orders governing the keeping or bearing of arms.,0
HB0308,2023_2024,2023-RS,relative to a quorum for meetings open to the public to include remote presence.,0
HB0309,2023_2024,2023-RS,relative to civil rights education in public elementary and secondary schools.,0
HB0310,2023_2024,2023-RS,requiring developers to secure hydrology analysis certifying adequate water capacity and potability when building new subdivisions.,0
HB0312,2023_2024,2023-RS,relative to petitions for warrant articles at a special meeting.,0
HB0315,2023_2024,2023-RS,"prohibiting provocations based on a victim's actual or perceived gender, gender identity, gender expression, or sexual orientation from being used as a defense in a criminal case.",0
HB0316,2023_2024,2023-RS,relative to meetings of supervisors of the checklist.,0
HB0320,2023_2024,2023-RS,relative to free speech in interactive computer services.,0
HB0321,2023_2024,2023-RS,relative to minutes from nonpublic sessions under the right to know law.,0
HB0323,2023_2024,2023-RS,relative to establishing a committee on emerging medical technologies.,0
HB0324,2023_2024,2023-RS,relative to campaign contributions and expenditures and making an appropriation therefor.,0
HB0325,2023_2024,2023-RS,relative to the controlled drug prescription health and safety program advisory council members.,0
HB0327,2023_2024,2023-RS,prohibiting the state from requiring the public use proprietary software when visiting state websites.,0
HB0328,2023_2024,2023-RS,an act legalizing certain controlled substances for persons 21 years of age or older.,0
HB0330,2023_2024,2023-RS,relative to the national guard recruitment incentive program and its funding and rulemaking.,0
HB0331,2023_2024,2023-RS,relative to the income threshold for the education freedom account program.,0
HB0334,2023_2024,2023-RS,relative to determination and cost of state adequate education.,0
HB0335,2023_2024,2023-RS,relative to notice of tax lien on real estate subject to a lien for old age assistance.,0
HB0336,2023_2024,2023-RS,relative to the format of election ballots.,0
HB0337,2023_2024,2023-RS,"relative to directing the office of professional licensure and certification to provide notice of public meetings and an opportunity for comment from the public, and creating a new attorney II position.",0
HB0338,2023_2024,2023-RS,relative to prescription drug assistance for individuals with diabetes.,0
HB0339,2023_2024,2023-RS,prohibiting the investment of state funds in any company participating in a boycott of Israel.,0
HB0340,2023_2024,2023-RS,relative to the transfer of residential property.,0
HB0341,2023_2024,2023-RS,establishing licensure for massage establishments.,0
HB0342,2023_2024,2023-RS,relative to lead testing in children.,0
HB0343,2023_2024,2023-RS,relative to release of confidential records of a person appointed a guardian.,0
HB0346,2023_2024,2023-RS,relative to the right of any infant born alive to appropriate medical care and treatment.,0
HB0348,2023_2024,2023-RS,relative to the sale of raw milk and products made with raw milk.,0
HB0349,2023_2024,2023-RS,"relative to a special purpose school district for Bridgewater, Hebron, and Groton.",0
HB0351,2023_2024,2023-RS,relative to the negligent storage of firearms and relative to firearm safety devices.,0
HB0355,2023_2024,2023-RS,establishing a committee to study the sharing of data between state and federal public housing agencies.,0
HB0356,2023_2024,2023-RS,relative to the application of motor vehicle laws to bicycles.,0
HB0357,2023_2024,2023-RS,relative to the length of terms for Belknap county officers.,0
HB0358,2023_2024,2023-RS,relative to the filing and adoption of proposed administrative rules and relative to overpayment of unemployment compensation and relative to policies relating to nursing mothers.,0
HB0359,2023_2024,2023-RS,relative to legal holidays.,0
HB0360,2023_2024,2023-RS,an act legalizing cannabis for persons 21 years of age or older.,0
HB0363,2023_2024,2023-RS,relative to deadlines for candidates filing by nomination papers for state general elections.,0
HB0364,2023_2024,2023-RS,relative to transportation for students attending career and technical education centers.,0
HB0365,2023_2024,2023-RS,relative to a statewide facility condition assessment for school buildings.,0
HB0366,2023_2024,2023-RS,prohibiting certain noncompete clauses and nondisclosure agreements regarding free software projects and the sharing of open source software.,0
HB0367,2023_2024,2023-RS,relative to eligibility of students in the education freedom account program.,0
HB0371,2023_2024,2023-RS,establishing a commission to evaluate and recommend standards for public schools.,0
HB0372,2023_2024,2023-RS,"establishing a commission to study the short and long-term impacts of pending national and regional carbon pricing mechanisms on New Hampshire's citizens, businesses, institutions, and environment.",0
HB0374,2023_2024,2023-RS,relative to the application process for driver's licenses and the privacy of motor vehicle records.,0
HB0376,2023_2024,2023-RS,"establishing a committee to study the current education, training, and requirements for personnel employed as emergency dispatchers and 911 telecommunicators for police, fire, and emergency medical organizations.",0
HB0377,2023_2024,2023-RS,"relative to screening and intervention in public schools and public charter schools for dyslexia and related disorders, and establishing an addition to adequate education grants for certain pupils screened for dyslexia and related disorders.",0
HB0380,2023_2024,2023-RS,relative to non-academic surveys administered by a public school or a chartered public school to its students.,0
HB0382,2023_2024,2023-RS,authorizing local school boards to give students release time for participation in religious instruction in an elective course for the purposes of satisfying curriculum requirements.,0
HB0384,2023_2024,2023-RS,"relative to building a new legislative parking garage and making an appropriation therefor, renaming the capital project overview committee, and establishing the joint legislative parking garage oversight commission.",0
HB0385,2023_2024,2023-RS,relative to the approval of community electric aggregation plans by the department of energy.,0
HB0386,2023_2024,2023-RS,relative to child passenger restraints.,0
HB0388,2023_2024,2023-RS,relative to number plates for motor vehicles.,0
HB0389,2023_2024,2023-RS,relative to consumer protection relating to hospital price transparency.,0
HB0390,2023_2024,2023-RS,revising the membership and structure of the New Hampshire commission on Native American affairs.,0
HB0391,2023_2024,2023-RS,relative to the memorandum of understanding on data sharing between the department of health and human services and the department of environmental services.,0
HB0392,2023_2024,2023-RS,relative to constitutional convention procedures for delegates.,0
HB0393,2023_2024,2023-RS,permitting a motor vehicle operator to use only a rear license plate.,0
HB0394,2023_2024,2023-RS,relative to the organization of cooperative school boards.,0
HB0399,2023_2024,2023-RS,allowing for a testing exception for graduation from high school.,0
HB0401,2023_2024,2023-RS,relative to evictions based on the owner's intent to renovate the property.,0
HB0402,2023_2024,2023-RS,relative to prohibiting false statements against candidates.,0
HB0403,2023_2024,2023-RS,relative to the authority of selectmen or assessors to abate taxes.,0
HB0404,2023_2024,2023-RS,relative to support contempt hearings.,0
HB0405,2023_2024,2023-RS,relative to out-of-state college students voting.,0
HB0407,2023_2024,2023-RS,relative to regulations on alcohol.,0
HB0408,2023_2024,2023-RS,relative to foster children and vaccinations.,0
HB0409,2023_2024,2023-RS,relative to the organization of the office of professional licensure and certification.,0
HB0410,2023_2024,2023-RS,relative to municipality ranked list promotions.,0
HB0411,2023_2024,2023-RS,relative to mediation of cases involving children.,0
HB0412,2023_2024,2023-RS,re-establishing a commission to study revenue alternatives to the road toll for the funding of improvements to the state's highways and bridges and their resulting improvements.,0
HB0413,2023_2024,2023-RS,authorizing advanced practice registered nurses and physician assistants to prescribe diabetic shoes.,0
HB0415,2023_2024,2023-RS,making ballots cast in elections public documents.,0
HB0416,2023_2024,2023-RS,relative to membership on certain local land use boards.,0
HB0417,2023_2024,2023-RS,relative to the definition of child abuse.,0
HB0418,2023_2024,2023-RS,relative to eliminating the rebates distributed by the energy efficiency fund.,0
HB0421,2023_2024,2023-RS,relative to providing menstrual hygiene products at no cost to individuals who biologically menstruate in state and county correctional facilities.,0
HB0422,2023_2024,2023-RS,to create a public county registry of the monthly rent charged by landlords for each owned unit.,0
HB0423,2023_2024,2023-RS,relative to accessory dwelling unit uses allowed by right.,0
HB0424,2023_2024,2023-RS,relative to school lunch payment policies.,0
HB0425,2023_2024,2023-RS,repealing the statute relative to medical freedom in immunizations.,0
HB0426,2023_2024,2023-RS,relative to the regulation of pharmacists-in-charge and pharmacies.,0
HB0427,2023_2024,2023-RS,relative to public comment and inquiry during school board meetings.,0
HB0429,2023_2024,2023-RS,requiring the offering of breakfast and lunch in all public and chartered public schools.,0
HB0430,2023_2024,2023-RS,relative to applications for the education freedom accounts program.,0
HB0431,2023_2024,2023-RS,permitting qualifying patients and designated caregivers to cultivate cannabis for therapeutic use.,0
HB0432,2023_2024,2023-RS,relative to participation in the education freedom accounts program.,0
HB0435,2023_2024,2023-RS,relative to relief aid calculation in determining grants for adequate education.,0
HB0438,2023_2024,2023-RS,relative to the right of representation in family court.,0
HB0440,2023_2024,2023-RS,relative to the uses of education trust fund.,0
HB0441,2023_2024,2023-RS,eliminating residency requirements for public school attendance.,0
HB0442,2023_2024,2023-RS,relative to the removal of derelict fishing gear.,0
HB0443,2023_2024,2023-RS,establishing a commission to study the withdrawal of New Hampshire from ISO New England.,0
HB0444,2023_2024,2023-RS,prohibiting possession of a firearm at a polling place.,0
HB0445,2023_2024,2023-RS,relative to the operational funds of OPLC.,0
HB0446,2023_2024,2023-RS,relative to participation in the education freedom accounts program by students with disabilities.,0
HB0448,2023_2024,2023-RS,relative to Lake Winnipesaukee speed limitations.,0
HB0451,2023_2024,2023-RS,relative to the state board of education prohibition on discrimination.,0
HB0452,2023_2024,2023-RS,relative to the department of education procedures for school building aid applications.,0
HB0453,2023_2024,2023-RS,relative to prohibiting the folding of election ballots and providing adequate envelops for absentee ballots to prevent folding.,0
HB0454,2023_2024,2023-RS,relative to the membership and reporting responsibilities of the examining board of medicine.,0
HB0457,2023_2024,2023-RS,relative to state treasury pension and insurance fund management.,0
HB0459,2023_2024,2023-RS,relative to transactions exempt from the regulation of business practices for consumer protection.,0
HB0460,2023_2024,2023-RS,relative to eliminating voter identification exceptions.,0
HB0461,2023_2024,2023-RS,establishing a committee to study elimination by political subdivision employers of a retirement system position.,0
HB0464,2023_2024,2023-RS,relative to eligible students in the education freedom account program.,0
HB0466,2023_2024,2023-RS,relative to water bottle filling stations in schools.,0
HB0467,2023_2024,2023-RS,relative to public playground accessibility.,0
HB0469,2023_2024,2023-RS,prohibiting discrimination against tenants holding certain vouchers for purposes of renting dwellings.,0
HB0473,2023_2024,2023-RS,relative to penalties for controlled drug violations.,0
HB0474,2023_2024,2023-RS,relative to enforcement of federal firearms laws and establishing penalties.,0
HB0477,2023_2024,2023-RS,to prohibit municipal inspections of owner-occupied units of multi-unit housing.,0
HB0478,2023_2024,2023-RS,relative to ballot order in the general election.,0
HB0479,2023_2024,2023-RS,"relative to administrative hearings, automation of electronic notices to insurance licensees, and insurance producer activities.",0
HB0480,2023_2024,2023-RS,relative to the intersection between route 302 and East Conway Road in Conway.,0
HB0481,2023_2024,2023-RS,relative to arrest warrants and search warrants.,0
HB0482,2023_2024,2023-RS,"requiring the use of ballots with embedded security, traceability, and relative to the chain of custody for ballots cast in elections.",0
HB0483,2023_2024,2023-RS,to remove the duties of county delegations and delegate them to county commissioners.,0
HB0484,2023_2024,2023-RS,relative to the handling of the absentee ballot envelopes prior to election day.,0
HB0485,2023_2024,2023-RS,establishing deputy animal control officers.,0
