bill_id,term,session,summary,keywords,commem
HB1195,2023_2024,2023-RS,continue enhanced and transitional rates for community services and support providers.,Developmentally Disabled Persons; Human Services,0
HB1196,2023_2024,2023-RS,make an appropriation for improving the buildings and grounds of the capitol complex and declare an emergency.,Appropriation; Emergency Clause; Procurement of Public Improvements,0
HB1197,2023_2024,2023-RS,exempt funeral and burial services from the state gross receipts tax.,Retail Sales and Service Tax; Tax Exemptions; Taxation,0
HB1198,2023_2024,2023-RS,revise provisions on correcting minor errors on motor vehicle titles.,Hoghouse-Vehicle Bill; Motor Vehicles,0
HB1199,2023_2024,2023-RS,require postelection audits.,Crimes; Election Verification; Elections; Municipal Government,0
HB1200,2023_2024,2023-RS,require a percentage of signatures on a petition to initiate a constitutional amendment to be obtained from each legislative district.,Ballot Measures; Constitutional Amendments; Legislature and Statutes; Petitions,0
HB1201,2023_2024,2023-RS,provide for the election of State Brand Board members.,Animals and Livestock; Boards and Commissions; Delayed Effective Date,0
HB1202,2023_2024,2023-RS,require consent from property owners prior to a pipeline condemnation proceeding.,Eminent Domain; Judicial Remedies; Pipelines; Public Utilities and Carriers,0
HB1203,2023_2024,2023-RS,establish provisions relating to occupational licensing and criminal convictions.,Administrative Procedure; Boards and Commissions; Licensure; Professions and Occupations; Promulgation of Rules,0
HB1204,2023_2024,2023-RS,make an appropriation for the reimbursement of certain costs incurred in providing medical services to an adopted child and to declare an emergency.,Adoption; Minors; Public Welfare and Assistance,0
HB1205,2023_2024,2023-RS,repeal a provision providing for the manner in which legislation may be introduced and to make a conforming change.,Legislature and Statutes,0
HB1206,2023_2024,2023-RS,"to establish a standing committee on federal review, and to declare an emergency.",Emergency Clause; Legislative Oversight; Legislature and Statutes; Organization of the Legislature,0
HB1207,2023_2024,2023-RS,prevent financial services providers from denying service based on certain grounds.,Banks and Banking; Trade Regulation,0
HB1208,2023_2024,2023-RS,prevent government entities from entering contracts with companies that promote certain economic boycotts.,Trade Regulation,0
HB1209,2023_2024,2023-RS,revise provisions regarding industrial hemp.,Agriculture and Horticulture; Industrial Hemp,0
HB1210,2023_2024,2023-RS,modify the use of conservation district special revenue fund monies and to provide an appropriation therefor.,Agriculture and Horticulture; Fund,0
HB1211,2023_2024,2023-RS,provide a penalty schedule for failure to maintain financial responsibility on a motor vehicle.,Crimes; Motor Vehicles,0
HB1212,2023_2024,2023-RS,establish funds for the support of county projects and residents and make an appropriation therefor.,Appropriation; Counties; Procurement of Public Improvements; Transfer of Funds,0
HB1213,2023_2024,2023-RS,require that persons limit access to firearms by minors and to provide a penalty therefor.,Crimes; Firearms; Minors,0
HB1214,2023_2024,2023-RS,make an appropriation to address the rising number of teacher vacancies throughout the state and to declare an emergency.,Appropriation; Education; Emergency Clause; Teachers,0
HB1215,2023_2024,2023-RS,revise certain provisions regarding the operation of a golf cart on a state or county highway.,Motor Vehicles,0
HB1216,2023_2024,2023-RS,establish and revise requirements related to visitation policies and procedures for certain facilities.,Developmentally Disabled Persons; Health Care; Human Services; Nursing Homes; Public Health and Safety,0
HB1217,2023_2024,2023-RS,modify the requirements for eligibility to vote by absentee ballot.,Absentee Voting; Crimes; Voting,0
HB1218,2023_2024,2023-RS,amend documentation requirements for emotional support animals in a rental dwelling unit.,Leased Property; Property,0
HB1219,2023_2024,2023-RS,appoint an advisory committee for use of force and qualifying handgun course development.,Firearms; Law Enforcement,0
HB1220,2023_2024,2023-RS,provide that a female who undergoes an unlawful abortion may not be held criminally liable.,Abortion; Crimes,0
HB1221,2023_2024,2023-RS,provide free school lunches for students.,Education; Students,0
HB1222,2023_2024,2023-RS,limit the liability of permit and certificate-issuing entities and certified use of force instructors.,Firearms; Law Enforcement; Liability,0
HB1223,2023_2024,2023-RS,authorize informed consent to certain procedures and medication by a pregnant minor.,Health Care; Minors; Parental Control; Professions and Occupations,0
HB1224,2023_2024,2023-RS,require verification of landowner permission prior to certain pipeline permitting actions.,Eminent Domain; Pipelines; Public Utilities and Carriers,0
HB1225,2023_2024,2023-RS,clarify informed consent requirements for the provision of prenatal and postnatal care to minors.,Health Care; Minors; Parental Control,0
HB1226,2023_2024,2023-RS,"regulate industrial hemp-derived delta-8 and delta-10 tetrahydrocannabinol products, and other hemp-derived psychoactive compounds, and to declare an emergency.",Hoghouse-Vehicle Bill,0
HB1227,2023_2024,2023-RS,authorize the issuance of extreme risk protection orders.,Appropriation; Crimes; Delayed Effective Date; Firearms; Mentally Ill Persons; Protection Order,0
HB1228,2023_2024,2023-RS,revise Public Utilities Commission procedure regarding permits for energy conversion and transmission facilities.,Public Utilities and Carriers,0
HB1229,2023_2024,2023-RS,identify child placement preferences.,Adoption; Domestic Relations; Indian Tribes; Minors,0
HB1230,2023_2024,2023-RS,clarify references to the court in a condemnation action.,Eminent Domain; Judicial Remedies,0
HB1231,2023_2024,2023-RS,revise certain provisions related to the sealing of adoption records.,Adoption; Domestic Relations; Public Health and Safety; Public Records and Files,0
HB1232,2023_2024,2023-RS,revise provisions related to residency for voter registration.,Elections; Residency; Voting,0
HB1233,2023_2024,2023-RS,expand the provision of online education through the South Dakota Virtual School.,Education; School Curriculum; School Districts,0
HB1234,2023_2024,2023-RS,provide a voucher for students enrolled in certain grade levels at accredited nonpublic schools.,Education; Students,0
HB1235,2023_2024,2023-RS,provide a conscience exemption from a COVID-19 vaccination.,Immunization; Liability; Public Health and Safety,0
HB1236,2023_2024,2023-RS,regulate tetrahydrocannabinol for medical use.,Industrial Hemp; Medical Cannabis; Promulgation of Rules,0
HB1237,2023_2024,2023-RS,codify the fundamental right of a parent.,Parental Control; State Affairs and Government,0
HB1238,2023_2024,2023-RS,revise certain provisions related to marriage certificates and divorce.,Domestic Abuse; Domestic Relations; Marriage; Protection Order,0
HB1239,2023_2024,2023-RS,prohibit a ban of fuel gas appliances used by consumers.,Oil and Gas; Public Health and Safety; Public Utilities and Carriers,0
HB1240,2023_2024,2023-RS,amend provisions addressing guardianships and conservatorships.,Reports; Uniform Probate Code,0
HB1241,2023_2024,2023-RS,waive the fee for nondriver identification cards for individuals who are homeless and to make an appropriation therefor.,Appropriation; Driver License; Motor Vehicles,0
SB0001,2023_2024,2023-RS,modify debilitating medical conditions for medical cannabis use.,Health Care; Medical Cannabis; Public Health and Safety,0
SB0002,2023_2024,2023-RS,revise Department of Corrections reporting requirements concerning abuse and neglect of individuals in private contracted facilities.,Government Operations and Audit; Juvenile Justice; Legislative Oversight; Minors; Reports,0
SB0003,2023_2024,2023-RS,prohibit the issuance of a written certification to a pregnant woman or breastfeeding mother for purposes of medical cannabis use.,Education; Juvenile Justice; Minors,0
SB0004,2023_2024,2023-RS,modify a court's authority to commit a habitual juvenile offender to the Department of Corrections.,Corrections; Juvenile Justice; Minors,0
SB0005,2023_2024,2023-RS,extend the termination date of the Juvenile Justice Oversight Council and modify its membership requirements.,Juvenile Justice; Minors; Sunset Clause,0
SB0006,2023_2024,2023-RS,authorize community response teams to recommend alternative community-based resources for children alleged to be delinquent and children alleged to be in need of supervision prior to adjudication.,Juvenile Justice; Minors,0
SB0007,2023_2024,2023-RS,clarify emergency commitments of severely mentally ill persons by appropriate regional facilities.,Civil Commitment; Executive/Judiciary Request; Mentally Ill Persons,0
SB0008,2023_2024,2023-RS,revise provisions relating to addiction and prevention services professionals.,Boards and Commissions; Executive/Judiciary Request; Fees; Professions and Occupations,0
SB0009,2023_2024,2023-RS,modify discharge notice procedures applicable to developmentally disabled persons.,Developmentally Disabled Persons; Executive/Judiciary Request,0
SB0010,2023_2024,2023-RS,expand certification options for interpreters for the deaf.,Executive/Judiciary Request; State Affairs and Government,0
SB0011,2023_2024,2023-RS,update the deposit threshold for actions related to general rate cases.,Executive/Judiciary Request; Fees; Public Utilities and Carriers,0
SB0012,2023_2024,2023-RS,"authorize the construction of a National Guard vehicle maintenance shop in Watertown, to make an appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements,0
SB0013,2023_2024,2023-RS,"authorize the construction of an addition to the BG Dean Mann Readiness Center in Sioux Falls, to make an appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements,0
SB0014,2023_2024,2023-RS,"revise the legal description for the construction of a National Guard Readiness Center in Sioux Falls, make an additional appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements,0
SB0015,2023_2024,2023-RS,accept Uniformed Services ID as proof of veteran status to have veteran designation added to a state license or ID card.,Driver License; Executive/Judiciary Request; Motor Vehicles,0
SB0016,2023_2024,2023-RS,make an appropriation to rehabilitate the rail line from the city of Milbank to the city of Sisseton and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements; Railroads,0
SB0017,2023_2024,2023-RS,make appropriations for water and environmental purposes and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Grants; Procurement of Public Improvements; Water Management; Water Quality,0
SB0018,2023_2024,2023-RS,"revise the appropriation for a livestock and equestrian complex at the State Fair, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements; State Affairs and Government,0
SB0019,2023_2024,2023-RS,make an appropriation for the payment of extraordinary litigation expenses and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Litigation,0
SB0020,2023_2024,2023-RS,authorize the awarding of deobligated grants in accordance with policies of the Board of Water and Natural Resources.,Boards and Commissions; Executive/Judiciary Request; Grants; Procurement of Public Improvements; Water Management,0
SB0021,2023_2024,2023-RS,make an appropriation for costs related to the Black Hills National Forest Land and Resource Management Plan revision process and to declare an emergency.,Agriculture and Horticulture; Appropriation; Emergency Clause; Executive/Judiciary Request,0
SB0022,2023_2024,2023-RS,streamline examination reports.,Executive/Judiciary Request; Insurance,0
SB0023,2023_2024,2023-RS,make an appropriation for the modernization of the state's enterprise resource planning systems and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; State Affairs and Government,0
SB0024,2023_2024,2023-RS,revise property tax levies for school districts and to revise the state aid to general and special education formulas.,Education; Executive/Judiciary Request; Property Tax; State Aid to Education; Taxation,0
SB0025,2023_2024,2023-RS,make an appropriation to reimburse health care professionals who have complied with the requirements for health care recruitment assistance programs and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Health Care; Public Health and Safety,0
SB0026,2023_2024,2023-RS,"transfer a property tax relief program, to change income requirements for certain property tax relief programs, and to index certain income schedules to inflation.",Promulgation of Rules; Property Tax; Taxation,0
SB0027,2023_2024,2023-RS,place certain substances on the controlled substances schedule and to declare an emergency.,Controlled Substances; Emergency Clause; Executive/Judiciary Request; Public Health and Safety,0
SB0028,2023_2024,2023-RS,revise and repeal obsolete provisions related to the Department of Social Services.,Executive/Judiciary Request; Public Health and Safety; Public Welfare and Assistance; State Affairs and Government,0
SB0029,2023_2024,2023-RS,revise certain references to the Internal Revenue Code.,Executive/Judiciary Request; Taxation,0
SB0030,2023_2024,2023-RS,revise the criteria for remote sellers who must remit sales tax.,Executive/Judiciary Request; Retail Sales and Service Tax; Taxation,0
SB0031,2023_2024,2023-RS,create an off-road vehicle decal for non-residents visiting the state.,Executive/Judiciary Request; Fees; License Plates; Motor Vehicles,0
SB0032,2023_2024,2023-RS,make an appropriation for the purchase of cybersecurity upgrades by the Board of Regents and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Higher Education,0
SB0033,2023_2024,2023-RS,"amend an appropriation for the revised construction costs of the Mineral Industries Building at the School of Mines and Technology, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Higher Education; Procurement of Public Improvements,0
SB0034,2023_2024,2023-RS,"authorize the sale of real property in Lake County by the Board of Regents, and to declare an emergency.",Emergency Clause; Executive/Judiciary Request; Higher Education,0
SB0035,2023_2024,2023-RS,make an appropriation to expand laboratory space at the Sanford Underground Research Facility and to declare an emergency.,Appropriation; Emergency Clause; Procurement of Public Improvements; State Affairs and Government,0
SB0036,2023_2024,2023-RS,require quarterly reporting of alleged crimes and civil proceedings involving grain transactions and to provide a penalty therefor.,Crimes; Executive/Judiciary Request; Public Utilities and Carriers,0
SB0037,2023_2024,2023-RS,revise provisions pertaining to the South Dakota School for the Deaf.,Education; Executive/Judiciary Request,0
SB0038,2023_2024,2023-RS,"replace the emergency alert system and other technology, to make an appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Technology,0
SB0039,2023_2024,2023-RS,modify provisions regarding educator complaints.,Boards and Commissions; Education; Executive/Judiciary Request; School Districts; Teachers,0
SB0040,2023_2024,2023-RS,revise the process for nominating candidates for lieutenant governor and to make related technical changes.,Elections; Political Parties,0
SB0041,2023_2024,2023-RS,"establish a program for housing infrastructure loans and grants, make an appropriation therefor, and to declare an emergency.","Appropriation; Emergency Clause; Grants; Planning, Zoning and Housing Programs; Procurement of Public Improvements",0
SB0042,2023_2024,2023-RS,modify power of attorney requirements for certain vehicle transfer authorizations.,Agency; Motor Vehicles,0
SB0043,2023_2024,2023-RS,revise certain provisions regarding money transmission.,Banks and Banking; Executive/Judiciary Request; Money Transmission,0
SB0044,2023_2024,2023-RS,repeal provisions regarding the creation of river basin natural resource districts.,Public Waters; Water Management,0
SB0045,2023_2024,2023-RS,repeal the requirement for an annual report by the Board of Regents regarding intellectual diversity and the free exchange of ideas,Education; Higher Education; Reports; Speech and Expression,0
SB0046,2023_2024,2023-RS,enhance the penalty for petition circulation perjury.,Ballot Measures; Crimes; Executive/Judiciary Request; Legislature and Statutes; Petitions,0
SB0047,2023_2024,2023-RS,revise exceptions to the imposition of a Class 2 misdemeanor when no other penalty is provided by statute.,Crimes; Executive/Judiciary Request,0
SB0048,2023_2024,2023-RS,enhance the penalty for attempted first degree murder of a law enforcement officer.,Crimes; Executive/Judiciary Request,0
SB0049,2023_2024,2023-RS,prohibit the improper storage and disposal of records containing personal or protected information and provide a penalty therefor.,Confidential Information; Crimes; Executive/Judiciary Request; Penalty; Trade Regulation,0
SB0050,2023_2024,2023-RS,revise the crime of witness tampering.,Crimes; Executive/Judiciary Request,0
SB0051,2023_2024,2023-RS,revise certain provisions regarding the reimbursement of county expenses in detaining parole violators.,"Corrections; Counties; Executive/Judiciary Request; Penal Institutions, Probation and Parole",0
SB0052,2023_2024,2023-RS,update certain provisions regarding the Department of Corrections and the authority of the Secretary of Corrections.,"Corrections; Executive/Judiciary Request; Penal Institutions, Probation and Parole",0
SB0053,2023_2024,2023-RS,exempt records regarding jail inmate disciplinary matters from public inspection and copying.,Corrections; Public Records and Files,0
SB0054,2023_2024,2023-RS,require a convicted defendant to reimburse for the cost of digital forensic examination fees.,Criminal Procedure; Fees; Fund,0
SB0055,2023_2024,2023-RS,prohibit ranked-choice voting.,Elections; Voting,0
SB0056,2023_2024,2023-RS,revise requirements to relocate a county seat.,Ballot Measures; Counties; Petitions; Voting,0
SB0057,2023_2024,2023-RS,revise the eligibility of alternative instruction students for participation in school district activities.,Education; School Districts,0
SB0058,2023_2024,2023-RS,clarify that the special amusement excise tax applies to the sale of amusement devices.,Retail Sales and Service Tax; Tax Exemptions; Taxation,0
SB0059,2023_2024,2023-RS,"make an appropriation to the Department of Education for grants to support career and technical education programs, and to declare an emergency.",Appropriation; Education; Grants,0
SB0060,2023_2024,2023-RS,make an appropriation for completing improvements of the road leading to the former entrance into Palisades State Park and to declare an emergency.,"Appropriation; Emergency Clause; Game, Fish, Parks and Forestry; Grants; Procurement of Public Improvements",0
SB0061,2023_2024,2023-RS,revise driver's license suspensions for restricted permit holders over the age of sixteen.,Driver License; Minors; Motor Vehicles,0
SB0062,2023_2024,2023-RS,amend provisions regarding delivery of electronic insurance documents.,Insurance,0
SB0063,2023_2024,2023-RS,"authorize the Board of Regents to contract for the design and construction of a year-round rodeo practice facility on the campus of South Dakota State University, together with equipment and furnishings, to make an appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Higher Education; Procurement of Public Improvements,0
SB0064,2023_2024,2023-RS,repeal provisions related to the jail mental health screening pilot program and oversight council.,Courts and Judiciary; Criminal Procedure,0
SB0065,2023_2024,2023-RS,modify the compulsory age for school attendance.,Education; School Attendance; School Districts,0
SB0066,2023_2024,2023-RS,modify provisions related to the suspension of probationary permits issued to minors.,Driver License; Minors; Motor Vehicles,0
SB0067,2023_2024,2023-RS,revise provisions related to emergency and involuntary commitment for alcohol and drug abuse.,Public Health and Safety,0
SB0068,2023_2024,2023-RS,modify the approval process for certain out-of-state travel and related costs by a legislative member.,Legislative Oversight; Legislature and Statutes,0
SB0069,2023_2024,2023-RS,modify the composition of the State-Tribal Relations Committee.,Legislature and Statutes; Organization of the Legislature,0
SB0070,2023_2024,2023-RS,revise provisions related to courtroom modifications for child witnesses.,Child Abuse; Civil Procedure; Criminal Procedure; Minors; Sex Offenses,0
SB0071,2023_2024,2023-RS,authorize other fuel taxes to be included in the state’s International Fuel Tax Agreement collections.,Motor Fuel; Taxation,0
SB0072,2023_2024,2023-RS,revise provisions related to the discharge of a defendant restored to competency.,Criminal Procedure; Mentally Ill Persons,0
SB0073,2023_2024,2023-RS,"exclude township-owned self-propelled machinery, equipment, and vehicles from fuel excise tax.",Motor Fuel; Tax Exemptions; Taxation,0
SB0074,2023_2024,2023-RS,provide for the establishment of regional jail authorities.,"Boards and Commissions; Bonds (Public Debt); Counties; Local Government Generally; Municipal Government; Penal Institutions, Probation and Parole; Procurement of Public Improvements; Taxation",0
SB0075,2023_2024,2023-RS,revise provisions related to parental support for expenses related to pregnancy and childbirth.,Child Support; Domestic Relations,0
SB0076,2023_2024,2023-RS,provide for licensure by endorsement for certain licensed professionals and occupations.,Licensure; Professions and Occupations,0
SB0077,2023_2024,2023-RS,reinstate the restricted real estate broker's license for auctioneers and revise real estate licensing.,Boards and Commissions; Licensure; Professions and Occupations,0
SB0078,2023_2024,2023-RS,create the South Dakota Board of Physical Therapy and make an appropriation therefor.,Boards and Commissions; Fees; Fund; Health Care; Liability; Licensure; Professions and Occupations,0
SB0079,2023_2024,2023-RS,"make an appropriation to the Department of Game, Fish and Parks to improve and repair infrastructure around Hiddenwood Lake and to declare an emergency.","Appropriation; Emergency Clause; Game, Fish, Parks and Forestry; Procurement of Public Improvements",0
SB0080,2023_2024,2023-RS,amend the requirements to be a legal newspaper.,Notice and Publication,0
SB0081,2023_2024,2023-RS,repeal outdated sections regarding enhanced concealed carry permit requirements.,Firearms; Law Enforcement,0
SB0082,2023_2024,2023-RS,"establish the stronger families scholarship program for children in foster care, to make an appropriation therefor, and to declare an emergency.",Election Verification; Elections; Voting,0
SB0083,2023_2024,2023-RS,revise provisions regarding water development districts.,Water Management,0
SB0084,2023_2024,2023-RS,authorize compensation for water project district directors.,Boards and Commissions; Water Management,0
SB0085,2023_2024,2023-RS,revise rebating provisions in the insurance code.,Insurance,0
SB0086,2023_2024,2023-RS,require candidates for party precinct committeeman or committeewoman to include an email address and phone number in the written statement submitted to the county auditor.,Elections; Political Parties,0
SB0087,2023_2024,2023-RS,establish educational standards for the expanded practice of optometry.,Boards and Commissions; Health Care; Professions and Occupations,0
SB0088,2023_2024,2023-RS,amend a provision allowing municipalities to jointly license and regulate intercity services.,Municipal Government,0
SB0089,2023_2024,2023-RS,increase the daily maximum award for the alternative care program administered by the Unified Judicial System.,Courts and Judiciary,0
SB0090,2023_2024,2023-RS,provide certain definitions related to the crime of rape.,Crimes; Sex Offenses,0
SB0091,2023_2024,2023-RS,revise certain provisions regarding the crime of rape and provide a penalty therefor.,Crimes; Sex Offenses,0
SB0092,2023_2024,2023-RS,require that certain operations obtain their own general or individual water pollution permits.,Animals and Livestock; Environmental Protection; Water Quality,0
SB0093,2023_2024,2023-RS,"provide an increased appropriation for the construction costs of an athletics events center at Dakota State University, and to declare an emergency.",Appropriation; Emergency Clause; Higher Education; Procurement of Public Improvements,0
SB0094,2023_2024,2023-RS,establish the crime of grooming and provide a penalty therefor.,Child Abuse; Crimes; Obscenity and Public Indecency; Sex Offenses,0
SB0095,2023_2024,2023-RS,amend provisions regarding trusts.,Fiduciaries and Trusts,0
SB0096,2023_2024,2023-RS,provide for the recall of school board members.,Education; Elections; School Districts,0
SB0097,2023_2024,2023-RS,establish a for-cause requirement for inspections of motor carriers on possible vehicle weight and load violations.,Law Enforcement; Motor Vehicles,0
SB0098,2023_2024,2023-RS,identify the means of conducting a criminal background check for the renewal of a gold card or an enhanced permit to carry a concealed pistol.,Firearms; Law Enforcement,0
SB0099,2023_2024,2023-RS,authorize counties to issue bonds for certain expenditures funded by a gross receipts tax.,Bonds (Public Debt); Counties; Crimes; Fund; Procurement of Public Improvements; Promulgation of Rules; Retail Sales and Service Tax; Taxation,0
SB0100,2023_2024,2023-RS,"establish the stronger families scholarship program for children in foster care, to make an appropriation therefor, and to declare an emergency.",Appropriation; Education; Emergency Clause; Scholarships; Sunset Clause,0
SB0101,2023_2024,2023-RS,provide the Department of Health with oversight authority for the provision of emergency medical services.,Emergency Medical Services; Fees; Licensure; Professions and Occupations; Promulgation of Rules; Public Health and Safety; Transfer of Funds,0
SB0102,2023_2024,2023-RS,require the continued maintenance of the official list of candidates prior to an election.,Elections,0
SB0103,2023_2024,2023-RS,create a pilot program in the Unified Judicial System for risk and lethality assessments for certain persons accused of assault or protection order violations.,Courts and Judiciary; Criminal Procedure; Domestic Relations; Sunset Clause,0
SB0104,2023_2024,2023-RS,"reduce certain gross receipts tax rates and a use tax rate, and to repeal a conditional reduction of certain gross receipts tax rates.",Appropriation; Emergency Clause; Hoghouse-Vehicle Bill,0
SB0105,2023_2024,2023-RS,require updated cost report information for certain community-based health and human services providers.,Appropriation; Emergency Clause; Hoghouse-Vehicle Bill,0
SB0106,2023_2024,2023-RS,expand postpartum medicaid coverage.,Medicaid; Public Welfare and Assistance,0
SB0107,2023_2024,2023-RS,facilitate the process of establishing election precincts and polling places by counties.,Elections; Redistricting; Voting,0
SB0108,2023_2024,2023-RS,provide an educational exception to consumption prohibitions for persons over eighteen years of age who are required to taste an alcoholic beverage as part of a course.,Alcoholic Beverages; Higher Education; Students,0
SB0109,2023_2024,2023-RS,require employers to disclose compensation or range of compensation to applicants and employees.,Labor and Employment,0
SB0110,2023_2024,2023-RS,ensure contracts made for construction and maintenance on public works be compensated to the real value of the services performed.,Labor and Employment; Procurement of Public Improvements; Trade Regulation,0
SB0111,2023_2024,2023-RS,establish and modify provisions related to economic development.,Economic Development; Hoghouse-Vehicle Bill,0
SB0112,2023_2024,2023-RS,"reduce certain gross receipts tax rates and a use tax rate, and to repeal a conditional reduction of certain gross receipts tax rates.",Hoghouse-Vehicle Bill; Taxation,0
SB0113,2023_2024,2023-RS,establish and modify provisions related to initiated petitions.,Education; Hoghouse-Vehicle Bill,0
SB0114,2023_2024,2023-RS,establish and modify provisions related to public safety.,Hoghouse-Vehicle Bill,0
SB0115,2023_2024,2023-RS,revise certain provisions regarding consideration of out-of-state convictions for driving under the influence.,Crimes; Motor Vehicles,0
SB0116,2023_2024,2023-RS,authorize legislative intervention into certain cases pertaining to election law.,Election Verification; Elections; Legislative Oversight,0
SB0117,2023_2024,2023-RS,increase dollar limits related to play on video lottery machines.,Gambling; Lottery; Recreation and Sports,0
SB0118,2023_2024,2023-RS,expand eligibility for certain teachers who receive reduced tuition at Board of Regents institutions.,Higher Education; Teachers; Tuition,0
SB0119,2023_2024,2023-RS,authorize enrolled tribal members to attend certain institutions of higher education without payment of tuition and mandatory fees.,Higher Education; Indian Tribes; Tuition,0
SB0120,2023_2024,2023-RS,increase an amount of property value owned by a local industrial development corporation that is exempt from taxation.,Economic Development; Property Tax; Tax Exemptions; Taxation,0
SB0121,2023_2024,2023-RS,make an appropriation to support firefighter training efforts in the state.,Appropriation; Firefighters; Procurement of Public Improvements,0
SB0122,2023_2024,2023-RS,address the potential abuse of opiate and opioid drugs.,Controlled Substances; Health Care; Public Health and Safety,0
SB0123,2023_2024,2023-RS,require certain reviews and updating of voter registration records and data sharing.,Election Verification; Elections; Voting,0
SB0124,2023_2024,2023-RS,update maintenance and verification requirements for voter registration files.,Election Verification; Elections; Voting,0
SB0125,2023_2024,2023-RS,prohibit the imposition of additional immunization requirements on children.,Education; Immunization; Students,0
SB0126,2023_2024,2023-RS,expand the availability of emergency services in state parks.,"Emergency Medical Services; Game, Fish, Parks and Forestry; Law Enforcement; State Parks",0
SB0127,2023_2024,2023-RS,revise the eligible disability level for veterans to receive state park benefits.,"Fees; Game, Fish, Parks and Forestry; State Parks; Veterans Affairs",0
SB0128,2023_2024,2023-RS,remove the option to register to vote by a signed statement.,Elections; Voting,0
SB0129,2023_2024,2023-RS,include school employees in certain assault provisions and provide a penalty therefor.,Assault; Crimes; Education; Students; Teachers,0
SB0130,2023_2024,2023-RS,provide for philosophical exceptions to required vaccinations.,Education; Higher Education; Immunization; Students,0
SB0131,2023_2024,2023-RS,remove certain limitations on property tax levy increases.,"Education; Highways, Roads, and Bridges; Property Tax; Taxation",0
SB0132,2023_2024,2023-RS,revise the appointment of legislators to the Agricultural Land Assessment Implementation and Oversight Advisory Task Force.,Legislative Oversight; Organization of the Legislature; Property Tax,0
SB0133,2023_2024,2023-RS,modify the design of license plates to include the state motto.,License Plates; Motor Vehicles,0
SB0134,2023_2024,2023-RS,revise membership of the Medical Marijuana Oversight Committee.,Legislative Oversight; Medical Cannabis,0
SB0135,2023_2024,2023-RS,revise provisions regarding the operation of golf carts on a state or county highway.,Motor Vehicles,0
SB0136,2023_2024,2023-RS,provide a rebuttable presumption in favor of joint physical custody of a minor child.,Child Custody; Domestic Relations,0
SB0137,2023_2024,2023-RS,provide for the consideration of a child's wishes in awarding custody.,Child Custody; Domestic Relations,0
SB0138,2023_2024,2023-RS,provide for the distribution of tax revenue from certain sales occurring on fairgrounds.,Counties; Retail Sales and Service Tax; Taxation,0
SB0139,2023_2024,2023-RS,revise residency requirements for the purposes of voter registration.,Elections; Promulgation of Rules; Residency; Voting,0
SB0140,2023_2024,2023-RS,revise certain provisions relating to voter registration.,Election Verification; Elections; Promulgation of Rules; Voting,0
SB0141,2023_2024,2023-RS,clarify and modernize cremation requirements and procedures.,Boards and Commissions; Fees; Licensure; Professions and Occupations; Promulgation of Rules; Public Health and Safety,0
SB0142,2023_2024,2023-RS,prohibit certain persons from using the title veterinary technician.,Crimes; Licensure; Professions and Occupations,0
SB0143,2023_2024,2023-RS,raise the revenue threshold for a required audit of a water development district.,Water Management,0
SB0144,2023_2024,2023-RS,provide access to abandoned cemeteries to descendants of the decedents interred therein.,Cemeteries; Counties,0
SB0145,2023_2024,2023-RS,revise provisions pertaining to township eligibility for the rural access infrastructure fund.,"Counties; Highways, Roads, and Bridges; Townships",0
SB0146,2023_2024,2023-RS,limit parole for violent offenders.,"Penal Institutions, Probation and Parole",0
SB0147,2023_2024,2023-RS,change provisions regarding the appointment of legislators to represent South Dakota in the Streamlined Sales and Use Tax Agreement.,Legislative Oversight; Retail Sales and Service Tax; Taxation,0
SB0148,2023_2024,2023-RS,make an appropriation to provide support for an airline terminal infrastructure expansion project at the Rapid City Regional Airport.,Appropriation; Procurement of Public Improvements,0
SB0149,2023_2024,2023-RS,create the Medicaid expansion fund and to transfer monies received as a result of expanding Medicaid eligibility.,Fund; Medicaid; Transfer of Funds,0
SB0150,2023_2024,2023-RS,add provisions regarding construction and maintenance of livestock pipelines on highways.,"Animals and Livestock; Highways, Roads, and Bridges; Liability; Pipelines",0
SB0151,2023_2024,2023-RS,"clarify information related to students that is not subject to survey, analysis, or evaluation without consent.",Appropriation; Higher Education; Indian Tribes; Scholarships,0
SB0152,2023_2024,2023-RS,provide increased funding for the water and environment fund.,Environmental Protection; Fund; Water Quality,0
