bill_id,term,session,short_title,attributes,keywords,commem
HB0002,2023_2024,2023-RS,2022 Budget Technical Corrections.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"administration dept., aging, agriculture, agriculture dept., appropriations, attorneys, boards, budgeting, buildings, cancer, capital spending, colleges & universities, commerce, commissions, community colleges, community colleges office, community development, confidentiality, conservation, construction, contracts, corporations, nonprofit, counties, courts, crimes, deq, dhhs, disasters & emergencies, diseases & health disorders, district court, education, elementary education, emergency services, employment, engineers & engineering, environment, exhibitions, firefighters & firefighting, forestry, funding, funds & accounts, grants, hazardous substances, health services, higher education, information technology, infrastructure, insurance, insurance, health, internet, law enforcement, local government, medicaid, minors, municipalities, occupations, parks & recreation areas, personnel, poverty, presented, privacy, public, public health, public instruction dept., ratified, research, salaries & benefits, stem, secondary education, session laws, sheriffs, social services, students, taxation, taxes, excise, teleservices, tobacco, travel & tourism, unc, unc board of governors, utilities, water & sewer systems, water resources, district attorneys, bladen county, edgecombe county, nash county, onslow county, pender county, wake county, wilson county, lincoln county, clean water trust fund, mecklenburg county, charlotte, robeson county, stanly county, gaston county, catawba county, cleveland county, substance abuse, guilford county, hyde county, greensboro, raleigh, rowan county, davidson county, davie county, stokes county, superior court, erwin, chaptered, smuggling & trafficking, tax distribution, boiling springs, emergency equipment, human trafficking comn., tobacco products, youth programs, public safety dept., human trafficking, information technology dept., walnut cove, agritourism, insurance, crop",0
HB0003,2023_2024,2023-RS,UNC Report on Computer Science Credit.,Public; Requests Study,"boards, colleges & universities, computers, curriculum, education, higher education, information technology, public, reports, stem, secondary education, studies, unc, unc board of governors",0
HB0004,2023_2024,2023-RS,Increasing Engagement in STEM Grant Program.,Public; Contains Appropriations; Contains Local Appropriations,"boards, council of state, curriculum, education, education boards, education cabinet, education, state board of, elementary education, funding, grants, local government, public, public instruction dept., public instruction, supt. of, public officials, stem",0
HB0005,2023_2024,2023-RS,Fuquay-Varina/Clemmons Deannexations.,Local; Text has changed; Roll Call; Uncodified,"annexation, boards, charters, city councils, counties, education, education boards, elections, elementary education, extraterritoriality, geography, hotels & motels, kindergarten, local, local government, mayors, motor vehicles, municipalities, planning & zoning, political activity, political parties, public officials, redistricting, secondary education, session laws, taxation, taxes, occupancy, title change, travel & tourism, brunswick county, wake county, mecklenburg county, buncombe county, henderson county, granville county, guilford county, high point, greensboro, franklin county, randolph county, asheville, fuquay-varina, archdale, boiling spring lakes, tax distribution, flat rock, fletcher, hendersonville, summerfield, geographic boundaries, local ordinances, parking & parking structures",0
HB0006,2023_2024,2023-RS,Uniformed Heroes Voting Act.,Public; Text has changed,"clothing, elections, public, textiles",0
HB0007,2023_2024,2023-RS,Stanly Comm. Coll. Safety Funds.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, colleges & universities, community colleges, community colleges office, construction, counties, emergency services, higher education, infrastructure, law enforcement, public, roads & highways, transportation, stanly county, public safety dept.",0
HB0008,2023_2024,2023-RS,Various Statutory Changes.,Public; Text has changed,"boards, colleges & universities, community colleges, computers, curriculum, education, education boards, education, state board of, elementary education, higher education, information technology, kindergarten, local government, presented, public, public instruction dept., ratified, stem, secondary education, unc, chaptered",0
HB0009,2023_2024,2023-RS,Fair Maps Act.,Public; Affects Constitution,"administration dept., appointments, census, commissions, constitution, nc, discrimination, elections, general assembly, human relations comn., legislative services office, membership, minorities, president pro tempore, public, redistricting, speaker, national elections, redistricting comn., minority leader (house), minority leader (senate)",0
HB0010,2023_2024,2023-RS,Require ICE Cooperation & Budget Adjustments.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"agriculture, animals, appropriations, armed forces, arts, authorities, boards, budgeting, capital spending, cemeteries, children with special needs, cjrs, coastal resources, colleges & universities, commerce, commerce dept., commissions, community colleges, community colleges office, correctional institutions, counties, criminal procedure, cultural resources, dhhs, disasters & emergencies, economic development, education, education assistance authority, education, state board of, elementary education, emergency management, environment, exhibitions, farmers markets, fish & wildlife, funds & accounts, general assembly, health services, higher education, historic sites & monuments, horticulture, immigration, industrial location, information technology, infrastructure, inspections, insurance, health, internet, jails, judges, kindergarten, law enforcement, local government, lrs, magistrates, manufacturing, medicaid, minors, municipalities, museums, parks & recreation areas, personnel, planning & zoning, poverty, presented, private schools, public, public instruction dept., public officials, ratified, recreation & leisure, reporting, retirement, roads & highways, rural development, salaries & benefits, secondary education, session laws, sheriffs, social services, state controller, state employees, students, telecommunications, teleservices, transportation, transportation dept., tuition, unc, unc board of governors, utilities, veterans, vetoed, water & sewer systems, weather, wildlife resources comn., zoos, cumberland county, new hanover county, onslow county, pittsboro, chatham county, orange county, goldsboro, wayne county, lee county, rowan county, dare county, randolph county, jacksonville, alamance county, caswell county, nags head, sanford, salisbury, disaster relief reserve fund, mebane, art society, national guard, greenhouses, government employees, pension & retirement funds, vouchers, information technology dept., military affairs dept., continuing care facilities, capital & infrastructure fund, spring lake (town), museum of art  , warrants",0
HB0011,2023_2024,2023-RS,Schools for the Deaf and Blind.,Public; Text has changed,"appointments, boards, counties, disabled persons, education, education, state board of, elementary education, general assembly, membership, municipalities, presented, president pro tempore, public, public instruction dept., ratified, secondary education, speaker, wake county, wilson county, burke county, raleigh, wilson, morganton, chaptered, residential schools",0
HB0012,2023_2024,2023-RS,Stanly Cty Airport Authority/Members & Leases.,Local,"airports, authorities, aviation, boards, counties, county commissioners, rentals & leasing, local, local government, membership, session laws, stanly county, airport authorities",0
HB0013,2023_2024,2023-RS,Reevaluate County Tier System.,Public; Requests Study,"budgeting, commerce, commerce dept., committees, counties, economic development, funding, general assembly, ldc, public, reports, studies, economic development oversight comm.",0
HB0014,2023_2024,2023-RS,Back the Blue Act of 2023.,Public; Requests Study,"committees, emergency services, law enforcement, law enforcement officers, personnel, public, retirement, revenue laws study comm., studies, tax exemptions, taxation, taxes, individual income",0
HB0015,2023_2024,2023-RS,Study on Eliminating the Grocery Tax.,Public; Requests Study,"commerce, committees, foods & beverages, public, reports, retailing, revenue laws study comm., studies, taxation, taxes, sales & use",0
HB0017,2023_2024,2023-RS,Elect the SBE/SPI as SBE Chair.,Public; Text has changed; Affects Constitution,"appointments, boards, constitution, nc, council of state, education, education cabinet, education, state board of, elections, general assembly, governor, membership, public, public instruction dept., public instruction, supt. of, public officials, resolutions, simple, confirmation, vacancies",0
HB0018,2023_2024,2023-RS,Elk Conservation Permit Auction/Raffle.,Public,"animals, auctions, commissions, environment, fines & penalties, fish & wildlife, hunting & fishing, licenses & permits, public, safety, safety equipment, wildlife resources comn.",0
HB0019,2023_2024,2023-RS,Codify Roe and Casey Protections.,Public,"abortion, appropriations, budgeting, constitution, nc, dhhs, education, elections, family planning, health services, pregnancy, public, public health, sex education, women, family issues",0
HB0020,2023_2024,2023-RS,Cash Commitment Act.,Public; Text has changed,"administrative code, administrative rules, attorney general, commerce, commerce dept., council of state, currency & coins, justice dept., public, public officials, retailing",0
HB0021,2023_2024,2023-RS,Energy Security Act of 2023.,Public,"crimes, electricity generation & distribution, infrastructure, public, security services, utilities, vandalism, monitoring & surveillance systems",0
HB0022,2023_2024,2023-RS,Concealed Gun Permit/Clarify Discharge.,Public; Text has changed,"armed forces, counties, law enforcement, licenses & permits, local government, public, sheriffs, weapons, concealed carry",0
HB0023,2023_2024,2023-RS,Education Studies and Other Changes.,Public; Text has changed; Requests Study,"boards, children with special needs, colleges & universities, commissions, contracts, counties, curriculum, disabled persons, disasters & emergencies, diseases & health disorders, education, education administration, elementary education, higher education, information technology, membership, mental health, minors, principal fellows comn., principals, private schools, public, public health, public instruction dept., reports, stem, secondary education, session laws, students, studies, title change, unc, unc board of governors, beaufort county, developmental disabilities, public health emergency",0
HB0024,2023_2024,2023-RS,Review of Federal Acts/Rules/Regulations.,Public,"agriculture, attorney general, charter schools, colleges & universities, constitution, nc, constitution, us, council of state, disasters & emergencies, diseases & health disorders, education, elementary education, environment, financial services, general assembly, higher education, justice dept., mining & mineral extraction, public, public health, public officials, secondary education, sports, water resources, weapons, wetlands, public health emergency, nullification",0
HB0025,2023_2024,2023-RS,Volunteer Rescue Worker Tax Credit.,Public,"emergency services, public, rescue squads, tax credits, taxation, taxes, individual income, volunteers",0
HB0026,2023_2024,2023-RS,Education Omnibus.,Public; Text has changed; Requests Study,"boards, colleges & universities, community colleges, contracts, council of state, disasters & emergencies, diseases & health disorders, education, education cabinet, education, state board of, elementary education, higher education, information technology, public, public health, public instruction dept., public instruction, supt. of, public officials, purchasing, reports, stem, secondary education, session laws, studies, teachers, nccat board, nccat, school grades, public health emergency",0
HB0027,2023_2024,2023-RS,Elect Thomasville City Bd. of Ed.,Local; Text has changed,"appointments, boards, charters, counties, education, education boards, elections, elementary education, kindergarten, local, local government, membership, municipalities, ratified, secondary education, session laws, davidson county, thomasville, chaptered",0
HB0028,2023_2024,2023-RS,NC Managing Environmental Waste Act of 2023.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed; Requests Study,"agriculture, appropriations, budgeting, commerce, committees, conservation, counties, cultural resources, natural & cultural resources dept., deq, dhhs, environment, food services, foods & beverages, funding, general assembly, legislative services office, local government, municipalities, pilot programs, public, recycling, reporting, reports, solid waste, studies, taxation, unc, waste management, tax distribution, agriculture resources oversight comm., policy collaboratory",0
HB0029,2023_2024,2023-RS,Support Private Property Rights.,Public,"notification, property, public, real estate, transportation",0
HB0030,2023_2024,2023-RS,Reduce Length of Granville Bd. of Ed. Terms.,Local; Text has changed; Uncodified,"boards, counties, education, education boards, elections, elementary education, kindergarten, local, local government, membership, ratified, secondary education, session laws, term lengths & limits, granville county, chaptered",0
HB0031,2023_2024,2023-RS,Rowan-Salisbury Board of Educ. Elections.,Local; Text has changed; Uncodified,"boards, counties, education, education boards, elementary education, kindergarten, local, local government, municipalities, ratified, secondary education, rowan county, salisbury, chaptered",0
HB0032,2023_2024,2023-RS,Service Customer Equal Value Time Act.,Public,"commerce, consumer protection, information technology, infrastructure, internet, public, telecommunications, telephones, teleservices, television, cable & satellite tv",0
HB0033,2023_2024,2023-RS,UI/Employer & Claimant Service Requirements.,Public,"commerce, commerce dept., employment, insurance, insurance, unemployment, public, taxation, unemployment",0
HB0034,2023_2024,2023-RS,Protect Those Who Serve and Protect Act.,Public; Text has changed,"ambulances, animals, armed forces, correctional institutions, crimes, emergency medical services, emergency services, firefighters & firefighting, law enforcement, law enforcement officers, personnel, presented, public, ratified, weapons, chaptered, national guard, public safety dept., law enforcement animals, adult correction dept., working animals",0
HB0035,2023_2024,2023-RS,Expand Definition of Opioid Antagonist.,Public,"controlled substances, definitions, dhhs, emergency services, public, public health, substance abuse",0
HB0036,2023_2024,2023-RS,Firearms Training/Probation & Parole Officers.,Public; Text has changed,"correctional institutions, licenses & permits, parole & probation, inmates, public, sentencing, weapons, concealed carry, adult correction dept.",0
HB0037,2023_2024,2023-RS,Expand Disabled Veteran Property Tax Excl.,Public,"armed forces, disabled persons, local government, personnel, property, public, real estate, tax exemptions, taxation, taxes, property, veterans",0
HB0038,2023_2024,2023-RS,Education Omnibus Changes.,Public; Text has changed,"aging, appropriations, boards, budgeting, buildings, capital spending, colleges & universities, commerce, commissions, construction, counties, currency & coins, dhhs, education, education administration, education boards, education, state board of, elementary education, employment, fees, funding, gaming, higher education, id systems, kindergarten, local government, minors, municipalities, occupations, personnel, private schools, property, public, salaries & benefits, school buildings & property, secondary education, sports, state employees, students, teachers, title change, tuition, unc, unc board of governors, cumberland county, fayetteville, government employees, property-local government, property-state government, surplus property, vouchers, residency, student athletes, teaching fellows comn.",0
HB0039,2023_2024,2023-RS,Kayla's Act: Protecting Dom. Violence Victims.,Public,"courts, crimes, criminal procedure, district court, domestic violence, evidence, public, telecommunications, teleservices, victims rights, witnesses, women, records, named laws, family issues, teleconferencing",0
HB0040,2023_2024,2023-RS,Prevent Rioting and Civil Disorder.,Public; Text has changed,"armed forces, bail, courts, crimes, criminal procedure, emergency services, fines & penalties, presented, public, ratified, surety & fidelity, weapons, chaptered, national guard, protests & demonstrations",0
HB0041,2023_2024,2023-RS,Hotel Safety Issues.,Public; Text has changed,"hotels & motels, rentals & leasing, public, safety",0
HB0042,2023_2024,2023-RS,Honoring NC's Contributions to Civil Rights.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,"appropriations, budgeting, commissions, cultural resources, natural & cultural resources dept., discrimination, minorities, monuments & memorials, public, reports, studies, african-american heritage comn.",0
HB0043,2023_2024,2023-RS,Prohibition of Certain Hormone/Surgery/Minors.,Public,"crimes, fines & penalties, health services, lgbtq & gender issues, minors, occupations, physicians, public",0
HB0044,2023_2024,2023-RS,Const. Amendment/Repeal Literacy Test.,Public; Text has changed; Affects Constitution,"constitution, nc, discrimination, education, elections, literacy, minorities, public, testing",0
HB0045,2023_2024,2023-RS,Address Pandemic Learning Loss/Alamance Co.,Local,"boards, calendar, counties, disasters & emergencies, diseases & health disorders, education, education boards, elementary education, kindergarten, local, local government, public health, secondary education, students, alamance county, public health emergency",0
HB0046,2023_2024,2023-RS,Eliminate Tax on Gov't Retirees.,Public,"local government, personnel, public, retirement, state employees, tax exemptions, taxation, taxes, individual income, government employees, local government employees",0
HB0047,2023_2024,2023-RS,School Protection Act.,Public,"buildings, education, personnel, private schools, public, school buildings & property, security services, weapons",0
HB0048,2023_2024,2023-RS,Delay Effective Date of Appraisal Board Rules.,Public; Text has changed; Uncodified,"admin. procedure oversight comm., administrative rules, appraisal board, appraisals, boards, general assembly, licensing & certification, occupations, public, real estate, rules objection filed",0
HB0049,2023_2024,2023-RS,Protect Religious Meeting Places.,Public; Text has changed,"buildings, colleges & universities, education, higher education, licenses & permits, public, religion & religious institutions, school buildings & property, weapons, concealed carry",0
HB0050,2023_2024,2023-RS,Pistol Purchase Permit Repeal.,Public; Text has changed,"counties, crimes, domestic violence, law enforcement, licenses & permits, local government, public, sheriffs, weapons, women, family issues",0
HB0051,2023_2024,2023-RS,School Calendar Flex/Multiple Counties.,Local,"boards, calendar, counties, education, education boards, elementary education, kindergarten, local, local government, municipalities, secondary education, moore county, gaston county, mount airy, surry county, randolph county, asheboro, elkin",0
HB0052,2023_2024,2023-RS,Funds for Davie County Projects.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, buildings, construction, correctional institutions, counties, cultural resources, disasters & emergencies, emergency management, emergency medical services, emergency services, health services, information technology, infrastructure, jails, law enforcement, libraries, local government, public, recreation & leisure, stem, sheriffs, sports, telecommunications, davie county, public buildings, emergency equipment",0
HB0053,2023_2024,2023-RS,Firearm in Unattended Vehicle/Safely Store.,Public,"crimes, motor vehicles, public, safety, transportation, weapons",0
HB0054,2023_2024,2023-RS,Make North Carolina Home Act of 2023.,Public,"building code council, building codes, buildings, commerce, commerce dept., councils, housing, information technology, internet, languages, local government, planning & zoning, property, public, telecommunications, teleservices, electronic government",0
HB0055,2023_2024,2023-RS,Fire Investigation Law Revisions.,Public; Text has changed,"death & dying, insurance, insurance dept., investigations, law enforcement, public, sbi, insurance commissioner, public safety dept., fire marshall",0
HB0056,2023_2024,2023-RS,Safe Firearm Storage/Sales Tax Exemption.,Public; Text has changed,"commerce, public, retailing, safety, safety equipment, storage systems, tax credits, tax exemptions, taxation, taxes, sales & use, weapons",0
HB0057,2023_2024,2023-RS,Harmony/Love Valley Election Changes.,Local; Text has changed; Roll Call; Uncodified,"budgeting, charters, city councils, counties, elections, fees, funding, local, local government, mayors, membership, motor vehicles, municipalities, public officials, ratified, session laws, title change, henderson county, iredell county, chaptered, hendersonville, parking & parking structures, harmony, love valley",0
HB0058,2023_2024,2023-RS,Parents' and Students' Bill of Rights.,Public,"boards, children with special needs, education, education boards, elementary education, health services, kindergarten, local government, mental health, minors, public, secondary education, students, records, family issues",0
HB0059,2023_2024,2023-RS,Funds for Projects in Rowan County.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, buildings, colleges & universities, community colleges, counties, education, emergency services, firefighters & firefighting, funding, grants, higher education, law enforcement, local government, municipalities, parks & recreation areas, public, transportation, transportation dept., catawba county, rowan county, salisbury, public buildings, emergency equipment, east spencer",0
HB0060,2023_2024,2023-RS,SUDEP Awareness Week.,Public,"boards, death & dying, diseases & health disorders, education, education boards, elementary education, health education, kindergarten, local government, minors, public, public health, secondary education, named laws",1
HB0061,2023_2024,2023-RS,Abolish Employment At-Will.,Public,"contracts, employment, personnel, public",0
HB0062,2023_2024,2023-RS,An Act to Do School Calendars Better.,Public,"boards, calendar, education, education boards, education, state board of, elementary education, kindergarten, local government, public, secondary education",0
HB0063,2023_2024,2023-RS,Verification of Immigration Status - SAVE.,Public,"citizenship, courts, employment, fines & penalties, immigration, licensing & certification, occupations, personnel, public, aliens",0
HB0064,2023_2024,2023-RS,Fee on Wire Transfers.,Public; Roll Call,"commerce, fees, financial services, information technology, internet, public, telecommunications, teleservices",0
HB0065,2023_2024,2023-RS,Funds for Forsyth Agricultural Event Center.,Public; Contains Appropriations; Contains Local Appropriations,"agriculture, appropriations, budget & management office, budgeting, construction, counties, public, forsyth county, agricultural centers",0
HB0066,2023_2024,2023-RS,Boards of Education Elections.,Local; Text has changed,"boards, counties, education, education boards, elections, elementary education, kindergarten, local, local government, membership, municipalities, political parties, public officials, ratified, redistricting, secondary education, session laws, term lengths & limits, title change, buncombe county, catawba county, pamlico county, hickory, polk county, newton, chaptered, conover, vacancies",0
HB0067,2023_2024,2023-RS,Encourage Healthy NC Food in Schools.,Public; Text has changed,"advertising & marketing, agriculture, agriculture dept., boards, colleges & universities, commerce, communications, community colleges, community colleges board, education, education boards, elementary education, foods & beverages, health services, higher education, kindergarten, local government, nutrition, produce, public, public health, reports, retailing, secondary education, vending machines, community college boards",0
HB0068,2023_2024,2023-RS,Reenact Nonpartisan Judicial Elections/Fund.,Public; Roll Call,"boards, campaign finance, confidentiality, court of appeals, courts, district court, elections, elections, state board of, fees, funds & accounts, judges, political parties, privacy, public, public officials, session laws, supreme court, records, superior court",0
HB0069,2023_2024,2023-RS,Warren County Occupancy Tax.,Local; Text has changed; Roll Call,"authorities, counties, county commissioners, hotels & motels, local, local government, taxation, taxes, occupancy, travel & tourism, warren county, tourism development authorities",0
HB0070,2023_2024,2023-RS,School Calendar Flexibility/Halifax.,Local,"boards, calendar, counties, education, education boards, elementary education, kindergarten, local, local government, secondary education, halifax county",0
HB0071,2023_2024,2023-RS,Raise Age Limit for Justices/Judges.,Public,"aging, courts, judges, public, term lengths & limits",0
HB0072,2023_2024,2023-RS,Firearm Safe Storage Awareness Initiative.,Public; Text has changed; Uncodified,"commissions, dhhs, education, environment, fish & wildlife, information technology, internet, public, reports, safety, weapons, wildlife resources comn., electronic government, safety education",0
HB0073,2023_2024,2023-RS,Town of Bridgeton - Charter Amendment.,Local; Text has changed,"charters, counties, local, local government, municipalities, public meetings, ratified, session laws, craven county, chaptered, bridgeton",0
HB0074,2023_2024,2023-RS,Constitutional Amendment/COS Vacancies.,Public; Text has changed; Affects Constitution,"agriculture, agriculture dept., appointments, attorney general, auditing & audits, constitution, nc, council of state, councils, education, education cabinet, education, state board of, elections, governor, insurance, insurance dept., justice dept., labor dept., political parties, public, public instruction dept., public instruction, supt. of, public officials, secretary of state, state auditor, state treasurer, labor commissioner, agriculture commissioner, insurance commissioner, vacancies",0
HB0075,2023_2024,2023-RS,PA Team-Based Practice.,Public; Text has changed,"boards, employment, health services, licensing & certification, medical board, nurses & nursing, occupations, physicians",0
HB0076,2023_2024,2023-RS,Access to Healthcare Options.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed; Roll Call,"budgeting, commerce, dhhs, education, employment, funding, funds & accounts, health services, hospitals, insurance, health, labor dept., medicaid, poverty, presented, public, ratified, reports, session laws, social services, vocational education, chaptered",0
HB0077,2023_2024,2023-RS,Drivers License Designation/Autism.,Public; Text has changed,"cje & training standards comn., commissions, dhhs, dmv, drivers licenses, emergency services, id systems, law enforcement, law enforcement officers, licenses & permits, mental health, motor vehicles, public, developmental disabilities, public safety dept.",0
HB0078,2023_2024,2023-RS,Town of Oak Island/Parking Proceeds.,Local; Text has changed; Roll Call,"budgeting, counties, fees, local, local government, motor vehicles, municipalities, ratified, brunswick county, oak island, chaptered, parking & parking structures",0
HB0079,2023_2024,2023-RS,Carolina Beach Navigable Waters.,Local,"coastal resources, counties, environment, lakes & rivers, local, local government, municipalities, water resources, new hanover county, carolina beach, local ordinances",0
HB0080,2023_2024,2023-RS,St. James Occupancy Tax Authorization.,Local; Roll Call,"authorities, city councils, counties, hotels & motels, local, local government, municipalities, taxation, taxes, occupancy, travel & tourism, brunswick county, tourism development authorities, st. james",0
HB0081,2023_2024,2023-RS,Increase Halifax Co. Bd. of Ed. Compensation.,Local; Text has changed,"boards, counties, education, education boards, elementary education, employment, kindergarten, local, local government, personnel, public officials, salaries & benefits, secondary education, session laws, halifax county",0
HB0082,2023_2024,2023-RS,Clarification/Precinct Voting Data Maintained.,Public,"boards, counties, data & records systems, elections, elections boards, information technology, local government, public, records",0
HB0083,2023_2024,2023-RS,Funds for AWAKE in Swain County.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, child abuse, corporations, nonprofit, counties, crimes, funding, grants, minors, public, social services, swain county, family issues",0
HB0084,2023_2024,2023-RS,DOL/OSH New Positions & Salary Increase Funds.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, employment, labor dept., osh, personnel, public, safety, salaries & benefits, state employees, work safety, government employees",0
HB0085,2023_2024,2023-RS,Revise Use of Alcohol Concentration Result.,Public,"courts, crimes, criminal procedure, drug & alcohol testing, dwi, evidence, motor vehicles, public, testing, traffic offenses",0
HB0086,2023_2024,2023-RS,School Calendar Flex/Statewide.,Public,"boards, calendar, education, education boards, education, state board of, elementary education, kindergarten, local government, public, secondary education",0
HB0087,2023_2024,2023-RS,Probation Modifications/Sheriff Authority.,Public; Text has changed,"attorneys, contracts, counties, courts, criminal procedure, district court, food services, foods & beverages, law enforcement, local government, parole & probation, presented, inmates, public, purchasing, ratified, sentencing, sheriffs, title change, district attorneys, chaptered",0
HB0088,2023_2024,2023-RS,Omnibus Local Elections.,Local; Text has changed,"boards, counties, education, education boards, elementary education, kindergarten, local, local government, membership, public officials, ratified, secondary education, session laws, guilford county, chaptered, vacancies",0
HB0089,2023_2024,2023-RS,Adopt Official State Cookie and Star.,Public,"cultural resources, foods & beverages, public, religion & religious institutions, state symbols",0
HB0090,2023_2024,2023-RS,Judicial Discretion of FTA Release Conditions.-AB,Public,"courts, criminal procedure, parole & probation, inmates, public, sentencing",0
HB0091,2023_2024,2023-RS,Create Pretrial Release Study Committee.-AB,Public; Requests Study,"appointments, council of state, courts, criminal procedure, general assembly, governor, membership, parole & probation, president pro tempore, public, public officials, reports, speaker, studies, pretrial release procedures comm.",0
HB0092,2023_2024,2023-RS,Superseding Orders/Domestic Violence.-AB,Public,"child custody, child support, courts, crimes, divorce, domestic violence, minors, public, women, civil actions, family issues",0
HB0093,2023_2024,2023-RS,Allow Preserve Operators to Purchase Rabbits.,Public,"animals, commerce, commissions, environment, fish & wildlife, hunting & fishing, public, recreation & leisure, wildlife resources comn.",0
HB0094,2023_2024,2023-RS,ABC Laws/Local Sales Option.,Public,"administrative code, administrative rules, alcoholic beverages, boards, commerce, counties, food services, foods & beverages, licenses & permits, local government, municipalities, public, retailing, abc boards",0
HB0095,2023_2024,2023-RS,Funds for Bermuda Run Projects.,Public; Contains Appropriations; Contains Local Appropriations,"advertising & marketing, agriculture, appropriations, budget & management office, budgeting, communications, counties, environment, farmers markets, infrastructure, municipalities, parks & recreation areas, public, signs, utilities, water & sewer systems, water resources, davie county, bermuda run",0
HB0096,2023_2024,2023-RS,NC REACH Act.,Public; Text has changed,"boards, colleges & universities, community colleges, community colleges board, curriculum, education, higher education, public, reporting, unc, unc board of governors",0
HB0097,2023_2024,2023-RS,Various Education Changes.,Public; Text has changed,"appropriations, boards, budgeting, children with special needs, colleges & universities, community colleges, community colleges board, community colleges office, construction, contracts, counties, curriculum, education, education, state board of, funds & accounts, health services, higher education, information technology, interstate cooperation, licensing & certification, massage therapy, massage therapy board, minors, municipalities, occupations, pilot programs, private schools, privatization, proprietary schools, public, reports, safety, stem, secondary education, title change, tuition, cumberland county, fayetteville, public-private partnerships, residency",0
HB0098,2023_2024,2023-RS,Right to Try Individualized Treatments.,Public; Text has changed,"controlled substances, disasters & emergencies, diseases & health disorders, education, health services, local government, personnel, pharmaceuticals, presented, public, public health, ratified, research, state employees, title change, vaccines, chaptered, government employees, local government employees, public health emergency, patient rights",0
HB0099,2023_2024,2023-RS,Wake Co. Board of Comm. Elections.,Local; Text has changed,"counties, county commissioners, elections, local, local government, political parties, ratified, session laws, wake county, chaptered",0
HB0100,2023_2024,2023-RS,Regional Firing Range/Alamance CC.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, colleges & universities, community colleges, community colleges office, counties, education, emergency services, higher education, law enforcement, professional education, public, weapons, alamance county",0
HB0101,2023_2024,2023-RS,The Firearms Liberty Act.,Public; Text has changed,"buildings, civil procedure, correctional institutions, courts, crimes, domestic violence, education, emergency services, law enforcement, law enforcement officers, licenses & permits, personnel, public, religion & religious institutions, school buildings & property, weapons, women, civil actions, family issues, concealed carry",0
HB0103,2023_2024,2023-RS,GSC Technical Corrections 2023.,Public; Text has changed,"administrative rules, animals, boards, building codes, buildings, civil procedure, commissions, construction, counties, courts, criminal records, cultural resources, natural & cultural resources dept., death & dying, dmv, emergency services, employment, estates, fees, fines & penalties, general assembly, health services, inspections, judgments & settlements, law enforcement, law enforcement officers, licenses & permits, licensing & certification, mediation & arbitration, minors, motor vehicles, occupations, opticians & optometrists, parks & recreation areas, personnel, presented, private protective services bd., property, public, public health, public records, ratified, real estate, rules review comn., security services, session laws, transportation dept., veterinarians, veterinary board, veterinary medicine, vital records, weapons, records, chaptered, civil actions, construction industry, highway patrol, public safety dept., law enforcement animals, working animals",0
HB0104,2023_2024,2023-RS,GSC Unif. Unreg. Child Cust. Trfr. Act/Art. 3.,Public,"adoption, child custody, dhhs, minors, public, social services, family issues, international cooperation",0
HB0105,2023_2024,2023-RS,Elderly Prop. Tax Appreciation Exclusion.,Public,"aging, property, public, real estate, tax exemptions, taxation, taxes, property",0
HB0106,2023_2024,2023-RS,School Calendar Flexibility/Various LEAs.,Local; Text has changed,"boards, calendar, counties, education, education boards, elementary education, kindergarten, local, local government, municipalities, secondary education, forsyth county, winston-salem, stokes county",0
HB0107,2023_2024,2023-RS,Repeal Certificate of Need Laws.,Public,"certificates of need, clinics, dhhs, health services, hospitals, public, public health",0
HB0108,2023_2024,2023-RS,Local Communicable Disease Programs/Funds.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, dhhs, disasters & emergencies, diseases & health disorders, health depts., health services, local government, public, public health, public health emergency",0
HB0109,2023_2024,2023-RS,Certain Prohibitions/Working/Voting Process.,Public,"boards, counties, elections, elections boards, employment, local government, personnel, public",0
HB0110,2023_2024,2023-RS,Funds for Town of Jonesville.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, construction, counties, funding, grants, lakes & rivers, local government, municipalities, parks & recreation areas, public, yadkin county, jonesville, yadkin river",0
HB0111,2023_2024,2023-RS,School Calendar Flexibility/Durham and Person.,Local,"boards, calendar, counties, education, education boards, elementary education, kindergarten, local, local government, secondary education, durham county, person county",0
HB0112,2023_2024,2023-RS,Consider Honey Sales as Income for PUV.,Public,"agriculture, commerce, property, public, real estate, taxation, taxes, property, agricultural land, beekeeping",0
HB0113,2023_2024,2023-RS,Prohibit Renaming of Fayetteville State.,Public; Text has changed,"colleges & universities, counties, education, higher education, municipalities, public, unc, cumberland county, fayetteville, name change",0
