bill_id,term,session,short_title,attributes,keywords,commem
HB1024,2023_2024,2023-RS,Nonconsensual Booting and Towing Reform.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"appointments, appropriations, budgeting, commerce, commissions, consumer protection, corporations, for-profit, council of state, data & records systems, dmv, emergency services, fees, general assembly, governor, information technology, licenses & permits, membership, motor vehicles, president pro tempore, public, public officials, speaker, towing, transportation dept., records, parking & parking structures, public safety dept., towing & recovery comn.",0
HB1025,2023_2024,2023-RS,Additional Funds - Housing Trust Fund.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, funds & accounts, housing, housing finance agency, public, housing trust fund",0
HB1026,2023_2024,2023-RS,Funds for NC Community Health Worker Assn.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, corporations, nonprofit, dhhs, health services, personnel, public, ngos",0
HB1027,2023_2024,2023-RS,Revise Suspension & Parental Notice Policies.,Public; Contains Appropriations; Contains Local Appropriations,"boards, day care, education, education boards, elementary education, kindergarten, local government, minors, notification, public, public instruction dept., secondary education, social services, students, student discipline, restraining devices, early childhood education, family issues",0
HB1028,2023_2024,2023-RS,Workforce Housing Loans-Preconstruction Costs.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, financial services, funds & accounts, housing, housing finance agency, loans, public, housing trust fund",0
HB1029,2023_2024,2023-RS,Right To Try Individualized Treatments.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"appropriations, budgeting, controlled substances, dhhs, diseases & health disorders, emerging technologies, health services, pharmaceuticals, public, public health, liability, patient rights",0
HB1030,2023_2024,2023-RS,Quality Care for Mothers.,Public; Contains Appropriations; Contains Local Appropriations,"advertising & marketing, appropriations, attorney general, budgeting, clinics, communications, council of state, health services, justice dept., pregnancy, public, public health, public officials, women, family issues",0
HB1031,2023_2024,2023-RS,Reduce Barriers to College Completion.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, colleges & universities, community colleges, community colleges office, education, higher education, immigration, public, students, tuition, unc, unc board of governors, aliens",0
HB1032,2023_2024,2023-RS,Academic Transparency.,Public; Contains Appropriations; Contains Local Appropriations,"arts, boards, cultural resources, curriculum, education, education boards, elementary education, kindergarten, local government, notification, public, public instruction dept., public records, stem, school of science & math board, secondary education, unc, records, school of science & math, school of the arts, school of the arts board",0
HB1033,2023_2024,2023-RS,Taxpayer Accountability/Crisis Pregnancy Ctrs.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, clinics, corporations, nonprofit, dhhs, funding, grants, health services, pregnancy, public, public health, reporting, session laws, women, family issues",0
HB1034,2023_2024,2023-RS,Nonjudicial Foreclosure of Timeshare Liens.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, commissions, debtor & creditor, foreclosures, housing, rentals & leasing, licensing & certification, liens, occupations, property, public, real estate, real estate comn.",0
HB1035,2023_2024,2023-RS,Support Students With Disabilities Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, children with special needs, disabled persons, education, education boards, education, state board of, elementary education, kindergarten, local government, minors, public, public instruction dept., reporting, reports, secondary education, students",0
HB1036,2023_2024,2023-RS,AI Task Force/Funds.,Public; Contains Appropriations; Contains Local Appropriations,"appointments, appropriations, budgeting, computers, council of state, emerging technologies, general assembly, governor, information technology, membership, president pro tempore, public, public officials, reports, speaker, task forces, artificial intelligence task force",0
HB1037,2023_2024,2023-RS,End Predatory Towing Fees and Practices.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, attorney general, budgeting, commerce, consumer protection, council of state, fees, fines & penalties, justice dept., motor vehicles, public, public officials, towing, parking & parking structures",0
HB1038,2023_2024,2023-RS,Diabetes Education for Parents.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, diseases & health disorders, education, education boards, elementary education, health education, kindergarten, local government, notification, public, public health, public instruction dept., secondary education, family issues",0
HB1039,2023_2024,2023-RS,Restore LEA Sales Tax Benefit.,Public,"boards, commerce, education, education boards, elementary education, kindergarten, local government, public, retailing, secondary education, tax refunds, taxation, taxes, sales & use",0
HB1040,2023_2024,2023-RS,Addressing NC's Teacher Crisis/NTSP.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, colleges & universities, education, employment, higher education, licensing & certification, occupations, public, state employees, teachers, unc, unc board of governors, government employees",0
HB1041,2023_2024,2023-RS,Business Microloan Program.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,"appropriations, budgeting, commerce, commerce dept., committees, corporations, for-profit, economic development, financial services, general assembly, loans, public, reports, small business, studies, economic development oversight comm.",0
HB1042,2023_2024,2023-RS,Vet Care for Retired Law Enforcement Dogs.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"animals, appropriations, budgeting, domestic animals, funds & accounts, law enforcement, public, retirement, veterinary medicine, law enforcement animals, working animals",0
HB1043,2023_2024,2023-RS,Ignition Interlock Violation/Extend Period.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, crimes, dmv, drivers licenses, fines & penalties, id systems, licenses & permits, motor vehicles, parole & probation, public, sentencing, monitoring & surveillance systems, ignition interlock devices",0
HB1044,2023_2024,2023-RS,County Tier Designation Study Bill.,Public; Text has changed; Requests Study,"appropriations, budgeting, counties, economic development, ldc, public, reports, studies, unc, policy collaboratory",0
HB1045,2023_2024,2023-RS,Enhance Teacher Pipeline/Increase TF Program.,Public,"authorities, colleges & universities, commissions, education, education assistance authority, financial services, higher education, loans, public, teachers, tuition, unc, scholarships & financial aid, teaching fellows comn.",0
HB1046,2023_2024,2023-RS,Funds/Forsyth United Way/Summer Learning.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, corporations, nonprofit, counties, education, funding, grants, public, students, forsyth county, ngos",0
HB1047,2023_2024,2023-RS,DRIVE Recommendations/Teacher Diversity.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, commissions, education, education, state board of, elementary education, employment, minorities, occupations, personnel, pilot programs, professional education, public, public instruction dept., secondary education, state employees, teachers, government employees, teaching fellows comn.",0
HB1048,2023_2024,2023-RS,HBCU/HMSI Omnibus.,Public; Contains Appropriations; Contains Local Appropriations,"appointments, appropriations, boards, budgeting, buildings, capital spending, colleges & universities, commissions, committees, construction, counties, education, general assembly, health services, higher education, infrastructure, loans, membership, minorities, municipalities, nurses & nursing, occupations, pilot programs, president pro tempore, private schools, professional education, public, speaker, studies, tuition, unc, unc board of governors, cumberland county, durham county, wake county, mecklenburg county, charlotte, fayetteville, guilford county, greensboro, raleigh, forsyth county, rowan county, durham, elizabeth city, pasquotank county, winston-salem, concord, salisbury, scholarships & financial aid, cabarrus county, hbcu infrastructure study comm., nursing fellows comn.",0
HB1049,2023_2024,2023-RS,Funds for Servant Center of Greensboro.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, armed forces, budgeting, corporations, nonprofit, counties, disabled persons, homeless, municipalities, personnel, poverty, public, social services, veterans, guilford county, greensboro",0
HB1050,2023_2024,2023-RS,Food Insecurity Grants.,Public; Contains Appropriations; Contains Local Appropriations,"agriculture, agriculture dept., appropriations, budgeting, corporations, nonprofit, foods & beverages, funding, grants, nutrition, public, reporting, social services, food & nutrition programs",0
HB1051,2023_2024,2023-RS,Invasive Species Control and Prevention.,Public; Contains Appropriations; Contains Local Appropriations,"administrative code, administrative rules, animals, appropriations, budgeting, commissions, conservation, environment, fish & wildlife, public, wildlife resources comn.",0
HB1052,2023_2024,2023-RS,Livestock Veterinary Care Access/Telemedicine.,Public; Contains Appropriations; Contains Local Appropriations,"agriculture, agriculture dept., animals, appropriations, budgeting, emerging technologies, health services, information technology, internet, livestock & poultry, public, reports, telecommunications, veterinary medicine, telemedicine",0
HB1053,2023_2024,2023-RS,Sea Turtle Protection Act.,Public; Contains Appropriations; Contains Local Appropriations,"animals, appropriations, budgeting, buildings, coastal resources, commissions, conservation, environment, fines & penalties, fish & wildlife, funding, grants, public, reports, wildlife resources comn.",0
HB1054,2023_2024,2023-RS,Empower Small/Socially Disadvantaged Farmers.,Public; Contains Appropriations; Contains Local Appropriations,"agriculture, agriculture dept., commerce, corporations, for-profit, funding, grants, minorities, property, public, small business, agricultural land",0
HB1055,2023_2024,2023-RS,Working Families and Small Businesses Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, cjrs, colleges & universities, commerce, community colleges, community colleges office, corporations, nonprofit, correctional institutions, cost-of-living, counseling, courts, day care, education, emergency services, employment, general assembly, higher education, judges, law enforcement, lrs, magistrates, mental health, occupations, parole & probation, personnel, inmates, public, retirement, salaries & benefits, sentencing, small business, social services, state employees, tax credits, taxation, taxes, corporate income, teachers, tsers, unc, government employees, highway patrol, public safety dept., unc system office, school staff, adult correction dept.",0
HB1056,2023_2024,2023-RS,PA Licensure Interstate Compact.,Public; Text has changed,"appointments, boards, commissions, compacts, health services, interstate cooperation, licensing & certification, medical board, membership, nurses & nursing, occupations, physicians, public, pa licensure compact comn.",0
HB1057,2023_2024,2023-RS,School Performance Grade Pilot.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, education, elementary education, pilot programs, public, public instruction dept., reporting, secondary education, school grades",0
HB1058,2023_2024,2023-RS,Jackson Co Bd of Ed Elections to Nov.,Local; Text has changed,"boards, counties, education, education boards, elections, elementary education, kindergarten, local, local government, political parties, secondary education, session laws, jackson county",0
HB1059,2023_2024,2023-RS,Town of Bermuda Run/Charter Amendments.,Local; Text has changed,"charters, city managers, counties, elections, employment, local, local government, municipalities, personnel, property, real estate, referendum & initiative, taxation, taxes, property, davie county, bermuda run, government employees, local government employees",0
HB1060,2023_2024,2023-RS,Add At-Large Members/Macon Co. Board of Comm.,Local; Uncodified,"counties, county commissioners, local, local government, membership, session laws, term lengths & limits, macon county",0
HB1061,2023_2024,2023-RS,Creedmoor/Annexation & Deannexation.,Local; Roll Call; Uncodified,"annexation, counties, local, local government, municipalities, planning & zoning, granville county, creedmoor",0
HB1062,2023_2024,2023-RS,Town of Leland/Recall Officials.,Local,"charters, counties, elections, local, local government, municipalities, public officials, referendum & initiative, session laws, brunswick county, leland, recall",0
HB1063,2023_2024,2023-RS,City of Southport/Tree Ordinances.,Local,"charters, local, local government, municipalities, planning & zoning, property, session laws, plants & trees, local ordinances",0
HB1064,2023_2024,2023-RS,Various Local Provisions III.,Local; Text has changed,"airports, alcoholic beverages, authorities, aviation, boards, charters, city councils, city managers, counties, education, education boards, elections, elementary education, extraterritoriality, kindergarten, rentals & leasing, local, local government, mayors, membership, municipalities, planning & zoning, political parties, property, public officials, railroads, ratified, secondary education, session laws, taxation, transportation, brunswick county, new hanover county, mecklenburg county, jones county, jackson county, iredell county, forsyth county, davie county, statesville, winston-salem, polk county, kernersville, lewisville, wrightsville beach, southern pines, chaptered, southport, walkertown, tobaccoville, tax distribution, clemmons, bermuda run, local ordinances, property-local government, abc boards, airport authorities, vacancies, bethania, rural hall",0
HB1065,2023_2024,2023-RS,Garner/Community Facilities Impact Fees.,Local,"construction, counties, fees, infrastructure, local, local government, municipalities, planning & zoning, property, roads & highways, transportation, utilities, water & sewer systems, wake county, garner, construction industry",0
HB1066,2023_2024,2023-RS,Boiling Spring Lakes/Deannexation.,Local; Text has changed; Roll Call; Uncodified,"annexation, counties, local, local government, municipalities, planning & zoning, brunswick county, boiling spring lakes",0
HB1067,2023_2024,2023-RS,Employee Housing/Durham County.,Local; Uncodified,"boards, counties, education, education boards, elementary education, emergency medical services, emergency services, health services, housing, kindergarten, law enforcement, law enforcement officers, rentals & leasing, local, local government, municipalities, occupations, personnel, sales & conveyances, secondary education, state employees, teachers, durham county, durham, government employees, local government employees, school staff",0
HB1068,2023_2024,2023-RS,Partisan Bd of Ed Elections in Robeson Co.,Local,"boards, counties, education, education boards, elections, elementary education, kindergarten, local, local government, political parties, public officials, secondary education, session laws, robeson county",0
HB1069,2023_2024,2023-RS,Comm. College Funding & Tuition Surcharge.,Public; Contains Appropriations; Contains Local Appropriations,"boards, budgeting, colleges & universities, community colleges, community colleges board, education, fees, funds & accounts, higher education, public, session laws, tuition",0
HB1070,2023_2024,2023-RS,Property Rights and Protections.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"aoc, appropriations, budgeting, civil procedure, court clerks, courts, crimes, fraud, indigents, information technology, internet, judicial dept., rentals & leasing, magistrates, poverty, property, public, real estate, electronic government, civil actions",0
HB1071,2023_2024,2023-RS,Use Methods of Certain Groups/Voter Rolls.,Public,"boards, data & records systems, elections, elections, state board of, information technology, public, public officials, reporting, session laws, voter registration, records",0
HB1072,2023_2024,2023-RS,Require Disclaimer/Use of AI in Political Ads.,Public,"advertising & marketing, communications, elections, emerging technologies, information technology, notification, political activity, public, stem",0
HB1073,2023_2024,2023-RS,Constitutional Amendment/Citizens-Only Voting.,Public; Affects Constitution,"citizenship, constitution, nc, elections, immigration, public, voter registration, aliens",0
HB1074,2023_2024,2023-RS,Constitutional Amendment/Citizens-Only Voting.,Public; Text has changed; Affects Constitution,"citizenship, constitution, nc, elections, immigration, ratified, voter registration, aliens, chaptered",0
HB1075,2023_2024,2023-RS,Const. Amend./Right to Access Public Records.,Public; Affects Constitution,"constitution, nc, elections, public, public meetings, public records, records",0
HB1077,2023_2024,2023-RS,Helene/Extend Certain Deadlines.,Public,"boards, counties, elections, elections boards, local government, public, voter registration, avery county, lincoln county, buncombe county, henderson county, gaston county, clay county, catawba county, burke county, caldwell county, cleveland county, rutherford county, haywood county, jackson county, madison county, alexander county, wilkes county, mitchell county, mcdowell county, macon county, yancey county, watauga county, polk county, transylvania county, ashe county, alleghany county, ballots & ballot issues",0
SB0003,2023_2024,2023-RS,NC Compassionate Care Act.,Public; Text has changed; Roll Call,"administrative code, administrative rules, agriculture, alternative medicine, appointments, appropriations, boards, budgeting, commerce, controlled substances, council of state, courts, criminal procedure, data & records systems, dhhs, general assembly, governor, health services, id systems, information technology, licenses & permits, licensing & certification, manufacturing, medical board, membership, occupations, pharmaceuticals, physicians, president pro tempore, public, public officials, retailing, speaker, taxation, taxes, sales & use, records, cash crops, marijuana, compassionate use board, medical cannabis comn.",0
SB0004,2023_2024,2023-RS,Eliminate Tax on Gov't Retirees.,Public,"local government, personnel, public, retirement, state employees, tax exemptions, taxation, taxes, individual income, government employees, local government employees",0
SB0005,2023_2024,2023-RS,35th Senatorial District Local Act-1.,Local,"blank bill, counties, local, union county, cabarrus county",0
SB0006,2023_2024,2023-RS,25th Senatorial District Local Act-1.,Local,"blank bill, counties, local, randolph county, alamance county",0
SB0007,2023_2024,2023-RS,16th Senatorial District Local Act-1.,Local,"blank bill, counties, local, wake county",0
SB0008,2023_2024,2023-RS,2nd Senatorial District Local Act-1.,Local,"blank bill, counties, local, beaufort county, lenoir county, craven county",0
SB0009,2023_2024,2023-RS,Local Omnibus Changes.,Local; Text has changed,"boards, charters, city councils, city managers, civil service boards, counties, education, education boards, elections, elementary education, emergency services, employment, firefighters & firefighting, kindergarten, law enforcement, law enforcement officers, local, local government, mayors, municipalities, personnel, public officials, ratified, secondary education, session laws, title change, wake county, guilford county, haywood county, madison county, greensboro, forsyth county, winston-salem, waynesville, chaptered, marshall, apex, maggie valley, mars hill, canton, clyde, hot springs",0
SB0010,2023_2024,2023-RS,29th Senatorial District Local Act-1.,Local,"blank bill, counties, local, montgomery county, union county, richmond county, anson county, randolph county",0
SB0011,2023_2024,2023-RS,10th Senatorial District Local Act-1.,Local,"blank bill, counties, local, johnston county",0
SB0012,2023_2024,2023-RS,Codify Roe and Casey Protections.,Public; Contains Appropriations; Contains Local Appropriations,"abortion, appropriations, budget & management office, budgeting, constitution, nc, constitution, us, corporations, nonprofit, education, funding, grants, health education, health services, pregnancy, public, public health, sex education, women",0
SB0013,2023_2024,2023-RS,43rd Senatorial District Local Act-1.,Local,"blank bill, counties, local, gaston county",0
SB0014,2023_2024,2023-RS,49th Senatorial District Local Act-1.,Local,"blank bill, counties, local, buncombe county",0
SB0015,2023_2024,2023-RS,Hands Free NC.,Public,"crimes, fines & penalties, information technology, motor vehicles, public, telecommunications, telephones, traffic offenses, mobile phones & devices",0
SB0016,2023_2024,2023-RS,Preserving Competition in Health Care Act.-AB,Public,"administrative code, administrative rules, attorney general, commerce, corporations, for-profit, corporations, nonprofit, council of state, dhhs, fees, health services, hospitals, justice dept., public, public meetings, public officials, sales & conveyances",0
SB0017,2023_2024,2023-RS,Stanly Bd. of Comm/Bd. of Educ.,Local; Text has changed,"blank bill, boards, counties, county commissioners, education, education boards, elections, elementary education, kindergarten, local, local government, ratified, secondary education, term lengths & limits, title change, stanly county, rowan county, chaptered",0
SB0018,2023_2024,2023-RS,Stanly Cty Airport Authority/Members & Leases.,Local; Text has changed,"airports, authorities, aviation, boards, counties, county commissioners, rentals & leasing, local, local government, membership, ratified, session laws, stanly county, chaptered, airport authorities",0
SB0019,2023_2024,2023-RS,Codify Roe and Casey Protections.,Public; Contains Appropriations; Contains Local Appropriations,"abortion, appropriations, budgeting, constitution, us, dhhs, education, health education, health services, pregnancy, public, public health, sex education, women",0
SB0020,2023_2024,2023-RS,"Care for Women, Children, and Families Act.",Public; Contains Appropriations; Contains Local Appropriations; Text has changed; Requests Study,"abortion, adoption, appropriations, budgeting, child abuse, child custody, clinics, commerce, commissions, confidentiality, controlled substances, courts, crimes, day care, definitions, dhhs, domestic violence, electronic commerce, employment, fines & penalties, foster care, health education, health services, lgbtq & gender issues, hospitals, information technology, internet, licenses & permits, licensing & certification, local government, mental health, minors, notification, occupations, parole & probation, personnel, pharmaceuticals, physicians, pregnancy, presented, inmates, privacy, public, public health, ratified, reporting, salaries & benefits, sentencing, sex offenses, social services, social services depts., state employees, teleservices, title change, vetoed, women, chaptered, veto overridden, electronic government, government employees, leave, newborns & infants, family issues, human resources comn., monitoring & surveillance systems",0
SB0021,2023_2024,2023-RS,36th Senatorial District Local Act-1.,Local,"blank bill, counties, local, yadkin county, surry county, alexander county, wilkes county",0
SB0022,2023_2024,2023-RS,Rename Outdoor Heritage Advisory Council.,Public,"councils, funds & accounts, parks & recreation areas, presented, public, ratified, recreation & leisure, chaptered, name change, outdoor heritage advisory council",1
SB0023,2023_2024,2023-RS,11th Senatorial District Local Act-1.,Local,"blank bill, counties, local, nash county, franklin county, vance county",0
SB0024,2023_2024,2023-RS,14th Senatorial District Local Act-1.,Local,"blank bill, counties, local, wake county",0
SB0025,2023_2024,2023-RS,13th Senatorial District Local Act-1.,Local,"blank bill, counties, local, wake county",0
SB0026,2023_2024,2023-RS,Add'l Local Sales Tax/Sampson County.,Local; Text has changed; Roll Call,"commerce, counties, county commissioners, local, local government, retailing, taxation, taxes, sales & use, sampson county",0
SB0027,2023_2024,2023-RS,Soil and Water/Partisan Election Option.,Public; Text has changed,"commissions, counties, elections, environment, local, local government, membership, political parties, public, soil & water conservation dist., soils, water resources, union county",0
SB0028,2023_2024,2023-RS,3rd Senatorial District Local Act-1.,Local,"blank bill, counties, local, camden county, halifax county, hertford county, martin county, warren county, tyrrell county, bertie county, currituck county, gates county, northampton county",0
SB0029,2023_2024,2023-RS,31st Senatorial District Local Act-1.,Local,"blank bill, counties, local, forsyth county, stokes county",0
SB0030,2023_2024,2023-RS,Licensing Certain Fire Safety Equip. Work.,Public,"administrative code, administrative rules, alarm systems, construction, council of state, emergency services, employment, fees, insurance, insurance dept., licensing & certification, occupations, public, public officials, safety, safety equipment, insurance commissioner, emergency equipment, construction industry",0
SB0033,2023_2024,2023-RS,30th Senatorial District Local Act-1.,Local,"blank bill, counties, local, davidson county, davie county",0
SB0034,2023_2024,2023-RS,34th Senatorial District Local Act-1.,Local,"blank bill, counties, local, cabarrus county",0
SB0035,2023_2024,2023-RS,34th Senatorial District Local Act-1.,Local,"blank bill, counties, local, cabarrus county",0
SB0036,2023_2024,2023-RS,21st Senatorial District Local Act-1.,Local,"counties, local, cumberland county, moore county",0
SB0037,2023_2024,2023-RS,4th Senatorial District Local Act-1.,Local,"blank bill, counties, local, wilson county, wayne county, greene county",0
SB0038,2023_2024,2023-RS,7th Senatorial District Local Act-1.,Local,"blank bill, counties, local, new hanover county",0
SB0039,2023_2024,2023-RS,6th Senatorial District Local Act-1.,Local,"blank bill, counties, local, onslow county",0
SB0040,2023_2024,2023-RS,Pistol Purchase Permit Repeal.,Public,"counties, law enforcement, licenses & permits, local government, public, sheriffs, weapons",0
SB0041,2023_2024,2023-RS,Guarantee 2nd Amend Freedom and Protections.,Public; Text has changed,"constitution, us, emergency services, law enforcement, law enforcement officers, licenses & permits, personnel, presented, public, ratified, religion & religious institutions, vetoed, weapons, chaptered, veto overridden, concealed carry",0
SB0042,2023_2024,2023-RS,C-PACE Program.,Public,"buildings, commerce, contracts, debtor & creditor, foreclosures, funding, housing, local government, privatization, property, public, real estate, liability, alternative energy, public-private partnerships",0
SB0043,2023_2024,2023-RS,50th Senatorial District Local Act-1.,Local,"blank bill, counties, local, clay county, haywood county, cherokee county, graham county, jackson county, swain county, macon county, transylvania county",0
SB0044,2023_2024,2023-RS,Mobile Salons/Cosmetic Services at Weddings.,Public; Text has changed,"administrative code, administrative rules, barbers & cosmetologists, boards, commerce, cosmetic art examiners board, fees, inspections, licenses & permits, licensing & certification, motor vehicles, occupations, public, title change, mobile & vehicle-based businesses",0
SB0045,2023_2024,2023-RS,CADC Supervision Requirements.,Public; Text has changed,"alcoholic beverages, boards, controlled substances, education, health services, licensing & certification, occupations, presented, professional education, public, ratified, substance abuse, addictions specialist board, chaptered",0
SB0046,2023_2024,2023-RS,Medical Billing Transparency.,Public,"commerce, consumer protection, health services, insurance, insurance, health, public, patient rights",0
SB0047,2023_2024,2023-RS,PA Team-Based Practice.,Public,"administrative code, administrative rules, boards, employment, health services, licensing & certification, medical board, nurses & nursing, occupations, physicians, public",0
SB0048,2023_2024,2023-RS,Repeal Certificate of Need Laws.,Public,"certificates of need, clinics, dhhs, health services, hospitals, public, public health",0
SB0049,2023_2024,2023-RS,Parents' Bill of Rights.,Public; Text has changed,"boards, confidentiality, education, education boards, education, state board of, elementary education, health services, kindergarten, local government, mental health, minors, presented, privacy, public, ratified, secondary education, students, vetoed, chaptered, veto overridden, family issues",0
SB0050,2023_2024,2023-RS,Require Cooperation with ICE 2.0.,Public,"correctional institutions, crimes, emergency services, immigration, jails, law enforcement, inmates, public, reporting, aliens",0
SB0051,2023_2024,2023-RS,Kayla's Act: Protecting Dom. Violence Victims.,Public; Text has changed,"courts, crimes, criminal procedure, district court, domestic violence, evidence, public, telecommunications, teleservices, victims rights, witnesses, women, records, named laws, family issues, teleconferencing",0
SB0052,2023_2024,2023-RS,Open Meetings/Administering Organizations.,Public; Text has changed,"administrative code, administrative rules, boards, council of state, education, education boards, education cabinet, education, state board of, elementary education, kindergarten, local government, minors, public, public instruction dept., public instruction, supt. of, public meetings, public officials, secondary education, sports, students, student athletes",0
SB0053,2023_2024,2023-RS,Hotel Safety Issues.,Public; Text has changed,"commerce, hotels & motels, housing, landlord & tenant, rentals & leasing, presented, public, ratified, chaptered",0
SB0055,2023_2024,2023-RS,44th Senatorial District Local Act-1.,Local,"blank bill, counties, local, lincoln county, gaston county, cleveland county",0
SB0056,2023_2024,2023-RS,46th Senatorial District Local Act-1.,Local,"blank bill, counties, local, buncombe county, burke county, mcdowell county",0
SB0057,2023_2024,2023-RS,32nd Senatorial District Local Act-1.,Local,"blank bill, counties, local, forsyth county",0
SB0058,2023_2024,2023-RS,Protect Critical Infrastructure.,Public; Text has changed,"crimes, electricity generation & distribution, information technology, infrastructure, internet, presented, public, ratified, telecommunications, teleservices, television, utilities, liability, chaptered, cable & satellite tv, vandalism",0
SB0059,2023_2024,2023-RS,Even Yr Elections/Maysville & Pollocksville.,Local,"charters, city councils, counties, elections, local, local government, mayors, municipalities, public officials, jones county, maysville, pollocksville",0
SB0060,2023_2024,2023-RS,48th Senatorial District Local Act-1.,Local,"blank bill, counties, local, henderson county, rutherford county, polk county",0
SB0061,2023_2024,2023-RS,Ski Patrol/Civil Liability Immunity.,Public,"emergency services, public, recreation & leisure, liability",0
SB0062,2023_2024,2023-RS,Schools for the Deaf and Blind.,Public,"appointments, boards, counties, disabled persons, education, education, state board of, elementary education, general assembly, membership, municipalities, president pro tempore, public, public instruction dept., secondary education, speaker, wake county, wilson county, burke county, raleigh, wilson, morganton, residential schools",0
SB0063,2023_2024,2023-RS,42nd Senatorial District Local Act-1.,Local,"blank bill, counties, local, mecklenburg county",0
SB0064,2023_2024,2023-RS,37th Senatorial District Local Act-1.,Local,"blank bill, counties, local, mecklenburg county, iredell county",0
SB0065,2023_2024,2023-RS,22nd Senatorial District Local Act-1.,Local,"blank bill, counties, local, durham county",0
SB0066,2023_2024,2023-RS,1st Senatorial District Local Act-1.,Local,"blank bill, counties, local, carteret county, hyde county, pamlico county, dare county, washington county, pasquotank county, perquimans county, chowan county",0
SB0067,2023_2024,2023-RS,Firearm Safe Storage Awareness Initiative.,Public; Uncodified,"commissions, dhhs, education, environment, fish & wildlife, information technology, internet, public, reports, safety, weapons, wildlife resources comn., electronic government, safety education",0
SB0068,2023_2024,2023-RS,Various Local Changes.,Local; Text has changed; Roll Call,"annexation, boards, budgeting, capital spending, charters, city councils, counties, education, education boards, elections, elementary education, emergency services, fees, flags, housing, kindergarten, local, local government, debt/local government, mayors, motor vehicles, municipalities, planning & zoning, political parties, public officials, ratified, secondary education, session laws, columbus county, henderson county, union county, randolph county, greene county, archdale, asheboro, chaptered, whiteville, flat rock, fletcher, hendersonville, homeowners associations, parking & parking structures, hookerton, walstonburg",0
SB0069,2023_2024,2023-RS,Educate Patients About Opioid Antagonists.,Public,"controlled substances, emergency services, health education, health services, nurses & nursing, occupations, pharmaceuticals, pharmacists & pharmacies, physicians, public, public health, substance abuse",0
SB0070,2023_2024,2023-RS,Promote North Carolina Sawmills.,Public; Uncodified,"administrative code, administrative rules, advertising & marketing, building code council, building codes, buildings, communications, construction, councils, forest products, public, sawmills, timber, construction industry",0
SB0071,2023_2024,2023-RS,45th Senatorial District Local Act-1.,Local,"blank bill, counties, local, catawba county, caldwell county",0
SB0072,2023_2024,2023-RS,Catawba/Newton-Conover/Hickory Bd of Ed Elect.,Local,"boards, counties, education, education boards, elections, elementary education, kindergarten, local, local government, municipalities, political parties, secondary education, catawba county, hickory, newton, conover",0
SB0073,2023_2024,2023-RS,24th Senatorial District Local Act-1.,Local,"blank bill, counties, local, robeson county, scotland county, hoke county",0
SB0074,2023_2024,2023-RS,Parents' and Students' Bill of Rights.,Public,"boards, children with special needs, education, education boards, elementary education, health services, kindergarten, local government, mental health, minors, public, secondary education, students, records, family issues",0
SB0075,2023_2024,2023-RS,40th Senatorial District Local Act-1.,Local,"blank bill, counties, local, mecklenburg county",0
SB0076,2023_2024,2023-RS,Cities/Flood Reduction Techniques.,Public,"disasters & emergencies, emergency management, emergency services, environment, local government, municipalities, property, public, water resources",0
SB0077,2023_2024,2023-RS,Cities/Civilian Traffic Investigators.,Public,"crimes, infrastructure, investigations, local government, motor vehicles, municipalities, public, reporting, roads & highways, transportation, traffic offenses",0
SB0078,2023_2024,2023-RS,39th Senatorial District Local Act-1.,Local,"blank bill, counties, local, mecklenburg county",0
SB0079,2023_2024,2023-RS,Leland Annexation Moratorium.,Local; Text has changed,"annexation, blank bill, counties, local, local government, moratoriums, municipalities, planning & zoning, title change, brunswick county, columbus county, new hanover county, leland",0
SB0080,2023_2024,2023-RS,State Auditor Disclosure and Discovery Act.,Public; Text has changed,"auditing & audits, confidentiality, council of state, privacy, public, public officials, public records, state auditor, records",0
SB0081,2023_2024,2023-RS,OAH Technical Changes.-AB,Public,"admin. hearings office, administrative code, administrative rules, public, register",0
