Date,State,Bill No,Title,Action
"Nov. 7, 2023",WI,SJR 78,Prohibits the Use of Private Funds to Pay for Election Equipment and Administration,"Joint Resolution Passed
                           - Senate
                      

                      
                          (21 - 10)"
"Nov. 7, 2023",WI,SJR 73,Amends the State Constitution to Add a Photo-ID Requirement to Vote,"Joint Resolution Passed
                           - Senate
                      

                      
                          (21 - 10)"
"Nov. 7, 2023",WI,SJR 71,Prohibits Non-Citizens from Voting in Any State Primary or General Election,"Joint Resolution Passed
                           - Senate
                      

                      
                          (21 - 10)"
"Nov. 7, 2023",WI,SB 98,Amends Rules Concerning Voter Registration List ID Requirements,"Bill Passed
                           - Senate
                      

                      
                          (21 - 10)"
"Nov. 7, 2023",WI,SJR 54,Establishes the Freedom to Gather in Places of Worship During a State of Emergency,"Joint Resolution Passed
                           - Senate
                      

                      
                          (21 - 10)"
"Oct. 17, 2023",WI,AB 146,Prohibits Local Governments from Using Any Public Funding for Guaranteed Income Programs,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Oct. 17, 2023",WI,AB 465,Prohibits Gender Affirming Care for Minors,"Bill Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Oct. 17, 2023",WI,SB 139,Establishes a Statewide Wolf Population Goal,"Bill Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Oct. 17, 2023",WI,SB 145,Increases Professional Autonomy for Nurses with Advanced Credentials,"Bill Passed
                           - Senate
                      

                      
                          (23 - 9)"
"Oct. 12, 2023",WI,AB 465,Prohibits Gender Affirming Care for Minors,"Bill Passed
                           - House
                      

                      
                          (63 - 35)"
"Oct. 12, 2023",WI,AB 377,Prohibits Transgender Girls from Playing on Female Sports Teams,"Bill Passed
                           - House
                      

                      
                          (63 - 35)"
"Sept. 14, 2023",WI,AB 390,Reduces the Minimum Age for Assistant Child Care Teachers or Group Leaders to 16,"Bill Passed
                           - House
                      

                      
                          (61 - 36)"
"Sept. 14, 2023",WI,AB 415,Establishes a 5-Member Advisory Commission to Examine State Legislative District Maps,"Bill Passed
                           - House
                      

                      
                          (64 - 32)"
"Sept. 14, 2023",WI,AB 392,Authorizes Child Care Providers with County Certification to Care for up to 6 Children Regardless of Family Relati ...,"Bill Passed
                           - House
                      

                      
                          (63 - 35)"
"Sept. 14, 2023",WI,AB 391,Increases the Children to Child Care Workers Ratio Allowed in Group Child Care Centers,"Bill Passed
                           - House
                      

                      
                          (62 - 36)"
"Sept. 14, 2023",WI,AB 388,Appropriates $15 Million for a Loan Program for Child Care Centers to Pay for Renovation Costs,"Bill Passed
                           - House
                      

                      
                          (62 - 35)"
"Sept. 14, 2023",WI,AB 389,"Establishes a New Category of ""Large Family Child Care Centers"" that Can Serve Between 4-12 Children","Bill Passed
                           - House
                      

                      
                          (62 - 35)"
"Sept. 14, 2023",WI,AB 387,"Authorizes Parents to Contribute up to $10,000 Per Year to a Child Care Reimbursement Account","Bill Passed
                           - House
                      

                      
                          (62 - 35)"
"June 29, 2023",WI,SB 70,Appropriates Funds for the 2023 State Budget,"Concurrence Vote Passed
                           - House
                      

                      
                          (63 - 34)"
"June 28, 2023",WI,AB 321,Amends Statutes Relating to Reading Instruction and Parent Choice in Schools,"Bill Passed
                           - Senate
                      

                      
                          (25 - 7)"
"June 28, 2023",WI,SB 70,Appropriates Funds for the 2023 State Budget,"Bill Passed
                           - Senate
                      

                      
                          (20 - 13)"
"June 21, 2023",WI,AB 322,Authorizes Ratification of a Collective Bargaining Agreement Between the State and Law Enforcement Association,"Bill Passed
                           - House
                      

                      
                          (91 - 2)"
"June 21, 2023",WI,AB 321,Amends Statutes Relating to Reading Instruction and Parent Choice in Schools,"Bill Passed
                           - House
                      

                      
                          (67 - 27)"
"June 14, 2023",WI,AB 245,Establishes a New City and County Tax to Pay for Underfunded Programs,"Concurrence Vote Passed
                           - House
                      

                      
                          (68 - 26)"
"June 14, 2023",WI,AB 245,Establishes a New City and County Tax to Pay for Underfunded Programs,"Bill Passed
                           - Senate
                      

                      
                          (21 - 12)"
"June 14, 2023",WI,SB 330,Increases Per Pupil Payments in Parental Choice Programs and the Special Needs Scholarship Program,"Bill Passed
                           - House
                      

                      
                          (62 - 31)"
"June 14, 2023",WI,AB 266,Establishes Judicial Review of Local Government Decisions Relating to Land Development,"Bill Passed
                           - Senate
                      

                      
                          (32 - 1)"
"June 14, 2023",WI,SB 330,Increases Per Pupil Payments in Parental Choice Programs and the Special Needs Scholarship Program,"Bill Passed
                           - Senate
                      

                      
                          (24 - 9)"
"June 7, 2023",WI,AB 151,Requires State Agency Job Trainings and Workforce Development Programs be Assessed Based on Employment Statistics,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (22 - 11)"
"June 7, 2023",WI,AB 150,Requires Drug Testing Requirements for individuals Claiming Unemployment Benefits,"Bill Passed
                           - Senate
                      

                      
                          (22 - 11)"
"June 7, 2023",WI,AB 141,Prohibits Local Restrictions on Clean Energy Devices,"Bill Passed
                           - Senate
                      

                      
                          (22 - 11)"
"June 7, 2023",WI,AB 142,Prohibits Local Restrictions on Motor Vehicles Based on Energy Sources,"Bill Passed
                           - Senate
                      

                      
                          (22 - 11)"
"June 7, 2023",WI,AB 147,Amends Conditions that Individuals Can be Fired from Their jobs for Misconduct,"Bill Passed
                           - Senate
                      

                      
                          (22 - 11)"
"June 7, 2023",WI,AB 152,Requires that Individuals Provide Proof of Identity when Filing Initial Unemployment Insurance Claims,"Bill Passed
                           - Senate
                      

                      
                          (22 - 11)"
"June 7, 2023",WI,AB 149,Requires Employers Inform the State Workforce Department of Ineligibility Questions for Unemployment Insurance Cla ...,"Bill Passed
                           - Senate
                      

                      
                          (22 - 11)"
"June 7, 2023",WI,AB 202,Reduces the Time DSPS Takes to Review the Legal Records of Individuals Applying for Licensed Credentials,"Bill Passed
                           - House
                      

                      
                          (62 - 34)"
"June 7, 2023",WI,SB 49,Prohibits Local Governments from Blocking Utility Services based on the Type of Energy Source Provided,"Bill Passed
                           - Senate
                      

                      
                          (22 - 11)"
"June 7, 2023",WI,AB 203,Specifies that it's Applicants Responsibility to Submit Materials to Renew Credentials,"Bill Passed
                           - House
                      

                      
                          (83 - 13)"
"June 7, 2023",WI,AB 201,Requires Department of Safety and Public Service Update their Website Monthly on the Time it Takes to Process Cred ...,"Bill Passed
                           - House
                      

                      
                          (63 - 33)"
"June 7, 2023",WI,AB 206,Requires DSPS to Post on Their Website Other State's Licensing Requirements that Meet Wisconsin Standards,"Bill Passed
                           - House
                      

                      
                          (62 - 34)"
"June 7, 2023",WI,AB 205,Authorizes Business and Healthcare Workers Licensed in Another State to Work in Wisconsin,"Bill Passed
                           - House
                      

                      
                          (62 - 34)"
"June 7, 2023",WI,AB 204,Extends the Renewal Period from 2 years to 4 years for Individuals in the Health and Business Professions,"Bill Passed
                           - House
                      

                      
                          (62 - 34)"
"June 7, 2023",WI,AB 200,Requires Department of Safety and Professional Services Update the Legislature on the Time Length to Process Crede ...,"Bill Passed
                           - House
                      

                      
                          (63 - 33)"
"April 25, 2023",WI,AB 146,Prohibits Local Governments from Using Any Public Funding for Guaranteed Income Programs,"Bill Passed
                           - House
                      

                      
                          (60 - 34)"
"April 25, 2023",WI,AB 147,Amends Conditions that Individuals Can be Fired from Their jobs for Misconduct,"Bill Passed
                           - House
                      

                      
                          (60 - 35)"
"April 25, 2023",WI,AB 152,Requires that Individuals Provide Proof of Identity when Filing Initial Unemployment Insurance Claims,"Bill Passed
                           - House
                      

                      
                          (59 - 35)"
"April 25, 2023",WI,AB 150,Requires Drug Testing Requirements for individuals Claiming Unemployment Benefits,"Bill Passed
                           - House
                      

                      
                          (60 - 35)"
"April 25, 2023",WI,AB 149,Requires Employers Inform the State Workforce Department of Ineligibility Questions for Unemployment Insurance Cla ...,"Bill Passed
                           - House
                      

                      
                          (60 - 35)"
"April 25, 2023",WI,AB 148,Reduces State Spending and the Number of Ineligible Individuals Receiving Public Benefits,"Bill Passed
                           - House
                      

                      
                          (60 - 35)"
"April 25, 2023",WI,AB 151,Requires State Agency Job Trainings and Workforce Development Programs be Assessed Based on Employment Statistics,"Bill Passed
                           - House
                      

                      
                          (60 - 35)"
"April 18, 2023",WI,SB 76,Increases Penalties for Carjacking,"Concurrence Vote Passed
                           - House
                      

                      
                          (80 - 18)"
"April 18, 2023",WI,AB 141,Prohibits Local Restrictions on Clean Energy Devices,"Bill Passed
                           - House
                      

                      
                          (62 - 35)"
"April 18, 2023",WI,AB 142,Prohibits Local Restrictions on Motor Vehicles Based on Energy Sources,"Bill Passed
                           - House
                      

                      
                          (63 - 35)"
"March 22, 2023",WI,SB 92,Authorizes Law Enforcement to Impound Vehicles in Violations of Certain Laws,"Concurrence Vote Passed
                           - House
                      

                      
                          (85 - 12)"
"March 22, 2023",WI,SJR 21,Authorizes a Special Election to Fill Secretary of State,"Concurrence Vote Passed
                           - House
                      

                      
                          (62 - 35)"
"March 22, 2023",WI,SB 75,Establishes Cash Bail in the State Constitution,"Bill Passed
                           - House
                      

                      
                          (67 - 30)"
"March 22, 2023",WI,SB 76,Increases Penalties for Carjacking,"Bill Passed
                           - Senate
                      

                      
                          (23 - 8)"
"March 22, 2023",WI,AB 70,Increases Felony Penalties for Rioting,"Bill Passed
                           - House
                      

                      
                          (62 - 35)"
"March 22, 2023",WI,SJR 21,Authorizes a Special Election to Fill Secretary of State,"Joint Resolution Passed
                           - Senate
                      

                      
                          (20 - 11)"
"March 22, 2023",WI,SB 92,Authorizes Law Enforcement to Impound Vehicles in Violations of Certain Laws,"Bill Passed
                           - Senate
                      

                      
                          (30 - 1)"
"March 22, 2023",WI,AB 55,Increases Penalties for Reckless Driving,"Bill Passed
                           - House
                      

                      
                          (85 - 12)"
"March 22, 2023",WI,SB 75,Establishes Cash Bail in the State Constitution,"Bill Passed
                           - Senate
                      

                      
                          (21 - 10)"
"March 22, 2023",WI,SB 101,Increases Penalties for Providing or Selling Drugs that Result in an Individual's Death,"Bill Passed
                           - Senate
                      

                      
                          (28 - 3)"
"March 14, 2023",WI,AB 69,Requires Armed School Resource Officers (SRO) in Schools with 25 Percent Incident Arrest Rates,"Bill Passed
                           - House
                      

                      
                          (59 - 36)"
"March 14, 2023",WI,AB 53,Require Schools Report to Law Enforcement Data on Crimes and Incidents that Occur on Their Property,"Bill Passed
                           - House
                      

                      
                          (61 - 35)"
"Jan. 19, 2023",WI,SJR 2,Requires a Defendant's Potential Risk Factors be Considered when Setting Bail,"Joint Resolution Passed
                           - House
                      

                      
                          (74 - 23)"
"Jan. 19, 2023",WI,SJR 4,Authorizes Referendum on Welfare Work-Search Requirements,"Joint Resolution Passed
                           - House
                      

                      
                          (62 - 35)"
"Jan. 17, 2023",WI,SJR 2,Requires a Defendant's Potential Risk Factors be Considered when Setting Bail,"Joint Resolution Passed
                           - Senate
                      

                      
                          (23 - 9)"
"Jan. 17, 2023",WI,SJR 4,Authorizes Referendum on Welfare Work-Search Requirements,"Joint Resolution Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Jan. 3, 2023",WI,SJR 1,Establishes the 2023 Legislative Session Schedule,"Joint Resolution Passed
                           - Senate
                      

                      
                          (26 - 6)"
