bill_number,session,chamber,action_date,action,journal_page,action_note,chamber_order
SF3303,2023_RS,Senate,2023-04-26,Introduction and first reading,6082,Intro,1
SF3303,2023_RS,Senate,2023-04-26,Referred to Housing and Homelessness Prevention,,,2
SF3303,2023_RS,Senate,2024-02-15,Withdrawn and re-referred to State and Local Government and Veterans,11620,,3
SF3303,2023_RS,Senate,2024-02-20,Author added Rasmusson,11675,,4
SF3303,2023_RS,Senate,2024-03-04,Withdrawn and re-referred to Housing and Homelessness Prevention,11923,,5
SF3302,2023_RS,Senate,2023-04-26,Introduction and first reading,6082,Intro,1
SF3302,2023_RS,Senate,2023-04-26,Referred to Capital Investment,,,2
SF3301,2023_RS,Senate,2023-04-26,Introduction and first reading,6082,Intro,1
SF3301,2023_RS,Senate,2023-04-26,Referred to State and Local Government and Veterans,,,2
SF3300,2023_RS,Senate,2023-04-25,Introduction and first reading,6028,Intro,1
SF3300,2023_RS,Senate,2023-04-25,Referred to Rules and Administration,,,2
SF3299,2023_RS,Senate,2023-04-25,Introduction and first reading,6028,Intro,1
SF3299,2023_RS,Senate,2023-04-25,Referred to Human Services,,,2
SF3299,2023_RS,Senate,2024-03-11,Withdrawn and re-referred to Health and Human Services,12144,,3
SF3299,2023_RS,Senate,2024-03-11,See HF5247,,,4
SF3298,2023_RS,Senate,2023-04-25,Introduction and first reading,6028,Intro,1
SF3298,2023_RS,Senate,2023-04-25,Referred to Capital Investment,,,2
SF3298,2023_RS,Senate,2023-04-25,See HF669,,,3
SF3297,2023_RS,Senate,2023-04-25,Introduction and first reading,6028,Intro,1
SF3297,2023_RS,Senate,2023-04-25,Referred to Capital Investment,,,2
SF3296,2023_RS,Senate,2023-04-24,Introduction and first reading,5822,Intro,1
SF3296,2023_RS,Senate,2023-04-24,Referred to Judiciary and Public Safety,,,2
SF3295,2023_RS,Senate,2023-04-21,Introduction and first reading,5804,Intro,1
SF3295,2023_RS,Senate,2023-04-21,Referred to State and Local Government and Veterans,,,2
SF3294,2023_RS,Senate,2023-04-20,Introduction and first reading,5714,Intro,1
SF3294,2023_RS,Senate,2023-04-20,Referred to Jobs and Economic Development,,,2
SF3294,2023_RS,Senate,2023-04-20,See HF670,,,3
SF3293,2023_RS,Senate,2023-04-20,Introduction and first reading,5714,Intro,1
SF3293,2023_RS,Senate,2023-04-20,Referred to Judiciary and Public Safety,,,2
SF3292,2023_RS,Senate,2023-04-20,Introduction and first reading,5714,Intro,1
SF3292,2023_RS,Senate,2023-04-20,Referred to Capital Investment,,,2
SF3292,2023_RS,Senate,2023-04-20,See HF669,,,3
SF3291,2023_RS,Senate,2023-04-20,Introduction and first reading,5713,Intro,1
SF3291,2023_RS,Senate,2023-04-20,Referred to Jobs and Economic Development,,,2
SF3290,2023_RS,Senate,2023-04-20,Introduction and first reading,5713,Intro,1
SF3290,2023_RS,Senate,2023-04-20,Referred to Capital Investment,,,2
SF3290,2023_RS,Senate,2023-04-20,See HF669,,,3
SF3289,2023_RS,Senate,2023-04-19,Introduction and first reading,5423,Intro,1
SF3289,2023_RS,Senate,2023-04-19,Referred to State and Local Government and Veterans,,,2
SF3289,2023_RS,Senate,2024-03-18,"Withdrawn and re-referred to Environment, Climate, and Legacy",12419,,3
SF3289,2023_RS,Senate,2024-03-18,See HF4124,,,4
SF3288,2023_RS,Senate,2023-04-19,Introduction and first reading,5423,Intro,1
SF3288,2023_RS,Senate,2023-04-19,Referred to Judiciary and Public Safety,,,2
SF3287,2023_RS,Senate,2023-04-19,Introduction and first reading,5423,Intro,1
SF3287,2023_RS,Senate,2023-04-19,Referred to Capital Investment,,,2
SF3286,2023_RS,Senate,2023-04-19,Introduction and first reading,5423,Intro,1
SF3286,2023_RS,Senate,2023-04-19,Referred to Capital Investment,,,2
SF3285,2023_RS,Senate,2023-04-19,Introduction and first reading,5422,Intro,1
SF3285,2023_RS,Senate,2023-04-19,Referred to Elections,,,2
SF3284,2023_RS,Senate,2023-04-19,Introduction and first reading,5422,Intro,1
SF3284,2023_RS,Senate,2023-04-19,Referred to Capital Investment,,,2
SF3283,2023_RS,Senate,2023-04-19,Introduction and first reading,5422,Intro,1
SF3283,2023_RS,Senate,2023-04-19,Referred to Taxes,,,2
SF3283,2023_RS,Senate,2024-03-04,"Withdrawn and re-referred to Environment, Climate, and Legacy",11923,,3
SF3282,2023_RS,Senate,2023-04-19,Introduction and first reading,5422,Intro,1
SF3282,2023_RS,Senate,2023-04-19,Referred to Capital Investment,,,2
SF3281,2023_RS,Senate,2023-04-19,Introduction and first reading,5422,Intro,1
SF3281,2023_RS,Senate,2023-04-19,Referred to Health and Human Services,,,2
SF3280,2023_RS,Senate,2023-04-19,Introduction and first reading,5422,Intro,1
SF3280,2023_RS,Senate,2023-04-19,Referred to Health and Human Services,,,2
SF3279,2023_RS,Senate,2023-04-19,Introduction and first reading,5421,Intro,1
SF3279,2023_RS,Senate,2023-04-19,Referred to Capital Investment,,,2
SF3278,2023_RS,Senate,2023-04-18,Introduction and first reading,5225,Intro,1
SF3278,2023_RS,Senate,2023-04-18,Referred to State and Local Government and Veterans,,,2
SF3277,2023_RS,Senate,2023-04-18,Introduction and first reading,5225,Intro,1
SF3277,2023_RS,Senate,2023-04-18,Referred to Human Services,,,2
SF3276,2023_RS,Senate,2023-04-18,Introduction and first reading,5225,Intro,1
SF3276,2023_RS,Senate,2023-04-18,Referred to Judiciary and Public Safety,,,2
SF3275,2023_RS,Senate,2023-04-18,Introduction and first reading,5225,Intro,1
SF3275,2023_RS,Senate,2023-04-18,Referred to Capital Investment,,,2
SF3274,2023_RS,Senate,2023-04-17,Introduction and first reading,5205,Intro,1
SF3274,2023_RS,Senate,2023-04-17,Referred to Education Finance,,,2
SF3274,2023_RS,Senate,2023-04-17,See HF2497,,,3
SF3273,2023_RS,Senate,2023-04-17,Introduction and first reading,5205,Intro,1
SF3273,2023_RS,Senate,2023-04-17,Referred to Capital Investment,,,2
SF3273,2023_RS,Senate,2023-05-08,Author added Fateh,7044,,3
SF3273,2023_RS,Senate,2024-02-12,Author added Mitchell,11560,,4
SF3272,2023_RS,Senate,2023-04-17,Introduction and first reading,5205,Intro,1
SF3272,2023_RS,Senate,2023-04-17,Referred to Health and Human Services,,,2
SF3271,2023_RS,Senate,2023-04-17,Introduction and first reading,5204,Intro,1
SF3271,2023_RS,Senate,2023-04-17,"Referred to Environment, Climate, and Legacy",,,2
SF3271,2023_RS,Senate,2023-04-17,See HF2310,,,3
SF3270,2023_RS,Senate,2023-04-17,Introduction and first reading,5204,Intro,1
SF3270,2023_RS,Senate,2023-04-17,Referred to Capital Investment,,,2
SF3269,2023_RS,Senate,2023-04-14,Introduction and first reading,5051,Intro,1
SF3269,2023_RS,Senate,2023-04-14,Referred to Taxes,,,2
SF3268,2023_RS,Senate,2023-04-14,Introduction and first reading,5051,Intro,1
SF3268,2023_RS,Senate,2023-04-14,Referred to Capital Investment,,,2
SF3267,2023_RS,Senate,2023-04-14,Introduction and first reading,5050,Intro,1
SF3267,2023_RS,Senate,2023-04-14,Referred to Jobs and Economic Development,,,2
SF3267,2023_RS,Senate,2023-04-17,Author added Champion,5205,,3
SF3267,2023_RS,Senate,2023-04-18,Author added Boldon,5226,,4
SF3267,2023_RS,Senate,2024-02-15,Authors added Maye Quade; Murphy,11619,,5
SF3266,2023_RS,Senate,2023-04-14,Introduction and first reading,5050,Intro,1
SF3266,2023_RS,Senate,2023-04-14,Referred to Capital Investment,,,2
SF3265,2023_RS,Senate,2023-04-14,Introduction and first reading,5050,Intro,1
SF3265,2023_RS,Senate,2023-04-14,Referred to Health and Human Services,,,2
SF3264,2023_RS,Senate,2023-04-13,Introduction and first reading,4790,Intro,1
SF3264,2023_RS,Senate,2023-04-13,Referred to Capital Investment,,,2
SF3263,2023_RS,Senate,2023-04-13,Introduction and first reading,4789,Intro,1
SF3263,2023_RS,Senate,2023-04-13,Referred to Human Services,,,2
SF3262,2023_RS,Senate,2023-04-13,Introduction and first reading,4789,Intro,1
SF3262,2023_RS,Senate,2023-04-13,Referred to Capital Investment,,,2
SF3261,2023_RS,Senate,2023-04-13,Introduction and first reading,4789,Intro,1
SF3261,2023_RS,Senate,2023-04-13,Referred to Higher Education,,,2
SF3260,2023_RS,Senate,2023-04-13,Introduction and first reading,4789,Intro,1
SF3260,2023_RS,Senate,2023-04-13,"Referred to Environment, Climate, and Legacy",,,2
SF3259,2023_RS,Senate,2023-04-13,Introduction and first reading,4789,Intro,1
SF3259,2023_RS,Senate,2023-04-13,Referred to Transportation,,,2
SF3259,2023_RS,Senate,2023-04-13,See HF669,,,3
SF3258,2023_RS,Senate,2023-04-13,Introduction and first reading,4789,Intro,1
SF3258,2023_RS,Senate,2023-04-13,Referred to Capital Investment,,,2
SF3258,2023_RS,Senate,2023-04-13,See HF2310,,,3
SF3257,2023_RS,Senate,2023-04-13,Introduction and first reading,4788,Intro,1
SF3257,2023_RS,Senate,2023-04-13,Referred to Transportation,,,2
SF3256,2023_RS,Senate,2023-04-13,Introduction and first reading,4788,Intro,1
SF3256,2023_RS,Senate,2023-04-13,Referred to State and Local Government and Veterans,,,2
SF3255,2023_RS,Senate,2023-04-13,Introduction and first reading,4788,Intro,1
SF3255,2023_RS,Senate,2023-04-13,Referred to Judiciary and Public Safety,,,2
SF3254,2023_RS,Senate,2023-04-13,Introduction and first reading,4788,Intro,1
SF3254,2023_RS,Senate,2023-04-13,Referred to Judiciary and Public Safety,,,2
SF3254,2023_RS,Senate,2023-04-13,See SF2909,,,3
SF3253,2023_RS,Senate,2023-04-13,Introduction and first reading,4788,Intro,1
SF3253,2023_RS,Senate,2023-04-13,Referred to Capital Investment,,,2
SF3252,2023_RS,Senate,2023-04-13,Introduction and first reading,4788,Intro,1
SF3252,2023_RS,Senate,2023-04-13,Referred to Transportation,,,2
SF3251,2023_RS,Senate,2023-04-13,Introduction and first reading,4787,Intro,1
SF3251,2023_RS,Senate,2023-04-13,Referred to State and Local Government and Veterans,,,2
SF3250,2023_RS,Senate,2023-04-13,Introduction and first reading,4787,Intro,1
SF3250,2023_RS,Senate,2023-04-13,Referred to Transportation,,,2
SF3250,2023_RS,Senate,2024-03-18,Comm report: To pass as amended and re-refer to State and Local Government and Veterans,12366a,1,3
SF3250,2023_RS,Senate,2024-03-18,See HF5247,,,4
SF3249,2023_RS,Senate,2023-04-13,Introduction and first reading,4787,Intro,1
SF3249,2023_RS,Senate,2023-04-13,Referred to Transportation,,,2
SF3248,2023_RS,Senate,2023-04-12,Introduction and first reading,4780,Intro,1
SF3248,2023_RS,Senate,2023-04-12,Referred to Jobs and Economic Development,,,2
SF3248,2023_RS,Senate,2023-04-14,Author added Champion,5051,,3
SF3248,2023_RS,Senate,2023-04-14,See HF670,,,4
SF3247,2023_RS,Senate,2023-04-12,Introduction and first reading,4780,Intro,1
SF3247,2023_RS,Senate,2023-04-12,Referred to Human Services,,,2
SF3246,2023_RS,Senate,2023-04-12,Introduction and first reading,4779,Intro,1
SF3246,2023_RS,Senate,2023-04-12,Referred to Human Services,,,2
SF3245,2023_RS,Senate,2023-04-12,Introduction and first reading,4779,Intro,1
SF3245,2023_RS,Senate,2023-04-12,Referred to Judiciary and Public Safety,,,2
SF3244,2023_RS,Senate,2023-04-12,Introduction and first reading,4779,Intro,1
SF3244,2023_RS,Senate,2023-04-12,Referred to Commerce and Consumer Protection,,,2
SF3243,2023_RS,Senate,2023-04-12,Introduction and first reading,4779,Intro,1
SF3243,2023_RS,Senate,2023-04-12,Referred to Transportation,,,2
SF3242,2023_RS,Senate,2023-04-12,Introduction and first reading,4779,Intro,1
SF3242,2023_RS,Senate,2023-04-12,Referred to Taxes,,,2
SF3241,2023_RS,Senate,2023-04-12,Introduction and first reading,4779,Intro,1
SF3241,2023_RS,Senate,2023-04-12,"Referred to Environment, Climate, and Legacy",,,2
SF3240,2023_RS,Senate,2023-04-12,Introduction and first reading,4778,Intro,1
SF3240,2023_RS,Senate,2023-04-12,Referred to Labor,,,2
SF3239,2023_RS,Senate,2023-04-12,Introduction and first reading,4778,Intro,1
SF3239,2023_RS,Senate,2023-04-12,"Referred to Environment, Climate, and Legacy",,,2
SF3238,2023_RS,Senate,2023-04-12,Introduction and first reading,4778,Intro,1
SF3238,2023_RS,Senate,2023-04-12,Referred to Capital Investment,,,2
SF3238,2023_RS,Senate,2023-04-12,See HF670,,,3
SF3237,2023_RS,Senate,2023-04-12,Introduction and first reading,4778,Intro,1
SF3237,2023_RS,Senate,2023-04-12,Referred to Housing and Homelessness Prevention,,,2
SF3237,2023_RS,Senate,2023-04-12,See HF1938,,,3
SF3236,2023_RS,Senate,2023-04-12,Introduction and first reading,4778,Intro,1
SF3236,2023_RS,Senate,2023-04-12,Referred to Judiciary and Public Safety,,,2
SF3236,2023_RS,Senate,2023-04-12,See SF2909,,,3
SF3235,2023_RS,Senate,2023-04-12,Introduction and first reading,4777,Intro,1
SF3235,2023_RS,Senate,2023-04-12,Referred to Judiciary and Public Safety,,,2
SF3234,2023_RS,Senate,2023-04-11,Introduction and first reading,4248,Intro,1
SF3234,2023_RS,Senate,2023-04-11,Referred to Taxes,,,2
SF3234,2023_RS,Senate,2023-04-11,See HF1938,,,3
SF3233,2023_RS,Senate,2023-04-11,Introduction and first reading,4248,Intro,1
SF3233,2023_RS,Senate,2023-04-11,Referred to Taxes,,,2
SF3233,2023_RS,Senate,2023-04-11,See HF2887,,,3
SF3232,2023_RS,Senate,2023-04-11,Introduction and first reading,4248,Intro,1
SF3232,2023_RS,Senate,2023-04-11,Referred to Capital Investment,,,2
SF3232,2023_RS,Senate,2024-03-18,Comm report: To pass as amended and re-refer to Housing and Homelessness Prevention,12366a,1,3
SF3231,2023_RS,Senate,2023-04-11,Introduction and first reading,4248,Intro,1
SF3231,2023_RS,Senate,2023-04-11,Referred to Capital Investment,,,2
SF3231,2023_RS,Senate,2023-04-11,See HF669,,,3
SF3230,2023_RS,Senate,2023-04-11,Introduction and first reading,4248,Intro,1
SF3230,2023_RS,Senate,2023-04-11,Referred to Elections,,,2
SF3229,2023_RS,Senate,2023-04-11,Introduction and first reading,4248,Intro,1
SF3229,2023_RS,Senate,2023-04-11,Referred to Taxes,,,2
SF3229,2023_RS,Senate,2023-04-11,See HF1938,,,3
SF3228,2023_RS,Senate,2023-04-04,Introduction and first reading,3417,Intro,1
SF3228,2023_RS,Senate,2023-04-04,Referred to Taxes,,,2
SF3227,2023_RS,Senate,2023-04-04,Introduction and first reading,3417,Intro,1
SF3227,2023_RS,Senate,2023-04-04,"Referred to Environment, Climate, and Legacy",,,2
SF3226,2023_RS,Senate,2023-04-04,Introduction and first reading,3417,Intro,1
SF3226,2023_RS,Senate,2023-04-04,Referred to Health and Human Services,,,2
SF3226,2023_RS,Senate,2023-04-11,Author added Boldon,4249,,3
SF3226,2023_RS,Senate,2023-04-11,See SF2995,,,4
SF3225,2023_RS,Senate,2023-04-04,Introduction and first reading,3416,Intro,1
SF3225,2023_RS,Senate,2023-04-04,Referred to Education Finance,,,2
SF3225,2023_RS,Senate,2023-04-11,Author added Dziedzic,4249,,3
SF3225,2023_RS,Senate,2024-02-19,Author added Duckworth,11659,,4
SF3225,2023_RS,Senate,2024-02-19,See HF2497,,,5
SF3224,2023_RS,Senate,2023-04-04,Introduction and first reading,3416,Intro,1
SF3224,2023_RS,Senate,2023-04-04,Referred to Jobs and Economic Development,,,2
SF3223,2023_RS,Senate,2023-04-04,Introduction and first reading,3416,Intro,1
SF3223,2023_RS,Senate,2023-04-04,Referred to Jobs and Economic Development,,,2
SF3223,2023_RS,Senate,2024-03-07,Author added Port,12065,,3
SF3223,2023_RS,Senate,2024-03-18,Comm report: To pass as amended and re-refer to Taxes,12282a,1,4
SF3223,2023_RS,Senate,2024-04-02,Comm report: To pass as amended and re-refer to Jobs and Economic Development,13278a,2,5
SF3223,2023_RS,Senate,2024-04-02,See SF5289,,,6
SF3222,2023_RS,Senate,2023-04-04,Introduction and first reading,3416,Intro,1
SF3222,2023_RS,Senate,2023-04-04,Referred to Judiciary and Public Safety,,,2
SF3222,2023_RS,Senate,2024-02-26,"Chief author stricken, shown as co-author Westlin",11823,,3
SF3222,2023_RS,Senate,2024-02-26,Chief author added Oumou Verbeten,,,4
SF3221,2023_RS,Senate,2023-04-03,Introduction and first reading,3005,Intro,1
SF3221,2023_RS,Senate,2023-04-03,Referred to Capital Investment,,,2
SF3220,2023_RS,Senate,2023-04-03,Introduction and first reading,3004,Intro,1
SF3220,2023_RS,Senate,2023-04-03,Referred to Capital Investment,,,2
SF3220,2023_RS,Senate,2023-04-03,See HF669,,,3
SF3219,2023_RS,Senate,2023-04-03,Introduction and first reading,3004,Intro,1
SF3219,2023_RS,Senate,2023-04-03,Referred to Capital Investment,,,2
SF3218,2023_RS,Senate,2023-04-03,Introduction and first reading,3004,Intro,1
SF3218,2023_RS,Senate,2023-04-03,Referred to Judiciary and Public Safety,,,2
SF3217,2023_RS,Senate,2023-04-03,Introduction and first reading,3004,Intro,1
SF3217,2023_RS,Senate,2023-04-03,Referred to Capital Investment,,,2
SF3216,2023_RS,Senate,2023-04-03,Introduction and first reading,3004,Intro,1
SF3216,2023_RS,Senate,2023-04-03,Referred to Transportation,,,2
SF3215,2023_RS,Senate,2023-04-03,Introduction and first reading,3004,Intro,1
SF3215,2023_RS,Senate,2023-04-03,Referred to Transportation,,,2
SF3214,2023_RS,Senate,2023-04-03,Introduction and first reading,3003,Intro,1
SF3214,2023_RS,Senate,2023-04-03,Referred to Taxes,,,2
SF3213,2023_RS,Senate,2023-04-03,Introduction and first reading,3003,Intro,1
SF3213,2023_RS,Senate,2023-04-03,Referred to Capital Investment,,,2
SF3212,2023_RS,Senate,2023-04-03,Introduction and first reading,3003,Intro,1
SF3212,2023_RS,Senate,2023-04-03,Referred to State and Local Government and Veterans,,,2
SF3211,2023_RS,Senate,2023-04-03,Introduction and first reading,3003,Intro,1
SF3211,2023_RS,Senate,2023-04-03,Referred to Capital Investment,,,2
SF3211,2023_RS,Senate,2023-04-03,See HF670,,,3
SF3210,2023_RS,Senate,2023-04-03,Introduction and first reading,3003,Intro,1
SF3210,2023_RS,Senate,2023-04-03,Referred to Capital Investment,,,2
SF3209,2023_RS,Senate,2023-04-03,Introduction and first reading,3003,Intro,1
SF3209,2023_RS,Senate,2023-04-03,Referred to Housing and Homelessness Prevention,,,2
SF3208,2023_RS,Senate,2023-03-30,Introduction and first reading,2811,Intro,1
SF3208,2023_RS,Senate,2023-03-30,Referred to Taxes,,,2
SF3208,2023_RS,Senate,2023-03-30,See HF1938,,,3
SF3207,2023_RS,Senate,2023-03-30,Introduction and first reading,2811,Intro,1
SF3207,2023_RS,Senate,2023-03-30,Referred to Taxes,,,2
SF3207,2023_RS,Senate,2023-03-30,See HF1938,,,3
SF3206,2023_RS,Senate,2023-03-30,Introduction and first reading,2811,Intro,1
SF3206,2023_RS,Senate,2023-03-30,Referred to Finance,,,2
SF3206,2023_RS,Senate,2023-03-30,See HF1830,,,3
SF3205,2023_RS,Senate,2023-03-30,Introduction and first reading,2811,Intro,1
SF3205,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3205,2023_RS,Senate,2023-03-30,See HF670,,,3
SF3204,2023_RS,House,2024-04-18,Received from Senate,13766,,1
SF3204,2023_RS,House,2024-04-18,"Senate file first reading, referred for comparison HF3182",13766,,2
SF3204,2023_RS,House,2024-04-24,"Bills identical, SF substituted on General Register",13772,,3
SF3204,2023_RS,House,2024-04-24,Second reading,14483,,4
SF3204,2023_RS,House,2024-04-26,"House rule 1.21, placed on Calendar for the Day Monday, April 29, 2024",15029,,5
SF3204,2023_RS,House,2024-04-29,Third reading,15203,,6
SF3204,2023_RS,House,2024-04-29,Bill was passed,15203," vote: 78-52
",7
SF3204,2023_RS,House,2024-05-03,Presented to Governor,,,8
SF3204,2023_RS,House,2024-05-06,Governor approval,,,9
SF3204,2023_RS,House,2024-05-06,"Secretary of State, Filed",15771,,10
SF3204,2023_RS,House,2024-05-06,Chapter number 95,,,11
SF3204,2023_RS,Senate,2023-03-30,Introduction and first reading,2811,Intro,1
SF3204,2023_RS,Senate,2023-03-30,Referred to State and Local Government and Veterans,,,2
SF3204,2023_RS,Senate,2023-04-12,Author added Abeler,4780,,3
SF3204,2023_RS,Senate,2024-03-07,"Chief author stricken, shown as co-author Murphy",12065,,4
SF3204,2023_RS,Senate,2024-03-07,Chief author added Maye Quade,,,5
SF3204,2023_RS,Senate,2024-03-21,Comm report: To pass as amended,12467a,1,6
SF3204,2023_RS,Senate,2024-03-21,Second reading,12526,,7
SF3204,2023_RS,Senate,2024-04-18,Special Order,14418,,8
SF3204,2023_RS,Senate,2024-04-18,Third reading Passed,14418, vote: 45-22 ,9
SF3204,2023_RS,Senate,2024-04-30,Returned from House,15576,,10
SF3204,2023_RS,Senate,2024-05-03,Presentment date,,,11
SF3204,2023_RS,Senate,2024-05-06,Governor's action Approval,16434,,12
SF3204,2023_RS,Senate,2024-05-06,Secretary of State Chapter 95,16435,,13
SF3204,2023_RS,Senate,2024-05-07,Effective date,,,14
SF3203,2023_RS,Senate,2023-03-30,Introduction and first reading,2811,Intro,1
SF3203,2023_RS,Senate,2023-03-30,Referred to Judiciary and Public Safety,,,2
SF3203,2023_RS,Senate,2024-02-15,Author added Mann,11619,,3
SF3202,2023_RS,Senate,2023-03-30,Introduction and first reading,2810,Intro,1
SF3202,2023_RS,Senate,2023-03-30,Referred to Commerce and Consumer Protection,,,2
SF3201,2023_RS,Senate,2023-03-30,Introduction and first reading,2810,Intro,1
SF3201,2023_RS,Senate,2023-03-30,Referred to Housing and Homelessness Prevention,,,2
SF3201,2023_RS,Senate,2024-02-19,Comm report: To pass as amended and re-refer to Judiciary and Public Safety,11625a,1,3
SF3201,2023_RS,Senate,2024-03-20,Author added Mitchell,12453,,4
SF3200,2023_RS,Senate,2023-03-30,Introduction and first reading,2810,Intro,1
SF3200,2023_RS,Senate,2023-03-30,Referred to Jobs and Economic Development,,,2
SF3200,2023_RS,Senate,2023-03-30,See SF3035,,,3
SF3199,2023_RS,Senate,2023-03-30,Introduction and first reading,2810,Intro,1
SF3199,2023_RS,Senate,2023-03-30,Referred to Transportation,,,2
SF3198,2023_RS,Senate,2023-03-30,Introduction and first reading,2810,Intro,1
SF3198,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3197,2023_RS,Senate,2023-03-30,Introduction and first reading,2810,Intro,1
SF3197,2023_RS,Senate,2023-03-30,Referred to Labor,,,2
SF3197,2023_RS,Senate,2024-03-25,Comm report: To pass as amended and re-refer to Taxes,12810a,1,3
SF3196,2023_RS,Senate,2023-03-30,Introduction and first reading,2809,Intro,1
SF3196,2023_RS,Senate,2023-03-30,Referred to Health and Human Services,,,2
SF3195,2023_RS,Senate,2023-03-30,Introduction and first reading,2809,Intro,1
SF3195,2023_RS,Senate,2023-03-30,Referred to State and Local Government and Veterans,,,2
SF3194,2023_RS,Senate,2023-03-30,Introduction and first reading,2809,Intro,1
SF3194,2023_RS,Senate,2023-03-30,Referred to Housing and Homelessness Prevention,,,2
SF3193,2023_RS,Senate,2023-03-30,Introduction and first reading,2809,Intro,1
SF3193,2023_RS,Senate,2023-03-30,Referred to Commerce and Consumer Protection,,,2
SF3193,2023_RS,Senate,2023-04-26,Comm report: To pass and re-referred to Labor,6082,,3
SF3193,2023_RS,Senate,2023-04-26,"Joint rule 2.03, referred to Rules and Administration",,,4
SF3193,2023_RS,Senate,2023-04-26,Author added Utke,6083,,5
SF3193,2023_RS,Senate,2023-05-01,Comm report: Adopt previous comm report Jt rule 2.03 suspended,6894,,6
SF3193,2023_RS,Senate,2023-05-03,Comm report: To pass as amended and re-refer to Finance,6950a,1,7
SF3193,2023_RS,Senate,2023-05-15,Author added Dornink,7920,,8
SF3193,2023_RS,Senate,2023-05-15,HF substituted in committee HF2988,,,9
SF3192,2023_RS,Senate,2023-03-30,Introduction and first reading,2809,Intro,1
SF3192,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3191,2023_RS,Senate,2023-03-30,Introduction and first reading,2809,Intro,1
SF3191,2023_RS,Senate,2023-03-30,Referred to Taxes,,,2
SF3190,2023_RS,Senate,2023-03-30,Introduction and first reading,2809,Intro,1
SF3190,2023_RS,Senate,2023-03-30,"Referred to Environment, Climate, and Legacy",,,2
SF3189,2023_RS,Senate,2023-03-30,Introduction and first reading,2808,Intro,1
SF3189,2023_RS,Senate,2023-03-30,Referred to Transportation,,,2
SF3188,2023_RS,Senate,2023-03-30,Introduction and first reading,2808,Intro,1
SF3188,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3187,2023_RS,Senate,2023-03-30,Introduction and first reading,2808,Intro,1
SF3187,2023_RS,Senate,2023-03-30,Referred to Transportation,,,2
SF3187,2023_RS,Senate,2023-04-03,Author added Maye Quade,3006,,3
SF3187,2023_RS,Senate,2023-04-04,Comm report: To pass as amended and re-refer to Judiciary and Public Safety,3414a,1,4
SF3187,2023_RS,Senate,2023-04-04,"Joint rule 2.03, referred to Rules and Administration",,,5
SF3187,2023_RS,Senate,2023-04-11,Comm report: Adopt previous comm report Jt rule 2.03 suspended,3649,,6
SF3187,2023_RS,Senate,2023-04-13,Comm report: To pass as amended and re-refer to Transportation,4809a,2,7
SF3187,2023_RS,Senate,2023-04-13,See HF2887,,,8
SF3186,2023_RS,Senate,2023-03-30,Introduction and first reading,2808,Intro,1
SF3186,2023_RS,Senate,2023-03-30,Referred to State and Local Government and Veterans,,,2
SF3186,2023_RS,Senate,2024-03-07,Author added Oumou Verbeten,12065,,3
SF3185,2023_RS,Senate,2023-03-30,Introduction and first reading,2808,Intro,1
SF3185,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3185,2023_RS,Senate,2023-03-30,See HF669,,,3
SF3184,2023_RS,Senate,2023-03-30,Introduction and first reading,2807,Intro,1
SF3184,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3183,2023_RS,Senate,2023-03-30,Introduction and first reading,2807,Intro,1
SF3183,2023_RS,Senate,2023-03-30,"Referred to Energy, Utilities, Environment, and Climate",,,2
SF3183,2023_RS,Senate,2023-03-30,See HF2310,,,3
SF3182,2023_RS,Senate,2023-03-30,Introduction and first reading,2807,Intro,1
SF3182,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3181,2023_RS,Senate,2023-03-30,Introduction and first reading,2807,Intro,1
SF3181,2023_RS,Senate,2023-03-30,Referred to Jobs and Economic Development,,,2
SF3181,2023_RS,Senate,2023-03-30,See SF5289,,,3
SF3180,2023_RS,Senate,2023-03-30,Introduction and first reading,2807,Intro,1
SF3180,2023_RS,Senate,2023-03-30,Referred to Taxes,,,2
SF3180,2023_RS,Senate,2023-03-30,See HF2887,,,3
SF3179,2023_RS,Senate,2023-03-30,Introduction and first reading,2807,Intro,1
SF3179,2023_RS,Senate,2023-03-30,Referred to State and Local Government and Veterans,,,2
SF3179,2023_RS,Senate,2023-03-30,"See HF3100, HF5040",,,3
SF3178,2023_RS,Senate,2023-03-30,Introduction and first reading,2806,Intro,1
SF3178,2023_RS,Senate,2023-03-30,Referred to Capital Investment,,,2
SF3177,2023_RS,Senate,2023-03-30,Introduction and first reading,2806,Intro,1
SF3177,2023_RS,Senate,2023-03-30,Referred to State and Local Government and Veterans,,,2
SF3177,2023_RS,Senate,2023-04-04,Author added McEwen,3417,,3
SF3176,2023_RS,Senate,2023-03-30,Introduction and first reading,2806,Intro,1
SF3176,2023_RS,Senate,2023-03-30,Referred to Labor,,,2
SF3175,2023_RS,Senate,2023-03-30,Introduction and first reading,2806,Intro,1
SF3175,2023_RS,Senate,2023-03-30,Referred to Taxes,,,2
