bill_number,session,chamber,action_date,action,journal_page,action_note,chamber_order
HF5123,2023_RS,House,2024-04-08,Authors added Scott and Schomacker,13111,,4
HF5123,2023_RS,House,2024-04-09,Authors added Koznick and Kiel,13120,,5
HF5123,2023_RS,House,2024-04-11,"Author added West, Zeleznikar and Schultz",13295,,6
HF5123,2023_RS,House,2024-04-18,Author added Garofalo and Bakeberg,13769,,7
HF5123,2023_RS,House,2024-04-26,Author added Nash,15029,,8
HF5123,2023_RS,House,2024-04-29,Author added Nadeau,15219,,9
HF5123,2023_RS,House,2024-05-03,Author added Fogelman,15717,,10
HF5122,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Taxes",12104,Intro,1
HF5121,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",12104,Intro,1
HF5121,2023_RS,House,2024-03-21,See HF3911,,,2
HF5120,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Elections Finance and Policy",12104,Intro,1
HF5120,2023_RS,House,2024-04-24,Author added Kresha,14520,,2
HF5119,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Elections Finance and Policy",12104,Intro,1
HF5118,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Taxes",12103,Intro,1
HF5117,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Workforce Development Finance and Policy",12103,Intro,1
HF5117,2023_RS,House,2024-04-04,Author added Zeleznikar,13042,,2
HF5116,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Capital Investment",12103,Intro,1
HF5115,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Health Finance and Policy",12103,Intro,1
HF5114,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Transportation Finance and Policy",12103,Intro,1
HF5113,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Transportation Finance and Policy",12103,Intro,1
HF5112,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Transportation Finance and Policy",12103,Intro,1
HF5111,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",12102,Intro,1
HF5110,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Health Finance and Policy",12102,Intro,1
HF5110,2023_RS,House,2024-04-02,Author added Hemmingsen-Jaeger,12875,,2
HF5109,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Health Finance and Policy",12102,Intro,1
HF5108,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Health Finance and Policy",12102,Intro,1
HF5107,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Workforce Development Finance and Policy",12102,Intro,1
HF5107,2023_RS,House,2024-04-04,Authors added Frazier and Hussein,13042,,2
HF5106,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Elections Finance and Policy",12102,Intro,1
HF5105,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Transportation Finance and Policy",12101,Intro,1
HF5105,2023_RS,House,2024-03-25,Author added Curran,12353,,2
HF5105,2023_RS,House,2024-04-04,Author added Kozlowski,13042,,3
HF5104,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Taxes",12101,Intro,1
HF5103,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Commerce Finance and Policy",12101,Intro,1
HF5102,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Commerce Finance and Policy",12101,Intro,1
HF5101,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Commerce Finance and Policy",12101,Intro,1
HF5100,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Workforce Development Finance and Policy",12101,Intro,1
HF5099,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Capital Investment",12101,Intro,1
HF5098,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Transportation Finance and Policy",12100,Intro,1
HF5097,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Climate and Energy Finance and Policy",12100,Intro,1
HF5096,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Commerce Finance and Policy",12100,Intro,1
HF5095,2023_RS,House,2024-03-21,"Introduction and first reading, referred to Elections Finance and Policy",12100,Intro,1
HF5095,2023_RS,House,2024-03-25,Author added Knudsen,12353,,2
HF5094,2023_RS,House,2024-03-21,"Introduction and first reading, referred to State and Local Government Finance and Policy",12100,Intro,1
HF5094,2023_RS,House,2024-03-25,Author added Knudsen,12353,,2
HF5093,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Workforce Development Finance and Policy",12068,Intro,1
HF5092,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Economic Development Finance and Policy",12068,Intro,1
HF5091,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Education Finance",12068,Intro,1
HF5090,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Legacy Finance",12068,Intro,1
HF5089,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Health Finance and Policy",12068,Intro,1
HF5088,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Health Finance and Policy",12067,Intro,1
HF5087,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Capital Investment",12067,Intro,1
HF5086,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Health Finance and Policy",12067,Intro,1
HF5086,2023_RS,House,2024-03-21,Author added Coulter,12110,,2
HF5085,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Legacy Finance",12067,Intro,1
HF5084,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",12067,Intro,1
HF5084,2023_RS,House,2024-03-20,See HF3911,,,2
HF5083,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Taxes",12067,Intro,1
HF5083,2023_RS,House,2024-04-24,Author added Skraba,14520,,2
HF5082,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Capital Investment",12067,Intro,1
HF5081,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Capital Investment",12066,Intro,1
HF5080,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Transportation Finance and Policy",12066,Intro,1
HF5079,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Transportation Finance and Policy",12066,Intro,1
HF5078,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Education Finance",12066,Intro,1
HF5077,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Health Finance and Policy",12066,Intro,1
HF5076,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Climate and Energy Finance and Policy",12066,Intro,1
HF5076,2023_RS,House,2024-04-02,Author added Kraft,12875,,2
HF5075,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Taxes",12065,Intro,1
HF5075,2023_RS,House,2024-04-11,Author added Agbaje,13295,,2
HF5074,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Taxes",12065,Intro,1
HF5073,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Education Finance",12065,Intro,1
HF5072,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Judiciary Finance and Civil Law",12065,Intro,1
HF5071,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Public Safety Finance and Policy",12065,Intro,1
HF5070,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Transportation Finance and Policy",12064,Intro,1
HF5069,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Agriculture Finance and Policy",12064,Intro,1
HF5068,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Health Finance and Policy",12064,Intro,1
HF5067,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Education Finance",12064,Intro,1
HF5066,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Capital Investment",12064,Intro,1
HF5065,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Workforce Development Finance and Policy",12064,Intro,1
HF5064,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Workforce Development Finance and Policy",12064,Intro,1
HF5063,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Workforce Development Finance and Policy",12063,Intro,1
HF5062,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Taxes",12063,Intro,1
HF5062,2023_RS,House,2024-03-25,Referred by Chair to Property Tax Division,,,2
HF5061,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Commerce Finance and Policy",12063,Intro,1
HF5060,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Climate and Energy Finance and Policy",12063,Intro,1
HF5060,2023_RS,House,2024-03-21,Author added Burkel,12110,,2
HF5059,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Public Safety Finance and Policy",12063,Intro,1
HF5058,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Health Finance and Policy",12063,Intro,1
HF5057,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Transportation Finance and Policy",12063,Intro,1
HF5057,2023_RS,House,2024-04-02,Author added Kraft,12875,,2
HF5056,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Climate and Energy Finance and Policy",12062,Intro,1
HF5056,2023_RS,House,2024-03-20,See HF3911,,,2
HF5055,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Capital Investment",12062,Intro,1
HF5054,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Capital Investment",12062,Intro,1
HF5053,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Health Finance and Policy",12062,Intro,1
HF5052,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Transportation Finance and Policy",12062,Intro,1
HF5051,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Capital Investment",12062,Intro,1
HF5050,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Commerce Finance and Policy",12062,Intro,1
HF5050,2023_RS,House,2024-04-02,Authors added Hemmingsen-Jaeger and Youakim,12875,,2
HF5049,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Judiciary Finance and Civil Law",12061,Intro,1
HF5049,2023_RS,House,2024-04-18,"Committee report, to adopt as amended and re-refer to Children and Families Finance and Policy",13624a,,2
HF5049,2023_RS,House,2024-04-18,"Joint rule 2.03, Deadlines, re-referred to Rules and Legislative Administration",13626,,3
HF5048,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Workforce Development Finance and Policy",12061,Intro,1
HF5047,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",12061,Intro,1
HF5046,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Taxes",12061,Intro,1
HF5046,2023_RS,House,2024-03-25,Referred by Chair to Property Tax Division,,,2
HF5045,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Capital Investment",12061,Intro,1
HF5044,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Workforce Development Finance and Policy",12061,Intro,1
HF5043,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Housing Finance and Policy",12060,Intro,1
HF5042,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Education Finance",12060,Intro,1
HF5041,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Commerce Finance and Policy",12060,Intro,1
HF5040,2023_RS,House,2024-03-20,"Introduction and first reading, referred to State and Local Government Finance and Policy",12060,Intro,1
HF5040,2023_RS,House,2024-04-24,"Committee report, to adopt as amended and re-refer to Ways and Means",14105a,,2
HF5040,2023_RS,House,2024-04-24,"Joint rule 2.03, Deadlines, re-referred to Rules and Legislative Administration",14205,,3
HF5040,2023_RS,House,2024-04-24,"Committee report, to adopt and re-refer to Ways and Means",14517,,4
HF5040,2023_RS,House,2024-04-24,Joint rule 2.03 waived,14518,,5
HF5040,2023_RS,House,2024-04-26,"Committee report, to adopt as amended",14890a,,6
HF5040,2023_RS,House,2024-04-26,Second reading,15028,,7
HF5040,2023_RS,House,2024-04-29,"House rule 1.21, placed on Calendar for the Day Wednesday, May 1, 2024",15199,,8
HF5040,2023_RS,House,2024-05-01,Amended,15391a,,9
HF5040,2023_RS,House,2024-05-01,Third reading as amended,15393,,10
HF5040,2023_RS,House,2024-05-01,Bill was passed as amended,15394," vote: 130-0
",11
HF5040,2023_RS,House,2024-05-06,"House rule 1.15 (c), message requesting concurrence received",15766,,12
HF5040,2023_RS,House,2024-05-07,Returned from Senate with amendment,16083,,13
HF5040,2023_RS,House,2024-05-07,Motion to concur with Senate amendments,16084,,14
HF5040,2023_RS,House,2024-05-07,Motion prevailed,16084,,15
HF5040,2023_RS,House,2024-05-07,Third reading as amended by the Senate,16084,,16
HF5040,2023_RS,House,2024-05-07,Bill was repassed as amended by the Senate,16085," vote: 125-0
",17
HF5040,2023_RS,House,2024-05-14,Presented to Governor,,,18
HF5040,2023_RS,House,2024-05-15,Governor approval,16842,,19
HF5040,2023_RS,House,2024-05-15,"Secretary of State, Filed",16843,,20
HF5040,2023_RS,House,2024-05-15,Chapter number 102,,,21
HF5040,2023_RS,Senate,2024-05-02,Received from House,15782,,1
HF5040,2023_RS,Senate,2024-05-02,Introduction and first reading,15783,,2
HF5040,2023_RS,Senate,2024-05-02,"Referred to Rules and Administration for comparison with SF4643, now on General Orders",,,3
HF5040,2023_RS,Senate,2024-05-03,Comm report: Subst. for SF on General Orders SF4643,15825,,4
HF5040,2023_RS,Senate,2024-05-03,Second reading,16162,,5
HF5040,2023_RS,Senate,2024-05-06,Special Order: Amended,16322a,,6
HF5040,2023_RS,Senate,2024-05-06,Third reading Passed,16324, vote: 59-8 ,7
HF5040,2023_RS,Senate,2024-05-14,Presentment date,,,8
HF5040,2023_RS,Senate,2024-05-15,Governor's action Approval,,,9
HF5040,2023_RS,Senate,2024-05-15,Secretary of State Chapter 102,17274,,10
HF5040,2023_RS,Senate,2024-05-15,Effective date Various dates,,,11
HF5039,2023_RS,House,2024-03-20,"Introduction and first reading, referred to State and Local Government Finance and Policy",12060,Intro,1
HF5039,2023_RS,House,2024-03-21,Author added Reyer and Curran,,,2
HF5039,2023_RS,House,2024-03-21,"See Chapter 102, Article 3, Sections 1-46, lines 36.17 to 65.19",,,3
HF5038,2023_RS,House,2024-03-20,"Introduction and first reading, referred to State and Local Government Finance and Policy",12059,Intro,1
HF5038,2023_RS,House,2024-03-21,Author added Sencer-Mura,12110,,2
HF5037,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Education Policy",12059,Intro,1
HF5037,2023_RS,House,2024-03-21,Author added Norris,,,2
HF5036,2023_RS,House,2024-03-20,"Introduction and first reading, referred to Children and Families Finance and Policy",12059,Intro,1
HF5036,2023_RS,House,2024-03-21,Authors added Reyer and Curran,12110,,2
HF5035,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11999,Intro,1
HF5034,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Health Finance and Policy",11999,Intro,1
HF5033,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Children and Families Finance and Policy",11999,Intro,1
HF5033,2023_RS,House,2024-03-25,"Committee report, to adopt and re-refer to Ways and Means",12341,,2
HF5033,2023_RS,House,2024-04-02,"Motion to recall and re-refer, motion prevailed Judiciary Finance and Civil Law",12875,,3
HF5033,2023_RS,House,2024-04-15,"Committee report, to adopt as amended and re-refer to Children and Families Finance and Policy",13304a,,4
HF5033,2023_RS,House,2024-04-15,"Joint rule 2.03, Deadlines, re-referred to Rules and Legislative Administration",13311,,5
HF5032,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Housing Finance and Policy",11999,Intro,1
HF5032,2023_RS,House,2024-03-25,Author added Howard,12353,,2
HF5032,2023_RS,House,2024-04-02,Authors added Kraft and Moller,12875,,3
HF5032,2023_RS,House,2024-04-11,Author added Bierman,13295,,4
HF5031,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11998,Intro,1
HF5031,2023_RS,House,2024-03-20,Author added Niska,12072,,2
HF5031,2023_RS,House,2024-04-09,Author added Norris,13120,,3
HF5030,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11998,Intro,1
HF5029,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11998,Intro,1
HF5028,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Health Finance and Policy",11998,Intro,1
HF5027,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11998,Intro,1
HF5026,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Commerce Finance and Policy",11998,Intro,1
HF5026,2023_RS,House,2024-05-20,Authors added Zeleznikar and Perryman,19811,,2
HF5025,2023_RS,House,2024-03-18,"Introduction and first reading, referred to State and Local Government Finance and Policy",11998,Intro,1
HF5024,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11997,Intro,1
HF5023,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11997,Intro,1
HF5023,2023_RS,House,2024-03-21,Author added Joy,12110,,2
HF5023,2023_RS,House,2024-04-30,Author added Keeler,15348,,3
HF5022,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Education Finance",11997,Intro,1
HF5021,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Children and Families Finance and Policy",11997,Intro,1
HF5020,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Health Finance and Policy",11997,Intro,1
HF5019,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Workforce Development Finance and Policy",11997,Intro,1
HF5018,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Elections Finance and Policy",11996,Intro,1
HF5018,2023_RS,House,2024-03-20,Author added Curran,12072,,2
HF5018,2023_RS,House,2024-04-02,Author added Kraft,12875,,3
HF5017,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Children and Families Finance and Policy",11996,Intro,1
HF5017,2023_RS,House,2024-04-02,"Committee report, to adopt and re-refer to Ways and Means",12786,,2
HF5016,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Climate and Energy Finance and Policy",11996,Intro,1
HF5015,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Taxes",11996,Intro,1
HF5014,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",11996,Intro,1
HF5013,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Judiciary Finance and Civil Law",11996,Intro,1
HF5013,2023_RS,House,2024-04-02,"Committee report, to adopt",12786,,2
HF5013,2023_RS,House,2024-04-02,Second reading,12856,,3
HF5012,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Workforce Development Finance and Policy",11996,Intro,1
HF5011,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",11995,Intro,1
HF5010,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Health Finance and Policy",11995,Intro,1
HF5009,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Health Finance and Policy",11995,Intro,1
HF5008,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Commerce Finance and Policy",11995,Intro,1
HF5007,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Education Finance",11995,Intro,1
HF5006,2023_RS,House,2024-03-18,"Introduction and first reading, referred to State and Local Government Finance and Policy",11994,Intro,1
HF5006,2023_RS,House,2024-03-20,Author added Zeleznikar,12072,,2
HF5006,2023_RS,House,2024-04-02,Author added West,12875,,3
HF5006,2023_RS,House,2024-04-04,Motion to suspend rules,13043,,4
HF5006,2023_RS,House,2024-04-04,Motion did not prevail,13043," vote: 62-69
",5
HF5006,2023_RS,House,2024-04-08,Author added Robbins,13111,,6
HF5005,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Education Policy",11994,Intro,1
HF5005,2023_RS,House,2024-03-20,Author added Knudsen,12072,,2
HF5004,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Education Finance",11994,Intro,1
HF5004,2023_RS,House,2024-03-20,Author added Bakeberg,12072,,2
HF5003,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Transportation Finance and Policy",11994,Intro,1
HF5002,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Taxes",11994,Intro,1
HF5002,2023_RS,House,2024-04-02,"Committee report, to adopt",12786,,2
HF5002,2023_RS,House,2024-04-02,Second reading,12856,,3
HF5001,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11993,Intro,1
HF5001,2023_RS,House,2024-04-08,Author added Feist,13111,,2
HF5000,2023_RS,House,2024-03-18,"Introduction and first reading, referred to State and Local Government Finance and Policy",11993,Intro,1
HF4999,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Education Policy",11993,Intro,1
HF4998,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Children and Families Finance and Policy",11993,Intro,1
HF4997,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11993,Intro,1
HF4996,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Legacy Finance",11993,Intro,1
HF4996,2023_RS,House,2024-04-09,Authors added Kozlowski and Curran,13120,,2
HF4996,2023_RS,House,2024-04-11,Author added Hill and Feist,13295,,3
HF4996,2023_RS,House,2024-04-15,"Author added Hansen, R.; Kraft and Pursell",13533,,4
HF4995,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Public Safety Finance and Policy",11993,Intro,1
HF4994,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Labor and Industry Finance and Policy",11992,Intro,1
HF4994,2023_RS,House,2024-03-20,Authors added Norris and Gomez,12072,,2
HF4994,2023_RS,House,2024-03-25,Author added Hussein,12353,,3
HF4994,2023_RS,House,2024-04-02,"Committee report, to adopt as amended and re-refer to Taxes",12784a,,4
HF4994,2023_RS,House,2024-04-02,"See HF 5247, Ch 127, Art 9, Sec 1-3 & 5",,,5
HF4993,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Health Finance and Policy",11992,Intro,1
HF4993,2023_RS,House,2024-03-25,"Committee report, to adopt and re-refer to Ways and Means",12341,,2
HF4993,2023_RS,House,2024-04-04,"Committee report, to adopt",12994,,3
HF4993,2023_RS,House,2024-04-04,Second reading,12994,,4
HF4993,2023_RS,House,2024-04-04,Author added Pinto,13042,,5
HF4993,2023_RS,House,2024-04-09,"House rule 1.21, placed on Calendar for the Day Thursday, April 11, 2024",13119,,6
HF4993,2023_RS,House,2024-04-11,Third reading,13164,,7
HF4993,2023_RS,House,2024-04-11,Bill was passed,13164," vote: 76-54
",8
HF4993,2023_RS,Senate,2024-04-15,Received from House,13686,,1
HF4993,2023_RS,Senate,2024-04-15,Introduction and first reading,13687,,2
HF4993,2023_RS,Senate,2024-04-15,Referred to Finance,,,3
HF4993,2023_RS,Senate,2024-05-01,Comm report: To pass,15598,,4
HF4993,2023_RS,Senate,2024-05-01,Second reading,15774,,5
HF4992,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Education Policy",11992,Intro,1
HF4992,2023_RS,House,2024-03-20,Authors added Curran and Pérez-Vega,12072,,2
HF4991,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Commerce Finance and Policy",11992,Intro,1
HF4991,2023_RS,House,2024-04-15,Author added Rehm,13533,,2
HF4991,2023_RS,House,2024-05-06,Author added Skraba,15768,,3
HF4991,2023_RS,House,2024-05-20,Author added Zeleznikar,19811,,4
HF4990,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Taxes",11992,Intro,1
HF4990,2023_RS,House,2024-03-18,Referred by Chair to Property Tax Division,,,2
HF4989,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Agriculture Finance and Policy",11992,Intro,1
HF4989,2023_RS,House,2024-03-21,"Committee report, to adopt and re-refer to Environment and Natural Resources Finance and Policy",12099,,2
HF4988,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Transportation Finance and Policy",11991,Intro,1
HF4987,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Transportation Finance and Policy",11991,Intro,1
HF4986,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Education Finance",11991,Intro,1
HF4986,2023_RS,House,2024-03-20,Authors added Coulter and Virnig,12072,,2
HF4986,2023_RS,House,2024-04-02,Author added Brand,12875,,3
HF4986,2023_RS,House,2024-04-04,"Committee report, to adopt and re-refer to Taxes",12993,,4
HF4986,2023_RS,House,2024-04-04,"Joint rule 2.03, Deadlines, re-referred to Rules and Legislative Administration",12993,,5
HF4986,2023_RS,House,2024-04-08,"Committee report, to adopt and re-refer to Taxes",13068,,6
HF4986,2023_RS,House,2024-04-08,Joint rule 2.03 waived,13068,,7
HF4986,2023_RS,House,2024-04-30,Author added Skraba,15348,,8
HF4985,2023_RS,House,2024-03-18,"Introduction and first reading, referred to State and Local Government Finance and Policy",11991,Intro,1
HF4984,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Rules and Legislative Administration",11991,Intro,1
HF4984,2023_RS,House,2024-03-20,Authors added Coulter and Stephenson,12072,,2
HF4984,2023_RS,House,2024-04-04,Author added Urdahl,13042,,3
HF4984,2023_RS,House,2024-04-18,Author added Wolgamott,13768,,4
HF4984,2023_RS,House,2024-04-24,"Committee report, to adopt as amended",14104a,,5
HF4984,2023_RS,House,2024-04-24,Second reading,14483,,6
HF4984,2023_RS,House,2024-05-07,"House rule 1.21, placed on Calendar for the Day Thursday, May 9, 2024",16047,,7
HF4984,2023_RS,House,2024-05-09,Third reading,16190,,8
HF4984,2023_RS,House,2024-05-09,Bill was passed,16190," vote: 98-25
",9
HF4984,2023_RS,House,2024-05-09,Author added Pursell,16408,,10
HF4984,2023_RS,Senate,2024-05-09,Received from House,16646,,1
HF4984,2023_RS,Senate,2024-05-09,Introduction and first reading,16646,,2
HF4984,2023_RS,Senate,2024-05-09,Laid on table,,,3
HF4984,2023_RS,Senate,2024-05-13,Taken from table,16659,,4
HF4984,2023_RS,Senate,2024-05-13,Second reading,16660,,5
HF4984,2023_RS,Senate,2024-05-13,Laid on table,16660,,6
HF4984,2023_RS,Senate,2024-05-15,Taken from table,17054,,7
HF4984,2023_RS,Senate,2024-05-15,Special Order,17054,,8
HF4984,2023_RS,Senate,2024-05-15,Motion did not prevail to re-refer to State and Local Government and Veterans,17055, vote: 31-36 ,9
HF4984,2023_RS,Senate,2024-05-15,Amended,,,10
HF4984,2023_RS,Senate,2024-05-15,Laid on table,17057, vote: 46-20 ,11
HF4983,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Commerce Finance and Policy",11991,Intro,1
HF4982,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Education Finance",11991,Intro,1
HF4981,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Human Services Policy",11990,Intro,1
HF4981,2023_RS,House,2024-03-21,"Committee report, to adopt and re-refer to Health Finance and Policy",12099,,2
HF4980,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Children and Families Finance and Policy",11990,Intro,1
HF4980,2023_RS,House,2024-03-25,"Committee report, to adopt and re-refer to Ways and Means",12341,,2
HF4979,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Capital Investment",11990,Intro,1
HF4978,2023_RS,House,2024-03-18,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",11990,Intro,1
HF4978,2023_RS,House,2024-04-02,"Committee report, to adopt and re-refer to Ways and Means",12784,,2
HF4978,2023_RS,House,2024-04-02,See HF3911,,,3
HF4977,2023_RS,House,2024-03-18,"Introduction and first reading, referred to State and Local Government Finance and Policy",11990,Intro,1
HF4977,2023_RS,House,2024-04-02,Author added Davids,12875,,2
HF4977,2023_RS,House,2024-04-04,Author added Urdahl,13042,,3
HF4977,2023_RS,House,2024-04-04,"Motion to recall and re-refer, motion prevailed Taxes",13043,,4
HF4977,2023_RS,House,2024-04-11,Author added Hornstein,13295,,5
HF4977,2023_RS,House,2024-04-15,Authors added Noor and Sencer-Mura,13533,,6
HF4977,2023_RS,House,2024-04-18,"Authors added Frazier, Jordan, Feist, Lislegard and Vang",13768,,7
HF4976,2023_RS,House,2024-03-14,"Introduction and first reading, referred to Veterans and Military Affairs Finance and Policy",11901,Intro,1
HF4976,2023_RS,House,2024-03-18,Author added Engen,12003,,2
HF4976,2023_RS,House,2024-03-20,"Committee report, to adopt and re-refer to Higher Education Finance and Policy",12058,,3
