Date,State,Bill No,Title,Action
"March 4, 2024",SD,SB 80,Appropriates $2 million to the State Department of Human Services for Technology Grants to Elderly Care Providers,"Bill Passed
                           - House
                      

                      
                          (51 - 19)"
"March 4, 2024",SD,HB 1244,Authorizes Individuals to Withdraw Their Signatures from Ballot-Question Petitions,"Bill Passed
                           - Senate
                      

                      
                          (28 - 5)"
"March 4, 2024",SD,SB 134,Establishes Forest Protection as a State Imperative,"Bill Passed
                           - House
                      

                      
                          (41 - 29)"
"March 4, 2024",SD,HB 1186,Prohibits Carbon Dioxide Pipeline Easement Agreements from Exceeding 50 Years,"Bill Passed
                           - Senate
                      

                      
                          (24 - 9)"
"March 4, 2024",SD,SB 209,Appropriates $5 Million to the State Department of Health for Telemedicine Grants to Elderly Care Centers,"Bill Passed
                           - House
                      

                      
                          (59 - 11)"
"March 4, 2024",SD,SB 191,Requires Parolees Attain Additional Sign-Offs from Healthcare Practitioners to get a Medical Cannabis Card,"Bill Passed
                           - House
                      

                      
                          (63 - 7)"
"March 4, 2024",SD,SB 168,Appropriates $5 Million to the Office of the Attorney General to Organizations Assisting Children Who Have Been Ab ...,"Bill Passed
                           - House
                      

                      
                          (63 - 6)"
"Feb. 29, 2024",SD,SB 47,Increases Amount Paid to Counties for Diversion Programs to Keep Juvenile Offenders out of the Justice System,"Bill Passed
                           - House
                      

                      
                          (56 - 12)"
"Feb. 29, 2024",SD,HB 1224,Requires Pregnant Individuals Receive Informed Education Videos on State Abortion Laws and Other Alternatives,"Bill Passed
                           - Senate
                      

                      
                          (31 - 3)"
"Feb. 29, 2024",SD,SB 49,Appropriates $10 Million from Remaining American Rescue Plan Act Funding for Water and Sewer Infrastructure,"Bill Passed
                           - House
                      

                      
                          (58 - 11)"
"Feb. 28, 2024",SD,HB 1125,"Prohibits Hemp-Derived ""Diet Weed"" Products such as Delta 8 and Delta 9","Concurrence Vote Passed
                           - House
                      

                      
                          (69 - 1)"
"Feb. 28, 2024",SD,SB 43,Establishes Procedures for the Imposition of Fines and Probation Against Medical Cannabis Establishments,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (28 - 6)"
"Feb. 28, 2024",SD,HB 1195,Authorizes Offenders Convicted of Vehicular Homicide to Pay Restitution to a Victim's Child Until Age 18,"Concurrence Vote Passed
                           - House
                      

                      
                          (69 - 1)"
"Feb. 28, 2024",SD,SB 201,Amends State Regulations on Pipeline Transmission Infrastructure,"Bill Passed
                           - House
                      

                      
                          (40 - 30)"
"Feb. 28, 2024",SD,SB 71,"Repeals Prohibition on Law Enforcement Ability to Inspect, Search, Seize, and Prosecute Cannabis Dispensaries","Bill Passed
                           - House
                      

                      
                          (59 - 10)"
"Feb. 28, 2024",SD,HB 1061,Appropriates $4.28 Million to the Emergency and Disaster Fund for National Guard Troop Deployment to the Texas Bor ...,"Bill Passed
                           - Senate
                      

                      
                          (30 - 4)"
"Feb. 27, 2024",SD,HB 1118,Requires the State Treasurer with Permission from the Legislature Increase the Budget for Finding Unclaimed Proper ...,"Bill Passed
                           - Senate
                      

                      
                          (23 - 10)"
"Feb. 27, 2024",SD,SB 203,Authorizes Concealed Carry Permit Holders to Carry a Concealed Weapon on School Grounds with Permission,"Bill Passed
                           - House
                      

                      
                          (62 - 8)"
"Feb. 27, 2024",SD,SB 6,Increases Prison Sentences for Drug Dealers Who Sell Fentanyl to an Individual Who Dies of an Overdose,"Bill Passed
                           - House
                      

                      
                          (67 - 3)"
"Feb. 27, 2024",SD,SB 90,"Repeals the Requirement that Landlords Issue a 3-day ""Notice to Quit"" on Tenants Before Starting an Eviction","Bill Passed
                           - House
                      

                      
                          (60 - 10)"
"Feb. 27, 2024",SD,SB 89,"Amends the Required Waiting Period on a Notice to Vacate from 30 to 15 Days for ""At Will"" Tenants","Bill Passed
                           - House
                      

                      
                          (41 - 29)"
"Feb. 27, 2024",SD,HB 1131,Repeals Fees for Homeless Individuals to Obtain Nondriver Identification Cards,"Bill Passed
                           - Senate
                      

                      
                          (27 - 6)"
"Feb. 27, 2024",SD,HB 1098,Repeals the Fee for Homeless Individuals to Obtain a Copy of Their Birth Certificate,"Bill Passed
                           - Senate
                      

                      
                          (28 - 5)"
"Feb. 27, 2024",SD,SB 170,Appropriates $5.75 Million to the Department of Corrections to Expand Health Care Services at the Pierre Women's P ...,"Bill Passed
                           - House
                      

                      
                          (66 - 4)"
"Feb. 27, 2024",SD,SB 49,Appropriates $10 Million from Remaining American Rescue Plan Act Funding for Water and Sewer Infrastructure,"Bill Passed
                           - Senate
                      

                      
                          (27 - 6)"
"Feb. 27, 2024",SD,SB 168,Appropriates $5 Million to the Office of the Attorney General to Organizations Assisting Children Who Have Been Ab ...,"Bill Passed
                           - Senate
                      

                      
                          (30 - 3)"
"Feb. 26, 2024",SD,SB 43,Establishes Procedures for the Imposition of Fines and Probation Against Medical Cannabis Establishments,"Bill Passed
                           - House
                      

                      
                          (59 - 10)"
"Feb. 26, 2024",SD,HB 1125,"Prohibits Hemp-Derived ""Diet Weed"" Products such as Delta 8 and Delta 9","Bill Passed
                           - Senate
                      

                      
                          (31 - 1)"
"Feb. 26, 2024",SD,HB 1061,Appropriates $4.28 Million to the Emergency and Disaster Fund for National Guard Troop Deployment to the Texas Bor ...,"Bill Passed
                           - House
                      

                      
                          (63 - 5)"
"Feb. 22, 2024",SD,SB 172,Authorizes Individuals to Take Temporary Responsibility of a Feral Cat for Spaying or Neutering,"Bill Passed
                           - House
                      

                      
                          (55 - 14)"
"Feb. 21, 2024",SD,HB 1118,Requires the State Treasurer with Permission from the Legislature Increase the Budget for Finding Unclaimed Proper ...,"Bill Passed
                           - House
                      

                      
                          (39 - 30)"
"Feb. 21, 2024",SD,SB 203,Authorizes Concealed Carry Permit Holders to Carry a Concealed Weapon on School Grounds with Permission,"Bill Passed
                           - Senate
                      

                      
                          (31 - 3)"
"Feb. 20, 2024",SD,HB 1131,Repeals Fees for Homeless Individuals to Obtain Nondriver Identification Cards,"Bill Passed
                           - House
                      

                      
                          (57 - 11)"
"Feb. 20, 2024",SD,HB 1098,Repeals the Fee for Homeless Individuals to Obtain a Copy of Their Birth Certificate,"Bill Passed
                           - House
                      

                      
                          (53 - 15)"
"Feb. 20, 2024",SD,SB 191,Requires Parolees Attain Additional Sign-Offs from Healthcare Practitioners to get a Medical Cannabis Card,"Bill Passed
                           - Senate
                      

                      
                          (29 - 4)"
"Feb. 15, 2024",SD,HB 1142,Increases Resources for Education and Workforce Development,"Bill Passed
                           - House
                      

                      
                          (54 - 12)"
"Feb. 14, 2024",SD,HB 1224,Requires Pregnant Individuals Receive Informed Education Videos on State Abortion Laws and Other Alternatives,"Bill Passed
                           - House
                      

                      
                          (63 - 6)"
"Feb. 13, 2024",SD,HB 1231,Prohibits Foreign Governments from Owning Agricultural Land in the State,"Bill Passed
                           - House
                      

                      
                          (61 - 6)"
"Feb. 12, 2024",SD,HB 1043,Establishes a Lithium Mining Tax,"Bill Passed
                           - Senate
                      

                      
                          (27 - 6)"
"Feb. 8, 2024",SD,HB 1203,Requires Entities Using Eminent Domain to Cover Certain Legal Costs for Landowners,"Bill Passed
                           - House
                      

                      
                          (61 - 3)"
"Feb. 8, 2024",SD,HB 1057,Establishes a Statewide Public Defender Office,"Bill Passed
                           - House
                      

                      
                          (60 - 4)"
"Feb. 8, 2024",SD,HB 1043,Establishes a Lithium Mining Tax,"Bill Passed
                           - House
                      

                      
                          (57 - 9)"
"Feb. 8, 2024",SD,HB 1185,Requires Individuals Pay $500 for Land Surveys,"Bill Passed
                           - House
                      

                      
                          (47 - 17)"
"Feb. 8, 2024",SD,HB 1186,Prohibits Carbon Dioxide Pipeline Easement Agreements from Exceeding 50 Years,"Bill Passed
                           - House
                      

                      
                          (40 - 24)"
"Feb. 5, 2024",SD,SB 57,Prohibits Professional Agencies from Denying Convicted Felons from Obtaining Trade Licenses,"Bill Passed
                           - House
                      

                      
                          (62 - 3)"
"Feb. 5, 2024",SD,SB 119,Authorizes Native Americans to Register to Vote Using Tribal Identification Cards in South Dakota,"Bill Passed
                           - Senate
                      

                      
                          (29 - 3)"
"Jan. 30, 2024",SD,SB 90,"Repeals the Requirement that Landlords Issue a 3-day ""Notice to Quit"" on Tenants Before Starting an Eviction","Bill Passed
                           - Senate
                      

                      
                          (29 - 2)"
"Jan. 30, 2024",SD,SB 136,Expands Scope of the Physician Wellness Program and to Declare an Emergency,"Bill Passed
                           - Senate
                      

                      
                          (29 - 2)"
"Jan. 29, 2024",SD,SB 54,Increases Criteria to Qualify for Resident Hunting and Fishing Licenses,"Bill Passed
                           - House
                      

                      
                          (37 - 29)"
"Jan. 25, 2024",SD,SB 89,"Amends the Required Waiting Period on a Notice to Vacate from 30 to 15 Days for ""At Will"" Tenants","Bill Passed
                           - Senate
                      

                      
                          (28 - 4)"
"Jan. 24, 2024",SD,HB 1041,Amends the Definition of Public Infrastructure to Allow Federally Recognized Tribe be Eligible for Housing Infrast ...,"Bill Passed
                           - Senate
                      

                      
                          (29 - 2)"
"Jan. 23, 2024",SD,SB 3,Extends the Length of Time Allowed for a Tax Agreement with an Indigenous Tribe,"Bill Passed
                           - House
                      

                      
                          (67 - 1)"
"Jan. 23, 2024",SD,SB 57,Prohibits Professional Agencies from Denying Convicted Felons from Obtaining Trade Licenses,"Bill Passed
                           - Senate
                      

                      
                          (18 - 15)"
"Jan. 22, 2024",SD,SB 71,"Repeals Prohibition on Law Enforcement Ability to Inspect, Search, Seize, and Prosecute Cannabis Dispensaries","Bill Passed
                           - Senate
                      

                      
                          (26 - 7)"
"Jan. 18, 2024",SD,HB 1001,Reduces the State Sales Tax Rate to 4.2%,"Bill Passed
                           - House
                      

                      
                          (54 - 12)"
"Jan. 16, 2024",SD,HB 1024,Require Applications for Medical Cannabis Licenses have Notice on the Federal Prohibition on Firearm Ownership Whi ...,"Bill Passed
                           - House
                      

                      
                          (68 - 1)"
"Jan. 16, 2024",SD,HB 1036,Requires Cannabis Dispensary's Post Public Notice on the Federal Prohibition on Firearm Ownership While Using Cann ...,"Bill Passed
                           - House
                      

                      
                          (42 - 27)"
"Jan. 16, 2024",SD,HB 1041,Amends the Definition of Public Infrastructure to Allow Federally Recognized Tribe be Eligible for Housing Infrast ...,"Bill Passed
                           - House
                      

                      
                          (52 - 17)"
