Date,State,Bill No,Title,Action
"March 7, 2024",SD,HB 1185,Requires Individuals Pay $500 for Land Surveys,"Bill Passed
                           - Senate
                      

                      
                          (29 - 5)"
"March 7, 2024",SD,SB 1259,Appropriates Money for the Ordinary Expenses of the State Government,"Bill Passed
                           - Senate
                      

                      
                          (32 - 2)"
"March 6, 2024",SD,HB 1186,Prohibits Carbon Dioxide Pipeline Easement Agreements from Exceeding 50 Years,"Conference Report Adopted
                           - Senate
                      

                      
                          (24 - 10)"
"March 6, 2024",SD,SB 201,Amends State Regulations on Pipeline Transmission Infrastructure,"Conference Report Adopted
                           - House
                      

                      
                          (39 - 31)"
"March 6, 2024",SD,SB 201,Amends State Regulations on Pipeline Transmission Infrastructure,"Conference Report Adopted
                           - Senate
                      

                      
                          (24 - 10)"
"March 6, 2024",SD,HB 1186,Prohibits Carbon Dioxide Pipeline Easement Agreements from Exceeding 50 Years,"Conference Report Adopted
                           - House
                      

                      
                          (41 - 29)"
"March 5, 2024",SD,HB 1092,increases the 911 Surcharge on Phone Lines from $1.25 to $2,"Conference Report Adopted
                           - Senate
                      

                      
                          (29 - 4)"
"March 5, 2024",SD,HB 1092,increases the 911 Surcharge on Phone Lines from $1.25 to $2,"Conference Report Adopted
                           - House
                      

                      
                          (60 - 10)"
"March 5, 2024",SD,HB 1244,Authorizes Individuals to Withdraw Their Signatures from Ballot-Question Petitions,"Concurrence Vote Passed
                           - House
                      

                      
                          (60 - 10)"
"March 5, 2024",SD,SB 80,Appropriates $2 million to the State Department of Human Services for Technology Grants to Elderly Care Providers,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (31 - 3)"
"March 4, 2024",SD,SB 1200,Increases Minimum Fee Required for an Application to Build New Power Transmission Facilities,"Concurrence Vote Passed
                           - House
                      

                      
                          (66 - 4)"
"March 4, 2024",SD,SB 208,Requires the Governor's Office of Economic Development to Biannually Report to Legislature the Name and Amount of  ...,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (29 - 4)"
"March 4, 2024",SD,SB 1200,Increases Minimum Fee Required for an Application to Build New Power Transmission Facilities,"Bill Passed
                           - Senate
                      

                      
                          (31 - 2)"
"March 4, 2024",SD,HB 1093,Appropriates $6 Million to the State Department of Social Services for LifeScape,"Bill Passed
                           - Senate
                      

                      
                          (31 - 2)"
