bill_id,session,intro_date,H_author,S_author,coauthors,title,bill_url
HB1001,2024-SS3,2024-01-29,Lepak (H),,,Revenue and taxation; individual income tax; rate reductions; revenue computations; further rate reductions; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1001&Session=243X
HB1002,2024-SS3,2024-01-29,McCall (H),,Sims (H); Williams (H),Revenue and taxation; income tax; rate reductions; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1002&Session=243X
HB1003,2024-SS3,2024-01-29,Steagall (H),,,Revenue and taxation; individual income tax; rates; reductions; corporate income tax rates; reductions; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1003&Session=243X
SB1,2024-SS3,2024-01-29,,Bergstrom (S),,Taxation; directing State Board of Equalization to make certain certification; reduction of income tax rate upon certain certification. Emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=SB1&Session=243X
