bill_id,session,intro_date,H_author,S_author,coauthors,title,bill_url
HB1001,2023-RS,2023-02-06,Olsen (H),,,Firearms; modifying certain age requirement; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1001&Session=2300
HB1002,2023-RS,2023-02-06,Kane (H),,Fugate (H),Firearms; allowing certain detention or arrest; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1002&Session=2300
HB1003,2023-RS,2023-02-06,Olsen (H),,Dollens (H),Motor vehicles; requiring child support payments in certain accidents resulting in death; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1003&Session=2300
HB1004,2023-RS,2023-02-06,Olsen (H),,,Professions and occupations; Oklahoma Pawnshop Act; authorizing use of certain processing fees; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1004&Session=2300
HB1005,2023-RS,2023-02-06,West (Rick) (H),Burns (S),,Jurors; jury service exemption; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1005&Session=2300
HB1006,2023-RS,2023-02-06,West (Rick) (H),Murdock (S),Talley (H); Bashore (H),Schools; requiring students be given excused absences for participating in approved 4-H activities; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1006&Session=2300
HB1007,2023-RS,2023-02-06,West (Rick) (H),,,Controlled dangerous substances; requiring pain management clinics to register with State Board of Medical Licensure and Supervision; prohibiting the dispensation of controlled dangerous substances at pain management clinics; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1007&Session=2300
HB1008,2023-RS,2023-02-06,West (Rick) (H),Burns (S),Hamilton (S),Agriculture; Oklahoma Right to Garden Act of 2023; vegetable gardens; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1008&Session=2300
HB1009,2023-RS,2023-02-06,Talley (H),,,Revenue and taxation; sales tax exemption; veterans; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1009&Session=2300
HB1010,2023-RS,2023-02-06,West (Rick) (H),,,Central Purchasing Act; allowing certain state entities to make certain purchases; documentation; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1010&Session=2300
HB1011,2023-RS,2023-02-06,Olsen (H),,ODonnell (H),Public health and safety; defining terms; health care professionals; gender transition procedures; referrals; exceptions; public funds; Medicaid program reimbursements; felony penalties; statute of limitations; unprofessional conduct; license revocation; statute of limitations; claims or defenses; civil actions; administrative remedies; attorney fees; Attorney General; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1011&Session=2300
HB1012,2023-RS,2023-02-06,Echols (H),,Jett (S),State Department of Health; administrative courts; promulgating rules; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1012&Session=2300
HB1013,2023-RS,2023-02-06,Echols (H),Garvin (S),Hasenbeck (H); Hefner (H),Health care; Lori Brand Patient Bill of Rights Act of 2023; rights of patients; responsibilities of patients; rights of minors; responsibilities of parents; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1013&Session=2300
HB1014,2023-RS,2023-02-06,Olsen (H),,,Medical marijuana; prohibiting medical marijuana dispensaries from being located near places of worship; defining term; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1014&Session=2300
HB1015,2023-RS,2023-02-06,West (Rick) (H),,Conley (H),Oklahoma Higher Learning Access Program; program eligibility; modifying minimum ACT score for certain students; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1015&Session=2300
HB1016,2023-RS,2023-02-06,Lawson (H),Gollihare (S),Sims (H); Sneed (H); Waldron (H); Hefner (H),Oklahoma Route 66 Commission; commission membership; Route 66 Commission Revolving Fund; modifying procedures; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1016&Session=2300
HB1017,2023-RS,2023-02-06,Lawson (H),Rosino (S),Munson (H); Ranson (H),Children; Family Representation and Advocacy Act; Family Representation and Advocacy Program; purpose; funds; duties; exception; executive director; authority; Family Representation and Advocacy Program Board; appointment; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1017&Session=2300
HB1018,2023-RS,2023-02-06,Lawson (H),Garvin (S),,Children; individualized service plans; services; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1018&Session=2300
HB1019,2023-RS,2023-02-06,Lawson (H),,,Children; trial reunification; procedures; time; exception; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1019&Session=2300
HB1020,2023-RS,2023-02-06,Olsen (H),,,Crimes and punishments; requiring forfeiture proceedings follow related criminal convictions; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1020&Session=2300
HB1021,2023-RS,2023-02-06,Olsen (H),,,Firearms; prohibiting the carry of firearms into certain places; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1021&Session=2300
HB1022,2023-RS,2023-02-06,Olsen (H),,,Municipal roads; improvement; repair; maintenance; county commissioners; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1022&Session=2300
HB1023,2023-RS,2023-02-06,Townley (H),Bullard (S),Humphrey (H); Maynard (H),Property; owners association; solar energy; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1023&Session=2300
HB1024,2023-RS,2023-02-06,West (Rick) (H),,,Criminal procedure; requiring special agents of federal agencies to contact county sheriffs under certain circumstances; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1024&Session=2300
HB1025,2023-RS,2023-02-06,West (Rick) (H),,,Drug tests; DNA tests; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1025&Session=2300
HB1026,2023-RS,2023-02-06,West (Rick) (H),Hamilton (S),,Law enforcement training; prohibiting the certification of permanent resident aliens; providing an exception; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1026&Session=2300
HB1027,2023-RS,2023-02-06,Luttrell (H),Coleman (S),Dollens (H); Pittman (H); Menz (H); Hefner (H),Amusements and sports; state-tribal gaming; exception; model tribal gaming compact supplement; sports pools; term; fees; procedures; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1027&Session=2300
HB1028,2023-RS,2023-02-06,Talley (H),Floyd (S),Lepak (H); Munson (H); Dollens (H); Martinez (H); Rosecrants (H); Pae (H); Ranson (H); Townley (H); Waldron (H); Moore (H); Stinson (H); Hefner (H),Schools; prohibiting use of corporal punishment on certain students; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1028&Session=2300
HB1029,2023-RS,2023-02-06,Talley (H),Stanley (S),Munson (H); Pae (H); Pittman (H); Waldron (H); Hicks (S),Schools; directing the State Department of Education to adopt a form for reporting on student homelessness; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1029&Session=2300
HB1030,2023-RS,2023-02-06,West (Josh) (H),Howard (S),Fugate (H); Pae (H); Sims (H); Alonso-Sandoval (H),Data privacy; Oklahoma Computer Data Privacy Act; consumer protection; civil penalties; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1030&Session=2300
HB1031,2023-RS,2023-02-06,Rosecrants (H),,,Schools; creating the Restoration of Sanity in Education Act; repealer; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1031&Session=2300
HB1032,2023-RS,2023-02-06,Lawson (H),Daniels (S),CrosswhiteHader (H); Pittman (H),Children; adjudicative hearings; time frame; exception; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1032&Session=2300
HB1033,2023-RS,2023-02-06,Lawson (H),,CrosswhiteHader (H); Hefner (H),Children; adoption; amount; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1033&Session=2300
HB1034,2023-RS,2023-02-06,Lawson (H),,,Children; Youth Services Agencies; funds; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1034&Session=2300
HB1035,2023-RS,2023-02-06,Rosecrants (H),Pemberton (S),Pae (H); Provenzano (H),Schools; providing for excused absences relating to mental health counseling or occupational therapy; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1035&Session=2300
HB1036,2023-RS,2023-02-06,Rosecrants (H),Kidd (S),West (Josh) (H); Pae (H); Ranson (H); Menz (H); Hefner (H); Waldron (H); Floyd (S),Veterans; creating the Veteran Suicide Prevention Task Force.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1036&Session=2300
HB1037,2023-RS,2023-02-06,Rosecrants (H),,Pae (H); Waldron (H),"Schools; requiring annual salary bonuses for school psychologists, speech-language pathologists, and audiologists; effective date.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1037&Session=2300
HB1038,2023-RS,2023-02-06,Rosecrants (H),,,Tourism; tourism information centers; adult-sized changing tables; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1038&Session=2300
HB1039,2023-RS,2023-02-06,Rosecrants (H),,Pae (H),Revenue and taxation; sales tax holiday; school supplies; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1039&Session=2300
HB1040,2023-RS,2023-02-06,Randleman (H),,Boles (H),School athletics; directing school athletic association to establish a new category of competition; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1040&Session=2300
HB1041,2023-RS,2023-02-06,Randleman (H),Stanley (S),,Schools; subject matter standards; authorizing school district to issue alternate diploma to students in the Oklahoma Alternate Assessment Program; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1041&Session=2300
HB1042,2023-RS,2023-02-06,Randleman (H),,,Education; flexible benefits allowance; bus drivers; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1042&Session=2300
HB1043,2023-RS,2023-02-06,Randleman (H),,Luttrell (H),Child care; payment; child care provider; reimbursement; Department of Human Services; codification; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1043&Session=2300
HB1044,2023-RS,2023-02-06,Randleman (H),,,Professions and occupations; Oklahoma Chiropractic Practice Act; modifying scope of practice; adding supplements that a chiropractor may prescribe or administer; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1044&Session=2300
HB1045,2023-RS,2023-02-06,Lawson (H),Gollihare (S),,Labor; creating rules for single-use test results; creating rules for conclusive drug testing results; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1045&Session=2300
HB1046,2023-RS,2023-02-06,Lawson (H),,,Children; Children and Juvenile Code Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1046&Session=2300
HB1047,2023-RS,2023-02-06,Lawson (H),,,Children; relinquishment; abandonment; neglect; age; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1047&Session=2300
HB1048,2023-RS,2023-02-06,Lawson (H),,,Children; adult sentence; fee; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1048&Session=2300
HB1049,2023-RS,2023-02-06,Lawson (H),,,Children; Juvenile Code Policy Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1049&Session=2300
HB1050,2023-RS,2023-02-06,Randleman (H),,,Human trafficking and child exploitation; creating the Human Trafficking and Child Exploitation Prevention Act; directing retailers of Internet-enabled devices to equip products with certain filters; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1050&Session=2300
HB1051,2023-RS,2023-02-06,Lawson (H),,,"Roads, bridges and ferries; requiring certain information be kept confidential; requiring utilities make certain information available; effective date.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1051&Session=2300
HB1052,2023-RS,2023-02-06,Lawson (H),,,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1052&Session=2300
HB1053,2023-RS,2023-02-06,Lawson (H),,,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1053&Session=2300
HB1054,2023-RS,2023-02-06,Lawson (H),,,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1054&Session=2300
HB1055,2023-RS,2023-02-06,Lawson (H),,,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1055&Session=2300
HB1056,2023-RS,2023-02-06,Lawson (H),,,Children; Children and Juvenile Code Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1056&Session=2300
HB1057,2023-RS,2023-02-06,Lawson (H),,,Children; Children and Juvenile Code Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1057&Session=2300
HB1058,2023-RS,2023-02-06,Lawson (H),,,Children; Juvenile Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1058&Session=2300
HB1059,2023-RS,2023-02-06,Lawson (H),,,Poor persons; Poor Persons Policy Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1059&Session=2300
HB1060,2023-RS,2023-02-06,Lawson (H),,,Poor persons; Poor Persons Policy Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1060&Session=2300
HB1061,2023-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1061&Session=2300
HB1062,2023-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1062&Session=2300
HB1063,2023-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1063&Session=2300
HB1064,2023-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1064&Session=2300
HB1065,2023-RS,2023-02-06,Talley (H),,Pittman (H),Definitions and general provisions; adding criminal history to discriminatory practices; providing for indemnification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1065&Session=2300
HB1066,2023-RS,2023-02-06,Talley (H),Alvord (S),Cantrell (H),County commissioners; transfer of surplus property; prohibition; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1066&Session=2300
HB1067,2023-RS,2023-02-06,West (Josh) (H),,,Roads and bridges; exempting school buses from paying tolls; authorizing the promulgation of rules; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1067&Session=2300
HB1068,2023-RS,2023-02-06,West (Josh) (H),,,Retirement; Oklahoma Public Employees Retirement System; definition; eligibility; death benefits; employee contribution; reference; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1068&Session=2300
HB1069,2023-RS,2023-02-06,Lawson (H),,,Transportation; creating the Transportation Reform Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1069&Session=2300
HB1070,2023-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1070&Session=2300
HB1071,2023-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1071&Session=2300
HB1072,2023-RS,2023-02-06,Talley (H),Stanley (S),,Children; investigation; court hearing; report; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1072&Session=2300
HB1073,2023-RS,2023-02-06,Smith (H),Alvord (S),,Motor vehicles; salvage titles; notification of penalty; requiring Service Oklahoma to cancel certain certificates of title; mailing of documents; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1073&Session=2300
HB1074,2023-RS,2023-02-06,Smith (H),,McDugle (H); Banning (H); Lepak (H),Professions and occupations; Funeral Services Licensing Act; definition; exception; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1074&Session=2300
HB1075,2023-RS,2023-02-06,Luttrell (H),,Hilbert (H); Talley (H); Waldron (H); Sneed (H); Cantrell (H); Burns (H); Provenzano (H); Rosecrants (H); Deck (H); Pfeiffer (H); Davis (H); Martinez (H); Roe (H); Dollens (H); Hill (H); Manger (H); Humphrey (H); McEntire (H); Menz (H); Schreiber (H); Wolfley (H); May (H); Townley (H); Pae (H); Archer (H); Fugate (H); Newton (H); Staires (H); Bennett (H); Hardin (H); Randleman (H); Ranson (H),Railroads; stating legislative intent; requiring certain railroad operators have two crewmembers; making certain exceptions; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1075&Session=2300
HB1076,2023-RS,2023-02-06,Luttrell (H),Coleman (S),Martinez (H),Motor vehicles; deleting limitation on the height of motorcycle handlebars; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1076&Session=2300
HB1077,2023-RS,2023-02-06,Luttrell (H),Rogers (S),Pae (H); Pittman (H),Public health and safety; creating the Kasey Alert Act; directing the Department of Public Safety to develop a Kasey Alert system; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1077&Session=2300
HB1078,2023-RS,2023-02-06,Luttrell (H),,,Professions and occupations; The Plumbing License Law of 1955; providing qualifications for journeyman plumber examination; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1078&Session=2300
HB1079,2023-RS,2023-02-06,Luttrell (H),Coleman (S),,Corporation Commission; requiring courier application services and restaurants have certain agreement; filing of complaint; protocol and fee schedule; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1079&Session=2300
HB1080,2023-RS,2023-02-06,Steagall (H),Stanley (S),Baker (H); West (Kevin) (H); West (Tammy) (H); Cornwell (H); Hardin (H); Roe (H); Townley (H); Roberts (H); Menz (H); Kendrix (H); Talley (H); Ranson (H); Fugate (H); Caldwell (Trey) (H); Pederson (S),"Soldiers and sailors; Oklahoma Veterans Commission; directing certain 
action within specific time frame and manner.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1080&Session=2300
HB1081,2023-RS,2023-02-06,Rosecrants (H),,Pae (H),Schools; creating the Right to Recess Act; requiring schools to provide a minimum amount of daily recess time for students; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1081&Session=2300
HB1082,2023-RS,2023-02-06,Talley (H),Jett (S),Echols (H); Miller (H); Provenzano (H); Hefner (H),Public health and safety; Uniform Controlled Dangerous Substances Act; process for obtaining informed consent from patients; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1082&Session=2300
HB1083,2023-RS,2023-02-06,McCall (H),,,Banks and trust companies; Oklahoma Banks and Trust Companies Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1083&Session=2300
HB1084,2023-RS,2023-02-06,McCall (H),,,Banks and trust companies; Oklahoma Banks and Trust Companies Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1084&Session=2300
HB1085,2023-RS,2023-02-06,McCall (H),,,Census; Oklahoma Census Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1085&Session=2300
HB1086,2023-RS,2023-02-06,McCall (H),,,Census; Oklahoma Census Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1086&Session=2300
HB1087,2023-RS,2023-02-06,McCall (H),,,Commercial Code; Oklahoma Commercial Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1087&Session=2300
HB1088,2023-RS,2023-02-06,McCall (H),,,Commercial Code; Oklahoma Commercial Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1088&Session=2300
HB1089,2023-RS,2023-02-06,McCall (H),,,Congressional and legislative districts; Oklahoma Congressional and Legislative Districts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1089&Session=2300
HB1090,2023-RS,2023-02-06,McCall (H),,,Congressional and legislative districts; Oklahoma Congressional and Legislative Districts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1090&Session=2300
HB1091,2023-RS,2023-02-06,McCall (H),,,Consumer Credit Code; Oklahoma Consumer Credit Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1091&Session=2300
HB1092,2023-RS,2023-02-06,McCall (H),,,Consumer Credit Code; Oklahoma Consumer Credit Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1092&Session=2300
HB1093,2023-RS,2023-02-06,McCall (H),,,Contracts; Oklahoma Contracts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1093&Session=2300
HB1094,2023-RS,2023-02-06,McCall (H),,,Contracts; Oklahoma Contracts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1094&Session=2300
HB1095,2023-RS,2023-02-06,McCall (H),,,Corporations; Oklahoma Corporations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1095&Session=2300
HB1096,2023-RS,2023-02-06,McCall (H),,,Corporations; Oklahoma Corporations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1096&Session=2300
HB1097,2023-RS,2023-02-06,McCall (H),,,Courts; Oklahoma Courts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1097&Session=2300
HB1098,2023-RS,2023-02-06,McCall (H),,,Courts; Oklahoma Courts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1098&Session=2300
HB1099,2023-RS,2023-02-06,McCall (H),,,Damages; Oklahoma Damages Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1099&Session=2300
HB1100,2023-RS,2023-02-06,McCall (H),,,Damages; Oklahoma Damages Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1100&Session=2300
HB1101,2023-RS,2023-02-06,McCall (H),,,Elections; Oklahoma Elections Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1101&Session=2300
HB1102,2023-RS,2023-02-06,McCall (H),,,Elections; Oklahoma Elections Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1102&Session=2300
HB1103,2023-RS,2023-02-06,McCall (H),,,Fees; Oklahoma Fees Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1103&Session=2300
HB1104,2023-RS,2023-02-06,McCall (H),,,Fees; Oklahoma Fees Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1104&Session=2300
HB1105,2023-RS,2023-02-06,McCall (H),,,Initiative and referendum; Oklahoma Initiative and Referendum Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1105&Session=2300
HB1106,2023-RS,2023-02-06,McCall (H),,,Initiative and referendum; Oklahoma Initiative and Referendum Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1106&Session=2300
HB1107,2023-RS,2023-02-06,McCall (H),,,Jurors; Oklahoma Jurors Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1107&Session=2300
HB1108,2023-RS,2023-02-06,McCall (H),,,Jurors; Oklahoma Jurors Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1108&Session=2300
HB1109,2023-RS,2023-02-06,McCall (H),,,Justices and constables; Oklahoma Justices and Constables Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1109&Session=2300
HB1110,2023-RS,2023-02-06,McCall (H),,,Justices and constables; Oklahoma Justices and Constables Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1110&Session=2300
HB1111,2023-RS,2023-02-06,McCall (H),,,Labor; Oklahoma Labor Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1111&Session=2300
HB1112,2023-RS,2023-02-06,McCall (H),,,Labor; Oklahoma Labor Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1112&Session=2300
HB1113,2023-RS,2023-02-06,McCall (H),,,Militia; Oklahoma Militia Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1113&Session=2300
HB1114,2023-RS,2023-02-06,McCall (H),,,Militia; Oklahoma Militia Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1114&Session=2300
HB1115,2023-RS,2023-02-06,McCall (H),,,Notaries public; Oklahoma Notaries Public Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1115&Session=2300
HB1116,2023-RS,2023-02-06,McCall (H),,,Notaries public; Oklahoma Notaries Public Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1116&Session=2300
HB1117,2023-RS,2023-02-06,McCall (H),,,Nuisances; Oklahoma Nuisances Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1117&Session=2300
HB1118,2023-RS,2023-02-06,McCall (H),,,Nuisances; Oklahoma Nuisances Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1118&Session=2300
HB1119,2023-RS,2023-02-06,McCall (H),,,Partnerships; Oklahoma Partnerships Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1119&Session=2300
HB1120,2023-RS,2023-02-06,McCall (H),,,Partnerships; Oklahoma Partnerships Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1120&Session=2300
HB1121,2023-RS,2023-02-06,McCall (H),,,Professions and occupations; Oklahoma Professions and Occupations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1121&Session=2300
HB1122,2023-RS,2023-02-06,McCall (H),,,Professions and occupations; Oklahoma Professions and Occupations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1122&Session=2300
HB1123,2023-RS,2023-02-06,McCall (H),,,Professions and occupations; Oklahoma Professions and Occupations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1123&Session=2300
HB1124,2023-RS,2023-02-06,McCall (H),,,Public buildings and public works; Oklahoma Public Buildings and Public Works Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1124&Session=2300
HB1125,2023-RS,2023-02-06,McCall (H),,,Public buildings and public works; Oklahoma Public Buildings and Public Works Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1125&Session=2300
HB1126,2023-RS,2023-02-06,McCall (H),,,Public lands; Oklahoma Public Lands Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1126&Session=2300
HB1127,2023-RS,2023-02-06,McCall (H),,,Public lands; Oklahoma Public Lands Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1127&Session=2300
HB1128,2023-RS,2023-02-06,McCall (H),,,Public libraries; Oklahoma Public Libraries Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1128&Session=2300
HB1129,2023-RS,2023-02-06,McCall (H),,,Public libraries; Oklahoma Public Libraries Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1129&Session=2300
HB1130,2023-RS,2023-02-06,Fetgatter (H),Thompson (Roger) (S),,Revenue and taxation; sales tax exemptions; broadband equipment; modifying provisions of exemption; modifying reference; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1130&Session=2300
