bill_id,session,chamber,action_date,journal_page,action,order
HB1022,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1022,2023-SS1,H,2023-05-24,1476,General Order,7
HB1022,2023-SS1,H,2023-05-24,1476,JCR adopted,8
HB1022,2023-SS1,H,2023-05-24,1476,"Third Reading, Measure passed:  Ayes: 51 Nays: 45",9
HB1022,2023-SS1,H,2023-05-24,1476,Referred for engrossment,10
HB1022,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",11
HB1022,2023-SS1,S,2023-05-24,1418,First Reading,12
HB1022,2023-SS1,S,2023-05-25,1424,Direct to Calendar,13
HB1022,2023-SS1,S,2023-05-26,1429,JCR adopted,14
HB1022,2023-SS1,S,2023-05-26,1429,Measure failed:  Ayes: 15  Nays: 29,15
HB1022,2023-SS1,S,2023-05-26,1429,Notice served to reconsider vote on measure Howard,16
HB1022,2023-SS1,S,2023-07-31,1454,Motion expired,17
HB1023,2023-SS1,H,2023-05-17,1439,First Reading,1
HB1023,2023-SS1,H,2023-05-17,1439,"Authored by Representative Wallace, Martinez",2
HB1023,2023-SS1,H,2023-05-17,1439,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1023,2023-SS1,H,2023-05-17,1439,Coauthored by Senator(s) Hall,4
HB1023,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1023,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1023,2023-SS1,H,2023-05-23,1450,Emergency added,7
HB1023,2023-SS1,H,2023-05-24,1466,General Order,8
HB1023,2023-SS1,H,2023-05-24,1466,JCR adopted,9
HB1023,2023-SS1,H,2023-05-24,1467,"Third Reading, Measure passed and Emergency failed:  Ayes: 52 Nays: 42; Ayes: 51 Nays: 36",10
HB1023,2023-SS1,H,2023-05-24,1467,Referred for engrossment,11
HB1023,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",12
HB1023,2023-SS1,S,2023-05-24,1418,First Reading,13
HB1023,2023-SS1,S,2023-05-25,1424,Direct to Calendar,14
HB1023,2023-SS1,S,2023-05-26,1428,JCR adopted,15
HB1023,2023-SS1,S,2023-05-26,1428,Measure passed:  Ayes: 42  Nays: 2,16
HB1023,2023-SS1,S,2023-05-26,1428,"Engrossed measure signed, returned to House",17
HB1023,2023-SS1,H,2023-05-26,1504,Referred for enrollment,18
HB1023,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",19
HB1023,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",20
HB1023,2023-SS1,H,2023-05-26,1510,Sent to Governor,21
HB1023,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,22
HB1024,2023-SS1,H,2023-05-17,1439,First Reading,1
HB1024,2023-SS1,H,2023-05-17,1439,"Authored by Representative Wallace, Martinez",2
HB1024,2023-SS1,H,2023-05-17,1439,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1024,2023-SS1,H,2023-05-17,1439,Coauthored by Senator(s) Hall,4
HB1024,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1024,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1024,2023-SS1,H,2023-05-24,1475,General Order,7
HB1024,2023-SS1,H,2023-05-24,1475,JCR adopted,8
HB1024,2023-SS1,H,2023-05-24,1475,"Third Reading, Measure passed:  Ayes: 94 Nays: 0",9
HB1024,2023-SS1,H,2023-05-24,1476,Referred for engrossment,10
HB1024,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",11
HB1024,2023-SS1,S,2023-05-24,1418,First Reading,12
HB1024,2023-SS1,S,2023-05-25,1424,Direct to Calendar,13
HB1024,2023-SS1,S,2023-05-26,1431,JCR adopted,14
HB1024,2023-SS1,S,2023-05-26,1432,Measure passed:  Ayes: 45  Nays: 0,15
HB1024,2023-SS1,S,2023-05-26,1432,"Engrossed measure signed, returned to House",16
HB1024,2023-SS1,S,2023-05-26,1444,Coauthored by Senator Hicks,17
HB1024,2023-SS1,S,2023-05-26,1444,Coauthored by Representative Provenzano,18
HB1024,2023-SS1,S,2023-05-26,1444,Coauthored by Representative Menz,19
HB1024,2023-SS1,S,2023-05-26,1444,Coauthored by Representative Schreiber,20
HB1024,2023-SS1,S,2023-05-26,1445,Coauthored by Representative Hefner,21
HB1024,2023-SS1,S,2023-05-26,1445,Coauthored by Representative Ranson,22
HB1024,2023-SS1,S,2023-05-26,1445,Coauthored by Representative Swope,23
HB1024,2023-SS1,H,2023-05-26,1504,Referred for enrollment,24
HB1024,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",25
HB1024,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",26
HB1024,2023-SS1,H,2023-05-26,1510,Sent to Governor,27
HB1024,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,28
HB1025,2023-SS1,H,2023-05-17,1439,First Reading,1
HB1025,2023-SS1,H,2023-05-17,1439,"Authored by Representative Wallace, Martinez",2
HB1025,2023-SS1,H,2023-05-17,1439,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1025,2023-SS1,H,2023-05-17,1439,Coauthored by Senator(s) Hall,4
HB1025,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1025,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1025,2023-SS1,H,2023-05-24,1472,General Order,7
HB1025,2023-SS1,H,2023-05-24,1472,JCR adopted,8
HB1025,2023-SS1,H,2023-05-24,1472,"Third Reading, Measure passed:  Ayes: 96 Nays: 2",9
HB1025,2023-SS1,H,2023-05-24,1473,Referred for engrossment,10
HB1025,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",11
HB1025,2023-SS1,S,2023-05-24,1418,First Reading,12
HB1025,2023-SS1,S,2023-05-25,1424,Direct to Calendar,13
HB1025,2023-SS1,S,2023-05-26,1438,JCR adopted,14
HB1025,2023-SS1,S,2023-05-26,1438,Measure passed:  Ayes: 26  Nays: 17,15
HB1025,2023-SS1,S,2023-05-26,1438,"Engrossed measure signed, returned to House",16
HB1025,2023-SS1,H,2023-05-26,1510,Referred for enrollment,17
HB1025,2023-SS1,H,2023-05-26,1510,"Enrolled, signed, to Senate",18
HB1025,2023-SS1,S,2023-05-26,,"Enrolled measure signed, returned to House",19
HB1025,2023-SS1,H,2023-05-26,1510,Sent to Governor,20
HB1025,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,21
HB1026,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1026,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1026,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1026,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1026,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1026,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1026,2023-SS1,H,2023-05-24,1473,General Order,7
HB1026,2023-SS1,H,2023-05-24,1473,JCR adopted,8
HB1026,2023-SS1,H,2023-05-24,1473,"Third Reading, Measure passed:  Ayes: 70 Nays: 24",9
HB1026,2023-SS1,H,2023-05-24,1473,Referred for engrossment,10
HB1026,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",11
HB1026,2023-SS1,S,2023-05-24,1419,First Reading,12
HB1026,2023-SS1,S,2023-05-25,1424,Direct to Calendar,13
HB1026,2023-SS1,S,2023-05-26,1438,JCR adopted,14
HB1026,2023-SS1,S,2023-05-26,1439,Measure failed:  Ayes: 13  Nays: 31,15
HB1026,2023-SS1,S,2023-05-26,1439,Notice served to reconsider vote on measure Haste,16
HB1026,2023-SS1,S,2023-07-31,1454,Motion expired,17
HB1027,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1027,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1027,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1027,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1027,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1027,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1027,2023-SS1,H,2023-05-23,1450,Emergency added,7
HB1027,2023-SS1,H,2023-05-24,1477,General Order,8
HB1027,2023-SS1,H,2023-05-24,1477,JCR adopted,9
HB1027,2023-SS1,H,2023-05-24,1477,"Third Reading, Measure and Emergency passed:  Ayes: 89 Nays: 5",10
HB1027,2023-SS1,H,2023-05-24,1477,Referred for engrossment,11
HB1027,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",12
HB1027,2023-SS1,S,2023-05-24,1419,First Reading,13
HB1027,2023-SS1,S,2023-05-25,1424,Direct to Calendar,14
HB1027,2023-SS1,S,2023-05-26,1432,JCR adopted,15
HB1027,2023-SS1,S,2023-05-26,1433,Measure and Emergency passed:  Ayes:  40 Nays:  5,16
HB1027,2023-SS1,S,2023-05-26,1433,"Engrossed measure signed, returned to House",17
HB1027,2023-SS1,H,2023-05-26,1504,Referred for enrollment,18
HB1027,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",19
HB1027,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",20
HB1027,2023-SS1,H,2023-05-26,1510,Sent to Governor,21
HB1027,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,22
HB1028,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1028,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1028,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1028,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1028,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1028,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1028,2023-SS1,H,2023-05-23,1450,Emergency added,7
HB1028,2023-SS1,H,2023-05-24,1477,General Order,8
HB1028,2023-SS1,H,2023-05-24,1477,JCR adopted,9
HB1028,2023-SS1,H,2023-05-24,1478,"Third Reading, Measure and Emergency passed:  Ayes: 91 Nays: 0",10
HB1028,2023-SS1,H,2023-05-24,1478,Referred for engrossment,11
HB1028,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",12
HB1028,2023-SS1,S,2023-05-24,1419,First Reading,13
HB1028,2023-SS1,S,2023-05-25,1424,Direct to Calendar,14
HB1028,2023-SS1,S,2023-05-26,1435,JCR adopted,15
HB1028,2023-SS1,S,2023-05-26,1435,Measure and Emergency passed:  Ayes:  43 Nays:  2,16
HB1028,2023-SS1,S,2023-05-26,1435,"Engrossed measure signed, returned to House",17
HB1028,2023-SS1,H,2023-05-26,1504,Referred for enrollment,18
HB1028,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",19
HB1028,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",20
HB1028,2023-SS1,H,2023-05-26,1510,Sent to Governor,21
HB1028,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,22
HB1029,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1029,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1029,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1029,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1029,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1029,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1029,2023-SS1,H,2023-05-24,1468,General Order,7
HB1029,2023-SS1,H,2023-05-24,1468,"Coauthored by Representative(s) Wolfley, West (Tammy)",8
HB1029,2023-SS1,H,2023-05-24,1468,JCR adopted,9
HB1029,2023-SS1,H,2023-05-24,1469,"Third Reading, Measure passed:  Ayes: 97 Nays: 0",10
HB1029,2023-SS1,H,2023-05-24,1469,Referred for engrossment,11
HB1029,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",12
HB1029,2023-SS1,S,2023-05-24,1419,First Reading,13
HB1029,2023-SS1,S,2023-05-25,1424,Direct to Calendar,14
HB1029,2023-SS1,S,2023-05-26,1430,JCR adopted,15
HB1029,2023-SS1,S,2023-05-26,1431,Measure passed:  Ayes: 33  Nays: 11,16
HB1029,2023-SS1,S,2023-05-26,1431,"Engrossed measure signed, returned to House",17
HB1029,2023-SS1,H,2023-05-26,1504,Referred for enrollment,18
HB1029,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",19
HB1029,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",20
HB1029,2023-SS1,H,2023-05-26,1510,Sent to Governor,21
HB1029,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,22
HB1030,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1030,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1030,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1030,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1030,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1030,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1030,2023-SS1,H,2023-05-23,1450,Emergency added,7
HB1030,2023-SS1,H,2023-05-24,1474,General Order,8
HB1030,2023-SS1,H,2023-05-24,1474,JCR adopted,9
HB1030,2023-SS1,H,2023-05-24,1475,"Third Reading, Measure and Emergency passed:  Ayes: 91 Nays: 3",10
HB1030,2023-SS1,H,2023-05-24,1475,Referred for engrossment,11
HB1030,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",12
HB1030,2023-SS1,S,2023-05-24,1419,First Reading,13
HB1030,2023-SS1,S,2023-05-25,1424,Direct to Calendar,14
HB1030,2023-SS1,S,2023-05-26,1434,JCR adopted,15
HB1030,2023-SS1,S,2023-05-26,1434,Measure and Emergency passed:  Ayes:  43 Nays:  2,16
HB1030,2023-SS1,S,2023-05-26,1434,"Engrossed measure signed, returned to House",17
HB1030,2023-SS1,H,2023-05-26,1504,Referred for enrollment,18
HB1030,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",19
HB1030,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",20
HB1030,2023-SS1,H,2023-05-26,1510,Sent to Governor,21
HB1030,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,22
HB1031,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1031,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1031,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1031,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1031,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1031,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1031,2023-SS1,H,2023-05-23,1450,Emergency added,7
HB1031,2023-SS1,H,2023-05-24,1474,General Order,8
HB1031,2023-SS1,H,2023-05-24,1474,Coauthored by Representative(s) Deck,9
HB1031,2023-SS1,H,2023-05-24,1474,JCR adopted,10
HB1031,2023-SS1,H,2023-05-24,1474,"Third Reading, Measure and Emergency passed:  Ayes: 72 Nays: 26",11
HB1031,2023-SS1,H,2023-05-24,1474,Referred for engrossment,12
HB1031,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",13
HB1031,2023-SS1,S,2023-05-24,1419,First Reading,14
HB1031,2023-SS1,S,2023-05-25,1424,Direct to Calendar,15
HB1031,2023-SS1,S,2023-05-26,1437,JCR adopted,16
HB1031,2023-SS1,S,2023-05-26,1437,Measure passed:  Ayes: 25  Nays: 18,17
HB1031,2023-SS1,S,2023-05-26,1438,Emergency passed:  Ayes: 36 Nays: 7,18
HB1031,2023-SS1,S,2023-05-26,1438,"Engrossed measure signed, returned to House",19
HB1031,2023-SS1,H,2023-05-26,1510,Referred for enrollment,20
HB1031,2023-SS1,H,2023-05-26,1510,"Enrolled, signed, to Senate",21
HB1031,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",22
HB1031,2023-SS1,H,2023-05-26,1510,Sent to Governor,23
HB1031,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,24
HB1032,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1032,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1032,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1032,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1032,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1032,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1032,2023-SS1,H,2023-05-24,1456,General Order,7
HB1032,2023-SS1,H,2023-05-24,1456,JCR adopted,8
HB1032,2023-SS1,H,2023-05-24,1456,"Third Reading, Measure passed:  Ayes: 92 Nays: 4",9
HB1032,2023-SS1,H,2023-05-24,1456,Referred for engrossment,10
HB1032,2023-SS1,H,2023-05-24,1460,"Engrossed, signed, to Senate",11
HB1032,2023-SS1,S,2023-05-24,1420,First Reading,12
HB1032,2023-SS1,S,2023-05-25,1424,Direct to Calendar,13
HB1032,2023-SS1,S,2023-05-26,1441,JCR adopted,14
HB1032,2023-SS1,S,2023-05-26,1441,Measure passed:  Ayes: 41  Nays: 3,15
HB1032,2023-SS1,S,2023-05-26,1442,"Engrossed measure signed, returned to House",16
HB1032,2023-SS1,H,2023-05-26,1510,Referred for enrollment,17
HB1032,2023-SS1,H,2023-05-26,1510,"Enrolled, signed, to Senate",18
HB1032,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",19
HB1032,2023-SS1,H,2023-05-26,1510,Sent to Governor,20
HB1032,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,21
HB1033,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1033,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1033,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1033,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1033,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1033,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1033,2023-SS1,H,2023-05-23,1450,Emergency added,7
HB1033,2023-SS1,H,2023-05-24,1468,General Order,8
HB1033,2023-SS1,H,2023-05-24,1468,JCR adopted,9
HB1033,2023-SS1,H,2023-05-24,1468,"Third Reading, Measure and Emergency passed:  Ayes: 99 Nays: 0",10
HB1033,2023-SS1,H,2023-05-24,1468,Referred for engrossment,11
HB1033,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",12
HB1033,2023-SS1,S,2023-05-24,1420,First Reading,13
HB1033,2023-SS1,S,2023-05-25,1424,Direct to Calendar,14
HB1033,2023-SS1,S,2023-05-26,1436,JCR adopted,15
HB1033,2023-SS1,S,2023-05-26,1436,Measure and Emergency passed:  Ayes:  42 Nays:  2,16
HB1033,2023-SS1,S,2023-05-26,1436,"Engrossed measure signed, returned to House",17
HB1033,2023-SS1,H,2023-05-26,1504,Referred for enrollment,18
HB1033,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",19
HB1033,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",20
HB1033,2023-SS1,H,2023-05-26,1510,Sent to Governor,21
HB1033,2023-SS1,H,2023-06-12,1516,Becomes law without Governor's signature 06/02/2023,22
HB1034,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1034,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1034,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1034,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1034,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1035,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1035,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1035,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1035,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1035,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1036,2023-SS1,H,2023-05-17,1440,First Reading,1
HB1036,2023-SS1,H,2023-05-17,1440,"Authored by Representative Wallace, Martinez",2
HB1036,2023-SS1,H,2023-05-17,1440,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1036,2023-SS1,H,2023-05-17,1440,Coauthored by Senator(s) Hall,4
HB1036,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1037,2023-SS1,H,2023-05-17,1441,First Reading,1
HB1037,2023-SS1,H,2023-05-17,1441,"Authored by Representative Wallace, Martinez",2
HB1037,2023-SS1,H,2023-05-17,1441,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1037,2023-SS1,H,2023-05-17,1441,Coauthored by Senator(s) Hall,4
HB1037,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1038,2023-SS1,H,2023-05-17,1441,First Reading,1
HB1038,2023-SS1,H,2023-05-17,1441,"Authored by Representative Wallace, Martinez",2
HB1038,2023-SS1,H,2023-05-17,1441,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1038,2023-SS1,H,2023-05-17,1441,Coauthored by Senator(s) Hall,4
HB1038,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1038,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1038,2023-SS1,H,2023-05-24,1458,General Order,7
HB1038,2023-SS1,H,2023-05-24,1458,JCR adopted,8
HB1038,2023-SS1,H,2023-05-24,1458,"Third Reading, Measure passed:  Ayes: 81 Nays: 20",9
HB1038,2023-SS1,H,2023-05-24,1458,Referred for engrossment,10
HB1038,2023-SS1,H,2023-05-24,1460,"Engrossed, signed, to Senate",11
HB1038,2023-SS1,S,2023-05-24,1420,First Reading,12
HB1038,2023-SS1,S,2023-05-25,1424,Direct to Calendar,13
HB1038,2023-SS1,S,2023-05-26,1426,JCR adopted,14
HB1038,2023-SS1,S,2023-05-26,1426,Measure passed:  Ayes: 30  Nays: 15,15
HB1038,2023-SS1,S,2023-05-26,1426,"Engrossed measure signed, returned to House",16
HB1038,2023-SS1,H,2023-05-26,1504,Referred for enrollment,17
HB1038,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",18
HB1038,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",19
HB1038,2023-SS1,H,2023-05-26,1510,Sent to Governor,20
HB1038,2023-SS1,H,2023-06-12,1517,Becomes law without Governor's signature 06/02/2023,21
HB1039,2023-SS1,H,2023-05-17,1441,First Reading,1
HB1039,2023-SS1,H,2023-05-17,1441,"Authored by Representative Wallace, Martinez",2
HB1039,2023-SS1,H,2023-05-17,1441,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1039,2023-SS1,H,2023-05-17,1441,Coauthored by Senator(s) Hall,4
HB1039,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1039,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1039,2023-SS1,H,2023-05-23,1450,"Coauthored by Representative(s) Kendrix, Lepak",7
HB1039,2023-SS1,H,2023-05-23,1450,Emergency added,8
HB1039,2023-SS1,H,2023-05-24,1471,General Order,9
HB1039,2023-SS1,H,2023-05-24,1471,JCR adopted,10
HB1039,2023-SS1,H,2023-05-24,1471,"Third Reading, Measure and Emergency passed:  Ayes: 77 Nays: 20",11
HB1039,2023-SS1,H,2023-05-24,1471,Referred for engrossment,12
HB1039,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",13
HB1039,2023-SS1,S,2023-05-24,1420,First Reading,14
HB1039,2023-SS1,S,2023-05-25,1424,Direct to Calendar,15
HB1039,2023-SS1,S,2023-05-26,1433,JCR adopted,16
HB1039,2023-SS1,S,2023-05-26,1433,Measure and Emergency passed:  Ayes:  36 Nays:  9,17
HB1039,2023-SS1,S,2023-05-26,1433,"Engrossed measure signed, returned to House",18
HB1039,2023-SS1,H,2023-05-26,1504,Referred for enrollment,19
HB1039,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",20
HB1039,2023-SS1,S,2023-05-26,1444,"Enrolled measure signed, returned to House",21
HB1039,2023-SS1,S,2023-05-26,1445,Coauthored by Representative Hays,22
HB1039,2023-SS1,H,2023-05-26,1510,Sent to Governor,23
HB1039,2023-SS1,H,2023-06-12,1517,Becomes law without Governor's signature 06/02/2023,24
HB1040,2023-SS1,H,2023-05-17,1441,First Reading,1
HB1040,2023-SS1,H,2023-05-17,1441,"Authored by Representative Wallace, Martinez",2
HB1040,2023-SS1,H,2023-05-17,1441,Authored by Senator Thompson (Roger) (principal Senate author),3
HB1040,2023-SS1,H,2023-05-17,1441,Coauthored by Senator(s) Hall,4
HB1040,2023-SS1,H,2023-05-18,1444,Second Reading referred to Joint Committee on Appropriations and Budget,5
HB1040,2023-SS1,H,2023-05-23,1450,"JCR; Do pass, amended by committee substitute Joint Committee on Appropriations and Budget",6
HB1040,2023-SS1,H,2023-05-24,1471,General Order,7
HB1040,2023-SS1,H,2023-05-24,1471,"Coauthored by Representative(s) Maynard, Hill",8
HB1040,2023-SS1,H,2023-05-24,1471,JCR adopted,9
HB1040,2023-SS1,H,2023-05-24,1472,"Third Reading, Measure passed:  Ayes: 86 Nays: 7",10
HB1040,2023-SS1,H,2023-05-24,1472,Referred for engrossment,11
HB1040,2023-SS1,H,2023-05-24,1482,"Engrossed, signed, to Senate",12
HB1040,2023-SS1,S,2023-05-24,1421,First Reading,13
HB1040,2023-SS1,S,2023-05-25,1424,Direct to Calendar,14
HB1040,2023-SS1,S,2023-05-26,1436,JCR adopted,15
HB1040,2023-SS1,S,2023-05-26,1437,Measure passed:  Ayes: 45  Nays: 0,16
HB1040,2023-SS1,S,2023-05-26,1437,"Engrossed measure signed, returned to House",17
HB1040,2023-SS1,H,2023-05-26,1504,Referred for enrollment,18
HB1040,2023-SS1,H,2023-05-26,1505,"Enrolled, signed, to Senate",19
