bill_id,session,intro_date,H_author,S_author,coauthors,title,bill_url
SR1,2024-SS4,2024-07-15,,Treat (S),Jech (S); Daniels (S); McCortney (S); Pederson (S); Pemberton (S); Pugh (S); Rader (S); Rosino (S); Murdock (S); Coleman (S); Hall (S); Haste (S); Howard (S); Stanley (S); Weaver (S); Burns (S); Garvin (S); Hamilton (S); Stephens (S); Woods (S); Gollihare (S); Alvord (S); Green (S); Deevers (S),A resolution condemning political violence.,http://www.oklegislature.gov/BillInfo.aspx?Bill=SR1&Session=244X
