bill_id,session,intro_date,H_author,S_author,coauthors,title,bill_url
HB1031,2024-RS,2023-02-06,Rosecrants (H),,,Schools; creating the Restoration of Sanity in Education Act; repealer; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1031&Session=2400
HB1032,2024-RS,2023-02-06,Lawson (H),Daniels (S),CrosswhiteHader (H); Pittman (H),Children; adjudicative hearings; time frame; exception; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1032&Session=2400
HB1033,2024-RS,2023-02-06,Lawson (H),,CrosswhiteHader (H); Hefner (H),Children; adoption; amount; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1033&Session=2400
HB1034,2024-RS,2023-02-06,Lawson (H),,,Children; Youth Services Agencies; funds; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1034&Session=2400
HB1035,2024-RS,2023-02-06,Rosecrants (H),Pemberton (S),Pae (H); Provenzano (H),Schools; providing for excused absences relating to mental health counseling or occupational therapy; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1035&Session=2400
HB1036,2024-RS,2023-02-06,Rosecrants (H),Kidd (S),West (Josh) (H); Pae (H); Ranson (H); Menz (H); Hefner (H); Waldron (H); Floyd (S),Veterans; creating the Veteran Suicide Prevention Task Force.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1036&Session=2400
HB1037,2024-RS,2023-02-06,Randleman (H),Kirt (S),Rosecrants (H); Pae (H); Ranson (H); Waldron (H); Deck (H); Menz (H),"Schools; requiring annual salary bonuses for school psychologists, speech-language pathologists, and audiologists; effective date.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1037&Session=2400
HB1038,2024-RS,2023-02-06,Rosecrants (H),,,Tourism; tourism information centers; adult-sized changing tables; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1038&Session=2400
HB1039,2024-RS,2023-02-06,Rosecrants (H),,Pae (H),Revenue and taxation; sales tax holiday; school supplies; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1039&Session=2400
HB1040,2024-RS,2023-02-06,Randleman (H),,Boles (H),School athletics; directing school athletic association to establish a new category of competition; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1040&Session=2400
HB1041,2024-RS,2023-02-06,Randleman (H),Stanley (S),,Schools; subject matter standards; authorizing school district to issue alternate diploma to students in the Oklahoma Alternate Assessment Program; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1041&Session=2400
HB1042,2024-RS,2023-02-06,Randleman (H),,,Education; flexible benefits allowance; bus drivers; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1042&Session=2400
HB1043,2024-RS,2023-02-06,Randleman (H),,Luttrell (H),Child care; payment; child care provider; reimbursement; Department of Human Services; codification; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1043&Session=2400
HB1044,2024-RS,2023-02-06,Randleman (H),,,Professions and occupations; Oklahoma Chiropractic Practice Act; modifying scope of practice; adding supplements that a chiropractor may prescribe or administer; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1044&Session=2400
HB1045,2024-RS,2023-02-06,Lawson (H),Gollihare (S),,Labor; creating rules for single-use test results; creating rules for conclusive drug testing results; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1045&Session=2400
HB1046,2024-RS,2023-02-06,Lawson (H),,,Children; Children and Juvenile Code Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1046&Session=2400
HB1047,2024-RS,2023-02-06,Lawson (H),,,Children; relinquishment; abandonment; neglect; age; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1047&Session=2400
HB1048,2024-RS,2023-02-06,Lawson (H),Rosino (S),,Children; authorizing court to establish a Minor's Public Guardianship; motion; notice of hearing; visitation; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1048&Session=2400
HB1049,2024-RS,2023-02-06,Lawson (H),,,Children; Juvenile Code Policy Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1049&Session=2400
HB1050,2024-RS,2023-02-06,Randleman (H),,,Human trafficking and child exploitation; creating the Human Trafficking and Child Exploitation Prevention Act; directing retailers of Internet-enabled devices to equip products with certain filters; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1050&Session=2400
HB1051,2024-RS,2023-02-06,Lawson (H),,,"Roads, bridges and ferries; requiring certain information be kept confidential; requiring utilities make certain information available; effective date.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1051&Session=2400
HB1052,2024-RS,2023-02-06,Lawson (H),,,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1052&Session=2400
HB1053,2024-RS,2023-02-06,Lawson (H),,,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1053&Session=2400
HB1054,2024-RS,2023-02-06,Lawson (H),,,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1054&Session=2400
HB1055,2024-RS,2023-02-06,Lawson (H),,,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1055&Session=2400
HB1056,2024-RS,2023-02-06,Lawson (H),,,Children; Children and Juvenile Code Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1056&Session=2400
HB1057,2024-RS,2023-02-06,Lawson (H),,,Children; Children and Juvenile Code Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1057&Session=2400
HB1058,2024-RS,2023-02-06,Lawson (H),,,Children; Juvenile Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1058&Session=2400
HB1059,2024-RS,2023-02-06,Lawson (H),,,Poor persons; Poor Persons Policy Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1059&Session=2400
HB1060,2024-RS,2023-02-06,Lawson (H),,,Poor persons; Poor Persons Policy Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1060&Session=2400
HB1061,2024-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1061&Session=2400
HB1062,2024-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1062&Session=2400
HB1063,2024-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1063&Session=2400
HB1064,2024-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1064&Session=2400
HB1065,2024-RS,2023-02-06,Talley (H),,Pittman (H),Definitions and general provisions; adding criminal history to discriminatory practices; providing for indemnification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1065&Session=2400
HB1066,2024-RS,2023-02-06,Talley (H),Alvord (S),Cantrell (H),County commissioners; transfer of surplus property; prohibition; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1066&Session=2400
HB1067,2024-RS,2023-02-06,West (Josh) (H),,,Roads and bridges; exempting school buses from paying tolls; authorizing the promulgation of rules; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1067&Session=2400
HB1068,2024-RS,2023-02-06,West (Josh) (H),Weaver (S),Burns (H); Hardin (H); Hays (H),Retirement; Oklahoma Public Employees Retirement System; definition; eligibility; death benefits; employee contribution; reference; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1068&Session=2400
HB1069,2024-RS,2023-02-06,Lawson (H),,,Transportation; creating the Transportation Reform Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1069&Session=2400
HB1070,2024-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1070&Session=2400
HB1071,2024-RS,2023-02-06,Lawson (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1071&Session=2400
HB1072,2024-RS,2023-02-06,Talley (H),Stanley (S),,Children; investigation; court hearing; report; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1072&Session=2400
HB1073,2024-RS,2023-02-06,Smith (H),Alvord (S),,Motor vehicles; salvage titles; notification of penalty; requiring Service Oklahoma to cancel certain certificates of title; mailing of documents; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1073&Session=2400
HB1074,2024-RS,2023-02-06,Smith (H),,McDugle (H); Banning (H); Lepak (H),Professions and occupations; Funeral Services Licensing Act; definition; exception; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1074&Session=2400
HB1075,2024-RS,2023-02-06,Luttrell (H),,Hilbert (H); Talley (H); Waldron (H); Sneed (H); Cantrell (H); Burns (H); Provenzano (H); Rosecrants (H); Deck (H); Pfeiffer (H); Davis (H); Martinez (H); Roe (H); Dollens (H); Hill (H); Manger (H); Humphrey (H); McEntire (H); Menz (H); Schreiber (H); Wolfley (H); May (H); Townley (H); Pae (H); Archer (H); Fugate (H); Newton (H); Staires (H); Bennett (H); Hardin (H); Randleman (H); Ranson (H),Railroads; stating legislative intent; requiring certain railroad operators have two crewmembers; making certain exceptions; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1075&Session=2400
HB1076,2024-RS,2023-02-06,Luttrell (H),Coleman (S),Martinez (H),Motor vehicles; deleting limitation on the height of motorcycle handlebars; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1076&Session=2400
HB1077,2024-RS,2023-02-06,Luttrell (H),Rogers (S),Pae (H); Pittman (H),Public health and safety; creating the Kasey Alert Act; directing the Department of Public Safety to develop a Kasey Alert system; codification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1077&Session=2400
HB1078,2024-RS,2023-02-06,Luttrell (H),,,Professions and occupations; The Plumbing License Law of 1955; providing qualifications for journeyman plumber examination; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1078&Session=2400
HB1079,2024-RS,2023-02-06,Luttrell (H),Coleman (S),,Corporation Commission; requiring courier application services and restaurants have certain agreement; filing of complaint; protocol and fee schedule; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1079&Session=2400
HB1080,2024-RS,2023-02-06,Steagall (H),Stanley (S),Baker (H); West (Kevin) (H); West (Tammy) (H); Cornwell (H); Hardin (H); Roe (H); Townley (H); Roberts (H); Menz (H); Kendrix (H); Talley (H); Ranson (H); Fugate (H); Caldwell (Trey) (H); Pederson (S),Soldiers and sailors; Oklahoma Veterans Commission; directing certain action within specific time frame and manner.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1080&Session=2400
HB1081,2024-RS,2023-02-06,Rosecrants (H),Garvin (S),Pae (H); Roe (H); Talley (H); Boles (H); Deck (H); Menz (H); Swope (H),Schools; creating the Right to Recess Act; requiring schools to provide a daily recess for certain students; recommending a minimum recess duration.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1081&Session=2400
HB1082,2024-RS,2023-02-06,Talley (H),Jett (S),Echols (H); Miller (H); Provenzano (H); Hefner (H),Public health and safety; Uniform Controlled Dangerous Substances Act; process for obtaining informed consent from patients; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1082&Session=2400
HB1083,2024-RS,2023-02-06,McCall (H),,,Banks and trust companies; Oklahoma Banks and Trust Companies Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1083&Session=2400
HB1084,2024-RS,2023-02-06,McCall (H),,,Banks and trust companies; Oklahoma Banks and Trust Companies Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1084&Session=2400
HB1085,2024-RS,2023-02-06,McCall (H),,,Census; Oklahoma Census Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1085&Session=2400
HB1086,2024-RS,2023-02-06,McCall (H),,,Census; Oklahoma Census Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1086&Session=2400
HB1087,2024-RS,2023-02-06,McCall (H),,,Commercial Code; Oklahoma Commercial Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1087&Session=2400
HB1088,2024-RS,2023-02-06,McCall (H),,,Commercial Code; Oklahoma Commercial Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1088&Session=2400
HB1089,2024-RS,2023-02-06,McCall (H),,,Congressional and legislative districts; Oklahoma Congressional and Legislative Districts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1089&Session=2400
HB1090,2024-RS,2023-02-06,McCall (H),,,Congressional and legislative districts; Oklahoma Congressional and Legislative Districts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1090&Session=2400
HB1091,2024-RS,2023-02-06,McCall (H),,,Consumer Credit Code; Oklahoma Consumer Credit Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1091&Session=2400
HB1092,2024-RS,2023-02-06,McCall (H),,,Consumer Credit Code; Oklahoma Consumer Credit Code Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1092&Session=2400
HB1093,2024-RS,2023-02-06,McCall (H),,,Contracts; Oklahoma Contracts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1093&Session=2400
HB1094,2024-RS,2023-02-06,McCall (H),,,Contracts; Oklahoma Contracts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1094&Session=2400
HB1095,2024-RS,2023-02-06,McCall (H),,,Corporations; Oklahoma Corporations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1095&Session=2400
HB1096,2024-RS,2023-02-06,McCall (H),,,Corporations; Oklahoma Corporations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1096&Session=2400
HB1097,2024-RS,2023-02-06,McCall (H),,,Courts; Oklahoma Courts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1097&Session=2400
HB1098,2024-RS,2023-02-06,McCall (H),,,Courts; Oklahoma Courts Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1098&Session=2400
HB1099,2024-RS,2023-02-06,McCall (H),,,Damages; Oklahoma Damages Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1099&Session=2400
HB1100,2024-RS,2023-02-06,McCall (H),,,Damages; Oklahoma Damages Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1100&Session=2400
HB1101,2024-RS,2023-02-06,McCall (H),,,Elections; Oklahoma Elections Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1101&Session=2400
HB1102,2024-RS,2023-02-06,McCall (H),,,Elections; Oklahoma Elections Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1102&Session=2400
HB1103,2024-RS,2023-02-06,McCall (H),,,Fees; Oklahoma Fees Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1103&Session=2400
HB1104,2024-RS,2023-02-06,McCall (H),,,Fees; Oklahoma Fees Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1104&Session=2400
HB1105,2024-RS,2023-02-06,McCall (H),Daniels (S),Bullard (S),Initiative and referendum; filing and signature gathering of petitions; increasing time limit for filing objection; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1105&Session=2400
HB1106,2024-RS,2023-02-06,McCall (H),,,Initiative and referendum; Oklahoma Initiative and Referendum Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1106&Session=2400
HB1107,2024-RS,2023-02-06,McCall (H),,,Jurors; Oklahoma Jurors Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1107&Session=2400
HB1108,2024-RS,2023-02-06,McCall (H),,,Jurors; Oklahoma Jurors Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1108&Session=2400
HB1109,2024-RS,2023-02-06,McCall (H),,,Justices and constables; Oklahoma Justices and Constables Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1109&Session=2400
HB1110,2024-RS,2023-02-06,McCall (H),,,Justices and constables; Oklahoma Justices and Constables Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1110&Session=2400
HB1111,2024-RS,2023-02-06,McCall (H),,,Labor; Oklahoma Labor Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1111&Session=2400
HB1112,2024-RS,2023-02-06,McCall (H),,,Labor; Oklahoma Labor Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1112&Session=2400
HB1113,2024-RS,2023-02-06,McCall (H),,,Militia; Oklahoma Militia Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1113&Session=2400
HB1114,2024-RS,2023-02-06,McCall (H),,,Militia; Oklahoma Militia Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1114&Session=2400
HB1115,2024-RS,2023-02-06,McCall (H),,,Notaries public; Oklahoma Notaries Public Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1115&Session=2400
HB1116,2024-RS,2023-02-06,McCall (H),,,Notaries public; Oklahoma Notaries Public Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1116&Session=2400
HB1117,2024-RS,2023-02-06,McCall (H),,,Nuisances; Oklahoma Nuisances Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1117&Session=2400
HB1118,2024-RS,2023-02-06,McCall (H),,,Nuisances; Oklahoma Nuisances Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1118&Session=2400
HB1119,2024-RS,2023-02-06,McCall (H),,,Partnerships; Oklahoma Partnerships Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1119&Session=2400
HB1120,2024-RS,2023-02-06,McCall (H),,,Partnerships; Oklahoma Partnerships Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1120&Session=2400
HB1121,2024-RS,2023-02-06,McCall (H),,,Professions and occupations; Oklahoma Professions and Occupations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1121&Session=2400
HB1122,2024-RS,2023-02-06,McCall (H),,,Professions and occupations; Oklahoma Professions and Occupations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1122&Session=2400
HB1123,2024-RS,2023-02-06,McCall (H),,,Professions and occupations; Oklahoma Professions and Occupations Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1123&Session=2400
HB1124,2024-RS,2023-02-06,McCall (H),,,Public buildings and public works; Oklahoma Public Buildings and Public Works Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1124&Session=2400
HB1125,2024-RS,2023-02-06,McCall (H),,,Public buildings and public works; Oklahoma Public Buildings and Public Works Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1125&Session=2400
HB1126,2024-RS,2023-02-06,McCall (H),,,Public lands; Oklahoma Public Lands Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1126&Session=2400
HB1127,2024-RS,2023-02-06,McCall (H),,,Public lands; Oklahoma Public Lands Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1127&Session=2400
