bill_id,session,chamber,action_date,journal_page,action,order
SR1,2024-SS4,S,2024-07-15,,First Reading,1
SR1,2024-SS4,S,2024-07-15,,Authored by Senator Treat,2
SR1,2024-SS4,S,2024-07-15,,Direct to Calendar,3
SR1,2024-SS4,S,2024-07-15,,Considered,4
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Howard,5
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Stephens,6
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Stanley,7
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Gollihare,8
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Pederson,9
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Jech,10
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Rosino,11
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Rader,12
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Haste,13
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator McCortney,14
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Coleman,15
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Pugh,16
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Garvin,17
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Burns,18
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Daniels,19
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Alvord,20
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Green,21
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Woods,22
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Pemberton,23
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Murdock,24
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Weaver,25
SR1,2024-SS4,S,2024-07-15,,"Adopted, referred for enrollment:  Ayes: 39  Nays: 0",26
SR1,2024-SS4,S,2024-07-15,,"Enrolled, filed with Secretary of State",27
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Hall,28
SR1,2024-SS4,S,2024-07-15,,Coauthored by Senator Deevers,29
SR1,2024-SS4,S,2024-07-16,,Coauthored by Senator Hamilton,30
