bill_id,date,chamber,sequence,action
1641621,2023-01-03,Senate,1,Introduction
1641621,2023-01-03,Senate,2,"Adopted (voice vote)"
1641622,2023-01-03,Senate,1,Introduction
1641622,2023-01-03,Senate,2,"Adopted (voice vote)"
1641624,2023-01-03,Senate,1,Introduction
1641624,2023-01-03,Senate,2,"Adopted (voice vote)"
1641625,2023-01-03,Senate,1,Introduction
1641625,2023-01-03,Senate,2,"Adopted (voice vote)"
1641626,2023-01-03,Senate,1,Introduction
1641626,2023-01-03,Senate,2,Adopted
1641626,2023-01-04,House,3,"Received from Senate"
1641626,2023-01-04,House,4,"Resolution introduced, referred to Rules and Legislative Administration"
1641626,2023-01-30,House,5,"Committee report, to adopt"
1641626,2023-02-02,House,6,"Resolution reported"
1641626,2023-02-02,House,7,"Resolution was adopted"
1641626,2023-02-06,Senate,8,"Returned from House"
1641627,2023-01-03,Senate,1,Introduction
1641627,2023-01-03,Senate,2,Adopted
1641993,2023-01-04,Senate,1,"Introduction and first reading"
1641993,2023-01-04,Senate,2,"Referred to Housing and Homelessness Prevention"
1641993,2023-01-17,Senate,3,"Author added Westlin"
1641993,2023-01-23,Senate,4,"Author added McEwen"
1641993,2023-02-01,Senate,5,"Author stricken McEwen"
1641993,2023-02-01,Senate,6,"Authors added Abeler; Hoffman; Fateh"
1641999,2023-01-04,Senate,1,"Introduction and first reading"
1641999,2023-01-04,Senate,2,"Referred to Commerce and Consumer Protection"
1641999,2023-01-09,Senate,3,"Author added Latz"
1641999,2023-02-08,Senate,4,"Comm report: To pass as amended and re-refer to Judiciary and Public Safety"
1641999,2023-02-13,Senate,5,"Comm report: To pass as amended and re-refer to Finance"
1641999,2023-02-21,Senate,6,"Comm report: To pass as amended"
1641999,2023-02-21,Senate,7,"Second reading"
1641999,2023-02-27,Senate,8,"Rule 45-amend, subst. General Orders HF30, SF indefinitely postponed"
1642007,2023-01-04,Senate,1,"Introduction and first reading"
1642007,2023-01-04,Senate,2,"Referred to Education Finance"
