bill_number,session_year,session_type,chamber,action_date,action,journal_page,order
HB3526,2023,RS,H,2023-03-15,To Governor 3/15/2023,,31
HB3526,2023,RS,H,2023-03-11,To Governor 3/15/2023 - House Journal,,30
HB3526,2023,RS,H,2023-03-11,House received Senate message,,29
HB3526,2023,RS,S,2023-03-10,Completed legislative action,,28
HB3526,2023,RS,S,2023-03-10,Communicated to House,,27
HB3526,2023,RS,S,2023-03-10,Effective from passage (Roll No. 518),,26
HB3526,2023,RS,S,2023-03-10,Passed Senate (Roll No. 518),,25
HB3526,2023,RS,S,2023-03-10,Read 3rd time,,24
HB3526,2023,RS,S,2023-03-10,Rearranged on Calendar by Rules Committee,33,23
HB3526,2023,RS,S,2023-03-10,On 3rd reading,,22
HB3526,2023,RS,S,2023-03-09,Read 2nd time,147,21
HB3526,2023,RS,S,2023-03-09,On 2nd reading,,20
HB3526,2023,RS,S,2023-03-08,Read 1st time,96,19
HB3526,2023,RS,S,2023-03-08,On 1st reading,,18
HB3526,2023,RS,S,2023-03-07,Committee reference dispensed,6,17
HB3526,2023,RS,S,2023-03-07,Introduced in Senate,6,16
HB3526,2023,RS,H,2023-02-28,Communicated to Senate,,15
HB3526,2023,RS,H,2023-02-28,Effective from passage (Roll No. 361),,14
HB3526,2023,RS,H,2023-02-28,Passed House (Roll No. 360),,13
HB3526,2023,RS,H,2023-02-28,Read 3rd time,,12
HB3526,2023,RS,H,2023-02-28,"On 3rd reading, Special Calendar",,11
HB3526,2023,RS,H,2023-02-27,Read 2nd time,,10
HB3526,2023,RS,H,2023-02-27,"On 2nd reading, Special Calendar",,9
HB3526,2023,RS,H,2023-02-25,Read 1st time,,8
HB3526,2023,RS,H,2023-02-25,"On 1st reading, Special Calendar",,7
HB3526,2023,RS,H,2023-02-24,Do pass,,6
HB3526,2023,RS,H,2023-02-14,To House Finance,,5
HB3526,2023,RS,H,2023-02-14,Introduced in House,,4
HB3526,2023,RS,H,2023-02-14,To Finance,,3
HB3526,2023,RS,H,2023-02-14,Filed for introduction,,2
HB3527,2023,RS,H,2023-05-01,"Chapter 48, Acts, Regular Session, 2023",,37
HB3527,2023,RS,H,2023-03-16,Approved by Governor 3/16/2023,,36
HB3527,2023,RS,H,2023-03-11,Approved by Governor 3/16/2023 - House Journal,,35
HB3527,2023,RS,S,2023-03-11,Approved by Governor 3/16/2023 - Senate Journal,306,34
HB3527,2023,RS,H,2023-03-08,To Governor 3/8/2023 - House Journal,,33
HB3527,2023,RS,S,2023-03-08,To Governor 3/8/2023 - Senate Journal,117,32
HB3527,2023,RS,H,2023-03-08,To Governor 3/8/2023,,31
HB3527,2023,RS,H,2023-03-04,House received Senate message,,30
HB3527,2023,RS,S,2023-03-03,Completed legislative action,,29
HB3527,2023,RS,S,2023-03-03,Communicated to House,19,28
HB3527,2023,RS,S,2023-03-03,Effective from passage (Roll No. 372),19,27
HB3527,2023,RS,S,2023-03-03,Passed Senate (Roll No. 371),19,26
HB3527,2023,RS,S,2023-03-03,Read 3rd time,18-19,25
HB3527,2023,RS,S,2023-03-03,On 3rd reading,,24
HB3527,2023,RS,S,2023-03-02,Read 2nd time,19,23
HB3527,2023,RS,S,2023-03-02,On 2nd reading,,22
HB3527,2023,RS,S,2023-03-01,Read 1st time,78,21
HB3527,2023,RS,S,2023-03-01,Immediate consideration,78,20
HB3527,2023,RS,S,2023-03-01,Reported do pass,77,19
HB3527,2023,RS,S,2023-03-01,To Finance,1,18
HB3527,2023,RS,S,2023-03-01,To Finance,,17
HB3527,2023,RS,S,2023-03-01,Introduced in Senate,1,16
HB3527,2023,RS,H,2023-02-28,Communicated to Senate,,15
HB3527,2023,RS,H,2023-02-28,Effective from passage (Roll No. 363),,14
HB3527,2023,RS,H,2023-02-28,Passed House (Roll No. 362),,13
HB3527,2023,RS,H,2023-02-28,Read 3rd time,,12
HB3527,2023,RS,H,2023-02-28,"On 3rd reading, Special Calendar",,11
HB3527,2023,RS,H,2023-02-27,Read 2nd time,,10
HB3527,2023,RS,H,2023-02-27,"On 2nd reading, Special Calendar",,9
HB3527,2023,RS,H,2023-02-25,Read 1st time,,8
HB3527,2023,RS,H,2023-02-25,"On 1st reading, Special Calendar",,7
HB3527,2023,RS,H,2023-02-24,Do pass,,6
HB3527,2023,RS,H,2023-02-14,To House Finance,,5
HB3527,2023,RS,H,2023-02-14,Introduced in House,,4
HB3527,2023,RS,H,2023-02-14,To Finance,,3
HB3527,2023,RS,H,2023-02-14,Filed for introduction,,2
HB3528,2023,RS,H,2023-05-01,"Chapter 49, Acts, Regular Session, 2023",,37
HB3528,2023,RS,H,2023-03-16,Approved by Governor 3/16/2023,,36
HB3528,2023,RS,H,2023-03-11,Approved by Governor 3/16/2023 - House Journal,,35
HB3528,2023,RS,S,2023-03-11,Approved by Governor 3/16/2023 - Senate Journal,306,34
HB3528,2023,RS,H,2023-03-08,To Governor 3/8/2023 - House Journal,,33
HB3528,2023,RS,S,2023-03-08,To Governor 3/8/2023 - Senate Journal,117,32
HB3528,2023,RS,H,2023-03-08,To Governor 3/8/2023,,31
HB3528,2023,RS,H,2023-03-04,House received Senate message,,30
HB3528,2023,RS,S,2023-03-03,Completed legislative action,,29
HB3528,2023,RS,S,2023-03-03,Communicated to House,20,28
HB3528,2023,RS,S,2023-03-03,Effective from passage (Roll No. 373),20,27
HB3528,2023,RS,S,2023-03-03,Passed Senate (Roll No. 373),19,26
HB3528,2023,RS,S,2023-03-03,Read 3rd time,19,25
HB3528,2023,RS,S,2023-03-03,On 3rd reading,,24
HB3528,2023,RS,S,2023-03-02,Read 2nd time,19,23
HB3528,2023,RS,S,2023-03-02,On 2nd reading,,22
HB3528,2023,RS,S,2023-03-01,Read 1st time,78,21
HB3528,2023,RS,S,2023-03-01,Immediate consideration,78,20
HB3528,2023,RS,S,2023-03-01,Reported do pass,77,19
HB3528,2023,RS,S,2023-02-28,To Finance,44,18
HB3528,2023,RS,S,2023-02-28,To Finance,,17
HB3528,2023,RS,S,2023-02-28,Introduced in Senate,43-44,16
HB3528,2023,RS,H,2023-02-27,Communicated to Senate,,15
HB3528,2023,RS,H,2023-02-27,Effective from passage (Roll No. 321),,14
HB3528,2023,RS,H,2023-02-27,Passed House (Roll No. 320),,13
HB3528,2023,RS,H,2023-02-27,Read 3rd time,,12
HB3528,2023,RS,H,2023-02-27,"On 3rd reading, Special Calendar",,11
HB3528,2023,RS,H,2023-02-25,Read 2nd time,,10
HB3528,2023,RS,H,2023-02-25,"On 2nd reading, Special Calendar",,9
HB3528,2023,RS,H,2023-02-24,Read 1st time,,8
HB3528,2023,RS,H,2023-02-24,"On 1st reading, Special Calendar",,7
HB3528,2023,RS,H,2023-02-23,Do pass,,6
HB3528,2023,RS,H,2023-02-14,To House Finance,,5
HB3528,2023,RS,H,2023-02-14,Introduced in House,,4
HB3528,2023,RS,H,2023-02-14,To Finance,,3
HB3528,2023,RS,H,2023-02-14,Filed for introduction,,2
HB3529,2023,RS,H,2023-05-01,"Chapter 50, Acts, Regular Session, 2023",,35
HB3529,2023,RS,H,2023-03-16,Approved by Governor 3/16/2023,,34
HB3529,2023,RS,H,2023-03-11,Approved by Governor 3/16/2023 - House Journal,,33
HB3529,2023,RS,S,2023-03-11,Approved by Governor 3/16/2023 - Senate Journal,307,32
HB3529,2023,RS,S,2023-03-11,To Governor 3/15/2023 - Senate Journal,263,31
HB3529,2023,RS,H,2023-03-15,To Governor 3/15/2023,,30
HB3529,2023,RS,H,2023-03-11,To Governor 3/15/2023 - House Journal,,29
HB3529,2023,RS,H,2023-03-08,House received Senate message,,28
HB3529,2023,RS,S,2023-03-08,Completed legislative action,,27
HB3529,2023,RS,S,2023-03-08,Communicated to House,66,26
HB3529,2023,RS,S,2023-03-08,Effective from passage (Roll No. 444),65-66,25
HB3529,2023,RS,S,2023-03-08,Passed Senate (Roll No. 444),65,24
HB3529,2023,RS,S,2023-03-08,Read 3rd time,65,23
HB3529,2023,RS,S,2023-03-08,On 3rd reading,,22
HB3529,2023,RS,S,2023-03-07,Read 2nd time,63,21
HB3529,2023,RS,S,2023-03-07,On 2nd reading,,20
HB3529,2023,RS,S,2023-03-06,Read 1st time,77,19
HB3529,2023,RS,S,2023-03-06,On 1st reading,,18
HB3529,2023,RS,S,2023-03-03,Committee reference dispensed,5,17
HB3529,2023,RS,S,2023-03-03,Introduced in Senate,4,16
HB3529,2023,RS,H,2023-02-28,Communicated to Senate,,15
HB3529,2023,RS,H,2023-02-28,Effective from passage (Roll No. 365),,14
HB3529,2023,RS,H,2023-02-28,Passed House (Roll No. 364),,13
HB3529,2023,RS,H,2023-02-28,Read 3rd time,,12
HB3529,2023,RS,H,2023-02-28,"On 3rd reading, Special Calendar",,11
HB3529,2023,RS,H,2023-02-27,Read 2nd time,,10
HB3529,2023,RS,H,2023-02-27,"On 2nd reading, Special Calendar",,9
HB3529,2023,RS,H,2023-02-25,Read 1st time,,8
HB3529,2023,RS,H,2023-02-25,"On 1st reading, Special Calendar",,7
HB3529,2023,RS,H,2023-02-24,Do pass,,6
HB3529,2023,RS,H,2023-02-14,To House Finance,,5
HB3529,2023,RS,H,2023-02-14,Introduced in House,,4
HB3529,2023,RS,H,2023-02-14,To Finance,,3
HB3529,2023,RS,H,2023-02-14,Filed for introduction,,2
HB3530,2023,RS,H,2023-02-14,To House Finance,,4
HB3530,2023,RS,H,2023-02-14,Introduced in House,,3
HB3530,2023,RS,H,2023-02-14,To Finance,,2
HB3530,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3531,2023,RS,H,2023-02-14,To House Government Organization,,4
HB3531,2023,RS,H,2023-02-14,Introduced in House,,3
HB3531,2023,RS,H,2023-02-14,To Government Organization then Finance,,2
HB3531,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3532,2023,RS,H,2023-02-14,To House Education,,4
HB3532,2023,RS,H,2023-02-14,Introduced in House,,3
HB3532,2023,RS,H,2023-02-14,To Education then Finance,,2
HB3532,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3533,2023,RS,H,2023-02-14,To House Health and Human Resources,,4
HB3533,2023,RS,H,2023-02-14,Introduced in House,,3
HB3533,2023,RS,H,2023-02-14,To Health and Human Resources then Education,,2
HB3533,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3534,2023,RS,H,2023-02-14,To House Health and Human Resources,,4
HB3534,2023,RS,H,2023-02-14,Introduced in House,,3
HB3534,2023,RS,H,2023-02-14,To Health and Human Resources then Finance,,2
HB3534,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3535,2023,RS,H,2023-02-14,To House Judiciary,,4
HB3535,2023,RS,H,2023-02-14,Introduced in House,,3
HB3535,2023,RS,H,2023-02-14,To Judiciary,,2
HB3535,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3536,2023,RS,H,2023-02-14,To House Health and Human Resources,,4
HB3536,2023,RS,H,2023-02-14,Introduced in House,,3
HB3536,2023,RS,H,2023-02-14,To Health and Human Resources,,2
HB3536,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3537,2023,RS,H,2023-02-14,To House Judiciary,,4
HB3537,2023,RS,H,2023-02-14,Introduced in House,,3
HB3537,2023,RS,H,2023-02-14,To Judiciary,,2
HB3537,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3538,2023,RS,H,2023-02-14,To House Finance,,4
HB3538,2023,RS,H,2023-02-14,Introduced in House,,3
HB3538,2023,RS,H,2023-02-14,To Finance,,2
HB3538,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3539,2023,RS,H,2023-02-14,To House Energy and Manufacturing,,4
HB3539,2023,RS,H,2023-02-14,Introduced in House,,3
HB3539,2023,RS,H,2023-02-14,To Energy and Manufacturing,,2
HB3539,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3540,2023,RS,H,2023-02-14,To House Health and Human Resources,,4
HB3540,2023,RS,H,2023-02-14,Introduced in House,,3
HB3540,2023,RS,H,2023-02-14,To Health and Human Resources,,2
HB3540,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3541,2023,RS,H,2023-02-14,To House Technology and Infrastructure,,4
HB3541,2023,RS,H,2023-02-14,Introduced in House,,3
HB3541,2023,RS,H,2023-02-14,To Technology and Infrastructure,,2
HB3541,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3542,2023,RS,H,2023-05-01,"Chapter 51, Acts, Regular Session, 2023",,34
HB3542,2023,RS,H,2023-03-16,Approved by Governor 3/16/2023,,33
HB3542,2023,RS,H,2023-03-11,Approved by Governor 3/16/2023 - House Journal,,32
HB3542,2023,RS,S,2023-03-11,Approved by Governor 3/16/2023 - Senate Journal,307,31
HB3542,2023,RS,S,2023-03-11,To Governor 3/15/2023 - Senate Journal,263,30
HB3542,2023,RS,H,2023-03-15,To Governor 3/15/2023,,29
HB3542,2023,RS,H,2023-03-11,To Governor 3/15/2023 - House Journal,,28
HB3542,2023,RS,H,2023-03-11,House received Senate message,,27
HB3542,2023,RS,S,2023-03-10,Completed legislative action,,26
HB3542,2023,RS,S,2023-03-10,Communicated to House,17,25
HB3542,2023,RS,S,2023-03-10,Effective from passage (Roll No. 496),17,24
HB3542,2023,RS,S,2023-03-10,Passed Senate (Roll No. 496),17,23
HB3542,2023,RS,S,2023-03-10,Read 3rd time,17,22
HB3542,2023,RS,S,2023-03-10,Read 2nd time,17,21
HB3542,2023,RS,S,2023-03-10,Constitutional Rule Suspended (Roll No. 495),16-17,20
HB3542,2023,RS,S,2023-03-10,Read 1st time,16,19
HB3542,2023,RS,S,2023-03-10,Immediate consideration,16,18
HB3542,2023,RS,S,2023-03-10,Committee reference dispensed,16,17
HB3542,2023,RS,S,2023-03-10,Introduced in Senate,16,16
HB3542,2023,RS,H,2023-03-09,Communicated to Senate,,15
HB3542,2023,RS,H,2023-03-09,Effective from passage (Roll No. 614),,14
HB3542,2023,RS,H,2023-03-09,Passed House (Roll No. 613),,13
HB3542,2023,RS,H,2023-03-09,Read 3rd time,,12
HB3542,2023,RS,H,2023-03-09,"On 3rd reading, Special Calendar",,11
HB3542,2023,RS,H,2023-03-08,Read 2nd time,,10
HB3542,2023,RS,H,2023-03-08,"On 2nd reading, Special Calendar",,9
HB3542,2023,RS,H,2023-03-07,Read 1st time,,8
HB3542,2023,RS,H,2023-03-07,"On 1st reading, Special Calendar",,7
HB3542,2023,RS,H,2023-03-06,Do pass,,6
HB3542,2023,RS,H,2023-02-14,To House Finance,,5
HB3542,2023,RS,H,2023-02-14,Introduced in House,,4
HB3542,2023,RS,H,2023-02-14,To Finance,,3
HB3542,2023,RS,H,2023-02-14,Filed for introduction,,2
HB3543,2023,RS,H,2023-02-14,To House Education,,4
HB3543,2023,RS,H,2023-02-14,Introduced in House,,3
HB3543,2023,RS,H,2023-02-14,To Education then Judiciary,,2
HB3543,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3544,2023,RS,H,2023-02-17,To House Finance,,6
HB3544,2023,RS,H,2023-02-17,"With amendment, do pass, but first to Finance",,5
HB3544,2023,RS,H,2023-02-14,To House Economic Development and Tourism,,4
HB3544,2023,RS,H,2023-02-14,Introduced in House,,3
HB3544,2023,RS,H,2023-02-14,To Economic Development and Tourism then Finance,,2
HB3544,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3545,2023,RS,H,2023-02-14,To House Finance,,4
HB3545,2023,RS,H,2023-02-14,Introduced in House,,3
HB3545,2023,RS,H,2023-02-14,To Finance,,2
HB3545,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3546,2023,RS,H,2023-02-16,To House Finance,,6
HB3546,2023,RS,H,2023-02-16,"With amendment, do pass, but first to Finance",,5
HB3546,2023,RS,H,2023-02-14,To House Education,,4
HB3546,2023,RS,H,2023-02-14,Introduced in House,,3
HB3546,2023,RS,H,2023-02-14,To Education,,2
HB3546,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3547,2023,RS,H,2023-05-01,"Chapter 302, Acts, Regular Session, 2023",,45
HB3547,2023,RS,H,2023-03-29,Approved by Governor 3/29/2023,,44
HB3547,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,43
HB3547,2023,RS,S,2023-03-11,Approved by Governor 3/29/2023 - Senate Journal,349,42
HB3547,2023,RS,S,2023-03-11,To Governor 3/20/2023 - Senate Journal,285,41
HB3547,2023,RS,H,2023-03-20,To Governor 3/20/2023,,40
HB3547,2023,RS,H,2023-03-11,To Governor 3/20/2023 - House Journal,,39
HB3547,2023,RS,S,2023-03-07,House Message received,6,38
HB3547,2023,RS,H,2023-03-03,Completed legislative action,,37
HB3547,2023,RS,H,2023-03-06,Communicated to Senate,,36
HB3547,2023,RS,H,2023-03-06,"Effective July 1, 2023 (Roll No. 500)",,35
HB3547,2023,RS,H,2023-03-06,House concurred in Senate effective date (Voice),,34
HB3547,2023,RS,H,2023-03-06,House received Senate message,,33
HB3547,2023,RS,S,2023-03-03,Senate requests House to concur in changed effective date,20,32
HB3547,2023,RS,S,2023-03-03,"Effective July 1, 2023 (Roll No. 374)",20,31
HB3547,2023,RS,S,2023-03-03,Passed Senate (Roll No. 374),20,30
HB3547,2023,RS,S,2023-03-03,Read 3rd time,20,29
HB3547,2023,RS,S,2023-03-03,On 3rd reading,,28
HB3547,2023,RS,S,2023-03-02,Read 2nd time,19,27
HB3547,2023,RS,S,2023-03-02,On 2nd reading,,26
HB3547,2023,RS,S,2023-03-01,Read 1st time,53,25
HB3547,2023,RS,S,2023-03-01,On 1st reading,,24
HB3547,2023,RS,S,2023-02-28,Reported do pass,38,23
HB3547,2023,RS,S,2023-02-24,To Education,5,22
HB3547,2023,RS,S,2023-02-24,To Education,,21
HB3547,2023,RS,S,2023-02-24,Introduced in Senate,5,20
HB3547,2023,RS,H,2023-02-23,Communicated to Senate,,19
HB3547,2023,RS,H,2023-02-23,Passed House (Roll No. 229),,18
HB3547,2023,RS,H,2023-02-23,Read 3rd time,,17
HB3547,2023,RS,H,2023-02-23,"From House Calendar, 3rd reading, placed on Special Calendar",,16
HB3547,2023,RS,H,2023-02-23,"On 3rd reading, House Calendar",,15
HB3547,2023,RS,H,2023-02-21,Placed on House Calendar,,14
HB3547,2023,RS,H,2023-02-21,"On 3rd reading, Special Calendar",,13
HB3547,2023,RS,H,2023-02-20,Amendment adopted (Roll No. 189),,12
HB3547,2023,RS,H,2023-02-20,Read 2nd time,,11
HB3547,2023,RS,H,2023-02-20,"On 2nd reading, Special Calendar",,10
HB3547,2023,RS,H,2023-02-17,Read 1st time,,9
HB3547,2023,RS,H,2023-02-17,"On 1st reading, Special Calendar",,8
HB3547,2023,RS,H,2023-02-16,2nd reference dispensed,,7
HB3547,2023,RS,H,2023-02-16,Do pass,,6
HB3547,2023,RS,H,2023-02-14,To House Education,,5
HB3547,2023,RS,H,2023-02-14,Introduced in House,,4
HB3547,2023,RS,H,2023-02-14,To Education then Finance,,3
HB3547,2023,RS,H,2023-02-14,Filed for introduction,,2
HB3548,2023,RS,S,2023-03-01,Removed from calendar by Rules Committee,6,23
HB3548,2023,RS,S,2023-02-28,On 1st reading,,22
HB3548,2023,RS,S,2023-02-28,Reported do pass,38-39,21
HB3548,2023,RS,S,2023-02-24,To Education,5,20
HB3548,2023,RS,S,2023-02-24,To Education,,19
HB3548,2023,RS,S,2023-02-24,Introduced in Senate,5,18
HB3548,2023,RS,H,2023-02-23,Communicated to Senate,,17
HB3548,2023,RS,H,2023-02-23,Passed House (Roll No. 230),,16
HB3548,2023,RS,H,2023-02-23,Read 3rd time,,15
HB3548,2023,RS,H,2023-02-23,"From House Calendar, 3rd reading, placed on Special Calendar",,14
HB3548,2023,RS,H,2023-02-23,"On 3rd reading, House Calendar",,13
HB3548,2023,RS,H,2023-02-21,Placed on House Calendar,,12
HB3548,2023,RS,H,2023-02-21,"On 3rd reading, Special Calendar",,11
HB3548,2023,RS,H,2023-02-20,Amendment adopted (Voice vote),,10
HB3548,2023,RS,H,2023-02-20,Read 2nd time,,9
HB3548,2023,RS,H,2023-02-20,"On 2nd reading, Special Calendar",,8
HB3548,2023,RS,H,2023-02-17,Read 1st time,,7
HB3548,2023,RS,H,2023-02-17,"On 1st reading, Special Calendar",,6
HB3548,2023,RS,H,2023-02-16,Do pass,,5
HB3548,2023,RS,H,2023-02-14,To House Education,,4
HB3548,2023,RS,H,2023-02-14,Introduced in House,,3
HB3548,2023,RS,H,2023-02-14,To Education,,2
HB3548,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3549,2023,RS,S,2023-02-24,To Education,5,19
HB3549,2023,RS,S,2023-02-24,To Education,,18
HB3549,2023,RS,S,2023-02-24,Introduced in Senate,5,17
HB3549,2023,RS,H,2023-02-23,Communicated to Senate,,16
HB3549,2023,RS,H,2023-02-23,Passed House (Roll No. 231),,15
HB3549,2023,RS,H,2023-02-23,Read 3rd time,,14
HB3549,2023,RS,H,2023-02-23,"From House Calendar, 3rd reading, placed on Special Calendar",,13
HB3549,2023,RS,H,2023-02-23,"On 3rd reading, House Calendar",,12
HB3549,2023,RS,H,2023-02-21,Placed on House Calendar,,11
HB3549,2023,RS,H,2023-02-21,"On 3rd reading, Special Calendar",,10
HB3549,2023,RS,H,2023-02-20,Read 2nd time,,9
HB3549,2023,RS,H,2023-02-20,"On 2nd reading, Special Calendar",,8
HB3549,2023,RS,H,2023-02-17,Read 1st time,,7
HB3549,2023,RS,H,2023-02-17,"On 1st reading, Special Calendar",,6
HB3549,2023,RS,H,2023-02-16,Do pass,,5
HB3549,2023,RS,H,2023-02-14,To House Education,,4
HB3549,2023,RS,H,2023-02-14,Introduced in House,,3
HB3549,2023,RS,H,2023-02-14,To Education,,2
HB3549,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3550,2023,RS,H,2023-02-14,To House Judiciary,,4
HB3550,2023,RS,H,2023-02-14,Introduced in House,,3
HB3550,2023,RS,H,2023-02-14,To Judiciary,,2
HB3550,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3551,2023,RS,S,2023-02-27,To Judiciary,7,16
HB3551,2023,RS,S,2023-02-27,To Judiciary,,15
HB3551,2023,RS,S,2023-02-27,Introduced in Senate,7,14
HB3551,2023,RS,H,2023-02-25,Communicated to Senate,,13
HB3551,2023,RS,H,2023-02-25,Passed House (Roll No. 279),,12
HB3551,2023,RS,H,2023-02-25,Read 3rd time,,11
HB3551,2023,RS,H,2023-02-25,"On 3rd reading, Special Calendar",,10
HB3551,2023,RS,H,2023-02-24,Read 2nd time,,9
HB3551,2023,RS,H,2023-02-24,"On 2nd reading, Special Calendar",,8
HB3551,2023,RS,H,2023-02-23,Read 1st time,,7
HB3551,2023,RS,H,2023-02-23,"On 1st reading, Special Calendar",,6
HB3551,2023,RS,H,2023-02-22,"By substitute, do pass",,5
HB3551,2023,RS,H,2023-02-14,To House Judiciary,,4
HB3551,2023,RS,H,2023-02-14,Introduced in House,,3
HB3551,2023,RS,H,2023-02-14,To Judiciary,,2
HB3551,2023,RS,H,2023-02-14,Filed for introduction,,1
HB3552,2023,RS,H,2023-05-01,"Chapter 79, Acts, Regular Session, 2023",,45
HB3552,2023,RS,S,2023-03-11,Approved by Governor 3/29/2023 - Senate Journal,350,44
HB3552,2023,RS,H,2023-03-29,Approved by Governor 3/29/2023,,43
HB3552,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,42
HB3552,2023,RS,H,2023-03-27,To Governor 3/27/2023,,41
HB3552,2023,RS,H,2023-03-11,To Governor 3/27/2023 - House Journal,,40
HB3552,2023,RS,S,2023-03-11,To Governor 3/27/2023 - Senate Journal,291,39
HB3552,2023,RS,H,2023-03-11,House received Senate message,,38
HB3552,2023,RS,S,2023-03-11,Completed legislative action,,37
HB3552,2023,RS,S,2023-03-11,Communicated to House,222,36
HB3552,2023,RS,S,2023-03-11,Senate concurred in House amendments and passed bill (Roll No. 619),221-222,35
HB3552,2023,RS,S,2023-03-11,House Message received,221,34
HB3552,2023,RS,H,2023-03-11,Communicated to Senate,,33
HB3552,2023,RS,H,2023-03-11,"House concurred in Senate amend with amend, passed bill (Roll No. 769)",,32
HB3552,2023,RS,H,2023-03-11,House received Senate message,,31
HB3552,2023,RS,S,2023-03-10,Senate requests House to concur,43,30
HB3552,2023,RS,S,2023-03-10,Passed Senate with amended title (Roll No. 519),43,29
HB3552,2023,RS,S,2023-03-10,Read 3rd time,43,28
HB3552,2023,RS,S,2023-03-10,Rearranged on Calendar by Rules Committee,33,27
HB3552,2023,RS,S,2023-03-10,On 3rd reading,,26
HB3552,2023,RS,S,2023-03-09,Committee amendment adopted (Voice vote),147-151,25
HB3552,2023,RS,S,2023-03-09,Read 2nd time,147,24
HB3552,2023,RS,S,2023-03-09,On 2nd reading,,23
HB3552,2023,RS,S,2023-03-08,Read 1st time,112,22
HB3552,2023,RS,S,2023-03-08,Immediate consideration,112,21
HB3552,2023,RS,S,2023-03-08,2nd reference dispensed,112,20
HB3552,2023,RS,S,2023-03-08,Reported do pass with amend and title amend but first to Finance,111,19
HB3552,2023,RS,S,2023-02-27,To Government Organization,7,18
HB3552,2023,RS,S,2023-02-27,To Government Organization then Finance,,17
HB3552,2023,RS,S,2023-02-27,Introduced in Senate,7,16
HB3552,2023,RS,H,2023-02-25,Communicated to Senate,,15
HB3552,2023,RS,H,2023-02-25,Passed House (Roll No. 280),,14
HB3552,2023,RS,H,2023-02-25,Read 3rd time,,13
HB3552,2023,RS,H,2023-02-25,"On 3rd reading, Special Calendar",,12
HB3552,2023,RS,H,2023-02-24,Amendment adopted (Voice vote),,11
HB3552,2023,RS,H,2023-02-24,Read 2nd time,,10
HB3552,2023,RS,H,2023-02-24,"On 2nd reading, Special Calendar",,9
HB3552,2023,RS,H,2023-02-23,Read 1st time,,8
HB3552,2023,RS,H,2023-02-23,"From Housel Calendar, 1st reading, placed on Special Calendar",,7
HB3552,2023,RS,H,2023-02-23,"On 1st reading, House Calendar",,6
HB3552,2023,RS,H,2023-02-21,Placed on House Calendar,,5
HB3552,2023,RS,H,2023-02-21,"On 1st reading, Special Calendar",,4
HB3552,2023,RS,H,2023-02-20,Do pass,,3
HB3552,2023,RS,H,2023-02-20,Originating in House Jails and Prisons,,2
HB3553,2023,RS,H,2023-05-01,"Chapter 52, Acts, Regular Session, 2023",,31
HB3553,2023,RS,H,2023-03-16,Approved by Governor 3/16/2023,,30
HB3553,2023,RS,H,2023-03-11,Approved by Governor 3/16/2023 - House Journal,,29
HB3553,2023,RS,S,2023-03-11,Approved by Governor 3/16/2023 - Senate Journal,307,28
HB3553,2023,RS,S,2023-03-11,To Governor 3/15/2023 - Senate Journal,263,27
HB3553,2023,RS,H,2023-03-15,To Governor 3/15/2023,,26
HB3553,2023,RS,H,2023-03-11,To Governor 3/15/2023 - House Journal,,25
HB3553,2023,RS,H,2023-03-11,House received Senate message,,24
HB3553,2023,RS,S,2023-03-10,Completed legislative action,,23
HB3553,2023,RS,S,2023-03-10,Communicated to House,19,22
HB3553,2023,RS,S,2023-03-10,Effective from passage (Roll No. 498),18-19,21
HB3553,2023,RS,S,2023-03-10,Passed Senate (Roll No. 498),18,20
HB3553,2023,RS,S,2023-03-10,Read 3rd time,18,19
HB3553,2023,RS,S,2023-03-10,Read 2nd time,18,18
HB3553,2023,RS,S,2023-03-10,Constitutional Rule Suspended (Roll No. 497),18,17
HB3553,2023,RS,S,2023-03-10,Read 1st time,18,16
HB3553,2023,RS,S,2023-03-10,Immediate consideration,18,15
HB3553,2023,RS,S,2023-03-10,Committee reference dispensed,18,14
HB3553,2023,RS,S,2023-03-10,Introduced in Senate,18,13
HB3553,2023,RS,H,2023-03-08,Communicated to Senate,,12
HB3553,2023,RS,H,2023-03-08,Effective from passage (Roll No. 575),,11
HB3553,2023,RS,H,2023-03-08,Passed House (Roll No. 574),,10
