bill_number,session_year,session_type,primary_sponsor,cosponsors,summary,subjects,companion,bill_url
SB0628,2024,RS,Tarr,Plymale,Declaring certain claims as moral obligations of the state,Claims; Legislature,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=628&year=2024&sessiontype=RS&btype=bill
SB0629,2024,RS,Trump,Hamilton,Requiring builders to follow State Building Code when local inspection and enforcement not provided,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=629&year=2024&sessiontype=RS&btype=bill
SB0630,2024,RS,Woelfel,Hamilton,Defining protections for election officials and election workers,Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=630&year=2024&sessiontype=RS&btype=bill
SB0631,2024,RS,Barrett,Martin,Prohibiting municipalities from disconnecting water service for nonpayment of stormwater fees,Municipalities; Public Service Commission,HB4864,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=631&year=2024&sessiontype=RS&btype=bill
SB0632,2024,RS,Trump,Deeds; Rucker,Relating to Dangerousness Assessment Advisory Board multi-disciplinary study group,Crime; Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=632&year=2024&sessiontype=RS&btype=bill
SB0633,2024,RS,Trump,Chapman,Requiring training and administration of brain injury screening for incarcerated individuals,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=633&year=2024&sessiontype=RS&btype=bill
SB0634,2024,RS,Oliverio,,Authorizing State Fire Marshal to regulate electrician licensing,Legislature--Rule Making; Rules,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=634&year=2024&sessiontype=RS&btype=bill
SB0635,2024,RS,Oliverio,,Modifying rules regarding liquidation of property,Boards and Commissions; Real and Personal Property,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=635&year=2024&sessiontype=RS&btype=bill
SB0636,2024,RS,Oliverio,Queen,Prohibiting acceptance of illegal ballots cast in any election,Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=636&year=2024&sessiontype=RS&btype=bill
SB0637,2024,RS,Taylor,Rucker; Chapman; Oliverio,Prohibiting public disclosure of personal information on internet,Consumer Protection,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=637&year=2024&sessiontype=RS&btype=bill
SB0638,2024,RS,Oliverio,Stover,Creating community solar pilot program,Utilities,HB5626,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=638&year=2024&sessiontype=RS&btype=bill
SB0639,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Commerce, Office of Secretary",Governor -- Bills Requested By,HB5465,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=639&year=2024&sessiontype=RS&btype=bill
SB0640,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Economic Development, Office of Secretary",Governor -- Bills Requested By,HB5464,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=640&year=2024&sessiontype=RS&btype=bill
SB0641,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Education, Aid for Exceptional Children",Governor -- Bills Requested By,HB5473,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=641&year=2024&sessiontype=RS&btype=bill
SB0642,2024,RS,Blair (Mr. President),Woelfel,Supplementing and amending appropriations to Department of Veterans' Assistance,Governor -- Bills Requested By,HB5461,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=642&year=2024&sessiontype=RS&btype=bill
SB0643,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Education, School Building Authority",Governor -- Bills Requested By,HB5455,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=643&year=2024&sessiontype=RS&btype=bill
SB0644,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Commerce, Division of Forestry, and Geological and Economic Survey",Governor -- Bills Requested By,HB5460,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=644&year=2024&sessiontype=RS&btype=bill
SB0645,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Administration, Division of Finance",Governor -- Bills Requested By,HB5466,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=645&year=2024&sessiontype=RS&btype=bill
SB0646,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Education, State Board of Education",Governor -- Bills Requested By,HB5463,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=646&year=2024&sessiontype=RS&btype=bill
SB0647,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Governor's Office, Civil Contingent Fund",Governor -- Bills Requested By,HB5467,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=647&year=2024&sessiontype=RS&btype=bill
SB0648,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Adjutant General, State Militia",Governor -- Bills Requested By,HB5468,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=648&year=2024&sessiontype=RS&btype=bill
SB0649,2024,RS,Hunt,Chapman,Clarifying per diem compensation for certain judges recalled to service,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=649&year=2024&sessiontype=RS&btype=bill
SB0650,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Higher Education Policy Commission, Fairmont State University",Governor -- Bills Requested By,HB5450,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=650&year=2024&sessiontype=RS&btype=bill
SB0651,2024,RS,Blair (Mr. President),Woelfel,Supplementing and amending appropriations to WV Economic Development Authority,Governor -- Bills Requested By,HB5448,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=651&year=2024&sessiontype=RS&btype=bill
SB0652,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to DHHR, Health Facilities",Governor -- Bills Requested By,HB5449,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=652&year=2024&sessiontype=RS&btype=bill
SB0653,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to School Building Authority, School Construction Fund",Governor -- Bills Requested By,HB5447,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=653&year=2024&sessiontype=RS&btype=bill
SB0654,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Executive, Governor's Office",Governor -- Bills Requested By,HB5459,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=654&year=2024&sessiontype=RS&btype=bill
SB0655,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Higher Education Policy Commission, Control Account",Governor -- Bills Requested By,HB5458,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=655&year=2024&sessiontype=RS&btype=bill
SB0656,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to DHHR, Division of Human Services",Governor -- Bills Requested By,HB5457,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=656&year=2024&sessiontype=RS&btype=bill
SB0657,2024,RS,Blair (Mr. President),Woelfel,Expiring funds from Excess Lottery Revenue Fund to General Revenue,Governor -- Bills Requested By,HB5456,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=657&year=2024&sessiontype=RS&btype=bill
SB0658,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Administration, Public Defender Services",Governor -- Bills Requested By,HB5452,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=658&year=2024&sessiontype=RS&btype=bill
SB0659,2024,RS,Caputo,Chapman,Increasing minimum benefit for certain annuitants,Education (K12); Retirement; State Personnel,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=659&year=2024&sessiontype=RS&btype=bill
SB0660,2024,RS,Blair (Mr. President),Woelfel,Expiring funds to General Revenue Surplus from Personal Income Tax Reserve Fund,Governor -- Bills Requested By,HB5451,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=660&year=2024&sessiontype=RS&btype=bill
SB0661,2024,RS,Blair (Mr. President),Woelfel,Expiring funds from Lottery Net Profits to General Revenue Surplus,Governor -- Bills Requested By,HB5470,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=661&year=2024&sessiontype=RS&btype=bill
SB0662,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Higher Education Policy Commission, Administration",Governor -- Bills Requested By,HB5469,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=662&year=2024&sessiontype=RS&btype=bill
SB0663,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Division of Administrative Services, Criminal Justice Fund",Governor -- Bills Requested By,HB5471,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=663&year=2024&sessiontype=RS&btype=bill
SB0664,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Revenue, Office of Tax Appeals",Governor -- Bills Requested By,HB5472,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=664&year=2024&sessiontype=RS&btype=bill
SB0665,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to DHHR, Division of Health",Governor -- Bills Requested By,HB5453,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=665&year=2024&sessiontype=RS&btype=bill
SB0666,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to DEP, Division of Environmental Protection",Governor -- Bills Requested By,HB5454,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=666&year=2024&sessiontype=RS&btype=bill
SB0667,2024,RS,Takubo,Trump; Woelfel; Plymale,Creating Physician Assistant Compact,Professions and Occupations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=667&year=2024&sessiontype=RS&btype=bill
SB0668,2024,RS,Takubo,,Increasing amount of certain controlled substances persons may purchase annually,Health,HB5022,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=668&year=2024&sessiontype=RS&btype=bill
SB0669,2024,RS,Tarr,Grady; Plymale,Relating to county economic opportunity development districts,Economic Development,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=669&year=2024&sessiontype=RS&btype=bill
SB0670,2024,RS,Nelson,,Reallocating portion of fire insurance and casualty premium tax to Municipal Pensions Security Fund in certain circumstances,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=670&year=2024&sessiontype=RS&btype=bill
SB0671,2024,RS,Takubo,,Increasing tax on certain tobacco products,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=671&year=2024&sessiontype=RS&btype=bill
SB0672,2024,RS,Grady,Phillips; Chapman,Requiring coverage of home blood pressure monitoring devices for certain Medicaid recipients,Health,HB5380,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=672&year=2024&sessiontype=RS&btype=bill
SB0673,2024,RS,Woodrum,Maroney,Prohibiting ranked choice voting in any election held in WV,Elections,"HB5282
SB627",http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=673&year=2024&sessiontype=RS&btype=bill
SB0674,2024,RS,Woodrum,Maroney,Cancelling voter registration records for individuals no longer WV residents,Elections,"HB5523
SB624",http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=674&year=2024&sessiontype=RS&btype=bill
SB0675,2024,RS,Woodrum,,Establishing accreditation deadline for convention and visitors bureaus,Boards and Commissions; Taxation,HB5382,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=675&year=2024&sessiontype=RS&btype=bill
SB0676,2024,RS,Woodrum,Rucker,Authorizing DMV to provide images of certain individuals to Secretary of State for voter identification,Elections,SB623,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=676&year=2024&sessiontype=RS&btype=bill
SB0677,2024,RS,Woodrum,Barrett; Queen; Caputo; Woelfel,Modifying requirements regarding use of medical cannabis,Health,HB5511,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=677&year=2024&sessiontype=RS&btype=bill
SB0678,2024,RS,Weld,Deeds; Jeffries; Clements,Clarifying provision of electricity on premises of US armed forces or WV National Guard does not constitute public service,Military and Veterans,HB5641,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=678&year=2024&sessiontype=RS&btype=bill
SB0679,2024,RS,Stuart,Taylor; Deeds,"Regulating certain plant-based derivatives, hemp-derived cannabinoid products, and Kratom",Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=679&year=2024&sessiontype=RS&btype=bill
SB0680,2024,RS,Grady,Deeds; Plymale; Woelfel,Increasing compensation of certain classroom teachers and aides,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=680&year=2024&sessiontype=RS&btype=bill
SB0681,2024,RS,Weld,Takubo; Deeds; Maroney,Revising service obligation for certain doctoral medical degree programs,Education (Higher); Health; Military and Veterans,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=681&year=2024&sessiontype=RS&btype=bill
SB0682,2024,RS,Blair (Mr. President),Woelfel,Supplementing and amending appropriations to Department of Agriculture,Governor -- Bills Requested By,HB5501,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=682&year=2024&sessiontype=RS&btype=bill
SB0683,2024,RS,Tarr,Phillips,"Amending definition of ""alternative fuel"" under motor fuel excise tax",Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=683&year=2024&sessiontype=RS&btype=bill
SB0684,2024,RS,Tarr,Maroney,Setting medical loss ratio for managed care contracts with Bureau for Medical Services,Health; Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=684&year=2024&sessiontype=RS&btype=bill
SB0685,2024,RS,Nelson,,Continuing and updating Board of Risk and Insurance Management,Insurance,HB5593,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=685&year=2024&sessiontype=RS&btype=bill
SB0686,2024,RS,Azinger,,Prohibiting actions for damages or attorney’s fees in cases involving Board of Risk and Insurance Management,"Actions, Suits and Liens; Insurance",HB5643,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=686&year=2024&sessiontype=RS&btype=bill
SB0687,2024,RS,Woodrum,Barrett,Clarifying Legislative Auditor's scope of authority,Legislature,HB5592,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=687&year=2024&sessiontype=RS&btype=bill
SB0688,2024,RS,Woodrum,Smith; Swope; Nelson,Authorizing director of Division of Forestry to contract and manage forest land,Real and Personal Property,HB5519,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=688&year=2024&sessiontype=RS&btype=bill
SB0689,2024,RS,Woodrum,Deeds,Adding service fee to certain vehicle registration renewals for deposit into WV Deputy Sheriff's Retirement Fund,Motor Vehicles; Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=689&year=2024&sessiontype=RS&btype=bill
SB0690,2024,RS,Rucker,Barrett; Chapman; Clements; Deeds; Hamilton; Hunt; Karnes; Martin; Queen; Roberts; Smith; Stuart; Taylor; Nelson,Establishing WV Agritourism Commission,Agriculture; Economic Development,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=690&year=2024&sessiontype=RS&btype=bill
SB0691,2024,RS,Barrett,,Revising statute of annual inspection for commercial motor vehicles,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=691&year=2024&sessiontype=RS&btype=bill
SB0692,2024,RS,Barrett,Hamilton; Deeds; Maroney,Allowing members of State Police retirement system to use accrued leave as credit towards retirement,,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=692&year=2024&sessiontype=RS&btype=bill
SB0693,2024,RS,Grady,Phillips,Creating Chronic Weight Management Task Force,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=693&year=2024&sessiontype=RS&btype=bill
SB0694,2024,RS,Barrett,Caputo,WV Land Use Association Registration Act,Finance and Administration; Real and Personal Property,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=694&year=2024&sessiontype=RS&btype=bill
SB0695,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Energy Assistance, TANF, and Child Care and Development",Governor -- Bills Requested By,HB5478,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=695&year=2024&sessiontype=RS&btype=bill
SB0696,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Homeland Security, Division of Emergency Management",Governor -- Bills Requested By,HB5492,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=696&year=2024&sessiontype=RS&btype=bill
SB0697,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to DHHR, Consolidated Medical Service Fund",Governor -- Bills Requested By,HB5476,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=697&year=2024&sessiontype=RS&btype=bill
SB0698,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to DHHR, Division of Human Services",Governor -- Bills Requested By,HB5479,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=698&year=2024&sessiontype=RS&btype=bill
SB0699,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to DHHR, Child Support Enforcement Fund",Governor -- Bills Requested By,HB5480,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=699&year=2024&sessiontype=RS&btype=bill
SB0700,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Miscellaneous Boards and Commissions, Hospital Finance Authority",Governor -- Bills Requested By,HB5474,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=700&year=2024&sessiontype=RS&btype=bill
SB0701,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Education, School Construction Fund",Governor -- Bills Requested By,HB5475,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=701&year=2024&sessiontype=RS&btype=bill
SB0702,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to DHHR, Laboratory Services Fund",Governor -- Bills Requested By,HB5495,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=702&year=2024&sessiontype=RS&btype=bill
SB0703,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Homeland Security, WV State Police",Governor -- Bills Requested By,HB5493,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=703&year=2024&sessiontype=RS&btype=bill
SB0704,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to PSC, Motor Carrier Division",Governor -- Bills Requested By,HB5494,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=704&year=2024&sessiontype=RS&btype=bill
SB0705,2024,RS,Blair (Mr. President),Woelfel,Supplementing and amending appropriations to PSC,Governor -- Bills Requested By,HB5497,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=705&year=2024&sessiontype=RS&btype=bill
SB0706,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Agriculture, Agriculture Fees Fund",Governor -- Bills Requested By,HB5496,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=706&year=2024&sessiontype=RS&btype=bill
SB0707,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Commerce, Division of Natural Resources",Governor -- Bills Requested By,HB5477,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=707&year=2024&sessiontype=RS&btype=bill
SB0708,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Agriculture, WV Spay Neuter Assistance Fund",Governor -- Bills Requested By,HB5498,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=708&year=2024&sessiontype=RS&btype=bill
SB0709,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to Department of Arts, Culture and History, National Coal Heritage Area Authority",Governor -- Bills Requested By,HB5499,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=709&year=2024&sessiontype=RS&btype=bill
SB0710,2024,RS,Blair (Mr. President),Woelfel,"Supplementing and amending appropriations to State Board of Education, Aid for Exceptional Children",Governor -- Bills Requested By,HB5500,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=710&year=2024&sessiontype=RS&btype=bill
SB0711,2024,RS,Rucker,,Clarifying that qualified law enforcement from any federal agency may enforce state laws under limited circumstances,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=711&year=2024&sessiontype=RS&btype=bill
SB0712,2024,RS,Deeds,Trump; Hamilton; Phillips; Maroney; Stuart,Reducing minimum age for State Police cadet,Public Safety,HB5445,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=712&year=2024&sessiontype=RS&btype=bill
SB0713,2024,RS,Deeds,Woodrum,Adding new service fee for registration renewal of certain vehicles,Finance and Administration; Motor Vehicles,HB5371,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=713&year=2024&sessiontype=RS&btype=bill
SB0714,2024,RS,Takubo,Deeds,Transferring duties and licensing from Board of Osteopathic Medicine to Board of Medicine,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=714&year=2024&sessiontype=RS&btype=bill
SB0715,2024,RS,Takubo,Chapman; Deeds,Stop the Bleed Act,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=715&year=2024&sessiontype=RS&btype=bill
SB0716,2024,RS,Trump,,Relating to child support,Domestic Relations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=716&year=2024&sessiontype=RS&btype=bill
SB0717,2024,RS,Takubo,Woelfel; Woodrum; Deeds; Nelson,Prohibiting sale of tobacco products to individuals younger than 21 years of age,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=717&year=2024&sessiontype=RS&btype=bill
SB0718,2024,RS,Chapman,,Ensuring equal financial support to kinship parents and fictive kin,Domestic Relations; Juveniles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=718&year=2024&sessiontype=RS&btype=bill
SB0719,2024,RS,Chapman,Azinger; Hunt; Karnes; Martin; Maynard; Roberts; Rucker; Smith; Taylor; Woelfel,Clarifying parent and guardian access to minor child's medical records,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=719&year=2024&sessiontype=RS&btype=bill
SB0720,2024,RS,Chapman,Woodrum,Stop Non-Consensual Distribution of Intimate Deep Fake Media Act,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=720&year=2024&sessiontype=RS&btype=bill
SB0721,2024,RS,Maynard,,Requiring final orders in child abuse proceedings be prepared and signed within 10 days of hearing,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=721&year=2024&sessiontype=RS&btype=bill
SB0722,2024,RS,Barrett,,Revising examination of records relating to limited video lottery,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=722&year=2024&sessiontype=RS&btype=bill
SB0723,2024,RS,Rucker,,Creating Unmatched Medical Graduate Advisory Council,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=723&year=2024&sessiontype=RS&btype=bill
SB0724,2024,RS,Clements,,"Allowing license plates, road signs, or markers be obtained from alternative sources",Motor Vehicles,HB5549,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=724&year=2024&sessiontype=RS&btype=bill
SB0725,2024,RS,Barrett,Deeds,Clarifying conditions for pretrial release and maximum bail amount for certain defendants,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=725&year=2024&sessiontype=RS&btype=bill
SB0726,2024,RS,Swope,Nelson,Moving functions of Information Services and Communications Division into Office of Technology,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=726&year=2024&sessiontype=RS&btype=bill
SB0727,2024,RS,Grady,Roberts; Plymale,Revising process for county boards of education to hire support staff,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=727&year=2024&sessiontype=RS&btype=bill
SB0728,2024,RS,Deeds,Woelfel; Trump; Nelson,Modifying retirement and disability benefits for dependents of State Police,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=728&year=2024&sessiontype=RS&btype=bill
SB0729,2024,RS,Deeds,,Updating retirement eligibility for certain sheriffs,Retirement,"HB5559
SB742",http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=729&year=2024&sessiontype=RS&btype=bill
SB0730,2024,RS,Deeds,,Clarifying compensation for county tax collector,Taxation,"HB5537
SB757",http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=730&year=2024&sessiontype=RS&btype=bill
SB0731,2024,RS,Deeds,Plymale,Clarifying amount of deputy sheriff annual salary increase,Salaries,SB238,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=731&year=2024&sessiontype=RS&btype=bill
SB0732,2024,RS,Weld,Deeds,Requiring cooperation between law-enforcement agencies and military authorities,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=732&year=2024&sessiontype=RS&btype=bill
SB0733,2024,RS,Azinger,Stuart; Taylor; Woodrum,Authorizing replacement of Robert C. Byrd statue with statue of George Washington,Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=733&year=2024&sessiontype=RS&btype=bill
SB0734,2024,RS,Barrett,,Reducing statute of limitations on actions to recover on oral and written contracts,"Actions, Suits and Liens",,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=734&year=2024&sessiontype=RS&btype=bill
SB0735,2024,RS,Rucker,Azinger; Chapman; Deeds; Hunt; Karnes; Martin; Maynard; Roberts; Stuart; Taylor,Prohibiting use or sale of abortifacients in WV,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=735&year=2024&sessiontype=RS&btype=bill
SB0736,2024,RS,Woodrum,Caputo; Woelfel,Second Look Sentencing Act,Crime,HB4021,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=736&year=2024&sessiontype=RS&btype=bill
SB0737,2024,RS,Smith,Rucker; Taylor; Karnes,Eliminating tax exemption of state-owned real property,Counties; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=737&year=2024&sessiontype=RS&btype=bill
SB0738,2024,RS,Trump,,Authorizing State Fire Marshal to promulgate emergency rules relating to increased fees,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=738&year=2024&sessiontype=RS&btype=bill
SB0739,2024,RS,Chapman,Woelfel; Rucker,Including certain mental health disorders in existing public health programs,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=739&year=2024&sessiontype=RS&btype=bill
SB0740,2024,RS,Grady,Weld; Trump; Woelfel; Chapman; Rucker; Deeds; Smith; Stuart; Karnes; Hunt,Prohibiting digital manipulation of sexually explicit content to include minors,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=740&year=2024&sessiontype=RS&btype=bill
SB0741,2024,RS,Grady,Weld; Trump; Chapman; Woelfel; Deeds; Smith; Plymale; Karnes; Stuart; Hunt,"Prohibiting creation, production, distribution or possession of artificially generated child pornography",Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=741&year=2024&sessiontype=RS&btype=bill
SB0742,2024,RS,Weld,Caputo; Stover; Martin; Queen; Deeds; Jeffries; Hunt; Nelson,Updating retirement eligibility for certain sheriffs,Retirement,"HB5559
SB729",http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=742&year=2024&sessiontype=RS&btype=bill
SB0743,2024,RS,Takubo,Deeds,Relating to Bureau for Medical Services’ medically supervised weight loss program,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=743&year=2024&sessiontype=RS&btype=bill
