bill_number,session_year,session_type,chamber,action_date,action,journal_page,order
HB4577,2024,RS,H,2024-01-10,To Judiciary,,2
HB4577,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4578,2024,RS,H,2024-01-10,To House Judiciary,,4
HB4578,2024,RS,H,2024-01-10,Introduced in House,,3
HB4578,2024,RS,H,2024-01-10,To Judiciary,,2
HB4578,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4579,2024,RS,H,2024-01-10,To House Education,,4
HB4579,2024,RS,H,2024-01-10,Introduced in House,,3
HB4579,2024,RS,H,2024-01-10,To Education then Judiciary,,2
HB4579,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4580,2024,RS,H,2024-01-10,To House Judiciary,,4
HB4580,2024,RS,H,2024-01-10,Introduced in House,,3
HB4580,2024,RS,H,2024-01-10,To Judiciary,,2
HB4580,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4581,2024,RS,H,2024-01-10,To House Judiciary,,4
HB4581,2024,RS,H,2024-01-10,Introduced in House,,3
HB4581,2024,RS,H,2024-01-10,To Judiciary,,2
HB4581,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4582,2024,RS,H,2024-01-10,To House Banking and Insurance,,4
HB4582,2024,RS,H,2024-01-10,Introduced in House,,3
HB4582,2024,RS,H,2024-01-10,To Banking and Insurance then Finance,,2
HB4582,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4583,2024,RS,H,2024-01-10,To House Health and Human Resources,,4
HB4583,2024,RS,H,2024-01-10,Introduced in House,,3
HB4583,2024,RS,H,2024-01-10,To Health and Human Resources,,2
HB4583,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4584,2024,RS,H,2024-01-10,To House Judiciary,,4
HB4584,2024,RS,H,2024-01-10,Introduced in House,,3
HB4584,2024,RS,H,2024-01-10,To Judiciary,,2
HB4584,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4585,2024,RS,H,2024-01-10,To House Health and Human Resources,,4
HB4585,2024,RS,H,2024-01-10,Introduced in House,,3
HB4585,2024,RS,H,2024-01-10,To Health and Human Resources then Judiciary,,2
HB4585,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4586,2024,RS,H,2024-01-10,To House Education,,4
HB4586,2024,RS,H,2024-01-10,Introduced in House,,3
HB4586,2024,RS,H,2024-01-10,To Education then Judiciary,,2
HB4586,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4587,2024,RS,H,2024-01-10,To House Health and Human Resources,,4
HB4587,2024,RS,H,2024-01-10,Introduced in House,,3
HB4587,2024,RS,H,2024-01-10,To Health and Human Resources then Judiciary,,2
HB4587,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4588,2024,RS,H,2024-01-10,To House Health and Human Resources,,4
HB4588,2024,RS,H,2024-01-10,Introduced in House,,3
HB4588,2024,RS,H,2024-01-10,To Health and Human Resources then Judiciary,,2
HB4588,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4589,2024,RS,H,2024-01-10,To House Judiciary,,4
HB4589,2024,RS,H,2024-01-10,Introduced in House,,3
HB4589,2024,RS,H,2024-01-10,To Judiciary,,2
HB4589,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4590,2024,RS,H,2024-01-10,"To House Senior, Children, and Family Issues",,4
HB4590,2024,RS,H,2024-01-10,Introduced in House,,3
HB4590,2024,RS,H,2024-01-10,"To Senior, Children, and Family Issues then Judiciary",,2
HB4590,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4591,2024,RS,S,2024-02-29,To Judiciary,17,17
HB4591,2024,RS,S,2024-02-29,To Judiciary,,16
HB4591,2024,RS,S,2024-02-29,Introduced in Senate,17,15
HB4591,2024,RS,H,2024-02-28,Communicated to Senate,,14
HB4591,2024,RS,H,2024-02-28,"Effective January 1, 2025 (Roll No. 350)",,13
HB4591,2024,RS,H,2024-02-28,Passed House (Roll No. 349),,12
HB4591,2024,RS,H,2024-02-28,Read 3rd time,,11
HB4591,2024,RS,H,2024-02-28,"On 3rd reading, Special Calendar",,10
HB4591,2024,RS,H,2024-02-27,Read 2nd time,,9
HB4591,2024,RS,H,2024-02-27,"On 2nd reading, Special Calendar",,8
HB4591,2024,RS,H,2024-02-26,Read 1st time,,7
HB4591,2024,RS,H,2024-02-26,"On 1st reading, Special Calendar",,6
HB4591,2024,RS,H,2024-02-23,"By substitute, do pass",,5
HB4591,2024,RS,H,2024-01-10,To House Judiciary,,4
HB4591,2024,RS,H,2024-01-10,Introduced in House,,3
HB4591,2024,RS,H,2024-01-10,To Judiciary,,2
HB4591,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4592,2024,RS,H,2024-01-10,To House Health and Human Resources,,4
HB4592,2024,RS,H,2024-01-10,Introduced in House,,3
HB4592,2024,RS,H,2024-01-10,To Health and Human Resources then Finance,,2
HB4592,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4593,2024,RS,H,2024-02-08,To House Judiciary,,6
HB4593,2024,RS,H,2024-01-12,"Do pass, but first to Judiciary",,5
HB4593,2024,RS,H,2024-01-10,To House Health and Human Resources,,4
HB4593,2024,RS,H,2024-01-10,Introduced in House,,3
HB4593,2024,RS,H,2024-01-10,To Health and Human Resources then Judiciary,,2
HB4593,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4594,2024,RS,H,2024-04-22,"Chapter 166, Acts, Regular Session, 2024",,44
HB4594,2024,RS,H,2024-03-01,Approved by Governor 2/29/2024 - House Journal,,43
HB4594,2024,RS,H,2024-03-01,Approved by Governor 2/29/2024,,42
HB4594,2024,RS,S,2024-03-01,Approved by Governor 2/29/2024 - Senate Journal,22,41
HB4594,2024,RS,H,2024-02-23,To Governor 2/23/2024 - House Journal,,40
HB4594,2024,RS,H,2024-02-23,To Governor 2/23/2024,,39
HB4594,2024,RS,S,2024-02-23,To Governor 2/23/2024 - Senate Journal,32,38
HB4594,2024,RS,S,2024-02-14,House Message received,3,37
HB4594,2024,RS,H,2024-02-13,Completed legislative action,,36
HB4594,2024,RS,H,2024-02-13,Communicated to Senate,,35
HB4594,2024,RS,H,2024-02-13,Effective from passage (Roll No. 156),,34
HB4594,2024,RS,H,2024-02-13,House concurred in Senate amendment and passed bill (Roll No. 155),,33
HB4594,2024,RS,H,2024-02-13,Immediate consideration,,32
HB4594,2024,RS,H,2024-02-13,House received Senate message,,31
HB4594,2024,RS,S,2024-02-05,Senate requests House to concur,16,30
HB4594,2024,RS,S,2024-02-05,Effective from passage (Roll No. 95),16,29
HB4594,2024,RS,S,2024-02-05,Passed Senate with amended title (Roll No. 95),15-16,28
HB4594,2024,RS,S,2024-02-05,Read 3rd time,15,27
HB4594,2024,RS,S,2024-02-05,On 3rd reading,,26
HB4594,2024,RS,S,2024-02-02,Committee amendment adopted (Voice vote),12-13,25
HB4594,2024,RS,S,2024-02-02,Read 2nd time,11,24
HB4594,2024,RS,S,2024-02-02,On 2nd reading,,23
HB4594,2024,RS,S,2024-02-01,Read 1st time,9,22
HB4594,2024,RS,S,2024-02-01,On 1st reading,,21
HB4594,2024,RS,S,2024-01-31,"Reported do pass, with amendment and title amendment",4,20
HB4594,2024,RS,S,2024-01-24,To Health and Human Resources,2,19
HB4594,2024,RS,S,2024-01-24,To Health and Human Resources,,18
HB4594,2024,RS,S,2024-01-24,Introduced in Senate,2,17
HB4594,2024,RS,H,2024-01-23,Communicated to Senate,,16
HB4594,2024,RS,H,2024-01-23,Passed House (Roll No. 21),,15
HB4594,2024,RS,H,2024-01-23,Read 3rd time,,14
HB4594,2024,RS,H,2024-01-23,"On 3rd reading, Special Calendar",,13
HB4594,2024,RS,H,2024-01-22,Read 2nd time,,12
HB4594,2024,RS,H,2024-01-22,"On 2nd reading, Special Calendar",,11
HB4594,2024,RS,H,2024-01-19,"Postponed on 2nd reading, Special Calendar, until 1/22/2024",,10
HB4594,2024,RS,H,2024-01-19,"On 2nd reading, Special Calendar",,9
HB4594,2024,RS,H,2024-01-18,Read 1st time,,8
HB4594,2024,RS,H,2024-01-18,"On 1st reading, Special Calendar",,7
HB4594,2024,RS,H,2024-01-17,Do pass,,6
HB4594,2024,RS,H,2024-01-10,To House Health and Human Resources,,5
HB4594,2024,RS,H,2024-01-10,Introduced in House,,4
HB4594,2024,RS,H,2024-01-10,To Health and Human Resources,,3
HB4594,2024,RS,H,2024-01-10,Filed for introduction,,2
HB4595,2024,RS,S,2024-02-02,To Judiciary,7,21
HB4595,2024,RS,S,2024-02-02,"Reported do pass, with amendment, but first to Judiciary",7,20
HB4595,2024,RS,S,2024-01-26,To Health and Human Resources,1,19
HB4595,2024,RS,S,2024-01-26,To Health and Human Resources then Judiciary,,18
HB4595,2024,RS,S,2024-01-26,Introduced in Senate,1,17
HB4595,2024,RS,H,2024-01-25,Communicated to Senate,,16
HB4595,2024,RS,H,2024-01-25,Passed House (Roll No. 35),,15
HB4595,2024,RS,H,2024-01-25,Read 3rd time,,14
HB4595,2024,RS,H,2024-01-25,"On 3rd reading, Special Calendar",,13
HB4595,2024,RS,H,2024-01-24,Read 2nd time,,12
HB4595,2024,RS,H,2024-01-24,"On 2nd reading, Special Calendar",,11
HB4595,2024,RS,H,2024-01-23,"Postponed on 2nd reading, Special Calendar, until 1/24/2024",,10
HB4595,2024,RS,H,2024-01-23,"On 2nd reading, Special Calendar",,9
HB4595,2024,RS,H,2024-01-23,Read 1st time,,8
HB4595,2024,RS,H,2024-01-19,"On 1st reading, Special Calendar",,7
HB4595,2024,RS,H,2024-01-18,"By substitute, do pass",,6
HB4595,2024,RS,H,2024-01-12,"With amendment, do pass, but first to Judiciary",,5
HB4595,2024,RS,H,2024-01-10,To House Health and Human Resources,,4
HB4595,2024,RS,H,2024-01-10,Introduced in House,,3
HB4595,2024,RS,H,2024-01-10,To Health and Human Resources then Judiciary,,2
HB4595,2024,RS,H,2024-01-10,Filed for introduction,,1
HB4596,2024,RS,H,2024-01-11,To House Judiciary,,4
HB4596,2024,RS,H,2024-01-11,Introduced in House,,3
HB4596,2024,RS,H,2024-01-11,To Judiciary,,2
HB4596,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4597,2024,RS,H,2024-01-11,To House Finance,,4
HB4597,2024,RS,H,2024-01-11,Introduced in House,,3
HB4597,2024,RS,H,2024-01-11,To Finance,,2
HB4597,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4599,2024,RS,H,2024-01-11,To House Government Organization,,4
HB4599,2024,RS,H,2024-01-11,Introduced in House,,3
HB4599,2024,RS,H,2024-01-11,To Government Organization then Finance,,2
HB4599,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4600,2024,RS,H,2024-01-11,To House Finance,,4
HB4600,2024,RS,H,2024-01-11,Introduced in House,,3
HB4600,2024,RS,H,2024-01-11,To Finance,,2
HB4600,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4601,2024,RS,H,2024-01-11,Originating in House Government Organization,,4
HB4601,2024,RS,H,2024-01-11,Introduced in House,,3
HB4601,2024,RS,H,2024-01-11,To Government Organization then Finance,,2
HB4601,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4602,2024,RS,H,2024-02-08,To House Government Organization,,6
HB4602,2024,RS,H,2024-01-24,"Do pass, but first to Government Organization",,5
HB4602,2024,RS,H,2024-01-11,To House Political Subdivisions,,4
HB4602,2024,RS,H,2024-01-11,Introduced in House,,3
HB4602,2024,RS,H,2024-01-11,To Political Subdivisions then Government Organization,,2
HB4602,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4603,2024,RS,H,2024-01-11,To House Judiciary,,4
HB4603,2024,RS,H,2024-01-11,Introduced in House,,3
HB4603,2024,RS,H,2024-01-11,To Judiciary then Finance,,2
HB4603,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4604,2024,RS,H,2024-01-11,To House Education,,4
HB4604,2024,RS,H,2024-01-11,Introduced in House,,3
HB4604,2024,RS,H,2024-01-11,To Education,,2
HB4604,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4605,2024,RS,H,2024-01-11,To House Agriculture and Natural Resources,,4
HB4605,2024,RS,H,2024-01-11,Introduced in House,,3
HB4605,2024,RS,H,2024-01-11,To Agriculture and Natural Resources then Judiciary,,2
HB4605,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4606,2024,RS,H,2024-01-11,To House Economic Development and Tourism,,4
HB4606,2024,RS,H,2024-01-11,Introduced in House,,3
HB4606,2024,RS,H,2024-01-11,To Economic Development and Tourism then Judiciary,,2
HB4606,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4607,2024,RS,H,2024-01-11,"To House Senior, Children, and Family Issues",,4
HB4607,2024,RS,H,2024-01-11,Introduced in House,,3
HB4607,2024,RS,H,2024-01-11,"To Senior, Children, and Family Issues then Judiciary",,2
HB4607,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4608,2024,RS,H,2024-01-11,To House Education,,4
HB4608,2024,RS,H,2024-01-11,Introduced in House,,3
HB4608,2024,RS,H,2024-01-11,To Education then Judiciary,,2
HB4608,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4609,2024,RS,H,2024-01-11,"To House Senior, Children, and Family Issues",,4
HB4609,2024,RS,H,2024-01-11,Introduced in House,,3
HB4609,2024,RS,H,2024-01-11,"To Senior, Children, and Family Issues then Judiciary",,2
HB4609,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4610,2024,RS,H,2024-01-11,To House Economic Development and Tourism,,4
HB4610,2024,RS,H,2024-01-11,Introduced in House,,3
HB4610,2024,RS,H,2024-01-11,To Economic Development and Tourism then Education,,2
HB4610,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4611,2024,RS,H,2024-01-11,To House Pensions and Retirement,,4
HB4611,2024,RS,H,2024-01-11,Introduced in House,,3
HB4611,2024,RS,H,2024-01-11,To Pensions and Retirement then Finance,,2
HB4611,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4612,2024,RS,H,2024-01-11,To House Health and Human Resources,,4
HB4612,2024,RS,H,2024-01-11,Introduced in House,,3
HB4612,2024,RS,H,2024-01-11,To Health and Human Resources then Finance,,2
HB4612,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4613,2024,RS,H,2024-01-11,To House Health and Human Resources,,4
HB4613,2024,RS,H,2024-01-11,Introduced in House,,3
HB4613,2024,RS,H,2024-01-11,To Health and Human Resources then Finance,,2
HB4613,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4614,2024,RS,H,2024-01-11,To House Finance,,4
HB4614,2024,RS,H,2024-01-11,Introduced in House,,3
HB4614,2024,RS,H,2024-01-11,To Finance,,2
HB4614,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4615,2024,RS,H,2024-01-11,To House Judiciary,,4
HB4615,2024,RS,H,2024-01-11,Introduced in House,,3
HB4615,2024,RS,H,2024-01-11,To Judiciary,,2
HB4615,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4616,2024,RS,H,2024-01-11,To House Technology and Infrastructure,,4
HB4616,2024,RS,H,2024-01-11,Introduced in House,,3
HB4616,2024,RS,H,2024-01-11,To Technology and Infrastructure then Judiciary,,2
HB4616,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4617,2024,RS,H,2024-01-11,To House Banking and Insurance,,4
HB4617,2024,RS,H,2024-01-11,Introduced in House,,3
HB4617,2024,RS,H,2024-01-11,To Banking and Insurance then Finance,,2
HB4617,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4618,2024,RS,H,2024-01-11,To House Government Organization,,4
HB4618,2024,RS,H,2024-01-11,Introduced in House,,3
HB4618,2024,RS,H,2024-01-11,To Government Organization then Finance,,2
HB4618,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4619,2024,RS,H,2024-01-11,To House Judiciary,,4
HB4619,2024,RS,H,2024-01-11,Introduced in House,,3
HB4619,2024,RS,H,2024-01-11,To Judiciary,,2
HB4619,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4620,2024,RS,S,2024-01-25,To Health and Human Resources,2,23
HB4620,2024,RS,S,2024-01-25,To Health and Human Resources,,22
HB4620,2024,RS,S,2024-01-25,Introduced in Senate,2,21
HB4620,2024,RS,H,2024-01-24,Communicated to Senate,,20
HB4620,2024,RS,H,2024-01-24,Effective from passage (Roll No. 26),,19
HB4620,2024,RS,H,2024-01-24,Title amendment adopted (Voice vote),,18
HB4620,2024,RS,H,2024-01-24,Passed House (Roll No. 25),,17
HB4620,2024,RS,H,2024-01-24,Read 3rd time,,16
HB4620,2024,RS,H,2024-01-24,"On 3rd reading, Special Calendar",,15
HB4620,2024,RS,H,2024-01-23,"Postponed on 3rd reading, Special Calendar, until 1/24/2024",,14
HB4620,2024,RS,H,2024-01-23,"On 3rd reading, Special Calendar",,13
HB4620,2024,RS,H,2024-01-22,Amendment adopted (Voice vote),,12
HB4620,2024,RS,H,2024-01-22,Read 2nd time,,11
HB4620,2024,RS,H,2024-01-22,"On 2nd reading, Special Calendar",,10
HB4620,2024,RS,H,2024-01-19,"Postponed on 2nd reading, Special Calendar, until 1/22/2024",,9
HB4620,2024,RS,H,2024-01-19,"On 2nd reading, Special Calendar",,8
HB4620,2024,RS,H,2024-01-18,Read 1st time,,7
HB4620,2024,RS,H,2024-01-18,"On 1st reading, Special Calendar",,6
HB4620,2024,RS,H,2024-01-17,"By substitute, do pass",,5
HB4620,2024,RS,H,2024-01-11,To House Health and Human Resources,,4
HB4620,2024,RS,H,2024-01-11,Introduced in House,,3
HB4620,2024,RS,H,2024-01-11,To Health and Human Resources,,2
HB4620,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4621,2024,RS,S,2024-02-29,To Judiciary,18,30
HB4621,2024,RS,S,2024-02-29,To Judiciary,,29
HB4621,2024,RS,S,2024-02-29,Introduced in Senate,17,28
HB4621,2024,RS,H,2024-02-27,Communicated to Senate,,27
HB4621,2024,RS,H,2024-02-27,Title amendment adopted (Voice vote),,26
HB4621,2024,RS,H,2024-02-27,Passed House (Roll No. 309),,25
HB4621,2024,RS,H,2024-02-27,Read 3rd time,,24
HB4621,2024,RS,H,2024-02-27,"On 3rd reading, Special Calendar",,23
HB4621,2024,RS,H,2024-02-26,Read 2nd time,,22
HB4621,2024,RS,H,2024-02-26,"On 2nd reading, Special Calendar",,21
HB4621,2024,RS,H,2024-02-23,Read 1st time,,20
HB4621,2024,RS,H,2024-02-23,"On 1st reading, Special Calendar",,19
HB4621,2024,RS,H,2024-02-22,"By substitute, do pass",,18
HB4621,2024,RS,H,2024-01-31,To House Judiciary,,17
HB4621,2024,RS,H,2024-01-31,Recommitted to Judiciary on 1st reading,,16
HB4621,2024,RS,H,2024-01-31,"From Housel Calendar, 1st reading, placed on Special Calendar",,15
HB4621,2024,RS,H,2024-01-24,"On 1st reading, House Calendar",,14
HB4621,2024,RS,H,2024-01-23,Placed on House Calendar,,13
HB4621,2024,RS,H,2024-01-23,"On 1st reading, Special Calendar",,12
HB4621,2024,RS,H,2024-01-22,"Postponed on 1st reading, Special Calendar, until 1/23/2024",,11
HB4621,2024,RS,H,2024-01-22,Read 1st time,,10
HB4621,2024,RS,H,2024-01-22,"On 1st reading, Special Calendar",,9
HB4621,2024,RS,H,2024-01-19,"Postponed on 1st reading, Special Calendar, until 1/22/2024",,8
HB4621,2024,RS,H,2024-01-19,"On 1st reading, Special Calendar",,7
HB4621,2024,RS,H,2024-01-18,"By substitute, do pass",,6
HB4621,2024,RS,H,2024-01-18,Introduced in House,,5
HB4621,2024,RS,H,2024-01-11,To House Judiciary,,4
HB4621,2024,RS,H,2024-01-11,Introduced in House,,3
HB4621,2024,RS,H,2024-01-11,To Judiciary,,2
HB4621,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4622,2024,RS,H,2024-01-11,To House Workforce Development,,4
HB4622,2024,RS,H,2024-01-11,Introduced in House,,3
HB4622,2024,RS,H,2024-01-11,To Workforce Development then Judiciary then *,,2
HB4622,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4623,2024,RS,H,2024-01-11,To House Government Organization,,4
HB4623,2024,RS,H,2024-01-11,Introduced in House,,3
HB4623,2024,RS,H,2024-01-11,To Government Organization then Finance,,2
HB4623,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4624,2024,RS,H,2024-01-11,To House Government Organization,,4
HB4624,2024,RS,H,2024-01-11,Introduced in House,,3
HB4624,2024,RS,H,2024-01-11,To Government Organization,,2
HB4624,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4625,2024,RS,H,2024-01-11,To House Agriculture and Natural Resources,,4
HB4625,2024,RS,H,2024-01-11,Introduced in House,,3
HB4625,2024,RS,H,2024-01-11,To Agriculture and Natural Resources then Government Organization,,2
HB4625,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4626,2024,RS,H,2024-01-11,To House Finance,,4
HB4626,2024,RS,H,2024-01-11,Introduced in House,,3
HB4626,2024,RS,H,2024-01-11,To Finance,,2
HB4626,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4627,2024,RS,H,2024-01-25,House rejected (Roll No. 38),,19
HB4627,2024,RS,H,2024-01-25,Motion for previous question adopted (Roll No. 37),,18
HB4627,2024,RS,H,2024-01-25,Motion to postpone 3 days rejected,,17
HB4627,2024,RS,H,2024-01-25,Motion to postpone indefinitely rejected (Roll No. 36),,16
HB4627,2024,RS,H,2024-01-25,Read 3rd time,,15
HB4627,2024,RS,H,2024-01-25,"On 3rd reading, Special Calendar",,14
HB4627,2024,RS,H,2024-01-24,Read 2nd time,,13
HB4627,2024,RS,H,2024-01-24,"On 2nd reading, Special Calendar",,12
HB4627,2024,RS,H,2024-01-23,"Postponed on 2nd reading, Special Calendar, until 1/24/2024",,11
HB4627,2024,RS,H,2024-01-23,"On 2nd reading, Special Calendar",,10
HB4627,2024,RS,H,2024-01-22,Read 1st time,,9
HB4627,2024,RS,H,2024-01-22,"On 1st reading, Special Calendar",,8
HB4627,2024,RS,H,2024-01-19,"Postponed on 1st reading, Special Calendar, until 1/22/2024",,7
HB4627,2024,RS,H,2024-01-19,"On 1st reading, Special Calendar",,6
HB4627,2024,RS,H,2024-01-18,"By substitute, do pass",,5
HB4627,2024,RS,H,2024-01-11,To House Judiciary,,4
HB4627,2024,RS,H,2024-01-11,Introduced in House,,3
HB4627,2024,RS,H,2024-01-11,To Judiciary,,2
HB4627,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4628,2024,RS,H,2024-01-11,To House Government Organization,,4
HB4628,2024,RS,H,2024-01-11,Introduced in House,,3
HB4628,2024,RS,H,2024-01-11,To Government Organization,,2
HB4628,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4629,2024,RS,H,2024-01-11,To House Education,,4
HB4629,2024,RS,H,2024-01-11,Introduced in House,,3
HB4629,2024,RS,H,2024-01-11,To EducationGovernment Organization,,2
HB4629,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4630,2024,RS,H,2024-01-11,To House Energy and Manufacturing,,4
HB4630,2024,RS,H,2024-01-11,Introduced in House,,3
HB4630,2024,RS,H,2024-01-11,To Energy and Manufacturing,,2
HB4630,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4631,2024,RS,H,2024-01-11,To House Banking and Insurance,,4
HB4631,2024,RS,H,2024-01-11,Introduced in House,,3
HB4631,2024,RS,H,2024-01-11,To Banking and Insurance then Finance,,2
HB4631,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4632,2024,RS,H,2024-01-11,To House Energy and Manufacturing,,4
HB4632,2024,RS,H,2024-01-11,Introduced in House,,3
HB4632,2024,RS,H,2024-01-11,To Energy and Manufacturing,,2
HB4632,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4633,2024,RS,H,2024-01-11,To House Health and Human Resources,,4
HB4633,2024,RS,H,2024-01-11,Introduced in House,,3
HB4633,2024,RS,H,2024-01-11,To Health and Human Resources,,2
HB4633,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4634,2024,RS,H,2024-01-11,To House Energy and Manufacturing,,4
HB4634,2024,RS,H,2024-01-11,Introduced in House,,3
HB4634,2024,RS,H,2024-01-11,To Energy and Manufacturing then Government Organization,,2
HB4634,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4635,2024,RS,H,2024-01-11,To House Government Organization,,4
HB4635,2024,RS,H,2024-01-11,Introduced in House,,3
HB4635,2024,RS,H,2024-01-11,To Government Organization,,2
HB4635,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4636,2024,RS,H,2024-01-11,To House Political Subdivisions,,4
HB4636,2024,RS,H,2024-01-11,Introduced in House,,3
HB4636,2024,RS,H,2024-01-11,To Political Subdivisions then Judiciary,,2
HB4636,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4637,2024,RS,H,2024-01-11,To House Education,,4
HB4637,2024,RS,H,2024-01-11,Introduced in House,,3
HB4637,2024,RS,H,2024-01-11,To Education then Finance,,2
HB4637,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4638,2024,RS,H,2024-01-11,To House Technology and Infrastructure,,4
HB4638,2024,RS,H,2024-01-11,Introduced in House,,3
HB4638,2024,RS,H,2024-01-11,To Technology and Infrastructure then Finance,,2
HB4638,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4639,2024,RS,H,2024-01-11,To House Education,,4
HB4639,2024,RS,H,2024-01-11,Introduced in House,,3
HB4639,2024,RS,H,2024-01-11,To Education then Finance,,2
HB4639,2024,RS,H,2024-01-11,Filed for introduction,,1
HB4640,2024,RS,S,2024-02-20,To Finance,2,18
HB4640,2024,RS,S,2024-02-20,To Finance,,17
HB4640,2024,RS,S,2024-02-20,Introduced in Senate,2,16
HB4640,2024,RS,H,2024-02-19,Communicated to Senate,,15
HB4640,2024,RS,H,2024-02-19,Passed House (Roll No. 214),,14
HB4640,2024,RS,H,2024-02-19,Read 3rd time,,13
HB4640,2024,RS,H,2024-02-19,"On 3rd reading, Special Calendar",,12
HB4640,2024,RS,H,2024-02-16,Read 2nd time,,11
HB4640,2024,RS,H,2024-02-16,"On 2nd reading, Special Calendar",,10
HB4640,2024,RS,H,2024-02-15,Read 1st time,,9
HB4640,2024,RS,H,2024-02-15,"On 1st reading, Special Calendar",,8
HB4640,2024,RS,H,2024-02-14,"Postponed on 1st reading, Special Calendar, until 2/15/2024",,7
HB4640,2024,RS,H,2024-02-14,"On 1st reading, Special Calendar",,6
HB4640,2024,RS,H,2024-02-13,"By substitute, do pass",,5
HB4640,2024,RS,H,2024-01-12,To House Finance,,4
HB4640,2024,RS,H,2024-01-12,Introduced in House,,3
HB4640,2024,RS,H,2024-01-12,To Finance,,2
HB4640,2024,RS,H,2024-01-12,Filed for introduction,,1
HB4641,2024,RS,H,2024-01-12,To House Judiciary,,4
HB4641,2024,RS,H,2024-01-12,Introduced in House,,3
HB4641,2024,RS,H,2024-01-12,To Judiciary,,2
HB4641,2024,RS,H,2024-01-12,Filed for introduction,,1
HB4642,2024,RS,H,2024-01-12,To House Economic Development and Tourism,,4
HB4642,2024,RS,H,2024-01-12,Introduced in House,,3
HB4642,2024,RS,H,2024-01-12,To Economic Development and Tourism then Finance,,2
HB4642,2024,RS,H,2024-01-12,Filed for introduction,,1
HB4643,2024,RS,H,2024-01-12,To House Health and Human Resources,,4
HB4643,2024,RS,H,2024-01-12,Introduced in House,,3
HB4643,2024,RS,H,2024-01-12,To Health and Human Resources then Judiciary,,2
HB4643,2024,RS,H,2024-01-12,Filed for introduction,,1
HB4644,2024,RS,H,2024-01-12,To House Banking and Insurance,,4
HB4644,2024,RS,H,2024-01-12,Introduced in House,,3
HB4644,2024,RS,H,2024-01-12,To Banking and Insurance then Judiciary,,2
HB4644,2024,RS,H,2024-01-12,Filed for introduction,,1
HB4645,2024,RS,H,2024-01-12,To House Judiciary,,4
HB4645,2024,RS,H,2024-01-12,Introduced in House,,3
