bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0265,2023-RS,Representative Hornok,Representative Banks; Representative Pendergraft; Representative Slagle; Representative Wylie; Senator Ide,inactive,,Public procurement late payments.,AN ACT relating to public property; increasing the rate of interest that accrues on late payments for the purchase of goods and services by public entities as specified; providing for the accrual of interest on late payments for public works projects as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0265
HB0266,2023-RS,Representative Locke,"Representative Allemand; Representative Angelos; Representative Bear; Representative Smith; Representative Trujillo; Representative Winter; Senator Laursen, D",inactive,,Refugee resettlement plan accountability.,AN ACT relating to the administration of government; requiring legislative approval of a refugee resettlement plan; providing for assignment of a refugee resettlement plan to a legislative committee; requiring public hearings; requiring reports; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0266
HB0267,2023-RS,Representative Knapp,,inactive,,Conveyances to United States-right of refusal by state.,AN ACT relating to property; granting the state of Wyoming the right of first refusal for real property conveyances to the United States and federal agencies; specifying conditions for the purchase of property by exercising the right of first refusal; specifying duties for property owners and the board of land commissioners; providing a continuous appropriation; providing definitions; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0267
HB0268,2023-RS,Representative Burkhart,"Representative Larsen, L; Representative Niemiec; Representative Northrup; Senator Case",inactive,,Wyoming Consumer Rental-Purchase Agreement Act-amendments.,AN ACT relating to trade and commerce; amending the Wyoming Consumer Rental-Purchase Agreement Act as specified; amending licensing requirements; providing for digital agreements; providing a definition; providing limitations; allowing for the inspection of records; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0268
HB0269,2023-RS,Representative Nicholas,,inactive,,Workers compensation-attorneys' expenses and costs.,AN ACT relating to labor and employment; authorizing hearing examiners to award appointed attorneys reimbursement for expenses and costs in contested workers compensation cases as specified; removing the requirement that attorneys only be reimbursed for a reasonable number of hours not to exceed the benefits at issue in the contested case hearing; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0269
HB0270,2023-RS,Representative Northrup,Representative Styvar; Representative Western; Senator Landen; Senator Nethercott; Senator Pappas,inactive,,Improvement and service districts-limitations.,"AN ACT relating to improvement and service districts; providing a limitation on the imposition of fees, charges, mill levies, taxes and other assessments by improvement and service districts; providing exceptions; providing a limitation on the imposition of rules, regulations and procedures by improvement and service districts; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0270
HB0271,2023-RS,Representative Crago,Representative Eklund; Representative Neiman; Representative Northrup; Representative Sommers; Senator Boner; Senator Cooper; Senator Driskill; Senator Steinmetz,inactive,,College of agriculture endowment.,AN ACT relating to the University of Wyoming college of agriculture; creating the University of Wyoming college of agriculture endowment; creating accounts for the endowment; providing for distributions and transfers from the accounts to the college of agriculture; specifying authorized expenditures; requiring reporting; making conforming amendments; appropriating funds; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0271
HB0272,2023-RS,Representative Stith,"Representative Haroldson; Representative Knapp; Representative Larson, JT; Representative Lawley; Representative Niemiec; Representative Obermueller; Representative Olsen; Representative Trujillo; Representative Washut; Representative Wylie; Senator Biteman; Senator Brennan; Senator Ellis; Senator Jones; Senator Landen; Senator Steinmetz",inactive,,Prostitution amendments.,AN ACT relating to crimes and offenses; amending the offenses of prostitution and soliciting an act of prostitution to include sexual contact; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0272
HB0273,2023-RS,Representative Provenza,Senator Rothfuss,inactive,,Game and fish trespass-intent.,AN ACT relating to game and fish; adding an intent requirement to the game and fish trespass statute; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0273
HB0274,2023-RS,Representative Hornok,Representative Davis; Representative Heiner; Representative Locke; Representative Ottman; Representative Rodriguez-Williams; Senator French; Senator Hutchings; Senator McKeown; Senator Steinmetz,inactive,,Internet freedom-prohibiting discrimination.,"AN ACT relating to trade and commerce; prohibiting discrimination based on viewpoint, race, religion and location by interactive computer services, social media platforms and businesses as specified; providing legislative findings; specifying a breach of fiduciary duty for release or loss of private information; defining terms related to the prohibitions on discrimination; providing remedies for violations as specified; specifying applicability of prohibitions; specifying severability; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0274
HB0275,2023-RS,Representative Brown,Senator Boner; Senator French,inactive,,Highway maintenance equity-electric vehicle metering.,"AN ACT relating to taxation; establishing the imposition, administration and distribution of an electric vehicle energy tax; increasing the annual decal fee for an electric vehicle; establishing an annual decal fee for a plug—in hybrid vehicle; repealing provisions made obsolete; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0275
HB0276,2023-RS,Representative Wylie,"Representative Berger; Representative Conrad; Representative Larson, JT; Representative Niemiec; Representative Stith; Senator Jones; Senator Kolb",enrolled,CH0144,Shed antlers and horns conservation stamp.,AN ACT relating to game and fish; providing that any shed antlers and horns on state or public land are the property of the state; requiring nonresidents to obtain a conservation stamp to collect shed antlers and horns on state or public land; providing exceptions specifying fees; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0276
HB0277,2023-RS,"Representative Larson, JT","Representative Niemiec; Representative Stith; Representative Washut; Representative Wylie; Representative Zwonitzer, Dn; Senator Baldwin; Senator Driskill; Senator Jones; Senator Kolb; Senator Rothfuss",inactive,,Vehicle registration e-certificate and grace period.,"AN ACT relating to motor vehicles; confirming the ability of county treasurers to provide certificates of registration in electronic form as specified; amending requirements for the display of license plates, validation stickers and permits as specified; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0277
HB0278,2023-RS,Representative Berger,,inactive,,Public access easements mapping.,"AN ACT relating to game and fish; requiring the game and fish department, the office of state lands and investments and the department of state parks and cultural resources to update geographic information system mapping data of state-held easements and rights-of-way; providing exceptions; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0278
HB0279,2023-RS,Representative Knapp,"Representative Angelos; Representative Haroldson; Representative Larson, JT; Representative Niemiec; Representative Pendergraft; Representative Wylie; Senator Hutchings; Senator Schuler; Senator Steinmetz",enrolled,CH0078,Voter identification requirements.,AN ACT relating to elections; requiring that acceptable voter identification be presented for a voter to obtain an absentee ballot in person; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0279
HB0280,2023-RS,"Representative Zwonitzer, Dn",,inactive,,Discrimination prohibition-amendments.,AN ACT relating to crimes and offenses; establishing offenses and penalties for bodily injury and property damage on account of specified protected classes; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0280
HB0281,2023-RS,Representative Storer,,inactive,,Local government approval for historic site designations.,"AN ACT relating to state historic sites; requiring the board of land commissioners to provide notice and to obtain consent from counties, cities or towns before making a historic site designation as specified; providing requirements; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0281
HB0282,2023-RS,Representative Bear,Representative Angelos; Representative Haroldson; Representative Knapp; Representative Slagle; Representative Smith; Representative Strock; Representative Styvar; Representative Ward; Representative Winter; Senator Steinmetz,inactive,,Critical infrastructure resiliency.,"AN ACT relating to public utilities; creating the critical infrastructure resiliency initiative; specifying purposes for the initiative; creating the critical resilient infrastructure board; specifying members, duties and powers of the board; providing definitions; appropriating funds; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0282
HB0283,2023-RS,Representative Knapp,Representative Angelos; Representative Jennings; Representative Neiman; Representative Pendergraft; Representative Winter; Senator Steinmetz,inactive,,Promoting obscenity-educational exception amendment.,AN ACT relating to crimes and offenses; amending an exception to the offense of promoting obscenity relating to educational and library activities; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0283
HB0284,2023-RS,Representative Walters,Representative Olsen; Senator Case; Senator Furphy,enrolled,CH0119,Collection agency regulation-debt buyers.,AN ACT relating to collection agencies; specifying that debt buyers are collection agencies for purposes of regulation; making conforming amendments; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0284
HB0285,2023-RS,Representative Slagle,Representative Allemand; Representative Sommers; Senator Steinmetz,inactive,,Landowner hunting coupons-hunts that harvest no animals.,"AN ACT relating to game and fish; requiring hunters to deliver landowner coupons to a landowner whenever using a landowner's property for hunting antelope, deer or elk; authorizing landowners to redeem landowner coupons whenever the majority of a hunt for antelope, deer or elk occurred on the landowner's property; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0285
HB0286,2023-RS,Representative Nicholas,,inactive,,ETS consolidation.,AN ACT relating to the administration of government; consolidating the department of enterprise technology services and the duties of the state chief information officer into the department of administration and information; making conforming amendments; providing applicability; transferring employees; transferring appropriations; providing rulemaking authority; requiring reports; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0286
HB0287,2023-RS,Representative Harshman,Representative Yin; Senator Pappas; Senator Schuler,inactive,,Gaming districts and amendments.,AN ACT relating to gaming; authorizing the establishment of gaming districts as specified; specifying the type of gaming activities that may take place in gaming districts; authorizing the entry of agreements with gaming operators to operate within gaming districts; requiring the remittance of specified gaming revenue to the state; providing for the distribution of remitted gaming revenue; providing definitions; specifying exceptions to and amending prohibitions on gambling and gaming; amending gaming requirements; making conforming amendments; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0287
HB0288,2023-RS,Representative Stith,Representative Nicholas; Senator Case,inactive,,Electrical generation tax and rebate program.,AN ACT relating to taxation and revenue; imposing an excise tax on the production of electricity; providing credits for other taxes paid; providing for administration and rulemaking authority; providing penalties; providing for distribution of the tax through a rebate program; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0288
HJ0001,2023-RS,Revenue,,inactive,,Residential property taxation amendment.,"A JOINT RESOLUTION providing for the assessment of residential real property as a separate property class for the purpose of property tax assessments, specifying how residential real property may be valued and authorizing certain exemptions and subclasses related to residential real property.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0001
HJ0002,2023-RS,Representative Sommers,Representative Crago; Representative Harshman; Representative Northrup; Senator Pappas,inactive,,Constitutional amendment-residential property class.,A JOINT RESOLUTION providing for the assessment of residential real property as a separate property class for the purpose of taxation and authorizing subclasses related to residential real property.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0002
HJ0003,2023-RS,Representative Winter,"Representative Banks; Representative Davis; Representative Neiman; Representative Sommers; Senator Driskill; Senator Laursen, D",inactive,,Wild horses and burros-best management practices.,A JOINT RESOLUTION requesting the United States Congress to enact legislation and make other necessary policy changes to allow federal land management agencies and agency partners to implement best management practices for wild horses and burros by allowing for equine slaughter and processing for shipment to accommodating markets inside or outside the United States.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0003
HJ0004,2023-RS,Representative Locke,"Representative Allemand; Representative Banks; Representative Davis; Representative Jennings; Representative Styvar; Representative Ward; Senator Laursen, D; Senator Salazar",inactive,,Residential property tax cap-amendment.,A JOINT RESOLUTION specifying how residential real property may be valued for the purpose of property tax assessments.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0004
HJ0005,2023-RS,Representative Sherwood,"Representative Eklund; Representative Larson, JT; Representative Niemiec; Representative Storer; Representative Trujillo; Representative Wylie; Representative Zwonitzer, Dv; Senator Kolb; Senator Schuler",inactive,,Passenger rail service.,A JOINT RESOLUTION in support of interstate passenger rail expansion.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0005
HJ0006,2023-RS,HAppropriations,,inactive,,Common school account-investments and distributions.,A JOINT RESOLUTION proposing to amend the Wyoming Constitution to modify and modernize the common school account within the permanent land fund; requiring that all common school account earnings be transferred to a separate earnings fund; specifying actions and uses of the common school account's earnings; and requiring that the legislature provide a means for making whole any investment losses to the common school account.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0006
HJ0007,2023-RS,HAppropriations,,inactive,,Permanent mineral trust fund-distributions and investments.,A JOINT RESOLUTION proposing to amend the Wyoming Constitution to modify and modernize the permanent Wyoming mineral trust fund; requiring that all fund earnings be transferred to a separate earnings fund; providing for the expenditure of the fund's earnings; and requiring that the Legislature provide a means for making whole investment and loan losses to the corpus of the fund.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0007
HJ0008,2023-RS,Representative Provenza,"Representative Berger; Representative Chestek; Representative Niemiec; Representative Zwonitzer, Dn; Senator Barlow; Senator Gierau",inactive,,Ballot initiative process.,"A JOINT RESOLUTION proposing to amend the Wyoming Constitution to modify requirements for laws to be enacted by initiative and for acts of the legislature to be approved or rejected by referendum, amending the signature requirements for initiative and referendum petitions; repealing the requirement that a petition be signed by fifteen percent (15%) of those resident in at least two-thirds (2/3) of the counties in the state; amending the voting requirements for the passage of initiatives and referendums; repealing the prohibition on initiatives that dedicate revenues and make appropriations.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0008
HJ0009,2023-RS,Representative Neiman,Representative Angelos; Representative Bear; Representative Haroldson; Representative Jennings; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Smith; Representative Strock; Representative Ward; Representative Winter; Senator Boner; Senator Ide,inactive,,Runoff elections-constitutional amendment.,A JOINT RESOLUTION to amend the time and process for the legislature to reapportion its members in order to accommodate holding primary elections in May and subsequent runoff elections as necessary.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0009
HJ0010,2023-RS,Representative Chestek,"Representative Zwonitzer, Dn",inactive,,Political expenditures-2.,A JOINT RESOLUTION requesting Congress to propose a constitutional amendment identifying the source of political contributions as specified.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0010
HJ0011,2023-RS,Representative Strock,Representative Allemand; Representative Davis; Representative Neiman; Representative Slagle; Representative Sommers; Representative Winter; Senator Boner; Senator Ide; Senator Scott,inactive,,Animal Drug Availability-Wyoming Agriculture.,A JOINT RESOLUTION requesting the United States Congress to enact legislation or make other necessary policy changes to allow agricultural producers to directly access medically important antibiotics to address the health care needs of livestock.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0011
HJ0012,2023-RS,Representative Nicholas,Representative Northrup; Representative Olsen; Representative Sommers; Representative Stith; Senator Baldwin; Senator Case,inactive,,Medicaid Federal Medical Assistance Percentage-increase.,A JOINT RESOLUTION requesting Congress to increase Wyoming's Federal Medical Assistance Percentage.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HJ0012
SF0001,2023-RS,Appropriations,,inactive,,General government appropriations-2.,"AN ACT relating to supplemental appropriations for the operation of state government for the fiscal biennium commencing July 1, 2022 and ending June 30, 2024; providing definitions; providing for additional appropriations and transfers of funds for the period of the budget; increasing or decreasing specified amounts; adjusting the number of positions; modifying prior appropriations; providing for duties, terms and conditions and other requirements relating to appropriations for the period of the budget as specified; providing for position and other budgetary limitations; amending existing law by redirecting revenues and making transfers for the period of the budget; providing for carryover of funds beyond the fiscal biennium; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0001
SF0002,2023-RS,Corporations,,enrolled,CH0017,Wyoming telecommunications act-sunset date.,AN ACT relating to telecommunications; extending the sunset date of the Wyoming Telecommunications Act; making conforming changes; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0002
SF0003,2023-RS,Corporations,,inactive,,Retail liquor license fees.,"AN ACT relating to alcoholic beverages; revising fees for retail liquor licenses issued after July 1, 2023; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0003
SF0004,2023-RS,Labor,,enrolled,CH0018,North American Industry Classification System amendments.,AN ACT relating to worker's compensation; amending the extrahazardous industries codes to conform with changes to the North American Industry Classification System manual; repealing a related law; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0004
SF0005,2023-RS,Corporations,,enrolled,CH0031,Medical malpractice statutory update.,AN ACT relating to the insurance code; granting the insurance commissioner discretion to require reporting of medical malpractice claims; specifying the amount of notice to be given to insurers when reports are required; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0005
SF0006,2023-RS,Corporations,,enrolled,CH0032,Insurance rebating modernization.,AN ACT relating to the insurance code; authorizing specified insurance rebates; clarifying language in the unfair insurance discrimination and insurance rebate statutes; authorizing rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0006
SF0007,2023-RS,Senator Baldwin,"Representative Harshman; Representative Larsen, L; Representative Oakley; Representative Walters; Representative Zwonitzer, Dn; Senator Barlow; Senator Brennan; Senator Driskill; Senator Landen; Senator Nethercott",enrolled,CH0059,Definition of opiate antagonist-amendment.,AN ACT relating to public health and safety; amending the definition of opiate antagonist under the Emergency Administration of Opiate Antagonist Act; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0007
SF0008,2023-RS,Senator Baldwin,"Representative Larsen, L; Representative Walters; Senator Dockstader",enrolled,CH0051,Essential subsidy payments to behavioral health centers.,AN ACT relating to public health and safety; providing that the department of health may make essential subsidy payments to behavior health centers based on service needs; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0008
SF0009,2023-RS,Senator Baldwin,"Representative Larsen, L; Senator Barlow; Senator Dockstader; Senator Furphy; Senator Nethercott",enrolled,CH0107,Medicaid coverage-licensed pharmacists.,AN ACT relating to the Medical Assistance and Services Act; authorizing payment for services rendered by a licensed pharmacist under the Medical Assistance and Services Act; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0009
SF0010,2023-RS,Labor,,enrolled,CH0071,Licensed professional counselor compact.,AN ACT relating to professions and occupations; entering into a compact with other states to allow licensed professional counselors licensed in one compact state to exercise a multistate licensure privilege in other states that are party to the compact; retaining authority to license counselors only in Wyoming; approving and specifying terms of the compact; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0010
SF0011,2023-RS,Labor,,enrolled,CH0053,Cancer early detection amendments.,AN ACT relating to public health and safety; amending eligibility requirements and the reimbursement system for the Wyoming colorectal cancer early detection and prevention program; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0011
SF0012,2023-RS,Corporations,,inactive,,Tavern and entertainment liquor license.,AN ACT relating to alcoholic beverages; authorizing a tavern and entertainment liquor license; specifying requirements; providing definitions; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0012
SF0013,2023-RS,Corporations,,enrolled,CH0020,Bar and grill liquor license phaseout.,AN ACT relating to alcoholic beverages; amending bar and grill liquor license requirements; specifying sunset dates for bar and grill license population formulas; providing for rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0013
SF0014,2023-RS,Transportation,,enrolled,CH0030,Wyoming national guard professional malpractice liability.,AN ACT relating to Wyoming national guard; extending Wyoming national guard malpractice indemnity to other professionals serving as members of the Wyoming national guard; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0014
SF0015,2023-RS,Transportation,,enrolled,CH0028,Military leave for state employees.,AN ACT relating to defense forces and affairs; striking the one-year employment requirement for a leave of absence for military duty for state employees; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0015
SF0016,2023-RS,Transportation,,enrolled,CH0103,State employee-moving expenses.,AN ACT relating to the administration of the government; authorizing payment of moving expenses for state officers and employees; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0016
SF0017,2023-RS,Transportation,,enrolled,CH0029,Off-road recreational vehicles-safety and insurance.,"AN ACT relating to motor vehicles; requiring specified insurance and safety equipment for off-road recreational vehicles when operated on a public road right-of-way, street, road or highway; providing an exception; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0017
SF0018,2023-RS,Transportation,,enrolled,CH0005,Benefits for spouses of law enforcement members.,"AN ACT relating to administration of the government; amending death benefits for the law enforcement retirement plan and the state highway patrol, game and fish warden and criminal investigator retirement plan; conforming provisions; specifying applicability; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0018
SF0019,2023-RS,Transportation,,inactive,,Highway safety-child restraints.,AN ACT relating to motor vehicles; requiring rear-facing child safety restraint systems for children younger than two (2) years old or under the weight or height limits specified for the particular child safety restraint system; clarifying the placement of child safety restraint systems in front of active airbags; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0019
SF0020,2023-RS,Transportation,,enrolled,CH0035,Driver's license and ID card photo quality.,AN ACT relating to driver's licenses and identification cards; striking the requirement for the photograph on the driver's license and identification card to be in color; authorizing rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0020
SF0021,2023-RS,Transportation,,enrolled,CH0095,High occupancy vehicle lanes.,AN ACT relating to motor vehicles; authorizing the director of the department of transportation or a local authority to designate a high occupancy vehicle lane; providing exemptions from high occupancy vehicle lane requirements; defining terms; specifying a penalty; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0021
SF0022,2023-RS,Transportation,,inactive,,Wyoming public safety communications system funding.,AN ACT relating to public safety communications; providing an appropriation; establishing funding priority order; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0022
SF0023,2023-RS,Judiciary,,enrolled,CH0001,Treatment courts-transfer to judicial branch.,AN ACT relating to courts; transferring responsibility and oversight of the court supervised treatment programs from the department of health to the Wyoming supreme court; specifying terms and conditions of the transfer; amending application approval and expense requirements for treatment programs; making conforming amendments; renumbering provisions; requiring reports; providing for rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0023
SF0024,2023-RS,Judiciary,,enrolled,CH0008,Financial exploitation of vulnerable adults.,"AN ACT relating to banks, banking and finance; requiring financial institutions to report financial exploitation of vulnerable adults as specified; authorizing discretionary reporting of suspected financial exploitation of vulnerable adults to third parties; allowing temporary holds on transactions; providing immunity; requiring disclosure of financial records; providing definitions; requiring rulemaking; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0024
SF0025,2023-RS,Judiciary,,enrolled,CH0054,District and prosecuting attorneys-bar license requirement.,AN ACT relating to district and county and prosecuting attorneys; requiring each district attorney and county and prosecuting attorney to be a licensed attorney and a member in good standing with the Wyoming state bar during the term of office for which the district attorney or county and prosecuting attorney was elected or appointed; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0025
SF0026,2023-RS,Labor,,enrolled,CH0021,Psychology Interjurisdictional Compact.,AN ACT relating to professional licensing; adopting the Psychology Interjurisdictional Compact; authorizing the temporary and telemedicine based provision of psychology services by psychologists not licensed to practice psychology in Wyoming; providing for participation in the compact; making conforming amendments; assigning duties to the Wyoming state board of psychology; authorizing the fingerprinting and background investigation of psychology license applicants and license renewals; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0026
SF0027,2023-RS,Tribal Relations,,inactive,,Weed and pest mitigation-tribal inclusion.,AN ACT relating to weed and pest control; clarifying that the Eastern Shoshone and Northern Arapaho tribes may apply for participation in specified emergency insect management programs; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0027
SF0028,2023-RS,Tribal Relations,,enrolled,CH0025,Livestock infectious disease control-tribal inclusion.,AN ACT relating to agriculture; specifying participation in livestock contagious and infectious reportable disease testing and containment programs and reimbursements to include all producers in the state including producers on the Wind River Indian Reservation as specified; providing for cooperative agreements with the Eastern Shoshone and Northern Arapaho Tribes; expanding the governor's authority to negotiate on brucellosis containment; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0028
SF0029,2023-RS,Agriculture,,enrolled,CH0079,Brucellosis management updates.,"AN ACT relating to agriculture, livestock and other animals; amending the requirement to distinctly brand a livestock animal following a positive brucellosis test to be discretionary; updating the provisions for brucellosis testing of cattle; modifying the documentation requirements to receive compensation for brucellosis testing; requiring rulemaking; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0029
SF0030,2023-RS,Agriculture,,inactive,,Apiculture-agricultural land use purpose.,AN ACT relating to taxation and revenue; clarifying that apiculture is an agricultural purpose for tax purposes; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0030
SF0031,2023-RS,Judiciary,,enrolled,CH0052,Adjacent land resource data trespass-repeal.,AN ACT relating to crimes and offenses; repealing a civil cause of action for and the crime of trespass to access adjacent or proximate land for resource data collection purposes; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0031
SF0032,2023-RS,Judiciary,,enrolled,CH0131,Prohibiting drones over penal institutions.,AN ACT relating to crimes and offenses; prohibiting the use of unmanned aircraft systems as specified; authorizing the department of corrections to take reasonable actions against unmanned aircraft systems trespassing over or in penal institutions; providing definitions; providing penalties; providing exceptions; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0032
SF0033,2023-RS,Judiciary,,enrolled,CH0026,Defining aircraft for purposes of hunting prohibitions.,"AN ACT relating to game and fish; providing a definition of ""aircraft"" for purposes of the prohibition on the use of aircraft for hunting and other purposes as specified; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0033
SF0034,2023-RS,Judiciary,,inactive,,Trespass by small unmanned aircraft.,AN ACT relating to crimes and offenses; creating the crime of trespass by small unmanned aircraft; providing a penalty; providing definitions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0034
SF0035,2023-RS,Judiciary,,inactive,,School crosswalks and pedestrian crossings-appropriation.,"AN ACT relating to the administration of government; providing an appropriation for purposes of grants for school crosswalk improvement and pedestrian bridge planning, design and construction; specifying conditions for grants; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0035
SF0036,2023-RS,Cap Fin & Inv,,enrolled,CH0027,Investment funds committee-selection panel amendments.,AN ACT relating to the investment of state funds; specifying procedures and deadlines for the investment funds committee and the selection panel of the investment funds committee; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0036
SF0037,2023-RS,Senator Baldwin,"Representative Harshman; Representative Sommers; Representative Zwonitzer, Dn; Senator Ellis; Senator Schuler",enrolled,CH0080,Podiatry medical services-Medicaid.,AN ACT relating to the Medical Assistance and Services Act; authorizing payment for services rendered by a licensed podiatrist under the Medical Assistance and Services Act as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0037
SF0038,2023-RS,Senator Schuler,Representative Berger; Representative Conrad; Senator Baldwin,enrolled,CH0102,Special license plates-organ donations.,"AN ACT relating to motor vehicle license plates; authorizing specially designated license plates to be issued to increase awareness of organ, eye and tissue donation; specifying requirements; providing for termination of the issuance of the special plates and report of the termination; making conforming amendments; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0038
SF0039,2023-RS,Revenue,,inactive,,Board of equalization-questions before the board.,AN ACT relating to the state board of equalization; specifying the power of the board to decide questions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0039
