bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0001,2024-RS,Appropriations,,enrolled,CH0118,General government appropriations.,"AN ACT to make appropriations for the fiscal biennium commencing July 1, 2024 and ending June 30, 2026; providing definitions; providing for appropriations and transfers of funds for the period of the budget and for the remainder of the current biennium ending June 30, 2024 as specified; providing for carryover of certain funds beyond the biennium as specified; providing for employee positions as specified; providing for duties, terms and conditions and other requirements relating to appropriations for the remainder of the current biennium ending June 30, 2024 and the period of the budget as specified; providing for position and other budgetary limitations; authorizing rulemaking; authorizing a charter school; providing appropriations for purposes related to state funded capital construction; creating accounts; amending existing law by redirecting revenues for the period of the budget; making conforming amendments; amending and repealing prior appropriations; providing for reports related to appropriations; continuing an account; amending and repealing prior appropriations of COVID-19 relief funds; specifying conditions on the appropriation and expenditure of COVID-19 relief funds; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0001
HB0002,2024-RS,Travel,,inactive,,Nonresident fishing license fee increase.,AN ACT relating to game and fish; increasing nonresident fishing license fees; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0002
HB0003,2024-RS,Revenue,,enrolled,CH0106,Property tax exemption for long-term homeowners.,AN ACT relating to taxation; establishing a tax exemption for long-term homeowners; providing a penalty for false claims; providing a sunset date; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0003
HB0004,2024-RS,Revenue,,enrolled,CH0109,Property tax refund program.,AN ACT relating to property tax; amending qualifications for the property tax refund program; amending qualifications for the county optional property tax refund program; amending the maximum refund under the property tax refund program; requiring audits; providing appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0004
HB0005,2024-RS,Labor,,inactive,,Behavioral health redesign amendments.,AN ACT relating to public health and safety; requiring the department of health to pay behavioral health services claims as specified; requiring the department of health to collect information regarding payment of behavioral health services claims; requiring a report; amending definitions; providing a sunset date; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0005
HB0006,2024-RS,Transportation,,inactive,,Light and high profile vehicle closures.,AN ACT relating to highways; creating a penalty for violating signs and markers for closures to light and high profile vehicles; requiring fines imposed to be paid by the driver of the vehicle at the time of the violation; specifying that a violation of a closure to light and high profile vehicles disqualifies a person from driving a commercial vehicle as specified; providing that a violation of a closure to light and high profile vehicles may result in a mandatory revocation or suspension of a license or nonresident operating privilege as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0006
HB0007,2024-RS,Transportation,,inactive,,Alternative fuel tax-electricity amendments.,AN ACT relating to taxation and revenue; amending the collection of and process for alternative fuel taxes; providing a per kilowatt hour license tax on electricity used to propel an electric vehicle; amending the taxation method for alternative fuel tax; amending and providing definitions; imposing an annual decal fee for plug-in hybrid vehicles; making conforming amendments; repealing obsolete provisions; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0007
HB0008,2024-RS,Transportation,,enrolled,CH0021,Commercial driver license-hazardous materials endorsement.,AN ACT relating to motor vehicles; specifying that a driver who has attained eighteen (18) years of age may receive a hazardous materials endorsement for a commercial driver's license; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0008
HB0009,2024-RS,Transportation,,enrolled,CH0040,Fuel tax-licensee information deadline.,AN ACT relating to taxation and revenue; amending the deadline for providing fuel tax return and license information when requested by the department of transportation; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0009
HB0010,2024-RS,Agriculture,,enrolled,CH0013,Grace period-state land lease renewals.,AN ACT relating to state lands; authorizing the director of the office of state lands and investments to grant state land lessees additional time to renew their leases; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0010
HB0011,2024-RS,Agriculture,,enrolled,CH0014,State land lease amendments.,AN ACT relating to state lands; removing specific types of payments for land lease payments; amending the process for how state land lease payments are made; providing that state land lease renewals and rental payments are considered filed on the date the renewal or rental is postmarked; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0011
HB0012,2024-RS,Agriculture,,enrolled,CH0026,Wyoming dairy marketing act-repeal.,"AN ACT relating to agriculture, livestock and other animals; repealing the Wyoming Dairy Marketing Act of 1971; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0012
HB0013,2024-RS,Agriculture,,enrolled,CH0025,Flow-through pools-exemption.,AN ACT relating to public health and safety; exempting flow-through pools from the public pool and spa health and safety act; providing definitions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0013
HB0014,2024-RS,Labor,,enrolled,CH0019,Prior authorization regulations.,AN ACT relating to the insurance code; requiring health insurers and contracted utilization review entities to follow prior authorization regulations as specified; providing definitions; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0014
HB0015,2024-RS,Labor,,enrolled,CH0030,Health insurance-reimbursement of overpayments.,AN ACT relating to health insurance; specifying a time limit to seek reimbursement for health insurance overpayments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0015
HB0016,2024-RS,Travel,,enrolled,CH0012,Sutton state archaeological site-legal description.,AN ACT relating to state lands; removing an inconsistent legal description of the Sutton state archaeological site; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0016
HB0017,2024-RS,Travel,,inactive,,Fishing outfitters and guides-registration of fishing boats.,"AN ACT relating to game and fish; authorizing the Wyoming game and fish commission to regulate commercially guided fishing boats; providing for registration of commercially guided fishing boats, vehicles and trailers operated by outfitters and professional fishing guides; providing definitions; providing rulemaking authority; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0017
HB0018,2024-RS,Revenue,,inactive,,Property tax-inflation cap.,AN ACT relating to ad valorem taxation; limiting the maximum annual taxable value increase for residential property; striking obsolete language; and providing for a contingent effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0018
HB0019,2024-RS,Education,,inactive,,Education savings accounts.,AN ACT relating to education; authorizing education savings accounts; creating the Wyoming education savings accounts expenditure account; providing for a transfer of funds to the Wyoming education savings accounts expenditure account; providing for the use and administration of education savings accounts for education; specifying duties of the state superintendent of public instruction; providing rulemaking authority; making conforming amendments; providing appropriations; authorizing full-time positions; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0019
HB0020,2024-RS,Education,,enrolled,CH0066,School finance-regional cost adjustment study.,AN ACT relating to school finance; requiring reporting and data collection to study the regional cost adjustments utilized in the education resource block grant model during recalibration; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0020
HB0021,2024-RS,Sel Sch Fac,,enrolled,CH0011,Charter school leasing.,AN ACT relating to K-12 school facilities; repealing the requirement that charter schools operate successfully for three (3) years to receive reimbursement for leasing expenses; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0021
HB0022,2024-RS,Revenue,,inactive,,Sales tax revisions.,AN ACT relating to sales tax; revising provisions related to administration of the sales tax; clarifying a definition; clarifying the imposition of the tax; amending exemptions; revising reporting requirements; clarifying licensing and compliance provisions; repealing obsolete and other provisions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0022
HB0023,2024-RS,"Representative Larson, JT","Representative Niemiec; Representative Wylie; Representative Zwonitzer, Dn; Senator Baldwin; Senator Jones",enrolled,CH0020,Vehicle registration e-certificate and grace period.,"AN ACT relating to motor vehicles; confirming the ability of county treasurers to provide vehicle certificates of registration in electronic form as specified; amending requirements for the display of vehicle registrations, license plates, validation stickers and permits as specified; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0023
HB0024,2024-RS,Labor,,inactive,,Certificate of need repeal.,AN ACT relating to public health and safety; authorizing the department of health to approve alterations or additions to health care facilities as specified; repealing bed expansion limitations for nursing care facilities and hospitals as specified; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0024
HB0025,2024-RS,Labor,,enrolled,CH0024,Medicaid-third party payor conditions.,AN ACT relating to the Wyoming Medical Assistance and Services Act; requiring health insurers to respond to state inquiries within sixty (60) days; prohibiting health insurers from denying Medicaid payments as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0025
HB0026,2024-RS,Judiciary,,enrolled,CH0010,Emergency protective services-effective period.,AN ACT relating to adult protective services; extending the effective period of emergency protective services; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0026
HB0027,2024-RS,Judiciary,,enrolled,CH0009,DFS and law enforcement-cross reporting.,AN ACT relating to adult protective services; requiring law enforcement to notify the department of family services upon receiving a report of a vulnerable adult in need of potential protective services; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0027
HB0028,2024-RS,Judiciary,,inactive,,Interference with parent-child contact.,AN ACT relating to crimes and offenses; establishing the offense of interference with parent-child contact; specifying affirmative defenses; specifying penalties; providing definitions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0028
HB0029,2024-RS,Judiciary,,enrolled,CH0086,Cold case database and investigations.,AN ACT relating to the attorney general; requiring the division of criminal investigation to develop and maintain a cold case database; requiring law enforcement agencies in the state to provide cold case information to the division as specified; requiring rulemaking; requiring a report; authorizing funds for cold case investigations; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0029
HB0030,2024-RS,Judiciary,,inactive,,Controlled Substances Act-possession amendments.,AN ACT relating to controlled substances; eliminating the form of a controlled substance as an element of the misdemeanor offense of unlawful possession of a controlled substance; amending prohibitions on the possession of controlled substances as specified; specifying and amending penalties based on the amount of controlled substances; repealing obsolete provisions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0030
HB0031,2024-RS,Judiciary,,enrolled,CH0041,Peace officers-records and reporting.,"AN ACT relating to the administration of government; requiring personnel files of peace officers, detention officers, corrections officers and dispatchers to be available to the peace officer standards and training commission as specified; making conforming amendments; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0031
HB0032,2024-RS,Minerals,,enrolled,CH0031,Geologic sequestration-unitization amendments.,AN ACT relating to environmental quality; specifying that pore space utilization is a purpose of geologic sequestration unitization; providing definitions; amending permit types related to geologic sequestration; amending application requirements for the unitization of interests in pore space in a unit area; amending the findings required by the oil and gas conservation commission before entry of a unitization order; amending notice requirements for unitization applications; clarifying that a unitization order may provide for the use of directional wells; making conforming amendments; specifying applicability; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0032
HB0033,2024-RS,Minerals,,enrolled,CH0023,Mining operations-blasting requirements.,AN ACT relating to environmental quality; specifying requirements for the use of explosives in noncoal surface mining operations; requiring a blasting plan for specified mining operations; requiring rulemaking; making conforming amendments; authorizing positions; providing an appropriation; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0033
HB0034,2024-RS,Minerals,,enrolled,CH0032,Solid waste municipal cease and transfer funding.,AN ACT relating to the prioritization of municipal solid waste facilities cease and transfer projects; authorizing expenditure of previously appropriated funds; establishing a prioritized list of projects; establishing a maximum amount to be expended on projects; granting the department of environmental quality limited discretionary authority to modify the prioritized list; specifying expenditures for a carcass management project; providing definitions; requiring reports; repealing a prior list of priority cease and transfer projects; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0034
HB0035,2024-RS,Minerals,,enrolled,CH0022,Limitation on environmental rulemaking.,"AN ACT relating to environmental quality; requiring the environmental quality council to promulgate rules no more stringent than federal law, rules or regulations; providing exceptions; specifying applicability; requiring rulemaking; requiring reporting; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0035
HB0036,2024-RS,Fed Nat Res,,enrolled,CH0069,Natural Resource Protection Act.,AN ACT relating to protection of constitutional rights; providing a declaration of authority and policy; prohibiting the enforcement of federal rules or regulations regarding federal land management as specified; providing an exception; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0036
HB0037,2024-RS,Corporations,,inactive,,Election offenses-intimidation.,AN ACT relating to elections; creating the misdemeanor offense of election intimidation; creating the felony offense of aggravated election intimidation; providing for penalties; repealing an inconsistent provision; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0037
HB0038,2024-RS,Corporations,,inactive,,Voter qualifications-durational residency requirement.,AN ACT relating to elections; requiring a qualified elector to be a bona fide resident of the state of Wyoming for not less than thirty (30) days before the date of the election in which they offer to vote; providing an exception for electors otherwise qualified to vote for president and vice president of the United States; making conforming changes; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0038
HB0039,2024-RS,Corporations,,inactive,,Campaign reporting.,AN ACT relating to campaign practices; clarifying when groups are required to file as an organization for purposes of campaign reporting; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0039
HB0040,2024-RS,Corporations,,enrolled,CH0007,School district trustee oath of office.,AN ACT relating to school district trustees; clarifying when school district trustees are required to take the oath of office; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0040
HB0041,2024-RS,Corporations,,inactive,,Candidates for state legislature-residency requirement.,AN ACT relating to elections; clarifying the residency requirement for candidates for the state legislature; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0041
HB0042,2024-RS,Corporations,,inactive,,Prohibition on private funds for conducting elections.,"AN ACT relating to elections; prohibiting government officials and election officials from soliciting, taking or otherwise accepting private funds to conduct elections as specified; providing for an exception for special districts; creating a new misdemeanor offense; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0042
HB0043,2024-RS,Fed Nat Res,,enrolled,CH0068,State forestry good neighbor-positions.,AN ACT relating to state lands; authorizing additional employees funded through the Wyoming state forestry good neighbor authority revolving account; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0043
HB0044,2024-RS,Labor,,inactive,,Parental rights in minor child’s health care.,AN ACT relating to children; repealing a provision authorizing specified minors to consent to tobacco cessation treatment; repealing a provision authorizing vaccination or medical treatment of a minor child without parental consent as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0044
HB0045,2024-RS,Representative Crago,"Representative Allred; Representative Banks; Representative Berger; Representative Byron; Representative Clouston; Representative Conrad; Representative Harshman; Representative Henderson; Representative Larsen, L; Representative Larson, JT; Representative Lawley; Representative Newsome; Representative Niemiec; Representative Northrup; Representative Oakley; Representative Olsen; Representative Sommers; Representative Stith; Representative Tarver; Representative Walters; Representative Washut; Representative Western; Representative Wylie; Representative Zwonitzer, Dn; Senator Anderson; Senator Barlow; Senator Cooper; Senator Dockstader; Senator Driskill; Senator Kinskey; Senator Landen; Senator Nethercott; Senator Schuler",enrolled,CH0107,Property tax exemption-residential structures and land.,AN ACT relating to taxation; establishing a property tax exemption for single family residential structures based on the prior year assessed value; establishing a property tax exemption for land associated with a single family residential structure based on the prior year assessed value; providing definitions; requiring information related to the tax exemption to be included on the tax assessment schedule and tax notice; providing rulemaking authority; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0045
HB0046,2024-RS,Representative Walters,Representative Crago; Representative Olsen; Representative Washut; Senator Landen; Senator Nethercott,enrolled,CH0008,Chancery court-timeline for resolution of disputes.,AN ACT relating to courts; amending the timeline for the effective and expeditious resolution of disputes filed in the chancery court; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0046
HB0047,2024-RS,Representative Penn,Representative Ottman; Senator Salazar,inactive,,Solid waste-illegal dumping remediation grants.,AN ACT relating to environmental quality; establishing an illegal dumping remediation grant program; specifying requirements for the program; requiring the department of environmental quality to manage the program; creating an account; requiring reports; providing for the transfer of funds; making conforming amendments; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0047
HB0048,2024-RS,Representative Conrad,Representative Harshman; Representative Neiman; Representative Sommers; Senator Furphy; Senator Schuler,inactive,,"Renaming the deaf, dumb and blind account.","AN ACT relating to public funds; renaming the deaf, dumb and blind account; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0048
HB0049,2024-RS,Representative Penn,"Representative Bear; Representative Heiner; Representative Jennings; Representative Ottman; Representative Pendergraft; Representative Singh; Representative Smith; Representative Strock; Representative Ward; Senator Hutchings; Senator Laursen, D; Senator Salazar",inactive,,By the people act.,AN ACT relating to public meetings; requiring audio or video access to public meetings to the extent practicable; providing for public comment at public meetings; specifying when minutes of a public meeting are required to be made available to the public; requiring an agency that makes an audio or video recording of a public meeting to make the recording available for the public; authorizing an agency to erase or destroy a recording after a specified time; authorizing broadcasting or recording of public meetings; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0049
HB0050,2024-RS,Representative Ward,Representative Allemand; Representative Angelos; Representative Bear; Representative Haroldson; Representative Hornok; Representative Jennings; Representative Locke; Representative Neiman; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Smith; Representative Strock; Senator French; Senator Ide; Senator Steinmetz,inactive,,What is a Woman Act.,"AN ACT relating to common law, statutes and rules of construction; specifying definitions and standards for the application of a person's biological sex in law, rules or regulations; providing for the law to distinguish between accommodations for males and females; requiring the collection of vital statistics and other data to identify persons as male or female at birth; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0050
HB0051,2024-RS,Representative Neiman,Senator Driskill,inactive,,Public indecency-intimidation.,AN ACT relating to crimes and offenses; prohibiting a person from exposing his intimate parts with the intent to intimidate or harass; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0051
HB0052,2024-RS,Representative Sommers,"Representative Allred; Representative Berger; Representative Byron; Representative Clouston; Representative Crago; Representative Larson, JT; Representative Northrup; Representative Western; Senator Baldwin; Senator Driskill",inactive,,Property tax-homestead exemption.,AN ACT relating to taxation; establishing a homestead exemption for primary residences; providing a penalty for false claims; providing a sunset date; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0052
HB0053,2024-RS,Representative Ward,Representative Allemand; Representative Angelos; Representative Bear; Representative Haroldson; Representative Jennings; Representative Locke; Representative Neiman; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Smith; Representative Strock,inactive,,Public health emergency-definition amendments.,AN ACT relating to public health and safety; requiring the governor to convene the legislature after declaring a public health emergency exists as specified; authorizing the legislature to satisfy quorum requirements and vote in-person or remotely by an electronic method; amending the definition of public health emergency as specified; making conforming amendments; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0053
HB0054,2024-RS,Representative Washut,Representative Allred; Representative Harshman; Representative Neiman; Representative Northrup; Representative Obermueller; Representative O'Hearn; Representative Walters; Senator Anderson; Senator Barlow; Senator Landen; Senator Rothfuss; Senator Schuler,enrolled,CH0028,Wyoming Reads Day.,AN ACT relating to legal time and holidays; designating Wyoming Reads Day as a state recognized commemorative day to be observed as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0054
HB0055,2024-RS,Cap Fin & Inv,,inactive,,State budgeting and reserves-account repeal.,"AN ACT relating to public funds; repealing accounts and subaccounts as specified; amending appropriations, loan authority, distributions and transfers of funds as specified; removing encumbrances from specified accounts; eliminating specified guarantees from accounts; providing for the distribution of excess funds as specified; providing for the transfer from and the reversion of funds from repealed accounts and subaccounts; making conforming amendments; repealing obsolete language; requiring reports; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0055
HB0056,2024-RS,Cap Fin & Inv,,inactive,,State budgeting and reserves-general funds.,"AN ACT relating to public funds; amending appropriations, loan authority, distributions and transfers of funds as specified; modifying the distribution of revenues as specified; removing encumbrances from specified accounts; eliminating specified guarantees from accounts; specifying the distribution of excess funds as specified; modifying and limiting distributions from reserve accounts as specified; amending and limiting the spending authorization and permissible uses of the legislative stabilization reserve account; making conforming amendments; repealing obsolete language; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0056
HB0057,2024-RS,Representative Ward,Representative Angelos; Representative Hornok; Representative Ottman; Representative Penn; Representative Trujillo; Senator Hutchings,inactive,,Parental rights regarding vaccination.,AN ACT relating to public health and safety; repealing a provision authorizing vaccination or medical treatment of a minor child without parental consent as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0057
HB0058,2024-RS,Tribal Relations,,enrolled,CH0085,Forensic genetic genealogy pilot program.,AN ACT relating to law enforcement; establishing a pilot program for forensic genetic genealogical DNA analyses and searches as specified; providing grants; providing a sunset date; providing an appropriation; requiring rulemaking; and providing an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0058
HB0059,2024-RS,Representative Ward,Representative Allemand; Representative Angelos; Representative Bear; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Locke; Representative Neiman; Representative Penn; Representative Slagle; Representative Smith; Representative Strock; Representative Trujillo,inactive,,"Prohibiting mask, vaccine and testing discrimination.","AN ACT relating to public health and safety; prohibiting discrimination and publishing or advertising based on a person's vaccination, face covering or medical testing status as specified; providing a civil penalty; providing definitions; making conforming amendments; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0059
HB0060,2024-RS,Agriculture,,inactive,,Excess wildlife population damage amendments.,"AN ACT relating to game and fish; authorizing the game and fish department to compensate landowners, lessees and agents for extraordinary damage to rangeland as specified; providing a definition; requiring rulemaking; requiring Wyoming game and fish to develop an elk management plan as specified; requiring a report; providing a sunset date; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0060
HB0061,2024-RS,Representative Penn,"Representative Andrew; Representative Bear; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Neiman; Representative Ottman; Representative Pendergraft; Representative Trujillo; Representative Ward; Senator Hutchings; Senator Laursen, D",inactive,,Fiscal accountability and transparency in education.,AN ACT relating to education; defining applicable terms; requiring reporting by school districts as specified; modifying contracting requirements for school districts as specified; modifying the duties of the department of education as specified; requiring parental or guardian permission prior to instruction as specified; prohibiting school districts from requiring school district personnel and students to use a student's preferred pronouns if the pronoun does not align with the student's biological sex; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0061
HB0062,2024-RS,"Representative Larson, JT",Representative Banks; Representative Sommers; Representative Stith; Representative Tarver; Representative Wylie; Senator Dockstader; Senator Jones; Senator Kolb,inactive,,Local impact assistance payments-percentage discretion.,AN ACT relating to impact assistance payments; providing that the industrial siting council may increase the maximum allowable percentage of impact assistance payments regardless of project cost as specified; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0062
HB0063,2024-RS,"Representative Larsen, L",Representative Stith; Senator Baldwin; Senator Dockstader; Senator Schuler,inactive,,Sex and gender changes for children-prohibited.,AN ACT relating to public health and safety; prohibiting physicians from performing procedures for children related to gender transitioning and gender reassignment; providing exceptions; providing definitions; specifying applicability; authorizing rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0063
HB0064,2024-RS,"Representative Larsen, L",Representative Sherwood; Senator Baldwin,enrolled,CH0039,Fire prevention and electrical safety-amendments.,"AN ACT relating to public health and safety; modifying the distribution of fees collected for electrical inspections, licenses, work permits, examinations and apprentice registrations; clarifying local enforcement certification requirements for electrical inspectors; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0064
HB0065,2024-RS,Representative Sommers,Representative Banks; Representative Neiman; Senator Baldwin,inactive,,Public officer fiscal training-amendments.,AN ACT relating to administration of the government; limiting the duration of the minimum training requirements for public officers; authorizing public officers to satisfy minimum training requirements through a virtual format; providing that a public officer failure to comply with the minimum training requirements is not cause for recommendation for removal from office; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0065
HB0066,2024-RS,Representative Brown,Representative Byron; Representative Harshman; Representative O'Hearn; Representative Sommers; Representative Stith; Representative Walters; Representative Wylie; Senator Baldwin; Senator Barlow; Senator Salazar,enrolled,CH0017,Firefighter-cancer screening benefits.,AN ACT relating to labor and employment; authorizing firefighters to receive annual cancer screenings under the Wyoming worker's compensation act; making conforming amendments; providing definitions; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0066
HB0067,2024-RS,Representative Newsome,"Representative Byron; Representative Larson, JT; Representative Storer; Representative Western; Senator Ellis; Senator Gierau; Senator Jones; Senator Schuler",enrolled,CH0042,Outdoor Recreation and Tourism Trust Fund Administration-2.,AN ACT relating to state lands; providing for the administration of the Wyoming outdoor recreation and tourism trust fund; creating the Wyoming outdoor recreation and tourism trust fund income account; establishing new duties for the select natural resource funding committee; providing for the distribution of funds; requiring audits and reports; providing for rulemaking; providing appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0067
HB0068,2024-RS,Representative Hornok,Representative Angelos; Representative Bear; Representative Neiman; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Strock; Representative Trujillo; Representative Ward; Senator Ide,inactive,,Obscenity-impartial conformance.,AN ACT relating to crimes and offenses; repealing an exception to the crime of promoting obscenity regarding possessing obscene materials for specified bona fide educational purposes; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0068
HB0069,2024-RS,Representative Hornok,Representative Allemand; Representative Davis; Representative Haroldson; Representative Heiner; Representative Neiman; Representative Pendergraft; Representative Slagle; Senator Boner; Senator Hutchings; Senator Ide,inactive,,Mine permit and reclamation plan changes-landowner approval.,AN ACT relating to environmental quality; requiring landowner approval before the department of environmental quality or the environmental quality council approves any mine permit or reclamation plan revisions as specified; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0069
HB0070,2024-RS,Appropriations,,enrolled,CH0038,Local government distributions.,AN ACT relating to local government funding; providing funding to cities and towns; providing funding to counties; providing local government funding formulas and distributions; providing legislative intent; providing appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0070
HB0071,2024-RS,Appropriations,,enrolled,CH0005,Broadband development subaccount-amendments.,AN ACT relating to economic development; authorizing the use of broadband development subaccount funds as matching grant funds and for administrative expenses as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0071
HB0072,2024-RS,Appropriations,,enrolled,CH0006,Worker's compensation-provision for adverse deviation.,AN ACT relating to worker's compensation; authorizing consideration of specified investment earnings for determining rates under the worker's compensation program; conforming provisions for the actuarially reasonable provision for adverse deviation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0072
HB0073,2024-RS,Appropriations,,enrolled,CH0004,Abandoned mine reclamation accounts.,AN ACT relating to environmental quality; creating the long-term abandoned mine reclamation account; specifying permissible uses of the account; authorizing investment of funds in the account; specifying the limits of liability for funds in the account; repealing the abandoned mine lands fund balancing account; specifying transfers of funds from repealed accounts; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0073
