bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0181,2024-RS,Representative Oakley,"Representative Clouston; Representative Larson, JT; Representative Lawley; Representative Niemiec; Representative Stith; Representative Wylie; Senator Barlow; Senator Cooper; Senator Landen; Senator Nethercott",inactive,,Coroner's inquest-amendments.,AN ACT relating to inquests; repealing coroner authority to hold inquests; making conforming amendments; repealing conflicting provisions; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0181
HB0182,2024-RS,Representative Allemand,"Representative Allred; Representative Andrew; Representative Banks; Representative Bear; Representative Berger; Representative Conrad; Representative Eklund; Representative Haroldson; Representative Harshman; Representative Heiner; Representative Jennings; Representative Knapp; Representative Larson, JT; Representative Locke; Representative Neiman; Representative Niemiec; Representative Northrup; Representative O'Hearn; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Slagle; Representative Smith; Representative Strock; Representative Styvar; Representative Tarver; Representative Trujillo; Representative Ward; Representative Winter; Senator Biteman; Senator Bouchard; Senator French; Senator Hutchings; Senator Ide; Senator Laursen, D; Senator McKeown; Senator Salazar; Senator Steinmetz",inactive,,Firearm purchase protections.,AN ACT relating to trade and commerce; prohibiting the categorization of firearms and ammunition merchants separately from general merchandise or sporting goods retailers as specified; creating a penalty; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0182
HB0183,2024-RS,Representative Allemand,"Representative Allred; Representative Angelos; Representative Banks; Representative Bear; Representative Berger; Representative Conrad; Representative Eklund; Representative Haroldson; Representative Harshman; Representative Heiner; Representative Jennings; Representative Knapp; Representative Locke; Representative Neiman; Representative Northrup; Representative O'Hearn; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Slagle; Representative Smith; Representative Strock; Representative Styvar; Representative Tarver; Representative Trujillo; Representative Ward; Representative Washut; Representative Winter; Senator Bouchard; Senator French; Senator Hutchings; Senator Ide; Senator Laursen, D; Senator McKeown; Senator Salazar",inactive,,Prohibiting foreign property ownership in Wyoming.,AN ACT relating to property; restricting foreign ownership of land and other interests in Wyoming as specified; providing definitions; requiring foreign owners to divest of land; requiring registration as specified; authorizing enforcement of ownership restrictions as specified; providing a civil penalty; requiring the inclusion of notices of foreign ownership in assessment schedules and tax statements; specifying applicability; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0183
HB0184,2024-RS,Mgt Council,,inactive,,Legislative order-department of education rules.,AN ACT for a legislative order to prohibit enforcement of department of education rules on career and technical education program grants as specified; providing legislative findings; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0184
HB0185,2024-RS,Representative Burkhart,"Representative Banks; Representative Conrad; Representative Heiner; Representative Knapp; Representative Larson, JT; Representative Lawley; Representative Tarver; Senator Cooper; Senator Ellis; Senator Jones",inactive,,Enhanced oil recovery-severance tax exemption.,AN ACT relating to mine product taxes; providing an exemption for the production of crude oil and natural gas produced through enhanced oil recovery techniques and using Wyoming carbon dioxide; specifying conditions for the exemption; requiring reports; providing definitions; making conforming amendments; providing a sunset date for the exemption; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0185
HB0186,2024-RS,Representative Conrad,"Representative Allred; Representative Banks; Representative Berger; Representative Burkhart; Representative Byron; Representative Crago; Representative Larsen, L; Representative Larson, JT; Representative Zwonitzer, Dn; Senator Baldwin; Senator Barlow; Senator Gierau",inactive,,988 hotline-appropriation.,AN ACT relating to public programs; making an appropriation to the 988 system trust fund account as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0186
HB0187,2024-RS,Representative Walters,,inactive,,Historic horse racing amendments.,AN ACT relating to gaming; revising requirements for historic horse racing permits; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0187
HB0188,2024-RS,Representative Singh,Representative O'Hearn,inactive,,Centralized electronic notice system.,AN ACT relating to the administration of government; requiring the secretary of state to establish a centralized electronic notice system; requiring preservation of notices as specified; providing for governmental entities and other persons to publish public or legal notices on the centralized electronic notice system in lieu of publication in a newspaper as specified; authorizing fees; providing definitions; making conforming amendments; requiring rulemaking; providing an appropriation; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0188
HB0189,2024-RS,Representative Burkhart,Senator Driskill,inactive,,Generation facility closure requirements-natural gas.,AN ACT relating to public utilities; subjecting electric generation facilities fueled by natural gas to closure and electricity sale requirements; specifying applicability; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0189
HB0190,2024-RS,Representative Bear,Representative Andrew; Representative Angelos; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Neiman; Representative O'Hearn; Representative Ottman; Representative Penn; Representative Singh; Representative Slagle; Representative Smith; Representative Strock; Representative Styvar; Representative Ward; Representative Winter; Senator Biteman; Senator Boner; Senator Dockstader; Senator Hutchings; Senator Ide; Senator Steinmetz,inactive,,Parental rights in education.,AN ACT relating to education; specifying procedures and requirements for school districts to provide parents notice of information regarding students and the rights of parents to make decisions regarding their children; specifying that school districts cannot prohibit parental notification and involvement in critical decisions involving students; prohibiting classroom discussion about sexual orientation or gender identity as specified; specifying training requirements for school districts; specifying procedures for resolving parent concerns and complaints; specifying duties for school district boards of trustees and the state board of education; providing for a cause of action; providing definitions; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0190
HB0191,2024-RS,Representative Sommers,,inactive,,American rescue plan act appropriations-amendments-3.,AN ACT relating to the emergency expenses of government; providing definitions; providing appropriations; amending and repealing prior appropriations of COVID-19 relief funds; specifying conditions on the appropriation and expenditure of COVID-19 relief funds; amending prior conditions on the reduction and prioritization of COVID-19 relief funds; providing for the reversion of unexpended and unobligated funds; authorizing emergency government programs; authorizing rulemaking; requiring reporting; specifying applicability; providing for priority of appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0191
HB0192,2024-RS,Representative Locke,"Representative Banks; Representative Heiner; Representative Jennings; Representative Slagle; Senator Laursen, D",inactive,,County and municipal roads on state lands-easements granted.,AN ACT relating to state lands; providing a perpetual easement over state and school lands for county and municipal roads; specifying requirements for easements; specifying duties for the board of land commissioners and the office of state lands and investments; making conforming amendments; providing legislative findings; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0192
HB0193,2024-RS,Representative Singh,Representative Bear; Representative Harshman; Representative Knapp; Representative Rodriguez-Williams; Representative Stith; Representative Trujillo; Representative Western; Senator Biteman; Senator Hutchings; Senator Kolb; Senator Salazar; Senator Steinmetz,inactive,,Ban on sanctuary cities and counties.,"AN ACT relating to cities, towns and counties; banning the implementation of immigration sanctuary policies by cities, towns and counties; providing penalties; providing definitions; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0193
HB0194,2024-RS,Representative Andrew,Representative Angelos; Representative Bear; Representative Ottman; Representative Penn; Representative Rodriguez-Williams; Representative Singh; Senator Biteman; Senator Brennan; Senator Ide,inactive,,Statewide student assessment system-amendments.,AN ACT relating to education; repealing the statewide assessment system; repealing the Wyoming Accountability in Education Act; repealing obsolete provisions; making conforming amendments; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0194
HB0195,2024-RS,Representative Singh,Representative Andrew; Representative Olsen; Representative Provenza; Representative Western; Senator Hutchings; Senator Ide; Senator Rothfuss,inactive,,Defend the guard act.,AN ACT relating to the Wyoming national guard; providing legislative findings; prohibiting the release of the Wyoming national guard into active duty combat as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0195
HB0196,2024-RS,Representative Northrup,Representative Banks; Representative Bear; Representative Berger; Representative Burkhart; Representative Harshman; Representative Henderson; Senator Driskill; Senator Hicks,inactive,,Sales of real property to the federal government.,AN ACT relating to property; providing that the policy of Wyoming is to require the federal government to exchange federal-owned lands if the federal government acquires additional property in Wyoming; requiring notice of transactions that will not include a transfer of federal-owned lands; providing for disposal of certain lands transferred to the state; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0196
HB0197,2024-RS,Representative Harshman,"Representative Oakley; Representative Strock; Representative Zwonitzer, Dn",enrolled,CH0067,Sales tax administration revisions.,AN ACT relating to sales tax; revising provisions related to administration of the sales tax; clarifying a definition; clarifying the imposition of the tax; amending exemptions; revising reporting requirements; clarifying licensing and compliance provisions; repealing obsolete and other provisions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0197
HB0198,2024-RS,Representative Nicholas,,inactive,,Court automation fees-assessment on filings.,AN ACT relating to courts; imposing a court automation per-filing fee as specified; specifying distribution of per-filing fees; making conforming amendments; authorizing rulemaking; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0198
HB0199,2024-RS,"Representative Zwonitzer, Dn",Representative Ottman; Senator Landen,inactive,,Election ballots.,AN ACT relating to elections; providing for the counting of absentee ballots received after the date of the election as specified; modifying the time county canvassing boards shall meet; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0199
HB0200,2024-RS,Representative Burkhart,"Representative Conrad; Representative Harshman; Representative Heiner; Representative Larsen, L; Representative Walters; Representative Wylie; Senator Cooper; Senator Driskill",inactive,,Electricity generation-equity and consumer protection.,"AN ACT relating to taxation and revenue; providing for an electricity generation tax as specified; specifying applicability, conditions and requirements for the electricity generation tax; specifying distribution; requiring rulemaking; providing confidentiality requirements; specifying penalties; providing a sales and use tax exemption on electricity as specified; making conforming amendments; repealing generation taxes on wind and nuclear energy; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0200
HB0201,2024-RS,Representative Hornok,Representative Allemand; Representative Andrew; Representative Heiner; Representative Jennings; Representative Knapp; Representative Locke; Representative Ottman; Representative Penn; Representative Rodriguez-Williams; Representative Singh; Representative Winter; Senator Biteman; Senator Bouchard; Senator Hutchings,inactive,,State Auditor payment transparency.,AN ACT relating to the administration of government; requiring the state auditor to provide to the public information on payments made to vendors as specified; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0201
HB0202,2024-RS,Representative Hornok,Representative Allemand; Representative Andrew; Representative Heiner; Representative Jennings; Representative Knapp; Representative Locke; Representative Penn; Representative Rodriguez-Williams; Representative Singh; Representative Tarver; Representative Trujillo; Representative Winter; Senator Biteman; Senator Bouchard; Senator Hutchings,inactive,,Unemployment compensation-promoting a drug-free workforce.,AN ACT relating to unemployment compensation; requiring persons receiving unemployment compensation to submit to drug testing as specified; disqualifying persons who fail drug tests from unemployment benefits as specified; authorizing the crediting or refunding of employers' unemployment compensation contributions as specified; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0202
HB0203,2024-RS,Representative Harshman,"Representative Allemand; Representative Berger; Representative Brown; Representative Burkhart; Representative Clouston; Representative Crago; Representative Davis; Representative Larsen, L; Representative Lawley; Representative Nicholas; Representative Oakley; Representative O'Hearn; Representative Slagle; Representative Western; Representative Yin; Representative Zwonitzer, Dn; Senator Barlow; Senator Landen",inactive,,Property tax reduction and replacement act.,AN ACT relating to taxation and revenue; establishing a property tax exemption for single family residential properties; providing a sales and use tax to provide funding to local governments due to the decrease in revenue from the property tax exemption; providing for the distribution of the sales and use tax; revising provisions related to local optional sales and use taxes; providing rulemaking authority; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0203
HB0204,2024-RS,Representative Provenza,Representative Olsen; Senator Case; Senator Rothfuss,inactive,,Decriminalization of cannabis.,AN ACT relating to food and drugs; creating a civil penalty for offenses related to specified amounts of marijuana and eliminating and amending related criminal penalties as specified; eliminating use of marijuana and possession of marijuana paraphernalia as crimes; eliminating the prohibition on practitioners prescribing marijuana; amending definitions; making conforming amendments; repealing a provision; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0204
HB0205,2024-RS,Representative Storer,"Representative Chadwick; Representative Zwonitzer, Dn; Senator Gierau",inactive,,Development agreements.,"AN ACT relating to administration of the government; authorizing cities, towns and counties to enter into development agreements as specified; specifying requirements for development agreements; specifying the effect of a development agreement when unincorporated territory is incorporated into a city or town; specifying the effect of state and federal law; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0205
HB0206,2024-RS,Representative Newsome,"Representative Davis; Representative Larson, JT; Senator Ellis; Senator Schuler",inactive,,Pari-mutuel wagering activities-amendments-2.,AN ACT relating to gaming; specifying persons involved in horse racing and pari-mutuel wagering activities who shall be subject to criminal background checks; specifying rulemaking requirements for the Wyoming gaming commission; providing definitions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0206
HB0207,2024-RS,Representative Newsome,Representative Berger; Representative Burkhart; Senator Dockstader; Senator Landen,inactive,,Moose and bighorn sheep hunting license-restrictions repeal.,AN ACT relating to game and fish; removing the lifetime restriction on the receipt of a moose or bighorn sheep license when a person was previously subject to the five year restriction for those species; making conforming amendments; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0207
HB0208,2024-RS,Representative Tarver,Representative Burkhart; Representative Haroldson; Representative Harshman; Representative Knapp; Representative Slagle; Representative Strock; Senator Boner; Senator Cooper,inactive,,Hydrogen severance tax.,AN ACT relating to mine product taxes; providing for the taxation of certain hydrogen production; specifying tax rates for different types of hydrogen production; providing for the administration of the tax; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0208
HB0209,2024-RS,Representative Andrew,Representative Byron; Representative Provenza; Representative Singh; Representative Strock; Senator Rothfuss,inactive,,Possession of alcohol-amendments.,"AN ACT relating to alcoholic beverages; amending the penalty for a person under the age of 21 possessing, consuming or having a measurable amount of alcohol in his body; providing for the expungement of a criminal record for a person under the age of 21 possessing, consuming or having a measurable amount of alcohol in his body; making conforming amendments; specifying applicability; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0209
HB0210,2024-RS,Representative Jennings,"Representative Heiner; Representative Pendergraft; Representative Slagle; Representative Strock; Representative Styvar; Representative Ward; Senator Laursen, D",inactive,,Checking account disclosures-repeal.,"AN ACT relating to banks, banking and finance; repealing a provision related to disclosures on the face of checks and other instruments; repealing related definitions; making conforming amendments; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0210
HB0211,2024-RS,Representative Jennings,Representative Allemand; Representative Bear; Representative Haroldson; Representative Heiner; Representative Locke; Representative Pendergraft; Representative Slagle; Representative Styvar; Senator Biteman; Senator Hutchings,inactive,,Property tax-acquisition value.,"AN ACT relating to ad valorem taxation; establishing a rebuttable presumption in favor of acquisition value for specified real property; removing restrictions on the use, disclosure and confidentiality of sworn statements for specified real property; providing a definition; repealing an obsolete provision; requiring rulemaking; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0211
HB0212,2024-RS,Representative Ottman,Representative Andrew; Representative Heiner; Representative Jennings,inactive,,Poverty level specificity in Wyoming law.,AN ACT relating to government reports; requiring state entities to include the actual values of the poverty level in any report to the public or the legislature; providing a definition; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0212
HB0213,2024-RS,Representative Storer,Representative Allred; Representative Berger; Representative Byron; Representative Sommers; Senator Rothfuss,inactive,,Wyoming preschool provider grants.,AN ACT relating to education; creating a grant program for preschool providers as specified; creating an endowment fund and an expenditure account; defining terms; specifying eligibility requirements; providing rulemaking authority; transferring funds; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0213
HB0214,2024-RS,Representative Tarver,Representative Crago; Senator Barlow,inactive,,Trailer permanent registration-amendments.,AN ACT relating to motor vehicles; repealing weight limitations on permanent registrations of a trailer; providing for the permanent registration of trailers that qualify as commercial vehicles as specified; providing a fee exemption for permanently registered trailers as specified; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0214
HB0215,2024-RS,Representative Conrad,Representative Burkhart; Senator Dockstader,inactive,,Integrated test center-governance.,"AN ACT relating to the administration of the government; codifying and continuing the integrated test center; specifying oversight and powers of the integrated test center; requiring reports; specifying budget procedures for the center; creating an account; making conforming amendments; providing for the transfer and assumption of obligations, funds and duties; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0215
HB0216,2024-RS,Representative Trujillo,Representative Newsome; Representative Ottman; Representative Penn; Senator Brennan; Senator Ellis; Senator Hutchings,inactive,,Advanced practice registered nurses-certification.,AN ACT relating to professions and occupations; clarifying that advanced practice registered nurses are not required to have advanced certification as specified; allowing for physician oversight as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0216
HB0217,2024-RS,Representative Heiner,Representative Banks; Representative Bear; Representative Haroldson; Representative Hornok; Representative Knapp; Representative Ottman; Representative Rodriguez-Williams; Representative Slagle; Representative Smith; Representative Tarver; Representative Winter,inactive,,American rescue plan act appropriations-amendments-2.,AN ACT relating to the emergency expenses of government; providing definitions; providing appropriations; amending and repealing prior appropriations of COVID-19 relief funds; specifying conditions on the appropriation and expenditure of COVID-19 relief funds; amending prior conditions on the reduction and prioritization of COVID-19 relief funds; providing for the reversion of unexpended and unobligated funds; authorizing emergency government programs; authorizing rulemaking; requiring reporting; specifying applicability; providing for priority of appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0217
HB0218,2024-RS,Representative Allred,Representative Banks; Senator Dockstader,inactive,,Semitrailers-maximum trailer length.,AN ACT relating to motor vehicles; extending the maximum permissible length for semitrailers; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0218
HB0219,2024-RS,Representative Knapp,Representative Strock; Representative Tarver,inactive,,Business reporting to secretary of state.,"AN ACT relating to corporations, partnerships and associations; requiring corporations and limited liability companies to file a form with the secretary of state as specified; requiring rulemaking; specifying applicability; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0219
HB0220,2024-RS,Sel Sch Fac,,inactive,,K-12 school facilities appropriations.,"AN ACT relating to school building and facility projects; providing appropriations for the biennial period July 1, 2024 through June 30, 2026; specifying conditions for expenditures; requiring reports; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0220
HB0221,2024-RS,Representative Harshman,Representative Walters; Senator Barlow,inactive,,Wyoming Community Development Authority-bond investment.,AN ACT relating to investment of public funds; authorizing the state treasurer to invest in Wyoming community development authority bonds as specified; specifying a sunset date; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0221
HJ0001,2024-RS,Revenue,,inactive,,Property tax-classes of property and residential value.,"A JOINT RESOLUTION providing for the assessment of residential real property, commercial property, agricultural property and personal property as separate property classes for the purpose of taxation; providing for valuation of residential real property; and revoking a prior constitutional joint resolution which has not been submitted to the voters.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HJ0001
HJ0002,2024-RS,Corporations,,inactive,,Political expenditures.,A JOINT RESOLUTION requesting Congress to propose a constitutional amendment identifying the source of political contributions as specified.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HJ0002
HJ0003,2024-RS,"Representative Larson, JT",Representative Allred; Representative Banks; Representative Berger; Representative Byron; Representative Clouston; Representative Conrad; Representative Davis; Representative Lawley; Representative Niemiec; Representative Sommers; Representative Stith; Representative Tarver; Representative Wylie; Senator Dockstader; Senator Driskill; Senator Jones; Senator Kolb; Senator Schuler,inactive,,Support for local input in federal rulemaking.,"A JOINT RESOLUTION in support of meaningful state and local government involvement in drafting proposed federal rules, resource management plans and environmental impact statements.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HJ0003
HJ0004,2024-RS,Representative Chestek,Representative Provenza; Representative Sherwood; Representative Storer; Representative Yin; Senator Gierau; Senator Rothfuss,inactive,,Right of health care access-constitutional amendment.,A JOINT RESOLUTION proposing to amend the Wyoming Constitution to eliminate the legislature's express authority to determine reasonable and necessary restrictions on a person's right to make health care decisions and to direct payment for health care.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HJ0004
HJ0005,2024-RS,Representative Sommers,Representative Neiman; Senator Driskill; Senator Hicks,inactive,,Support of Israel.,A JOINT RESOLUTION expressing support for the nation of Israel; condemning the terrorist attacks in Israel; and recognizing the sovereignty of Israel and the right of Israel to assure its own safety.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HJ0005
HJ0006,2024-RS,Representative Olsen,"Representative Berger; Representative Harshman; Representative Singh; Representative Zwonitzer, Dn; Senator Barlow; Senator Biteman; Senator Brennan; Senator Case; Senator Driskill; Senator Kolb; Senator Laursen, D; Senator Salazar",inactive,,Convention of states.,A JOINT RESOLUTION requesting Congress to call a convention for proposing amendments to the United States Constitution as specified.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HJ0006
HJ0007,2024-RS,Representative Provenza,Representative Yin; Senator Barlow; Senator Case; Senator Rothfuss,inactive,,Individual right to privacy-constitutional amendment.,A JOINT RESOLUTION proposing to amend the Wyoming Constitution to provide for a right of individual privacy.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HJ0007
HJ0008,2024-RS,Representative Singh,"Representative Andrew; Representative Bear; Representative Haroldson; Representative Heiner; Representative Neiman; Representative Rodriguez-Williams; Representative Strock; Representative Ward; Senator Boner; Senator Hutchings; Senator Ide; Senator Laursen, D",inactive,,Prohibition of carbon taxes.,A JOINT RESOLUTION providing for a prohibition on the imposition of a carbon tax by the state and any political subdivision or local governmental entity.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HJ0008
SF0001,2024-RS,Appropriations,,inactive,,General government appropriations-2.,"AN ACT to make appropriations for the fiscal biennium commencing July 1, 2024 and ending June 30, 2026; providing definitions; providing for appropriations and transfers of funds for the period of the budget and for the remainder of the current biennium ending June 30, 2024 as specified; providing for carryover of certain funds beyond the biennium as specified; providing for employee positions as specified; providing for duties, terms and conditions and other requirements relating to appropriations for the remainder of the current biennium ending June 30, 2024 and the period of the budget as specified; providing for position and other budgetary limitations; creating accounts; amending existing law by redefining terms related to school finance and redirecting revenues for the period of the budget; making conforming amendments; amending and repealing prior appropriations; increasing the state employer paid contribution for state employee retirement; providing for reports related to appropriations; continuing an account; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0001
SF0002,2024-RS,Mgt Council,,enrolled,CH0059,Legislative budget.,AN ACT relating to appropriations for the legislature; providing appropriations for the operation of the legislative branch of state government; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0002
SF0003,2024-RS,Labor,,enrolled,CH0018,State employee leave for volunteer emergency services.,AN ACT relating to the administration of government; providing state employees leave to serve as volunteer emergency response personnel; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0003
SF0004,2024-RS,Labor,,enrolled,CH0001,Rehiring retired firefighters-continued retirement benefits.,AN ACT relating to firemen pensions; allowing retired firefighters to be rehired while continuing to receive retirement benefits; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0004
SF0005,2024-RS,Labor,,enrolled,CH0027,Organ transplant recipient protection.,AN ACT relating to insurance; prohibiting discrimination against organ transplant recipients by insurers as specified; providing definitions; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0005
SF0006,2024-RS,Labor,,enrolled,CH0111,Nursing home administrators-temporary licenses.,AN ACT relating to professions and occupations; authorizing the board of nursing home administrators to issue temporary licenses for nursing home administrators as specified; making conforming amendments; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0006
SF0007,2024-RS,Labor,,enrolled,CH0036,Behavioral health redesign-vulnerable adults.,AN ACT relating to public health and safety; including vulnerable adults within the behavioral health redesign; clarifying advanced age or a physical or mental disability does not establish a presumption of severe mental illness; providing a sunset date; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0007
SF0008,2024-RS,Labor,,enrolled,CH0062,Health insurance for volunteer emergency responders.,"AN ACT relating to compensation and benefits; authorizing volunteer firefighters, volunteer emergency medical technicians and volunteer search and rescue persons to participate in the state employees' and officials' group insurance plan as specified; making conforming amendments; requiring rulemaking; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0008
SF0009,2024-RS,Education,,enrolled,CH0034,Parental rights in education-1.,"AN ACT relating to education; specifying procedures and requirements for school districts to provide parents and guardians notice of information regarding students and the rights of parents and guardians to make decisions regarding their children; specifying that school districts cannot prohibit parental or guardian notifications and involvement in critical decisions involving students; specifying procedures for resolving parent or guardian concerns and complaints; specifying duties for school districts; requiring adoption of necessary policies, rules and procedures; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0009
SF0010,2024-RS,Agriculture,,inactive,,Eminent domain-energy collector systems.,AN ACT relating to eminent domain; limiting the exercise of the power of condemnation for energy collector systems; providing compensation standards for condemned property as specified; requiring proof of compliance; providing definitions; making conforming amendments; repealing an existing provision; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0010
SF0011,2024-RS,Agriculture,,inactive,,Eminent domain energy collector systems amendments.,AN ACT relating to eminent domain; removing the ability of entities who are not public utilities to use the right of condemnation for electric generation collector systems; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0011
SF0012,2024-RS,Agriculture,,enrolled,CH0055,Meat processing plants-hides and carcasses.,AN ACT relating to hides and carcasses; requiring hide buyers to keep records of hides or pelts purchased as specified; making a conforming amendment; repealing existing provisions relating to the inspection of hides; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0012
SF0013,2024-RS,Agriculture,,enrolled,,Federal land use plans-legal actions authorized.,AN ACT relating to the legislature; authorizing the legislature to prosecute actions involving the proper administration and interpretation of federal acts; making conforming amendments; providing legislative findings; authorizing loans as specified; authorizing the legislature to provide funding to counties as specified; specifying a sunset date for authorization for the legislature to provide funding to counties; specifying repayment of loans; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0013
SF0014,2024-RS,Agriculture,,enrolled,CH0077,State fair board-powers and responsibilities.,"AN ACT relating to agriculture, livestock and other animals; authorizing the state fair board to make disbursements from its budget; authorizing the state fair board to make and execute contracts; removing the requirement that the director of the department of agriculture be the chairman of any subcommittee created to execute the annual state fair; allowing the director of the department of agriculture to assign a designee to serve on the state fair board; authorizing rulemaking; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0014
SF0015,2024-RS,Transportation,,enrolled,CH0002,Acceptance of retrocession-federal military installations.,AN ACT relating to defense forces and affairs; authorizing the governor to accept retrocession over military reservations and lands as specified; correcting obsolete references; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0015
SF0016,2024-RS,Transportation,,inactive,,Military department emergency fire suppression account.,AN ACT relating to the military department; creating an account for emergency fire suppression costs on all state lands managed by the military department; authorizing the adjutant general to expend monies for emergency fire suppression; requiring rulemaking; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0016
