bill_number,session,action_date,chamber,action,voteid,order
HB0241,2023-RS,2023-02-03,House,H Placed on General File,,5
HB0241,2023-RS,2023-02-03,House,H01 - Judiciary:Recommend Amend and Do Pass 7-2-0-0-0,-517,4
HB0241,2023-RS,2023-01-27,House,H Introduced and Referred to H01 - Judiciary,,3
HB0241,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0241,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0242,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0242,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0242,2023-RS,2023-01-27,House,H Introduced and Referred to H07 - Corporations,,3
HB0242,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0242,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0243,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0243,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0243,2023-RS,2023-01-27,House,H Introduced and Referred to H08 - Transportation,,3
HB0243,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0243,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0244,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0244,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0244,2023-RS,2023-01-26,House,H Introduced and Referred to H03 - Revenue,,3
HB0244,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0244,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0245,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0245,2023-RS,2023-02-03,House,H Placed on General File,,5
HB0245,2023-RS,2023-02-03,House,H10 - Labor:Recommend Amend and Do Pass 9-0-0-0-0,-512,4
HB0245,2023-RS,2023-01-26,House,H Introduced and Referred to H10 - Labor,,3
HB0245,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0245,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0246,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0246,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0246,2023-RS,2023-01-30,House,H Introduced and Referred to H08 - Transportation,,3
HB0246,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0246,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0247,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0247,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0247,2023-RS,2023-01-31,House,H Introduced and Referred to H05 - Agriculture,,3
HB0247,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0247,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0248,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0248,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0248,2023-RS,2023-01-30,House,H Introduced and Referred to H01 - Judiciary,,3
HB0248,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0248,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0249,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0249,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0249,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0250,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0250,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0250,2023-RS,2023-01-31,House,H Introduced and Referred to H02 - Appropriations,,3
HB0250,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0250,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0251,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0251,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0251,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0252,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0252,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0252,2023-RS,2023-01-31,House,H Introduced and Referred to H09 - Minerals,,3
HB0252,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0252,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HB0253,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,6
HB0253,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,5
HB0253,2023-RS,2023-02-03,House,H09 - Minerals:Do Pass Failed 4-5-0-0-0,-510,4
HB0253,2023-RS,2023-01-26,House,H Introduced and Referred to H09 - Minerals,,3
HB0253,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0253,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0254,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0254,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0254,2023-RS,2023-01-25,House,H Introduced and Referred to H06 - Travel,,3
HB0254,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0254,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0255,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0255,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0255,2023-RS,2023-01-27,House,H Introduced and Referred to H06 - Travel,,3
HB0255,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0255,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0256,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0256,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0256,2023-RS,2023-01-30,House,H Introduced and Referred to H03 - Revenue,,3
HB0256,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0256,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0257,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0257,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0257,2023-RS,2023-01-27,House,H Introduced and Referred to H09 - Minerals,,3
HB0257,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0257,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0258,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0258,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0258,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0259,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0259,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0259,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0260,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0260,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0260,2023-RS,2023-01-31,House,H Introduced and Referred to H04 - Education,,3
HB0260,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0260,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0261,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0261,2023-RS,2023-02-01,House,H Placed on General File,,5
HB0261,2023-RS,2023-02-01,House,H10 - Labor:Recommend Do Pass 5-4-0-0-0,-439,4
HB0261,2023-RS,2023-01-27,House,H Introduced and Referred to H10 - Labor,,3
HB0261,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0261,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0262,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0262,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0262,2023-RS,2023-01-31,House,H Introduced and Referred to H01 - Judiciary,,3
HB0262,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0262,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0263,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0263,2023-RS,2023-02-01,House,H Placed on General File,,5
HB0263,2023-RS,2023-02-01,House,H10 - Labor:Recommend Do Pass 5-4-0-0-0,-438,4
HB0263,2023-RS,2023-01-31,House,H Introduced and Referred to H10 - Labor,,3
HB0263,2023-RS,2023-01-25,House,H Received for Introduction,,2
HB0263,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0264,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,7
HB0264,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0264,2023-RS,2023-02-01,House,H Placed on General File,,5
HB0264,2023-RS,2023-02-01,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-406,4
HB0264,2023-RS,2023-01-26,House,H Introduced and Referred to H02 - Appropriations,,3
HB0264,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0264,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0265,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0265,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0265,2023-RS,2023-01-30,House,H Introduced and Referred to H07 - Corporations,,3
HB0265,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0265,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0266,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0266,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0266,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0267,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0267,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0267,2023-RS,2023-01-31,House,H Introduced and Referred to H02 - Appropriations,,3
HB0267,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0267,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0268,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0268,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0268,2023-RS,2023-01-30,House,H Introduced and Referred to H09 - Minerals,,3
HB0268,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0268,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0269,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0269,2023-RS,2023-01-27,House,H Placed on General File,,5
HB0269,2023-RS,2023-01-27,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-349,4
HB0269,2023-RS,2023-01-26,House,H Introduced and Referred to H02 - Appropriations,,3
HB0269,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0269,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0270,2023-RS,2023-02-24,Senate,S COW:Failed 10-16-5-0-0,1143,13
HB0270,2023-RS,2023-02-21,Senate,S Placed on General File,,12
HB0270,2023-RS,2023-02-21,Senate,S07 - Corporations:Recommend Do Pass 3-2-0-0-0,-775,11
HB0270,2023-RS,2023-02-16,Senate,S Introduced and Referred to S07 - Corporations,,10
HB0270,2023-RS,2023-02-09,Senate,S Received for Introduction,,9
HB0270,2023-RS,2023-02-08,House,H 3rd Reading:Passed 34-27-0-0-1,5398,8
HB0270,2023-RS,2023-02-07,House,H 2nd Reading:Passed,,7
HB0270,2023-RS,2023-02-06,House,H COW:Passed 32-29-0-0-1,5366,6
HB0270,2023-RS,2023-02-03,House,H Placed on General File,,5
HB0270,2023-RS,2023-02-03,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-498,4
HB0270,2023-RS,2023-01-30,House,H Introduced and Referred to H02 - Appropriations,,3
HB0270,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0270,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0271,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,8
HB0271,2023-RS,2023-02-06,House,H Placed on General File,,7
HB0271,2023-RS,2023-02-06,House,H02 - Appropriations:Recommend Do Pass 6-1-0-0-0,-525,6
HB0271,2023-RS,2023-02-02,House,:Rerefer to H02 - Appropriations,,5
HB0271,2023-RS,2023-02-02,House,H05 - Agriculture:Recommend Do Pass 7-2-0-0-0,-460,4
HB0271,2023-RS,2023-01-26,House,H Introduced and Referred to H05 - Agriculture,,3
HB0271,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0271,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0272,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0272,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0272,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0273,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0273,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0273,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0274,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0274,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0274,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HB0275,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0275,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0275,2023-RS,2023-01-31,House,H Introduced and Referred to H08 - Transportation,,3
HB0275,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0275,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0276,2023-RS,2023-03-02,LSO,Assigned Chapter Number 144,,23
HB0276,2023-RS,2023-03-02,Governor,Governor Signed HEA No. 0076,,22
HB0276,2023-RS,2023-02-27,Senate,S President Signed HEA No. 0076,,21
HB0276,2023-RS,2023-02-27,House,H Speaker Signed HEA No. 0076,,20
HB0276,2023-RS,2023-02-27,LSO,Assigned Number HEA No. 0076,,19
HB0276,2023-RS,2023-02-27,House,H Concur:Passed 44-18-0-0-0,5570,18
HB0276,2023-RS,2023-02-24,House,H Received for Concurrence,,17
HB0276,2023-RS,2023-02-24,Senate,S 3rd Reading:Passed 16-12-3-0-0,1140,16
HB0276,2023-RS,2023-02-23,Senate,S 3rd Reading:Laid Back,,15
HB0276,2023-RS,2023-02-22,Senate,S 2nd Reading:Passed,,14
HB0276,2023-RS,2023-02-21,Senate,S COW:Passed,,13
HB0276,2023-RS,2023-02-17,Senate,S Placed on General File,,12
HB0276,2023-RS,2023-02-17,Senate,S06 - Travel:Recommend Amend and Do Pass 5-0-0-0-0,-728,11
HB0276,2023-RS,2023-02-09,Senate,S Introduced and Referred to S06 - Travel,,10
HB0276,2023-RS,2023-02-09,Senate,S Received for Introduction,,9
HB0276,2023-RS,2023-02-08,House,H 3rd Reading:Passed 39-23-0-0-0,5402,8
HB0276,2023-RS,2023-02-07,House,H 2nd Reading:Passed,,7
HB0276,2023-RS,2023-02-06,House,H COW:Passed,,6
HB0276,2023-RS,2023-02-02,House,H Placed on General File,,5
HB0276,2023-RS,2023-02-02,House,H02 - Appropriations:Recommend Amend and Do Pass 6-1-0-0-0,-405,4
HB0276,2023-RS,2023-01-27,House,H Introduced and Referred to H02 - Appropriations,,3
HB0276,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0276,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0277,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0277,2023-RS,2023-02-02,House,H Placed on General File,,5
HB0277,2023-RS,2023-02-02,House,H08 - Transportation:Recommend Amend and Do Pass 8-1-0-0-0,-491,4
HB0277,2023-RS,2023-01-27,House,H Introduced and Referred to H08 - Transportation,,3
HB0277,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0277,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0278,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0278,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0278,2023-RS,2023-01-30,House,H Introduced and Referred to H06 - Travel,,3
HB0278,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0278,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0279,2023-RS,2023-02-23,LSO,Assigned Chapter Number 78,,20
HB0279,2023-RS,2023-02-23,Governor,Governor Signed HEA No. 0046,,19
HB0279,2023-RS,2023-02-22,Senate,S President Signed HEA No. 0046,,18
HB0279,2023-RS,2023-02-21,House,H Speaker Signed HEA No. 0046,,17
HB0279,2023-RS,2023-02-21,LSO,Assigned Number HEA No. 0046,,16
HB0279,2023-RS,2023-02-21,Senate,S 3rd Reading:Passed 31-0-0-0-0,1027,15
HB0279,2023-RS,2023-02-17,Senate,S 2nd Reading:Passed,,14
HB0279,2023-RS,2023-02-16,Senate,S COW:Passed,,13
HB0279,2023-RS,2023-02-16,Senate,S Placed on General File,,12
HB0279,2023-RS,2023-02-16,Senate,S07 - Corporations:Recommend Do Pass 5-0-0-0-0,-723,11
HB0279,2023-RS,2023-02-09,Senate,S Introduced and Referred to S07 - Corporations,,10
HB0279,2023-RS,2023-02-08,Senate,S Received for Introduction,,9
HB0279,2023-RS,2023-02-08,House,H 3rd Reading:Passed 55-7-0-0-0,5386,8
HB0279,2023-RS,2023-02-07,House,H 2nd Reading:Passed,,7
HB0279,2023-RS,2023-02-06,House,H COW:Passed,,6
HB0279,2023-RS,2023-02-03,House,H Placed on General File,,5
HB0279,2023-RS,2023-02-03,House,H07 - Corporations:Recommend Do Pass 6-1-2-0-0,-521,4
HB0279,2023-RS,2023-01-30,House,H Introduced and Referred to H07 - Corporations,,3
HB0279,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0279,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0280,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0280,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0280,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0281,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HB0281,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0281,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0282,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0282,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0282,2023-RS,2023-01-31,House,H Introduced and Referred to H09 - Minerals,,3
HB0282,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0282,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0283,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0283,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0283,2023-RS,2023-01-27,House,H Introduced and Referred to H04 - Education,,3
HB0283,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0283,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0284,2023-RS,2023-02-27,LSO,Assigned Chapter Number 119,,20
HB0284,2023-RS,2023-02-27,Governor,Governor Signed HEA No. 0058,,19
HB0284,2023-RS,2023-02-23,Senate,S President Signed HEA No. 0058,,18
HB0284,2023-RS,2023-02-22,House,H Speaker Signed HEA No. 0058,,17
HB0284,2023-RS,2023-02-22,LSO,Assigned Number HEA No. 0058,,16
HB0284,2023-RS,2023-02-22,Senate,S 3rd Reading:Passed 17-14-0-0-0,1082,15
HB0284,2023-RS,2023-02-21,Senate,S 2nd Reading:Passed,,14
HB0284,2023-RS,2023-02-17,Senate,S COW:Passed,,13
HB0284,2023-RS,2023-02-16,Senate,S Placed on General File,,12
HB0284,2023-RS,2023-02-16,Senate,S07 - Corporations:Recommend Do Pass 5-0-0-0-0,-735,11
HB0284,2023-RS,2023-02-13,Senate,S Introduced and Referred to S07 - Corporations,,10
HB0284,2023-RS,2023-02-08,Senate,S Received for Introduction,,9
HB0284,2023-RS,2023-02-08,House,H 3rd Reading:Passed 39-23-0-0-0,5387,8
HB0284,2023-RS,2023-02-07,House,H 2nd Reading:Passed,,7
HB0284,2023-RS,2023-02-06,House,H COW:Passed,,6
HB0284,2023-RS,2023-02-03,House,H Placed on General File,,5
HB0284,2023-RS,2023-02-03,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-499,4
HB0284,2023-RS,2023-01-30,House,H Introduced and Referred to H02 - Appropriations,,3
HB0284,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0284,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0285,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0285,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0285,2023-RS,2023-01-27,House,H Introduced and Referred to H05 - Agriculture,,3
HB0285,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0285,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0286,2023-RS,2023-02-22,Senate,S COW:Failed 15-15-1-0-0,1093,13
HB0286,2023-RS,2023-02-22,Senate,S Placed on General File,,12
HB0286,2023-RS,2023-02-22,Senate,S08 - Transportation:Recommend Amend and Do Pass 4-0-1-0-0,-791,11
HB0286,2023-RS,2023-02-07,Senate,S Introduced and Referred to S08 - Transportation,,10
HB0286,2023-RS,2023-02-07,Senate,S Received for Introduction,,9
HB0286,2023-RS,2023-02-06,House,H 3rd Reading:Passed 40-21-1-0-0,5361,8
HB0286,2023-RS,2023-02-03,House,H 2nd Reading:Passed,,7
HB0286,2023-RS,2023-02-02,House,H COW:Passed,,6
HB0286,2023-RS,2023-02-02,House,H Placed on General File,,5
HB0286,2023-RS,2023-02-02,House,H09 - Minerals:Recommend Amend and Do Pass 9-0-0-0-0,-435,4
HB0286,2023-RS,2023-01-31,House,H Introduced and Referred to H09 - Minerals,,3
HB0286,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0286,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0287,2023-RS,2023-02-06,House,H COW:H Did not consider for COW,,6
HB0287,2023-RS,2023-01-31,House,H Placed on General File,,5
HB0287,2023-RS,2023-01-31,House,H03 - Revenue:Recommend Amend and Do Pass 5-4-0-0-0,-392,4
HB0287,2023-RS,2023-01-27,House,H Introduced and Referred to H03 - Revenue,,3
HB0287,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0287,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HB0288,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HB0288,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HB0288,2023-RS,2023-01-27,House,H Introduced and Referred to H02 - Appropriations,,3
HB0288,2023-RS,2023-01-26,House,H Received for Introduction,,2
HB0288,2023-RS,2023-01-26,LSO,Bill Number Assigned,,1
HJ0001,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HJ0001,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HJ0001,2023-RS,2023-01-17,House,H Introduced and Referred to H03 - Revenue,,3
HJ0001,2023-RS,2023-01-06,House,H Received for Introduction,,2
HJ0001,2023-RS,2022-12-19,LSO,Bill Number Assigned,,1
HJ0002,2023-RS,2023-02-08,House,H 3rd Reading:Failed 37-25-0-0-0,5405,8
HJ0002,2023-RS,2023-02-07,House,H 2nd Reading:Passed,,7
HJ0002,2023-RS,2023-02-06,House,H COW:Passed,,6
HJ0002,2023-RS,2023-02-02,House,H Placed on General File,,5
HJ0002,2023-RS,2023-02-02,House,H03 - Revenue:Recommend Amend and Do Pass 6-3-0-0-0,-480,4
HJ0002,2023-RS,2023-01-17,House,H Introduced and Referred to H03 - Revenue,,3
HJ0002,2023-RS,2023-01-10,House,H Received for Introduction,,2
HJ0002,2023-RS,2023-01-09,LSO,Bill Number Assigned,,1
HJ0003,2023-RS,2023-02-24,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,13
HJ0003,2023-RS,2023-02-24,Senate,S No report prior to CoW Cutoff,,12
HJ0003,2023-RS,2023-02-17,Senate,S05 - Agriculture:Do Pass Failed 2-2-1-0-0,-757,11
HJ0003,2023-RS,2023-02-09,Senate,S Introduced and Referred to S05 - Agriculture,,10
HJ0003,2023-RS,2023-02-08,Senate,S Received for Introduction,,9
HJ0003,2023-RS,2023-02-08,House,H 3rd Reading:Passed 57-5-0-0-0,5388,8
HJ0003,2023-RS,2023-02-07,House,H 2nd Reading:Passed,,7
HJ0003,2023-RS,2023-02-06,House,H COW:Passed,,6
HJ0003,2023-RS,2023-02-02,House,H Placed on General File,,5
HJ0003,2023-RS,2023-02-02,House,H06 - Travel:Recommend Do Pass 7-2-0-0-0,-485,4
HJ0003,2023-RS,2023-01-17,House,H Introduced and Referred to H06 - Travel,,3
HJ0003,2023-RS,2023-01-13,House,H Received for Introduction,,2
HJ0003,2023-RS,2023-01-12,LSO,Bill Number Assigned,,1
HJ0004,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HJ0004,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HJ0004,2023-RS,2023-01-18,House,H Introduced and Referred to H03 - Revenue,,3
HJ0004,2023-RS,2023-01-17,House,H Received for Introduction,,2
HJ0004,2023-RS,2023-01-16,LSO,Bill Number Assigned,,1
HJ0005,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HJ0005,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HJ0005,2023-RS,2023-01-20,House,H Introduced and Referred to H06 - Travel,,3
HJ0005,2023-RS,2023-01-19,House,H Received for Introduction,,2
HJ0005,2023-RS,2023-01-18,LSO,Bill Number Assigned,,1
HJ0006,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HJ0006,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HJ0006,2023-RS,2023-01-26,House,H Introduced and Referred to H02 - Appropriations,,3
HJ0006,2023-RS,2023-01-25,House,H Received for Introduction,,2
HJ0006,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HJ0007,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HJ0007,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HJ0007,2023-RS,2023-01-26,House,H Introduced and Referred to H02 - Appropriations,,3
HJ0007,2023-RS,2023-01-25,House,H Received for Introduction,,2
HJ0007,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HJ0008,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HJ0008,2023-RS,2023-01-25,House,H Received for Introduction,,2
HJ0008,2023-RS,2023-01-24,LSO,Bill Number Assigned,,1
HJ0009,2023-RS,2023-01-31,House,H Did not Consider for Introduction,,3
HJ0009,2023-RS,2023-01-25,House,H Received for Introduction,,2
HJ0009,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HJ0010,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HJ0010,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
HJ0010,2023-RS,2023-01-31,House,H Introduced and Referred to H07 - Corporations,,3
HJ0010,2023-RS,2023-01-26,House,H Received for Introduction,,2
HJ0010,2023-RS,2023-01-25,LSO,Bill Number Assigned,,1
HJ0011,2023-RS,2023-02-07,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,5
HJ0011,2023-RS,2023-02-07,House,H No report prior to CoW Cutoff,,4
