state,bill_id,term_session_title,summary,commem,comments
MN,SF5038,2023_2024|2023-RS|,"A bill for an act relating to education; establishing Workplace Readiness Week; proposing coding for new law in Minnesota Statutes, chapter 124D.",1,"establishing official week in schools, C"
MN,SF4963,2023_2024|2023-RS|,"A bill for an act relating to transportation; establishing a special license plate for veterans who received the Army of Occupation Medal; making technical changes; amending Minnesota Statutes 2022, section 168.123.",1,"new license plate for group, C"
MN,SF4856,2023_2024|2023-RS|,"A bill for an act relating to state government; designating state entities that may have unmarked vehicles; amending Minnesota Statutes 2022, section 16B.54, subdivision 2.",0,state vehicles unmarked (like cop cars?) seems S more than C
MN,SF4754,2023_2024|2023-RS|,"A bill for an act relating to transportation; designating a portion of marked U.S. Highway 169 between Marble and Mountain Iron as ""Senator David J. Tomassoni Memorial Cross Range Expressway""; amending Minnesota Statutes 2022, section 161.14, by adding a subdivision.",1,"highway designation, C"
MN,SF3950,2023_2024|2023-RS|,"A bill for an act relating to state government; establishing an annual observance for 1st Minnesota Day; proposing coding for new law in Minnesota Statutes, chapter 10.",1,"designating holiday but no work closings, C"
MN,SF3881,2023_2024|2023-RS|,"A bill for an act relating to transportation; designating a portion of marked U.S. Highway 169 between Marble and Mountain Iron as ""Senator David J. Tomassoni Memorial Cross Range Expressway""; amending Minnesota Statutes 2022, section 161.14, by adding a subdivision.",1,"expressway designation, C"
MN,SF3798,2023_2024|2023-RS|,"A bill for an act relating to transportation; designating the Michael Gau Memorial Bridge over U.S. Highway 169 on Hennepin County State-Aid Highway 9 in the city of Plymouth; amending Minnesota Statutes 2022, section 161.14, by adding a subdivision.",1,"bridge designation, C"
MN,SF3766,2023_2024|2023-RS|,"A bill for an act relating to transportation; designating the bridge on marked U.S. Highway 212 over the Minnesota River in the city of Granite Falls as ""Mayor Dave Smiglewski Memorial Bridge""; amending Minnesota Statutes 2022, section 161.14, by adding a subdivision.",1,"bridge designation, C"
MN,SF3743,2023_2024|2023-RS|,"A bill for an act relating to local government; removing monetary caps for observance of Memorial Day; amending Minnesota Statutes 2022, sections 375.34; 375.35.",1,"tricky, but keeping at C b/c deals with $ people spend for celebration day"
MN,SF3321,2023_2024|2023-RS|,"A bill for an act relating to transportation; designating an overpass in Pope County as the Deputy Josh Owen Memorial Overpass; amending Minnesota Statutes 2022, section 161.14, by adding a subdivision.",1,"overpass designation, C"
MN,SF3124,2023_2024|2023-RS|,A bill for an act relating to academic health care facilities; designating certain academic health care facilities as essential to the University of Minnesota's public health mission.,0,"clearly S, designating health care as essential to Univ"
MN,SF2562,2023_2024|2023-RS|,"A bill for an act relating to transit; designating responsible authorities for light rail transit projects; amending Minnesota Statutes 2022, sections 473.3993, subdivision 4; 473.3994, subdivision 1a.",0,"designating groups of people for projects, upgraded"
MN,SF2508,2023_2024|2023-RS|,"A bill for an act relating to health; designating thrombectomy-capable stroke centers; amending Minnesota Statutes 2022, sections 144.493, by adding a subdivision; 144.494, subdivision 2; 144E.16, subdivision 7.",0,"clearly S, designating certified stroke centers"
MN,SF2151,2023_2024|2023-RS|,"A bill for an act relating to motor vehicles; establishing an Air Medal special veterans license plate; amending Minnesota Statutes 2022, section 168.123, subdivision 2.",1,"establishing veteran license plate, C"
MN,SF2133,2023_2024|2023-RS|,"A bill for an act relating to transportation; renaming the Division of Driver and Vehicle Services within the Department of Public Safety; amending Minnesota Statutes 2022, sections 168.325, subdivision 1; 171.168, subdivision 1; 171.3215, subdivision 4.",1,"renaming DDVS department, C"
MN,SF1658,2023_2024|2023-RS|,"A bill for an act relating to state government; designating the state fire museum; proposing coding for new law in Minnesota Statutes, chapter 1.",1,"designating museum, C"
MN,SF1545,2023_2024|2023-RS|,"A bill for an act relating to transportation; amending the description of the Caleb L. Erickson Memorial Highway in Waseca County; amending Minnesota Statutes 2022, section 161.14, subdivision 97.",1,"highway amendment, C"
MN,SF1343,2023_2024|2023-RS|,"A bill for an act relating to state government; designating the state fossil; proposing coding for new law in Minnesota Statutes, chapter 1.",1,"state fossil designation, C"
MN,SF1243,2023_2024|2023-RS|,"A bill for an act relating to transportation; establishing a special license plate for National Defense Service Medal recipients; making technical changes; amending Minnesota Statutes 2022, section 168.123.",1,"license plate for group, C"
MN,SF0820,2023_2024|2023-RS|,"A bill for an act relating to state government; replacing references to Christopher Columbus Day with Indigenous Peoples Day; amending Minnesota Statutes 2022, section 645.44, subdivision 5.",1,"name change for official holiday, C"
MN,SF0592,2023_2024|2023-RS|,"A bill for an act relating to state government; designating the Freedom Flag as an official symbol of the state's commitment to remembering the American lives lost as a result of the terrorist attacks of September 11, 2001; encouraging display of the flag on certain days in certain public locations; proposing coding for new law in Minnesota Statutes, chapter 10.",1,"designation of flag, C"
MN,SF0279,2023_2024|2023-RS|,"A bill for an act relating to transportation; designating a segment of marked Trunk Highway 5 in Chanhassen as Prince Rogers Nelson Memorial Highway; amending Minnesota Statutes 2022, section 161.14, by adding a subdivision.",1,"highway designation, C"
MN,SF0104,2023_2024|2023-RS|,"A bill for an act relating to holiday observances; requiring school observance of Indigenous Peoples' Day; establishing Indigenous Peoples' Day as a state holiday and eliminating Christopher Columbus Day as a state holiday; amending Minnesota Statutes 2022, sections 120A.42; 645.44, subdivision 5.",0,"require observance of IPD - closures, upgraded"
MO,HB1407,2023_2024|2024-RS|NA,,1,"designating bridge, C"
MO,HB1496,2023_2024|2024-RS|NA,,0,"upgraded, sets aside $ for veterans to get awards/medals"
MO,HB1562,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB1566,2023_2024|2024-RS|NA,,1,"bridge/highway design, C"
MO,HB1593,2023_2024|2024-RS|NA,,1,"month designation, C"
MO,HB1594,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB1595,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB1624,2023_2024|2024-RS|NA,,1,"official dish design, C"
MO,HB1661,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB1662,2023_2024|2024-RS|NA,,1,"bridge/highway design, C"
MO,HB1816,2023_2024|2024-RS|NA,,1,"celebratory month design, C"
MO,HB1839,2023_2024|2024-RS|NA,,1,"park renaming, C"
MO,HB1908,2023_2024|2024-RS|NA,,1,"memorial designation, C"
MO,HB1924,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB1934,2023_2024|2024-RS|NA,,1,"designating trails, C"
MO,HB2100,2023_2024|2024-RS|NA,,0,"requires dept to install signs, upgraded"
MO,HB2162,2023_2024|2024-RS|NA,,1,"bridge design, C"
MO,HB2171,2023_2024|2024-RS|NA,,1,"apple capital design, C"
MO,HB2172,2023_2024|2024-RS|NA,,1,"mural city design, C"
MO,HB2176,2023_2024|2024-RS|NA,,1,"memorial highway design, C"
MO,HB2189,2023_2024|2024-RS|NA,,1,"cheese design, C"
MO,HB2222,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2241,2023_2024|2024-RS|NA,,1,"designating commem week, C"
MO,HB2320,2023_2024|2024-RS|NA,,1,"designating city, C"
MO,HB2321,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2346,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2399,2023_2024|2024-RS|NA,,1,"renaming HQ, C"
MO,HB2461,2023_2024|2024-RS|NA,,1,"highway design, C"
MO,HB2486,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2491,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2580,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2591,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2616,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2639,2023_2024|2024-RS|NA,,1,"highway design, C"
MO,HB2646,2023_2024|2024-RS|NA,,1,"whiskey design, C"
MO,HB2653,2023_2024|2024-RS|NA,,1,"highway design, C"
MO,HB2659,2023_2024|2024-RS|NA,,1,"highway design, C"
MO,HB2662,2023_2024|2024-RS|NA,,1,"highway design, C"
MO,HB2684,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2738,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2739,2023_2024|2024-RS|NA,,1,"bridge design, C"
MO,HB2751,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2767,2023_2024|2024-RS|NA,,1,"designating remembrance holiday, C"
MO,HB2773,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2797,2023_2024|2024-RS|NA,,1,"designating bridges and highways, C"
MO,HB2821,2023_2024|2024-RS|NA,,1,"designating commem holiday, C"
MO,HB2822,2023_2024|2024-RS|NA,,1,"designating highway, C"
MO,HB2833,2023_2024|2024-RS|NA,,1,"designating commem week, C"
MO,HB2878,2023_2024|2024-RS|NA,,1,"designating highway, C"
MO,HB0043,2023_2024|2023-RS|NA,,1,"designating state work, C"
MO,HB0044,2023_2024|2023-RS|NA,,1,"designating highway, C"
MO,HB0067,2023_2024|2023-RS|NA,,1,"designating bridge, C"
MO,HB0094,2023_2024|2023-RS|NA,,1,"designating highway, C"
MO,HB0112,2023_2024|2023-RS|NA,,0,"requring schools to observe a month, seems S to me"
MO,HB0201,2023_2024|2023-RS|NA,,1,"designating bridge, C"
MO,HB0212,2023_2024|2023-RS|NA,,1,"designating commem day, C"
MO,HB0224,2023_2024|2023-RS|NA,,1,"rifle design, C"
MO,HB0434,2023_2024|2023-RS|NA,,1,"designating commem day, C"
MO,HB0436,2023_2024|2023-RS|NA,,1,"designating commem day, C"
MO,HB0487,2023_2024|2023-RS|NA,,1,"designating bridge, C"
MO,HB0518,2023_2024|2023-RS|NA,,0,"directing dept to fund memorial costs, upgraded"
MO,HB0528,2023_2024|2023-RS|NA,,1,"designating bridge, C"
MO,HB0530,2023_2024|2023-RS|NA,,1,"designating rifle, C"
MO,HB0547,2023_2024|2023-RS|NA,,1,"designating bridge, C"
MO,HB0623,2023_2024|2023-RS|NA,,0,"raising avaliability of meds, upgraded"
MO,HB0689,2023_2024|2023-RS|NA,,1,"renaming bridge, C"
MO,HB0715,2023_2024|2023-RS|NA,,0,"means to determine state aid for custody kids, upgraded"
MO,HB0736,2023_2024|2023-RS|NA,,1,"celebratory months, C"
MO,HB0746,2023_2024|2023-RS|NA,,1,"highway design, C"
MO,HB0788,2023_2024|2023-RS|NA,,1,"offical State Fair food, C"
MO,HB0817,2023_2024|2023-RS|NA,,1,"remembrance month, C"
MO,HB0836,2023_2024|2023-RS|NA,,0,"upgraded, sets aside $ for veterans to get awards/medals"
MO,HB0877,2023_2024|2023-RS|NA,,1,"awareness month, C"
MO,HB0882,2023_2024|2023-RS|NA,,0,"directing dept to fund memorial costs, upgraded"
MO,HB0885,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,HB0920,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,HB0921,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,HB0936,2023_2024|2023-RS|NA,,1,keeping at C b/c just seems to rename Columbus Day here
MO,HB0963,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,HB0976,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,HB0999,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,HB1035,2023_2024|2023-RS|NA,,1,"highway design, C"
MO,HB1051,2023_2024|2023-RS|NA,,1,"month design, C"
MO,HB1055,2023_2024|2023-RS|NA,,1,"highway design, C"
MO,HB1166,2023_2024|2023-RS|NA,,1,"highway design, C"
MO,HB1261,2023_2024|2023-RS|NA,,1,"UFO capital design, C"
MO,HB1276,2023_2024|2023-RS|NA,,1,"bridge design, C"
MO,HB1325,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,HB1376,2023_2024|2023-RS|NA,,1,"trail design, C"
MO,HB1377,2023_2024|2023-RS|NA,,1,"highway design, C"
MO,HB1391,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,HB1395,2023_2024|2023-RS|NA,,1,"highway design, C"
MO,SB1058,2023_2024|2024-RS|NA,,1,"commem day design, C"
MO,SB1144,2023_2024|2024-RS|NA,,1,"commem day design, C"
MO,SB1278,2023_2024|2024-RS|NA,,1,"state slogan design, C"
MO,SB1308,2023_2024|2024-RS|NA,,1,"highway design, C"
MO,SB1381,2023_2024|2024-RS|NA,,1,"bridge design, C"
MO,SB1417,2023_2024|2024-RS|NA,,1,"commem day design, C"
MO,SB1432,2023_2024|2024-RS|NA,,1,"Black History week design, C"
MO,SB1453,2023_2024|2024-RS|NA,,1,"highway design, C"
MO,SB1464,2023_2024|2024-RS|NA,,1,"commem day design, C"
MO,SB1465,2023_2024|2024-RS|NA,,1,"commem day design, C"
MO,SB1490,2023_2024|2024-RS|NA,,1,"commem day design, C"
MO,SB0216,2023_2024|2023-RS|NA,,1,"highway design, C"
MO,SB0517,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,SB0518,2023_2024|2023-RS|NA,,1,"bridge design, C"
MO,SB0584,2023_2024|2023-RS|NA,,1,"commem day design, C"
MO,SB0609,2023_2024|2023-RS|NA,,0,potentially dealing with teacher lawsuits so upgraded
MO,SB0611,2023_2024|2023-RS|NA,,0,"upgraded, sets aside $ for veterans to get awards/medals"
NC,HB0060,2023_2024|2023-RS|,,1,"stays at C, awareness week for illness"
NC,HB0166,2023_2024|2023-RS|,,1,"stays at C, deals with Am Indians wearing symbols at graduation"
NC,HB0387,2023_2024|2023-RS|,,1,"stays at C, award for certain group"
NC,HB0427,2023_2024|2023-RS|,,1,"C, honoring women/license plate"
NC,HB0480,2023_2024|2023-RS|,,1,"stays at C, adopt awareness day"
NC,HB0783,2023_2024|2023-RS|,,0,"repealing law, has to do with localgov, upgraded"
NC,SB0022,2023_2024|2023-RS|,,1,"renaming council, C"
NC,SB0139,2023_2024|2023-RS|,,1,"stays at C, deals with Am Indians wearing symbols at graduation"
NC,SB0301,2023_2024|2023-RS|,,1,"designating May as commem month, C"
NC,SB0315,2023_2024|2023-RS|,,0,"upgraded, ensures no cuts are made to this program"
NC,SB0359,2023_2024|2023-RS|,,1,"stays at C, award for certain group"
NE,LB0479,2023_2024|RS|,"Transfer the Office of Probation Administration to the executive branch, rename the Division of Parole Supervision as the Parole Supervision Agency, and remove such agency from the Board of Parole",0,"upgraded, transfering office/removing agency"
NE,LB1102,2023_2024|RS|,"Declare October 17 as Nebraska Missing Persons Day and May 19 as El-Hajj Malik El-Shabazz, Malcolm X Day",1,"stays at C, designated days"
NH,HB0020,"2023_2024|2023-RS|naming a bridge in the town of Merrimack for the Honorable Richard ""Dick"" Hinch.",,1,"stays at C, bridge naming"
NH,HB0052,2023_2024|2023-RS|naming a bridge in Hinsdale as the General John Stark Memorial Bridge.,,1,"stays at C, bridge naming"
NH,HB0065,2023_2024|2023-RS|commemorating the first labor strike in the United States by women.,,1,"stays at C, commemorating labor strike"
NH,HB0089,2023_2024|2023-RS|relative to posthumous exonerations.,,0,"upgraded, exonerations seems more substantive"
NH,HB0094,2023_2024|2023-RS|establishing October 2023 as eczema awareness month.,,1,"stays at C, eczema awareness month"
NH,HB0096,2023_2024|2023-RS|recognizing May 3rd as Old Man of the Mountain Day.,,1,"stays at C, commemorative day"
NH,HB0180,2023_2024|2023-RS|renaming Columbus Day as Indigenous People's Day.,,1,"stays at C, renaming already federal holiday (with offices closed)"
NH,HB0189,2023_2024|2023-RS|renaming a portion of route 140 in Gilmanton in honor of Private First Class Nicholas Cournoyer.,,1,"stays at C, renaming highway"
NH,HB0213,2023_2024|2023-RS|renaming Little Haystack Mountain to Mount Kosciuszko.,,1,"stays at C, renaming mountain"
NH,HB0494,2023_2024|2024-RS|renaming the agricultural product and scale testing fund the agricultural products regulatory fund.,,1,"stays at C, renaming product/testing funds"
NH,HB1003,"2023_2024|2024-RS|relative to name changes for inmates, parolees, and convicted violent felons.",,0,"upgraded, name changes for prisoners"
NH,HB1096,2023_2024|2024-RS|enabling the state house visitors center to sell state symbols that may have intellectual property right holders.,,0,"deals with state visitors center selling symbols, upgraded"
NH,HB1253,2023_2024|2024-RS|renaming the Blair State Forest in Campton as the Jane Kellogg State Forest.,,1,"stays at C, renaming forest"
NH,HB1335,2023_2024|2024-RS|removing Columbus Day as a holiday.,,0,"upgraded, removing entire federal holiday from state observance"
NH,HB1434,2023_2024|2024-RS|relative to the Honor and Remember Flag.,,1,"stays at C, ""relative"" to certain commem flag"
NH,SB0331,2023_2024|2024-RS|relative to certain historic commemorations.,,1,"stays at C, historic commemorations"
NH,SB0468,2023_2024|2024-RS|relative to designating a portion of route 111 in Hudson as the Senator Robert E. Clegg Jr. Memorial Highway.,,1,"stays at C, renaming route"
NH,SB0592,2023_2024|2024-RS|renaming Route 127 from Central Street in Franklin to the town line of Sanbornton as Chief Bradley Haas Memorial Highway.,,1,"stays at C, renmaing route"
NM,HB0401,2023_2024|2023-RS|RENAME TECHNOLOGY FOR EDUCATION ACT,,1,"renaming act, C"
NM,SB0018,2023_2024|2023-RS|RENAME FAMILY VIOLENCE PROTECTION ACT,,1,"renaming act, C"
NM,SB0188,2023_2024|2023-RS|OFFICIAL STATE AROMA,,1,state aroma is clearly C
NM,SB0339,2023_2024|2023-RS|RENAME JUVENILE CONTINUUM GRANT FUND,,1,"renaming fund, C"
NM,SB0012,2023_2024|2024-RS|RENAME FAMILY VIOLENCE PROTECTION ACT,,1,"renaming act, C"
NM,SB0106,2023_2024|2024-RS|DECLARATION OF INDEPENDENCE ANNIVERSARY,,1,"vague, keeping C since no signs this would be S"
OH,HB0019,2023_2024|135|Designate Ohio World Hijab Day,,1,commem day
OH,HB0026,2023_2024|135|Designate Town and Country Firefighter Lt. Philip M. Wigal Hwy,,1,highway design
OH,HB0028,2023_2024|135|Designate Triple Negative Breast Cancer Awareness Month,,1,awareness month
OH,HB0036,2023_2024|135|Enact Paige's Law regarding medical identifying devices,,0,"enacting law for medical device ID, upgraded"
OH,HB0054,2023_2024|135|Designate Keith Earley Memorial Interchange,,1,interchange design
OH,HB0055,2023_2024|135|Designate Firefighter Charles D. Swank Memorial Highway,,1,highway design
OH,HB0061,2023_2024|135|Designate James A. Garfield Day,,1,commem day
OH,HB0072,2023_2024|135|Designate Hindu Heritage Month,,1,commem month
OH,HB0073,2023_2024|135|Enact Dave and Angie Patient and Health Provider Protection Act,,0,"deals with enacting a law for health providers, upgraded"
OH,HB0075,2023_2024|135|Designate Caitlin Renee Preston Memorial Highway,,1,highway design
OH,HB0081,2023_2024|135|Designate Sheriff Dale R. Williams Memorial Highway,,1,highway design
OH,HB0088,2023_2024|135|Designate Patrolman Sean VanDenberg Memorial Highway,,1,highway design
OH,HB0107,2023_2024|135|Designate Cleveland Firefighter Johnny Tetrick Memorial Highway,,1,highway design
OH,HB0113,2023_2024|135|Designate Detrans Awareness Day,,1,commem day
OH,HB0115,2023_2024|135|Enact Ohio Equal Pay Act,,0,"equal pay act enactment, upgraded"
OH,HB0119,2023_2024|135|Designate Dr. Steven Takacs Memorial Highway,,1,highway design
OH,HB0122,2023_2024|135|Expand intimidation offenses to include guardians ad litem,,0,"expansion of guardian ad litem rights, upgraded"
OH,HB0123,2023_2024|135|Designate Honor and Remember flag to honor fallen service members,,1,flag design
OH,HB0128,2023_2024|135|Designate Officer T.J. D'Apolito Memorial Highway,,1,highway design
OH,HB0131,2023_2024|135|Designate Army SSgt. Charles V. Kettler Memorial Highway,,1,highway design
OH,HB0132,2023_2024|135|Designate Army Sgt. Herbert C. Linville Memorial Highway,,1,highway design
OH,HB0133,2023_2024|135|Designate Army Sgt. Ronnie Blair Memorial Highway,,1,highway design
OH,HB0152,2023_2024|135|Enact Madeline's Law regarding hearing aid coverage,,0,"enacting law for hearing aids, upgraded"
OH,HB0162,2023_2024|135|Make specified day and week designations relating to agriculture,,1,commem day/week design
OH,HB0165,2023_2024|135|Designate Representative Kris Jordan Memorial Highway,,1,highway design
OH,HB0173,2023_2024|135|Designate May as Older Ohioans Month,,1,commem month
OH,HB0176,2023_2024|135|Revise the Ohio Carpenters license plate,,1,license plate
OH,HB0188,2023_2024|135|Recognize National Nursing Assistants Week,,1,commem week
OH,HB0190,2023_2024|135|Designate Black Maternal Health Week,,1,commem week
OH,HB0198,2023_2024|135|Designate Counseling Awareness Month,,1,commem month
OH,HB0202,2023_2024|135|Designate Specialist Dennis Alan Combs Memorial Highway,,1,highway design
OH,HB0204,2023_2024|135|Designate Arab American Heritage Month,,1,commem month
OH,HB0209,2023_2024|135|Create Ohio Society Daughters of American Revolution plate,,1,license plate
OH,HB0211,2023_2024|135|Enact the Free to Speak Act,,0,"enacting free speech law, upgraded"
OH,HB0213,2023_2024|135|Create Purdue University license plate,,1,license plate
OH,HB0222,"2023_2024|135|Create ""Continue Your Story"" specialty license plate",,1,license plate
OH,HB0223,"2023_2024|135|Create ""Jackson Local Schools"" license plate",,1,license plate
OH,HB0225,2023_2024|135|Designate the month of June as Pride Month,,1,commem month
OH,HB0228,2023_2024|135|Rename the Vern Riffe Center as the Tawnya Salyer Memorial Center,,1,memorial rename
OH,HB0229,2023_2024|135|Enact the Brenna Brossard SUDEP Awareness Act,,0,"enacting SUDEP Awareness act, upgraded"
OH,HB0243,2023_2024|135|Designates Roy Rogers Day,,1,commem day
OH,HB0247,2023_2024|135|Designates World Refugee Day,,1,commem day
OH,HB0248,2023_2024|135|Create the suicide prevention license plate,,1,license plate
OH,HB0251,"2023_2024|135|Designate Deputy Sheriff James ""Jim"" Wert Memorial Highway",,1,highway design
OH,HB0252,"2023_2024|135|Designate SM1 Cornelius Anthony McCafferty, Jr. Memorial Highway",,1,highway design
OH,HB0253,2023_2024|135|Designate Brigadier General Charles Young Mem Historical Corridor,,1,corridor design
OH,HB0262,2023_2024|135|Designate May as Umpire Recognition Month,,1,commem month
OH,HB0268,"2023_2024|135|Designate Richard ""Dick"" Mallon Memorial Highway",,1,highway design
OH,HB0269,2023_2024|135|Designate Sgt Bradley J. Harper USMC Memorial Highway,,1,highway design
OH,HB0278,2023_2024|135|Designate 6888th Central Postal Directory Battalion Day,,1,commem day
OH,HB0286,2023_2024|135|Designate Vienna Township Veterans Bridge,,1,bridge design
OH,HB0287,2023_2024|135|Create Terrace Park license plate,,1,license plate
OH,HB0292,2023_2024|135|Designate OSHP Officer William J. Keller Memorial Highway,,1,highway design
OH,HB0293,2023_2024|135|Designate Marjorie Whiteman Memorial Highway,,1,highway design
OH,HB0294,2023_2024|135|Designate Delaware County Veteran's Memorial Highway,,1,highway design
OH,HB0297,2023_2024|135|Designate A Christmas Story Family Day,,1,commem day
OH,HB0298,2023_2024|135|Designate Black Brewers Day,,1,commem day
OH,HB0299,2023_2024|135|Designate Specialist Five Frederick Wayne Taylor Memorial Highway,,1,highway design
OH,HB0307,"2023_2024|135|Designate Clarence ""Sonny"" Smith, Jr. Highway",,1,highway design
OH,HB0316,2023_2024|135|Designate Joe Burrow Highway,,1,highway design
OH,HB0317,2023_2024|135|Designate Sgt. Cory M. Endlich Corridor,,1,corridor design
OH,HB0318,2023_2024|135|Designate Scott G. Gast Memorial Highway,,1,highway design
OH,HB0320,2023_2024|135|Designate Al Oliver Highway,,1,highway design
OH,HB0330,2023_2024|135|Designate William 'Bill' Burgett Memorial Highway,,1,highway design
OH,HB0335,2023_2024|135|Designate Ottawa County Veterans Memorial Highway,,1,highway design
OH,HB0342,2023_2024|135|Designate Devo Day,,1,commem day
OH,HB0350,2023_2024|135|Designate Lance Corporal Austin B. Schwenk Memorial Highway,,1,highway design
OH,HB0355,2023_2024|135|Designate Licking County Veterans Memorial Highway,,1,highway design
OH,HB0356,2023_2024|135|Enact the Healthy Cardiac Monitoring Act,,0,"Enacting law for cardiac monitoring, upgraded"
OH,HB0360,2023_2024|135|Designate Ukraine Independence Day,,1,commem day
OH,HB0365,2023_2024|135|Designate multiple memorial highways,,1,highway design
OH,HB0368,2023_2024|135|Designates Ohio Black Media Week,,1,commem week
OH,HB0380,2023_2024|135|Designate Tuscarawas Valley Memorial Highway,,1,highway design
OH,HB0381,2023_2024|135|Designate Louis P. Shuster Memorial Interchange,,1,highway design
OH,HB0383,2023_2024|135|Designate Corporal John E. Ruch Memorial Highway,,1,highway design
OH,HB0389,2023_2024|135|Designate 9/11 Remembrance Day,,1,commem day
OH,HB0409,2023_2024|135|Create the Ohio Cold War Victory Medal,,1,"medal creation for certain group, keep at C"
OH,HB0423,"2023_2024|135|Create ""Blue Star Banner"" license plate",,1,license plate
OH,HB0426,2023_2024|135|Designate Stormwater Awareness Week,,1,commem week
OH,HB0427,"2023_2024|135|Enact Employment, Opportunities for Persons with Disabilities Act",,0,"enacting disabilities law, upgraded"
OH,HB0431,2023_2024|135|Designate Staff Sgt. Zachary Wobler Memorial Highway,,1,highway design
OH,HB0439,2023_2024|135|Designate Gallagher Way,,1,road design
OH,HB0446,2023_2024|135|Designate March 8 as International Women's Day in Ohio,,1,commem day
OH,HB0448,2023_2024|135|Designate John Lennon Memorial Highway,,1,highway design
OH,HB0453,2023_2024|135|Designate Staff Sergeant George P. Mizik (USMC) Memorial Highway,,1,highway design
OH,HB0454,2023_2024|135|Designate Women's History Month,,1,commem month
OH,HB0456,"2023_2024|135|Designate Police Chief Ronnie Ricketts, Sr. Memorial Highway",,1,highway design
OH,HB0458,2023_2024|135|Designate memorial bridge and viaduct in Village of Montpelier,,1,bridge design
OH,HB0459,2023_2024|135|Designate Greek Independence Day,,1,commem day
OH,HB0463,2023_2024|135|Enacts the My Child-My Chart Act,,0,"Enacting children/chart law, upgraded"
OH,HB0465,2023_2024|135|Enacts Lauren's Law regarding developmental disability care,,0,"Enacting disabilities care law, upgraded"
OH,HB0479,2023_2024|135|Designate Ohio Stillbirth Prevention Day,,1,commem day
OH,HB0482,2023_2024|135|Designate Patrolman James P. Gardner Memorial Highway,,1,highway design
OH,HB0487,2023_2024|135|Designate TSgt. Grover Lee Swearingen Memorial Highway,,1,highway design
OH,HB0490,2023_2024|135|Designate Road Traffic Victims Day of Remembrance,,1,commem day
OH,HB0493,2023_2024|135|Designate Lance Corporal Gerald Subler Memorial Highway,,1,highway design
OH,HB0494,2023_2024|135|Designate SSgt Gene F. Morrison Memorial Bridge,,1,bridge design
OH,HB0508,2023_2024|135|Enact the Super Bowl Entourage Expense Act,,0,"Enacting Super Bowl Encourage act, upgraded"
OH,HB0510,2023_2024|135|Designate Army Lt. Col. Robert R. Melnick Memorial Highway,,1,highway design
OH,HB0515,2023_2024|135|Create the Norton Music Boosters license plate,,1,license plate
OH,HB0527,2023_2024|135|Create NASA Glenn Research Center license plate,,1,license plate
OH,HB0533,2023_2024|135|Create the Iota Phi Theta license plate,,1,license plate
OH,HB0534,2023_2024|135|Enact the Lead Line Replacement Act,,0,"enacting Lead replacement act, upgraded"
OH,HB0538,2023_2024|135|Designate Lupus Awareness Month,,1,commem month
OH,HB0542,2023_2024|135|Create the Blanchester Wildcats license plate,,1,license plate
OH,HB0586,2023_2024|135|Create Weirdo Cat Lovers of Cleveland license plate,,1,license plate
OH,HB0599,2023_2024|135|Designate the walleye as the official fish,,1,official fish
OH,HB0601,2023_2024|135|Designate World Doula Day,,1,commem day
OH,HB0611,2023_2024|135|Designate U.S. Army Private First Class Jerry Bockbrader Mem Hwy,,1,hway design
OH,HB0614,2023_2024|135|Enact the Statehouse Nazi Symbol Removal Act,,0,"enacting act to remove statues, S"
OH,HB0620,2023_2024|135|Designate Paulding County Purple Heart Memorial Highway,,1,hway design
OH,HB0621,2023_2024|135|Designate Van Wert County Veteran's Memorial Highway,,1,hway design
OH,HB0626,2023_2024|135|Create Lakeside Chautauqua license plate,,1,license plate
OH,HB0627,2023_2024|135|Create Ohio Society for Respiratory Care license plate,,1,license plate
