"state","term","sponsor","legiscan_id","chamber","party","district","not_actually_in_chamber","notes"
"KY","2023_2024","Courtney Gilbert","25185","H","R","HD-024",FALSE,"Served full term - included with LES=0"
"KY","2023_2024","Peyton Griffee","25184","H","R","HD-026",FALSE,"Served full term - included with LES=0"
