bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
H.B. 250,2023-RS,"Rep. Judkins, Marsha","Sen. Bramble, Curtis S.",Alan Houston,283,"15 Mar 2023, Governor Signed",Social Worker Licensing Amendments,This bill amends provisions of the Social Worker Licensing Act.,,https://le.utah.gov/~2023/bills/static/HB0250.html
H.B. 251,2023-RS,"Rep. Brammer, Brady","Sen. Cullimore, Kirk A.",Jacqueline Carlton,401,"20 Mar 2023, Governor Signed",Court Amendments,This bill amends provisions related to courts.,,https://le.utah.gov/~2023/bills/static/HB0251.html
H.B. 252,2023-RS,"Rep. Dailey-Provost, Jennifer","Sen. Bramble, Curtis S.",Alan Houston,,"3 Mar 2023, House/ filed",Disability Coverage Amendments,This bill amends the Medical Assistance Act.,,https://le.utah.gov/~2023/bills/static/HB0252.html
H.B. 253,2023-RS,"Rep. Ivory, Ken","Sen. Winterton, Ronald M.",Jacqueline Carlton,071,"13 Mar 2023, House/ to Governor",Federalism Commission Amendments,This bill amends provisions regarding the Federalism Commission.,,https://le.utah.gov/~2023/bills/static/HB0253.html
H.B. 254,2023-RS,"Rep. Ivory, Ken","Sen. Owens, Derrin R.",Jackie Rogers,,"3 Mar 2023, House/ filed",Penalty for False Statement During Drug Arrest,This bill creates a penalty enhancement for certain false statements made during an arrest.,,https://le.utah.gov/~2023/bills/static/HB0254.html
H.B. 255,2023-RS,"Rep. Stoddard, Andrew","Sen. Weiler, Todd D.",Braden Hess,402,"20 Mar 2023, Governor Signed",Vehicle Accident Reports Amendments,"This bill requires the Department of Public Safety to provide an unredacted accident report to certain persons that contains the name, address, and phone number of each person involved in the accident.",,https://le.utah.gov/~2023/bills/static/HB0255.html
H.B. 256,2023-RS,"Rep. Gricius, Stephanie","Sen. Kennedy, Michael S.",Braden Hess,,"3 Mar 2023, House/ filed",Carpool Lane Usage Modifications,This bill amends provisions related to high occupancy vehicle lanes on a highway to consider a vehicle with a pregnant individual as containing two occupants for purposes of high occupancy vehicle lane purposes.,,https://le.utah.gov/~2023/bills/static/HB0256.html
H.B. 257,2023-RS,"Rep. Kyle, Jason B.","Sen. Winterton, Ronald M.",Scott Elder,072,"13 Mar 2023, House/ to Governor",Greenbelt Property Amendments,This bill modifies provisions of the Utah Farmland Assessment Act.,,https://le.utah.gov/~2023/bills/static/HB0257.html
H.B. 258,2023-RS,"Rep. Rohner, Judy Weeks","Sen. Millner, Ann",Braden Hess,403,"20 Mar 2023, Governor Signed",Motor Vehicle Light Amendments,This bill requires a vehicle operator to have the vehicle's lights or lamps illuminated while the vehicle is being operated during certain times of day and driving conditions.,,https://le.utah.gov/~2023/bills/static/HB0258.html
H.B. 259,2023-RS,"Rep. Moss, Carol Spackman","Sen. Weiler, Todd D.",Shad Larson,152,"14 Mar 2023, Governor Signed",Suicide Prevention in Correctional Facilities,This bill addresses suicide prevention in county jails.,,https://le.utah.gov/~2023/bills/static/HB0259.html
H.B. 260,2023-RS,"Rep. Briscoe, Joel K.","Sen. McKell, Michael K.",Scott Elder,,"3 Mar 2023, House/ filed",Property Tax Income Requirements,This bill modifies provisions of the Property Tax Act.,,https://le.utah.gov/~2023/bills/static/HB0260.html
H.B. 261,2023-RS,"Rep. Snider, Casey","Sen. Vickers, Evan J.",Patricia Owen,153,"14 Mar 2023, Governor Signed",Fire Related Amendments,This bill addresses efforts to prevent and prepare for fires.,,https://le.utah.gov/~2023/bills/static/HB0261.html
H.B. 262,2023-RS,"Rep. Snider, Casey", ,Patricia Owen,,"3 Mar 2023, House/ filed",Wildlife Management Area Amendments,This bill modifies provisions related to wildlife management areas.,,https://le.utah.gov/~2023/bills/static/HB0262.html
H.B. 263,2023-RS,"Rep. Dailey-Provost, Jennifer","Sen. Hinkins, David P.",Amy Shewan,,"3 Mar 2023, House/ filed",Apprenticeship on Public Works Requirements,This bill enacts provisions relating to labor provided by an apprentice for a public works project.,,https://le.utah.gov/~2023/bills/static/HB0263.html
H.B. 264,2023-RS,"Rep. Maloy, A. Cory","Sen. Vickers, Evan J.",Daniel M. Cheung,284,"15 Mar 2023, Governor Signed",Certified Nursing Assistants Amendments,This bill allows a certified nurse aide to obtain experience at a health care facility that is designated by the Division of Professional Licensing.,,https://le.utah.gov/~2023/bills/static/HB0264.html
H.B. 265,2023-RS,"Rep. Peterson, Val L.","Sen. Bramble, Curtis S.",Kurt P. Gasser,154,"14 Mar 2023, Governor Signed",Sentinel Landscape Amendments,This bill restricts municipalities from annexing certain land near military installations.,,https://le.utah.gov/~2023/bills/static/HB0265.html
H.B. 266,2023-RS,"Rep. Wilcox, Ryan D.","Sen. Bramble, Curtis S.",Shad Larson,404,"20 Mar 2023, Governor Signed",Amber Alert Amendments,This bill addresses the Amber Alert System.,,https://le.utah.gov/~2023/bills/static/HB0266.html
H.B. 267,2023-RS,"Rep. Matthews, Ashlee","Sen. Harper, Wayne A.",Robert H. Rees,073,"13 Mar 2023, House/ to Governor",State Purchasing Director Duties,This bill modifies provisions relating to the duties of the state purchasing director.,,https://le.utah.gov/~2023/bills/static/HB0267.html
H.B. 268,2023-RS,"Rep. Stoddard, Andrew","Sen. Pitcher, Stephanie",Shad Larson,155,"14 Mar 2023, Governor Signed",Sex Offense Amendments,This bill addresses sex offense management and treatment.,,https://le.utah.gov/~2023/bills/static/HB0268.html
H.B. 269,2023-RS,"Rep. Schultz, Mike","Sen. McCay, Daniel",Thomas R. Vaughn,156,"14 Mar 2023, Governor Signed",Election Audit Requirements,"This bill requires and addresses a biennial audit of elections, conducted by the Office of the Legislative Auditor General (office).",,https://le.utah.gov/~2023/bills/static/HB0269.html
H.B. 270,2023-RS,"Rep. Lee, Trevor ", ,Jeff Van Hulten,,"3 Mar 2023, House/ filed",School Cellphone Usage Amendments,This bill addresses the use of cellphones and smart watches in classrooms.,,https://le.utah.gov/~2023/bills/static/HB0270.html
H.B. 271,2023-RS,"Rep. Romero, Angela", ,Mike Curtis,,"3 Mar 2023, House/ filed",Educator Salaries Adjustments Increase,This bill provides an increase to the educator salary adjustment.,,https://le.utah.gov/~2023/bills/static/HB0271.html
H.B. 272,2023-RS,"Rep. Owens, Doug","Sen. Harper, Wayne A.",Patricia Owen,,"3 Mar 2023, House/ filed",Water Efficient Landscaping Amendments,This bill addresses incentives to use water efficient landscaping.,,https://le.utah.gov/~2023/bills/static/HB0272.html
H.B. 273,2023-RS,"Rep. Lyman, Phil", ,Anikka Hoidal,,"3 Mar 2023, House/ filed",State Trust Lands Administration Amendments,This bill modifies the administration of state trust lands.,,https://le.utah.gov/~2023/bills/static/HB0273.html
H.B. 274,2023-RS,"Rep. Owens, Doug","Sen. Hinkins, David P.",Anikka Hoidal,,"3 Mar 2023, House/ filed",Adopt-the-outdoors Program Amendments,This bill creates an Adopt-the-Outdoors Program.,,https://le.utah.gov/~2023/bills/static/HB0274.html
H.B. 275,2023-RS,"Rep. Lisonbee, Karianne","Sen. Kennedy, Michael S.",Andrea Valenti Arthur,,"3 Mar 2023, House/ filed",Tax Dependent Amendments,This bill modifies the exemption provisions of the taxpayer tax credit.,,https://le.utah.gov/~2023/bills/static/HB0275.html
H.B. 276,2023-RS,"Rep. Lyman, Phil", ,Patricia Owen,,"3 Mar 2023, House/ filed",Water Supply Amendments,This bill addresses a municipality's supply of water to contract water customers.,,https://le.utah.gov/~2023/bills/static/HB0276.html
H.B. 277,2023-RS,"Rep. Lyman, Phil", ,Amy Shewan,,"3 Mar 2023, House/ filed",Homeowners Association Revisions,This bill amends and enacts provisions governing homeowner associations.,,https://le.utah.gov/~2023/bills/static/HB0277.html
H.B. 278,2023-RS,"Rep. Wilcox, Ryan D.","Sen. Ipson, Don L.",Jackie Rogers,074,"13 Mar 2023, House/ to Governor",First Responder Mental Health Services Grant Program,This bill creates the First Responder Mental Health Services Grant Program to be administered by the Utah Board of Higher Education.,,https://le.utah.gov/~2023/bills/static/HB0278.html
H.B. 279,2023-RS,"Rep. Chew, Scott H.", ,Christopher Williams,,"3 Mar 2023, House/ filed",DNA Collection Amendments,This bill requires DNA to be collected from human remains that will be destroyed.,,https://le.utah.gov/~2023/bills/static/HB0279.html
H.B. 280,2023-RS,"Rep. Owens, Doug","Sen. Weiler, Todd D.",Robert H. Rees,075,"13 Mar 2023, House/ to Governor",Local Government Construction Project Bid Notice,This bill modifies a provision relating to notice requirements for bids for a local government construction project.,,https://le.utah.gov/~2023/bills/static/HB0280.html
H.B. 281,2023-RS,"Rep. Acton, Cheryl K.","Sen. McKell, Michael K.",Ericka A. Evans,076,"13 Mar 2023, House/ to Governor",Social Credit Score Amendments,This bill addresses social credit scores.,,https://le.utah.gov/~2023/bills/static/HB0281.html
H.B. 282,2023-RS,"Rep. Watkins, Christine F.", ,Scott Elder,,"3 Mar 2023, House/ filed",Child Care Center Sales Tax Exemption,This bill enacts a sales and use tax exemption related to certain child care programs.,,https://le.utah.gov/~2023/bills/static/HB0282.html
H.B. 283,2023-RS,"Rep. Lee, Trevor ","Sen. McCay, Daniel",Gus Harb,,"3 Mar 2023, House/ filed",Unemployment Insurance Amendments,This bill modifies the Employment Security Act.,,https://le.utah.gov/~2023/bills/static/HB0283.html
H.B. 284,2023-RS,"Rep. Johnson, Dan N.","Sen. Wilson, Chris H.",Gus Harb,157,"14 Mar 2023, Governor Signed",Public Library Background Check Requirements,This bill provides for criminal background checks of public library employees.,,https://le.utah.gov/~2023/bills/static/HB0284.html
H.B. 285,2023-RS,"Rep. Brooks, Walt", ,Amy Shewan,,"3 Mar 2023, House/ filed",Department of Alcoholic Beverage Services Amendments,This bill allows the Department of Alcoholic Beverage Services (department) to retain a percentage of the department's profits to use to enhance productivity and customer experience.,,https://le.utah.gov/~2023/bills/static/HB0285.html
H.B. 286,2023-RS,"Rep. Briscoe, Joel K.", ,Andrea Valenti Arthur,,"3 Mar 2023, House/ filed",Great Salt Lake Funding Modifications,This bill provides for sales and use tax revenue to be used to manage the water levels at the Great Salt Lake.,,https://le.utah.gov/~2023/bills/static/HB0286.html
H.B. 287,2023-RS,"Rep. Ward, Raymond P.", ,Daniel M. Cheung,,"3 Mar 2023, House/ filed",Medicaid Coverage Amendments,This bill authorizes programs for medical assistance provided by the state.,,https://le.utah.gov/~2023/bills/static/HB0287.html
H.B. 288,2023-RS,"Rep. Welton, Douglas R.","Sen. Plumb, Jen",Daniel M. Cheung,285,"15 Mar 2023, Governor Signed",Opioid Dispensing Requirements,This bill creates certain requirements for the dispensing of opioids.,,https://le.utah.gov/~2023/bills/static/HB0288.html
H.B. 289,2023-RS,"Rep. Lee, Trevor ","Sen. Cullimore, Kirk A.",Ericka A. Evans,077,"13 Mar 2023, House/ to Governor",Blockchain Provider Registration,This bill creates the Noncustodial Blockchain Registry.,,https://le.utah.gov/~2023/bills/static/HB0289.html
H.B. 290,2023-RS,"Rep. Eliason, Steve","Sen. Bramble, Curtis S.",Christopher Williams,286,"15 Mar 2023, Governor Signed",Medicaid Waiver for Medically Complex Children Amendments,This bill amends the Medicaid waiver program for children with disabilities and complex medical conditions.,,https://le.utah.gov/~2023/bills/static/HB0290.html
H.B. 291,2023-RS,"Rep. Musselman, Calvin R.","Sen. Cullimore, Kirk A.",Gregory N. Gunn,,"3 Mar 2023, House/ filed",Short Term Rental Amendments,This bill enacts and modifies provisions related to short-term rentals.,,https://le.utah.gov/~2023/bills/static/HB0291.html
H.B. 292,2023-RS,"Rep. Thurston, Norman K", ,Gus Harb,,"3 Mar 2023, House/ filed",Poverty Mitigation Program Amendments,This bill modifies provisions related to poverty mitigation programs.,,https://le.utah.gov/~2023/bills/static/HB0292.html
H.B. 293,2023-RS,"Rep. Barlow, Stewart E.","Sen. Millner, Ann",Alan Houston,,"3 Mar 2023, House/ filed",Licensed School Psychological Practitioner Amendments,This bill enacts provisions relating to the professional licensure of an educational psychologist.,,https://le.utah.gov/~2023/bills/static/HB0293.html
H.B. 294,2023-RS,"Rep. Abbott, Nelson T.","Sen. Grover, Keith",Thomas R. Vaughn,,"3 Mar 2023, House/ filed",Governmental Entity Budget Transparency,This bill requires certain government entities to disclose certain information relating to the government entities' budgets.,,https://le.utah.gov/~2023/bills/static/HB0294.html
H.B. 295,2023-RS,"Rep. Thurston, Norman K", ,Gus Harb,,"3 Mar 2023, House/ filed",Educator License Amendments,This bill addresses the licensing of educators by the State Board of Education.,,https://le.utah.gov/~2023/bills/static/HB0295.html
H.B. 296,2023-RS,"Rep. Brooks, Walt", ,Mike Curtis,,"3 Mar 2023, House/ filed",Minimum Basic Tax Rate Reduction,This bill amends provisions related to the minimum basic tax rate that funds public education.,,https://le.utah.gov/~2023/bills/static/HB0296.html
H.B. 297,2023-RS,"Rep. Birkeland, Kera","Sen. McKell, Michael K.",Jackie Rogers,158,"14 Mar 2023, Governor Signed",Victim Services Amendments,This bill modifies provisions related to certain victims of sexual crimes including an abortion based upon rape or incest.,,https://le.utah.gov/~2023/bills/static/HB0297.html
H.B. 298,2023-RS,"Rep. Pierucci, Candice B.", ,Andrea Valenti Arthur,,"3 Mar 2023, House/ filed",Veteran Property Tax Amendments,This bill amends the veteran armed forces property tax exemption.,,https://le.utah.gov/~2023/bills/static/HB0298.html
H.B. 299,2023-RS,"Rep. Snider, Casey","Sen. Bramble, Curtis S.",Patricia Owen,159,"14 Mar 2023, Governor Signed",Boating Amendments,This bill addresses financing of water infrastructure.,,https://le.utah.gov/~2023/bills/static/HB0299.html
H.B. 300,2023-RS,"Rep. Eliason, Steve","Sen. Kennedy, Michael S.",Shad Larson,405,"20 Mar 2023, Governor Signed",Voluntary Firearm Restrictions Amendments,This bill addresses provisions regarding voluntary firearm restrictions.,,https://le.utah.gov/~2023/bills/static/HB0300.html
H.B. 301,2023-RS,"Rep. Schultz, Mike","Sen. Harper, Wayne A.",Kurt P. Gasser,464,"22 Mar 2023, Governor Signed",Transportation Tax Amendments,"This bill reduces the tax on motor fuel, increases vehicle registration fees, and imposes a tax on the sale of electricity for electric vehicle charging.",,https://le.utah.gov/~2023/bills/static/HB0301.html
H.B. 302,2023-RS,"Rep. Spendlove, Robert M.","Sen. McCay, Daniel",Gus Harb,160,"14 Mar 2023, Governor Signed",Cultural and Community Engagement Amendments,This bill modifies provisions related to the Department of Cultural and Community Engagement (department).,,https://le.utah.gov/~2023/bills/static/HB0302.html
H.B. 303,2023-RS,"Rep. Thurston, Norman K","Sen. Anderegg, Jacob L.",Thomas R. Vaughn,406,"20 Mar 2023, Governor Signed",Elections Record Amendments,This bill amends provisions relating to election records.,,https://le.utah.gov/~2023/bills/static/HB0303.html
H.B. 304,2023-RS,"Rep. Lisonbee, Karianne","Sen. Kennedy, Michael S.",Jacqueline Carlton,161,"14 Mar 2023, Governor Signed",Juvenile Justice Revisions,This bill amends provisions related to juvenile justice.,,https://le.utah.gov/~2023/bills/static/HB0304.html
H.B. 305,2023-RS,"Rep. Clancy, Tyler","Sen. Wilson, Chris H.",Mike Curtis,162,"14 Mar 2023, Governor Signed",Child Abuser Education Restrictions,This bill prohibits an individual who has committed child abuse from the exempting the individual's child from required school attendance.,,https://le.utah.gov/~2023/bills/static/HB0305.html
H.B. 306,2023-RS,"Rep. Moss, Jefferson","Sen. Wilson, Chris H.",Jeff Van Hulten,,"3 Mar 2023, House/ filed",School Community Council Amendments,This bill grants the State Board of Education certain rulemaking authority regarding school community councils for which there are insufficient members to fill certain positions.,,https://le.utah.gov/~2023/bills/static/HB0306.html
H.B. 307,2023-RS,"Rep. Musselman, Calvin R.","Sen. Sandall, Scott D.",Patricia Owen,163,"14 Mar 2023, Governor Signed",Utah Water Ways,"This bill provides for the creation of a new nonprofit, statewide partnership addressing water.",,https://le.utah.gov/~2023/bills/static/HB0307.html
H.B. 308,2023-RS,"Rep. Welton, Douglas R.","Sen. Sandall, Scott D.",Mike Curtis,164,"14 Mar 2023, Governor Signed",School Grading Modifications,This bill amends provisions related to school overall ratings under the school accountability system.,,https://le.utah.gov/~2023/bills/static/HB0308.html
H.B. 309,2023-RS,"Rep. Judkins, Marsha","Sen. Grover, Keith",Gregory N. Gunn,165,"14 Mar 2023, Governor Signed",County Recorder Amendments,This bill provides for the redaction of certain personal information from recorded documents.,,https://le.utah.gov/~2023/bills/static/HB0309.html
H.B. 310,2023-RS,"Rep. Romero, Angela", ,Eric N. Weeks,,"3 Mar 2023, House/ filed",Abortion Penalty Amendments,This bill modifies provisions relating to abortions and criminal penalties.,,https://le.utah.gov/~2023/bills/static/HB0310.html
H.B. 311,2023-RS,"Rep. Teuscher, Jordan D.","Sen. Cullimore, Kirk A.",Eric N. Weeks,477,"23 Mar 2023, Governor Signed",Social Media Usage Amendments,This bill regulates interactive computer services and the use and design of social media platforms.,,https://le.utah.gov/~2023/bills/static/HB0311.html
H.B. 312,2023-RS,"Rep. Dunnigan, James A.","Sen. McKell, Michael K.",Christopher Williams,287,"15 Mar 2023, Governor Signed",Patient Medical Record Access Amendments,This bill modifies the fee an entity may charge for providing medical records if the medical records are not provided in a certain amount of time.,,https://le.utah.gov/~2023/bills/static/HB0312.html
H.B. 313,2023-RS,"Rep. Jack, Colin W.","Sen. Owens, Derrin R.",Jackie Rogers,407,"20 Mar 2023, Governor Signed",Suspect Metal Amendments,This bill concerns the theft of certain types of property.,,https://le.utah.gov/~2023/bills/static/HB0313.html
H.B. 314,2023-RS,"Rep. Judkins, Marsha","Sen. McKell, Michael K.",Jacqueline Carlton,166,"14 Mar 2023, Governor Signed",Remedies for Victims of Domestic Violence Amendments,This bill amends provisions related to victims of domestic violence.,,https://le.utah.gov/~2023/bills/static/HB0314.html
H.B. 315,2023-RS,"Rep. Dunnigan, James A.","Sen. Bramble, Curtis S.",Alan Houston,288,"15 Mar 2023, Governor Signed",Recreational Therapy Medicaid Coverage Amendments,This bill enacts provisions relating to recreational therapy coverage under Medicaid.,,https://le.utah.gov/~2023/bills/static/HB0315.html
H.B. 316,2023-RS,"Rep. Bennion, Gay Lynn", ,Amy Shewan,,"3 Mar 2023, House/ filed",Residential Rental Amendments,This bill enacts provisions related to residential rental payments and fees.,,https://le.utah.gov/~2023/bills/static/HB0316.html
H.B. 317,2023-RS,"Rep. Hall, Katy","Sen. Cullimore, Kirk A.",Jacqueline Carlton,408,"20 Mar 2023, Governor Signed",Pretrial Release Modifications,This bill amends provisions related to pretrial release.,,https://le.utah.gov/~2023/bills/static/HB0317.html
H.B. 318,2023-RS,"Rep. Peterson, Val L.","Sen. Millner, Ann",Jeff Van Hulten,167,"14 Mar 2023, Governor Signed",Prime Pilot Program Amendments,This bill amends the PRIME Pilot Program.,,https://le.utah.gov/~2023/bills/static/HB0318.html
H.B. 319,2023-RS,"Rep. Chew, Scott H.","Sen. Winterton, Ronald M.",Jeff Van Hulten,168,"14 Mar 2023, Governor Signed",Uintah Basin Air Quality Research Project Amendments,This bill repeals the sunset date for the Uintah Basin Air Quality Research Project.,,https://le.utah.gov/~2023/bills/static/HB0319.html
H.B. 320,2023-RS,"Rep. Acton, Cheryl K.","Sen. Harper, Wayne A.",Anikka Hoidal,078,"13 Mar 2023, House/ to Governor",Sale of Dairy Amendments,This bill amends provisions related to the sale of raw milk products.,,https://le.utah.gov/~2023/bills/static/HB0320.html
H.B. 321,2023-RS,"Rep. Christofferson, Kay J.","Sen. Winterton, Ronald M.",Anikka Hoidal,169,"14 Mar 2023, Governor Signed",Mineral Lease Amendments,This bill modifies mineral lease application procedures.,,https://le.utah.gov/~2023/bills/static/HB0321.html
H.B. 322,2023-RS,"Rep. Ballard, Melissa G.","Sen. Vickers, Evan J.",Eric N. Weeks,409,"20 Mar 2023, Governor Signed",Budget Reporting Requirements,This bill addresses state agency budget reporting requirements.,,https://le.utah.gov/~2023/bills/static/HB0322.html
H.B. 323,2023-RS,"Rep. Dunnigan, James A.", ,Michael Cipriano,,"3 Mar 2023, House/ filed",Expungement Fee Waiver Amendments,This bill amends provisions related to fees for expungement.,,https://le.utah.gov/~2023/bills/static/HB0323.html
H.B. 324,2023-RS,"Rep. Clancy, Tyler","Sen. Weiler, Todd D.",Ericka A. Evans,170,"14 Mar 2023, Governor Signed",Workplace Violence Protective Orders Amendments,This bill creates a workplace violence protective order.,,https://le.utah.gov/~2023/bills/static/HB0324.html
H.B. 325,2023-RS,"Rep. Judkins, Marsha", ,Michael Cipriano,,"3 Mar 2023, House/ filed",Court Debt Collection Amendments,This bill addresses judgments requiring the payment of money.,,https://le.utah.gov/~2023/bills/static/HB0325.html
H.B. 326,2023-RS,"Rep. Cobb, James F.", ,Daniel M. Cheung,,"3 Mar 2023, House/ filed",Physician Licensing Amendments,This bill addresses the licensing of physicians who have practiced in a country outside of the United States.,,https://le.utah.gov/~2023/bills/static/HB0326.html
H.B. 327,2023-RS,"Rep. Matthews, Ashlee","Sen. Vickers, Evan J.",Anikka Hoidal,079,"13 Mar 2023, House/ to Governor",Pollinator Pilot Program Amendments,This bill addresses a sunset date.,,https://le.utah.gov/~2023/bills/static/HB0327.html
H.B. 328,2023-RS,"Rep. Brammer, Brady","Sen. Cullimore, Kirk A.",Jacqueline Carlton,080,"13 Mar 2023, House/ to Governor",Asbestos Litigation Amendments,This bill addresses asbestos litigation.,,https://le.utah.gov/~2023/bills/static/HB0328.html
H.B. 329,2023-RS,"Rep. Jack, Colin W.","Sen. Vickers, Evan J.",Jackie Rogers,,"3 Mar 2023, House/ filed",Event Permit Notification Amendments,This bill requires a public entity to provide public notice for a permitted event with an adult theme.,,https://le.utah.gov/~2023/bills/static/HB0329.html
H.B. 330,2023-RS,"Rep. Wilcox, Ryan D.","Sen. Kennedy, Michael S.",Daniel M. Cheung,171,"14 Mar 2023, Governor Signed",Civil Commitment Amendments,This bill modifies provisions relating to competency to stand trial.,,https://le.utah.gov/~2023/bills/static/HB0330.html
H.B. 331,2023-RS,"Rep. Watkins, Christine F.", ,Daniel M. Cheung,,"3 Mar 2023, House/ filed",Microenterprise Home Kitchen Amendments,This bill amends the Microenterprise Home Kitchen Act.,,https://le.utah.gov/~2023/bills/static/HB0331.html
H.B. 332,2023-RS,"Rep. Clancy, Tyler","Sen. Bramble, Curtis S.",Jackie Rogers,410,"20 Mar 2023, Governor Signed",Fallen Officer Memorial Scholarship Program,This bill creates the Fallen Officer Memorial Scholarship Program to be administered by the Department of Public Safety.,,https://le.utah.gov/~2023/bills/static/HB0332.html
H.B. 333,2023-RS,"Rep. Ivory, Ken", ,Shad Larson,,"3 Mar 2023, House/ filed",Sexual Abuse Statutes of Limitation,This bill addresses criminal and civil statutes of limitation for certain sex crimes.,,https://le.utah.gov/~2023/bills/static/HB0333.html
H.B. 334,2023-RS,"Rep. Moss, Carol Spackman","Sen. Cullimore, Kirk A.",Mike Curtis,,"3 Mar 2023, House/ filed",Health Education Amendments,This bill amends provisions related to health education.,,https://le.utah.gov/~2023/bills/static/HB0334.html
H.B. 335,2023-RS,"Rep. Wilcox, Ryan D.","Sen. Millner, Ann",Rhonda Bailey,172,"14 Mar 2023, Governor Signed",Alternative Concurrent Enrollment Options for Capacity Flexibility,This bill amends provisions related to concurrent enrollment courses.,,https://le.utah.gov/~2023/bills/static/HB0335.html
H.B. 336,2023-RS,"Rep. Moss, Carol Spackman","Sen. Ipson, Don L.",Kurt P. Gasser,,"3 Mar 2023, House/ filed",Distracted Driving Amendments,This bill amends provisions related to the use of a wireless communication device while operating a motor vehicle.,,https://le.utah.gov/~2023/bills/static/HB0336.html
H.B. 337,2023-RS,"Rep. Lisonbee, Karianne", ,Michael Cipriano,,"3 Mar 2023, House/ filed",Expungement Fee Waivers,This bill addresses the waiver of fees for expungement of a criminal record.,,https://le.utah.gov/~2023/bills/static/HB0337.html
H.B. 338,2023-RS,"Rep. Cutler, Paul A.", ,Patricia Owen,,"3 Mar 2023, House/ filed",Resource Stewardship Director,This bill addresses a director of resource stewardship.,,https://le.utah.gov/~2023/bills/static/HB0338.html
H.B. 339,2023-RS,"Rep. Clancy, Tyler","Sen. Pitcher, Stephanie",Shad Larson,411,"20 Mar 2023, Governor Signed",Crime Penalty Amendments,This bill amends the penalty for vandalism committed on public lands.,,https://le.utah.gov/~2023/bills/static/HB0339.html
H.B. 340,2023-RS,"Rep. Strong, Mark A.","Sen. Wilson, Chris H.",Kurt P. Gasser,081,"13 Mar 2023, House/ to Governor",Trailer Registration Requirements,This bill exempts from the vehicle registration requirement certain single-axle trailers.,,https://le.utah.gov/~2023/bills/static/HB0340.html
H.B. 341,2023-RS,"Rep. Bolinder, Bridger","Sen. Sandall, Scott D.",Anikka Hoidal,082,"13 Mar 2023, House/ to Governor",Electronic Stamp Designation,This bill addresses the purchase of an electronic duck stamp.,,https://le.utah.gov/~2023/bills/static/HB0341.html
H.B. 342,2023-RS,"Rep. Ballard, Melissa G.", ,Alan Houston,,"3 Mar 2023, House/ filed",Behavioral Health Services Access Amendments,This bill addresses access to behavioral health resources and services.,,https://le.utah.gov/~2023/bills/static/HB0342.html
H.B. 343,2023-RS,"Rep. Moss, Jefferson","Sen. Cullimore, Kirk A.",Thomas R. Vaughn,173,"14 Mar 2023, Governor Signed",Government Records Modifications,"This bill amends provisions relating to government records, including provisions relating to the Division of Archives and Records Service, the Government Records Access and Management Act, and a chief privacy officer.",,https://le.utah.gov/~2023/bills/static/HB0343.html
H.B. 344,2023-RS,"Rep. Teuscher, Jordan D.", ,Mike Curtis,,"3 Mar 2023, House/ filed",Local Policies for Course Content Transparency,This bill requires local education agency governing boards to establish student instruction transparency policies that include certain determinations.,,https://le.utah.gov/~2023/bills/static/HB0344.html
H.B. 345,2023-RS,"Rep. Peterson, Karen M.","Sen. Fillmore, Lincoln",Gregory N. Gunn,174,"14 Mar 2023, Governor Signed",Local District Property Tax Amendments,This bill amends provisions related to a local district's property tax increase or bond issuance.,,https://le.utah.gov/~2023/bills/static/HB0345.html
H.B. 346,2023-RS,"Rep. Bennion, Gay Lynn","Sen. Weiler, Todd D.",Amy Shewan,,"3 Mar 2023, House/ filed",State Employee Wage Discrimination Amendments,This bill enacts provisions prohibiting wage discrimination on the basis of sex.,,https://le.utah.gov/~2023/bills/static/HB0346.html
H.B. 347,2023-RS,"Rep. Petersen, Michael J.","Sen. Owens, Derrin R.",Thomas R. Vaughn,175,"14 Mar 2023, Governor Signed",Ballot Drop Box Amendments,"This bill increases the criminal penalty relating to taking, carrying away, concealing, removing, or destroying a ballot drop box or the contents of a ballot drop box.",,https://le.utah.gov/~2023/bills/static/HB0347.html
H.B. 348,2023-RS,"Rep. Acton, Cheryl K.","Sen. Kennedy, Michael S.",Rhonda Bailey,412,"20 Mar 2023, Governor Signed",Participation Waiver Amendments,This bill repeals the requirement for a school to require participation in certain curriculum or an activity when a waiver of participation is requested.,,https://le.utah.gov/~2023/bills/static/HB0348.html
H.B. 349,2023-RS,"Rep. Snider, Casey","Sen. McKell, Michael K.",Patricia Owen,176,"14 Mar 2023, Governor Signed",Water Reuse Projects Amendments,This bill addresses approval of water reuse projects.,,https://le.utah.gov/~2023/bills/static/HB0349.html
H.B. 350,2023-RS,"Rep. Gricius, Stephanie","Sen. Weiler, Todd D.",Alan Houston,289,"15 Mar 2023, Governor Signed",Adoption Modifications,This bill amends provisions related to adoption.,,https://le.utah.gov/~2023/bills/static/HB0350.html
H.B. 351,2023-RS,"Rep. Teuscher, Jordan D.","Sen. Fillmore, Lincoln",Gus Harb,413,"20 Mar 2023, Governor Signed",County Recorder Modifications,This bill modifies provisions related to county recorders.,,https://le.utah.gov/~2023/bills/static/HB0351.html
H.B. 352,2023-RS,"Rep. Lisonbee, Karianne","Sen. Anderegg, Jacob L.",Jackie Rogers,177,"14 Mar 2023, Governor Signed",Law Enforcement Data Amendments,This bill concerns law enforcement data collection including measuring and reporting recidivism.,,https://le.utah.gov/~2023/bills/static/HB0352.html
