bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
H.B. 3001,2024-S3,"Rep. Pierucci, Candice B.","Sen. Cullimore, Kirk A.",Jeff Van Hulten,,"21 Jun 2024, Governor Signed",Exchange Student Guardianship Amendments,This bill amends the definition of an eligible student to allow foreign exchange students to participate in the Statewide Online Education Program (SOEP).,,https://le.utah.gov/~2024S3/bills/static/HB3001.html
H.B. 3002,2024-S3,"Rep. Brooks, Walt","Sen. Stevenson, Jerry W.",Gus Harb,,"21 Jun 2024, Governor Signed",Public Lands Funding Amendments,This bill modifies provisions related to public lands funding.,,https://le.utah.gov/~2024S3/bills/static/HB3002.html
H.B. 3003,2024-S3,"Rep. Brammer, Brady","Sen. Grover, Keith",Thomas R. Vaughn,,"21 Jun 2024, Governor Signed",School District Amendments,This bill repeals and amends certain provisions relating to creating a new school district and electing school board members when a new school district is created.,,https://le.utah.gov/~2024S3/bills/static/HB3003.html
H.B. 3004,2024-S3,"Rep. Albrecht, Carl R.","Sen. Owens, Derrin R.",Scott Elder,,"21 Jun 2024, Governor Signed",Energy Security Adjustments,This bill amends provisions related to the decommissioning or disposal of project entity assets and the associated permitting process.,,https://le.utah.gov/~2024S3/bills/static/HB3004.html
H.B. 3005,2024-S3,"Rep. Moss, Jefferson","Sen. Millner, Ann",Mike Curtis,,"21 Jun 2024, Governor Signed",Sunset and Repeal Date Code Corrections,This bill non-substantively amends codified sunset and repeal date provisions to conform to a standardized format.,,https://le.utah.gov/~2024S3/bills/static/HB3005.html
H.C.R. 301,2024-S3,"Rep. Birkeland, Kera","Sen. Bramble, Curtis S.",Rhonda Bailey,,"21 Jun 2024, Governor Signed",Concurrent Resolution-directives to Government Officers Under the Utah Constitutional Sovereignty Act in Regard to Title IX,"This concurrent resolution directs government officers to comply with Utah laws where there is a conflict with the new regulations adopted under Title IX of the Education Amendments of 1972, effective August 1, 2024.",,https://le.utah.gov/~2024S3/bills/static/HCR301.html
H.J.R. 301,2024-S3,"Rep. Walter, R. Neil","Sen. Sandall, Scott D.",Rhonda Bailey,,"21 Jun 2024, House/ to Lieutenant Governor",Joint Resolution-legislative Findings on State Sovereignty in Regard to Title IX,"This joint resolution declares that Utah has the sovereign authority and responsibility to safeguard the state's health, safety, and welfare of, and to promote the prosperity of, Utah residents and that the federal government's overreach in regard to the new regulations adopted under Title IX of the Education Amendments of 1972, effective August 1, 2024, infringes upon this authority and responsibility.",,https://le.utah.gov/~2024S3/bills/static/HJR301.html
