bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
H.B. 160,2024-RS,"Rep. Teuscher, Jordan D.","Sen. Vickers, Evan J.",Thomas R. Vaughn,,"20 Mar 2024, Governor Signed",Campaign Funding Amendments,This bill amends provisions relating to clothing expenses for which campaign funds may be used.,,https://le.utah.gov/~2024/bills/static/HB0160.html
H.B. 161,2024-RS,"Rep. Shipp, Rex P.","Sen. Johnson, John D.",Michael Cipriano,,"1 Mar 2024, House/ filed",School Board Amendments,This bill addresses actions of a school district that may be subject to a referendum.,,https://le.utah.gov/~2024/bills/static/HB0161.html
H.B. 162,2024-RS,"Rep. Romero, Angela", ,Jackie Rogers,,"1 Mar 2024, House/ filed",Sexual Offense Amendments,This bill creates the offense of sexual conduct without affirmative consent.,,https://le.utah.gov/~2024/bills/static/HB0162.html
H.B. 163,2024-RS,"Rep. Teuscher, Jordan D.", ,Scott Elder,,"1 Mar 2024, House/ filed",Blockchain and Digital Innovation Task Force Sunset Extension,This bill extends the repeal date for the Blockchain and Digital Innovation Task Force.,,https://le.utah.gov/~2024/bills/static/HB0163.html
H.B. 164,2024-RS,"Rep. Clancy, Tyler","Sen. Kennedy, Michael S.",Scott Elder,,"13 Mar 2024, Governor Signed",Digital Currency Modifications,This bill makes modifications to the Uniform Commercial Code.,,https://le.utah.gov/~2024/bills/static/HB0164.html
H.B. 165,2024-RS,"Rep. Lee, Trevor ","Sen. Kennedy, Michael S.",Jackie Rogers,,"13 Mar 2024, Governor Signed",Federal Law Enforcement Amendments,"This bill requires a federal officer to obtain a county sheriff's permission to conduct an arrest, search, or seizure under certain conditions.",,https://le.utah.gov/~2024/bills/static/HB0165.html
H.B. 166,2024-RS,"Rep. Judkins, Marsha","Sen. Pitcher, Stephanie",Shad Larson,,"1 Mar 2024, House/ filed",Restricted Persons Amendments,This bill amends the definition of restricted person.,,https://le.utah.gov/~2024/bills/static/HB0166.html
H.B. 167,2024-RS,"Rep. Welton, Douglas R.","Sen. Fillmore, Lincoln",Rhonda Bailey,,"12 Mar 2024, Governor Signed",Education Innovation Program Amendments,This bill amends certain provisions of the Education Innovation Program and requires the director of ULEAD to market the program to educators.,,https://le.utah.gov/~2024/bills/static/HB0167.html
H.B. 168,2024-RS,"Rep. Garner, Brett", ,Thomas R. Vaughn,,"1 Mar 2024, House/ filed",Accessibility of Campaign Finance Disclosures,This bill amends provisions relating to campaign finance disclosures.,,https://le.utah.gov/~2024/bills/static/HB0168.html
H.B. 169,2024-RS,"Rep. Walter, R. Neil", ,Austin Weenig,,"1 Mar 2024, House/ filed",Rental Property Disclosure Requirements,This bill modifies the duties of a residential property owner.,,https://le.utah.gov/~2024/bills/static/HB0169.html
H.B. 170,2024-RS,"Rep. Lee, Trevor ","Sen. Weiler, Todd D.",RuthAnne Oakey-Frost,,"13 Mar 2024, Governor Signed",Unemployment Insurance Amendments,This bill modifies the Employment Security Act.,,https://le.utah.gov/~2024/bills/static/HB0170.html
H.B. 171,2024-RS,"Rep. Ward, Raymond P.","Sen. Kennedy, Michael S.",Christopher Williams,,"14 Mar 2024, Governor Signed",Death Certificate Amendments,This bill modifies provisions related to death certificates.,,https://le.utah.gov/~2024/bills/static/HB0171.html
H.B. 172,2024-RS,"Rep. Teuscher, Jordan D.","Sen. Fillmore, Lincoln",Rhonda Bailey,,"12 Mar 2024, Governor Signed",Student Athlete Participation Amendments,This bill provides that an athletic association may collect other certain documentation for a student that is homeless or not a United States citizen that confirms the student's date of birth and sex.,,https://le.utah.gov/~2024/bills/static/HB0172.html
H.B. 173,2024-RS,"Rep. Pierucci, Candice B.","Sen. Kennedy, Michael S.",Michael Cipriano,,"1 Mar 2024, House/ filed",Local School Board Amendments,This bill addresses actions of a school district that may be subject to a referendum.,,https://le.utah.gov/~2024/bills/static/HB0173.html
H.B. 174,2024-RS,"Rep. Acton, Cheryl K.","Sen. Weiler, Todd D.",Austin Weenig,,"13 Mar 2024, Governor Signed",Automatic Renewal Contract Requirements,This bill addresses automatic renewal contract requirements.,,https://le.utah.gov/~2024/bills/static/HB0174.html
H.B. 175,2024-RS,"Rep. Gwynn, Matthew H.", ,Robert H. Rees,,"1 Mar 2024, House/ filed",Impact Fees Amendments,This bill modifies provisions relating to impact fees.,,https://le.utah.gov/~2024/bills/static/HB0175.html
H.B. 176,2024-RS,"Rep. Wilcox, Ryan D.","Sen. Owens, Derrin R.",Michael Cipriano,,"20 Mar 2024, Governor Signed",Elected Official Vacancy Amendments,This bill addresses elected officials of political subdivisions who are reservists of the armed forces.,,https://le.utah.gov/~2024/bills/static/HB0176.html
H.B. 177,2024-RS,"Rep. Gwynn, Matthew H.","Sen. McKell, Michael K.",Shad Larson,,"13 Mar 2024, Governor Signed",Forcible Entry Warrant Amendments,This bill amends the requirements for law enforcement officers to forcibly enter a premises.,,https://le.utah.gov/~2024/bills/static/HB0177.html
H.B. 178,2024-RS,"Rep. Burton, Jefferson S.", ,Shad Larson,,"1 Mar 2024, House/ filed",Correction Officer Amendments,This bill modifies provisions relating to the designation and duties of officers within the Department of Corrections.,,https://le.utah.gov/~2024/bills/static/HB0178.html
H.B. 179,2024-RS,"Rep. Welton, Douglas R.", ,Tyler Moore,,"1 Mar 2024, House/ filed",Insurance Damages Amendments,This bill amends provisions related to insurance claims.,,https://le.utah.gov/~2024/bills/static/HB0179.html
H.B. 180,2024-RS,"Rep. Bennion, Gay Lynn", ,Robert H. Rees,,"1 Mar 2024, House/ filed",Short-term Rental Amendments,This bill enacts provisions regarding short-term residential rentals.,,https://le.utah.gov/~2024/bills/static/HB0180.html
H.B. 181,2024-RS,"Rep. Gwynn, Matthew H.","Sen. Grover, Keith",Shad Larson,,"1 Mar 2024, House/ filed",Criminal Offenses Amendments,This bill addresses the imposition of an indeterminate prison term for certain criminal offenses.,,https://le.utah.gov/~2024/bills/static/HB0181.html
H.B. 182,2024-RS,"Rep. Lisonbee, Karianne","Sen. Grover, Keith",Jeff Van Hulten,,"14 Mar 2024, House/ enrolled bill to Printing",Student Survey Amendments,This bill requires parental consent for any non-academic survey given to a student.,,https://le.utah.gov/~2024/bills/static/HB0182.html
H.B. 183,2024-RS,"Rep. Christofferson, Kay J.","Sen. Wilson, Chris H.",Andrea Valenti Arthur,,"1 Mar 2024, House/ filed",Income Tax Reduction,This bill modifies income tax provisions.,,https://le.utah.gov/~2024/bills/static/HB0183.html
H.B. 184,2024-RS,"Rep. Teuscher, Jordan D.","Sen. Bramble, Curtis S.",Kurt P. Gasser,,"14 Mar 2024, House/ enrolled bill to Printing",Vehicle Owner Registration and Insurance Requirements,This bill allows an individual to show proof of registration of an off-highway vehicle through digital means.,,https://le.utah.gov/~2024/bills/static/HB0184.html
H.B. 185,2024-RS,"Rep. Teuscher, Jordan D.", ,Michael Cipriano,,"1 Mar 2024, House/ filed",Primary Ballot Requirements,This bill addresses the nomination for an elective office of a member of a qualified political party.,,https://le.utah.gov/~2024/bills/static/HB0185.html
H.B. 186,2024-RS,"Rep. Thurston, Norman K","Sen. Harper, Wayne A.",Kurt P. Gasser,,"1 Mar 2024, House/ filed",License Plate Requirements,This bill amends provisions related to the issuance of personalized license plates.,,https://le.utah.gov/~2024/bills/static/HB0186.html
H.B. 187,2024-RS,"Rep. Hayes, Sahara","Sen. Weiler, Todd D.",Jackie Rogers,,"1 Mar 2024, House/ filed",Limitation on Special Mitigation Based on Victim Identity,This bill limits the use of a criminal defense based on a victim's sexual orientation or gender identity.,,https://le.utah.gov/~2024/bills/static/HB0187.html
H.B. 188,2024-RS,"Rep. Walter, R. Neil","Sen. Bramble, Curtis S.",Robert H. Rees,,"18 Mar 2024, Governor Signed",Modifications Relating to the Use of Land,This bill modifies provisions related to building permits issued by a county or municipality.,,https://le.utah.gov/~2024/bills/static/HB0188.html
H.B. 189,2024-RS,"Rep. Teuscher, Jordan D.", ,Christopher Williams,,"1 Mar 2024, House/ filed",Contact Lens Purchase Amendments,This bill requires certain information to be communicated to a patient receiving a contact lens prescription.,,https://le.utah.gov/~2024/bills/static/HB0189.html
H.B. 190,2024-RS,"Rep. Welton, Douglas R.","Sen. Ipson, Don L.",Jackie Rogers,,"1 Mar 2024, House/ filed",Forensic Funding Amendments,This bill addresses grant funding for forensic equipment.,,https://le.utah.gov/~2024/bills/static/HB0190.html
H.B. 191,2024-RS,"Rep. Jack, Colin W.","Sen. Winterton, Ronald M.",Scott Elder,,"12 Mar 2024, Governor Signed",Electrical Energy Amendments,This bill modifies provisions related to the regulation of energy.,,https://le.utah.gov/~2024/bills/static/HB0191.html
H.B. 192,2024-RS,"Rep. Ballard, Melissa G.","Sen. Millner, Ann",Jeff Van Hulten,,"12 Mar 2024, Governor Signed",Local Education Agency Employee Paid Leave,This bill creates a grant program for a local education agency (LEA) that has a parental leave policy which meets certain criteria.,,https://le.utah.gov/~2024/bills/static/HB0192.html
H.B. 193,2024-RS,"Rep. Ward, Raymond P.","Sen. McKell, Michael K.",Greg Gunn,,"14 Mar 2024, Governor Signed",Hospital Assessment Revisions,This bill amends provisions related to the Medicaid program.,,https://le.utah.gov/~2024/bills/static/HB0193.html
H.B. 194,2024-RS,"Rep. Watkins, Christine F.","Sen. Harper, Wayne A.",Alan Houston,,"1 Mar 2024, House/ filed",Child Placement Amendments,This bill amends provisions relating to adoption and child placement.,,https://le.utah.gov/~2024/bills/static/HB0194.html
H.B. 195,2024-RS,"Rep. Owens, Doug", ,Robert H. Rees,,"1 Mar 2024, House/ filed",Land Use Planning Amendments,This bill modifies provisions relating to local government land use plans and regulations.,,https://le.utah.gov/~2024/bills/static/HB0195.html
H.B. 196,2024-RS,"Rep. Ivory, Ken", ,Shad Larson,,"1 Mar 2024, House/ filed",Sexual Abuse Amendments,This bill addresses civil statutes of limitation for certain sex crimes.,,https://le.utah.gov/~2024/bills/static/HB0196.html
H.B. 197,2024-RS,"Rep. Judkins, Marsha","Sen. Harper, Wayne A.",Alan Houston,,"1 Mar 2024, House/ filed",Requirements for Supported Decision-making Agreements,This bill addresses supported decision-making agreements.,,https://le.utah.gov/~2024/bills/static/HB0197.html
H.B. 198,2024-RS,"Rep. Birkeland, Kera","Sen. McKell, Michael K.",Alan Houston,,"14 Mar 2024, Governor Signed",Child Welfare Placement Review Amendments,This bill amends provisions of the Utah Juvenile Code related to the termination of parental rights.,,https://le.utah.gov/~2024/bills/static/HB0198.html
H.B. 199,2024-RS,"Rep. Watkins, Christine F.", ,Alan Houston,,"1 Mar 2024, House/ filed",Child Welfare Revisions,This bill amends definitions in the Utah Juvenile Code.,,https://le.utah.gov/~2024/bills/static/HB0199.html
H.B. 200,2024-RS,"Rep. Gricius, Stephanie","Sen. Kennedy, Michael S.",Christopher Williams,,"14 Mar 2024, House/ enrolled bill to Printing",Order for Life Sustaining Treatment Amendments,This bill modifies provisions related to orders for life sustaining treatment.,,https://le.utah.gov/~2024/bills/static/HB0200.html
H.B. 201,2024-RS,"Rep. Garner, Brett", ,Kurt P. Gasser,,"1 Mar 2024, House/ filed",Traffic Enforcement Amendments,"This bill creates the Speed Safety Camera Pilot Program, amends restrictions on the use of a speed safety camera for traffic enforcement, and allocates fees collected from speed safety camera citations.",,https://le.utah.gov/~2024/bills/static/HB0201.html
H.B. 202,2024-RS,"Rep. Teuscher, Jordan D.","Sen. Wilson, Chris H.",Rhonda Bailey,,"12 Mar 2024, Governor Signed",Student Athlete Amendments,"This bill enacts provisions relating to the use of the name, image, or likeness of a student athlete who participates in an institution's collegiate athletic program.",,https://le.utah.gov/~2024/bills/static/HB0202.html
H.B. 203,2024-RS,"Rep. Abbott, Nelson T.","Sen. Pitcher, Stephanie",Alan Houston,,"14 Mar 2024, Governor Signed",Involuntary Commitment Amendments,This bill amends the criteria for involuntary civil commitment.,,https://le.utah.gov/~2024/bills/static/HB0203.html
H.B. 204,2024-RS,"Rep. Gwynn, Matthew H.","Sen. McKell, Michael K.",Kurt P. Gasser,,"13 Mar 2024, Governor Signed",Towing Requirements,This bill amends provisions related to notice required for impound tows and tows that are not impound tows.,,https://le.utah.gov/~2024/bills/static/HB0204.html
H.B. 205,2024-RS,"Rep. Garner, Brett", ,Austin Weenig,,"1 Mar 2024, House/ filed",Minimum Wage Amendments,This bill addresses the minimum wage.,,https://le.utah.gov/~2024/bills/static/HB0205.html
H.B. 206,2024-RS,"Rep. Peterson, Thomas W.","Sen. Sandall, Scott D.",Ryan C. Williams,,"12 Mar 2024, Governor Signed",Columbia Interstate Compact Amendments,This bill repeals the state's ratification of the Columbia Interstate Compact.,,https://le.utah.gov/~2024/bills/static/HB0206.html
H.B. 207,2024-RS,"Rep. Jack, Colin W.","Sen. Winterton, Ronald M.",RuthAnne Oakey-Frost,,"1 Mar 2024, House/ filed",Utah Homelessness Council Amendments,This bill modifies the makeup of the Utah Homelessness Council.,,https://le.utah.gov/~2024/bills/static/HB0207.html
H.B. 208,2024-RS,"Rep. Thurston, Norman K","Sen. Fillmore, Lincoln",Jackie Rogers,,"12 Mar 2024, Governor Signed",Teacher Licensure Amendments,This bill addresses changes in teacher licensure requirements.,,https://le.utah.gov/~2024/bills/static/HB0208.html
H.B. 209,2024-RS,"Rep. Gricius, Stephanie","Sen. Pitcher, Stephanie",Jacqueline Carlton,,"18 Mar 2024, Governor Signed",Amendments to Civil and Criminal Actions,This bill addresses a civil action for human trafficking.,,https://le.utah.gov/~2024/bills/static/HB0209.html
H.B. 210,2024-RS,"Rep. Matthews, Ashlee","Sen. Harper, Wayne A.",Kurt P. Gasser,,"14 Mar 2024, Governor Signed",Disabled Parking Amendments,This bill modifies parking requirements for accessible parking spaces for certain individuals.,,https://le.utah.gov/~2024/bills/static/HB0210.html
H.B. 211,2024-RS,"Rep. Ivory, Ken","Sen. Grover, Keith",Jackie Rogers,,"21 Mar 2024, Governor Signed",Penalty for False Statement During Drug Arrest,This bill modifies offenses related to giving false information to a law enforcement officer.,,https://le.utah.gov/~2024/bills/static/HB0211.html
H.B. 212,2024-RS,"Rep. Hall, Katy","Sen. Kennedy, Michael S.",Christopher Williams,,"14 Mar 2024, Governor Signed",Vital Records Amendments,This bill enacts provisions related to the Office of Vital Records and Statistics.,,https://le.utah.gov/~2024/bills/static/HB0212.html
H.B. 213,2024-RS,"Rep. Ivory, Ken","Sen. Escamilla, Luz",Jacqueline Carlton,,"13 Mar 2024, Governor Signed",Crime Victim Records Amendments,This bill places restrictions on certain records relating to crime victims.,,https://le.utah.gov/~2024/bills/static/HB0213.html
H.B. 214,2024-RS,"Rep. Thurston, Norman K", ,Michael Cipriano,,"1 Mar 2024, House/ filed",Election Modifications,This bill addresses mailed ballots.,,https://le.utah.gov/~2024/bills/static/HB0214.html
H.B. 215,2024-RS,"Rep. Jack, Colin W.","Sen. Sandall, Scott D.",Scott Elder,,"13 Mar 2024, Governor Signed",Home Solar Energy Amendments,This bill modifies provisions related to the Residential Solar Energy Disclosure Act.,,https://le.utah.gov/~2024/bills/static/HB0215.html
H.B. 216,2024-RS,"Rep. Thurston, Norman K","Sen. Bramble, Curtis S.",Austin Weenig,,"13 Mar 2024, Governor Signed",Eliminating Minimum Time Requirements for Professional Training,This bill addresses the educational and experience requirements for certain professions.,,https://le.utah.gov/~2024/bills/static/HB0216.html
H.B. 217,2024-RS,"Rep. Johnson, Dan N.","Sen. Owens, Derrin R.",Christopher Williams,,"13 Mar 2024, Governor Signed",Volunteer Emergency Medical Service Personnel Insurance Program Amendments,This bill modifies provisions related to the Volunteer Emergency Medical Service Personnel Insurance Program.,,https://le.utah.gov/~2024/bills/static/HB0217.html
H.B. 218,2024-RS,"Rep. Eliason, Steve","Sen. Weiler, Todd D.",Jacqueline Carlton,,"18 Mar 2024, Governor Signed",Restitution Revisions,This bill amends provisions related to restitution.,,https://le.utah.gov/~2024/bills/static/HB0218.html
H.B. 219,2024-RS,"Rep. Teuscher, Jordan D.","Sen. McKell, Michael K.",Eric N. Weeks,,"1 Mar 2024, House/ filed",Divorce Imputed Income Requirements,This bill modifies provisions relating to imputation of income for alimony purposes.,,https://le.utah.gov/~2024/bills/static/HB0219.html
H.B. 220,2024-RS,"Rep. Teuscher, Jordan D.","Sen. McKell, Michael K.",Eric N. Weeks,,"13 Mar 2024, Governor Signed",Divorce Amendments,This bill modifies provisions related to alimony determinations.,,https://le.utah.gov/~2024/bills/static/HB0220.html
H.B. 221,2024-RS,"Rep. Peterson, Karen M.","Sen. Wilson, Chris H.",Rhonda Bailey,,"20 Mar 2024, Governor Signed",Stipends for Future Educators,This bill creates the Stipends for Future Educators Grant Program.,,https://le.utah.gov/~2024/bills/static/HB0221.html
H.B. 222,2024-RS,"Rep. Gricius, Stephanie","Sen. Bramble, Curtis S.",Patricia Owen,,"12 Mar 2024, Governor Signed",Wildlife Hunting Amendments,This bill modifies provisions related to wearing hunter orange.,,https://le.utah.gov/~2024/bills/static/HB0222.html
H.B. 223,2024-RS,"Rep. Gricius, Stephanie","Sen. Hinkins, David P.",Jackie Rogers,,"18 Mar 2024, Governor Signed",Airport Weapon Possession Amendments,This bill concerns weapon possession at an airport.,,https://le.utah.gov/~2024/bills/static/HB0223.html
H.B. 224,2024-RS,"Rep. Judkins, Marsha","Sen. Kennedy, Michael S.",Christopher Williams,,"1 Mar 2024, House/ filed",Medical Surgery Amendments,This bill modifies provisions related to medical surgeries.,,https://le.utah.gov/~2024/bills/static/HB0224.html
H.B. 225,2024-RS,"Rep. Stoddard, Andrew","Sen. Cullimore, Kirk A.",Jackie Rogers,,"13 Mar 2024, Governor Signed",Unlawful Kissing of a Child or Minor,This bill concerns unlawful kissing of a child or minor.,,https://le.utah.gov/~2024/bills/static/HB0225.html
H.B. 226,2024-RS,"Rep. Acton, Cheryl K.","Sen. Millner, Ann",Jackie Rogers,,"1 Mar 2024, House/ filed",Burglary Modifications,This bill modifies the offense of burglary to add intent to commit stalking as a qualifying offense.,,https://le.utah.gov/~2024/bills/static/HB0226.html
H.B. 227,2024-RS,"Rep. Welton, Douglas R.","Sen. McKell, Michael K.",Robert H. Rees,,"20 Mar 2024, Governor Signed",Municipal Office Modifications,This bill modifies provisions relating to the filling of a mid-term vacancy in a municipal office.,,https://le.utah.gov/~2024/bills/static/HB0227.html
H.B. 228,2024-RS,"Rep. Thurston, Norman K","Sen. Pitcher, Stephanie",Thomas R. Vaughn,,"19 Mar 2024, Governor Signed",Public Employee Leave Amendments,"This bill requires certain government employers to, at a minimum, provide unpaid leave to an employee who is a state legislator on an authorized legislative day.",,https://le.utah.gov/~2024/bills/static/HB0228.html
H.B. 229,2024-RS,"Rep. Watkins, Christine F.", ,Scott Elder,,"1 Mar 2024, House/ filed",Public Safety Answering Point Amendments,This bill requires the Department of Public Safety to fund public safety answering points operated by the department in certain smaller population counties.,,https://le.utah.gov/~2024/bills/static/HB0229.html
H.B. 230,2024-RS,"Rep. Peterson, Thomas W.","Sen. Vickers, Evan J.",Patricia Owen,,"1 Mar 2024, House/ filed",State Agency Application Review Requirements,This bill addresses procedures for a state agency to act on a request for agency action.,,https://le.utah.gov/~2024/bills/static/HB0230.html
H.B. 231,2024-RS,"Rep. Abbott, Nelson T.","Sen. Bramble, Curtis S.",Kurt P. Gasser,,"13 Mar 2024, Governor Signed",Motor Vehicle Insurance Modifications,This bill modifies provisions related to uninsured and underinsured motorist coverage.,,https://le.utah.gov/~2024/bills/static/HB0231.html
H.B. 232,2024-RS,"Rep. Stenquist, Jeffrey D.","Sen. Hinkins, David P.",Andrea Valenti Arthur,,"1 Mar 2024, House/ filed",Outdoor Recreation Impacts Fund,This bill creates and funds the Outdoor Recreation Impacts Restricted Account.,,https://le.utah.gov/~2024/bills/static/HB0232.html
H.B. 233,2024-RS,"Rep. Stoddard, Andrew", ,Thomas R. Vaughn,,"1 Mar 2024, House/ filed",Election Code Modifications,This bill amends provisions of the Election Code relating to voting and counting votes.,,https://le.utah.gov/~2024/bills/static/HB0233.html
H.B. 234,2024-RS,"Rep. Hayes, Sahara","Sen. Plumb, Jen",Christopher Williams,,"14 Mar 2024, Governor Signed",Vital Record Information Modifications,This bill modifies provisions related to name and sex designation changes on birth certificates.,,https://le.utah.gov/~2024/bills/static/HB0234.html
H.B. 235,2024-RS,"Rep. Stenquist, Jeffrey D.", ,Robert H. Rees,,"1 Mar 2024, House/ filed",Eminent Domain Amendments,This bill modifies eminent domain provisions.,,https://le.utah.gov/~2024/bills/static/HB0235.html
H.B. 236,2024-RS,"Rep. Stenquist, Jeffrey D.","Sen. Hinkins, David P.",Andrea Valenti Arthur,,"18 Mar 2024, Governor Signed",Sales and Use Tax Modifications,This bill authorizes a tax on prepared foods sold by a convenience store.,,https://le.utah.gov/~2024/bills/static/HB0236.html
H.B. 237,2024-RS,"Rep. Walter, R. Neil","Sen. Bramble, Curtis S.",Robert H. Rees,,"1 Mar 2024, House/ filed",Land Use Authority Amendments,This bill modifies provisions relating to local land use regulations.,,https://le.utah.gov/~2024/bills/static/HB0237.html
H.B. 238,2024-RS,"Rep. Brammer, Brady","Sen. Kennedy, Michael S.",Shad Larson,,"13 Mar 2024, Governor Signed",Sexual Exploitation of a Minor Amendments,This bill criminalizes certain conduct relating to child sexual abuse material.,,https://le.utah.gov/~2024/bills/static/HB0238.html
H.B. 239,2024-RS,"Rep. Albrecht, Carl R.","Sen. Vickers, Evan J.",Scott Elder,,"21 Mar 2024, Governor Vetoed",State Employee Cybersecurity Training Requirements,This bill provides for a state cybersecurity awareness training program for all state executive branch employees.,,https://le.utah.gov/~2024/bills/static/HB0239.html
H.B. 240,2024-RS,"Rep. Maloy, A. Cory", ,Christopher Williams,,"1 Mar 2024, House/ filed",Certified Nursing Assistant Amendments,This bill modifies provisions related to certified nursing assistants.,,https://le.utah.gov/~2024/bills/static/HB0240.html
H.B. 241,2024-RS,"Rep. Albrecht, Carl R.","Sen. Owens, Derrin R.",Scott Elder,,"12 Mar 2024, Governor Signed",Clean Energy Amendments,This bill modifies provisions relating to clean energy.,,https://le.utah.gov/~2024/bills/static/HB0241.html
H.B. 242,2024-RS,"Rep. Ballard, Melissa G.","Sen. Hinkins, David P.",Patricia Owen,,"1 Mar 2024, House/ filed",Water Usage Data Amendments,This bill addresses water usage data.,,https://le.utah.gov/~2024/bills/static/HB0242.html
H.B. 243,2024-RS,"Rep. Bennion, Gay Lynn","Sen. Sandall, Scott D.",Patricia Owen,,"1 Mar 2024, House/ filed",Riparian Amendments,This bill modifies provisions related to general plans and riparian areas.,,https://le.utah.gov/~2024/bills/static/HB0243.html
H.B. 244,2024-RS,"Rep. Burton, Jefferson S.","Sen. McKell, Michael K.",Michael Cipriano,,"19 Mar 2024, Governor Signed",Office of Legislative Auditor General Requirements,This bill establishes requirements related to the Office of the Legislative Auditor General.,,https://le.utah.gov/~2024/bills/static/HB0244.html
H.B. 245,2024-RS,"Rep. Burton, Jefferson S.","Sen. Balderree, Heidi",Kurt P. Gasser,,"18 Mar 2024, Governor Signed",Utah National Guard Amendments,This bill modifies provisions related to the Utah National Guard.,,https://le.utah.gov/~2024/bills/static/HB0245.html
H.B. 246,2024-RS,"Rep. Johnson, Dan N.","Sen. Wilson, Chris H.",Alan Houston,,"19 Mar 2024, Governor Signed",Office of Families,This bill creates the Office of Families within the Department of Health and Human Services.,,https://le.utah.gov/~2024/bills/static/HB0246.html
H.B. 247,2024-RS,"Rep. Johnson, Dan N.","Sen. Millner, Ann",Jeff Van Hulten,,"14 Mar 2024, House/ enrolled bill to Printing",Statewide Online Education Program Amendments,This bill amends the Statewide Online Education Program (the program).,,https://le.utah.gov/~2024/bills/static/HB0247.html
H.B. 248,2024-RS,"Rep. Ballard, Melissa G.","Sen. Owens, Derrin R.",Jackie Rogers,,"13 Mar 2024, Governor Signed",Inmate Amendments,This bill concerns inmates.,,https://le.utah.gov/~2024/bills/static/HB0248.html
H.B. 249,2024-RS,"Rep. Brooks, Walt","Sen. Ipson, Don L.",Michael Cipriano,,"20 Mar 2024, Governor Signed",Utah Legal Personhood Amendments,This bill addresses legal personhood.,,https://le.utah.gov/~2024/bills/static/HB0249.html
H.B. 250,2024-RS,"Rep. Defay, Ariel","Sen. Balderree, Heidi",Mike Curtis,,"12 Mar 2024, Governor Signed",Driver Education Modifications,This bill makes changes to the way an local education agency may fund driver education classes.,,https://le.utah.gov/~2024/bills/static/HB0250.html
H.B. 251,2024-RS,"Rep. Gwynn, Matthew H.","Sen. Harper, Wayne A.",Andrea Valenti Arthur,,"19 Mar 2024, Governor Signed",Postretirement Reemployment Restrictions Amendments,This bill modifies provisions governing postretirement reemployment.,,https://le.utah.gov/~2024/bills/static/HB0251.html
H.B. 252,2024-RS,"Rep. Matthews, Ashlee", ,Michael Cipriano,,"1 Mar 2024, House/ filed",State Employee Leave Amendments,This bill establishes the Unused Sick Leave Retirement Option Program III.,,https://le.utah.gov/~2024/bills/static/HB0252.html
H.B. 253,2024-RS,"Rep. Lyman, Phil", ,Mike Curtis,,"1 Mar 2024, House/ filed",Use of Sex-designated Facilities in Public and Higher Education,This bill addresses individuals who may access sex-designated restrooms and changing facilities in the state systems of public and higher education.,,https://le.utah.gov/~2024/bills/static/HB0253.html
H.B. 254,2024-RS,"Rep. Hawkins, Jon","Sen. McKell, Michael K.",Eric N. Weeks,,"19 Mar 2024, Governor Signed",State Olympic Coordination Amendments,This bill modifies provisions related to the Olympic and Paralympic Winter Games Coordination Committee and the Olympic and Paralympic Venues Grant Fund.,,https://le.utah.gov/~2024/bills/static/HB0254.html
H.B. 255,2024-RS,"Rep. Kohler, Mike L.", ,Gus Harb,,"1 Mar 2024, House/ filed",Property Tax Assessment Modifications,This bill modifies provisions related to property tax assessments.,,https://le.utah.gov/~2024/bills/static/HB0255.html
H.B. 256,2024-RS,"Rep. Peterson, Val L.","Sen. Buxton, David G.",Kurt P. Gasser,,"18 Mar 2024, Governor Signed",Military Compatible Land Use Amendments,This bill addresses land use compatibility with military use.,,https://le.utah.gov/~2024/bills/static/HB0256.html
H.B. 257,2024-RS,"Rep. Birkeland, Kera","Sen. McCay, Daniel",Mike Curtis,,"30 Jan 2024, Governor Signed","Sex-based Designations for Privacy, Anti-bullying, and Women's Opportunities","This bill establishes a standard regarding distinctions on the basis of sex and applies the standard in certain facilities and opportunities where designations on the basis of sex address individual privacy, bullying, and women's opportunities.",,https://le.utah.gov/~2024/bills/static/HB0257.html
H.B. 258,2024-RS,"Rep. Ballard, Melissa G.","Sen. Harper, Wayne A.",Kurt P. Gasser,,"1 Mar 2024, House/ filed",Airport Land Use Amendments,This bill enacts provisions related to compatible land use plans near certain private airports.,,https://le.utah.gov/~2024/bills/static/HB0258.html
H.B. 259,2024-RS,"Rep. Judkins, Marsha","Sen. Weiler, Todd D.",Jacqueline Carlton,,"13 Mar 2024, Governor Signed",Juvenile Interrogation Modifications,This bill addresses the interrogation of a child.,,https://le.utah.gov/~2024/bills/static/HB0259.html
H.B. 260,2024-RS,"Rep. Dailey-Provost, Jennifer","Sen. Vickers, Evan J.",Jackie Rogers,,"14 Mar 2024, Governor Signed",Controlled Substances Amendments,This bill adds gabapentin to the list of controlled substances.,,https://le.utah.gov/~2024/bills/static/HB0260.html
H.B. 261,2024-RS,"Rep. Hall, Katy","Sen. Grover, Keith",Rhonda Bailey,,"30 Jan 2024, Governor Signed",Equal Opportunity Initiatives,"This bill prohibits an institution of higher education, the public education system, and a governmental employer from taking certain actions and engaging in discriminatory practices.",,https://le.utah.gov/~2024/bills/static/HB0261.html
H.B. 262,2024-RS,"Rep. Snider, Casey","Sen. Cullimore, Kirk A.",Ryan C. Williams,,"12 Mar 2024, Governor Signed",School and Institutional Trust Lands Amendments,This bill makes changes relating to the State Institutional Trust Lands Management Act.,,https://le.utah.gov/~2024/bills/static/HB0262.html
