bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
H.B. 1,2024-RS,"Rep. Pulsipher, Susan","Sen. Fillmore, Lincoln",Jeff Van Hulten,,"13 Mar 2024, Governor Signed",Public Education Base Budget Amendments,"This bill supplements or reduces appropriations otherwise provided for the support and operation of public education for the fiscal year beginning July 1, 2023, and ending June 30, 2024, and appropriates funds for the support and operation of public education for the fiscal year beginning July 1, 2024, and ending June 30, 2025.",,https://le.utah.gov/~2024/bills/static/HB0001.html
H.B. 2,2024-RS,"Rep. Peterson, Val L.","Sen. Stevenson, Jerry W.",Christine R. Gilbert,,"21 Mar 2024, Governor Line Item Veto",New Fiscal Year Supplemental Appropriations Act,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2024 and ending June 30, 2025.",,https://le.utah.gov/~2024/bills/static/HB0002.html
H.B. 3,2024-RS,"Rep. Peterson, Val L.","Sen. Stevenson, Jerry W.",Christine R. Gilbert,,"21 Mar 2024, Governor Line Item Veto",Appropriations Adjustments,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024 and for the fiscal year beginning July 1, 2024 and ending June 30, 2025.",,https://le.utah.gov/~2024/bills/static/HB0003.html
H.B. 5,2024-RS,"Rep. Barlow, Stewart E.","Sen. Sandall, Scott D.",Christine R. Gilbert,,"31 Jan 2024, Governor Signed","Natural Resources, Agriculture, and Environmental Quality Base Budget","This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024 and appropriates funds for the support and operation of state government for the fiscal year beginning July 1, 2024 and ending June 30, 2025.",,https://le.utah.gov/~2024/bills/static/HB0005.html
H.B. 6,2024-RS,"Rep. Burton, Jefferson S.","Sen. Owens, Derrin R.",Christine R. Gilbert,,"31 Jan 2024, Governor Signed",Executive Offices and Criminal Justice Base Budget,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024 and appropriates funds for the support and operation of state government for the fiscal year beginning July 1, 2024 and ending June 30, 2025.",,https://le.utah.gov/~2024/bills/static/HB0006.html
H.B. 7,2024-RS,"Rep. Ward, Raymond P.","Sen. Balderree, Heidi",Christine R. Gilbert,,"31 Jan 2024, Governor Signed",Social Services Base Budget,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024 and appropriates funds for the support and operation of state government for the fiscal year beginning July 1, 2024 and ending June 30, 2025.",,https://le.utah.gov/~2024/bills/static/HB0007.html
H.B. 8,2024-RS,"Rep. Spendlove, Robert M.","Sen. Ipson, Don L.",Christine R. Gilbert,,"20 Mar 2024, Governor Signed",State Agency Fees and Internal Service Fund Rate Authorization and Appropriations,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024 and for the fiscal year beginning July 1, 2024 and ending June 30, 2025.",,https://le.utah.gov/~2024/bills/static/HB0008.html
H.B. 10,2024-RS,"Rep. Walter, R. Neil","Sen. Wilson, Chris H.",Christine R. Gilbert,,"19 Mar 2024, Governor Signed",Public Fund Amendments,This bill addresses reporting requirements for the Public Treasurers' Investment Fund.,The Political Subdivisions Interim Committee recommended this bill. (13-0-3),https://le.utah.gov/~2024/bills/static/HB0010.html
H.B. 11,2024-RS,"Rep. Owens, Doug","Sen. Winterton, Ronald M.",Patricia Owen,,"12 Mar 2024, Governor Signed",Water Efficient Landscaping Requirements,This bill addresses use of lawn or turf.,,https://le.utah.gov/~2024/bills/static/HB0011.html
H.B. 12,2024-RS,"Rep. Dunnigan, James A.","Sen. Harper, Wayne A.",Robert H. Rees,,"18 Mar 2024, Governor Signed",Tax Incentive Revisions,This bill modifies provisions relating to tax incentives for new development projects.,The Political Subdivisions Interim Committee recommended this bill. (10-0-6),https://le.utah.gov/~2024/bills/static/HB0012.html
H.B. 13,2024-RS,"Rep. Dunnigan, James A.","Sen. Cullimore, Kirk A.",Robert H. Rees,,"19 Mar 2024, Governor Signed",Infrastructure Financing Districts,This bill enacts and modifies provisions related to infrastructure financing districts.,,https://le.utah.gov/~2024/bills/static/HB0013.html
H.B. 14,2024-RS,"Rep. Wilcox, Ryan D.","Sen. Ipson, Don L.",Shad Larson,,"12 Mar 2024, Governor Signed",School Threat Penalty Amendments,This bill addresses threatening or falsely reporting an emergency at a school.,The Law Enforcement and Criminal Justice Interim Committee recommended this bill. (12-0-6),https://le.utah.gov/~2024/bills/static/HB0014.html
H.B. 15,2024-RS,"Rep. Gwynn, Matthew H.","Sen. Grover, Keith",Shad Larson,,"13 Mar 2024, Governor Signed",Criminal Code Recodification and Cross References,"This bill modifies criminal provisions in Title 76, Utah Criminal Code, by redrafting offense statutes into a new structure and clarifying existing law.",,https://le.utah.gov/~2024/bills/static/HB0015.html
H.B. 16,2024-RS,"Rep. Hawkins, Jon","Sen. Weiler, Todd D.",Shad Larson,,"13 Mar 2024, Governor Signed",Sexual Offenses Amendments,This bill addresses certain sexual crimes committed against children.,,https://le.utah.gov/~2024/bills/static/HB0016.html
H.B. 17,2024-RS,"Rep. Eliason, Steve","Sen. Harper, Wayne A.",Andrea Valenti Arthur,,"1 Mar 2024, House/ filed",Sales and Use Tax Revisions,This bill amends the requirements governing when a seller has to pay or collect and remit sales and use tax.,The Revenue and Taxation Interim Committee recommended this bill. (12-0-6),https://le.utah.gov/~2024/bills/static/HB0017.html
H.B. 18,2024-RS,"Rep. Bolinder, Bridger","Sen. Bramble, Curtis S.",Andrea Valenti Arthur,,"1 Mar 2024, House/ filed",Tax Withholding Amendments,This bill modifies requirements for mineral production tax withholding.,,https://le.utah.gov/~2024/bills/static/HB0018.html
H.B. 19,2024-RS,"Rep. Peterson, Val L.","Sen. Johnson, John D.",Jeff Van Hulten,,"12 Mar 2024, Governor Signed",Higher Education Financial Aid Amendments,"This bill amends the definition of ""fees"" to include additional expenses.",The Education Interim Committee recommended this bill. (18-0-2),https://le.utah.gov/~2024/bills/static/HB0019.html
H.B. 20,2024-RS,"Rep. Birkeland, Kera","Sen. Escamilla, Luz",Alan Houston,,"13 Mar 2024, Governor Signed",Parental Rights Amendments,This bill addresses the voluntary relinquishment of parental rights.,,https://le.utah.gov/~2024/bills/static/HB0020.html
H.B. 21,2024-RS,"Rep. Wheatley, Mark A.","Sen. Kennedy, Michael S.",Eric N. Weeks,,"19 Mar 2024, Governor Signed",Criminal Accounts Receivable Amendments,This bill amends provisions related to a criminal accounts receivable.,,https://le.utah.gov/~2024/bills/static/HB0021.html
H.B. 22,2024-RS,"Rep. Peterson, Val L.","Sen. Fillmore, Lincoln",Jeff Van Hulten,,"12 Mar 2024, Governor Signed",Concurrent Enrollment Revisions,This bill expands the eligibility of a PRIME program certificate.,The Education Interim Committee recommended this bill. (17-0-3),https://le.utah.gov/~2024/bills/static/HB0022.html
H.B. 23,2024-RS,"Rep. Brooks, Walt","Sen. Sandall, Scott D.",Ryan C. Williams,,"18 Mar 2024, Governor Signed",Division of Outdoor Recreation Advisory Council Sunset Extension,This bill addresses the sunset date of the advisory council that advises the Division of Outdoor Recreation on boating policies.,"The Natural Resources, Agriculture, and Environment Interim Committee recommended this bill. (17-0-2)",https://le.utah.gov/~2024/bills/static/HB0023.html
H.B. 24,2024-RS,"Rep. Musselman, Calvin R.","Sen. Thatcher, Daniel W.",Jacqueline Carlton,,"19 Mar 2024, Governor Signed",Uniform Real Property Transfer on Death Act Amendments,This bill amends provisions of the Uniform Real Property Transfer on Death Act.,The Government Operations Interim Committee recommended this bill. (14-0-2),https://le.utah.gov/~2024/bills/static/HB0024.html
H.B. 25,2024-RS,"Rep. Musselman, Calvin R.","Sen. McCay, Daniel",Robert H. Rees,,"19 Mar 2024, Governor Signed",Electronic Notarization Amendments,This bill modifies provisions related to electronic notarizations.,The Government Operations Interim Committee recommended this bill. (12-0-4),https://le.utah.gov/~2024/bills/static/HB0025.html
H.B. 26,2024-RS,"Rep. Burton, Jefferson S.","Sen. Owens, Derrin R.",Shad Larson,,"13 Mar 2024, Governor Signed",Correctional Facility Amendments,This bill enacts provisions related to communication devices in correctional facilities.,,https://le.utah.gov/~2024/bills/static/HB0026.html
H.B. 27,2024-RS,"Rep. Gwynn, Matthew H.","Sen. Grover, Keith",Shad Larson,,"1 Mar 2024, House/ filed",Criminal Code Amendments,"This bill makes changes to criminal offenses in Title 76, Utah Criminal Code.",,https://le.utah.gov/~2024/bills/static/HB0027.html
H.B. 28,2024-RS,"Rep. Lesser, Rosemary T.", ,Michael Cipriano,,"1 Mar 2024, House/ filed",Emergency Responder Voting Amendments,This bill addresses voting procedures for emergency responders.,The Government Operations Interim Committee recommended this bill. (16-0-0),https://le.utah.gov/~2024/bills/static/HB0028.html
H.B. 29,2024-RS,"Rep. Ivory, Ken","Sen. Weiler, Todd D.",Mike Curtis,,"18 Mar 2024, Governor Signed",Sensitive Material Review Amendments,This bill amends provisions regarding the evaluation of instructional material to identify and remove pornographic or indecent material.,,https://le.utah.gov/~2024/bills/static/HB0029.html
H.B. 30,2024-RS,"Rep. Cutler, Paul A.","Sen. Weiler, Todd D.",Jacqueline Carlton,,"18 Mar 2024, Governor Signed",Road Rage Amendments,This bill addresses road rage events.,,https://le.utah.gov/~2024/bills/static/HB0030.html
H.B. 31,2024-RS,"Rep. Albrecht, Carl R.","Sen. Sandall, Scott D.",Ryan C. Williams,,"12 Mar 2024, Governor Signed",Agritourism Amendments,This bill addresses agritourism activities.,,https://le.utah.gov/~2024/bills/static/HB0031.html
H.B. 32,2024-RS,"Rep. Barlow, Stewart E.","Sen. McCay, Daniel",Andrea Valenti Arthur,,"14 Mar 2024, Governor Signed",Short-term Rental Modifications,This bill addresses the taxation of short-term rentals of accommodations and motor vehicles.,The Revenue and Taxation Interim Committee recommended this bill. (16-0-2),https://le.utah.gov/~2024/bills/static/HB0032.html
H.B. 33,2024-RS,"Rep. Elison, Joseph","Sen. Bramble, Curtis S.",Andrea Valenti Arthur,,"16 Feb 2024, Governor Signed",Cigarette and Tobacco Amendments,This bill modifies the Cigarette and Tobacco Tax and Licensing Act.,,https://le.utah.gov/~2024/bills/static/HB0033.html
H.B. 34,2024-RS,"Rep. Eliason, Steve","Sen. Pitcher, Stephanie",Andrea Valenti Arthur,,"14 Mar 2024, Governor Signed",Tax Refund Claim Amendments,This bill modifies the procedures for challenging a penalty or interest.,The Revenue and Taxation Interim Committee recommended this bill. (17-0-1),https://le.utah.gov/~2024/bills/static/HB0034.html
H.B. 35,2024-RS,"Rep. Teuscher, Jordan D.","Sen. Escamilla, Luz",Robert H. Rees,,"20 Mar 2024, Governor Signed",Metro Township Modifications,This bill modifies and enacts provisions relating to metro townships.,The Political Subdivisions Interim Committee recommended this bill. (10-0-6),https://le.utah.gov/~2024/bills/static/HB0035.html
H.B. 36,2024-RS,"Rep. Dunnigan, James A.","Sen. McKell, Michael K.",Robert H. Rees,,"19 Mar 2024, Governor Signed",Open and Public Meetings Act Amendments,This bill modifies provisions of the Open and Public Meetings Act.,,https://le.utah.gov/~2024/bills/static/HB0036.html
H.B. 37,2024-RS,"Rep. Musselman, Calvin R.","Sen. Thatcher, Daniel W.",Austin Weenig,,"13 Mar 2024, Governor Signed",Joint Tenancy Presumption Amendments,This bill amends the presumption of joint tenancy for certain grants of ownership interest in real estate.,,https://le.utah.gov/~2024/bills/static/HB0037.html
H.B. 38,2024-RS,"Rep. Eliason, Steve","Sen. Kennedy, Michael S.",Alan Houston,,"14 Mar 2024, Governor Signed",Psychotropic Medication Oversight Pilot Program Amendments,This bill amends provisions related to the psychotropic medication oversight pilot program.,,https://le.utah.gov/~2024/bills/static/HB0038.html
H.B. 39,2024-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Austin Weenig,,"19 Mar 2024, Governor Signed",Massage Therapy Practice Act Amendments,This bill extends the sunset date for the Massage Therapy Practice Act.,The Business and Labor Interim Committee recommended this bill. (16-0-6),https://le.utah.gov/~2024/bills/static/HB0039.html
H.B. 40,2024-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Austin Weenig,,"13 Mar 2024, Governor Signed",Division of Consumer Protection Amendments,This bill enacts and repeals provisions related to consumer complaints to the Division of Consumer Protection (division).,,https://le.utah.gov/~2024/bills/static/HB0040.html
H.B. 41,2024-RS,"Rep. Lesser, Rosemary T.","Sen. Kennedy, Michael S.",Christopher Williams,,"14 Mar 2024, Governor Signed",Health Data Authority Amendments,This bill modifies provisions related to the Department of Health and Human Services' health data authority.,,https://le.utah.gov/~2024/bills/static/HB0041.html
H.B. 42,2024-RS,"Rep. Briscoe, Joel K.","Sen. McKell, Michael K.",Patricia Owen,,"12 Mar 2024, Governor Signed",Water Rights Publication Amendments,This bill addresses publication of notices by the state engineer.,The Legislative Water Development Commission recommended this bill. (10-0-3),https://le.utah.gov/~2024/bills/static/HB0042.html
H.B. 43,2024-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Tyler Moore,,"13 Mar 2024, Governor Signed",Charitable Solicitations Act Amendments,This bill amends provisions related to charitable solicitations.,,https://le.utah.gov/~2024/bills/static/HB0043.html
H.B. 44,2024-RS,"Rep. Hollins, Sandra","Sen. Weiler, Todd D.",Alan Houston,,"13 Mar 2024, Governor Signed",Social Work Licensure Compact,This bill enacts the Social Work Licensure Compact.,,https://le.utah.gov/~2024/bills/static/HB0044.html
H.B. 45,2024-RS,"Rep. Eliason, Steve","Sen. Escamilla, Luz",Jeff Van Hulten,,"12 Mar 2024, Governor Signed",Safeut and School Safety Commission Amendments,This bill extends the repeal date for the SafeUT and School Safety Commission.,The Education Interim Committee recommended this bill. (12-0-8),https://le.utah.gov/~2024/bills/static/HB0045.html
H.B. 46,2024-RS,"Rep. Burton, Jefferson S.","Sen. Weiler, Todd D.",Kurt P. Gasser,,"18 Mar 2024, Governor Signed",Veterans and Military Affairs Commission Amendments,This bill amends provisions relating to the Veterans and Military Affairs Commission.,The Government Operations Interim Committee recommended this bill. (11-0-5),https://le.utah.gov/~2024/bills/static/HB0046.html
H.B. 47,2024-RS,"Rep. Peterson, Thomas W.","Sen. Hinkins, David P.",Thomas R. Vaughn,,"1 Mar 2024, House/ filed",Utah Seismic Safety Commission Amendments,This bill amends provisions related to the Utah Seismic Safety Commission.,,https://le.utah.gov/~2024/bills/static/HB0047.html
H.B. 48,2024-RS,"Rep. Jack, Colin W.","Sen. Hinkins, David P.",Scott Elder,,"12 Mar 2024, Governor Signed",Utah Energy Act Amendments,This bill modifies the Utah Energy Act.,,https://le.utah.gov/~2024/bills/static/HB0048.html
H.B. 49,2024-RS,"Rep. Abbott, Nelson T.","Sen. Cullimore, Kirk A.",Jacqueline Carlton,,"1 Mar 2024, House/ filed",Justice Court Reform Task Force Sunset Extension,This bill addresses the sunset date for the Justice Court Reform Task Force.,,https://le.utah.gov/~2024/bills/static/HB0049.html
H.B. 50,2024-RS,"Rep. Peterson, Karen M.","Sen. Harper, Wayne A.",Kurt P. Gasser,,"20 Mar 2024, Governor Signed",State Highway Designation Amendments,This bill amends the Transportation Code to designate the West Davis Corridor as a state highway.,,https://le.utah.gov/~2024/bills/static/HB0050.html
H.B. 51,2024-RS,"Rep. Spendlove, Robert M.","Sen. Kennedy, Michael S.",Alan Houston,,"20 Mar 2024, Governor Signed",Health and Human Services Funding Amendments,This bill addresses risk analysis and budgetary buffers related to the Medicaid program.,,https://le.utah.gov/~2024/bills/static/HB0051.html
H.B. 52,2024-RS,"Rep. Dailey-Provost, Jennifer","Sen. Vickers, Evan J.",Christopher Williams,,"12 Mar 2024, Governor Signed",Industrial Hemp Amendments,This bill modifies and enacts provisions related to industrial hemp.,"The Natural Resources, Agriculture, and Environment Interim Committee recommended this bill. (14-0-5)",https://le.utah.gov/~2024/bills/static/HB0052.html
H.B. 53,2024-RS,"Rep. Thurston, Norman K","Sen. McCay, Daniel",Gus Harb,,"14 Mar 2024, Governor Signed",Property Valuation Amendments,This bill modifies provisions related to the Multicounty Appraisal Trust (trust).,,https://le.utah.gov/~2024/bills/static/HB0053.html
H.B. 54,2024-RS,"Rep. Albrecht, Carl R.","Sen. Hinkins, David P.",Austin Weenig,,"12 Mar 2024, Governor Signed",Coal Miner Certification Panel Amendments,This bill extends the sunset date for the Coal Miner Certification Panel.,"The Natural Resources, Agriculture, and Environment Interim Committee recommended this bill. (13-0-6)",https://le.utah.gov/~2024/bills/static/HB0054.html
H.B. 55,2024-RS,"Rep. Birkeland, Kera","Sen. Weiler, Todd D.",Tyler Moore,,"13 Mar 2024, Governor Signed",Employment Confidentiality Amendments,This bill enacts provisions related to sexual assault and sexual harassment in the workplace.,,https://le.utah.gov/~2024/bills/static/HB0055.html
H.B. 56,2024-RS,"Rep. Gricius, Stephanie","Sen. Johnson, John D.",Jackie Rogers,,"1 Mar 2024, House/ filed",Airport Law Enforcement Amendments,This bill concerns the provision of law enforcement services by the Department of Public Safety and the Utah Highway Patrol at certain airports.,The Judiciary Interim Committee recommended this bill. (13-0-4),https://le.utah.gov/~2024/bills/static/HB0056.html
H.B. 57,2024-RS,"Rep. Brooks, Walt","Sen. Sandall, Scott D.",Patricia Owen,,"12 Mar 2024, Governor Signed",Snake Valley Aquifer Advisory Council Amendments,This bill removes provisions related to the Snake Valley Aquifer.,"The Natural Resources, Agriculture, and Environment Interim Committee recommended this bill. (16-1-2)",https://le.utah.gov/~2024/bills/static/HB0057.html
H.B. 58,2024-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Austin Weenig,,"13 Mar 2024, Governor Signed",Licensing Amendments,This bill addresses licensure by endorsement.,,https://le.utah.gov/~2024/bills/static/HB0058.html
H.B. 59,2024-RS,"Rep. Ivory, Ken","Sen. Kennedy, Michael S.",Alan Houston,,"14 Mar 2024, Governor Signed",Federal Funds Contingency Planning,This bill addresses contingency planning related to federal funds.,,https://le.utah.gov/~2024/bills/static/HB0059.html
H.B. 60,2024-RS,"Rep. Acton, Cheryl K.","Sen. Harper, Wayne A.",Andrea Valenti Arthur,,"19 Mar 2024, Governor Signed",Phased Retirement Extension,This bill modifies provisions related to phased retirement.,The Retirement and Independent Entities Interim Committee recommended this bill. (11-0-4),https://le.utah.gov/~2024/bills/static/HB0060.html
H.B. 61,2024-RS,"Rep. Albrecht, Carl R.","Sen. McKell, Michael K.",Patricia Owen,,"12 Mar 2024, Governor Signed",Water Measuring and Accounting Amendments,This bill addresses water measurement and accounting.,The Legislative Water Development Commission recommended this bill. (7-1-5),https://le.utah.gov/~2024/bills/static/HB0061.html
H.B. 62,2024-RS,"Rep. Owens, Doug","Sen. Sandall, Scott D.",Patricia Owen,,"12 Mar 2024, Governor Signed",Utah Water Ways Amendments,This bill addresses the partnership of Utah Water Ways.,,https://le.utah.gov/~2024/bills/static/HB0062.html
H.B. 63,2024-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Austin Weenig,,"1 Mar 2024, House/ filed",Consumer Review Fairness Amendments,This bill prohibits certain restrictions in consumer contracts.,The Business and Labor Interim Committee recommended this bill. (8-5-8),https://le.utah.gov/~2024/bills/static/HB0063.html
H.B. 64,2024-RS,"Rep. Peterson, Thomas W.","Sen. Bramble, Curtis S.",Austin Weenig,,"16 Feb 2024, Governor Signed",State Construction and Fire Codes Amendments,This bill modifies the State Construction Code and the State Fire Code.,The Business and Labor Interim Committee recommended this bill. (12-0-9),https://le.utah.gov/~2024/bills/static/HB0064.html
H.B. 65,2024-RS,"Rep. Lesser, Rosemary T.","Sen. Harper, Wayne A.",Kurt P. Gasser,,"1 Mar 2024, House/ filed",Active Transportation and Canal Trail Amendments,"This bill clarifies how the Department of Transportation addresses canal corridors in transportation corridor preservation and project prioritization, and canal trails in active transportation planning.",,https://le.utah.gov/~2024/bills/static/HB0065.html
H.B. 66,2024-RS,"Rep. Lyman, Phil","Sen. Fillmore, Lincoln",Gus Harb,,"14 Mar 2024, Governor Signed",Property Tax Relief Amendments,"This bill modifies provisions relating to the property tax relief commonly known as ""circuit breaker.""",The Revenue and Taxation Interim Committee recommended this bill. (13-0-5),https://le.utah.gov/~2024/bills/static/HB0066.html
H.B. 67,2024-RS,"Rep. Wilcox, Ryan D.","Sen. Ipson, Don L.",Mike Curtis,,"12 Mar 2024, Governor Signed",First Responder Mental Health Services Grant Program Amendments,This bill amends the First Responder Mental Health Services Grant Program (program).,,https://le.utah.gov/~2024/bills/static/HB0067.html
H.B. 68,2024-RS,"Rep. Stoddard, Andrew","Sen. Grover, Keith",Shad Larson,,"13 Mar 2024, Governor Signed",Drug Sentencing Modifications,This bill addresses the punishment for individuals who use or possess a firearm while distributing illegal drugs.,,https://le.utah.gov/~2024/bills/static/HB0068.html
H.B. 69,2024-RS,"Rep. Wilcox, Ryan D.","Sen. Harper, Wayne A.",Kurt P. Gasser,,"13 Mar 2024, Governor Signed",DUI Testing Amendments,This bill amends provisions related to testing of bodily fluids for purposes of an investigation of driving under the influence.,,https://le.utah.gov/~2024/bills/static/HB0069.html
H.B. 70,2024-RS,"Rep. Watkins, Christine F.","Sen. Kennedy, Michael S.",Alan Houston,,"14 Mar 2024, Governor Signed",Fatality Review Amendments,This bill amends provisions relating to fatality reviews.,,https://le.utah.gov/~2024/bills/static/HB0070.html
H.B. 71,2024-RS,"Rep. Eliason, Steve","Sen. Vickers, Evan J.",Alan Houston,,"21 Mar 2024, Governor Signed",Behavioral Health Crisis Response Modifications,This bill addresses receiving centers and mobile crisis outreach teams.,,https://le.utah.gov/~2024/bills/static/HB0071.html
H.B. 72,2024-RS,"Rep. Musselman, Calvin R.","Sen. McCay, Daniel",Michael Cipriano,,"19 Mar 2024, Governor Signed",State Boards and Commissions Amendments,This bill establishes sunset provisions for certain boards and commissions.,,https://le.utah.gov/~2024/bills/static/HB0072.html
H.B. 73,2024-RS,"Rep. Loubet, Anthony E.","Sen. Kennedy, Michael S.",Christopher Williams,,"14 Mar 2024, Governor Signed",Rehabilitation Services Amendments,This bill modifies provisions regarding neurological and brain injury rehabilitation services funds and committees,,https://le.utah.gov/~2024/bills/static/HB0073.html
H.B. 74,2024-RS,"Rep. Christofferson, Kay J.","Sen. Harper, Wayne A.",Kurt P. Gasser,,"20 Mar 2024, Governor Signed",Utility Relocation Cost Sharing Amendments,This bill amends provisions related to allocation of costs to relocate utility infrastructure within state highway and certain public transit rights of way.,The Transportation Interim Committee recommended this bill. (13-0-5),https://le.utah.gov/~2024/bills/static/HB0074.html
H.B. 75,2024-RS,"Rep. Gricius, Stephanie","Sen. Harper, Wayne A.",Michael Cipriano,,"19 Mar 2024, Governor Signed",Paid Leave Modifications,This bill addresses paid leave for certain state employees.,The Government Operations Interim Committee recommended this bill. (12-0-4),https://le.utah.gov/~2024/bills/static/HB0075.html
H.B. 76,2024-RS,"Rep. Stratton, Keven J.","Sen. Winterton, Ronald M.",Ryan C. Williams,,"12 Mar 2024, Governor Signed",State Resource Management Plan Amendments,This bill updates the statewide resource management plan.,The Federalism Commission recommended this bill. (6-0-3),https://le.utah.gov/~2024/bills/static/HB0076.html
H.B. 77,2024-RS,"Rep. Gricius, Stephanie","Sen. Balderree, Heidi",Michael Cipriano,,"19 Mar 2024, Governor Signed",Division of Human Resource Management Amendments,This bill modifies provisions of the Utah State Personnel Management Act.,The Government Operations Interim Committee recommended this bill. (12-0-4),https://le.utah.gov/~2024/bills/static/HB0077.html
H.B. 78,2024-RS,"Rep. Stenquist, Jeffrey D.","Sen. Winterton, Ronald M.",RuthAnne Oakey-Frost,,"21 Mar 2024, Became Law w/o Governor Signature",Motion Picture Incentives Amendments,This bill addresses the Governor's Office of Economic Opportunity's issuance of motion picture incentives.,,https://le.utah.gov/~2024/bills/static/HB0078.html
H.B. 79,2024-RS,"Rep. Dailey-Provost, Jennifer","Sen. Bramble, Curtis S.",Thomas R. Vaughn,,"20 Mar 2024, Governor Signed",Initiatives and Referenda Amendments,"This bill amends provisions relating to collecting signatures for, or removing signatures from, an initiative petition or a referendum petition.",,https://le.utah.gov/~2024/bills/static/HB0079.html
H.B. 80,2024-RS,"Rep. Cutler, Paul A.","Sen. Stevenson, Jerry W.",Michael Cipriano,,"20 Mar 2024, Governor Signed",Candidate and Officeholder Disclosure Modifications,This bill modifies provisions related to conflicts of interest.,,https://le.utah.gov/~2024/bills/static/HB0080.html
H.B. 81,2024-RS,"Rep. Gwynn, Matthew H.","Sen. Grover, Keith",Shad Larson,,"13 Mar 2024, Governor Signed",Domestic Violence Modifications,"This bill amends the definition of domestic violence in Title 77, Chapter 36, Cohabitant Abuse Procedures Act.",The Law Enforcement and Criminal Justice Interim Committee recommended this bill. (12-0-6),https://le.utah.gov/~2024/bills/static/HB0081.html
H.B. 82,2024-RS,"Rep. Pierucci, Candice B.","Sen. Johnson, John D.",Rhonda Bailey,,"14 Mar 2024, House/ enrolled bill to Printing",Public Education Program Modifications,This bill amends and makes technical and conforming changes to certain provisions of the Utah Code regarding public education.,,https://le.utah.gov/~2024/bills/static/HB0082.html
H.B. 83,2024-RS,"Rep. Stoddard, Andrew","Sen. Weiler, Todd D.",Jackie Rogers,,"1 Mar 2024, House/ filed",Criminal Threat or Interference Amendments,"This bill concerns criminal offenses conducted against a public servant, party official, or voter.",,https://le.utah.gov/~2024/bills/static/HB0083.html
H.B. 84,2024-RS,"Rep. Wilcox, Ryan D.","Sen. Ipson, Don L.",Jeff Van Hulten,,"14 Mar 2024, House/ enrolled bill to Printing",School Safety Amendments,This bill establishes a system for school safety incidents.,,https://le.utah.gov/~2024/bills/static/HB0084.html
H.B. 85,2024-RS,"Rep. Stenquist, Jeffrey D.","Sen. Winterton, Ronald M.",Kurt P. Gasser,,"20 Mar 2024, Governor Signed",Electric Bike Amendments,This bill amends the definition of an electric assisted bicycle.,,https://le.utah.gov/~2024/bills/static/HB0085.html
H.B. 86,2024-RS,"Rep. Wilcox, Ryan D.","Sen. Cullimore, Kirk A.",Shad Larson,,"13 Mar 2024, Governor Signed",Public Safety Data Amendments,This bill amends and enacts provisions related to the collection and reporting of public safety data.,,https://le.utah.gov/~2024/bills/static/HB0086.html
H.B. 87,2024-RS,"Rep. Gricius, Stephanie","Sen. Johnson, John D.",Thomas R. Vaughn,,"19 Mar 2024, Governor Signed",Department of Government Operations Revisions,This bill amends provisions related to the Division of Finance and the Division of Purchasing and General Services.,The Government Operations Interim Committee recommended this bill. (12-0-4),https://le.utah.gov/~2024/bills/static/HB0087.html
H.B. 88,2024-RS,"Rep. Stenquist, Jeffrey D.","Sen. Winterton, Ronald M.",Tyler Moore,,"19 Mar 2024, Governor Signed",Landowner Liability Amendments,"This bill amends the definition of ""recreational purpose"" in Title 57, Chapter 14, Limitations on Landowner Liability.",The Economic Development and Workforce Services Interim Committee recommended this bill. (9-0-5),https://le.utah.gov/~2024/bills/static/HB0088.html
H.B. 89,2024-RS,"Rep. Eliason, Steve","Sen. McCay, Daniel",Gus Harb,,"14 Mar 2024, Governor Signed",Tax Refund Amendments,This bill modifies provisions relating to tax refunds.,,https://le.utah.gov/~2024/bills/static/HB0089.html
H.B. 90,2024-RS,"Rep. Stenquist, Jeffrey D.","Sen. Winterton, Ronald M.",Ryan C. Williams,,"12 Mar 2024, Governor Signed",Outdoor Recreation Infrastructure Amendments,This bill makes changes related to outdoor recreation infrastructure.,The Economic Development and Workforce Services Interim Committee recommended this bill. (8-1-5),https://le.utah.gov/~2024/bills/static/HB0090.html
