bill_id,session,chamber,location,action_date,action,vote,vote_url,order
H.B. 1,2023-RS,,Legislative Research and General Counsel,2023-01-14,Bill Numbered but not Distributed,,,1
H.B. 1,2023-RS,,Legislative Research and General Counsel,2023-01-14,Numbered Bill Publicly Distributed,,,2
H.B. 1,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-14,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 1,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-16,LFA/ fiscal note sent to sponsor,,,4
H.B. 1,2023-RS,House,Clerk of the House,2023-01-17,House/ received bill from Legislative Research,,,5
H.B. 1,2023-RS,House,House Rules Committee,2023-01-17,House/ 1st reading (Introduced),,,6
H.B. 1,2023-RS,Fiscal,House Rules Committee,2023-01-17,LFA/ fiscal note publicly available,,,7
H.B. 1,2023-RS,House,House Rules Committee,2023-01-18,House/ received fiscal note from Fiscal Analyst,,,8
H.B. 1,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ Rules to 3rd Reading Calendar,,,9
H.B. 1,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ 2nd reading,,,10
H.B. 1,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ 3rd reading,,,11
H.B. 1,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=75&house=H,12
H.B. 1,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-25,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=92&house=H,13
H.B. 1,2023-RS,House,Senate Secretary,2023-01-25,House/ passed 3rd reading,73 0 1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=93&house=H,14
H.B. 1,2023-RS,House,Senate Secretary,2023-01-25,House/ to Senate,,,15
H.B. 1,2023-RS,Senate,Waiting for Introduction in the Senate,2023-01-26,Senate/ received from House,,,16
H.B. 1,2023-RS,Senate,Senate Rules Committee,2023-01-26,Senate/ 1st reading (Introduced),,,17
H.B. 1,2023-RS,Senate,Senate 2nd Reading Calendar,2023-01-26,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 1,2023-RS,Senate,Senate President,2023-01-26,Senate/ passed 2nd & 3rd readings/ suspension,26 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=100&house=S,19
H.B. 1,2023-RS,Senate,House Speaker,2023-01-26,Senate/ signed by President/ returned to House,,,20
H.B. 1,2023-RS,Senate,House Speaker,2023-01-26,Senate/ to House,,,21
H.B. 1,2023-RS,House,House Speaker,2023-01-26,House/ received from Senate,,,22
H.B. 1,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-01-26,House/ signed by Speaker/ sent for enrolling,,,23
H.B. 1,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-01-27,Bill Received from Senate for Enrolling,,,24
H.B. 1,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-01-27,Draft of Enrolled Bill Prepared,,,25
H.B. 1,2023-RS,House,Clerk of the House,2023-01-27,House/ enrolled bill to Printing,,,26
H.B. 1,2023-RS,,Clerk of the House,2023-01-27,Enrolled Bill Returned to House or Senate,,,27
H.B. 1,2023-RS,House,Executive Branch - Governor,2023-01-31,House/ to Governor,,,28
H.B. 1,2023-RS,,Lieutenant Governor's office for filing,2023-02-02,Governor Signed,,,29
H.B. 2,2023-RS,,Legislative Research and General Counsel,2023-02-27,Bill Numbered but not Distributed,,,1
H.B. 2,2023-RS,,Legislative Research and General Counsel,2023-02-27,Numbered Bill Publicly Distributed,,,2
H.B. 2,2023-RS,Fiscal,Legislative Research and General Counsel,2023-02-27,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 2,2023-RS,House,Clerk of the House,2023-02-27,House/ received bill from Legislative Research,,,4
H.B. 2,2023-RS,House,House Rules Committee,2023-02-27,House/ 1st reading (Introduced),,,5
H.B. 2,2023-RS,Fiscal,House Rules Committee,2023-02-27,LFA/ fiscal note sent to sponsor,,,6
H.B. 2,2023-RS,Fiscal,House Rules Committee,2023-02-27,LFA/ fiscal note publicly available,,,7
H.B. 2,2023-RS,House,House Rules Committee,2023-02-27,House/ received fiscal note from Fiscal Analyst,,,8
H.B. 2,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ Rules to 3rd Reading Calendar,,,9
H.B. 2,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ 2nd reading,,,10
H.B. 2,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ 3rd reading,,,11
H.B. 2,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1057&house=H,12
H.B. 2,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-28,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1136&house=H,13
H.B. 2,2023-RS,House,Senate Secretary,2023-02-28,House/ passed 3rd reading,73 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1137&house=H,14
H.B. 2,2023-RS,House,Senate Secretary,2023-02-28,House/ to Senate,,,15
H.B. 2,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-28,Senate/ received from House,,,16
H.B. 2,2023-RS,Senate,Senate Rules Committee,2023-03-01,Senate/ 1st reading (Introduced),,,17
H.B. 2,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ Rules to 2nd Reading Calendar,,,18
H.B. 2,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ 2nd & 3rd readings/ suspension,,,19
H.B. 2,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1670&house=S,20
H.B. 2,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1681&house=S,21
H.B. 2,2023-RS,Senate,Senate President,2023-03-01,Senate/ passed 2nd & 3rd readings/ suspension,25 0 4,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1682&house=S,22
H.B. 2,2023-RS,Senate,House Speaker,2023-03-01,Senate/ signed by President/ returned to House,,,23
H.B. 2,2023-RS,Senate,House Speaker,2023-03-01,Senate/ to House,,,24
H.B. 2,2023-RS,House,House Speaker,2023-03-01,House/ received from Senate,,,25
H.B. 2,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-03-01,House/ signed by Speaker/ sent for enrolling,,,26
H.B. 2,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-02,Bill Received from House for Enrolling,,,27
H.B. 2,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-02,Draft of Enrolled Bill Prepared,,,28
H.B. 2,2023-RS,,Clerk of the House,2023-03-03,Enrolled Bill Returned to House or Senate,,,29
H.B. 2,2023-RS,House,Clerk of the House,2023-03-03,House/ enrolled bill to Printing,,,30
H.B. 2,2023-RS,House,Clerk of the House,2023-03-13,House/ received enrolled bill from Printing,,,31
H.B. 2,2023-RS,House,Executive Branch - Governor,2023-03-13,House/ to Governor,,,32
H.B. 2,2023-RS,,Lieutenant Governor's office for filing,2023-03-23,Governor Signed,,,33
H.B. 3,2023-RS,,Legislative Research and General Counsel,2023-02-26,Bill Numbered but not Distributed,,,1
H.B. 3,2023-RS,,Legislative Research and General Counsel,2023-02-26,Numbered Bill Publicly Distributed,,,2
H.B. 3,2023-RS,Fiscal,Legislative Research and General Counsel,2023-02-26,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 3,2023-RS,Fiscal,Legislative Research and General Counsel,2023-02-27,LFA/ fiscal note sent to sponsor,,,4
H.B. 3,2023-RS,House,Clerk of the House,2023-02-27,House/ received bill from Legislative Research,,,5
H.B. 3,2023-RS,Fiscal,Clerk of the House,2023-02-27,LFA/ fiscal note publicly available,,,6
H.B. 3,2023-RS,House,House Rules Committee,2023-02-27,House/ 1st reading (Introduced),,,7
H.B. 3,2023-RS,House,House Rules Committee,2023-02-27,House/ received fiscal note from Fiscal Analyst,,,8
H.B. 3,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-28,House/ Rules to 3rd Reading Calendar,,,9
H.B. 3,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-28,House/ 2nd reading,,,10
H.B. 3,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-28,House/ 3rd reading,,,11
H.B. 3,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-28,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1085&house=H,12
H.B. 3,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-28,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1134&house=H,13
H.B. 3,2023-RS,House,Senate Secretary,2023-02-28,House/ passed 3rd reading,71 0 4,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1135&house=H,14
H.B. 3,2023-RS,House,Senate Secretary,2023-02-28,House/ to Senate,,,15
H.B. 3,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-28,Senate/ received from House,,,16
H.B. 3,2023-RS,Senate,Senate Rules Committee,2023-03-01,Senate/ 1st reading (Introduced),,,17
H.B. 3,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ Rules to 2nd Reading Calendar,,,18
H.B. 3,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ 2nd & 3rd readings/ suspension,,,19
H.B. 3,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1671&house=S,20
H.B. 3,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1683&house=S,21
H.B. 3,2023-RS,Senate,Senate President,2023-03-01,Senate/ passed 2nd & 3rd readings/ suspension,27 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1684&house=S,22
H.B. 3,2023-RS,Senate,House Speaker,2023-03-01,Senate/ signed by President/ returned to House,,,23
H.B. 3,2023-RS,Senate,House Speaker,2023-03-01,Senate/ to House,,,24
H.B. 3,2023-RS,House,House Speaker,2023-03-01,House/ received from Senate,,,25
H.B. 3,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-03-01,House/ signed by Speaker/ sent for enrolling,,,26
H.B. 3,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-09,Bill Received from House for Enrolling,,,27
H.B. 3,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-09,Draft of Enrolled Bill Prepared,,,28
H.B. 3,2023-RS,,Clerk of the House,2023-03-09,Enrolled Bill Returned to House or Senate,,,29
H.B. 3,2023-RS,House,Clerk of the House,2023-03-09,House/ enrolled bill to Printing,,,30
H.B. 3,2023-RS,House,Clerk of the House,2023-03-13,House/ received enrolled bill from Printing,,,31
H.B. 3,2023-RS,House,Executive Branch - Governor,2023-03-13,House/ to Governor,,,32
H.B. 3,2023-RS,,Lieutenant Governor's office for filing,2023-03-23,Governor Signed,,,33
H.B. 4,2023-RS,,Legislative Research and General Counsel,2023-01-14,Bill Numbered but not Distributed,,,1
H.B. 4,2023-RS,,Legislative Research and General Counsel,2023-01-14,Numbered Bill Publicly Distributed,,,2
H.B. 4,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-14,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 4,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-16,LFA/ fiscal note sent to sponsor,,,4
H.B. 4,2023-RS,House,Clerk of the House,2023-01-17,House/ received bill from Legislative Research,,,5
H.B. 4,2023-RS,Fiscal,Clerk of the House,2023-01-17,LFA/ fiscal note publicly available,,,6
H.B. 4,2023-RS,House,Clerk of the House,2023-01-17,House/ received fiscal note from Fiscal Analyst,,,7
H.B. 4,2023-RS,House,House Rules Committee,2023-01-17,House/ 1st reading (Introduced),,,8
H.B. 4,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ Rules to 3rd Reading Calendar,,,9
H.B. 4,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ 2nd reading,,,10
H.B. 4,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ 3rd reading,,,11
H.B. 4,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=76&house=H,12
H.B. 4,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-25,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=94&house=H,13
H.B. 4,2023-RS,House,Senate Secretary,2023-01-25,House/ passed 3rd reading,71 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=95&house=H,14
H.B. 4,2023-RS,House,Senate Secretary,2023-01-25,House/ to Senate,,,15
H.B. 4,2023-RS,Senate,Waiting for Introduction in the Senate,2023-01-26,Senate/ received from House,,,16
H.B. 4,2023-RS,Senate,Senate Rules Committee,2023-01-26,Senate/ 1st reading (Introduced),,,17
H.B. 4,2023-RS,Senate,Senate 2nd Reading Calendar,2023-01-26,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 4,2023-RS,Senate,Senate President,2023-01-26,Senate/ passed 2nd & 3rd readings/ suspension,26 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=101&house=S,19
H.B. 4,2023-RS,Senate,House Speaker,2023-01-26,Senate/ signed by President/ returned to House,,,20
H.B. 4,2023-RS,Senate,House Speaker,2023-01-26,Senate/ to House,,,21
H.B. 4,2023-RS,House,House Speaker,2023-01-26,House/ received from Senate,,,22
H.B. 4,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-01-26,House/ signed by Speaker/ sent for enrolling,,,23
H.B. 4,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-01-27,Bill Received from House for Enrolling,,,24
H.B. 4,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-01-27,Draft of Enrolled Bill Prepared,,,25
H.B. 4,2023-RS,,Clerk of the House,2023-01-27,Enrolled Bill Returned to House or Senate,,,26
H.B. 4,2023-RS,House,Clerk of the House,2023-01-27,House/ enrolled bill to Printing,,,27
H.B. 4,2023-RS,House,Executive Branch - Governor,2023-01-31,House/ to Governor,,,28
H.B. 4,2023-RS,,Lieutenant Governor's office for filing,2023-02-02,Governor Signed,,,29
H.B. 6,2023-RS,,Legislative Research and General Counsel,2023-01-14,Bill Numbered but not Distributed,,,1
H.B. 6,2023-RS,,Legislative Research and General Counsel,2023-01-14,Numbered Bill Publicly Distributed,,,2
H.B. 6,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-14,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 6,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-16,LFA/ fiscal note sent to sponsor,,,4
H.B. 6,2023-RS,House,Clerk of the House,2023-01-17,House/ received bill from Legislative Research,,,5
H.B. 6,2023-RS,Fiscal,Clerk of the House,2023-01-17,LFA/ fiscal note publicly available,,,6
H.B. 6,2023-RS,House,House Rules Committee,2023-01-17,House/ 1st reading (Introduced),,,7
H.B. 6,2023-RS,House,House Rules Committee,2023-01-18,House/ received fiscal note from Fiscal Analyst,,,8
H.B. 6,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ Rules to 3rd Reading Calendar,,,9
H.B. 6,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ 2nd reading,,,10
H.B. 6,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ 3rd reading,,,11
H.B. 6,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=77&house=H,12
H.B. 6,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-25,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=96&house=H,13
H.B. 6,2023-RS,House,Senate Secretary,2023-01-25,House/ passed 3rd reading,72 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=97&house=H,14
H.B. 6,2023-RS,House,Senate Secretary,2023-01-25,House/ to Senate,,,15
H.B. 6,2023-RS,Senate,Waiting for Introduction in the Senate,2023-01-26,Senate/ received from House,,,16
H.B. 6,2023-RS,Senate,Senate Rules Committee,2023-01-26,Senate/ 1st reading (Introduced),,,17
H.B. 6,2023-RS,Senate,Senate 2nd Reading Calendar,2023-01-26,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 6,2023-RS,Senate,Senate President,2023-01-26,Senate/ passed 2nd & 3rd readings/ suspension,26 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=102&house=S,19
H.B. 6,2023-RS,Senate,House Speaker,2023-01-26,Senate/ signed by President/ returned to House,,,20
H.B. 6,2023-RS,Senate,House Speaker,2023-01-26,Senate/ to House,,,21
H.B. 6,2023-RS,House,House Speaker,2023-01-26,House/ received from Senate,,,22
H.B. 6,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-01-26,House/ signed by Speaker/ sent for enrolling,,,23
H.B. 6,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-01-27,Bill Received from House for Enrolling,,,24
H.B. 6,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-01-27,Draft of Enrolled Bill Prepared,,,25
H.B. 6,2023-RS,,Clerk of the House,2023-01-27,Enrolled Bill Returned to House or Senate,,,26
H.B. 6,2023-RS,House,Clerk of the House,2023-01-27,House/ enrolled bill to Printing,,,27
H.B. 6,2023-RS,House,Executive Branch - Governor,2023-01-31,House/ to Governor,,,28
H.B. 6,2023-RS,,Lieutenant Governor's office for filing,2023-02-02,Governor Signed,,,29
H.B. 7,2023-RS,,Legislative Research and General Counsel,2023-01-13,Bill Numbered but not Distributed,,,1
H.B. 7,2023-RS,,Legislative Research and General Counsel,2023-01-14,Numbered Bill Publicly Distributed,,,2
H.B. 7,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-14,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 7,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-14,LFA/ fiscal note sent to sponsor,,,4
H.B. 7,2023-RS,Fiscal,Legislative Research and General Counsel,2023-01-16,LFA/ fiscal note publicly available,,,5
H.B. 7,2023-RS,House,Clerk of the House,2023-01-17,House/ received bill from Legislative Research,,,6
H.B. 7,2023-RS,House,Clerk of the House,2023-01-17,House/ received fiscal note from Fiscal Analyst,,,7
H.B. 7,2023-RS,House,House Rules Committee,2023-01-17,House/ 1st reading (Introduced),,,8
H.B. 7,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ Rules to 3rd Reading Calendar,,,9
H.B. 7,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ 2nd reading,,,10
H.B. 7,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ 3rd reading,,,11
H.B. 7,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-24,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=78&house=H,12
H.B. 7,2023-RS,House,House 3rd Reading Calendar for House bills,2023-01-25,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=98&house=H,13
H.B. 7,2023-RS,House,Senate Secretary,2023-01-25,House/ passed 3rd reading,71 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=99&house=H,14
H.B. 7,2023-RS,House,Senate Secretary,2023-01-25,House/ to Senate,,,15
H.B. 7,2023-RS,Senate,Waiting for Introduction in the Senate,2023-01-26,Senate/ received from House,,,16
H.B. 7,2023-RS,Senate,Senate Rules Committee,2023-01-26,Senate/ 1st reading (Introduced),,,17
H.B. 7,2023-RS,Senate,Senate 2nd Reading Calendar,2023-01-26,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 7,2023-RS,Senate,Senate President,2023-01-26,Senate/ passed 2nd & 3rd readings/ suspension,27 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=103&house=S,19
H.B. 7,2023-RS,Senate,House Speaker,2023-01-26,Senate/ signed by President/ returned to House,,,20
H.B. 7,2023-RS,Senate,House Speaker,2023-01-26,Senate/ to House,,,21
H.B. 7,2023-RS,House,House Speaker,2023-01-26,House/ received from Senate,,,22
H.B. 7,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-01-26,House/ signed by Speaker/ sent for enrolling,,,23
H.B. 7,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-01-27,Bill Received from House for Enrolling,,,24
H.B. 7,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-01-27,Draft of Enrolled Bill Prepared,,,25
H.B. 7,2023-RS,,Clerk of the House,2023-01-27,Enrolled Bill Returned to House or Senate,,,26
H.B. 7,2023-RS,House,Clerk of the House,2023-01-27,House/ enrolled bill to Printing,,,27
H.B. 7,2023-RS,House,Executive Branch - Governor,2023-01-31,House/ to Governor,,,28
H.B. 7,2023-RS,,Lieutenant Governor's office for filing,2023-02-02,Governor Signed,,,29
H.B. 8,2023-RS,,Legislative Research and General Counsel,2023-01-14,Bill Numbered but not Distributed,,,1
H.B. 8,2023-RS,,Legislative Research and General Counsel,2023-01-14,Numbered Bill Publicly Distributed,,,2
H.B. 8,2023-RS,House,Clerk of the House,2023-01-17,House/ received bill from Legislative Research,,,3
H.B. 8,2023-RS,House,Clerk of the House,2023-01-17,House/ received fiscal note from Fiscal Analyst,,,4
H.B. 8,2023-RS,House,House Rules Committee,2023-01-17,House/ 1st reading (Introduced),,,5
H.B. 8,2023-RS,Fiscal,House Rules Committee,2023-02-26,LFA/ fiscal note sent to sponsor,,,6
H.B. 8,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ to Printing with fiscal note,,,7
H.B. 8,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ Rules to 3rd Reading Calendar,,,8
H.B. 8,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ 2nd reading,,,9
H.B. 8,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ 3rd reading,,,10
H.B. 8,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-27,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1058&house=H,11
H.B. 8,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-28,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1138&house=H,12
H.B. 8,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-28,House/ substituted from # 0 to # 1,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1139&house=H,13
H.B. 8,2023-RS,House,Senate Secretary,2023-02-28,House/ passed 3rd reading,73 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1140&house=H,14
H.B. 8,2023-RS,House,Senate Secretary,2023-02-28,House/ to Senate,,,15
H.B. 8,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-28,Senate/ received from House,,,16
H.B. 8,2023-RS,Senate,Senate Rules Committee,2023-03-01,Senate/ 1st reading (Introduced),,,17
H.B. 8,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ Rules to 2nd Reading Calendar,,,18
H.B. 8,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ 2nd & 3rd readings/ suspension,,,19
H.B. 8,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1672&house=S,20
H.B. 8,2023-RS,Senate,Senate 2nd Reading Calendar,2023-03-01,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1685&house=S,21
H.B. 8,2023-RS,Senate,Senate President,2023-03-01,Senate/ passed 2nd & 3rd readings/ suspension,27 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1686&house=S,22
H.B. 8,2023-RS,Senate,House Speaker,2023-03-01,Senate/ signed by President/ returned to House,,,23
H.B. 8,2023-RS,Senate,House Speaker,2023-03-01,Senate/ to House,,,24
H.B. 8,2023-RS,House,House Speaker,2023-03-01,House/ received from Senate,,,25
H.B. 8,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-03-01,House/ signed by Speaker/ sent for enrolling,,,26
H.B. 8,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-09,Bill Received from House for Enrolling,,,27
H.B. 8,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-09,Draft of Enrolled Bill Prepared,,,28
H.B. 8,2023-RS,,Clerk of the House,2023-03-09,Enrolled Bill Returned to House or Senate,,,29
H.B. 8,2023-RS,House,Clerk of the House,2023-03-09,House/ enrolled bill to Printing,,,30
H.B. 8,2023-RS,House,Clerk of the House,2023-03-13,House/ received enrolled bill from Printing,,,31
H.B. 8,2023-RS,House,Executive Branch - Governor,2023-03-13,House/ to Governor,,,32
H.B. 8,2023-RS,,Lieutenant Governor's office for filing,2023-03-23,Governor Line Item Veto,,,33
H.B. 11,2023-RS,,Legislative Research and General Counsel,2022-12-13,Bill Numbered but not Distributed,,,1
H.B. 11,2023-RS,,Legislative Research and General Counsel,2022-12-16,Numbered Bill Publicly Distributed,,,2
H.B. 11,2023-RS,Fiscal,Legislative Research and General Counsel,2022-12-16,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 11,2023-RS,Fiscal,Legislative Research and General Counsel,2022-12-16,LFA/ fiscal note publicly available,,,4
H.B. 11,2023-RS,House,Clerk of the House,2023-01-04,House/ received bill from Legislative Research,,,5
H.B. 11,2023-RS,House,Clerk of the House,2023-01-17,House/ received fiscal note from Fiscal Analyst,,,6
H.B. 11,2023-RS,House,House Rules Committee,2023-01-17,House/ 1st reading (Introduced),,,7
H.B. 11,2023-RS,House,House Political Subdivisions Committee,2023-01-17,House/ to standing committee,,,8
H.B. 11,2023-RS,,House Political Subdivisions Committee,2023-01-18,House Comm - Favorable Recommendation,11 0 0,https://le.utah.gov/mtgvotes.jsp?voteid=25565,9
H.B. 11,2023-RS,,House Political Subdivisions Committee,2023-01-18,House Comm - Consent Calendar Recommendation,11 0 0,https://le.utah.gov/mtgvotes.jsp?voteid=25566,10
H.B. 11,2023-RS,House,House Political Subdivisions Committee,2023-01-19,House/ comm rpt/ placed on Consent Calendar,,,11
H.B. 11,2023-RS,House,House Consent Calendar,2023-01-19,House/ 2nd reading,,,12
H.B. 11,2023-RS,House,House Consent Calendar,2023-01-23,House/ 3rd reading,,,13
H.B. 11,2023-RS,House,Senate Secretary,2023-01-23,House/ passed 3rd reading,72 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=63&house=H,14
H.B. 11,2023-RS,House,Senate Secretary,2023-01-23,House/ to Senate,,,15
H.B. 11,2023-RS,Senate,Waiting for Introduction in the Senate,2023-01-24,Senate/ received from House,,,16
