bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
S.B. 4001,2024-S4,"Sen. Plumb, Jen","Rep. Loubet, Anthony E.",Jacqueline Carlton,,"22 Aug 2024, Governor Signed",Justice Court Jurisdiction,This bill addresses justice court jurisdiction.,,https://le.utah.gov/~2024S4/bills/static/SB4001.html
S.B. 4002,2024-S4,"Sen. Vickers, Evan J.","Rep. Teuscher, Jordan D.",Thomas R. Vaughn,,"22 Aug 2024, Governor Signed",Ballot Proposition Amendments,This bill amends election provisions regarding a proposed constitutional amendment.,,https://le.utah.gov/~2024S4/bills/static/SB4002.html
S.B. 4003,2024-S4,"Sen. Cullimore, Kirk A.","Rep. Kyle, Jason B.",Thomas R. Vaughn,,"22 Aug 2024, Governor Signed",Statewide Initiative and Referendum Amendments,"This bill, contingent on the passage of a constitutional amendment, extends the amount of time that the sponsors of a referendum petition have to gather signatures to qualify the referendum for the ballot.",,https://le.utah.gov/~2024S4/bills/static/SB4003.html
S.J.R. 401,2024-S4,"Sen. Cullimore, Kirk A.","Rep. Teuscher, Jordan D.",Andrea Valenti Arthur,,"22 Aug 2024, Senate/ to Lieutenant Governor",Proposal to Amend Utah Constitution - Voter Legislative Power,This joint resolution of the Utah Legislature proposes to amend the Utah Constitution to modify provisions relating to voter powers.,,https://le.utah.gov/~2024S4/bills/static/SJR401.html
