bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
H.B. 1001,2023-S1,"Rep. Peterson, Val L.","Sen. Stevenson, Jerry W.",Christine R. Gilbert,,"18 May 2023, Governor Signed",Emergency Response Funding,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2022 and ending June 30, 2023 and for the fiscal year beginning July 1, 2023 and ending June 30, 2024.",,https://le.utah.gov/~2023S1/bills/static/HB1001.html
H.B. 1002,2023-S1,"Rep. Wilcox, Ryan D.","Sen. Weiler, Todd D.",Jackie Rogers,,"18 May 2023, Governor Signed",Restricted Persons Amendments,This bill amends provisions concerning dangerous weapons restrictions for certain persons.,,https://le.utah.gov/~2023S1/bills/static/HB1002.html
H.B. 1003,2023-S1,"Rep. Snider, Casey","Sen. Harper, Wayne A.",Andrea Valenti Arthur,,"18 May 2023, Governor Signed",Firefighter Death Benefit Amendments,This bill modifies the death benefit for certain firefighters under the Firefighters' Retirement Act.,,https://le.utah.gov/~2023S1/bills/static/HB1003.html
H.J.R. 101,2023-S1,"Rep. Schultz, Mike","Sen. Vickers, Evan J.",Kurt P. Gasser,,"18 May 2023, House/ to Lieutenant Governor",Joint Resolution Extending Emergency Powers for Flood Mitigation and Infrastructure Rehabilitation,This resolution extends the state of emergency declared by the Governor to address flood risks throughout the state.,,https://le.utah.gov/~2023S1/bills/static/HJR101.html
