bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
H.B. 2001,2023-S2,"Rep. Musselman, Calvin R.","Sen. Sandall, Scott D.",Thomas R. Vaughn,001,"17 Jun 2023, Governor Signed",Election Amendments,"This bill enacts provisions relating to a special congressional election, and the municipal elections, held in 2023.",,https://le.utah.gov/~2023S2/bills/static/HB2001.html
