bill_id,session,chamber,location,action_date,action,vote,vote_url,order
H.B. 63,2024-RS,,Senate Business and Labor Committee,2024-02-02,Senate Comm - Favorable Recommendation,4 0 4,https://le.utah.gov/mtgvotes.jsp?voteid=30742,19
H.B. 63,2024-RS,Senate,Senate Business and Labor Committee,2024-02-05,Senate/ committee report favorable,,,20
H.B. 63,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-05,Senate/ placed on 2nd Reading Calendar,,,21
H.B. 63,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-08,Senate/ 2nd reading,,,22
H.B. 63,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-08,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=568&house=S,23
H.B. 63,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-14,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=814&house=S,24
H.B. 63,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-14,Senate/ passed 2nd reading,27 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=815&house=S,25
H.B. 63,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-14,Senate/ 3rd reading,,,26
H.B. 63,2024-RS,Senate,Senate 3rd Reading Calendar Table,2024-02-14,Senate/ placed on 3rd Reading Calendar table,,,27
H.B. 63,2024-RS,Senate,Senate Rules Committee,2024-02-27,Senate/ 3nd Reading Calendar to Rules,,,28
H.B. 63,2024-RS,Senate,Senate Secretary,2024-03-01,Senate/ strike enacting clause,,,29
H.B. 63,2024-RS,Senate,Clerk of the House,2024-03-01,Senate/ to House,,,30
H.B. 63,2024-RS,House,Clerk of the House,2024-03-01,House/ received from Senate,,,31
H.B. 63,2024-RS,House,House file for bills not passed,2024-03-01,House/ filed,,,32
H.B. 64,2024-RS,,Legislative Research and General Counsel,2023-12-22,Bill Numbered but not Distributed,,,1
H.B. 64,2024-RS,,Legislative Research and General Counsel,2023-12-22,Numbered Bill Publicly Distributed,,,2
H.B. 64,2024-RS,Fiscal,Legislative Research and General Counsel,2023-12-22,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 64,2024-RS,Fiscal,Legislative Research and General Counsel,2023-12-29,LFA/ fiscal note publicly available,,,4
H.B. 64,2024-RS,House,Clerk of the House,2024-01-10,House/ received bill from Legislative Research,,,5
H.B. 64,2024-RS,House,Clerk of the House,2024-01-16,House/ received fiscal note from Fiscal Analyst,,,6
H.B. 64,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,7
H.B. 64,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-17,House/ Rules to 3rd Reading Calendar,,,8
H.B. 64,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-17,House/ 2nd reading,,,9
H.B. 64,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-18,House/ 3rd reading,,,10
H.B. 64,2024-RS,House,Senate Secretary,2024-01-18,House/ passed 3rd reading,72 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=31&house=H,11
H.B. 64,2024-RS,House,Senate Secretary,2024-01-18,House/ to Senate,,,12
H.B. 64,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-18,Senate/ received from House,,,13
H.B. 64,2024-RS,Senate,Senate Rules Committee,2024-01-19,Senate/ 1st reading (Introduced),,,14
H.B. 64,2024-RS,Senate,Senate Business and Labor Committee,2024-01-25,Senate/ to standing committee,,,15
H.B. 64,2024-RS,,Senate Business and Labor Committee,2024-01-30,Senate Comm - Favorable Recommendation,5 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=30472,16
H.B. 64,2024-RS,Senate,Senate Business and Labor Committee,2024-01-31,Senate/ committee report favorable,,,17
H.B. 64,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-31,Senate/ placed on 2nd Reading Calendar,,,18
H.B. 64,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-08,Senate/ 2nd reading,,,19
H.B. 64,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-08,Senate/ passed 2nd reading,29 0 0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=541&house=S,20
H.B. 64,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-09,Senate/ 3rd reading,,,21
H.B. 64,2024-RS,Senate,Senate President,2024-02-09,Senate/ passed 3rd reading,23 0 6,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=578&house=S,22
H.B. 64,2024-RS,Senate,House Speaker,2024-02-09,Senate/ signed by President/ returned to House,,,23
H.B. 64,2024-RS,Senate,House Speaker,2024-02-09,Senate/ to House,,,24
H.B. 64,2024-RS,House,House Speaker,2024-02-12,House/ received from Senate,,,25
H.B. 64,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-02-12,House/ signed by Speaker/ sent for enrolling,,,26
H.B. 64,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-12,Bill Received from House for Enrolling,,,27
H.B. 64,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-12,Draft of Enrolled Bill Prepared,,,28
H.B. 64,2024-RS,,Clerk of the House,2024-02-12,Enrolled Bill Returned to House or Senate,,,29
H.B. 64,2024-RS,House,Clerk of the House,2024-02-12,House/ enrolled bill to Printing,,,30
H.B. 64,2024-RS,House,Clerk of the House,2024-02-14,House/ received enrolled bill from Printing,,,31
H.B. 64,2024-RS,House,Executive Branch - Governor,2024-02-14,House/ to Governor,,,32
H.B. 64,2024-RS,,Lieutenant Governor's office for filing,2024-02-16,Governor Signed,,,33
H.B. 65,2024-RS,,Legislative Research and General Counsel,2023-12-26,Bill Numbered but not Distributed,,,1
H.B. 65,2024-RS,,Legislative Research and General Counsel,2023-12-26,Numbered Bill Publicly Distributed,,,2
H.B. 65,2024-RS,House,Clerk of the House,2024-01-10,House/ received bill from Legislative Research,,,3
H.B. 65,2024-RS,House,Clerk of the House,2024-01-16,House/ received fiscal note from Fiscal Analyst,,,4
H.B. 65,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,5
H.B. 65,2024-RS,House,"House Natural Resources, Agriculture, and Environment Committee",2024-01-16,House/ to standing committee,,,6
H.B. 65,2024-RS,,"House Natural Resources, Agriculture, and Environment Committee",2024-01-18,House Comm - Substitute Recommendation from # 0 to # 1,11 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=29823,7
H.B. 65,2024-RS,,"House Natural Resources, Agriculture, and Environment Committee",2024-01-18,House Comm - Amendment Recommendation # 1,11 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=29825,8
H.B. 65,2024-RS,,"House Natural Resources, Agriculture, and Environment Committee",2024-01-18,House Comm - Held,12 0 2,https://le.utah.gov/mtgvotes.jsp?voteid=29826,9
H.B. 65,2024-RS,Fiscal,"House Natural Resources, Agriculture, and Environment Committee",2024-01-22,LFA/ fiscal note sent to sponsor,,,10
H.B. 65,2024-RS,Fiscal,"House Natural Resources, Agriculture, and Environment Committee",2024-01-22,LFA/ fiscal note publicly available,,,11
H.B. 65,2024-RS,,"House Natural Resources, Agriculture, and Environment Committee",2024-02-27,House Comm - Returned to Rules,,,12
H.B. 65,2024-RS,House,House Rules Committee,2024-02-27,House/ comm rpt/ sent to Rules/ substituted/ amend,,,13
H.B. 65,2024-RS,House,Clerk of the House,2024-03-01,House/ strike enacting clause,,,14
H.B. 65,2024-RS,House,House file for bills not passed,2024-03-01,House/ filed,,,15
H.B. 66,2024-RS,,Legislative Research and General Counsel,2023-12-26,Bill Numbered but not Distributed,,,1
H.B. 66,2024-RS,,Legislative Research and General Counsel,2023-12-26,Numbered Bill Publicly Distributed,,,2
H.B. 66,2024-RS,Fiscal,Legislative Research and General Counsel,2023-12-26,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 66,2024-RS,House,Clerk of the House,2024-01-10,House/ received bill from Legislative Research,,,4
H.B. 66,2024-RS,Fiscal,Clerk of the House,2024-01-11,LFA/ fiscal note sent to sponsor,,,5
H.B. 66,2024-RS,Fiscal,Clerk of the House,2024-01-16,LFA/ fiscal note publicly available,,,6
H.B. 66,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,7
H.B. 66,2024-RS,House,House Rules Committee,2024-01-17,House/ received fiscal note from Fiscal Analyst,,,8
H.B. 66,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-17,House/ Rules to 3rd Reading Calendar,,,9
H.B. 66,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-17,House/ 2nd reading,,,10
H.B. 66,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-18,House/ 3rd reading,,,11
H.B. 66,2024-RS,House,Senate Secretary,2024-01-18,House/ passed 3rd reading,69 0 6,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=32&house=H,12
H.B. 66,2024-RS,House,Senate Secretary,2024-01-18,House/ to Senate,,,13
H.B. 66,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-18,Senate/ received from House,,,14
H.B. 66,2024-RS,Senate,Senate Rules Committee,2024-01-19,Senate/ 1st reading (Introduced),,,15
H.B. 66,2024-RS,Senate,Senate Revenue and Taxation Committee,2024-01-19,Senate/ to standing committee,,,16
H.B. 66,2024-RS,,Senate Revenue and Taxation Committee,2024-01-24,Senate Comm - Favorable Recommendation,5 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=30161,17
H.B. 66,2024-RS,Senate,Senate Revenue and Taxation Committee,2024-01-25,Senate/ committee report favorable,,,18
H.B. 66,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-25,Senate/ placed on 2nd Reading Calendar,,,19
H.B. 66,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-01,Senate/ 2nd reading,,,20
H.B. 66,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-01,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=299&house=S,21
H.B. 66,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-01,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=310&house=S,22
H.B. 66,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-01,Senate/ passed 2nd reading,28 0 1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=311&house=S,23
H.B. 66,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-02,Senate/ 3rd reading,,,24
H.B. 66,2024-RS,Senate,Senate President,2024-02-02,Senate/ passed 3rd reading,25 0 4,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=346&house=S,25
H.B. 66,2024-RS,Senate,House Speaker,2024-02-02,Senate/ signed by President/ returned to House,,,26
H.B. 66,2024-RS,Senate,House Speaker,2024-02-02,Senate/ to House,,,27
H.B. 66,2024-RS,House,House Speaker,2024-02-02,House/ received from Senate,,,28
H.B. 66,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-02-02,House/ signed by Speaker/ sent for enrolling,,,29
H.B. 66,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-06,Bill Received from House for Enrolling,,,30
H.B. 66,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-06,Draft of Enrolled Bill Prepared,,,31
H.B. 66,2024-RS,,Clerk of the House,2024-03-08,Enrolled Bill Returned to House or Senate,,,32
H.B. 66,2024-RS,House,Clerk of the House,2024-03-08,House/ enrolled bill to Printing,,,33
H.B. 66,2024-RS,House,Clerk of the House,2024-03-11,House/ received enrolled bill from Printing,,,34
H.B. 66,2024-RS,House,Executive Branch - Governor,2024-03-11,House/ to Governor,,,35
H.B. 66,2024-RS,,Lieutenant Governor's office for filing,2024-03-14,Governor Signed,,,36
H.B. 67,2024-RS,,Legislative Research and General Counsel,2023-12-26,Bill Numbered but not Distributed,,,1
H.B. 67,2024-RS,,Legislative Research and General Counsel,2023-12-26,Numbered Bill Publicly Distributed,,,2
H.B. 67,2024-RS,House,Clerk of the House,2024-01-10,House/ received bill from Legislative Research,,,3
H.B. 67,2024-RS,House,Clerk of the House,2024-01-16,House/ received fiscal note from Fiscal Analyst,,,4
H.B. 67,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,5
H.B. 67,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-17,House/ Rules to 3rd Reading Calendar,,,6
H.B. 67,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-17,House/ 2nd reading,,,7
H.B. 67,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-18,House/ 3rd reading,,,8
H.B. 67,2024-RS,House,Senate Secretary,2024-01-18,House/ passed 3rd reading,70 0 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=33&house=H,9
H.B. 67,2024-RS,House,Senate Secretary,2024-01-18,House/ to Senate,,,10
H.B. 67,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-18,Senate/ received from House,,,11
H.B. 67,2024-RS,Senate,Senate Rules Committee,2024-01-19,Senate/ 1st reading (Introduced),,,12
H.B. 67,2024-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-01-19,Senate/ to standing committee,,,13
H.B. 67,2024-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-01-23,Senate Comm - Favorable Recommendation,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=30051,14
H.B. 67,2024-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-01-24,Senate/ committee report favorable,,,15
H.B. 67,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-24,Senate/ placed on 2nd Reading Calendar,,,16
H.B. 67,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-31,Senate/ 2nd reading,,,17
H.B. 67,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-31,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=269&house=S,18
H.B. 67,2024-RS,Fiscal,Senate 2nd Reading Calendar,2024-02-01,LFA/ fiscal note sent to sponsor,,,19
H.B. 67,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-01,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=288&house=S,20
H.B. 67,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-01,Senate/ substituted from # 0 to # 1,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=289&house=S,21
H.B. 67,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-01,Senate/ passed 2nd reading,24 0 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=290&house=S,22
H.B. 67,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-01,Senate/ 3rd reading,,,23
H.B. 67,2024-RS,Senate,Senate 3rd Reading Calendar Table,2024-02-01,Senate/ placed on 3rd Reading Calendar table,,,24
H.B. 67,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-02,Senate/ placed back on 3rd Reading Calendar,,,25
H.B. 67,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-02,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=364&house=S,26
H.B. 67,2024-RS,Fiscal,Senate 3rd Reading Calendar,2024-02-05,LFA/ fiscal note publicly available,,,27
H.B. 67,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-07,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=507&house=S,28
H.B. 67,2024-RS,Senate,Clerk of the House,2024-02-07,Senate/ passed 3rd reading,26 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=508&house=S,29
H.B. 67,2024-RS,Senate,Clerk of the House,2024-02-07,Senate/ to House with amendments,,,30
H.B. 67,2024-RS,House,Clerk of the House,2024-02-08,House/ received from Senate,,,31
H.B. 67,2024-RS,House,House Concurrence Calendar,2024-02-08,House/ placed on Concurrence Calendar,,,32
H.B. 67,2024-RS,House,Senate President,2024-02-09,House/ concurs with Senate amendment,65 0 10,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=408&house=H,33
H.B. 67,2024-RS,House,Senate President,2024-02-09,House/ to Senate,,,34
H.B. 67,2024-RS,Senate,Senate President,2024-02-12,Senate/ received from House,,,35
H.B. 67,2024-RS,Senate,House Speaker,2024-02-12,Senate/ signed by President/ returned to House,,,36
H.B. 67,2024-RS,Senate,House Speaker,2024-02-12,Senate/ to House,,,37
H.B. 67,2024-RS,House,House Speaker,2024-02-12,House/ received from Senate,,,38
H.B. 67,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-02-12,House/ signed by Speaker/ sent for enrolling,,,39
H.B. 67,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-12,Bill Received from House for Enrolling,,,40
H.B. 67,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-12,Draft of Enrolled Bill Prepared,,,41
H.B. 67,2024-RS,,Clerk of the House,2024-03-07,Enrolled Bill Returned to House or Senate,,,42
H.B. 67,2024-RS,House,Clerk of the House,2024-03-07,House/ enrolled bill to Printing,,,43
H.B. 67,2024-RS,House,Clerk of the House,2024-03-08,House/ received enrolled bill from Printing,,,44
H.B. 67,2024-RS,House,Executive Branch - Governor,2024-03-08,House/ to Governor,,,45
H.B. 67,2024-RS,,Lieutenant Governor's office for filing,2024-03-12,Governor Signed,,,46
H.B. 68,2024-RS,,Legislative Research and General Counsel,2023-12-26,Bill Numbered but not Distributed,,,1
H.B. 68,2024-RS,,Legislative Research and General Counsel,2023-12-26,Numbered Bill Publicly Distributed,,,2
H.B. 68,2024-RS,House,Clerk of the House,2024-01-10,House/ received bill from Legislative Research,,,3
H.B. 68,2024-RS,House,Clerk of the House,2024-01-16,House/ received fiscal note from Fiscal Analyst,,,4
H.B. 68,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,5
H.B. 68,2024-RS,House,House Law Enforcement and Criminal Justice Committee,2024-01-17,House/ to standing committee,,,6
H.B. 68,2024-RS,,House Law Enforcement and Criminal Justice Committee,2024-01-18,House Comm - Favorable Recommendation,7 2 3,https://le.utah.gov/mtgvotes.jsp?voteid=29806,7
H.B. 68,2024-RS,House,House Law Enforcement and Criminal Justice Committee,2024-01-19,House/ committee report favorable,,,8
H.B. 68,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-19,House/ 2nd reading,,,9
H.B. 68,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-22,House/ 3rd reading,,,10
H.B. 68,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-22,House/ floor amendment failed # 1,34 36 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=64&house=H,11
H.B. 68,2024-RS,House,Clerk of the House,2024-01-22,House/ failed,29 41 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=65&house=H,12
H.B. 68,2024-RS,House,House file for bills not passed,2024-01-22,House/ filed,,,13
H.B. 68,2024-RS,House,Clerk of the House,2024-01-23,House/ motion to reconsider,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=85&house=H,14
H.B. 68,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=86&house=H,15
H.B. 68,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-24,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=103&house=H,16
H.B. 68,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-24,House/ floor amendment # 3,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=104&house=H,17
H.B. 68,2024-RS,House,Senate Secretary,2024-01-24,House/ passed 3rd reading,58 13 4,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=105&house=H,18
H.B. 68,2024-RS,House,Senate Secretary,2024-01-24,House/ to Senate,,,19
H.B. 68,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-24,Senate/ received from House,,,20
H.B. 68,2024-RS,Senate,Senate Rules Committee,2024-01-25,Senate/ 1st reading (Introduced),,,21
H.B. 68,2024-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-01-26,Senate/ to standing committee,,,22
H.B. 68,2024-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-01-31,Senate Comm - Substitute Recommendation from # 0 to # 1,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=30575,23
H.B. 68,2024-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-01-31,Senate Comm - Held,,,24
H.B. 68,2024-RS,Fiscal,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-02-06,LFA/ fiscal note sent to sponsor,,,25
H.B. 68,2024-RS,House,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-02-06,House/ to Printing with fiscal note,,,26
H.B. 68,2024-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-02-12,Senate Comm - Substitute Recommendation from # 1 to # 2,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=31450,27
H.B. 68,2024-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-02-12,Senate Comm - Amendment Recommendation # 2,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=31452,28
H.B. 68,2024-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-02-12,Senate Comm - Favorable Recommendation,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=31457,29
H.B. 68,2024-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2024-02-12,Senate/ comm rpt/ substituted/ amended,,,30
H.B. 68,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-12,Senate/ placed on 2nd Reading Calendar,,,31
H.B. 68,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-21,Senate/ 2nd & 3rd readings/ suspension,,,32
H.B. 68,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-21,Senate/ passed 2nd reading,23 0 6,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1213&house=S,33
H.B. 68,2024-RS,Senate,Senate 3rd Reading Calendar,2024-02-21,Senate/ 3rd reading,,,34
H.B. 68,2024-RS,Senate,Senate 3rd Reading Calendar Table,2024-02-21,Senate/ placed on 3rd Reading Calendar table,,,35
H.B. 68,2024-RS,Senate,Senate Rules Committee,2024-02-27,Senate/ 3nd Reading Calendar to Rules,,,36
H.B. 68,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-27,Senate/ Rules to 2nd Reading Calendar,,,37
H.B. 68,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-27,Senate/ placed on 2nd Reading Calendar,,,38
H.B. 68,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-27,Senate/ floor amendment # 3,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1670&house=S,39
H.B. 68,2024-RS,Senate,Clerk of the House,2024-02-27,Senate/ passed 2nd & 3rd readings/ suspension,28 0 1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1671&house=S,40
H.B. 68,2024-RS,Senate,Clerk of the House,2024-02-27,Senate/ to House with amendments,,,41
H.B. 68,2024-RS,House,Clerk of the House,2024-02-28,House/ received from Senate,,,42
H.B. 68,2024-RS,House,House Concurrence Calendar,2024-02-28,House/ placed on Concurrence Calendar,,,43
H.B. 68,2024-RS,House,Senate President,2024-02-28,House/ concurs with Senate amendment,39 31 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1193&house=H,44
H.B. 68,2024-RS,House,Senate President,2024-02-28,House/ to Senate,,,45
H.B. 68,2024-RS,Senate,Senate President,2024-02-28,Senate/ received from House,,,46
H.B. 68,2024-RS,Senate,House Speaker,2024-02-28,Senate/ signed by President/ returned to House,,,47
H.B. 68,2024-RS,Senate,House Speaker,2024-02-28,Senate/ to House,,,48
H.B. 68,2024-RS,House,House Speaker,2024-02-29,House/ received from Senate,,,49
H.B. 68,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-02-29,House/ signed by Speaker/ sent for enrolling,,,50
H.B. 68,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-29,Bill Received from House for Enrolling,,,51
H.B. 68,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-29,Draft of Enrolled Bill Prepared,,,52
H.B. 68,2024-RS,,Clerk of the House,2024-03-07,Enrolled Bill Returned to House or Senate,,,53
H.B. 68,2024-RS,House,Clerk of the House,2024-03-07,House/ enrolled bill to Printing,,,54
H.B. 68,2024-RS,House,Clerk of the House,2024-03-08,House/ received enrolled bill from Printing,,,55
H.B. 68,2024-RS,House,Executive Branch - Governor,2024-03-08,House/ to Governor,,,56
H.B. 68,2024-RS,,Lieutenant Governor's office for filing,2024-03-13,Governor Signed,,,57
H.B. 69,2024-RS,,Legislative Research and General Counsel,2023-12-26,Bill Numbered but not Distributed,,,1
H.B. 69,2024-RS,,Legislative Research and General Counsel,2023-12-26,Numbered Bill Publicly Distributed,,,2
H.B. 69,2024-RS,House,Clerk of the House,2024-01-10,House/ received bill from Legislative Research,,,3
H.B. 69,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,4
H.B. 69,2024-RS,House,House Rules Committee,2024-01-17,House/ received fiscal note from Fiscal Analyst,,,5
H.B. 69,2024-RS,House,House Law Enforcement and Criminal Justice Committee,2024-01-18,House/ to standing committee,,,6
H.B. 69,2024-RS,,House Law Enforcement and Criminal Justice Committee,2024-01-29,House Comm - Substitute Recommendation from # 0 to # 1,11 0 1,https://le.utah.gov/mtgvotes.jsp?voteid=30389,7
H.B. 69,2024-RS,,House Law Enforcement and Criminal Justice Committee,2024-01-29,House Comm - Favorable Recommendation,11 0 1,https://le.utah.gov/mtgvotes.jsp?voteid=30390,8
H.B. 69,2024-RS,House,House Law Enforcement and Criminal Justice Committee,2024-01-30,House/ comm rpt/ substituted,,,9
H.B. 69,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-30,House/ 2nd reading,,,10
H.B. 69,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-06,House/ 3rd reading,,,11
H.B. 69,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-06,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=352&house=H,12
H.B. 69,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-09,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=419&house=H,13
H.B. 69,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-09,House/ substituted from # 1 to # 2,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=420&house=H,14
H.B. 69,2024-RS,House,Senate Secretary,2024-02-09,House/ passed 3rd reading,68 0 7,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=421&house=H,15
H.B. 69,2024-RS,House,Senate Secretary,2024-02-09,House/ to Senate,,,16
H.B. 69,2024-RS,Senate,Waiting for Introduction in the Senate,2024-02-09,Senate/ received from House,,,17
H.B. 69,2024-RS,Senate,Senate Rules Committee,2024-02-12,Senate/ 1st reading (Introduced),,,18
