Date,State,Bill No,Title,Action
"June 22, 2023",OR,HB 2656,Requires School Districts Make Available to Students Specified Informational Surveys,"Bill Passed
                           - Senate
                      

                      
                          (19 - 5)"
"June 22, 2023",OR,HB 3383,Expands the State Board of Education to Include a Representative for Classified Staff,"Bill Passed
                           - Senate
                      

                      
                          (18 - 6)"
"June 22, 2023",OR,HB 3442,Authorizes Local Governments to Allow for Affordable Housing on Certain Lands,"Bill Passed
                           - Senate
                      

                      
                          (18 - 6)"
"June 21, 2023",OR,HB 2002,Expands Medicaid to Authorize Protections for Abortion and Gender Affirming Care,"Concurrence Vote Passed
                           - House
                      

                      
                          (35 - 12)"
"June 21, 2023",OR,HB 2915,Prohibits Retail Pet Stores From Selling Dogs and Cats,"Bill Passed
                           - Senate
                      

                      
                          (21 - 3)"
"June 21, 2023",OR,HB 3043,Expands Regulations on Chemicals in Children's Products,"Bill Passed
                           - Senate
                      

                      
                          (18 - 6)"
"June 21, 2023",OR,HB 2618,Requires Department of Education Study Best Methodology for Determining Number of Students for School-Based Health ...,"Bill Passed
                           - Senate
                      

                      
                          (20 - 4)"
"June 21, 2023",OR,SB 1,Authorizes Personal Income Taxpayers to Voluntarily Report Taxpayers Self-Identified Race and Ethnicity,"Bill Passed
                           - House
                      

                      
                          (31 - 18)"
"June 21, 2023",OR,SB 3,Requires a Half Credit on Higher Education and Career Path Skills and a Half Credit on Finance Education to Earn a ...,"Bill Passed
                           - House
                      

                      
                          (42 - 7)"
"June 21, 2023",OR,SB 337,Establishes the Oregon Public Defense Commission within Judicial Branch,"Bill Passed
                           - House
                      

                      
                          (34 - 16)"
"June 21, 2023",OR,SB 80,Establishes New Requirements for Financial Aid Related to Wildfires,"Bill Passed
                           - House
                      

                      
                          (37 - 12)"
"June 21, 2023",OR,HB 2281,Requires School Districts Hire a Civil Rights Coordinator,"Bill Passed
                           - Senate
                      

                      
                          (18 - 7)"
"June 21, 2023",OR,SJR 34,Establishes Independent Public Service Compensation Commission,"Bill Passed
                           - Senate
                      

                      
                          (21 - 4)"
"June 20, 2023",OR,SB 5532,Appropriates Money Relating to the Financial Administration of the Public Defense Services Commission,"Bill Passed
                           - House
                      

                      
                          (43 - 11)"
"June 20, 2023",OR,SB 1095,Restructures Membership of Certain Boards and Commissions Based on Congressional Districts,"Bill Passed
                           - Senate
                      

                      
                          (21 - 4)"
"June 20, 2023",OR,SB 1089,Establishes the Universal Health Plan Governance Board,"Bill Passed
                           - Senate
                      

                      
                          (17 - 8)"
"June 20, 2023",OR,SB 1,Authorizes Personal Income Taxpayers to Voluntarily Report Taxpayers Self-Identified Race and Ethnicity,(17 - 8)
"June 20, 2023",OR,SB 337,Establishes the Oregon Public Defense Commission within Judicial Branch,"Bill Passed
                           - Senate
                      

                      
                          (17 - 8)"
"June 15, 2023",OR,SB 1043,Requires Hospitals to Provide Narcan,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (21 - 1)"
"June 15, 2023",OR,HB 2002,Expands Medicaid to Authorize Protections for Abortion and Gender Affirming Care,"Bill Passed
                           - Senate
                      

                      
                          (17 - 3)"
"June 14, 2023",OR,HB 2767,Establishes Requirements for Approving Resources for Recovery Schools,"Bill Passed
                           - House
                      

                      
                          (53 - 4)"
"June 14, 2023",OR,HB 2991,Requires the Department of Early Learning and Care to Evaluate Possible Barriers to Expanding the Early Childhood  ...,"Bill Passed
                           - House
                      

                      
                          (37 - 19)"
"June 14, 2023",OR,HB 3144,Establishes a Statewide Education Plan for Students who are Native Hawaiian or Pacific Islander,"Bill Passed
                           - House
                      

                      
                          (50 - 7)"
"June 13, 2023",OR,HB 5014,Requires Oregon Department of Education Make School District Budget Data More Transparent,"Bill Passed
                           - House
                      

                      
                          (42 - 16)"
"June 8, 2023",OR,HB 2656,Requires School Districts Make Available to Students Specified Informational Surveys,"Bill Passed
                           - House
                      

                      
                          (39 - 16)"
"June 8, 2023",OR,HB 2772,Classifies Domestic Terrorism as a Felony,"Bill Passed
                           - House
                      

                      
                          (49 - 5)"
"May 31, 2023",OR,SB 643,Authorizes the Individual Sale of Home Baked Goods,"Bill Passed
                           - House
                      

                      
                          (43 - 11)"
"May 25, 2023",OR,SB 1043,Requires Hospitals to Provide Narcan,"Bill Passed
                           - House
                      

                      
                          (44 - 10)"
"May 24, 2023",OR,SB 758,Requires Special Ed. Parents Receive Their Children's Records Without Undue Delay,"Bill Passed
                           - House
                      

                      
                          (54 - 2)"
"May 23, 2023",OR,SB 615,Establishes New Penalties for Street Racing and Gang Activity,"Bill Passed
                           - House
                      

                      
                          (37 - 6)"
"May 23, 2023",OR,SB 756,Authorizes Special Education Staff Access to Students Individualized Education Plans,"Bill Passed
                           - House
                      

                      
                          (38 - 18)"
"May 22, 2023",OR,SB 279,Authorizes Interstate Teacher Mobility Compact,"Bill Passed
                           - House
                      

                      
                          (55 - 2)"
"May 22, 2023",OR,SB 599,Amends Definition of Childcare Facilities to Include Mobile Homes,"Bill Passed
                           - House
                      

                      
                          (36 - 20)"
"May 3, 2023",OR,HB 2982,Requires Insurers to Offer Expanded Coverage in Case of Major Disaster,"Concurrence Vote Passed
                           - House
                      

                      
                          (42 - 17)"
"May 2, 2023",OR,HB 2982,Requires Insurers to Offer Expanded Coverage in Case of Major Disaster,"Bill Passed
                           - Senate
                      

                      
                          (16 - 12)"
"May 2, 2023",OR,HB 2005,Amends Various State Gun Control Laws,"Bill Passed
                           - House
                      

                      
                          (35 - 24)"
"May 1, 2023",OR,HB 3076,Extends Safe Surrender Period for Anonymously Leaving Infant at Authorized Facility to 60 days,"Bill Passed
                           - Senate
                      

                      
                          (15 - 13)"
"April 26, 2023",OR,SB 545,Requires the Oregon Health Authority to Adopt Rules Allowing Restaurants to Allow Consumers to Use Their Own Takeo ...,"Bill Passed
                           - House
                      

                      
                          (39 - 17)"
"April 24, 2023",OR,HB 2708,Defines and Codifies Broader Support for Classified School Staff,"Bill Passed
                           - Senate
                      

                      
                          (26 - 3)"
"April 20, 2023",OR,SB 1060,Expands Crime of Criminal Mistreatment and Defines Physical Trauma,"Bill Passed
                           - Senate
                      

                      
                          (25 - 2)"
"April 13, 2023",OR,HB 2513,Requires the Oregon Health Authority Carry Out State Voter Approved Drug Decriminalization Law,"Bill Passed
                           - House
                      

                      
                          (49 - 3)"
"April 13, 2023",OR,HB 2929,Authorizes the Water Resources Department to Seek Injunctive Relief Against Violators or Attempted Violators of St ...,"Bill Passed
                           - House
                      

                      
                          (31 - 20)"
"April 11, 2023",OR,SB 758,Requires Special Ed. Parents Receive Their Children's Records Without Undue Delay,"Bill Passed
                           - Senate
                      

                      
                          (26 - 3)"
"April 11, 2023",OR,HB 3442,Authorizes Local Governments to Allow for Affordable Housing on Certain Lands,"Bill Passed
                           - House
                      

                      
                          (41 - 13)"
"April 11, 2023",OR,SB 756,Authorizes Special Education Staff Access to Students Individualized Education Plans,"Bill Passed
                           - Senate
                      

                      
                          (26 - 3)"
"April 10, 2023",OR,HB 2281,Requires School Districts Hire a Civil Rights Coordinator,"Bill Passed
                           - House
                      

                      
                          (35 - 18)"
"April 10, 2023",OR,SB 326,Requires Owner of Property Where the Manufacture of Marijuana Takes Place to Clean Up Waste,"Bill Passed
                           - Senate
                      

                      
                          (16 - 12)"
"April 6, 2023",OR,SB 4,Authorizes the Oregon Business Development Department to Develop a Grant and Loan Program to Support Businesses Ap ...,"Bill Passed
                           - House
                      

                      
                          (44 - 10)"
"April 6, 2023",OR,SB 615,Establishes New Penalties for Street Racing and Gang Activity,"Bill Passed
                           - Senate
                      

                      
                          (19 - 7)"
"April 4, 2023",OR,HB 3243,Authorizes Auto Repair Facilities to Sue on Behalf of Their Customers,"Bill Passed
                           - House
                      

                      
                          (36 - 23)"
"April 3, 2023",OR,HB 3242,Authorizes Policyholders to Recover Actual Damages from Unfair Claim Settlement Practices,"Bill Passed
                           - House
                      

                      
                          (34 - 25)"
"April 3, 2023",OR,SB 238,Establishes a Curriculum to Teach about the Danger of Fentanyl and Opioids,"Bill Passed
                           - Senate
                      

                      
                          (28 - 1)"
"March 29, 2023",OR,SB 4,Authorizes the Oregon Business Development Department to Develop a Grant and Loan Program to Support Businesses Ap ...,"Bill Passed
                           - Senate
                      

                      
                          (21 - 8)"
"March 28, 2023",OR,HB 2032,"Expands ""Domestic Partnership"" Eligibility Under Family Fairness Act","Concurrence Vote Passed
                           - House
                      

                      
                          (44 - 12)"
"March 28, 2023",OR,SB 644,Amends Requirements Relating to Wildfire Hazard Mitigation and Accessory Dwelling Units on Land Zoned for Rural Re ...,"Bill Passed
                           - Senate
                      

                      
                          (27 - 2)"
"March 22, 2023",OR,SB 166,Classifies Harassment Against an Election Worker as Aggravated Harassment,"Bill Passed
                           - Senate
                      

                      
                          (20 - 8)"
"March 20, 2023",OR,HB 3383,Expands the State Board of Education to Include a Representative for Classified Staff,"Bill Passed
                           - House
                      

                      
                          (45 - 12)"
"March 15, 2023",OR,HB 5019,Appropriates $200 Million for Homelessness Prevention Measures and Expanded Shelter Capacity,"Bill Passed
                           - House
                      

                      
                          (49 - 10)"
"March 15, 2023",OR,SB 545,Requires the Oregon Health Authority to Adopt Rules Allowing Restaurants to Allow Consumers to Use Their Own Takeo ...,"Bill Passed
                           - Senate
                      

                      
                          (19 - 8)"
"March 15, 2023",OR,HB 2001,Appropriates $200 Million for Affordable Housing Initiatives,"Bill Passed
                           - House
                      

                      
                          (50 - 9)"
"March 13, 2023",OR,HB 2325,Amends Rules Regarding the Election of a President of the Oregon State Bar,(16 - 13)
"March 9, 2023",OR,HB 2058,Establishes a New State Program to Award Eligible Employers Funds for Overtime Compensation Requirements,"Bill Passed
                           - Senate
                      

                      
                          (19 - 10)"
"March 9, 2023",OR,HB 2032,"Expands ""Domestic Partnership"" Eligibility Under Family Fairness Act",(27 - 2)
"March 7, 2023",OR,SB 271,Amends the Creation of Public School Districts,(49 - 10)
"March 6, 2023",OR,HB 2708,Defines and Codifies Broader Support for Classified School Staff,"Bill Passed
                           - House
                      

                      
                          (51 - 6)"
"March 1, 2023",OR,SB 279,Authorizes Interstate Teacher Mobility Compact,(27 - 2)
"Feb. 28, 2023",OR,HB 2058,Establishes a New State Program to Award Eligible Employers Funds for Overtime Compensation Requirements,"Bill Passed
                           - House
                      

                      
                          (41 - 10)"
"Feb. 20, 2023",OR,SCR 1,Extends Support for County Clerks and Local Election Officials,"Bill Passed
                           - Senate
                      

                      
                          (22 - 8)"
"Feb. 15, 2023",OR,SB 310,Increases Penalty for Antitrust Violations,"Bill Passed
                           - Senate
                      

                      
                          (22 - 8)"
"Feb. 15, 2023",OR,SB 599,Amends Definition of Childcare Facilities to Include Mobile Homes,"Bill Passed
                           - Senate
                      

                      
                          (27 - 3)"
"Jan. 31, 2023",OR,HB 2032,"Expands ""Domestic Partnership"" Eligibility Under Family Fairness Act","Bill Passed
                           - House
                      

                      
                          (51 - 8)"
