Date,State,Bill No,Title,Action
"June 26, 2024",OH,SB 144,Authorizes Pharmacy Technicians to Deliver Immunizations,"Bill Passed
                           - House
                      

                      
                          (75 - 21)"
"June 26, 2024",OH,SB 98,Prohibits Fraudulent Business Filings in the State,"Bill Passed
                           - House
                      

                      
                          (95 - 2)"
"June 26, 2024",OH,HB 301,Expands Non-profit Corporation Law in Ohio,"Bill Passed
                           - Senate
                      

                      
                          (24 - 7)"
"June 26, 2024",OH,HB 147,Amends Teacher Licensure Revocation and Hiring Practices,"Bill Passed
                           - Senate
                      

                      
                          (31 - 0)"
"June 26, 2024",OH,HB 214,Requires Public Schools Adopt Policies On Expectations Related to Staff Member Professional Duties,"Bill Passed
                           - Senate
                      

                      
                          (24 - 7)"
"June 26, 2024",OH,SB 168,Amends Education Reform Law,"Bill Passed
                           - House
                      

                      
                          (85 - 11)"
"June 26, 2024",OH,SB 94,Establishes the CAMPUS Act,"Bill Passed
                           - House
                      

                      
                          (80 - 14)"
"June 26, 2024",OH,SB 104,Prohibits K-12 Schools and Colleges From Allowing Transgender Individuals To Use Bathrooms That Align With Their G ...,"Bill Passed
                           - House
                      

                      
                          (60 - 31)"
"June 26, 2024",OH,SB 117,"Establishes ""Intellectual Diversity' Centers on All College Campuses","Bill Passed
                           - House
                      

                      
                          (85 - 12)"
"June 26, 2024",OH,SB 214,Authorizes Human Trafficking Victims to Expunge Certain Records,"Bill Passed
                           - House
                      

                      
                          (97 - 1)"
"June 26, 2024",OH,SB 226,Establishes the Ohio Property Protection Act,"Bill Passed
                           - Senate
                      

                      
                          (30 - 1)"
"June 26, 2024",OH,SB 157,Amends the Law Governing Debt Suspension Products and Other Products,"Bill Passed
                           - Senate
                      

                      
                          (30 - 1)"
"June 26, 2024",OH,HB 599,Establishes Walleye as the Official State Fish,"Bill Passed
                           - House
                      

                      
                          (94 - 4)"
"June 26, 2024",OH,HB 87,Prohibits Government Purchase of Non-U.S. Made American or Ohio State Flags,"Bill Passed
                           - House
                      

                      
                          (95 - 1)"
"June 26, 2024",OH,SB 130,Amends Public Notary Laws,"Bill Passed
                           - Senate
                      

                      
                          (30 - 1)"
"June 26, 2024",OH,HB 366,Establishes the Organized Retail Theft Task Force within the Organized Crime Investigations Commission,"Bill Passed
                           - House
                      

                      
                          (69 - 27)"
"June 26, 2024",OH,HB 315,Authorizes Local Governments to Establish Township Preservation Commissions,"Bill Passed
                           - House
                      

                      
                          (95 - 0)"
"June 26, 2024",OH,HB 79,Amends Energy Efficiency Standards,"Bill Passed
                           - House
                      

                      
                          (50 - 46)"
"June 26, 2024",OH,HB 308,Amends the Definition of Nuclear Energy to be Reclassified as Green Energy,"Bill Passed
                           - House
                      

                      
                          (87 - 10)"
"June 26, 2024",OH,SB 196,Authorizes Global Signature Uses for Advanced Nurses,"Bill Passed
                           - Senate
                      

                      
                          (30 - 1)"
"June 26, 2024",OH,SB 112,Establishes the Ohio Childhood Safety Act,"Bill Passed
                           - House
                      

                      
                          (96 - 2)"
"June 26, 2024",OH,HB 452,Authorizes Hospital Violence Prevention Training and Security Plans,"Bill Passed
                           - House
                      

                      
                          (73 - 21)"
"June 26, 2024",OH,HB 399,Amends Organ Donation Tax Credits to Create an Employer Credit,"Bill Passed
                           - House
                      

                      
                          (82 - 10)"
"June 26, 2024",OH,HB 397,Increases Public Awareness of Cognitive Impairment and Dementia,"Bill Passed
                           - House
                      

                      
                          (95 - 0)"
"June 26, 2024",OH,HB 24,Requires Health Plan and Medicaid Coverage of Biomarker Testing,"Bill Passed
                           - House
                      

                      
                          (77 - 17)"
"June 12, 2024",OH,SB 40,Establishes the Dentist and Dental Hygienist Compact Into State Law,"Bill Passed
                           - House
                      

                      
                          (80 - 11)"
"June 12, 2024",OH,HB 49,Requires Hospital Price Transparency,"Bill Passed
                           - Senate
                      

                      
                          (27 - 6)"
"June 12, 2024",OH,HB 331,Requires an Audit of State Rural Villages Every 10 Years After the U.S. Census,"Bill Passed
                           - House
                      

                      
                          (88 - 3)"
"June 12, 2024",OH,HB 503,Authorizes Wild Boar Hunting and Prohibits Public Feeding of Feral Pigs (Wild Boars),"Bill Passed
                           - House
                      

                      
                          (90 - 0)"
"June 12, 2024",OH,HB 7,Appropriates Funding to Address State Infant Morality Rates,"Bill Passed
                           - House
                      

                      
                          (72 - 20)"
"June 12, 2024",OH,SB 206,Establishes a Process for the Sale of Derelict or Abandoned Aircraft,"Bill Passed
                           - Senate
                      

                      
                          (32 - 1)"
"June 12, 2024",OH,SB 176,Authorizes Child Support Orders for Children over 18 with a Disability,"Bill Passed
                           - Senate
                      

                      
                          (32 - 1)"
"June 12, 2024",OH,SB 186,Requires Payment of Property Taxes and Assessments When a Lot is Split,"Bill Passed
                           - Senate
                      

                      
                          (32 - 1)"
"June 12, 2024",OH,HB 303,Amends State EMS Training Regulations,"Bill Passed
                           - House
                      

                      
                          (89 - 2)"
"June 12, 2024",OH,SB 112,Establishes the Ohio Childhood Safety Act,"Bill Passed
                           - Senate
                      

                      
                          (32 - 1)"
"June 6, 2024",OH,HB 328,Amends the Sale of Used Catalytic Converters,"Bill Passed
                           - House
                      

                      
                          (94 - 2)"
"May 31, 2024",OH,HB 2,Appropriates $2 Billion in Funding from the State Budget for Regional and Local Projects,"Bill Passed
                           - Senate
                      

                      
                          (31 - 1)"
"May 31, 2024",OH,HB 1,Prohibits Foreign Nationals from Contributing Money Directly or Indirectly to State Ballot Initiatives,"Bill Passed
                           - Senate
                      

                      
                          (24 - 7)"
"May 30, 2024",OH,HB 1,Prohibits Foreign Nationals from Contributing Money Directly or Indirectly to State Ballot Initiatives,"Bill Passed
                           - House
                      

                      
                          (63 - 31)"
"May 28, 2024",OH,HB 271,Requires that State Questions and Issues Appearing on Ballots Must be Numbered Consecutively,"Bill Passed
                           - Senate
                      

                      
                          (21 - 8)"
"May 22, 2024",OH,HB 50,Establishes a Mechanism to Allow Relief-Collateral Sanctions for Housing,"Concurrence Vote Passed
                           - House
                      

                      
                          (85 - 8)"
"May 22, 2024",OH,HB 360,Establishes and Designates Ukraine Independence Day,"Bill Passed
                           - House
                      

                      
                          (85 - 7)"
"May 22, 2024",OH,SB 63,Requires Individuals that Have Been Exposed to Asbestos to File Specific Types of Disclosures,"Bill Passed
                           - Senate
                      

                      
                          (21 - 10)"
"May 8, 2024",OH,HB 50,Establishes a Mechanism to Allow Relief-Collateral Sanctions for Housing,"Bill Passed
                           - Senate
                      

                      
                          (29 - 1)"
"May 8, 2024",OH,HB 81,Authorizes Certain Nurses to Sign Hospital Patient Documents,"Bill Passed
                           - House
                      

                      
                          (89 - 1)"
"May 8, 2024",OH,HB 114,Authorizes Usage of Campaign Funds for Childcare Services,"Bill Passed
                           - Senate
                      

                      
                          (24 - 7)"
"May 8, 2024",OH,HB 338,Authorizes Child Support for Adult Disabled Children,"Bill Passed
                           - House
                      

                      
                          (85 - 4)"
"May 8, 2024",OH,HB 265,Exempts Certain Information about First Responders from Disclosure under Public Records Law,"Bill Passed
                           - House
                      

                      
                          (89 - 0)"
"April 24, 2024",OH,SB 90,Establishes and Adopts the Social Work Licensure Compact,"Bill Passed
                           - House
                      

                      
                          (90 - 2)"
"April 24, 2024",OH,HB 250,Limits the Use of Cellphones in Public Schools,"Bill Passed
                           - Senate
                      

                      
                          (32 - 0)"
"April 24, 2024",OH,SB 214,Authorizes Human Trafficking Victims to Expunge Certain Records,"Bill Passed
                           - Senate
                      

                      
                          (32 - 0)"
"April 24, 2024",OH,HB 77,Amends Drone Use Regulations,"Bill Passed
                           - House
                      

                      
                          (89 - 2)"
"April 24, 2024",OH,HB 70,Requires Public and Chartered Schools Adopt Policies for Over the Counter Drugs,"Bill Passed
                           - House
                      

                      
                          (92 - 1)"
"April 24, 2024",OH,HB 230,Increases Penalties for Drug and Human Trafficking,"Bill Passed
                           - House
                      

                      
                          (80 - 13)"
"April 24, 2024",OH,HB 322,"Prohibits ""Grooming"" and Creates a Criminal Offense for ""Pattern of Conduct"" with a Minor","Bill Passed
                           - House
                      

                      
                          (90 - 1)"
"Feb. 28, 2024",OH,SB 154,Requires the Space Force to be Recognized as a Uniformed Armed Service,"Bill Passed
                           - Senate
                      

                      
                          (31 - 0)"
"Feb. 28, 2024",OH,SB 148,Establishes the Second Amendment Financial Privacy Act,"Bill Passed
                           - Senate
                      

                      
                          (25 - 7)"
"Feb. 28, 2024",OH,SB 215,Prohibits Foreign Nationals From Making Contributions or Expenditures Regarding Ballot Issue Campaigns,"Bill Passed
                           - Senate
                      

                      
                          (25 - 7)"
"Feb. 7, 2024",OH,SB 17,Amends Public Education Curriculum to Require Teaching of of Free Market Capitalism,"Bill Passed
                           - House
                      

                      
                          (66 - 26)"
"Feb. 7, 2024",OH,HB 2,Appropriates $2 Billion in Funding from the State Budget for Regional and Local Projects,"Bill Passed
                           - House
                      

                      
                          (75 - 19)"
"Jan. 24, 2024",OH,HB 68,Prohibits Gender Affirming Care for Minors,"Veto Override Passed
                           - Senate
                      

                      
                          (24 - 8)"
"Jan. 10, 2024",OH,HB 68,Prohibits Gender Affirming Care for Minors,"Veto Override Passed
                           - House
                      

                      
                          (65 - 28)"
"Jan. 10, 2024",OH,HB 258,Increases Penalties for Repeatedly Selling Tobacco Products to Minors,"Bill Passed
                           - House
                      

                      
                          (83 - 8)"
