Date,State,Bill No,Title,Action
"Dec. 18, 2024",OH,SB 58,Exempts Firearms from Liability Insurance or Fee Requirements,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (25 - 6)"
"Dec. 18, 2024",OH,HB 8,Requires Parental Consent for Teachers to Educate on Sexuality-Related Content,"Concurrence Vote Passed
                           - House
                      

                      
                          (57 - 31)"
"Dec. 18, 2024",OH,HB 74,Amends Various State Election Laws and Regulations,"Concurrence Vote Passed
                           - House
                      

                      
                          (61 - 28)"
"Dec. 18, 2024",OH,HB 315,Authorizes Local Governments to Establish Township Preservation Commissions,"Concurrence Vote Passed
                           - House
                      

                      
                          (76 - 7)"
"Dec. 18, 2024",OH,SB 95,Amends State Business Climate by Reducing Legal Actions and Increasing Access to Healthcare,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (28 - 3)"
"Dec. 18, 2024",OH,HB 29,Authorizes Individuals whose Driver's License is Suspended for Failure to Pay Child Support to Petition a Court fo ...,"Concurrence Vote Passed
                           - House
                      

                      
                          (84 - 6)"
"Dec. 18, 2024",OH,HB 366,Establishes the Organized Retail Theft Task Force within the Organized Crime Investigations Commission,"Concurrence Vote Passed
                           - House
                      

                      
                          (83 - 6)"
"Dec. 18, 2024",OH,HB 331,Requires an Audit of State Rural Villages Every 10 Years After the U.S. Census,"Concurrence Vote Passed
                           - House
                      

                      
                          (88 - 1)"
"Dec. 18, 2024",OH,SB 63,Requires Individuals that Have Been Exposed to Asbestos to File Specific Types of Disclosures,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (25 - 6)"
"Dec. 18, 2024",OH,HB 206,Increases School Suspension to a Year for Students that Make Online Dangerous Threats,"Concurrence Vote Passed
                           - House
                      

                      
                          (62 - 25)"
"Dec. 18, 2024",OH,HB 7,Appropriates Funding to Address State Infant Morality Rates,"Concurrence Vote Passed
                           - House
                      

                      
                          (82 - 8)"
"Dec. 18, 2024",OH,HB 452,Authorizes Hospital Violence Prevention Training and Security Plans,"Concurrence Vote Passed
                           - House
                      

                      
                          (80 - 10)"
"Dec. 18, 2024",OH,HB 77,Amends Drone Use Regulations,"Concurrence Vote Passed
                           - House
                      

                      
                          (85 - 3)"
"Dec. 18, 2024",OH,HB 8,Requires Parental Consent for Teachers to Educate on Sexuality-Related Content,"Bill Passed
                           - Senate
                      

                      
                          (24 - 7)"
"Dec. 18, 2024",OH,HB 315,Authorizes Local Governments to Establish Township Preservation Commissions,"Bill Passed
                           - Senate
                      

                      
                          (27 - 1)"
"Dec. 18, 2024",OH,HB 206,Increases School Suspension to a Year for Students that Make Online Dangerous Threats,"Bill Passed
                           - Senate
                      

                      
                          (23 - 7)"
"Dec. 18, 2024",OH,HB 331,Requires an Audit of State Rural Villages Every 10 Years After the U.S. Census,"Bill Passed
                           - Senate
                      

                      
                          (29 - 1)"
"Dec. 18, 2024",OH,HB 106,Requires Employers to Provide Pay Stubs to Employees,"Bill Passed
                           - Senate
                      

                      
                          (30 - 0)"
"Dec. 18, 2024",OH,HJR 8,Establishes a Constitutional Amendment to Ask Voters to Approve $2.5 Billion in Spending Over 10 Years,"Joint Resolution Passed
                           - Senate
                      

                      
                          (30 - 1)"
"Dec. 11, 2024",OH,HB 308,Amends the Definition of Nuclear Energy to be Reclassified as Green Energy,"Concurrence Vote Passed
                           - House
                      

                      
                          (65 - 26)"
"Dec. 11, 2024",OH,SB 109,Increases the Authority of the State Medical Board of Ohio to Hold Sexually Abusive Medical Professionals Accounta ...,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (31 - 0)"
"Dec. 11, 2024",OH,HB 308,Amends the Definition of Nuclear Energy to be Reclassified as Green Energy,"Bill Passed
                           - Senate
                      

                      
                          (25 - 6)"
"Dec. 11, 2024",OH,HB 74,Amends Various State Election Laws and Regulations,"Bill Passed
                           - Senate
                      

                      
                          (24 - 7)"
"Dec. 11, 2024",OH,SB 58,Exempts Firearms from Liability Insurance or Fee Requirements,"Bill Passed
                           - House
                      

                      
                          (63 - 27)"
"Dec. 11, 2024",OH,HB 73,Authorizes Healthcare Providers and Pharmacies to Prescribe Off-Label Medication,"Bill Passed
                           - Senate
                      

                      
                          (18 - 13)"
"Dec. 10, 2024",OH,SB 63,Requires Individuals that Have Been Exposed to Asbestos to File Specific Types of Disclosures,"Bill Passed
                           - House
                      

                      
                          (74 - 16)"
"Dec. 4, 2024",OH,HB 111,Increases the Criminal Sentence Range for 3rd-Degree Felony Domestic Violence,"Bill Passed
                           - Senate
                      

                      
                          (29 - 0)"
"Dec. 4, 2024",OH,HB 206,Increases School Suspension to a Year for Students that Make Online Dangerous Threats,"Bill Passed
                           - House
                      

                      
                          (68 - 15)"
"Dec. 4, 2024",OH,HB 683,Appropriates $10 Million from the State General Budget in Drought Relief for Farmers,"Bill Passed
                           - House
                      

                      
                          (87 - 4)"
"Dec. 4, 2024",OH,HB 296,Increases Contributions to the State's Police and Fire Pension Fund,"Bill Passed
                           - House
                      

                      
                          (66 - 25)"
"Dec. 4, 2024",OH,HJR 8,Establishes a Constitutional Amendment to Ask Voters to Approve $2.5 Billion in Spending Over 10 Years,"Joint Resolution Passed
                           - House
                      

                      
                          (87 - 4)"
"Nov. 20, 2024",OH,HB 5,Amends and Modernizes State Adoption Systems,"Bill Passed
                           - Senate
                      

                      
                          (31 - 0)"
"Nov. 20, 2024",OH,SJR 4,Establishes a Statewide Measure on the Ballot in May 2025 to Ask Voters to Approve the Issuance of an Additional $ ...,"Joint Resolution Passed
                           - Senate
                      

                      
                          (30 - 1)"
"Nov. 13, 2024",OH,SB 104,Prohibits K-12 Schools and Colleges From Allowing Transgender Individuals To Use Bathrooms That Align With Their G ...,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (24 - 7)"
"June 27, 2024",OH,SB 168,Amends Education Reform Law,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (28 - 3)"
"June 26, 2024",OH,HB 47,Requires Automated External Defibrillators (AEDs) in Schools,"Concurrence Vote Passed
                           - House
                      

                      
                          (81 - 11)"
"June 26, 2024",OH,HB 301,Expands Non-profit Corporation Law in Ohio,"Concurrence Vote Passed
                           - House
                      

                      
                          (63 - 29)"
"June 26, 2024",OH,HB 56,Prohibits Various Forms of Stunt Driving and Enforces Stricter Penalties from Law Enforcement for Reckless Driving,"Concurrence Vote Passed
                           - House
                      

                      
                          (91 - 1)"
"June 26, 2024",OH,HB 2,Appropriates $2 Billion in Funding from the State Budget for Regional and Local Projects,"Concurrence Vote Passed
                           - House
                      

                      
                          (92 - 5)"
"June 26, 2024",OH,SB 40,Establishes the Dentist and Dental Hygienist Compact Into State Law,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (22 - 9)"
"June 26, 2024",OH,HB 214,Requires Public Schools Adopt Policies On Expectations Related to Staff Member Professional Duties,"Concurrence Vote Passed
                           - House
                      

                      
                          (62 - 30)"
"June 26, 2024",OH,SB 29,Requires Public Schools to Stop Monitoring Student Web-Browsing During Non-School Hours,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (30 - 1)"
