bill_number,session,session_year,session_type,title,description,primary_sponsor,ps_url,cosponsors,outchamber_sposnor,LR_number,committees,effective_date,summary,bill_url
SB0724,102nd,2024,RS,,Creates the Office of Election Crimes and Security within the Secretary of State's Office,Hoskins,https://www.senate.mo.gov/Senators/member/21,,,4188S.01I,Local Government and Elections,"January 1, 2025","SB 724 - This act creates the Office of Election Crimes and Security within the Secretary of State's office.  The Secretary of State is responsible for appointing a director and investigators for the Office.  The Office is given the following responsibilities and authority: · The Office shall review complaints and conduct investigations into alleged violations of election laws; · The Office shall respond to notifications and complaints alleging a violation of state election laws; · The Office shall review notices and reports of alleged violations of state election law and conduct investigations as deemed necessary; · The Office shall initiate independent inquiries and conduct investigations into alleged violations of state election law; and · The Office shall oversee a voter fraud hotline. The Office is given subpoena power in the course of investigating complaints pursuant to this act. If any person refuses to comply with a subpoena issued pursuant to this act, the Secretary of State may seek to enforce the subpoena before a court of competent jurisdiction. The court may issue an order requiring the person to produce the documents relating to the matter under investigation or in question. Any person who fails to comply with the order may be held in contempt of court. If, during the course of an investigation, the Office determines that there may be a violation of any criminal law or state election law, the Office shall submit its findings and investigation to the Attorney General and respective prosecuting attorney for further investigation or prosecution. The Attorney General is specifically given investigative authority and concurrent jurisdiction to prosecute any election offense. The Office is responsible for preparing and delivering a report, not later than January 15th of each year, to the Governor, the Speaker of the House of Representatives, and the President Pro Tem of the Senate disclosing the details of complaints filed with the Office. This act is substantially similar to HB 1833 (2024) and similar to SB 350 (2023). This act is effective January 1, 2025.SCOTT SVAGERA",https://www.senate.mo.gov/24info/BTS_Web/Bill.aspx?SessionType=R&BillID=183
SB0725,102nd,2024,RS,,Modifies provisions relating to personal property taxes,Hoskins,https://www.senate.mo.gov/Senators/member/21,,,4135S.01I,Economic Development and Tax Policy,"August 28, 2024","SB 725 - Current law requires that personal property be assessed at 33.3% of its true value in money.  This act requires political subdivisions to annually reduce such percentage such that the amount by which the revenue generated by taxes levied on such personal property is reduced is substantially equal to one hundred percent of the growth in revenue generated by real property assessment growth, as defined in the act.  Annual reductions shall be made until December 31, 2073.  Thereafter, the percentage of true value in money at which personal property is assessed shall be equal to the percentage in effect on December 31, 2073. Subject to appropriations, a political subdivision that receives less than the allowable amount of total real and personal property tax revenues shall be eligible for reimbursement from the state in an amount equal to the amount by which such revenues are below the allowable amount. This act is identical to SB 733 (2024) and SB 1086 (2024), and to a provision in SS/SB 1207 (2024), and is substantially similar to SS/SCS/SB 8 (2023) and SB 493 (2023), and to a provision in HCS/SS/SB 23 (2023), HCS/SS#3/SCS/SB 131 (2023), SS/SCS/SB 133 (2023), as amended, HCS/SS/SB 143 (2023), HCS/SB 247 (2023), and SCS/HCS#2/HB 713 (2023).JOSH NORBERG",https://www.senate.mo.gov/24info/BTS_Web/Bill.aspx?SessionType=R&BillID=182
SB0726,102nd,2024,RS,,Removes the expiration date on certain provisions relating to gender transition,Hoskins,https://www.senate.mo.gov/Senators/member/21,,,3681S.01I,Emerging Issues,"August 28, 2024","SB 726 - Currently, the prohibition on the prescription or administration of cross-sex hormones or puberty-blocking drugs for the purpose of a gender transition for persons under 18 years of age expires on August 28, 2027.  This act removes that expiration date. This act is identical to SB 776 (2024) and SB 1185 (2024) and similar to provisions in HCS/HBs 1520, 1519, 2355, and 2357 (2024).SARAH HASKINS",https://www.senate.mo.gov/24info/BTS_Web/Bill.aspx?SessionType=R&BillID=181
SB0727,102nd,2024,RS,SS#2 SCS SB 727,Creates and modifies provisions relating to elementary and secondary education,Koenig,https://www.senate.mo.gov/Senators/member/15,,Christofanelli,3329S.24T,Education and Workforce Development,Varies,"SS#2/SCS/SB 727 - This act creates and modifies provisions relating to elementary and secondary education. MISSOURI EMPOWERMENT SCHOLARSHIP ACCOUNTS PROGRAM (Sections 135.713, 135.714, 135.715, and 166.700) This act modifies provisions relating to the Missouri Empowerment Scholarship Accounts Program. The act changes the maximum amount of tax credits that may be allocated in any year from $50 million to $75 million.  Such maximum amount shall be increased annually by any percentage increase or decrease in the amount appropriated to school districts under the foundation formula.  The act repeals a provision that the program shall be effective in any fiscal year immediately following any year in which the amount appropriated for pupil transportation equals or exceeds 40% of the projected amount necessary to fully fund transportation aid funding for fiscal year 2021.  (Section 135.713)  The act modifies the scholarship distribution order to qualified students.  The first students to receive scholarship funds shall be students who received scholarships in the previous year, followed by students who are siblings of students who are already receiving a scholarship.  The act further outlines a distribution order that prioritizes funding to students who receive special education services, students who are eligible for free or reduced price lunch and who reside in an unaccredited or provisionally accredited school district, students who are eligible for free or reduced price lunch, and students who are the children of active duty military personnel who have relocated to Missouri.  The act modifies the total grant amount for students with an individualized education plan (IEP) or limited English proficiency or who receive free or reduced-price lunch.  Students with limited English proficiency shall receive no more than 160% of the state adequacy target; students who receive free or reduced-price lunch shall receive no more than 125% of the state adequacy target; and students with an IEP shall receive no more than 175% of the state adequacy target.  All other students shall receive a grant amount that does not exceed the state adequacy target.  The act provides that educational assistance organizations shall provide certain data that is currently provided only to the State Treasurer to the Department of Elementary and Secondary Education and the Missouri Empowerment Scholarship Accounts Program Board, as well.  The act requires the State Treasurer to post certain information relating to scholarship recipients, qualified schools, and educational assistance organizations on the Treasurer's website annually.  (Section 135.714) The act repeals a provision that the annual increase to the cumulative amount of tax credits shall cease when the amount of tax credits reaches $50 million.   If the total contributions to educational assistance organizations exceed $25 million in any school year, the State Treasurer may certify one additional educational assistance organization to administer scholarship accounts.  A maximum of seven, rather than six, educational assistance organizations may have their principal place of business in any one of the counties listed in the act.  The act provides that all laws and regulations that apply to employees of an educational assistance organization shall also apply to the actions of any employees of a private financial management firm while they are conducting work relating to the direct decision-making of the operation of such educational assistance organization. The act modifies membership of the Missouri Empowerment Scholarship Accounts Board by removing the Commissioner of Administration and adding an additional member to be appointed by the members of the board who is an employee of an educational assistance organization and whose responsibilities are directly related to such organization's involvement in the program.  The board shall assist the State Treasurer with data collection, collaboration with the Department of Elementary and Secondary Education, and making recommendations to the State Treasurer regarding the promulgation of rules concerning the program.  (Section 135.715) The act modifies the definition of ""qualified school"" by providing that FPE schools, rather than home schools, shall be qualified to participate in the program.  The act modifies the definition of ""qualified student"" by including any student who is a resident of this state, rather than only those students who live in a charter county or a city with at least 30,000 inhabitants, and who is not unlawfully present in the United States or a person who gained illegal entry into the United States.  Such definition is further modified by including any student who is a member of a household whose total annual income is 300% or less than the income standard used to qualify for free and reduced-price lunch, rather than only those students whose household income is 200% or less than such standard.  The definition is also modified by adding siblings of qualified students who received a scholarship in the previous year and will receive a scholarship in the current year.  (Section 166.700) These provisions are similar to SB 1118 (2024), SCS/SB 1391 (2024), SB 1392 (2024), HB 1615 (2024), HB 1738 (2024), HB 2104 (2024), HB 2620 (2024), SCS/SB 360 (2023), and provisions in SB 902 (2024) and in HCS/HB 350 (2023).MINIMUM SCHOOL TERM (Sections 160.011, 160.041, 163.021, 171.028, 171.031, 171.033, 1, and B)  This act establishes provisions relating to the minimum school term.  The act modifies the definition of ""school term"" by providing that school districts located in charter counties or cities with more than 30,000 inhabitants shall have a school term that consists of at least 169 school days, unless the district has adopted a four-day school week, in which case a school term shall consist of at least 142 school days. (Sections 160.011, 163.021, 171.031, and 171.033) The act repeals a provision specifying that school districts shall provide a minimum of 522 hours of actual pupil attendance for kindergarten pupils in order to receive state aid. (Section 163.021) These provisions shall go into effect on July 1, 2026. (Section B) Beginning in the 2026-27 school year, the act provides that school districts located wholly or partially in charter counties or cities with more than 30,000 inhabitants may adopt a four-day school week only upon a majority vote of the qualified voters of the school district, as provided in the act. (Section 171.028) The Department of Elementary and Secondary Education shall remit to any school district with a five-day school week an amount equal to 1% for fiscal years 2026 and 2027, or 2% for fiscal year 2028 and all subsequent fiscal years, of such district's preceding year's annual state aid entitlement as calculated in June.  For school districts in which one or more charter schools operate, and for all charter schools located in such district, the calculation shall be made prior to any adjustment to the district's or charter school's state aid calculation pursuant to current requirements regarding state aid payments to charter schools.   Any funds received pursuant to this provision shall be used by school districts and charter schools exclusively to increase teacher salaries.  Any school district or charter school that fails to utilize such funds solely to increase teacher salaries shall have an amount equal to the amount of the funds received withheld from the district's or charter school's state aid payments under current law. (Section 1) These provisions are similar to SB 784 (2024), HB 1417 (2024), HB 1828 (2024), and HB 2812 (2024).CHARTER SCHOOLS (Sections 160.400 and 160.415) The act adds all school districts located in Boone County to the list of school districts in which a charter school may be operated by any entity currently authorized to operate a charter school under state law.  Provisions of current law that provide for additional state aid to charter schools shall not apply to any charter school operated in Boone County.   This provision is similar to SB 920 (2024) and to provisions in SB 1006 (2024), in SCS/SB 1391 (2024), and in SB 1392 (2024). The act also provides that all laws and regulations that apply to employees of a charter school shall also apply to the actions of any employees of a charter school management company while such employees are conducting any work relating to the direct decision-making of the operation of the charter school. LITERACY OF ELEMENTARY SCHOOL STUDENTS (Section 161.239) This act establishes the ""Elementary Literacy Fund"" for the purpose of providing grants to school districts and charter schools for home reading programs for children in kindergarten to 5th grade.  The General Assembly shall annually appropriate an amount not to exceed $5 million to the Fund, and the Department of Elementary and Secondary Education (DESE) shall develop a process by which a district or charter school may apply for a grant.  Any district or charter school that receives such a grant shall match any funds that are granted.   The act sets forth certain criteria for a home reading program to be considered eligible for a grant from the Fund.  Such program's objective shall be to mail books to students' homes that the students select themselves at a reading level with which they are comfortable.  The program shall allow for parental engagement, as specified in the act, and shall allow students to select between six and nine new books to keep.  The program provider shall provide summary data on the program to the General Assembly and to DESE, and shall further maintain verification that the provider has secured the required matching funds from the district or charter school.  The combined total cost of the program, including matching funds from the district or charter school, shall not exceed $60 per student per semester. This provision is identical to SB 857 (2024).MISSOURI COURSE ACCESS AND VIRTUAL SCHOOL PROGRAM (Section 161.670) Under this act, the average daily attendance of a student who is enrolled full-time in the Missouri Course Access and Virtual School Program shall be calculated by dividing the total number of hours attended in a term by enrolled pupils between the ages of five and 21 years old by the actual number of hours that the program was in session in that term.  Such calculation shall be generated by the virtual provider and provided to the host district for submission to the Department of Elementary and Secondary Education.  Full-time virtual school students may complete their instructional activities during any hour of the day and during any day of the week.  The hours attended for each enrolled pupil shall be documented by the pupil's weekly progress in the educational program according to a process determined by the virtual program and published annually in the virtual program's enrollment handbook or policy.  The full-time equivalent average daily attendance of summer school students shall be added to the average daily attendance of the following school term.   Host districts that enroll one or more full-time virtual school students shall receive an amount of state aid specified in the act for such students on a monthly basis. The act provides that students who reside in Missouri may enroll in the virtual program of their choice.  Provisions of current law regarding a school district's approval of a student's request to enroll in a virtual program shall not apply to full-time virtual program enrollment.  The act requires host districts to adopt student enrollment policies for full-time virtual students and allows virtual schools to mutually agree with resident and host districts on the services that the resident district might offer, including possible financial reimbursements for those services.  For students with disabilities, the enrollment policy shall ensure the development of an individualized education program and related services agreement, as necessary.   The act requires a student's parent or guardian, if the student is not considered homeless, to apply for enrollment directly with the full-time virtual program. The act specifies that student progress reports to the school district are necessary only for part-time virtual school program enrollees.   A host district may contract with a provider to perform any required services involved with delivering a full-time virtual education. A full-time virtual school shall provide regular student progress reports to parents or guardians at least four times per school year. This provision is substantially similar to a provision in SS/HB 2287 (2024) and is similar to SB 780 (2024), SB 921 (2024), SB 1375 (2024), SB 545 (2023), and SS/HB 827 (2023).   FAMILY PACED EDUCATION (FPE) SCHOOLS (Sections 161.670, 162.996, 166.700, 167.012, 167.013, 167.031, 167.061, 167.600, 167.619, 210.167, 210.211, 211.031, and 452.375) The act defines a ""Family Paced Education school"" or ""FPE school"" as a school that enrolls any student who participates in the Missouri Empowerment Scholarship Accounts Program and that satisfies certain other criteria relating to instruction.  The current definition of ""home school"" is modified by specifying that a home school shall not enroll any student who participates in such Program, and a home school is not an FPE school.  The act applies to FPE schools several provisions of law that currently apply to home schools, including provisions relating to child custody and the licensing of child care providers. SCHOOL BOARD VACANCIES (Sections 162.471, 162.492, and 162.611) Under current law, any vacancy on an urban school board shall be filled by special election.  Under this act, the remaining members of the board shall fill any such vacancy by appointment until the next school board election.   These provisions are identical to provisions in SB 885 (2024) and in HCS/SS/SCS/SBs 411 & 230 (2023) and are substantially similar to provisions in HB 2161 (2024), in HCS/HB 2206 (2024), in HCS/SS#2/SCS/SBs 4, 42 & 89 (2023), in HCS/SB 155 (2023), in HCS/HB 497 (2023), and in HB 716 (2023). Current law also provides that any vacancy that occurs on the City of St. Louis school board outside of the normal election cycle shall be filled by appointment by the mayor for the remainder of the term.  Under this act, the City of St. Louis school board shall fill any such vacancy by appointment for the remainder of the term.    This provision is identical to provisions in SB 885 (2024), in HB 2161 (2024), in HCS/SS#2/SCS/SBs 4, 42 & 89 (2023), in CCS/HS/HCS/SS#2/SCS/SB 96 (2023), in HCS/SB 155 (2023), in HCS/SS/SCS/SBs 411 & 230 (2023), in HCS/HB 497, and in HB 716 (2023), and is identical to SB 363 (2023) and HB 914 (2023).WEIGHTED AVERAGE DAILY ATTENDANCE (Section 163.011) This act modifies the definition of ""weighted average daily attendance"" as used in the education funding formula by adding to such definition a weighting factor relating to school district enrollment.   ""Membership"" is defined in current law as the average number of students enrolled in a school district who attended school at least one day during ten days at the end of January and September. The act defines ""weighted membership"" as the current law definition of ""membership"" multiplied by certain weighting factors relating to the number of students who fall into certain population groups, such as the number of students who receive special educational services above a certain threshold number that is determined in a manner provided for in current law.  Weighted membership shall be included in the calculation of a school district's weighted average daily attendance beginning in the 2026 fiscal year.  In 2026, a district's weighted average daily attendance shall be calculated as the sum of 90% of such district's weighted average daily attendance as calculated in current law, plus 10% of such district's weighted membership.  The percent of weighted membership included in such calculation shall increase by 10% each year until 2030, when a district's weighted average daily attendance shall be calculated as the sum of 50% of such district's weighted average daily attendance as calculated in current law, plus 50% of such district's weighted membership.  The same modification is made in the calculation of weighted average daily attendance for special school districts.  This provision is similar to SB 1378 (2024).EARLY CHILDHOOD EDUCATION PROGRAMS OPERATED BY SCHOOL DISTRICTS AND CHARTER SCHOOLS (Section 163.018) Currently, children between three and five years old who are eligible for free and reduced price lunch and attend an early childhood education program operated by a school district or a charter school may be included in such district's or charter school's calculation of average daily attendance, provided that the total number of such pupils does not exceed 4% of the total number of pupils between 5 and 18 years old who are eligible for free and reduced price lunch and who are included in such district's or charter school's calculation of average daily attendance.  This act increases such percentage to 8%. SMALL SCHOOLS GRANT (Section 163.044) The act increases the Small Schools Grant appropriation from $15 million to $30 million.  Of such moneys, $20 million, rather than $10 million, shall be distributed to the eligible districts, as described in the act, in proportion to their average daily attendance, and $10 million, rather than $5 million, shall be directed to the eligible districts that have an operating levy for school purposes in the current year in an amount specified in the act.SCHOOL DISTRICTS' LOCAL EFFORT FIGURES (Section 163.096) Beginning August 28, 2024, this act requires the Department of Elementary and Secondary Education to recalculate the local effort figure of any school district that, in fiscal year 2005, recorded revenues from intangible taxes, the merchants' and manufacturers' surcharge, and payments in lieu of taxes other than tax increment financing in the district's teacher and incidental funds that caused an elevation of the district's local effort figure.  The Department must calculate the amount of state aid such a district would have received had the district placed these revenues in the capital projects fund or the debt service fund for payments subsequent to August 28, 2024. This provision is identical to SB 1479 (2024) and HB 2918 (2024) and is similar to SB 272 (2017) and HB 633 (2017). MINIMUM TEACHER'S SALARY (Section 163.172) Beginning in the 2025-26 school year, this act increases the minimum teacher's salary from $25,000 to $40,000.  For teachers with a master's degree and at least ten years of experience, this act increases the minimum salary from $33,000 to $46,000 for the 2025-26 school year and further increases such salary by $1,000 each year until the 2027-2028 school year, when the minimum shall be $48,000. In the 2028-29 school year and in all subsequent school years, the minimum teacher's salaries shall additionally be adjusted annually by the percentage increase in inflation, as such term is defined in the act.  The State Board of Education shall publish the minimum salaries annually in February beginning in calendar year 2026.  Modifications to the minimum salaries shall take effect on July 1 of each calendar year.  The act creates the ""Teacher Baseline Salary Grant Fund"" and ""Teacher Baseline Salary Grant Program"" for the purpose of increasing minimum teacher's salaries.  The General Assembly may appropriate moneys to the Fund, provided that the total amount appropriated shall not exceed the amount necessary to assist each school district in increasing minimum teacher's salaries as required pursuant to the provisions of the act.  School districts may apply to the Department of Elementary and Secondary Education for a grant from the Fund, provided that a grant shall not exceed the amount necessary for a district to increase minimum teacher's salaries as required pursuant to the provisions of the act. This provision is similar to provisions in SB 955 (2024), in SB 1014 (2024), in SB 1163 (2024), in HCS/HB 1447 (2024), and in HCS/HB 497 (2023).COMPULSORY SCHOOL ATTENDANCE (Sections 167.031 and 595.209) The act provides that a child may be excused from attendance at school if the child is unable to attend school due to mental or behavioral health concerns, provided that the school receives documentation from a mental health professional.   This provision is identical to SB 761 (2024) and SB 122 (2023) and is similar to HB 2343 (2024).  The act also provides that a public school district, public school, or charter school shall not discipline a child for failure to comply with the district's or school's attendance policy, and the parent or legal guardian shall not be deemed to be in violation of the compulsory attendance law, based on such child's honoring a subpoena to testify in a criminal proceeding, attending a criminal proceeding, or for participating in the preparation of a criminal proceeding.SCHOOL ATTENDANCE OFFICERS (Section 167.071) The act repeals a provision authorizing a seven-director school district to appoint a school attendance officer who has the powers of a deputy sheriff and may investigate claims of violations of the compulsory attendance law and arrest truant juveniles without a warrant. This provision is identical to provisions in SCS/SB 819 (2024), in SB 902 (2024), in HB 1905 (2024), and in HCS/SS/SCS/SBs 411 & 230 (2023).RECOVERY HIGH SCHOOLS (Section 167.850) This act changes the deadline for a school district to submit a proposal to operate a recovery high school from December 1st of the school year preceding the beginning of operation of the recovery high school to July 1st. This provision is identical to SB 1393 (2024).  TEACHER CERTIFICATION (Section 168.021) Current law requires candidates for a teaching license to satisfy certain criteria, including obtaining the recommendation of a state-approved, baccalaureate-level teacher preparation program. Under this act, the Department of Elementary and Secondary Education shall develop an eighteen hour, online teacher preparation program related to subjects appropriate for teachers in different content areas determined by the Department.  The Department may contract with an entity skilled in developing online teacher preparation programs or a charitable organization registered in Missouri to develop and maintain the online teacher preparation program.  Such entity or charitable organization shall be certified to develop and maintain the program by the Department.  An individual with a bachelor's degree may complete the online training program and receive a certificate of license to teach.  However, such certificate shall not be accepted by Missouri public schools, but shall be accepted by private schools and private school accrediting agencies. The act also provides that the State Board of Education shall issue an additional professional subject-area teaching certification for specific content knowledge or for a specialty area to a teaching certificate holder who applies for an additional professional subject-area certification, successfully achieves an acceptable score on the state-approved teacher evaluation system, receives a recommendation from the employing school district, and completes a background check. This provision is similar to SB 1394 (2024), HB 1786 (2024), and provisions in SS/HB 2287 (2024) and in HCS/HB 1447 (2024).HARD-TO-STAFF SCHOOLS AND SUBJECT AREAS (Section 168.110) The act provides that a school board may include differentiated placement of teachers on the salary schedule to increase compensation in order to recruit and retain teachers in hard-to-staff subject areas or schools, as the terms ""hard-to-staff schools"" and ""hard-to-staff subject areas"" are defined in the act.  No modifications to the identification of hard-to-staff subject areas or schools shall result in the demotion of a teacher in the salary schedule.  Each school district that includes differentiated placement of teachers on the district salary schedule shall annually provide to the Department of Elementary and Secondary Education a report containing information outlined in the act.   This provision is identical to provisions in HB 1648 (2024) and in HCS/HB 1447 (2024) and is similar to HB 190 (2023) and to  provisions in SB 955 (2024), in SB 1163 (2024), and in HCS/HB 497 (2023).TEACHER EDUCATION PROGRAMS (Section 168.400) The act repeals provisions of current law that require preservice teacher education programs to include a program of entry-level testing of all prospective teacher education students to be administered by the Commissioner of Education.   This provision is identical to provisions in SB 955 (2024), in SB 1163 (2024), in HCS/HB 1447 (2024), and in HCS/HB 497 (2023).CAREER LADDER (Section 168.500) Currently, public school teachers become eligible for the Career Ladder program after two years of public school teaching in Missouri.  This act provides that the two year-requirement shall not apply to any member of the Armed Forces of the United States or such member's spouse who has teaching experience in another state and who has transferred to this state. The act repeals a provision of current law that teachers' Career Ladder responsibilities and career efforts shall be required to occur outside of compensated hours.  The act also specifies that teachers may receive Career Ladder admission and stage achievement for certain activities that are not included in the duties that require a teaching certificate under current law.   The act adds serving as a mentor for teachers to the list of activities for which teachers may receive Career Ladder admission and stage achievement.  This provision is identical to a provision in HCS/HB 1447 (2024) and is similar to provisions in SB 955 (2024), in SB 1014 (2024), and in SB 1163 (2024).PSRS/PEERS - WORKING AFTER RETIREMENT LIMITS (Sections 169.560 and 169.660) Currently, a retired member, except for those retired due to disability, of the Public School Retirement System (""PSRS"") may work after retirement in a certified position with a covered employer without discontinuance of his or her retirement benefits if the member does not exceed 550 hours of work each school year and 50% of the annual compensation to the person who last held the position.  This act provides that the member, including those retired due to disability, may earn up to 50% of the annual compensation to the person who last held the position or 50% of the limit set by the employer's school board for the position which has been submitted and approved by the Board of Trustees of PSRS.  Additionally, current law provides that if a member of PSRS or the Public Education Employee Retirement System (""PEERS"") is in excess of the limitations, the member shall not be eligible to receive the retirement allowance for any month so employed.  This act provides that either member shall not be eligible to receive the retirement allowance for any month so employed or the retirement system shall recover the amount earned in excess of the limitations, whichever is less. These provisions are identical to provisions in SCS/HCS/HB 2431 (2024) and in HCS/SS/SB 898 (2024) and are similar to SB 1286 (2024) and HB 2906 (2024).SUICIDE PREVENTION IN GRADES 7-12 (Section 170.048) This act modifies provisions of current law that require suicide prevention information to be printed on the identification cards of public school students in grades 7-12. Beginning July 1, 2025, the act adds to such information the non-emergency phone number of the local police department.  The identification cards may also include the phone number of the Crisis Text Line and the phone number of a local suicide prevention hotline, if such hotline is available.  This provision is identical to a provision in SB 762 (2024).TEACHER RECRUITMENT AND RETENTION STATE SCHOLARSHIP PROGRAM (Section 173.232) The act changes the name of the ""Urban Flight and Rural Needs Scholarship Program"" to the ""Teacher Recruitment and Retention State Scholarship Program.""  The corresponding state treasury fund is also renamed accordingly. The act provides that scholarship funds may be used to cover up to 100% of the tuition costs related to teacher preparation at a four-year college or university located in Missouri, except that no amount granted for tuition shall exceed the amount of tuition charged a Missouri resident at the University of Missouri-Columbia for attendance. The number of years a student may receive a scholarship is reduced from four to two years.  The number of students who may receive a scholarship is increased from 100 to 200 in the 2025-26 academic year, or a maximum awarded amount of $1.2 million dollars.  The act further increases the maximum number of scholarships or the maximum awarded amount for each year through the 2030-31 academic year, when the maximum shall be 600 scholarships or a maximum awarded amount of $3.4 million, as provided in the act.  Scholarship recipients after June 30, 2025, shall sign a statement that they have made a good faith effort to secure all available federal sources of grant funding.  The act a repeals a provision that a student must have attended a Missouri high school in order to be eligible for a scholarship.  To be eligible for a scholarship, recipients shall sign an agreement to teach in a Missouri public school that is a hard-to-staff school or to teach at least one hard-to-staff subject area in a Missouri public school, or both, for two years for every one year the recipient receives a scholarship.  The act defines a ""hard-to-staff school"" as an attendance center where the percentage of certificated positions that were left vacant or were filled with a teacher not fully qualified in the prior academic year exceeds 10% as reported to the Department of Elementary and Secondary Education.  A ""hard-to-staff subject area"" is defined as a content area for which positions were left vacant or were filled with a teacher not fully qualified in the prior academic year. The scholarships provided in the act shall be available to students who have successfully completed 48 credit hours at a community college, who have been awarded an associate degree, or who have completed 60 credit hours at a four-year college, as provided in the act.  The act modifies the interest rate paid by scholarship recipients who do not follow through on their agreement to teach in a hard-to-staff subject or school and must therefore repay their scholarship award as a loan. An individual who has qualified as an eligible student under the act shall continue to qualify as an eligible student as long as he or she remains employed by the school district in which he or she agreed to teach, regardless of whether his or her employing school no longer qualifies as a hard-to-staff school, the class he or she teaches longer qualifies as a hard-to-staff subject area, or his or her position within the school district changes. This provision is identical to a provision in HCS/HB 1447 (2024) and is similar to SB 1013 (2024), HB 2092 (2024), HB 2335 (2024), and to provisions in SB 955 (2024), in SB 1163 (2024), and in HCS/HB 497 (2023). OLIVIA SHANNON",https://www.senate.mo.gov/24info/BTS_Web/Bill.aspx?SessionType=R&BillID=244
