bill_number,session,session_year,session_type,chamber,action_date,action,journal_page,order
SB0947,102nd,2024,RS,,2024-02-13,"Hearing Cancelled S Commerce, Consumer Protection, Energy and the Environment Committee",,4
SB0947,102nd,2024,RS,,2024-02-20,"Hearing Cancelled S Commerce, Consumer Protection, Energy and the Environment Committee",,5
SB0947,102nd,2024,RS,,2024-02-27,"Voted Do Pass S Commerce, Consumer Protection, Energy and the Environment Committee",,6
SB0948,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0948,102nd,2024,RS,,2024-01-03,S First Read,S48,2
SB0948,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S225,3
SB0949,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0949,102nd,2024,RS,,2024-01-03,S First Read,S48,2
SB0949,102nd,2024,RS,,2024-01-25,Second Read and Referred S Emerging Issues Committee,S225,3
SB0950,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0950,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0950,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S225,3
SB0950,102nd,2024,RS,,2024-04-02,Hearing Conducted S Select Committee on Empowering Missouri Parents and Children Committee,,4
SB0951,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0951,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0951,102nd,2024,RS,,2024-01-25,Second Read and Referred S Judiciary and Civil and Criminal Jurisprudence Committee,S225,3
SB0951,102nd,2024,RS,,2024-03-11,Hearing Conducted S Judiciary and Civil and Criminal Jurisprudence Committee,,4
SB0951,102nd,2024,RS,,2024-03-25,Voted Do Pass S Judiciary and Civil and Criminal Jurisprudence Committee,,5
SB0952,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0952,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0952,102nd,2024,RS,,2024-01-25,Second Read and Referred S Emerging Issues Committee,S225,3
SB0953,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0953,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0953,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S225,3
SB0954,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0954,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0954,102nd,2024,RS,,2024-01-25,Second Read and Referred S General Laws Committee,S225,3
SB0955,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0955,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0955,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S225,3
SB0956,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0956,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0956,102nd,2024,RS,,2024-01-25,Second Read and Referred S Governmental Accountability Committee,S226,3
SB0956,102nd,2024,RS,,2024-03-14,Hearing Conducted S Governmental Accountability Committee,,4
SB0956,102nd,2024,RS,,2024-04-25,Voted Do Pass S Governmental Accountability Committee,,5
SB0957,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0957,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0957,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S226,3
SB0958,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0958,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0958,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Agriculture, Food Production and Outdoor Resources Committee",S226,3
SB0959,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0959,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0959,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S226,3
SB0960,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0960,102nd,2024,RS,,2024-01-03,S First Read,S49,2
SB0960,102nd,2024,RS,,2024-01-25,Second Read and Referred S General Laws Committee,S226,3
SB0961,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0961,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0961,102nd,2024,RS,,2024-01-04,Bill Withdrawn,S95,3
SB0962,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0962,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0962,102nd,2024,RS,,2024-01-25,Second Read and Referred S Fiscal Oversight Committee,S226,3
SB0963,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0963,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0963,102nd,2024,RS,,2024-01-25,Second Read and Referred S General Laws Committee,S226,3
SB0964,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0964,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0964,102nd,2024,RS,,2024-01-25,Second Read and Referred S Progress and Development Committee,S226,3
SB0964,102nd,2024,RS,,2024-02-07,Hearing Conducted S Progress and Development Committee,,4
SB0964,102nd,2024,RS,,2024-02-21,Voted Do Pass S Progress and Development Committee,,5
SB0964,102nd,2024,RS,,2024-03-04,Reported from S Progress and Development Committee,S424,6
SB0964,102nd,2024,RS,,2024-03-05,SS S offered (Razer)--(3114S.03F),S433,7
SB0964,102nd,2024,RS,,2024-03-05,SA 1 to SS S offered & adopted (Schroer)--(3114S03.03S),S433-434,8
SB0964,102nd,2024,RS,,2024-03-05,SA 2 to SS S offered (May)--(3114S03.05S),S434,9
SB0964,102nd,2024,RS,,2024-03-05,SA 1 to SA 2 to SS S offered (Moon)--(3114S03.08S),S434,10
SB0964,102nd,2024,RS,,2024-03-05,SA 2 to SS S withdrawn,S434,11
SB0964,102nd,2024,RS,,2024-03-05,SA 3 to SS S offered & adopted (Fitzwater)--(3114S03.04S),S434-435,12
SB0964,102nd,2024,RS,,2024-03-05,SA 4 to SS S offered & adopted (Beck)--(3114S03.07S),S435,13
SB0964,102nd,2024,RS,,2024-03-05,SA 5 to SS S offered (Hoskins)--(3114S03.06S),S435,14
SB0964,102nd,2024,RS,,2024-03-05,Bill Placed on Informal Calendar,S435,15
SB0964,102nd,2024,RS,,2024-04-08,SS S withdrawn,S647,16
SB0964,102nd,2024,RS,,2024-04-08,SS#2 S offered (Razer)--(3114S.07F),S647-648,17
SB0964,102nd,2024,RS,,2024-04-08,SA 1 to SS#2 S offered & adopted (Fitzwater)--(3114S07.01S),S648,18
SB0964,102nd,2024,RS,,2024-04-08,"SS#2, as amended, S adopted",S648,19
SB0964,102nd,2024,RS,,2024-04-08,Perfected,S648,20
SB0964,102nd,2024,RS,,2024-04-09,"Reported Truly Perfected S Rules, Joint Rules, Resolutions and Ethics Committee",S657,21
SB0964,102nd,2024,RS,,2024-04-11,S Third Read and Passed,S674,22
SB0964,102nd,2024,RS,,2024-04-11,H First Read,H1375,23
SB0964,102nd,2024,RS,,2024-04-15,H Second Read,H1383,24
SB0964,102nd,2024,RS,,2024-04-25,Referred H Special Committee on Tourism,H1527,25
SB0964,102nd,2024,RS,,2024-04-30,Hearing Conducted H Special Committee on Tourism,,26
SB0964,102nd,2024,RS,,2024-04-30,HCS Voted Do Pass H Special Committee on Tourism,,27
SB0964,102nd,2024,RS,,2024-04-30,HCS Reported Do Pass H Special Committee on Tourism,H1555,28
SB0964,102nd,2024,RS,,2024-04-30,Referred H Rules - Legislative Oversight,H1556,29
SB0964,102nd,2024,RS,,2024-05-01,Voted to Return to the Committee of Origin,,30
SB0964,102nd,2024,RS,,2024-05-01,Returned to committee of origin - Special Committee on Tourism,H1574,31
SB0964,102nd,2024,RS,,2024-05-07,HCS#2 Voted Do Pass H Special Committee on Tourism,,32
SB0964,102nd,2024,RS,,2024-05-08,HCS#2 Reported Do Pass H Special Committee on Tourism,H1724,33
SB0964,102nd,2024,RS,,2024-05-08,Referred H Rules - Legislative Oversight,H1725,34
SB0964,102nd,2024,RS,,2024-05-09,Voted Do Pass H Rules - Legislative Oversight,,35
SB0964,102nd,2024,RS,,2024-05-09,Reported Do Pass H Rules - Legislative Oversight,H1741-1742,36
SB0964,102nd,2024,RS,,2024-05-13,Bill Placed on H Informal Calendar SBs for Third Reading,H1814,37
SB0964,102nd,2024,RS,,2024-05-13,HA 1 to HCS#2 H offered & adopted (Mayhew)--(3114H10.01H),H1814-1815,38
SB0964,102nd,2024,RS,,2024-05-13,HA 2 to HCS#2 H offered & adopted (Deaton)--(3114H10.03H),H1815,39
SB0964,102nd,2024,RS,,2024-05-13,HA 3 to HCS#2 H offered (Stinnett)--(3114H10.07H),H1815,40
SB0964,102nd,2024,RS,,2024-05-13,HA 1 to HA 3 to HCS#2 H offered & adopted (Phifer)--(3114H10.13H),H1815-1816,41
SB0964,102nd,2024,RS,,2024-05-13,HA 2 to HA 3 to HCS#2 H offered & adopted (Copeland)--(3114H10.11H),H1816,42
SB0964,102nd,2024,RS,,2024-05-13,HA 3 to HA 3 to HCS#2 H offered & adopted (Sauls)--(3114H10.09H),H1816-1817,43
SB0964,102nd,2024,RS,,2024-05-13,HA 4 to HA 3 to HCS#2 H offered & adopted (Cook)--(3114H10.12H),H1817,44
SB0964,102nd,2024,RS,,2024-05-13,"HA 3 to HCS#2, as amended, H adopted --(3114H10.07H)",H1817,45
SB0964,102nd,2024,RS,,2024-05-13,HA 4 to HCS#2 H offered & withdrawn (Perkins)--(3114H10.02H),H1817,46
SB0964,102nd,2024,RS,,2024-05-13,HA 5 to HCS#2 H offered (Baker)--(3114H10.04H),H1817-1818,47
SB0964,102nd,2024,RS,,2024-05-13,HA 1 to HA 5 to HCS#2 H offered & withdrawn (Toalson Reisch)--(3114H10.10H),H1818,48
SB0964,102nd,2024,RS,,2024-05-13,HA 5 to HCS#2 H withdrawn,H1819,49
SB0964,102nd,2024,RS,,2024-05-13,"HCS#2, as amended, H adopted",H1819,50
SB0964,102nd,2024,RS,,2024-05-13,H Third Read and Passed,H1819-1820 / S1062-1065,51
SB0964,102nd,2024,RS,,2024-05-17,S Bills with H Amendments,,52
SB0965,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0965,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0965,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S226,3
SB0966,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0966,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0966,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S226,3
SB0967,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0967,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0967,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S226,3
SB0968,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0968,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0968,102nd,2024,RS,,2024-01-25,Second Read and Referred S Health and Welfare Committee,S226,3
SB0969,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0969,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0969,102nd,2024,RS,,2024-01-25,Second Read and Referred S Progress and Development Committee,S226,3
SB0969,102nd,2024,RS,,2024-02-28,Hearing Conducted S Progress and Development Committee,,4
SB0969,102nd,2024,RS,,2024-03-06,Voted Do Pass S Progress and Development Committee,,5
SB0969,102nd,2024,RS,,2024-03-28,Reported from S Progress and Development Committee,S593,6
SB0969,102nd,2024,RS,,2024-05-17,Formal Calendar S Bills for Perfection,,7
SB0970,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0970,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0970,102nd,2024,RS,,2024-01-25,Second Read and Referred S Economic Development and Tax Policy Committee,S226,3
SB0971,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0971,102nd,2024,RS,,2024-01-03,S First Read,S50,2
SB0971,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S226,3
SB0972,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0972,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0972,102nd,2024,RS,,2024-01-25,Second Read and Referred S Judiciary and Civil and Criminal Jurisprudence Committee,S226,3
SB0973,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0973,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0973,102nd,2024,RS,,2024-01-25,Second Read and Referred S Progress and Development Committee,S226,3
SB0973,102nd,2024,RS,,2024-03-06,Hearing Conducted S Progress and Development Committee,,4
SB0973,102nd,2024,RS,,2024-03-13,Voted Do Pass S Progress and Development Committee,,5
SB0974,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0974,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0974,102nd,2024,RS,,2024-01-25,Second Read and Referred S Emerging Issues Committee,S226,3
SB0975,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0975,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0975,102nd,2024,RS,,2024-01-25,Second Read and Referred S Fiscal Oversight Committee,S226,3
SB0975,102nd,2024,RS,,2024-02-08,Hearing Cancelled S Fiscal Oversight Committee,,4
SB0975,102nd,2024,RS,,2024-02-29,Hearing Conducted S Fiscal Oversight Committee,,5
SB0975,102nd,2024,RS,,2024-03-14,Voted Do Pass S Fiscal Oversight Committee,,6
SB0976,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0976,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0976,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S226,3
SB0976,102nd,2024,RS,,2024-02-28,Hearing Conducted S Select Committee on Empowering Missouri Parents and Children Committee,,4
SB0976,102nd,2024,RS,,2024-03-07,SCS Voted Do Pass S Select Committee on Empowering Missouri Parents and Children Committee (3508S.03C),,5
SB0977,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0977,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0977,102nd,2024,RS,,2024-01-25,Second Read and Referred S Insurance and Banking Committee,S226,3
SB0978,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0978,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0978,102nd,2024,RS,,2024-01-25,Second Read and Referred S Insurance and Banking Committee,S226,3
SB0978,102nd,2024,RS,,2024-02-13,Hearing Cancelled S Insurance and Banking Committee,,4
SB0978,102nd,2024,RS,,2024-02-19,Hearing Conducted S Insurance and Banking Committee,,5
SB0978,102nd,2024,RS,,2024-03-05,SCS Voted Do Pass S Insurance and Banking Committee (3454S.02C),,6
SB0979,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0979,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0979,102nd,2024,RS,,2024-01-25,Second Read and Referred S Local Government and Elections Committee,S226,3
SB0980,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0980,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0980,102nd,2024,RS,,2024-01-25,Second Read and Referred S Governmental Accountability Committee,S226,3
SB0980,102nd,2024,RS,,2024-02-29,Hearing Conducted S Governmental Accountability Committee,,4
SB0981,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0981,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0981,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Agriculture, Food Production and Outdoor Resources Committee",S226,3
SB0981,102nd,2024,RS,,2024-03-05,"Hearing Conducted S Agriculture, Food Production and Outdoor Resources Committee",,4
SB0982,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0982,102nd,2024,RS,,2024-01-03,S First Read,S51,2
SB0982,102nd,2024,RS,,2024-01-25,Second Read and Referred S Emerging Issues Committee,S226,3
SB0982,102nd,2024,RS,,2024-03-05,Hearing Cancelled S Emerging Issues Committee,,4
SB0982,102nd,2024,RS,,2024-03-12,Hearing Conducted S Emerging Issues Committee,,5
SB0982,102nd,2024,RS,,2024-04-09,Voted Do Pass S Emerging Issues Committee,,6
SB0983,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0983,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0983,102nd,2024,RS,,2024-01-25,Second Read and Referred S Governmental Accountability Committee,S226,3
SB0984,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0984,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0984,102nd,2024,RS,,2024-01-25,Second Read and Referred S Judiciary and Civil and Criminal Jurisprudence Committee,S226,3
SB0984,102nd,2024,RS,,2024-02-12,Hearing Conducted S Judiciary and Civil and Criminal Jurisprudence Committee,,4
SB0984,102nd,2024,RS,,2024-02-19,Voted Do Pass S Judiciary and Civil and Criminal Jurisprudence Committee,,5
SB0984,102nd,2024,RS,,2024-03-04,Reported from S Judiciary and Civil and Criminal Jurisprudence Committee,S425,6
SB0984,102nd,2024,RS,,2024-03-05,Bill Placed on Informal Calendar,S441,7
SB0984,102nd,2024,RS,,2024-03-25,SS S offered (Schroer)--(4319S.03F),S529-530,8
SB0984,102nd,2024,RS,,2024-03-25,SA 1 to SS S offered (May)--(4319S03.03S),S530,9
SB0984,102nd,2024,RS,,2024-03-25,SA 1 to SA 1 to SS S offered (Moon)--(4319S03.11S),S530,10
SB0984,102nd,2024,RS,,2024-03-25,Bill Placed on Informal Calendar,S530,11
SB0984,102nd,2024,RS,,2024-05-17,Informal Calendar S Bills for Perfection,,12
SB0985,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0985,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0985,102nd,2024,RS,,2024-01-25,Second Read and Referred S Local Government and Elections Committee,S226,3
SB0985,102nd,2024,RS,,2024-02-12,Hearing Conducted S Local Government and Elections Committee,,4
SB0985,102nd,2024,RS,,2024-02-26,Voted Do Pass S Local Government and Elections Committee,,5
SB0986,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0986,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0986,102nd,2024,RS,,2024-01-25,Second Read and Referred S Insurance and Banking Committee,S227,3
SB0987,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0987,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0987,102nd,2024,RS,,2024-01-25,Second Read and Referred S Judiciary and Civil and Criminal Jurisprudence Committee,S227,3
SB0988,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0988,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0988,102nd,2024,RS,,2024-01-25,Second Read and Referred S Judiciary and Civil and Criminal Jurisprudence Committee,S227,3
SB0988,102nd,2024,RS,,2024-02-19,Hearing Conducted S Judiciary and Civil and Criminal Jurisprudence Committee,,4
SB0988,102nd,2024,RS,,2024-02-26,Bill Combined (w/SCS SBs 1221 & 988),,5
SB0989,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0989,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0989,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S227,3
SB0989,102nd,2024,RS,,2024-02-28,"Hearing Conducted S Transportation, Infrastructure and Public Safety Committee",,4
SB0989,102nd,2024,RS,,2024-03-06,"Voted Do Pass S Transportation, Infrastructure and Public Safety Committee",,5
SB0990,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0990,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0990,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S227,3
SB0990,102nd,2024,RS,,2024-03-13,"Hearing Conducted S Transportation, Infrastructure and Public Safety Committee",,4
SB0990,102nd,2024,RS,,2024-03-27,"SCS Voted Do Pass S Transportation, Infrastructure and Public Safety Committee (3473S.02C)",,5
SB0991,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0991,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0991,102nd,2024,RS,,2024-01-25,Second Read and Referred S Health and Welfare Committee,S227,3
SB0992,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0992,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0992,102nd,2024,RS,,2024-01-25,Second Read and Referred S Emerging Issues Committee,S227,3
SB0993,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0993,102nd,2024,RS,,2024-01-03,S First Read,S52,2
SB0993,102nd,2024,RS,,2024-01-25,Second Read and Referred S Fiscal Oversight Committee,S227,3
SB0993,102nd,2024,RS,,2024-02-29,Hearing Cancelled S Fiscal Oversight Committee,,4
SB0993,102nd,2024,RS,,2024-03-26,Hearing Cancelled S Fiscal Oversight Committee,,5
SB0993,102nd,2024,RS,,2024-04-11,Hearing Conducted S Fiscal Oversight Committee,,6
SB0993,102nd,2024,RS,,2024-04-18,Voted Do Pass S Fiscal Oversight Committee,,7
SB0994,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0994,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB0994,102nd,2024,RS,,2024-01-25,Second Read and Referred S Local Government and Elections Committee,S227,3
SB0995,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0995,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB0995,102nd,2024,RS,,2024-01-25,Second Read and Referred S Health and Welfare Committee,S227,3
SB0996,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0996,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB0996,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S227,3
SB0997,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0997,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB0997,102nd,2024,RS,,2024-01-25,Second Read and Referred S Health and Welfare Committee,S227,3
SB0998,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0998,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB0998,102nd,2024,RS,,2024-01-25,Second Read and Referred S General Laws Committee,S227,3
SB0998,102nd,2024,RS,,2024-02-29,"Re-referred S Transportation, Infrastructure and Public Safety Committee",S401,4
SB0998,102nd,2024,RS,,2024-03-06,"Hearing Conducted S Transportation, Infrastructure and Public Safety Committee",,5
SB0998,102nd,2024,RS,,2024-03-13,"Voted Do Pass S Transportation, Infrastructure and Public Safety Committee",,6
SB0999,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0999,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB0999,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Commerce, Consumer Protection, Energy and the Environment Committee",S227,3
SB1000,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1000,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB1000,102nd,2024,RS,,2024-01-25,Second Read and Referred S Economic Development and Tax Policy Committee,S227,3
SB1001,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1001,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB1001,102nd,2024,RS,,2024-01-25,Second Read and Referred S Economic Development and Tax Policy Committee,S227,3
SB1001,102nd,2024,RS,,2024-02-12,Hearing Conducted S Economic Development and Tax Policy Committee,,4
SB1001,102nd,2024,RS,,2024-02-19,Voted Do Pass S Economic Development and Tax Policy Committee,,5
SB1001,102nd,2024,RS,,2024-04-04,Reported from S Economic Development and Tax Policy Committee,S629,6
SB1001,102nd,2024,RS,,2024-05-17,Formal Calendar S Bills for Perfection,,7
SB1002,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1002,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB1002,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S227,3
SB1003,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1003,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB1003,102nd,2024,RS,,2024-01-25,Second Read and Referred S Local Government and Elections Committee,S227,3
SB1004,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1004,102nd,2024,RS,,2024-01-03,S First Read,S53,2
SB1004,102nd,2024,RS,,2024-01-25,Second Read and Referred S General Laws Committee,S227,3
SB1005,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1005,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1005,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S227,3
SB1006,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1006,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1006,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S227,3
SB1007,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1007,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1007,102nd,2024,RS,,2024-01-25,Second Read and Referred S Judiciary and Civil and Criminal Jurisprudence Committee,S227,3
SB1007,102nd,2024,RS,,2024-02-26,Hearing Conducted S Judiciary and Civil and Criminal Jurisprudence Committee,,4
SB1007,102nd,2024,RS,,2024-03-11,SCS Voted Do Pass S Judiciary and Civil and Criminal Jurisprudence Committee (4212S.03C),,5
SB1008,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1008,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1008,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S227,3
SB1008,102nd,2024,RS,,2024-03-06,"Hearing Conducted S Transportation, Infrastructure and Public Safety Committee",,4
SB1008,102nd,2024,RS,,2024-03-13,"Voted Do Pass S Transportation, Infrastructure and Public Safety Committee",,5
SB1009,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1009,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1009,102nd,2024,RS,,2024-01-25,Second Read and Referred S Economic Development and Tax Policy Committee,S227,3
SB1009,102nd,2024,RS,,2024-03-04,Hearing Conducted S Economic Development and Tax Policy Committee,,4
SB1010,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1010,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1010,102nd,2024,RS,,2024-01-25,Second Read and Referred S Economic Development and Tax Policy Committee,S227,3
SB1010,102nd,2024,RS,,2024-02-19,Hearing Conducted S Economic Development and Tax Policy Committee,,4
SB1010,102nd,2024,RS,,2024-02-26,Voted Do Pass S Economic Development and Tax Policy Committee,,5
SB1011,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1011,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1011,102nd,2024,RS,,2024-01-25,Second Read and Referred S Local Government and Elections Committee,S227,3
SB1012,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1012,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1012,102nd,2024,RS,,2024-01-25,Second Read and Referred S Health and Welfare Committee,S227,3
SB1013,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1013,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1013,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S227,3
SB1014,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1014,102nd,2024,RS,,2024-01-03,S First Read,S54,2
SB1014,102nd,2024,RS,,2024-01-25,Second Read and Referred S Select Committee on Empowering Missouri Parents and Children Committee,S227,3
SB1015,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB1015,102nd,2024,RS,,2024-01-03,S First Read,S55,2
SB1015,102nd,2024,RS,,2024-01-25,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S228,3
