bill_number,session,session_year,session_type,chamber,action_date,action,journal_page,order
HB0076,102nd,2023,RS,,2023-04-03,Voted Do Pass (H),,20
HB0076,102nd,2023,RS,,2023-04-03,Reported Do Pass (H) - AYES: 6 NOES: 0 PRESENT: 0,H 1302,21
HB0076,102nd,2023,RS,,2023-04-03,Placed on the Informal Third Reading Calendar (H),H 1307,22
HB0076,102nd,2023,RS,,2023-04-04,Taken Up for Third Reading (H),H 1341,23
HB0076,102nd,2023,RS,,2023-04-04,Third Read and Passed (H) - AYES: 151 NOES: 0 PRESENT: 5,H 1341 - 1342,24
HB0076,102nd,2023,RS,,2023-04-04,Reported to the Senate and First Read (S),S 911,25
HB0076,102nd,2023,RS,,2023-04-20,Second read and referred: Governmental Accountability(S),S 1168,26
HB0076,102nd,2023,RS,,2023-04-25,"Public Hearing Scheduled (S) - AMENDED:  Thursday, April 27, 2023, April 27, 2023, 8:00 a.m., Senate Lounge",,27
HB0076,102nd,2023,RS,,2023-04-27,Public Hearing Held (S),,28
HB0077,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0077,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0077,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0077,102nd,2023,RS,,2023-03-02,Referred: Crime Prevention and Public Safety(H),H 749,4
HB0077,102nd,2023,RS,,2023-04-03,Public Hearing Completed (H),,5
HB0077,102nd,2023,RS,,2023-04-06,Executive Session Completed (H),,6
HB0077,102nd,2023,RS,,2023-04-06,Voted Do Pass (H),,7
HB0077,102nd,2023,RS,,2023-04-06,Reported Do Pass (H) - AYES: 23 NOES: 0 PRESENT: 0,H 1422 - 1423,8
HB0077,102nd,2023,RS,,2023-04-12,Referred: Rules - Administrative Oversight(H),H 1617,9
HB0077,102nd,2023,RS,,2023-04-17,Executive Session Completed (H),,10
HB0077,102nd,2023,RS,,2023-04-17,Voted Do Pass (H),,11
HB0077,102nd,2023,RS,,2023-04-17,Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 1777,12
HB0077,102nd,2023,RS,,2023-04-19,Placed on the Informal Perfection Calendar (H),H 1853,13
HB0077,102nd,2023,RS,,2023-05-05,Dropped from Calendar - Pursuant to House Rules (H),H 3001,14
HB0078,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0078,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0078,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0078,102nd,2023,RS,,2023-01-19,Referred: Rural Community Development(H),H 373,4
HB0079,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0079,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0079,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0079,102nd,2023,RS,,2023-05-12,Referred: Pensions(H),H 3494,4
HB0080,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0080,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0080,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0080,102nd,2023,RS,,2023-05-12,Referred: Health and Mental Health Policy(H),H 3494,4
HB0081,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0081,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0081,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0081,102nd,2023,RS,,2023-02-15,Referred: Children and Families(H),H 598,4
HB0081,102nd,2023,RS,,2023-02-21,Public Hearing Completed (H),,5
HB0081,102nd,2023,RS,,2023-02-28,Executive Session Completed (H),,6
HB0081,102nd,2023,RS,,2023-02-28,Voted Do Pass (H),,7
HB0081,102nd,2023,RS,,2023-02-28,Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 707,8
HB0081,102nd,2023,RS,,2023-03-02,Referred: Rules - Administrative Oversight(H),H 756,9
HB0081,102nd,2023,RS,,2023-03-06,Executive Session Completed (H),,10
HB0081,102nd,2023,RS,,2023-03-06,Voted Do Pass (H),,11
HB0081,102nd,2023,RS,,2023-03-06,Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 779,12
HB0081,102nd,2023,RS,,2023-03-08,Placed on the Informal Perfection Calendar (H),H 817,13
HB0081,102nd,2023,RS,,2023-03-08,Taken Up for Perfection (H),H 829,14
HB0081,102nd,2023,RS,,2023-03-08,Title of Bill - Agreed To,H 829,15
HB0081,102nd,2023,RS,,2023-03-08,"Perfected with Amendments (H) - HA 1, HA 2, HA 3, HA 4 and HA 5, adopted",H 835,16
HB0081,102nd,2023,RS,,2023-03-20,Taken Up for Third Reading (H),H 889,17
HB0081,102nd,2023,RS,,2023-03-20,Third Read and Passed (H) - AYES: 154 NOES: 0 PRESENT: 0,H 889 - 890,18
HB0081,102nd,2023,RS,,2023-03-20,Reported to the Senate and First Read (S),S 594 - 595,19
HB0081,102nd,2023,RS,,2023-04-06,"Second read and referred: Transportation, Infrastructure and Public Safety(S)",S 961,20
HB0081,102nd,2023,RS,,2023-04-17,"Public Hearing Scheduled (S) - Wednesday, April 19, 2023, 8:15 a.m., Senate Committee Room 1",,21
HB0081,102nd,2023,RS,,2023-04-19,Public Hearing Held (S),,22
HB0081,102nd,2023,RS,,2023-04-26,Executive Session Held (S),,23
HB0081,102nd,2023,RS,,2023-04-26,SCS Voted Do Pass (S),,24
HB0081,102nd,2023,RS,,2023-05-01,SCS Reported Do Pass (S),S 1649,25
HB0081,102nd,2023,RS,,2023-05-01,Referred: Fiscal Oversight(S),S 1792,26
HB0081,102nd,2023,RS,,2023-05-02,"Executive Session Scheduled - Wednesday, May 3, 2023, 11:45 a.m., Senate Committee Room 1",,27
HB0081,102nd,2023,RS,,2023-05-03,Executive Session Held (S),,28
HB0081,102nd,2023,RS,,2023-05-03,Voted Do Pass (S),,29
HB0081,102nd,2023,RS,,2023-05-04,Reported Do Pass (S),S 2413,30
HB0082,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0082,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0082,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0082,102nd,2023,RS,,2023-04-03,Referred: Judiciary(H),H 1316,4
HB0082,102nd,2023,RS,,2023-04-12,Public Hearing Completed (H),,5
HB0082,102nd,2023,RS,,2023-04-19,Executive Session Completed (H),,6
HB0082,102nd,2023,RS,,2023-04-19,Voted Do Pass (H),,7
HB0082,102nd,2023,RS,,2023-04-20,Reported Do Pass (H) - AYES: 13 NOES: 1 PRESENT: 0,H 1879 - 1880,8
HB0082,102nd,2023,RS,,2023-05-05,Referred: Rules - Regulatory Oversight(H),H 2996,9
HB0083,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0083,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0083,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0083,102nd,2023,RS,,2023-01-17,Referred: Judiciary(H),H 308,4
HB0083,102nd,2023,RS,,2023-02-22,Public Hearing Completed (H),,5
HB0084,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0084,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0084,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0084,102nd,2023,RS,,2023-01-19,Referred: Judiciary(H),H 373,4
HB0084,102nd,2023,RS,,2023-02-06,Public Hearing Completed (H),,5
HB0085,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0085,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0085,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0085,102nd,2023,RS,,2023-05-12,Referred: Workforce and Infrastructure Development(H),H 3494,4
HB0086,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0086,102nd,2023,RS,,2023-01-04,Read First Time (H),H 54,2
HB0086,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0086,102nd,2023,RS,,2023-03-09,Referred: Crime Prevention and Public Safety(H),H 851,4
HB0087,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0087,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0087,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0087,102nd,2023,RS,,2023-01-17,Referred: Judiciary(H),H 308,4
HB0087,102nd,2023,RS,,2023-01-30,Public Hearing Completed (H),,5
HB0088,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0088,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0088,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0088,102nd,2023,RS,,2023-01-25,Referred: Agriculture Policy(H),H 409,4
HB0088,102nd,2023,RS,,2023-02-23,Public Hearing Completed (H),,5
HB0088,102nd,2023,RS,,2023-03-09,Executive Session Completed (H),,6
HB0088,102nd,2023,RS,,2023-03-09,HCS Voted Do Pass (H),,7
HB0088,102nd,2023,RS,,2023-03-22,HCS Reported Do Pass (H) - AYES: 15 NOES: 2 PRESENT: 0,H 948,8
HB0088,102nd,2023,RS,,2023-03-23,Referred: Rules - Regulatory Oversight(H),H 976,9
HB0088,102nd,2023,RS,,2023-04-03,Executive Session Completed (H),,10
HB0088,102nd,2023,RS,,2023-04-03,Voted Do Pass (H),,11
HB0088,102nd,2023,RS,,2023-04-03,Reported Do Pass (H) - AYES: 7 NOES: 0 PRESENT: 0,H 1320,12
HB0088,102nd,2023,RS,,2023-04-05,Placed on the Informal Perfection Calendar (H),H 1370,13
HB0088,102nd,2023,RS,,2023-04-05,Placed Back on Formal Perfection Calendar (H),H 1397,14
HB0088,102nd,2023,RS,,2023-04-06,Taken Up for Perfection (H),H 1413,15
HB0088,102nd,2023,RS,,2023-04-06,Title of Bill - Agreed To,H 1413,16
HB0088,102nd,2023,RS,,2023-04-06,HCS Adopted (H),H 1416,17
HB0088,102nd,2023,RS,,2023-04-06,"Perfected with Amendments (H) - HA 1, adopted.",H 1416,18
HB0088,102nd,2023,RS,,2023-04-12,Taken Up for Third Reading (H),H 1505,19
HB0088,102nd,2023,RS,,2023-04-12,Third Read and Passed (H) - AYES: 137 NOES: 0 PRESENT: 1,H 1505 - 1506,20
HB0088,102nd,2023,RS,,2023-04-12,Reported to the Senate and First Read (S),S 1066,21
HB0088,102nd,2023,RS,,2023-04-20,"Second read and referred: Agriculture, Food Production and Outdoor Resources(S)",S 1169,22
HB0088,102nd,2023,RS,,2023-04-20,"Public Hearing Scheduled (S) - Tuesday, April 25, 2023, 8:30 a.m., Senate Committee Room 1",,23
HB0088,102nd,2023,RS,,2023-04-25,Public Hearing Held (S),,24
HB0088,102nd,2023,RS,,2023-04-25,Executive Session Held (S),,25
HB0088,102nd,2023,RS,,2023-04-25,Voted Do Pass (S),,26
HB0088,102nd,2023,RS,,2023-05-01,Reported Do Pass (S),S 1649,27
HB0089,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0089,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0089,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0089,102nd,2023,RS,,2023-03-23,Referred: Pensions(H),H 970,4
HB0089,102nd,2023,RS,,2023-04-04,Public Hearing Completed (H),,5
HB0090,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0090,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0090,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0090,102nd,2023,RS,,2023-01-17,Referred: Judiciary(H),H 308,4
HB0090,102nd,2023,RS,,2023-01-23,Public Hearing Completed (H),,5
HB0090,102nd,2023,RS,,2023-02-13,Executive Session Completed (H),,6
HB0090,102nd,2023,RS,,2023-02-13,HCS Voted Do Pass - Consent (H),,7
HB0090,102nd,2023,RS,,2023-02-14,HCS Reported Do Pass by Consent (H) - AYES: 13 NOES: 0 PRESENT: 0,H 588,8
HB0090,102nd,2023,RS,,2023-02-14,Referred: Consent and House Procedure(H),H 588,9
HB0090,102nd,2023,RS,,2023-02-28,Action Postponed (H),,10
HB0090,102nd,2023,RS,,2023-03-07,Executive Session Completed (H),,11
HB0090,102nd,2023,RS,,2023-03-07,Voted Do Pass - Not Consent (H),,12
HB0090,102nd,2023,RS,,2023-03-09,Reported Do Pass - Not Consent (H) - AYES: 7 NOES: 0 PRESENT: 0,H 857,13
HB0090,102nd,2023,RS,,2023-03-22,Placed on the Informal Perfection Calendar (H),H 946,14
HB0090,102nd,2023,RS,,2023-03-28,Taken Up for Perfection (H),H 1105,15
HB0090,102nd,2023,RS,,2023-03-28,Title of Bill - Agreed To,H 1105,16
HB0090,102nd,2023,RS,,2023-03-28,HCS Adopted (H),H 1109,17
HB0090,102nd,2023,RS,,2023-03-28,"Perfected with Amendments (H) - HA 1, HA 3, HA 4 and HA 5, adopted.",H 1109,18
HB0090,102nd,2023,RS,,2023-03-29,Referred: Fiscal Review(H),H 1245,19
HB0090,102nd,2023,RS,,2023-04-03,Executive Session Completed (H),,20
HB0090,102nd,2023,RS,,2023-04-03,Voted Do Pass (H),,21
HB0090,102nd,2023,RS,,2023-04-03,Reported Do Pass (H) - AYES: 6 NOES: 0 PRESENT: 0,H 1302,22
HB0090,102nd,2023,RS,,2023-04-03,Placed on the Informal Third Reading Calendar (H),H 1307,23
HB0090,102nd,2023,RS,,2023-04-04,Taken Up for Third Reading (H),H 1338,24
HB0090,102nd,2023,RS,,2023-04-04,Third Read and Passed (H) - AYES: 158 NOES: 0 PRESENT: 1,H 1338 - 1339,25
HB0090,102nd,2023,RS,,2023-04-04,Reported to the Senate and First Read (S),S 910 - 911,26
HB0090,102nd,2023,RS,,2023-04-20,Second read and referred: Judiciary and Civil and Criminal Jurisprudence(S),S 1168,27
HB0090,102nd,2023,RS,,2023-04-27,"Public Hearing Scheduled (S) - Monday, May 1, 2023, 2:30 p.m., Senate Committee Room 1",,28
HB0090,102nd,2023,RS,,2023-05-01,Public Hearing Held (S),,29
HB0090,102nd,2023,RS,,2023-05-01,Executive Session Held (S),,30
HB0090,102nd,2023,RS,,2023-05-01,SCS Voted Do Pass (S),,31
HB0091,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0091,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0091,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0091,102nd,2023,RS,,2023-02-02,Referred: Emerging Issues(H),H 470,4
HB0092,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0092,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0092,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0092,102nd,2023,RS,,2023-03-09,Referred: Local Government(H),H 851,4
HB0092,102nd,2023,RS,,2023-03-28,Public Hearing Completed (H),,5
HB0092,102nd,2023,RS,,2023-04-04,Executive Session Completed (H),,6
HB0092,102nd,2023,RS,,2023-04-04,Voted Do Pass (H),,7
HB0092,102nd,2023,RS,,2023-04-04,Reported Do Pass (H) - AYES: 13 NOES: 0 PRESENT: 0,H 1346,8
HB0092,102nd,2023,RS,,2023-04-12,Referred: Rules - Regulatory Oversight(H),H 1617,9
HB0093,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0093,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0093,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0093,102nd,2023,RS,,2023-03-23,Referred: General Laws(H),H 970,4
HB0093,102nd,2023,RS,,2023-04-03,Public Hearing Completed (H),,5
HB0093,102nd,2023,RS,,2023-04-11,Executive Session Completed (H),,6
HB0093,102nd,2023,RS,,2023-04-11,HCS Voted Do Pass (H),,7
HB0093,102nd,2023,RS,,2023-04-12,HCS Reported Do Pass (H) - AYES: 10 NOES: 4 PRESENT: 1,H 1611,8
HB0093,102nd,2023,RS,,2023-04-17,Referred: Rules - Regulatory Oversight(H),H 1788,9
HB0094,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0094,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0094,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0094,102nd,2023,RS,,2023-02-08,Referred: Transportation Infrastructure(H),H 540,4
HB0094,102nd,2023,RS,,2023-02-15,Public Hearing Completed (H),,5
HB0094,102nd,2023,RS,,2023-02-22,Executive Session Completed (H),,6
HB0094,102nd,2023,RS,,2023-02-22,Voted Do Pass - Consent (H),,7
HB0094,102nd,2023,RS,,2023-02-23,Reported Do Pass - Consent (H) - AYES: 12 NOES: 0 PRESENT: 0,H 660,8
HB0094,102nd,2023,RS,,2023-02-23,Referred: Consent and House Procedure(H),H 660,9
HB0094,102nd,2023,RS,,2023-02-28,Executive Session Completed (H),,10
HB0094,102nd,2023,RS,,2023-02-28,Voted Do Pass - Consent (H),,11
HB0094,102nd,2023,RS,,2023-03-01,Reported Do Pass - Consent (H) - AYES: 7 NOES: 0 PRESENT: 0,H 729,12
HB0094,102nd,2023,RS,,2023-03-07,Placed on the Informal Perfection Calendar (H),H 796,13
HB0094,102nd,2023,RS,,2023-03-21,Taken Up for Perfection (H),H 913,14
HB0094,102nd,2023,RS,,2023-03-21,Title of Bill - Agreed To,H 913,15
HB0094,102nd,2023,RS,,2023-03-21,Perfected (H),H 913,16
HB0094,102nd,2023,RS,,2023-03-22,Placed on the Informal Third Reading Calendar (H),H 926,17
HB0094,102nd,2023,RS,,2023-03-22,Taken Up for Third Reading (H),H 928,18
HB0094,102nd,2023,RS,,2023-03-22,Third Read and Passed (H) - AYES: 157 NOES: 0 PRESENT: 0,H 928,19
HB0094,102nd,2023,RS,,2023-03-22,Reported to the Senate and First Read (S),S 643,20
HB0094,102nd,2023,RS,,2023-04-06,"Second read and referred: Transportation, Infrastructure and Public Safety(S)",S 961,21
HB0094,102nd,2023,RS,,2023-04-17,"Public Hearing Scheduled (S) - Wednesday, April 19, 2023, 8:15 a.m., Senate Committee Room 1",,22
HB0094,102nd,2023,RS,,2023-04-19,Public Hearing Held (S),,23
HB0094,102nd,2023,RS,,2023-04-26,Executive Session Held (S),,24
HB0094,102nd,2023,RS,,2023-04-26,SCS Voted Do Pass (S),,25
HB0094,102nd,2023,RS,,2023-05-01,SCS Reported Do Pass (S),S 1649,26
HB0094,102nd,2023,RS,,2023-05-01,Referred: Fiscal Oversight(S),S 1792,27
HB0094,102nd,2023,RS,,2023-05-09,"Executive Session Scheduled - Wednesday, May 10, 2023, 9:30 a.m., Senate Lounge",,28
HB0094,102nd,2023,RS,,2023-05-10,Executive Session Held (S),,29
HB0094,102nd,2023,RS,,2023-05-10,Voted Do Pass (S),,30
HB0094,102nd,2023,RS,,2023-05-10,Reported Do Pass (S),S 2614,31
HB0095,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0095,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0095,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 177,3
HB0095,102nd,2023,RS,,2023-03-02,Referred: Crime Prevention and Public Safety(H),H 749,4
HB0096,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0096,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0096,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0096,102nd,2023,RS,,2023-04-03,Referred: Health and Mental Health Policy(H),H 1316,4
HB0096,102nd,2023,RS,,2023-04-17,Public Hearing Completed (H),,5
HB0096,102nd,2023,RS,,2023-04-24,Executive Session Completed (H),,6
HB0096,102nd,2023,RS,,2023-04-24,Voted Do Pass (H),,7
HB0096,102nd,2023,RS,,2023-04-25,Reported Do Pass (H) - AYES: 11 NOES: 0 PRESENT: 0,H 1939,8
HB0096,102nd,2023,RS,,2023-05-08,Referred: Rules - Legislative Oversight(H),H 3016,9
HB0097,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0097,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0097,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0097,102nd,2023,RS,,2023-02-23,Referred: Special Committee on Government Accountability(H),H 657,4
HB0098,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0098,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0098,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0098,102nd,2023,RS,,2023-04-03,Referred: Utilities(H),H 1316,4
HB0099,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0099,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0099,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0099,102nd,2023,RS,,2023-01-17,Referred: Professional Registration and Licensing(H),H 308,4
HB0099,102nd,2023,RS,,2023-01-24,Public Hearing Completed (H),,5
HB0099,102nd,2023,RS,,2023-01-31,Executive Session Completed (H),,6
HB0099,102nd,2023,RS,,2023-01-31,HCS Voted Do Pass (H),,7
HB0099,102nd,2023,RS,,2023-02-01,HCS Reported Do Pass (H) - AYES: 10 NOES: 0 PRESENT: 0,H 460,8
HB0100,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0100,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0100,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0100,102nd,2023,RS,,2023-01-25,Referred: Healthcare Reform(H),H 409,4
HB0100,102nd,2023,RS,,2023-01-31,Public Hearing Completed (H),,5
HB0100,102nd,2023,RS,,2023-03-30,Executive Session Completed (H),,6
HB0100,102nd,2023,RS,,2023-03-30,HCS Voted Do Pass (H),,7
HB0100,102nd,2023,RS,,2023-03-30,HCS Reported Do Pass (H) - AYES: 8 NOES: 3 PRESENT: 0,H 1286,8
HB0100,102nd,2023,RS,,2023-04-12,Referred: Rules - Regulatory Oversight(H),H 1617,9
HB0100,102nd,2023,RS,,2023-04-24,Executive Session Completed (H),,10
HB0100,102nd,2023,RS,,2023-04-24,Voted Do Pass (H),,11
HB0100,102nd,2023,RS,,2023-04-24,Reported Do Pass (H) - AYES: 6 NOES: 3 PRESENT: 0,H 1915,12
HB0101,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0101,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0101,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0101,102nd,2023,RS,,2023-05-12,Referred: Special Committee on Government Accountability(H),H 3494,4
HB0102,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0102,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0102,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0102,102nd,2023,RS,,2023-02-23,Referred: Special Committee on Urban Issues(H),H 657,4
HB0102,102nd,2023,RS,,2023-02-27,Public Hearing Completed (H),,5
HB0102,102nd,2023,RS,,2023-03-06,Executive Session Completed (H),,6
HB0102,102nd,2023,RS,,2023-03-06,Voted Do Pass (H),,7
HB0102,102nd,2023,RS,,2023-03-08,Reported Do Pass (H) - AYES: 6 NOES: 0 PRESENT: 0,H 837,8
HB0102,102nd,2023,RS,,2023-03-09,Referred: Rules - Legislative Oversight(H),H 863,9
HB0102,102nd,2023,RS,,2023-03-20,Executive Session Completed (H),,10
HB0102,102nd,2023,RS,,2023-03-20,Voted Do Pass (H),,11
HB0102,102nd,2023,RS,,2023-03-20,Reported Do Pass (H) - AYES: 8 NOES: 0 PRESENT: 0,H 895,12
HB0102,102nd,2023,RS,,2023-04-05,Placed on the Informal Perfection Calendar (H),H 1370,13
HB0102,102nd,2023,RS,,2023-04-05,Placed Back on Formal Perfection Calendar (H),H 1397,14
HB0102,102nd,2023,RS,,2023-04-06,Placed on the Informal Perfection Calendar (H),H 1413,15
HB0102,102nd,2023,RS,,2023-04-25,Placed Back on Formal Perfection Calendar (H),H 1938,16
HB0102,102nd,2023,RS,,2023-05-05,Placed on the Informal Perfection Calendar (H),H 2920,17
HB0103,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0103,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0103,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0103,102nd,2023,RS,,2023-05-12,Referred: Crime Prevention and Public Safety(H),H 3494,4
HB0104,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0104,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0104,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0104,102nd,2023,RS,,2023-03-29,Referred: Special Committee on Urban Issues(H),H 1246,4
HB0104,102nd,2023,RS,,2023-04-03,Public Hearing Completed (H),,5
HB0104,102nd,2023,RS,,2023-04-05,Executive Session Completed (H),,6
HB0104,102nd,2023,RS,,2023-04-05,Voted Do Pass (H),,7
HB0104,102nd,2023,RS,,2023-04-06,Reported Do Pass (H) - AYES: 4 NOES: 0 PRESENT: 0,H 1425,8
HB0104,102nd,2023,RS,,2023-04-17,Referred: Rules - Administrative Oversight(H),H 1788,9
HB0104,102nd,2023,RS,,2023-04-24,Executive Session Completed (H),,10
HB0104,102nd,2023,RS,,2023-04-24,Voted Do Pass (H),,11
HB0104,102nd,2023,RS,,2023-04-24,Reported Do Pass (H) - AYES: 8 NOES: 0 PRESENT: 0,H 1909,12
HB0105,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0105,102nd,2023,RS,,2023-01-04,Read First Time (H),H 55,2
HB0105,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0105,102nd,2023,RS,,2023-03-02,Referred: Crime Prevention and Public Safety(H),H 749,4
HB0106,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0106,102nd,2023,RS,,2023-01-04,Read First Time (H),H 56,2
HB0106,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0106,102nd,2023,RS,,2023-01-25,Referred: Elementary and Secondary Education(H),H 409,4
HB0106,102nd,2023,RS,,2023-03-01,Public Hearing Completed (H),,5
HB0106,102nd,2023,RS,,2023-03-22,Executive Session Completed (H),,6
HB0106,102nd,2023,RS,,2023-03-22,HCS Voted Do Pass (H),,7
HB0106,102nd,2023,RS,,2023-03-30,HCS Reported Do Pass (H) - AYES: 15 NOES: 0 PRESENT: 0,H 1284,8
HB0106,102nd,2023,RS,,2023-04-04,Referred: Rules - Regulatory Oversight(H),H 1349,9
HB0106,102nd,2023,RS,,2023-04-17,Executive Session Completed (H),,10
HB0106,102nd,2023,RS,,2023-04-17,Voted Do Pass (H),,11
HB0106,102nd,2023,RS,,2023-04-17,Reported Do Pass (H) - AYES: 8 NOES: 0 PRESENT: 0,H 1785,12
HB0106,102nd,2023,RS,,2023-04-19,Placed on the Informal Perfection Calendar (H),H 1853,13
HB0106,102nd,2023,RS,,2023-05-05,Dropped from Calendar - Pursuant to House Rules (H),H 3001,14
HB0107,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0107,102nd,2023,RS,,2023-01-04,Read First Time (H),H 56,2
HB0107,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0107,102nd,2023,RS,,2023-03-02,Referred: Insurance Policy(H),H 749,4
HB0108,102nd,2023,RS,,2022-12-01,Prefiled (H),,1
HB0108,102nd,2023,RS,,2023-01-04,Read First Time (H),H 56,2
HB0108,102nd,2023,RS,,2023-01-05,Read Second Time (H),H 178,3
HB0108,102nd,2023,RS,,2023-03-29,Referred: Special Committee on Urban Issues(H),H 1246,4
HB0108,102nd,2023,RS,,2023-04-03,Public Hearing Completed (H),,5
HB0108,102nd,2023,RS,,2023-04-05,Executive Session Completed (H),,6
