Date,State,Bill No,Title,Action
"April 28, 2023",KS,SB 113,Appropriates Funds for the State K-12 Education Budget for 2024-2027,"Conference Report Adopted
                           - House
                      

                      
                          (83 - 37)"
"April 28, 2023",KS,SB 113,Appropriates Funds for the State K-12 Education Budget for 2024-2027,"Conference Report Adopted
                           - Senate
                      

                      
                          (23 - 16)"
"April 27, 2023",KS,HB 2325,Amends Definition of Healthcare Provider to Include Maternity Centers and Exclude Abortion Facilities,"Veto Override Failed
                           - Senate
                      

                      
                          (25 - 15)"
"April 27, 2023",KS,HB 2264,Requires Notification of Effects of Medical Abortion to Patients,"Veto Override Passed
                           - Senate
                      

                      
                          (29 - 11)"
"April 27, 2023",KS,SB 174,Exempts and Decriminalizes Fentanyl Testing Strips from the List of Drug Paraphernalia,"Conference Report Adopted
                           - Senate
                      

                      
                          (31 - 7)"
"April 26, 2023",KS,HB 2325,Amends Definition of Healthcare Provider to Include Maternity Centers and Exclude Abortion Facilities,"Veto Override Passed
                           - House
                      

                      
                          (84 - 40)"
"April 26, 2023",KS,HB 2313,Establishes the Born-Alive Infants Protection Act,"Veto Override Passed
                           - House
                      

                      
                          (87 - 37)"
"April 26, 2023",KS,HB 2264,Requires Notification of Effects of Medical Abortion to Patients,"Veto Override Passed
                           - House
                      

                      
                          (84 - 40)"
"April 26, 2023",KS,HB 2313,Establishes the Born-Alive Infants Protection Act,(37 - 9)
"April 7, 2023",KS,SB 174,Exempts and Decriminalizes Fentanyl Testing Strips from the List of Drug Paraphernalia,"Conference Report Adopted
                           - House
                      

                      
                          (113 - 9)"
"April 6, 2023",KS,HB 2138,Prohibits Transgender Students Access to Overnight Accommodations Consistent with Their Gender Identity,"Conference Report Adopted
                           - Senate
                      

                      
                          (28 - 10)"
"April 6, 2023",KS,SB 228,Prohibits Transgender Inmates Access to Overnight Accommodations Consistent with Their Gender Identity,"Conference Report Adopted
                           - House
                      

                      
                          (86 - 37)"
"April 6, 2023",KS,SB 17,Expands Affordable Housing,"Conference Report Adopted
                           - House
                      

                      
                          (63 - 59)"
"April 6, 2023",KS,HB 2138,Prohibits Transgender Students Access to Overnight Accommodations Consistent with Their Gender Identity,"Conference Report Adopted
                           - House
                      

                      
                          (84 - 39)"
"April 6, 2023",KS,SB 17,Expands Affordable Housing,"Conference Report Adopted
                           - Senate
                      

                      
                          (31 - 9)"
"April 6, 2023",KS,SB 26,Prohibits Gender-Affirming Medical Care for Minors,"Conference Report Adopted
                           - Senate
                      

                      
                          (23 - 12)"
"April 6, 2023",KS,SB 228,Prohibits Transgender Inmates Access to Overnight Accommodations Consistent with Their Gender Identity,"Conference Report Adopted
                           - Senate
                      

                      
                          (33 - 3)"
"April 6, 2023",KS,SB 244,Amends and Provides Technical Updates to Various Codes and Statutes,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (28 - 8)"
"April 6, 2023",KS,SB 26,Prohibits Gender-Affirming Medical Care for Minors,"Conference Report Adopted
                           - House
                      

                      
                          (70 - 52)"
"April 4, 2023",KS,SB 180,Amends State Law to Codify Narrower Definitions of Gender,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (28 - 12)"
"April 4, 2023",KS,HB 2053,Appropriates Resources to Provide for a Presidential Preference Primary Election in 2024,"Concurrence Vote Passed
                           - House
                      

                      
                          (86 - 32)"
"March 29, 2023",KS,SB 180,Amends State Law to Codify Narrower Definitions of Gender,"Bill Passed
                           - House
                      

                      
                          (83 - 41)"
"March 29, 2023",KS,HB 2053,Appropriates Resources to Provide for a Presidential Preference Primary Election in 2024,"Bill Passed
                           - Senate
                      

                      
                          (28 - 12)"
"March 28, 2023",KS,SB 291,Prohibits State Investment of Public Funds for ESG Investments,"Bill Passed
                           - Senate
                      

                      
                          (29 - 11)"
"March 23, 2023",KS,SB 15,Authorizes Increased Tax Credits for the Disabled,"Bill Passed
                           - House
                      

                      
                          (104 - 18)"
"March 15, 2023",KS,SB 83,Expands Eligibility for Low-Income Student Scholarships,"Bill Passed
                           - House
                      

                      
                          (64 - 61)"
"March 9, 2023",KS,HB 2238,Requires Transgender Student Athletes Play Against Those of Their Biological Sex,"Bill Passed
                           - Senate
                      

                      
                          (28 - 11)"
"Feb. 23, 2023",KS,HB 2236,Establishes a Parents Bill of Right's for Students in Public and Private Schools,"Bill Passed
                           - House
                      

                      
                          (75 - 47)"
"Feb. 23, 2023",KS,SB 233,Prohibits Gender-Affirming Medical Care for Minors,"Bill Passed
                           - Senate
                      

                      
                          (26 - 11)"
"Feb. 23, 2023",KS,SB 13,Authorizes Certain Local Broadcasters to Provide Broadcast Services of Schools Postseason Activities,"Bill Passed
                           - Senate
                      

                      
                          (39 - 0)"
"Feb. 23, 2023",KS,SB 83,Expands Eligibility for Low-Income Student Scholarships,"Bill Passed
                           - Senate
                      

                      
                          (22 - 16)"
"Feb. 23, 2023",KS,HB 2056,Requires All Advance Voting Ballots be Returned by 7:00 P.M. on Election Day,"Bill Passed
                           - House
                      

                      
                          (77 - 45)"
