bill_number,session_year,session_type,sponsors,title,status,comm_reports,bill_url
HB0334,2023,RS,Greg Nibert,REMOVAL OF TRAFFIC OBSTRUCTING VEHICLES,Died (API.),HTPWC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=334&year=23
HB0335,2023,RS,Debra M. Sariñana; Brian G. Baca; Tara Jaramillo; Susan K. Herrera,SCHOOL COMPUTER SCIENCE CLASSES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=335&year=23
HB0336,2023,RS,"Linda Serrato; Meredith A. Dixon; Joshua Hernandez; Jason C. Harper; William ""Bill"" R. Rehm",DATA INTEGRATION ADVISORY COMMITTEE,Died (API.),HGEIC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=336&year=23
HB0337,2023,RS,Linda Serrato,EARLY CHILDHOOD DEPT. BACKGROUND CHECKS,Chaptered,HHHC Committee Report; HJC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=337&year=23
HB0338,2023,RS,"William ""Bill"" R. Rehm; Cynthia Borrego",FIREARM TRAINING FOR FILMMAKING EMPLOYEES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=338&year=23
HB0339,2023,RS,Stefani Lord,CARELESS DRIVING RESULTING IN DEATH,Died (API.),HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=339&year=23
HB0340,2023,RS,Ambrose Castellano; Dayan Hochman-Vigil; Cliff R. Pirtle; John Block,LIQUOR CONTROL CONTAINER SIZE LIMIT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=340&year=23
HB0341,2023,RS,"William ""Bill"" R. Rehm; Reena Szczepanski; Gail Armstrong; Bill Tallman",COURT-ORDERED DRUG OR HEALTH TREATMENT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=341&year=23
HB0342,2023,RS,T. Ryan Lane; Peter Wirth,EDUCATION SAVINGS PLAN USES,Chaptered,HEC Committee Report; HGEIC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=342&year=23
HB0343,2023,RS,Andrea Romero; Linda Serrato,DIRECT BEER SHIPMENT PERMITS,Died (API.),HCPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=343&year=23
HB0344,2023,RS,T. Ryan Lane; Micaela Lara Cadena; Luis M. Terrazas,RETIRED PUBLIC EMPLOYEES IN CORRECTIONS,Died (API.),HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=344&year=23
HB0345,2023,RS,Cynthia Borrego; Tara L. Lujan; Antonio Maestas,FIREFIGHTER RECRUITMENT,Pocket Veto,HLVMC Committee Report; HAFC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=345&year=23
HB0346,2023,RS,Matthew McQueen; Peter Wirth,10-YEAR WATER RIGHTS FORFEITURE PERIOD,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=346&year=23
HB0347,2023,RS,Kathleen Cates; Jason C. Harper,NOMINATING PETITION SIGNATURE REQUIREMENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=347&year=23
HB0348,2023,RS,Alan T. Martinez,SPEED LIMIT IN FARTHEST LEFT LANE,Died (API.),HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=348&year=23
HB0349,2023,RS,"Doreen Y. Gallegos; Elizabeth ""Liz"" Thomson; Gail Armstrong; Tara L. Lujan; Mark Duncan",NURSING PRACTICE ACT CHANGES,Died (API.),HHHC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=349&year=23
HB0350,2023,RS,James G. Townsend; Larry R. Scott; Candy Spence Ezzell,OIL & GAS EMISSION REDUCTION TAX CREDIT,Died (API.),HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=350&year=23
HB0351,2023,RS,Jenifer Jones; Tara Jaramillo; Gail Armstrong; Stefani Lord,RURAL HEALTH TAX CREDIT ELIGIBILITY,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=351&year=23
HB0352,2023,RS,Joanne J. Ferrary; Kathleen Cates; Susan K. Herrera; Cynthia Borrego; Tara L. Lujan,NONFUNCTIONAL TURF INSTALLATION,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=352&year=23
HB0353,2023,RS,"Dayan Hochman-Vigil; Javier Martínez; Elizabeth ""Liz"" Thomson; Art De La Cruz; Meredith A. Dixon",SOUTH CAMPUS TAX INCREMENT DEVELOPMENT DIST.,Chaptered,HJC Committee Report; HTRC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=353&year=23
HB0354,2023,RS,Gail Armstrong; Raymundo Lara; Martin R. Zamora; Pat Woods; James G. Townsend,DYED DIESEL FUEL GROSS RECEIPTS,Died (API.),HAAWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=354&year=23
HB0355,2023,RS,"Elizabeth ""Liz"" Thomson; Kathleen Cates",DEV. DISABILITY TRANSITIONAL EDUCATION PGMS.,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=355&year=23
HB0356,2023,RS,Meredith A. Dixon; Linda Serrato; Gerald Ortiz y Pino; Antonio Maestas,TECHNOLOGY SANDBOX ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=356&year=23
HB0357,2023,RS,Meredith A. Dixon; T. Ryan Lane; Dayan Hochman-Vigil; Gail Armstrong; Joy Garratt,LAW ENFORCEMENT WORKFORCE BUILDING FUND,Chaptered,HJC Committee Report; HAFC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=357&year=23
HB0358,2023,RS,Tara L. Lujan; Micaela Lara Cadena; Joanne J. Ferrary; Doreen Y. Gallegos; Tara Jaramillo,HOUSING & BEHAVIORAL HEALTH SVCS.,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=358&year=23
HB0359,2023,RS,Kristina Ortez,DISCIPLINARY ACTION FOR CONVERSION THERAPY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=359&year=23
HB0360,2023,RS,Jimmy Mason; Randall T. Pettigrew; Stefani Lord; Alan T. Martinez; James G. Townsend,NATIONAL FFA LICENSE PLATE SUPPORT,Chaptered,HTPWC Committee Report; HAFC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=360&year=23
HB0361,2023,RS,Tara Jaramillo,CHILDREN'S TRUST FUND,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=361&year=23
HB0362,2023,RS,Gail Armstrong; Crystal R. Brantley,NURSE PRACTITIONER EMERGENCY MED DIRECTION,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=362&year=23
HB0363,2023,RS,Mark Duncan; Kristina Ortez; Harlan Vincent; John Block; Randall T. Pettigrew,SMOKEY BEAR LICENSE PLATE,Vetoed,HTRC Committee Report; HAFC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=363&year=23
HB0364,2023,RS,T. Ryan Lane; Doreen Y. Gallegos; Joshua Hernandez; Art De La Cruz; Antonio Maestas,"ALCOHOL DELIVERY, LICENSES & AD MONEY",Chaptered,HCEDC Committee Report; HJC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=364&year=23
HB0365,2023,RS,Patricia Roybal Caballero; Joanne J. Ferrary; Tara L. Lujan; Debra M. Sariñana; Gerald Ortiz y Pino,GEOTHERMAL CENTER & FUND,Pocket Veto,HENRC Committee Report; HAFC Committee Report; SCONC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=365&year=23
HB0366,2023,RS,Joanne J. Ferrary; Debra M. Sariñana; Harry Garcia; Eliseo Lee Alcon,ADDITIONAL DISABLED VETERAN LICENSE PLATES,Chaptered,HLVMC Committee Report; HTRC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=366&year=23
HB0367,2023,RS,"Jason C. Harper; Benny Shendo, Jr.; Joshua Hernandez; John Block",GROSS RECEIPTS RATES & PROFESSIONAL SVCS.,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=367&year=23
HB0368,2023,RS,Jason C. Harper; Micaela Lara Cadena,PASS-THROUGH ENTITY TAX CREDIT,Chaptered,HTRC Committee Report; STBTC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=368&year=23
HB0369,2023,RS,Jason C. Harper; Matthew McQueen,REPLACE LOTTERY SCHOLAR. WITH LEGIS. SCHOLAR.,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=369&year=23
HB0370,2023,RS,Eleanor Chávez; Micaela Lara Cadena,SURPRISE BILLING PROTECTION ACT SUNSET DATE,Chaptered,HHHC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=370&year=23
HB0371,2023,RS,"Elizabeth ""Liz"" Thomson; Tara Jaramillo; Kathleen Cates; Christine Trujillo; Joanne J. Ferrary",INSTRUCTIONAL SUPPORT STUDENT LOAN REPAYMENT,Died (API.),HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=371&year=23
HB0372,2023,RS,Doreen Y. Gallegos; Dayan Hochman-Vigil,INTERIOR DESIGN LICENSE CHANGES,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=372&year=23
HB0373,2023,RS,Doreen Y. Gallegos; Marian Matthews; Micaela Lara Cadena; Joanne J. Ferrary; Gerald Ortiz y Pino,MENTAL HEALTH CRISIS TRIAGE CENTERS,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=373&year=23
HB0374,2023,RS,Micaela Lara Cadena; Joshua Hernandez; Alan T. Martinez; Jason C. Harper; Doreen Y. Gallegos,ECON. DEVELOPMENT PROJECT POPULATION LIMITS,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=374&year=23
HB0375,2023,RS,Joy Garratt; Joshua Hernandez,CHARTER SCHOOL EXPENDITURE PLAN,Pocket Veto,HEC Committee Report; HAFC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=375&year=23
HB0376,2023,RS,"Reena Szczepanski; Elizabeth ""Liz"" Thomson",NM INSURANCE POOL BOARD OF DIRECTORS,Died (API.),HCPAC Committee Report; HHHC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=376&year=23
HB0377,2023,RS,Joshua Hernandez,TOURISM DEPT. MARKETING EXCELLENCE BUREAU,Chaptered,HCEDC Committee Report; HAFC Committee Report; SRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=377&year=23
HB0378,2023,RS,"Christine Trujillo; Elizabeth ""Liz"" Thomson; Patricia Roybal Caballero; Art De La Cruz; D. Wonda Johnson",AUTONOMOUS VEHICLES WITH HUMAN OPERATORS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=378&year=23
HB0379,2023,RS,Ambrose Castellano; Meredith A. Dixon; Gail Armstrong,LOCAL GOV'T & REFRIGERANT USE BANS,Chaptered,HCPAC Committee Report; HGEIC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=379&year=23
HB0380,2023,RS,Christine Trujillo; Reena Szczepanski; Eliseo Lee Alcon; Cynthia Borrego; Doreen Y. Gallegos,PAROLE BOARD SERVICE COMPENSATION,Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=380&year=23
HB0381,2023,RS,Christine Trujillo; Doreen Y. Gallegos; Patricia Roybal Caballero; G. Andres Romero; Derrick J. Lente,HISPANIC EDUCATION FUND,Died (API.),HEC Committee Report; HAFC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=381&year=23
HB0382,2023,RS,James G. Townsend; Gail Armstrong,COUNTY SHERIFF MONUMENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=382&year=23
HB0383,2023,RS,Natalie Figueroa,SUMMER & OUT-OF-SCHOOL TIME PROGRAMMING,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=383&year=23
HB0384,2023,RS,Natalie Figueroa; Daniel A. Ivey-Soto; Gail Armstrong; Doreen Y. Gallegos; D. Wonda Johnson,SOCIAL WORKER & VETERINARIAN LICENSURE,Chaptered,HHHC Committee Report; HGEIC Committee Report; HGEIC Committee Report 2; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=384&year=23
HB0385,2023,RS,Eleanor Chávez,HEALTH PRACTITIONER NONSOLICITATION,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=385&year=23
HB0386,2023,RS,Rod Montoya; Tanya Mirabal Moya; Alan T. Martinez; John Block; Luis M. Terrazas,"SECONDARY ED USE OF ""LATINX""",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=386&year=23
HB0387,2023,RS,Joy Garratt; Cynthia Borrego; Meredith A. Dixon; Natalie Figueroa,FELONY WARRANT BACKLOG REDUCTION,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=387&year=23
HB0388,2023,RS,Debra M. Sariñana; Michael Padilla,CYBERSECURITY FUND,Died (API.),HGEIC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=388&year=23
HB0389,2023,RS,Raymundo Lara,NO ID CARD FEE FOR HOMELESS INDIVIDUALS,Chaptered,HCPAC Committee Report; HTRC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=389&year=23
HB0390,2023,RS,Candy Spence Ezzell; Mark Duncan,RACEHORSE TESTING FUND FINES & AUDITS,Died (API.),HJC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=390&year=23
HB0391,2023,RS,"Marian Matthews; Gail Armstrong; Tara Jaramillo; Elizabeth ""Liz"" Thomson",AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY COMPACT,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=391&year=23
HB0392,2023,RS,"Marian Matthews; Gail Armstrong; Tara Jaramillo; Elizabeth ""Liz"" Thomson; Natalie Figueroa",OCCUPATIONAL THERAPY LICENSURE COMPACT,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=392&year=23
HB0393,2023,RS,Christine Trujillo; Kristina Ortez; Joy Garratt; Willie D. Madrid,STUDY USE OF PSILOCYBIN FOR MENTAL HEALTH,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=393&year=23
HB0394,2023,RS,John Block; Rod Montoya; Mark Duncan,NO GENDER REASSIGNMENT TEACHING IN SCHOOLS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=394&year=23
HB0395,2023,RS,"Kathleen Cates; Elizabeth ""Liz"" Thomson",DEV. DISABILITY SUPPORT PROVIDER EMPLOYEES,Chaptered,HLVMC Committee Report; HHHC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=395&year=23
HB0396,2023,RS,Susan K. Herrera; Raymundo Lara; Christine Trujillo,INCREASE LOCAL SCHOOL BOARD TERM LENGTH,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=396&year=23
HB0397,2023,RS,"Mark Duncan; William ""Bill"" R. Rehm; Marian Matthews; Tanya Mirabal Moya; Harlan Vincent",CRIME OF ORGANIZED RESIDENTIAL THEFT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=397&year=23
HB0398,2023,RS,Brian G. Baca; Gail Armstrong; Candy Spence Ezzell; Anthony Allison; Raymundo Lara,TERMINATION OF FRANCHISES,Died (API.),HAAWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=398&year=23
HB0399,2023,RS,Susan K. Herrera; Leo Jaramillo; Willie D. Madrid; Tara L. Lujan,5 MEMBER COUNTY COMMISSIONER BOARDS,Died (API.),HGEIC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=399&year=23
HB0400,2023,RS,Reena Szczepanski; Javier Martínez; Siah Correa Hemphill; Leo Jaramillo; Patricia Roybal Caballero,STATE-ADMINISTERED HEALTH COVERAGE PLAN,Chaptered,HHHC Committee Report; HAFC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=400&year=23
HB0401,2023,RS,Brian G. Baca,RENAME TECHNOLOGY FOR EDUCATION ACT,Chaptered,HEC Committee Report; HGEIC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=401&year=23
HB0402,2023,RS,Art De La Cruz; Harry Garcia; Ambrose Castellano; Alan T. Martinez,TRANSPORTATION FOR DISABLED VETERANS,Died (API.),HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=402&year=23
HB0403,2023,RS,Joy Garratt; Leo Jaramillo,PUBLIC SERVICE LOAN FORGIVENESS MULTIPLIER,Died (API.),HLVMC Committee Report; HEC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=403&year=23
HB0404,2023,RS,Janelle Anyanonu; Gail Chasey; Javier Martínez,VIOLENCE INTERVENTION PROGRAM ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=404&year=23
HB0405,2023,RS,Janelle Anyanonu,MUNICIPALITY PRESERVATION OF VIDEO RECORDINGS,Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=405&year=23
HB0406,2023,RS,Janelle Anyanonu,REVIVAL OF CERTAIN COURT CASES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=406&year=23
HB0407,2023,RS,Janelle Anyanonu; D. Wonda Johnson,DISPOSITION OF DECEASED NEXT OF KIN,Chaptered,HGEIC Committee Report; HJC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=407&year=23
HB0408,2023,RS,"Dayan Hochman-Vigil; Elizabeth ""Liz"" Stefanics",INCLUSION OF BIKE LANE IN ROAD IMPROVEMENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=408&year=23
HB0409,2023,RS,Randall T. Pettigrew,LEGISLATIVE REVIEW OF RULES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=409&year=23
HB0410,2023,RS,Randall T. Pettigrew; Stuart Ingle; Patricia A. Lundstrom; James G. Townsend; Candy Spence Ezzell,COUNTY OFFICIAL SALARY CAPS,Died (API.),HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=410&year=23
HB0411,2023,RS,Randall T. Pettigrew; Nathan P. Small,ENGINEER & SURVEYOR LICENSURE,Chaptered,HEC Committee Report; HGEIC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=411&year=23
HB0412,2023,RS,Yanira Gurrola; Reena Szczepanski; Debra M. Sariñana; Janelle Anyanonu; Bill Tallman,ELECTRIC VEHICLE TAX CREDIT,Died (API.),HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=412&year=23
HB0413,2023,RS,Christine Trujillo; Yanira Gurrola; Cynthia Borrego; Pamelya Herndon; Natalie Figueroa,SCHOOL CLASS LOAD SIZES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=413&year=23
HB0414,2023,RS,Gail Chasey; Andrea Romero; Pamelya Herndon; Angelica Rubio; Meredith A. Dixon,CREATE HOUSING DEPARTMENT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=414&year=23
HB0415,2023,RS,"William ""Bill"" R. Rehm",COUNTY HOSPITAL PROPERTY TAXES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=415&year=23
HB0416,2023,RS,Joshua Hernandez; Patricia A. Lundstrom,DEVELOP PROPERTIES FOR INDUSTRY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=416&year=23
HB0417,2023,RS,Christine Trujillo; Patricia Roybal Caballero; Yanira Gurrola; Eleanor Chávez,MINIMUM POST-SECONDARY COMPENSATION,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=417&year=23
HB0418,2023,RS,Christine Trujillo; Tara L. Lujan; Joanne J. Ferrary; Debra M. Sariñana; Tara Jaramillo,CANNABIS REGULATION ACT CHANGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=418&year=23
HB0419,2023,RS,Ambrose Castellano; Joseph L. Sanchez,PUBLICATION OF LICENSING INFO,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=419&year=23
HB0420,2023,RS,"Joanne J. Ferrary; Elizabeth ""Liz"" Thomson; Andrea Romero; Tara Jaramillo; Raymundo Lara",REDUCE ADVERSE CHILDHOOD EXPERIENCES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=420&year=23
HB0421,2023,RS,Pamelya Herndon,PSYCHOLOGY INTERJURISDICTIONAL COMPACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=421&year=23
HB0422,2023,RS,Pamelya Herndon,CLEAN TRUCK INCENTIVE PROGRAM,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=422&year=23
HB0423,2023,RS,Luis M. Terrazas; Jenifer Jones; Derrick J. Lente,LIVESTOCK ESTRAY PROCEDURES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=423&year=23
HB0424,2023,RS,Christine Trujillo,APPRENTICESHIP COUNCIL APPOINTIVE AUTHORITY,Chaptered,HLVMC Committee Report; HGEIC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=424&year=23
HB0425,2023,RS,Cynthia Borrego; Reena Szczepanski,ADDITIONAL HOUSING DWELLING UNITS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=425&year=23
HB0426,2023,RS,Kristina Ortez; Mimi Stewart; Christine Chandler; Katy M. Duhigg; Carrie Hamblen,CLEAN FUELS STANDARDS,Died (API.),HENRC Committee Report; HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=426&year=23
HB0427,2023,RS,Eliseo Lee Alcon,FIRST RESPONDER PTSD,Died (API.),HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=427&year=23
HB0428,2023,RS,Dayan Hochman-Vigil; Harry Garcia; Cathrynn N. Brown; Patricia A. Lundstrom; Jason C. Harper,TRANSPORTATION TRUST FUND,Died (API.),HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=428&year=23
HB0429,2023,RS,Martin R. Zamora; Andrea Reeb; Andrea Romero,CANNABIS AS CONTRABAND IN CORRECTIONS,Died (API.),HCPAC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=429&year=23
HB0430,2023,RS,Martin R. Zamora; Harry Garcia,LOCAL GOV'T FUEL RETAILER REGULATION,Died (API.),HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=430&year=23
HB0431,2023,RS,Martin R. Zamora; Harry Garcia,LOCAL GOV'T UTILITY SVC. RESTRICTIONS,Died (API.),HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=431&year=23
HB0432,2023,RS,Patricia Roybal Caballero; Jeff Steinborn; Cynthia Borrego; Raymundo Lara; Eleanor Chávez,PLASTIC WASTE REDUCTION ACT,Died (API.),HENRC Committee Report; HCPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=432&year=23
HB0433,2023,RS,Harry Garcia; Javier Martínez; Eliseo Lee Alcon; Debra M. Sariñana; Tara L. Lujan,ARMED FORCE RETIREMENT TAX SUNSET DATE,Died (API.),HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=433&year=23
HB0434,2023,RS,Christine Trujillo; Gail Chasey,"CHILD RIGHTS, DEPT. COLLABORATION & NEWBORNS",Died (API.),HHHC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=434&year=23
HB0435,2023,RS,Rod Montoya; T. Ryan Lane; Greg Nibert,MEDICAL MALPRACTICE COURT VENUE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=435&year=23
HB0436,2023,RS,Raymundo Lara; Kristina Ortez; Carrie Hamblen,BIODIESEL TAX CREDITS,Died (API.),HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=436&year=23
HB0437,2023,RS,Tara Jaramillo; Gail Armstrong,EXPAND RURAL HEALTH CARE TAX CREDIT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=437&year=23
HB0438,2023,RS,Tanya Mirabal Moya; Rod Montoya; Jenifer Jones; Cathrynn N. Brown; Mark Duncan,PARENTAL NOTIFICATION OF ABORTION ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=438&year=23
HB0439,2023,RS,Cathrynn N. Brown; Larry R. Scott,OIL & GAS PRODUCTION GROSS RECEIPTS,Died (API.),HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=439&year=23
