bill_number,session_year,session_type,action_date,legislative_day,action,order
HB0204,2023,RS,,,Action Postponed Indefinitely,7
HB0205,2023,RS,2023-01-26,LD: 3,Sent to HAAWC - Referrals: HAAWC/HJC,1
HB0205,2023,RS,2023-02-01,LD: 3,HAAWC: Reported by committee with Do Pass recommendation,2
HB0205,2023,RS,2023-02-07,LD: 4,HJC: Reported by committee with Do Pass recommendation,3
HB0205,2023,RS,2023-02-16,LD: 8,Passed in the House of Representatives - Y:68 N:0,4
HB0205,2023,RS,2023-02-17,LD: 8,Sent to SJC - Referrals: SJC/SFC,5
HB0205,2023,RS,,,Action Postponed Indefinitely,6
HB0206,2023,RS,2023-01-26,LD: 3,Sent to HRDLC - Referrals: HRDLC/HCEDC,1
HB0206,2023,RS,2023-02-10,LD: 6,HRDLC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0206,2023,RS,,,Action Postponed Indefinitely,3
HB0207,2023,RS,2023-01-26,LD: 3,Sent to HGEIC - Referrals: HGEIC/HJC,1
HB0207,2023,RS,2023-02-13,LD: 6,HGEIC: Reported by committee with Do Pass recommendation,2
HB0207,2023,RS,2023-02-25,LD: 11,HJC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0207,2023,RS,2023-03-03,LD: 13,Passed in the House of Representatives - Y:47 N:20,4
HB0207,2023,RS,2023-03-04,LD: 12,Sent to SHPAC - Referrals: SHPAC/SJC,5
HB0207,2023,RS,2023-03-07,LD: 12,SHPAC: Reported by committee with Do Pass recommendation,6
HB0207,2023,RS,2023-03-14,LD: 17,SJC: Reported by committee with Do Pass recommendation,7
HB0207,2023,RS,2023-03-14,LD: 18,Passed in the Senate - Y:26 N:10,8
HB0207,2023,RS,,,Signed by Governor - Chapter 29 - Mar. 24,9
HB0208,2023,RS,2023-01-26,LD: 3,Sent to HTPWC - Referrals: HTPWC/HTRC,1
HB0208,2023,RS,2023-02-09,LD: 4,HTPWC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0208,2023,RS,,,Action Postponed Indefinitely,3
HB0209,2023,RS,2023-01-26,LD: 3,Sent to HEC - Referrals: HEC/HHHC,1
HB0209,2023,RS,2023-02-13,LD: 6,HEC: Reported by committee with Do Pass recommendation,2
HB0209,2023,RS,2023-02-27,LD: 12,HHHC: Reported by committee with Do Pass recommendation,3
HB0209,2023,RS,2023-03-01,LD: 13,Passed in the House of Representatives - Y:67 N:0,4
HB0209,2023,RS,2023-03-02,LD: 10,Sent to SHPAC - Referrals: SHPAC,5
HB0209,2023,RS,2023-03-09,LD: 12,SHPAC: Reported by committee with Do Pass recommendation,6
HB0209,2023,RS,2023-03-14,LD: 17,Passed in the Senate - Y:39 N:0,7
HB0209,2023,RS,,,Signed by Governor - Chapter 66 - Mar. 30,8
HB0210,2023,RS,2023-01-26,LD: 3,Sent to HLVMC - Referrals: HLVMC/HAFC,1
HB0210,2023,RS,2023-02-10,LD: 6,HLVMC: Reported by committee with Do Pass recommendation,2
HB0210,2023,RS,,,Action Postponed Indefinitely,3
HB0211,2023,RS,2023-01-26,LD: 3,Sent to HHHC - Referrals: HHHC/HGEIC,1
HB0211,2023,RS,,,Action Postponed Indefinitely,2
HB0212,2023,RS,2023-01-26,LD: 3,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0212,2023,RS,,,Action Postponed Indefinitely,2
HB0213,2023,RS,2023-01-27,LD: 3,Sent to HTPWC - Referrals: HTPWC/HJC,1
HB0213,2023,RS,2023-02-09,LD: 4,HTPWC: Reported by committee with Do Pass recommendation,2
HB0213,2023,RS,2023-02-25,LD: 11,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0213,2023,RS,2023-03-02,LD: 13,House of Representatives Floor Amendment,4
HB0213,2023,RS,2023-03-02,LD: 13,Passed in the House of Representatives - Y:67 N:0,5
HB0213,2023,RS,2023-03-03,LD: 12,Sent to SJC - Referrals: SJC,6
HB0213,2023,RS,,,Action Postponed Indefinitely,7
HB0214,2023,RS,2023-01-27,LD: 3,Sent to HAFC - Referrals: HAFC,1
HB0214,2023,RS,,,Action Postponed Indefinitely,2
HB0215,2023,RS,2023-01-27,LD: 3,Sent to HLVMC - Referrals: HLVMC/HAFC,1
HB0215,2023,RS,2023-02-15,LD: 7,HLVMC: Reported by committee with Do Pass recommendation,2
HB0215,2023,RS,,,Action Postponed Indefinitely,3
HB0216,2023,RS,2023-01-27,LD: 3,Sent to HEC - Referrals: HEC,1
HB0216,2023,RS,2023-02-13,LD: 6,HEC: Reported by committee with Do Pass recommendation,2
HB0216,2023,RS,2023-02-17,LD: 10,House of Representatives Floor Amendment,3
HB0216,2023,RS,2023-02-17,LD: 10,Passed in the House of Representatives - Y:63 N:0,4
HB0216,2023,RS,2023-02-20,LD: 8,Sent to SRC - Referrals: SRC/SEC,5
HB0216,2023,RS,2023-03-03,LD: 12,SRC: Reported by committee with Do Pass recommendation,6
HB0216,2023,RS,2023-03-08,LD: 12,SEC: Reported by committee with Do Pass recommendation,7
HB0216,2023,RS,2023-03-16,LD: 20,Passed in the Senate - Y:39 N:0,8
HB0216,2023,RS,,,Vetoed by Governor,9
HB0217,2023,RS,2023-01-27,LD: 3,Sent to HGEIC - Referrals: HGEIC/HJC,1
HB0217,2023,RS,,,Action Postponed Indefinitely,2
HB0218,2023,RS,2023-01-27,LD: 3,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0218,2023,RS,2023-02-13,LD: 6,HCPAC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0218,2023,RS,2023-02-25,LD: 11,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0218,2023,RS,,,Action Postponed Indefinitely,4
HB0219,2023,RS,2023-01-27,LD: 3,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0219,2023,RS,,,Action Postponed Indefinitely,2
HB0220,2023,RS,2023-01-27,LD: 3,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0220,2023,RS,2023-02-13,LD: 6,HHHC: Reported by committee with Do Pass recommendation,2
HB0220,2023,RS,,,Action Postponed Indefinitely,3
HB0221,2023,RS,2023-01-27,LD: 3,Sent to HHHC - Referrals: HHHC/HJC,1
HB0221,2023,RS,,,Action Postponed Indefinitely,2
HB0222,2023,RS,2023-01-27,LD: 3,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0222,2023,RS,2023-02-14,LD: 6,HHHC: Reported by committee with Do Pass recommendation,2
HB0222,2023,RS,,,Action Postponed Indefinitely,3
HB0223,2023,RS,2023-01-27,LD: 3,Sent to HTPWC - Referrals: HTPWC/HAFC,1
HB0223,2023,RS,2023-02-10,LD: 6,HTPWC: Reported by committee with Do Pass recommendation,2
HB0223,2023,RS,,,Action Postponed Indefinitely,3
HB0224,2023,RS,2023-01-27,LD: 3,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0224,2023,RS,,,Action Postponed Indefinitely,2
HB0225,2023,RS,2023-01-27,LD: 3,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0225,2023,RS,2023-02-22,LD: 10,HCPAC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0225,2023,RS,,,Action Postponed Indefinitely,3
HB0226,2023,RS,2023-01-27,LD: 3,Sent to HEC - Referrals: HEC/HAFC,1
HB0226,2023,RS,2023-02-13,LD: 6,HEC: Reported by committee with Do Pass recommendation,2
HB0226,2023,RS,2023-02-24,LD: 11,HAFC: Reported by committee with Do Pass recommendation,3
HB0226,2023,RS,2023-02-28,LD: 12,Passed in the House of Representatives - Y:62 N:3,4
HB0226,2023,RS,2023-03-01,LD: 10,Sent to SEC - Referrals: SEC/STBTC,5
HB0226,2023,RS,2023-03-03,LD: 12,SEC: Reported by committee with Do Pass recommendation,6
HB0226,2023,RS,2023-03-12,LD: 17,STBTC: Reported by committee with Do Pass recommendation,7
HB0226,2023,RS,2023-03-13,LD: 17,Passed in the Senate - Y:37 N:0,8
HB0226,2023,RS,,,Signed by Governor - Chapter 149 - Apr. 5,9
HB0227,2023,RS,2023-01-30,LD: 3,Sent to HLVMC - Referrals: HLVMC/HAFC,1
HB0227,2023,RS,2023-02-22,LD: 10,HLVMC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0227,2023,RS,,,Action Postponed Indefinitely,3
HB0228,2023,RS,2023-01-30,LD: 3,Sent to HCEDC - Referrals: HCEDC/HGEIC,1
HB0228,2023,RS,2023-02-14,LD: 6,HCEDC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0228,2023,RS,2023-02-24,LD: 11,HGEIC: Reported by committee with Do Pass recommendation,3
HB0228,2023,RS,2023-02-28,LD: 12,Passed in the House of Representatives - Y:44 N:18,4
HB0228,2023,RS,2023-03-01,LD: 10,Sent to STBTC - Referrals: STBTC/SJC,5
HB0228,2023,RS,2023-03-12,LD: 17,STBTC: Reported by committee with Do Pass recommendation,6
HB0228,2023,RS,2023-03-16,LD: 20,SJC: Reported by committee with Do Pass recommendation,7
HB0228,2023,RS,2023-03-17,LD: 22,Passed in the Senate - Y:35 N:3,8
HB0228,2023,RS,,,Signed by Governor - Chapter 150 - Apr. 5,9
HB0229,2023,RS,2023-01-30,LD: 3,Sent to HCEDC - Referrals: HCEDC/HJC,1
HB0229,2023,RS,2023-02-07,LD: 4,HCEDC: Reported by committee with Do Pass recommendation,2
HB0229,2023,RS,2023-02-21,LD: 10,HJC: Reported by committee with Do Pass recommendation,3
HB0229,2023,RS,2023-02-24,LD: 11,Passed in the House of Representatives - Y:68 N:0,4
HB0229,2023,RS,2023-02-25,LD: 10,Sent to STBTC - Referrals: STBTC,5
HB0229,2023,RS,2023-03-10,LD: 12,STBTC: Reported by committee with Do Pass recommendation,6
HB0229,2023,RS,2023-03-15,LD: 20,Passed in the Senate - Y:38 N:0,7
HB0229,2023,RS,,,Signed by Governor - Chapter 151 - Apr. 5,8
HB0230,2023,RS,2023-01-27,LD: 3,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0230,2023,RS,2023-02-13,LD: 6,HHHC: Reported by committee with Do Pass recommendation,2
HB0230,2023,RS,,,Action Postponed Indefinitely,3
HB0231,2023,RS,2023-01-30,LD: 3,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0231,2023,RS,2023-02-14,LD: 6,HHHC: Reported by committee with Do Pass recommendation,2
HB0231,2023,RS,2023-02-23,LD: 11,HTRC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0231,2023,RS,2023-03-13,LD: 17,Passed in the House of Representatives - Y:42 N:27,4
HB0231,2023,RS,2023-03-14,LD: 17,Sent to SHPAC - Referrals: SHPAC,5
HB0231,2023,RS,2023-03-16,LD: 20,SHPAC: Reported by committee with Do Pass recommendation with amendment(s),6
HB0231,2023,RS,,,Action Postponed Indefinitely,7
HB0232,2023,RS,2023-01-30,LD: 3,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0232,2023,RS,2023-02-13,LD: 6,HCPAC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0232,2023,RS,2023-03-07,LD: 14,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0232,2023,RS,2023-03-09,LD: 15,Passed in the House of Representatives - Y:46 N:19,4
HB0232,2023,RS,2023-03-10,LD: 12,Sent to SHPAC - Referrals: SHPAC,5
HB0232,2023,RS,2023-03-11,LD: 15,SHPAC: Reported by committee with Do Pass recommendation,6
HB0232,2023,RS,2023-03-14,LD: 18,Passed in the Senate - Y:37 N:0,7
HB0232,2023,RS,,,Signed by Governor - Chapter 67 - Mar. 30,8
HB0233,2023,RS,2023-01-30,LD: 3,Sent to HGEIC - Referrals: HGEIC/HJC,1
HB0233,2023,RS,2023-02-14,LD: 6,HGEIC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0233,2023,RS,2023-03-06,LD: 14,HJC: Reported by committee with Do Pass recommendation,3
HB0233,2023,RS,2023-03-08,LD: 15,Passed in the House of Representatives - Y:65 N:1,4
HB0233,2023,RS,2023-03-08,LD: 12,Sent to SRC - Referrals: SRC,5
HB0233,2023,RS,2023-03-12,LD: 16,SRC: Reported by committee with Do Pass recommendation,6
HB0233,2023,RS,2023-03-18,LD: 23,Senate Floor Amendment,7
HB0233,2023,RS,2023-03-18,LD: 23,Passed in the Senate - Y:36 N:3,8
HB0233,2023,RS,2023-03-18,LD: 19,House has concurred with Senate Amendments,9
HB0233,2023,RS,,,Vetoed by Governor,10
HB0234,2023,RS,2023-01-30,LD: 3,Sent to HCEDC - Referrals: HCEDC/HJC,1
HB0234,2023,RS,2023-02-07,LD: 4,HCEDC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0234,2023,RS,2023-02-27,LD: 12,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0234,2023,RS,2023-03-01,LD: 13,Passed in the House of Representatives - Y:62 N:3,4
HB0234,2023,RS,2023-03-02,LD: 10,Sent to SJC - Referrals: SJC/SFC,5
HB0234,2023,RS,2023-03-14,LD: 18,SJC: Reported by committee with Do Pass recommendation with amendment(s),6
HB0234,2023,RS,2023-03-15,LD: 18,SFC: Reported by committee with Do Pass recommendation,7
HB0234,2023,RS,2023-03-16,LD: 20,Passed in the Senate - Y:38 N:0,8
HB0234,2023,RS,2023-03-16,LD: 18,House has concurred with Senate Amendments,9
HB0234,2023,RS,,,Signed by Governor - Chapter 194 - Apr. 6,10
HB0235,2023,RS,2023-01-30,LD: 3,Sent to HHHC - Referrals: HHHC/HJC,1
HB0235,2023,RS,,,Action Postponed Indefinitely,2
HB0236,2023,RS,2023-01-30,LD: 3,Sent to HHHC - Referrals: HHHC/HJC,1
HB0236,2023,RS,2023-02-21,LD: 10,HHHC: Reported by committee with Do Pass recommendation,2
HB0236,2023,RS,2023-03-06,LD: 14,HJC: Reported by committee with Do Pass recommendation,3
HB0236,2023,RS,,,Action Postponed Indefinitely,4
HB0237,2023,RS,2023-01-30,LD: 3,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0237,2023,RS,,,Action Postponed Indefinitely,2
HB0238,2023,RS,2023-01-30,LD: 3,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0238,2023,RS,,,Action Postponed Indefinitely,2
HB0239,2023,RS,2023-01-30,LD: 3,Sent to HGEIC - Referrals: HGEIC/HAFC,1
HB0239,2023,RS,,,Action Postponed Indefinitely,2
HB0240,2023,RS,2023-01-31,LD: 3,Sent to HTPWC - Referrals: HTPWC/HAFC,1
HB0240,2023,RS,2023-02-17,LD: 10,HTPWC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0240,2023,RS,2023-02-28,LD: 12,HAFC: Reported by committee with Do Pass recommendation,3
HB0240,2023,RS,2023-03-02,LD: 13,Passed in the House of Representatives - Y:62 N:3,4
HB0240,2023,RS,2023-03-03,LD: 12,Sent to STBTC - Referrals: STBTC,5
HB0240,2023,RS,2023-03-11,LD: 15,STBTC: Reported by committee with Do Pass recommendation,6
HB0240,2023,RS,2023-03-17,LD: 21,Passed in the Senate - Y:30 N:5,7
HB0240,2023,RS,,,Signed by Governor - Chapter 152 - Apr. 5,8
HB0241,2023,RS,2023-01-31,LD: 3,Sent to HCPAC - Referrals: HCPAC/HCEDC,1
HB0241,2023,RS,,,Action Postponed Indefinitely,2
HB0242,2023,RS,2023-01-31,LD: 3,Sent to HENRC - Referrals: HENRC/HJC,1
HB0242,2023,RS,,,Action Postponed Indefinitely,2
HB0243,2023,RS,2023-01-31,LD: 3,Sent to HENRC - Referrals: HENRC/HJC,1
HB0243,2023,RS,2023-02-21,LD: 10,HENRC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0243,2023,RS,,,Action Postponed Indefinitely,3
HB0244,2023,RS,2023-01-31,LD: 3,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0244,2023,RS,2023-02-15,LD: 7,HHHC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0244,2023,RS,,,Action Postponed Indefinitely,3
HB0245,2023,RS,2023-01-31,LD: 3,Sent to HLVMC - Referrals: HLVMC/HJC,1
HB0245,2023,RS,2023-02-15,LD: 7,HLVMC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0245,2023,RS,2023-03-09,LD: 15,HJC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0245,2023,RS,,,Action Postponed Indefinitely,4
HB0246,2023,RS,2023-01-31,LD: 3,Sent to HEC - Referrals: HEC/HAFC,1
HB0246,2023,RS,,,Action Postponed Indefinitely,2
HB0247,2023,RS,2023-01-31,LD: 3,Sent to HHHC - Referrals: HHHC/HJC,1
HB0247,2023,RS,2023-02-15,LD: 7,HHHC: Reported by committee with Do Pass recommendation,2
HB0247,2023,RS,,,Action Postponed Indefinitely,3
HB0248,2023,RS,2023-01-31,LD: 3,Sent to HHHC - Referrals: HHHC/HJC,1
HB0248,2023,RS,2023-02-15,LD: 7,HHHC: Reported by committee with Do Pass recommendation,2
HB0248,2023,RS,,,Action Postponed Indefinitely,3
HB0249,2023,RS,2023-01-31,LD: 3,Sent to HHHC - Referrals: HHHC/HJC,1
HB0249,2023,RS,2023-02-15,LD: 7,HHHC: Reported by committee with Do Pass recommendation,2
HB0249,2023,RS,,,Action Postponed Indefinitely,3
HB0250,2023,RS,2023-01-31,LD: 3,Sent to HGEIC - Referrals: HGEIC/HJC,1
HB0250,2023,RS,2023-02-14,LD: 6,HGEIC: Reported by committee with Do Pass recommendation,2
HB0250,2023,RS,2023-02-28,LD: 12,HJC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0250,2023,RS,2023-03-08,LD: 15,Passed in the House of Representatives - Y:63 N:0,4
HB0250,2023,RS,2023-03-09,LD: 12,Sent to SJC - Referrals: SJC,5
HB0250,2023,RS,2023-03-14,LD: 18,SJC: Reported by committee with Do Pass recommendation,6
HB0250,2023,RS,2023-03-16,LD: 20,Passed in the Senate - Y:41 N:0,7
HB0250,2023,RS,,,Signed by Governor - Chapter 153 - Apr. 5,8
HB0251,2023,RS,2023-01-31,LD: 3,Sent to HGEIC - Referrals: HGEIC/HJC,1
HB0251,2023,RS,2023-02-14,LD: 6,HGEIC: Reported by committee with Do Pass recommendation,2
HB0251,2023,RS,,,Action Postponed Indefinitely,3
HB0252,2023,RS,2023-01-31,LD: 3,Sent to HEC - Referrals: HEC/HAFC,1
HB0252,2023,RS,,,Action Postponed Indefinitely,2
HB0253,2023,RS,2023-01-31,LD: 3,Sent to HCPAC - Referrals: HCPAC/HCEDC,1
HB0253,2023,RS,2023-02-15,LD: 7,HCPAC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0253,2023,RS,2023-02-23,LD: 11,HCEDC: Reported by committee with Do Pass recommendation,3
HB0253,2023,RS,2023-02-28,LD: 12,Passed in the House of Representatives - Y:66 N:0,4
HB0253,2023,RS,2023-02-28,LD: 10,Sent to STBTC - Referrals: STBTC,5
HB0253,2023,RS,2023-03-10,LD: 12,STBTC: Reported by committee with Do Pass recommendation,6
HB0253,2023,RS,2023-03-14,LD: 18,Passed in the Senate - Y:25 N:13,7
HB0253,2023,RS,,,Signed by Governor - Chapter 154 - Apr. 5,8
HB0254,2023,RS,2023-01-31,LD: 3,Sent to HEC - Referrals: HEC/HJC,1
HB0254,2023,RS,,,Action Postponed Indefinitely,2
HB0255,2023,RS,2023-01-31,LD: 3,Sent to HLVMC - Referrals: HLVMC/HCEDC,1
HB0255,2023,RS,2023-02-15,LD: 7,HLVMC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0255,2023,RS,2023-02-23,LD: 11,HCEDC: Reported by committee with Do Pass recommendation,3
HB0255,2023,RS,2023-02-27,LD: 12,Passed in the House of Representatives - Y:64 N:0,4
HB0255,2023,RS,2023-02-28,LD: 10,Sent to SJC - Referrals: SJC,5
HB0255,2023,RS,2023-03-16,LD: 20,SJC: Reported by committee with Do Pass recommendation with amendment(s),6
HB0255,2023,RS,2023-03-17,LD: 22,Passed in the Senate - Y:30 N:9,7
HB0255,2023,RS,2023-03-17,LD: 19,House has concurred with Senate Amendments,8
HB0255,2023,RS,,,Signed by Governor - Chapter 68 - Mar. 30,9
HB0256,2023,RS,2023-01-31,LD: 3,Sent to HEC - Referrals: HEC/HAFC,1
HB0256,2023,RS,2023-02-13,LD: 6,HEC: Reported by committee with Do Pass recommendation,2
HB0256,2023,RS,,,Action Postponed Indefinitely,3
HB0257,2023,RS,2023-01-31,LD: 3,Sent to HLVMC - Referrals: HLVMC/HAFC,1
HB0257,2023,RS,2023-02-17,LD: 10,HLVMC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0257,2023,RS,2023-02-28,LD: 12,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0257,2023,RS,2023-03-06,LD: 14,Passed in the House of Representatives - Y:64 N:2,4
HB0257,2023,RS,2023-03-07,LD: 12,Sent to SJC - Referrals: SJC,5
HB0257,2023,RS,,,Action Postponed Indefinitely,6
HB0258,2023,RS,2023-01-31,LD: 3,Sent to HHHC - Referrals: HHHC/HJC,1
HB0258,2023,RS,,,Action Postponed Indefinitely,2
HB0259,2023,RS,2023-01-31,LD: 3,Sent to HGEIC - Referrals: HGEIC/HJC,1
HB0259,2023,RS,2023-02-15,LD: 7,HGEIC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0259,2023,RS,2023-03-07,LD: 14,HJC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0259,2023,RS,,,Action Postponed Indefinitely,4
HB0260,2023,RS,2023-01-31,LD: 3,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0260,2023,RS,2023-02-25,LD: 11,HHHC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0260,2023,RS,2023-03-02,LD: 13,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0260,2023,RS,,,Action Postponed Indefinitely,4
HB0261,2023,RS,2023-02-01,LD: 3,Sent to HENRC - Referrals: HENRC/HJC,1
HB0261,2023,RS,2023-02-07,LD: 4,HENRC: Reported by committee with Do Pass recommendation,2
HB0261,2023,RS,,,Action Postponed Indefinitely,3
HB0262,2023,RS,2023-02-01,LD: 3,Sent to HGEIC - Referrals: HGEIC/HAFC,1
HB0262,2023,RS,2023-02-15,LD: 7,HGEIC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0262,2023,RS,2023-03-02,LD: 13,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0262,2023,RS,2023-03-07,LD: 14,Passed in the House of Representatives - Y:63 N:3,4
HB0262,2023,RS,2023-03-07,LD: 12,Sent to SFC - Referrals: SFC,5
HB0262,2023,RS,2023-03-15,LD: 18,SFC: Reported by committee with Do Pass recommendation,6
HB0262,2023,RS,2023-03-17,LD: 22,Passed in the Senate - Y:36 N:0,7
HB0262,2023,RS,,,Signed by Governor - Chapter 155 - Apr. 5,8
HB0263,2023,RS,2023-02-01,LD: 3,Sent to HHHC - Referrals: HHHC/HJC,1
HB0263,2023,RS,2023-02-21,LD: 10,HHHC: Reported by committee with Do Pass recommendation,2
HB0263,2023,RS,2023-03-09,LD: 15,HJC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0263,2023,RS,,,Action Postponed Indefinitely,4
HB0264,2023,RS,2023-02-01,LD: 3,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0264,2023,RS,2023-02-21,LD: 10,HHHC: Reported by committee with Do Pass recommendation,2
HB0264,2023,RS,,,Action Postponed Indefinitely,3
HB0265,2023,RS,2023-02-01,LD: 3,Sent to HGEIC - Referrals: HGEIC/HAFC,1
HB0265,2023,RS,,,Action Postponed Indefinitely,2
HB0266,2023,RS,2023-02-01,LD: 3,Sent to HEC - Referrals: HEC/HTRC,1
HB0266,2023,RS,,,Action Postponed Indefinitely,2
HB0267,2023,RS,2023-02-01,LD: 3,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0267,2023,RS,2023-02-25,LD: 11,HHHC: Reported by committee with Do Pass recommendation,2
HB0267,2023,RS,2023-03-01,LD: 13,HTRC: Reported by committee with Do Pass recommendation,3
HB0267,2023,RS,2023-03-08,LD: 15,Passed in the House of Representatives - Y:66 N:0,4
HB0267,2023,RS,2023-03-08,LD: 12,Sent to STBTC - Referrals: STBTC,5
HB0267,2023,RS,2023-03-14,LD: 18,STBTC: Reported by committee with Do Pass recommendation,6
HB0267,2023,RS,2023-03-16,LD: 20,Passed in the Senate - Y:40 N:0,7
HB0267,2023,RS,,,Signed by Governor - Chapter 69 - Mar. 30,8
HB0268,2023,RS,2023-01-31,LD: 3,Sent to HRDLC - Referrals: HRDLC/HJC,1
HB0268,2023,RS,2023-02-15,LD: 7,HRDLC: Reported by committee with Do Pass recommendation,2
HB0268,2023,RS,2023-02-25,LD: 11,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0268,2023,RS,2023-02-27,LD: 12,Passed in the House of Representatives - Y:64 N:1,4
HB0268,2023,RS,2023-02-28,LD: 10,Sent to SCONC - Referrals: SCONC,5
HB0268,2023,RS,2023-03-07,LD: 12,SCONC: Reported by committee with Do Pass recommendation with amendment(s),6
HB0268,2023,RS,2023-03-10,LD: 15,Senate Floor Amendment,7
HB0268,2023,RS,2023-03-10,LD: 15,Passed in the Senate - Y:34 N:0,8
HB0268,2023,RS,2023-03-12,LD: 16,House has concurred with Senate Amendments,9
HB0268,2023,RS,,,Signed by Governor - Chapter 21 - Mar. 17,10
HB0269,2023,RS,2023-02-01,LD: 3,Sent to HTPWC - Referrals: HTPWC/HTRC,1
HB0269,2023,RS,2023-02-14,LD: 6,HTPWC: Reported by committee with Do Pass recommendation,2
HB0269,2023,RS,2023-02-23,LD: 11,HTRC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0269,2023,RS,2023-03-01,LD: 13,Passed in the House of Representatives - Y:66 N:0,4
HB0269,2023,RS,2023-03-01,LD: 10,Sent to STBTC - Referrals: STBTC,5
HB0269,2023,RS,2023-03-12,LD: 17,STBTC: Reported by committee with Do Pass recommendation,6
HB0269,2023,RS,2023-03-15,LD: 18,Passed in the Senate - Y:29 N:8,7
HB0269,2023,RS,,,Signed by Governor - Chapter 70 - Mar. 30,8
HB0270,2023,RS,2023-02-01,LD: 3,Sent to HTPWC - Referrals: HTPWC/HGEIC,1
HB0270,2023,RS,2023-02-14,LD: 6,HTPWC: Reported by committee with Do Pass recommendation,2
HB0270,2023,RS,2023-02-21,LD: 10,HGEIC: Reported by committee with Do Pass recommendation,3
HB0270,2023,RS,2023-02-24,LD: 11,Passed in the House of Representatives - Y:65 N:0,4
HB0270,2023,RS,2023-02-25,LD: 10,Sent to STBTC - Referrals: STBTC,5
HB0270,2023,RS,2023-03-12,LD: 17,STBTC: Reported by committee with Do Pass recommendation,6
HB0270,2023,RS,2023-03-14,LD: 18,Passed in the Senate - Y:29 N:1,7
HB0270,2023,RS,,,Signed by Governor - Chapter 71 - Mar. 30,8
HB0271,2023,RS,2023-02-01,LD: 3,Sent to HTPWC - Referrals: HTPWC/HJC,1
HB0271,2023,RS,2023-02-14,LD: 6,HTPWC: Reported by committee with Do Pass recommendation,2
HB0271,2023,RS,2023-02-27,LD: 12,HJC: Reported by committee with Do Pass recommendation,3
HB0271,2023,RS,2023-03-01,LD: 13,Passed in the House of Representatives - Y:66 N:0,4
HB0271,2023,RS,2023-03-01,LD: 10,Sent to STBTC - Referrals: STBTC,5
HB0271,2023,RS,2023-03-12,LD: 17,STBTC: Reported by committee with Do Pass recommendation,6
HB0271,2023,RS,,,Action Postponed Indefinitely,7
HB0272,2023,RS,2023-02-01,LD: 3,Sent to HHHC - Referrals: HHHC/HGEIC,1
