bill_number,session_year,session_type,sponsors,title,status,comm_reports,bill_url
HM0024,2024,RS,John Block; Jenifer Jones; Stefani Lord; Luis M. Terrazas; Andrea Reeb,FEDERAL BORDER SAFETY FUNDS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=24&year=24
HM0025,2024,RS,Rod Montoya; Javier Martínez; Charlotte Little; D. Wonda Johnson,REDUCE CLIFF EFFECT & END POVERTY,Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=25&year=24
HM0026,2024,RS,John Block,REMOVAL OF CANDIDATES FROM BALLOT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=26&year=24
HM0027,2024,RS,John Block; Stefani Lord,CONDEMN GOVERNOR'S EXECUTIVE ORDER,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=27&year=24
HM0028,2024,RS,"Tara Jaramillo; Elizabeth ""Liz"" Thomson","""NM SPEECH-LANGUAGE & HEARING ASSOC. DAY""",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=28&year=24
HM0029,2024,RS,"Yanira Gurrola; Raymundo Lara; G. Andres Romero; Joy Garratt; Elizabeth ""Liz"" Thomson",STUDY TEACHER RECRUITMENT & RETENTION,Died (API.),HEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=29&year=24
HM0030,2024,RS,Alan T. Martinez,IGNITION INTERLOCK TASK FORCE,Signed,HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=30&year=24
HM0031,2024,RS,Derrick J. Lente; Brian G. Baca,"""UNM DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=31&year=24
HM0032,2024,RS,Joy Garratt; G. Andres Romero; Susan K. Herrera; Brian G. Baca; Tanya Mirabal Moya,COMPENSATION FOR HIGHER ED STAFF STUDY,Died (API.),HEC Committee Report; HEC Committee Report 2,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=32&year=24
HM0033,2024,RS,Kristina Ortez,POLLINATOR PROTECTION PLAN WORK GROUP,Signed,HAAWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=33&year=24
HM0034,2024,RS,Kristina Ortez,CITIZEN SCIENCE IN STATE AGENCIES,Signed,HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=34&year=24
HM0035,2024,RS,Tanya Mirabal Moya; Brian G. Baca; Gail Armstrong; Gregory A. Baca; Joshua A. Sanchez,"""VALENCIA COUNTY DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=35&year=24
HM0036,2024,RS,Reena Szczepanski; Andrea Romero; Tara L. Lujan; Matthew McQueen; Linda Serrato,"""CITY OF SANTA FE DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=36&year=24
HM0037,2024,RS,T. Ryan Lane,NCSL 50TH ANNIVERSARY,Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=37&year=24
HM0038,2024,RS,Joseph L. Sanchez,TRANSFER EL VALLE SCHOOLHOUSE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=38&year=24
HM0039,2024,RS,Gail Armstrong,BLUE BUTTERFLY & HUNTINGTON'S DISEASE,Signed,HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=39&year=24
HM0040,2024,RS,Jenifer Jones; Luis M. Terrazas,"""DEMING LUNA COUNTY SILVER SPIKES DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=40&year=24
HM0041,2024,RS,Susan K. Herrera,"""GEORGIA O'KEEFFE MUSEUM DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=41&year=24
HM0042,2024,RS,Reena Szczepanski,METHANE EMISSION TASK FORCE,Died (API.),HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=42&year=24
HM0043,2024,RS,Randall T. Pettigrew; James G. Townsend,STATE AGENCY RULES OVERSIGHT COMMITTEE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=43&year=24
HM0044,2024,RS,Joseph L. Sanchez; Art De La Cruz; Tara L. Lujan; Ambrose Castellano,PROPERTY ASSESSMENT DISPARITY CORRECTION,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=44&year=24
HM0045,2024,RS,Gail Chasey,PRISON RAPE LEGISLATION TASK FORCE,Signed,HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=45&year=24
HM0046,2024,RS,Debra M. Sariñana; Tara L. Lujan,FED AFFORDABLE CONNECTIVITY PROGRAM,Signed,HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=46&year=24
HM0047,2024,RS,"Elizabeth ""Liz"" Thomson; Tara Jaramillo; Kathleen Cates",UNM MUSIC THERAPY PROGRAM,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=47&year=24
HM0048,2024,RS,D. Wonda Johnson; Charlotte Little; Anthony Allison; Derrick J. Lente,"""AMERICAN INDIAN DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=48&year=24
HM0049,2024,RS,Stefani Lord,NUESTRA SENORA DE DOLORES 200TH,Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=49&year=24
HM0050,2024,RS,Miguel P. García; Javier Martínez,EL JARAL NEIGHBORHOOD ZONING,Died (API.),HRDLC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=50&year=24
HM0051,2024,RS,"Elizabeth ""Liz"" Thomson; Joanne J. Ferrary",TOBACCO USE TASK FORCE,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=51&year=24
HM0052,2024,RS,Art De La Cruz; Brian G. Baca; Joseph L. Sanchez; Nathan P. Small,GRADUATE STUDENT LOAN PROGRAM STUDY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=52&year=24
HM0053,2024,RS,Harlan Vincent,"""LINCOLN COUNTY DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=53&year=24
HM0054,2024,RS,Luis M. Terrazas; Jenifer Jones; Crystal R. Brantley; Siah Correa Hemphill,HIGHER EDUCATION RESPONSIBLE SPENDING,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=54&year=24
HM0055,2024,RS,Jenifer Jones; Luis M. Terrazas; Crystal R. Brantley,DEMING HIGHWAY IMPROVEMENTS & BYPASS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=55&year=24
HM0056,2024,RS,Raymundo Lara; Joy Garratt; Doreen Y. Gallegos,STUDY BORDER DEVELOPMENT ACT,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=56&year=24
HM0057,2024,RS,Pamelya Herndon; Janelle Anyanonu,"""AFRICAN-AMERICAN DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=57&year=24
HM0058,2024,RS,Joseph L. Sanchez,OIL & GAS FACILITY SETBACKS STUDY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=58&year=24
HM0059,2024,RS,"Joanne J. Ferrary; Elizabeth ""Liz"" Thomson; Kathleen Cates; Patricia Roybal Caballero; Pamelya Herndon",SUBSTANCE & ALCOHOL ABUSE TASK FORCE,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=59&year=24
HM0060,2024,RS,Cathrynn N. Brown; Larry R. Scott; James G. Townsend; Jimmy Mason; Randall T. Pettigrew,"WIPP 25 YEARS IN OPERATION, CONGRATS",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=60&year=24
HR0001,2024,RS,Stefani Lord; John Block,ARTICLES OF IMPEACHMENT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=R&legNo=1&year=24
SB0001,2024,RS,"Peter Wirth; Jack Chatfield; Elizabeth ""Liz"" Stefanics; Joseph Cervantes",WATER TRUST FUND,Died (API.),SCC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=1&year=24
SB0002,2024,RS,Carrie Hamblen,LOW INCOME SOLAR ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=2&year=24
SB0003,2024,RS,Mimi Stewart; Christine Chandler; Linda Serrato; Patricia Roybal Caballero,PAID FAMILY MEDICAL LEAVE ACT,Died,SCC Committee Report; STBTC Committee Report; SFC Committee Report; HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=3&year=24
SB0004,2024,RS,Ron Griggs,INCREASE OCCUPANCY RATE TAX,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=4&year=24
SB0005,2024,RS,Peter Wirth; Reena Szczepanski; Brenda G. McKenna; Joseph Cervantes,FIREARMS NEAR POLLING PLACES,Chaptered,SCC Committee Report; SRC Committee Report; SJC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=5&year=24
SB0006,2024,RS,Katy M. Duhigg; Andrea Romero,CANNABIS REGULATION CHANGES,Chaptered,SCC Committee Report; SFC Committee Report; SJC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=6&year=24
SB0007,2024,RS,Nancy Rodriguez,NM HOUSING TRUST FUND,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=7&year=24
SB0008,2024,RS,Bill Tallman; Natalie Figueroa,ELECTRIC VEHICLE TAX CREDIT,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=8&year=24
SB0009,2024,RS,Steven P. Neville; Peter Wirth; Joseph Cervantes,CONSERVATION LEGACY FUND,Died (API.),SCC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=9&year=24
SB0010,2024,RS,"Elizabeth ""Liz"" Stefanics; Peter Wirth; Roberto ""Bobby"" J. Gonzales",JUDICIAL RETIREMENT FUNDING,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=10&year=24
SB0011,2024,RS,"Elizabeth ""Liz"" Stefanics; Peter Wirth; Roberto ""Bobby"" J. Gonzales",MAGISTRATE JUDGE RETIREMENT,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=11&year=24
SB0012,2024,RS,Antoinette Sedillo Lopez; Pamelya Herndon,RENAME FAMILY VIOLENCE PROTECTION ACT,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=12&year=24
SB0013,2024,RS,Antonio Maestas; Joseph Cervantes,PUBLIC SAFETY RECRUITMENT BUREAU,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=13&year=24
SB0014,2024,RS,"Elizabeth ""Liz"" Stefanics; Mimi Stewart; Michael Padilla; Peter Wirth",HEALTH CARE AUTHORITY,Chaptered,SCC Committee Report; SRC Committee Report; SHPAC Committee Report; HHHC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=14&year=24
SB0015,2024,RS,Katy M. Duhigg; Reena Szczepanski,HEALTH CARE CONSOLIDATION OVERSIGHT ACT,Chaptered,SCC Committee Report; SHPAC Committee Report; SJC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=15&year=24
SB0016,2024,RS,Gerald Ortiz y Pino; Tara L. Lujan,CRIMINAL COMPETENCY DETERMINATION,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=16&year=24
SB0017,2024,RS,"Elizabeth ""Liz"" Stefanics; Doreen Y. Gallegos; Michael Padilla; Jason C. Harper; Martin Hickey",HEALTH CARE DELIVERY & ACCESS ACT,Chaptered,SCC Committee Report; SHPAC Committee Report; SFC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=17&year=24
SB0021,2024,RS,Leo Jaramillo; Cynthia Borrego; Siah Correa Hemphill,LOCAL FIREFIGHTER RECRUITMENT,Died (API.),SCC Committee Report; SHPAC Committee Report; SFC Committee Report; HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=21&year=24
SB0022,2024,RS,Ron Griggs,MALL RENOVATION TAX CREDIT,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=22&year=24
SB0023,2024,RS,Bill Tallman; Andrea Reeb; Pamelya Herndon; Jenifer Jones,ACADEMIC REVIEW ON BEHAVIORAL HEALTH,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=23&year=24
SB0024,2024,RS,Bill Tallman; Matthew McQueen,OIL & GAS DEVELOPMENT ROYALTY RATES,Died (API.),SCC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=24&year=24
SB0025,2024,RS,Mark Moores,FEE-FOR-SERVICE PAYMENT RECEIPTS,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=25&year=24
SB0026,2024,RS,Crystal R. Brantley; Pat Woods; Siah Correa Hemphill,EXISTING LIVESTOCK COMPENSATION,Died (API.),SCC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=26&year=24
SB0027,2024,RS,Crystal R. Brantley; Jenifer Jones,VINES & ROOT STOCK FOR VINEYARDS,Died (API.),SCC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=27&year=24
SB0028,2024,RS,Crystal R. Brantley; Siah Correa Hemphill; Rod Montoya; Luis M. Terrazas; Joseph Cervantes,RAIL INFRASTRUCTURE TAX CREDIT,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=28&year=24
SB0029,2024,RS,Michael Padilla,METRO COURTS EMERGENCY PROPERTY RESERVE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=29&year=24
SB0030,2024,RS,Michael Padilla,FOSTERING CONNECTIONS PROGRAM,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=30&year=24
SB0031,2024,RS,"Roberto ""Bobby"" J. Gonzales; Cristina Parajon",MFA AFFORDABLE HOUSING ACT FUNDS,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=31&year=24
SB0032,2024,RS,Gerald Ortiz y Pino; Siah Correa Hemphill,BOARDING FOR CERTAIN HEALTH DISCHARGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=32&year=24
SB0033,2024,RS,Gerald Ortiz y Pino,CHILDREN'S NEXT GENERATION TRUST FUND,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=33&year=24
SB0034,2024,RS,Gerald Ortiz y Pino,EXPAND PRESCRIPTION DRUG DONATION PROGRAM,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=34&year=24
SB0035,2024,RS,Gerald Ortiz y Pino; Kathleen Cates,MEDICATION FOR JUVENILES IN TREATMENT PGMS.,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=35&year=24
SB0036,2024,RS,Mark Moores,HEALTH CARE SERVICES GROSS RECEIPTS,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=36&year=24
SB0037,2024,RS,"Elizabeth ""Liz"" Stefanics; George K. Muñoz; Pat Woods; Joshua A. Sanchez; Gail Armstrong",MEAT INSPECTION ACT,Chaptered,SCC Committee Report; SJC Committee Report; SFC Committee Report; HAAWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=37&year=24
SB0038,2024,RS,Bill B. O'Neill; Natalie Figueroa,PRIMARY ELECTION CHANGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=38&year=24
SB0039,2024,RS,Bill B. O'Neill; Antonio Maestas; Gail Chasey,LIMIT INCARCERATION FOR TECHNICAL VIOLATIONS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=39&year=24
SB0040,2024,RS,William P. Soules,GEOTHERMAL HEAT PUMP TAX,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=40&year=24
SB0041,2024,RS,Siah Correa Hemphill,MENTAL HEALTH INITIATIVES,Died (API.),SCC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=41&year=24
SB0042,2024,RS,Siah Correa Hemphill,SCHOOL SAFETY COMMUNICATION SYSTEM,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=42&year=24
SB0043,2024,RS,Michael Padilla,UTILITY EASEMENTS FOR BROADBAND,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=43&year=24
SB0044,2024,RS,Gerald Ortiz y Pino,HEALTH CARE LICENSING CHANGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=44&year=24
SB0045,2024,RS,Michael Padilla,BROADBAND INFRASTRUCTURE,Died (API.),SCC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=45&year=24
SB0046,2024,RS,"Elizabeth ""Liz"" Stefanics; Nancy Rodriguez; Bill Tallman; Harold Pope; Andrea Romero",STATE FOOD BANKS,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=46&year=24
SB0047,2024,RS,Siah Correa Hemphill; Gerald Ortiz y Pino,HEALTH CARE PERSONNEL RECRUITMENT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=47&year=24
SB0048,2024,RS,Gerald Ortiz y Pino,TUITION SCHOLARSHIPS & TAX CREDITS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=48&year=24
SB0049,2024,RS,Siah Correa Hemphill,RURAL INFRASTRUCTURE CRISIS RESPONSE ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=49&year=24
SB0050,2024,RS,Jeff Steinborn; Nancy Rodriguez,USE OF COUNTY HEALTH ASSISTANCE FUNDS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=50&year=24
SB0051,2024,RS,Cliff R. Pirtle,STATE MEAT INSPECTION PROGRAM,Died,SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=51&year=24
SB0052,2024,RS,Pat Woods; Randall T. Pettigrew; D. Wonda Johnson,EMERGENCY RURAL & FRONTIER HOSPITAL FUNDS,Died (API.),SCC Committee Report; SIRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=52&year=24
SB0053,2024,RS,Pat Woods,MEDICAL MALPRACTICE CHANGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=53&year=24
SB0054,2024,RS,Harold Pope,SCHOOL GROSS RECEIPTS WEEKEND DATES,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=54&year=24
SB0055,2024,RS,Harold Pope; Pamelya Herndon,ANTI-HAZING ACT,Died (API.),SCC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=55&year=24
SB0056,2024,RS,Harold Pope,ARMED SERVICE RETIREMENT PAY TAX SUNSET,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=56&year=24
SB0057,2024,RS,Peter Wirth; Joy Garratt; Jeff Steinborn,LOCAL NEWS FELLOWSHIP PROGRAM,Died (API.),SCC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=57&year=24
SB0058,2024,RS,Gerald Ortiz y Pino; Patricia Roybal Caballero,GEOTHERMAL ELECTRICITY TAX CREDIT,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=58&year=24
SB0059,2024,RS,Gerald Ortiz y Pino; Patricia Roybal Caballero,GEOTHERMAL PROJECT FUNDING & MANAGEMENT,Died (API.),SCC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=59&year=24
SB0060,2024,RS,Siah Correa Hemphill,SUICIDE PREVENTION TRAINING,Died (API.),SCC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=60&year=24
SB0061,2024,RS,David M. Gallegos; Pete Campos,PROCUREMENT CONTRACTS LIMIT INCREASE,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=61&year=24
SB0062,2024,RS,Pete Campos,HEALTH CARE AUTHORITY MILEAGE REIMBURSEMENT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=62&year=24
SB0063,2024,RS,Michael Padilla,PUBLIC EMPLOYEE COST-OF-LIVING ADJUSTMENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=63&year=24
SB0064,2024,RS,Ron Griggs,SEVERANCE TAX EXEMPTION FOR CERTAIN PROJECTS,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=64&year=24
SB0065,2024,RS,Ron Griggs,MOTOR VEHICLE TAX DISTRIBUTIONS,Died (API.),SCC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=65&year=24
SB0066,2024,RS,Craig W. Brandt,PENALTY FOR SHOOTING THREAT,Died (API.),SCC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=66&year=24
SB0067,2024,RS,Craig W. Brandt; Joshua Hernandez,CAREER DEVELOPMENT SUCCESS PROGRAM,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=67&year=24
SB0068,2024,RS,George K. Muñoz; Pamelya Herndon,AGE APPROPRIATE DESIGN CODE ACT,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=68&year=24
SB0069,2024,RS,Joseph Cervantes; Andrea Romero,14-DAY FIREARM SALE WAITING PERIOD,Died (API.),SCC Committee Report; SHPAC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=69&year=24
SB0070,2024,RS,Joseph Cervantes,SUPREME COURT JUSTICE SALARIES,Died (API.),SCC Committee Report; SJC Committee Report; SFC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=70&year=24
SB0071,2024,RS,Michael Padilla,CREATE OFFICE OF HOUSING,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=71&year=24
SB0072,2024,RS,Martin Hickey,TOBACCO PRODUCTS TAX RATE,Died (API.),SCC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=72&year=24
SB0073,2024,RS,Craig W. Brandt,DEATH PENALTY FOR MURDERING POLICE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=73&year=24
SB0074,2024,RS,Martin Hickey,UNM DEPT. OF HEALTH FACULTY,Died (API.),SCC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=74&year=24
SB0075,2024,RS,Michael Padilla,STATE POLICE AS HIGHEST PAID LAW ENFORCEMENT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=75&year=24
SB0076,2024,RS,Mimi Stewart,SCHOOL LOCAL SHARE ADJUSTMENT WAIVER,Chaptered,SCC Committee Report; SEC Committee Report; SFC Committee Report; HEC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=76&year=24
SB0077,2024,RS,Pete Campos,EPI DURAN CRISIS CENTER IMPROVEMENTS,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=77&year=24
SB0078,2024,RS,Pete Campos,NORTHERN NM INTEGRATED SUBSTANCE ABUSE,Died (API.),SCC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=78&year=24
SB0079,2024,RS,Pete Campos; Jack Chatfield; Peter Wirth,STATEWIDE COMPOSTING PROGRAM,Died (API.),SCC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=79&year=24
SB0080,2024,RS,Linda M. Lopez,NO SALE OF FLAVORED TOBACCO PRODUCTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=80&year=24
SB0081,2024,RS,Harold Pope,WIDEN PASEO DEL NORTE,Died (API.),SCC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=81&year=24
SB0082,2024,RS,Jeff Steinborn,INSURANCE FOR SEARCH & RESCUE VOLUNTEERS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=82&year=24
SB0083,2024,RS,Crystal R. Brantley,CYFD PLAN OF CARE FAILURE ASSESSMENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=83&year=24
SB0084,2024,RS,Jeff Steinborn,RECLAMATION OF ABANDONED SITES,Died (API.),SCC Committee Report; SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=84&year=24
SB0085,2024,RS,Harold Pope,SEIZURE SAFE SCHOOLS ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=85&year=24
