bill_number,session_year,session_type,sponsors,title,status,comm_reports,bill_url
HB0266,2024,RS,Stefani Lord; John Block; Randall T. Pettigrew; Harlan Vincent,GUN STORAGE INCOME TAX CREDIT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=266&year=24
HB0267,2024,RS,Gail Armstrong; James G. Townsend; T. Ryan Lane,AGENCY RESPONSE TO RULES COMMENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=267&year=24
HB0268,2024,RS,Christine Chandler,INCREASE CHILD INCOME TAX CREDIT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=268&year=24
HB0269,2024,RS,Jack Chatfield; Pat Woods,QUAY COUNTY HOSPITAL CONSTRUCTION,Died (API.),HRDLC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=269&year=24
HB0270,2024,RS,Joseph L. Sanchez; Gail Armstrong; Tara L. Lujan; Art De La Cruz; Meredith A. Dixon,HIGHER ED TECH ENHANCEMENT FUND PROVISIONS,Chaptered,HRDLC Committee Report; HAFC Committee Report; SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=270&year=24
HB0271,2024,RS,Linda Serrato; Siah Correa Hemphill,PUBLIC FINANCE ACCOUNTABILITY ACT,Died (API.),HCEDC Committee Report; HAFC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=271&year=24
HB0272,2024,RS,Linda Serrato,ENTREPRENEUR-IN-DEVELOPMENT PROGRAMS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=272&year=24
HB0273,2024,RS,Linda Serrato; Doreen Y. Gallegos,CHILDCARE FACILITIES IN ECON. DEVELOPMENT ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=273&year=24
HB0274,2024,RS,Linda Serrato; Meredith A. Dixon,ADVANCED ENERGY EQUIPMENT TAX CREDIT,Died (API.),HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=274&year=24
HB0275,2024,RS,Joshua Hernandez,HIGH-WAGE JOBS CREDIT DETERMINATIONS,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=275&year=24
HB0276,2024,RS,Joshua Hernandez,CANNABIS & LIQUOR ESTABLISHMENT ACTIVITIES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=276&year=24
HB0277,2024,RS,Debra M. Sariñana; Natalie Figueroa; Susan K. Herrera; Yanira Gurrola; Willie D. Madrid,TEACHER LICENSE COMPUTER SCIENCE ENDORSEMENT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=277&year=24
HB0278,2024,RS,Debra M. Sariñana; Yanira Gurrola; Susan K. Herrera; Anthony Allison; Willie D. Madrid,COMPUTER SCIENCE EMBEDDED IN SCHOOLS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=278&year=24
HB0279,2024,RS,Tanya Mirabal Moya; Joshua Hernandez; Brian G. Baca; Joy Garratt; Susan K. Herrera,STEM TECHNOLOGY LABS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=279&year=24
HB0280,2024,RS,James G. Townsend; Rod Montoya; Mark Duncan; Candy Spence Ezzell; Alan T. Martinez,FLAT INCOME TAX RATE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=280&year=24
HB0281,2024,RS,James G. Townsend,LOTTERY TUITION SCHOLARSHIP ELIGIBILITY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=281&year=24
HB0282,2024,RS,Meredith A. Dixon; Marian Matthews,SEX OFFENDER REGISTRATION & FEDERAL LAW,Died (API.),HCPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=282&year=24
HB0283,2024,RS,Rod Montoya; James G. Townsend; Randall T. Pettigrew,REGIONAL LEGISLATIVE STAFF,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=283&year=24
HB0284,2024,RS,Meredith A. Dixon; Tara Jaramillo; Marian Matthews; Gail Armstrong; Jenifer Jones,CYFD ELECTRONIC DEVICES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=284&year=24
HB0285,2024,RS,Reena Szczepanski,PUBLIC SAFETY RECRUITMENT BUREAU,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=285&year=24
HB0286,2024,RS,Gail Armstrong; Tanya Mirabal Moya; Brian G. Baca; Gregory A. Baca; Joshua A. Sanchez,LOS LUNAS BLVD. PROJECT,Died (API.),HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=286&year=24
HB0287,2024,RS,Meredith A. Dixon; Tara Jaramillo; Marian Matthews; Gail Armstrong,LEGAL SETTLEMENT AGREEMENT PUBLICATION,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=287&year=24
HB0288,2024,RS,"Elizabeth ""Liz"" Thomson",HEALTH PROFESSIONAL LOAN DEFINITIONS,Died (API.),HHHC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=288&year=24
HB0289,2024,RS,Cristina Parajon; Tara L. Lujan,LGBTQ HEALTH CARE TRAINING,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=289&year=24
HB0290,2024,RS,Linda Serrato,CHILD CARE FACILITY LOAN FORGIVENESS,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=290&year=24
HB0291,2024,RS,Yanira Gurrola; Kathleen Cates; Susan K. Herrera; Eleanor Chávez,ALLOW WATER REUSE REQUIREMENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=291&year=24
HB0292,2024,RS,Linda Serrato,BATTERY CHARGED FENCES WITH ALARMS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=292&year=24
HB0293,2024,RS,Janelle Anyanonu; Pamelya Herndon; Kathleen Cates; Cristina Parajon,CREDITWORTHINESS ASSISTANCE PROGRAM,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=293&year=24
HB0294,2024,RS,T. Ryan Lane,EDUCATION ENRICHMENT TAX CREDIT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=294&year=24
HB0295,2024,RS,John Block; Alan T. Martinez; Harlan Vincent,PROTECTION OF MINORS FROM HARMFUL MATERIAL,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=295&year=24
HB0296,2024,RS,Mark Duncan; Rod Montoya; James G. Townsend; Alan T. Martinez; Gail Armstrong,PARENTAL BILL OF RIGHTS ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=296&year=24
HB0297,2024,RS,Martin R. Zamora,SEIZURE SAFE SCHOOLS ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=297&year=24
HB0298,2024,RS,Eliseo Lee Alcon; Harry Garcia; Alan T. Martinez; Tara Jaramillo,SERVICE MEMBERS SUICIDE PREVENTION,Chaptered,HLVMC Committee Report; HAFC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=298&year=24
HB0299,2024,RS,"Jenifer Jones; Cathrynn N. Brown; Eleanor Chávez; Elizabeth ""Liz"" Thomson",CONTROLLED SUBSTANCE CUSTODIAL FACILITIES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=299&year=24
HB0300,2024,RS,Luis M. Terrazas; Jenifer Jones,HIGHWAY 180 PROJECT,Died (API.),HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=300&year=24
HB0301,2024,RS,"William ""Bill"" R. Rehm; Mark Duncan; Dayan Hochman-Vigil; Patricia A. Lundstrom; Anthony Allison",FUTURE WATER TRUST FUND,Died (API.),HAAWC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=301&year=24
HB0302,2024,RS,Debra M. Sariñana; Harry Garcia; Daniel A. Ivey-Soto; Alan T. Martinez; John Block,DEPT. OF DEFENSE MILITARY RECOMMENDATIONS,Chaptered,HLVMC Committee Report; HGEIC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=302&year=24
HB0303,2024,RS,Linda Serrato; Cristina Parajon,TANF FUNDS WORKFORCE PILOT PROGRAM,Chaptered,HLVMC Committee Report; HAFC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=303&year=24
HB0304,2024,RS,Christine Chandler,RURAL HOSPITAL MALPRACTICE SURCHARGES,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=304&year=24
HB0305,2024,RS,Cristina Parajon; Tara L. Lujan,HOMEOWNER ASSOC. HOME SALE FEES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=305&year=24
HB0306,2024,RS,Christine Chandler,HOSPITAL FINANCIAL TRANSPARENCY REPORTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=306&year=24
HB0307,2024,RS,Raymundo Lara; Joy Garratt,BORDER AUTHORITY MEMBERS & OVERSIGHT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=307&year=24
HB0308,2024,RS,Derrick J. Lente,GENERAL OBLIGATION BONDS,Chaptered,HTRC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=308&year=24
HB0309,2024,RS,James G. Townsend; Cathrynn N. Brown; Rod Montoya; Alan T. Martinez; Mark Duncan,EMERGENCY ORDER EXEMPTIONS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=309&year=24
HB0310,2024,RS,Luis M. Terrazas,TOBACCO PRODUCTS VIOLATIONS PENALTIES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=310&year=24
HB0311,2024,RS,Reena Szczepanski,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=311&year=24
HB0312,2024,RS,Reena Szczepanski,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=312&year=24
HB0313,2024,RS,T. Ryan Lane,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=313&year=24
HB0314,2024,RS,T. Ryan Lane,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=314&year=24
HB0315,2024,RS,T. Ryan Lane,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=315&year=24
HB0316,2024,RS,"William ""Bill"" R. Rehm; Dayan Hochman-Vigil; Charlotte Little; Tara Jaramillo; Javier Martínez",FELON IN POSSESSION OF FIREARM PENALTY,Died (API.),HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=316&year=24
HB0317,2024,RS,James G. Townsend,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=317&year=24
HB0318,2024,RS,James G. Townsend,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=318&year=24
HB0319,2024,RS,Susan K. Herrera,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=319&year=24
HB0320,2024,RS,Susan K. Herrera,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=320&year=24
HB0321,2024,RS,Nathan P. Small,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=321&year=24
HB0322,2024,RS,Nathan P. Small,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=322&year=24
HB0323,2024,RS,Doreen Y. Gallegos,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=323&year=24
HB0324,2024,RS,Doreen Y. Gallegos,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=324&year=24
HB0325,2024,RS,Joanne J. Ferrary,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=325&year=24
HB0326,2024,RS,Joanne J. Ferrary; Luis M. Terrazas,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=326&year=24
HB0327,2024,RS,G. Andres Romero,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=327&year=24
HB0328,2024,RS,G. Andres Romero,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=328&year=24
HB0329,2024,RS,Matthew McQueen,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=329&year=24
HB0330,2024,RS,Matthew McQueen,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=330&year=24
HB0331,2024,RS,D. Wonda Johnson,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=331&year=24
HB0332,2024,RS,D. Wonda Johnson,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=332&year=24
HB0333,2024,RS,"Elizabeth ""Liz"" Thomson","PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=333&year=24
HB0334,2024,RS,"Elizabeth ""Liz"" Thomson","PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=334&year=24
HB0335,2024,RS,Christine Chandler,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=335&year=24
HB0336,2024,RS,Christine Chandler,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=336&year=24
HB0337,2024,RS,Eliseo Lee Alcon,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=337&year=24
HB0338,2024,RS,Eliseo Lee Alcon,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=338&year=24
HB0339,2024,RS,Kristina Ortez,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=339&year=24
HB0340,2024,RS,Kristina Ortez,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=340&year=24
HB0341,2024,RS,Derrick J. Lente,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=341&year=24
HB0342,2024,RS,Derrick J. Lente,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=342&year=24
HB0343,2024,RS,Dayan Hochman-Vigil,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=343&year=24
HB0344,2024,RS,Dayan Hochman-Vigil,"PUBLIC PEACE, HEALTH, SAFETY & WELFARE",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=344&year=24
HJM0001,2024,RS,Rod Montoya; Mark Duncan; Anthony Allison; Bill Tallman,FOUR CORNERS FREIGHT RAIL LINE,Died (API.),HRDLC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JM&legNo=1&year=24
HJM0002,2024,RS,Meredith A. Dixon; Michael Padilla; Tara Jaramillo,MULTI-SYSTEM FAMILY IMPACT STUDY,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JM&legNo=2&year=24
HJM0003,2024,RS,Art De La Cruz; Cristina Parajon; D. Wonda Johnson; John Block,FENTANYL OVERDOSE PREVENTION MONTH,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JM&legNo=3&year=24
HJR0001,2024,RS,Matthew McQueen; Greg Nibert; Jason C. Harper; Mark Moores; Bill Tallman,"SESSION LENGTH, SUBJECTS & OVERRIDES, CA",Died (API.),HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=1&year=24
HJR0002,2024,RS,Matthew McQueen; Jason C. Harper; Mark Moores; Gerald Ortiz y Pino; Brenda G. McKenna,"ELIMINATE POCKET VETOES, CA",Died (API.),HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=2&year=24
HJR0003,2024,RS,"William ""Bill"" R. Rehm; Randall T. Pettigrew; Stefani Lord; John Block","REQUIREMENTS FOR DENIAL OF BAIL, CA",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=3&year=24
HJR0004,2024,RS,Joanne J. Ferrary; Antoinette Sedillo Lopez,"ENVIRONMENTAL RIGHTS, CA",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=4&year=24
HJR0005,2024,RS,Natalie Figueroa; Joy Garratt; Cristina Parajon,"LEGISLATIVE SESSION CHANGES, CA",Died (API.),HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=5&year=24
HJR0006,2024,RS,John Block,STATE BOARD OF EDUCATION,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=6&year=24
HJR0007,2024,RS,Angelica Rubio; Joy Garratt; Katy M. Duhigg; Kristina Ortez; Bill B. O'Neill,"COMMISSION ON LEGISLATIVE SALARIES, CA",Died (API.),HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=7&year=24
HJR0008,2024,RS,T. Ryan Lane; James G. Townsend; Gail Armstrong; Stefani Lord; John Block,"DECLARATIONS OF EMERGENCY, CA",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=8&year=24
HJR0009,2024,RS,Rod Montoya; Alan T. Martinez,"LEGISLATIVE SESSION CHANGES, CA",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=9&year=24
HJR0010,2024,RS,Natalie Figueroa; Bill B. O'Neill; Antoinette Sedillo Lopez,"INDEPENDENT REDISTRICTING COMMISSION, CA",Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=10&year=24
HJR0011,2024,RS,Debra M. Sariñana; Janelle Anyanonu; Meredith A. Dixon; Alan T. Martinez; Antoinette Sedillo Lopez,KIRTLAND AFB LAND JURISDICTION,Signed,HGEIC Committee Report; HJC Committee Report; SRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=11&year=24
HJR0012,2024,RS,Randall T. Pettigrew; John Block; Jimmy Mason,CONSTITUTIONAL CONVENTION REQUEST,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=12&year=24
HJR0013,2024,RS,Randall T. Pettigrew,"COUNTY OFFICIAL SALARIES, CA",Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=13&year=24
HJR0014,2024,RS,James G. Townsend,"FUNDING FOR HOME SCHOOLING, CA",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=14&year=24
HJR0015,2024,RS,Randall T. Pettigrew; James G. Townsend,"INTERIM ADMIN RULE COMMITTEE, CA",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=JR&legNo=15&year=24
HM0001,2024,RS,Joy Garratt; Eleanor Chávez,STUDY PENSION BENEFIT STRUCTURES,Died (API.),HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=1&year=24
HM0002,2024,RS,Joanne J. Ferrary,"""NEW MEXICO FOOD & FARMS DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=2&year=24
HM0003,2024,RS,Stefani Lord; Jenifer Jones; Tara Jaramillo,PRENATAL SUBSTANCE EXPOSURE TASK FORCE,Signed,HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=3&year=24
HM0004,2024,RS,Joy Garratt; Yanira Gurrola,LESC MIDDLE SCHOOL STUDY,Signed,HEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=4&year=24
HM0005,2024,RS,Anthony Allison,COMPENSATION FOR RADIATION EXPOSURE,Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=5&year=24
HM0006,2024,RS,Ambrose Castellano,"""NM HIGHLANDS DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=6&year=24
HM0007,2024,RS,"Elizabeth ""Liz"" Thomson; D. Wonda Johnson; Kathleen Cates; Tara Jaramillo; Tara L. Lujan","""AUTISM DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=7&year=24
HM0008,2024,RS,Eleanor Chávez; Susan K. Herrera; Miguel P. García; Patricia Roybal Caballero; Andrea Romero,CEASEFIRE IN ISRAEL & PALESTINE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=8&year=24
HM0009,2024,RS,Candy Spence Ezzell; Randall T. Pettigrew; Larry R. Scott; Cathrynn N. Brown; Jimmy Mason,"HUBERT H. QUINTANA, IN MEMORY",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=9&year=24
HM0010,2024,RS,Tara Jaramillo; Eleanor Chávez; Meredith A. Dixon; Harry Garcia; Gail Armstrong,FOSTER CHILDREN TASK FORCE,Signed,HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=10&year=24
HM0011,2024,RS,Luis M. Terrazas; James G. Townsend; Tanya Mirabal Moya; Brian G. Baca; Jenifer Jones,SCHOOL ABSENTEEISM WORK GROUP,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=11&year=24
HM0012,2024,RS,"Charlotte Little; Tara Jaramillo; Cristina Parajon; Elizabeth ""Liz"" Thomson; Pamelya Herndon",BEHAVIORAL HEALTH WORKFORCE STUDY,Signed,HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=12&year=24
HM0013,2024,RS,"Elizabeth ""Liz"" Thomson; Eleanor Chávez; Kathleen Cates; Cristina Parajon","""PUBLIC HEALTH DAY""",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=13&year=24
HM0014,2024,RS,Harlan Vincent,"""SMOKEY BEAR DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=14&year=24
HM0015,2024,RS,Miguel P. García,TRANSFER LAS TRAMPAS ESCUELITA BUILDING,Died (API.),HRDLC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=15&year=24
HM0016,2024,RS,Patricia A. Lundstrom; Harry Garcia; Eliseo Lee Alcon; D. Wonda Johnson,"""GALLUP/ MCKINLEY COUNTY DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=16&year=24
HM0017,2024,RS,Eleanor Chávez,SOCIAL WORKER ENVIRO JUSTICE PRINCIPLES,Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=17&year=24
HM0018,2024,RS,Rod Montoya; John Block; Cathrynn N. Brown; Stefani Lord,SUPPORT FOR ISRAEL,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=18&year=24
HM0019,2024,RS,Luis M. Terrazas; Crystal R. Brantley; Siah Correa Hemphill,"""GRANT COUNTY DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=19&year=24
HM0020,2024,RS,G. Andres Romero; Yanira Gurrola; Raymundo Lara; Tara Jaramillo; Cristina Parajon,STUDY CLASS SIZE REDUCTION,Signed,HEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=20&year=24
HM0021,2024,RS,Tara L. Lujan,"""SANTA FE COUNTY DAY""",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=21&year=24
HM0022,2024,RS,Mark Duncan; Jason C. Harper; Alan T. Martinez; Joshua Hernandez; Anthony Allison,SECONDARY SCHOOL MENTAL HEALTH PROVIDERS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=22&year=24
HM0023,2024,RS,Jenifer Jones; Luis M. Terrazas,"""HIDALGO COUNTY DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=23&year=24
