bill_number,session_year,session_type,action_date,legislative_day,action,order
HB0195,2024,RS,2024-02-13,LD: 10,SFC: Reported by committee with Do Pass recommendation,9
HB0195,2024,RS,2024-02-14,LD: 13,Passed in the Senate - Y:26 N:14,10
HB0195,2024,RS,,,Signed by Governor - Chapter  8 - Feb. 28,11
HB0196,2024,RS,2024-01-22,LD: 2,Sent to HAFC - Referrals: HAFC,1
HB0196,2024,RS,2024-02-08,LD: 10,HAFC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0196,2024,RS,2024-02-09,LD: 12,Passed in the House of Representatives - Y:39 N:28,3
HB0196,2024,RS,2024-02-09,LD: 7,Sent to SFC - Referrals: SFC,4
HB0196,2024,RS,2024-02-12,LD: 9,SFC: Reported by committee with Do Pass recommendation,5
HB0196,2024,RS,2024-02-13,LD: 10,Passed in the Senate - Y:37 N:0,6
HB0196,2024,RS,,,Signed by Governor - Chapter 18 - Feb. 29,7
HB0197,2024,RS,2024-01-22,LD: 2,Not Printed,1
HB0197,2024,RS,,,Action Postponed Indefinitely,2
HB0198,2024,RS,2024-01-22,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0198,2024,RS,,,Action Postponed Indefinitely,2
HB0199,2024,RS,2024-01-22,LD: 2,Sent to HEC - Referrals: HEC/HAFC,1
HB0199,2024,RS,2024-01-29,LD: 4,HEC: Reported by committee with Do Pass recommendation,2
HB0199,2024,RS,,,Action Postponed Indefinitely,3
HB0200,2024,RS,2024-01-22,LD: 2,Not Printed,1
HB0200,2024,RS,,,Action Postponed Indefinitely,2
HB0201,2024,RS,2024-01-22,LD: 2,Sent to HAAWC - Referrals: HAAWC/HAFC,1
HB0201,2024,RS,2024-01-25,LD: 4,HAAWC: Reported by committee with Do Pass recommendation,2
HB0201,2024,RS,,,Action Postponed Indefinitely,3
HB0202,2024,RS,2024-01-22,LD: 2,Not Printed,1
HB0202,2024,RS,,,Action Postponed Indefinitely,2
HB0203,2024,RS,2024-01-23,LD: 3,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0203,2024,RS,2024-02-02,LD: 7,HHHC: Reported by committee with Do Pass recommendation,2
HB0203,2024,RS,,,Action Postponed Indefinitely,3
HB0204,2024,RS,2024-01-23,LD: 3,Sent to HJC - Referrals: HJC/HAFC,1
HB0204,2024,RS,,,Action Postponed Indefinitely,2
HB0205,2024,RS,2024-01-23,LD: 3,Not Printed,1
HB0205,2024,RS,,,Action Postponed Indefinitely,2
HB0206,2024,RS,2024-01-23,LD: 3,Not Printed,1
HB0206,2024,RS,,,Action Postponed Indefinitely,2
HB0207,2024,RS,2024-01-23,LD: 3,Sent to HEC - Referrals: HEC/HAFC,1
HB0207,2024,RS,2024-02-05,LD: 9,HEC: Reported by committee with Do Pass recommendation,2
HB0207,2024,RS,2024-02-07,LD: 10,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0207,2024,RS,2024-02-10,LD: 13,Passed in the House of Representatives - Y:64 N:1,4
HB0207,2024,RS,2024-02-10,LD: 8,Sent to SEC - Referrals: SEC,5
HB0207,2024,RS,2024-02-13,LD: 10,SEC: Reported by committee with Do Pass recommendation,6
HB0207,2024,RS,2024-02-15,LD: 15,Passed in the Senate - Y:36 N:0,7
HB0207,2024,RS,,,Signed by Governor - Chapter 37 - Mar. 1,8
HB0208,2024,RS,2024-01-23,LD: 3,Sent to HEC - Referrals: HEC/HAFC,1
HB0208,2024,RS,,,Action Postponed Indefinitely,2
HB0209,2024,RS,2024-01-23,LD: 3,Not Printed,1
HB0209,2024,RS,2024-01-25,LD: 4,"Withdrawn from committee or daily calendar, ordered printed and referred to",2
HB0209,2024,RS,2024-01-25,LD: 4,Sent to HRDLC - Referrals: HRDLC/HCEDC,3
HB0209,2024,RS,2024-01-30,LD: 5,HRDLC: Reported by committee with Do Pass recommendation,4
HB0209,2024,RS,2024-02-04,LD: 8,HCEDC: Reported by committee with Do Pass recommendation,5
HB0209,2024,RS,2024-02-06,LD: 9,Passed in the House of Representatives - Y:65 N:0,6
HB0209,2024,RS,2024-02-07,LD: 7,Sent to SFC - Referrals: SFC,7
HB0209,2024,RS,,,Action Postponed Indefinitely,8
HB0210,2024,RS,2024-01-23,LD: 3,Sent to HGEIC - Referrals: HGEIC/HAFC,1
HB0210,2024,RS,2024-01-31,LD: 6,HGEIC: Reported by committee with Do Pass recommendation,2
HB0210,2024,RS,,,Action Postponed Indefinitely,3
HB0211,2024,RS,2024-01-23,LD: 3,Sent to HAAWC - Referrals: HAAWC/HAFC,1
HB0211,2024,RS,2024-01-30,LD: 5,HAAWC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0211,2024,RS,2024-02-07,LD: 10,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0211,2024,RS,2024-02-10,LD: 13,Passed in the House of Representatives - Y:67 N:0,4
HB0211,2024,RS,2024-02-10,LD: 8,Sent to SCONC - Referrals: SCONC,5
HB0211,2024,RS,2024-02-13,LD: 9,SCONC: Reported by committee with Do Pass recommendation,6
HB0211,2024,RS,2024-02-14,LD: 13,Senate Floor Amendment,7
HB0211,2024,RS,2024-02-14,LD: 13,Passed in the Senate - Y:34 N:5,8
HB0211,2024,RS,2024-02-14,LD: 15,House has concurred with Senate Amendments,9
HB0211,2024,RS,,,Signed by Governor - Chapter  9 - Feb. 28,10
HB0212,2024,RS,2024-01-23,LD: 3,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0212,2024,RS,,,Action Postponed Indefinitely,2
HB0213,2024,RS,2024-01-23,LD: 3,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0213,2024,RS,2024-02-06,LD: 9,HHHC: Reported by committee without a recommendation with amendment(s),2
HB0213,2024,RS,,,Action Postponed Indefinitely,3
HB0214,2024,RS,2024-01-23,LD: 3,Sent to HEC - Referrals: HEC/HAFC,1
HB0214,2024,RS,,,Action Postponed Indefinitely,2
HB0215,2024,RS,2024-01-23,LD: 3,Not Printed,1
HB0215,2024,RS,,,Action Postponed Indefinitely,2
HB0216,2024,RS,2024-01-23,LD: 3,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0216,2024,RS,2024-01-30,LD: 5,Withdrawn from committee or daily calendar for subsequent action,2
HB0216,2024,RS,,,Action Postponed Indefinitely,3
HB0217,2024,RS,2024-01-23,LD: 3,Sent to HTRC - Referrals: HTRC/HAFC,1
HB0217,2024,RS,,,Action Postponed Indefinitely,2
HB0218,2024,RS,2024-01-23,LD: 3,Sent to HRDLC - Referrals: HRDLC/HTRC,1
HB0218,2024,RS,2024-01-30,LD: 5,HRDLC: Reported by committee with Do Pass recommendation,2
HB0218,2024,RS,,,Action Postponed Indefinitely,3
HB0219,2024,RS,2024-01-23,LD: 3,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0219,2024,RS,2024-01-30,LD: 5,Withdrawn from committee or daily calendar for subsequent action,2
HB0219,2024,RS,,,Action Postponed Indefinitely,3
HB0220,2024,RS,2024-01-23,LD: 3,Not Printed,1
HB0220,2024,RS,,,Action Postponed Indefinitely,2
HB0221,2024,RS,2024-01-23,LD: 3,Not Printed,1
HB0221,2024,RS,,,Action Postponed Indefinitely,2
HB0222,2024,RS,2024-01-23,LD: 3,Sent to HEC - Referrals: HEC/HAFC,1
HB0222,2024,RS,,,Action Postponed Indefinitely,2
HB0223,2024,RS,2024-01-23,LD: 3,Not Printed,1
HB0223,2024,RS,,,Action Postponed Indefinitely,2
HB0224,2024,RS,2024-01-23,LD: 3,Not Printed,1
HB0224,2024,RS,,,Action Postponed Indefinitely,2
HB0225,2024,RS,2024-01-23,LD: 3,Sent to HJC - Referrals: HJC/HAFC,1
HB0225,2024,RS,,,Action Postponed Indefinitely,2
HB0226,2024,RS,2024-01-24,LD: 3,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0226,2024,RS,2024-02-04,LD: 8,HCPAC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0226,2024,RS,,,Action Postponed Indefinitely,3
HB0227,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0227,2024,RS,,,Action Postponed Indefinitely,2
HB0228,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0228,2024,RS,,,Action Postponed Indefinitely,2
HB0229,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0229,2024,RS,,,Action Postponed Indefinitely,2
HB0230,2024,RS,2024-01-24,LD: 3,Sent to HGEIC - Referrals: HGEIC/HAFC,1
HB0230,2024,RS,2024-02-06,LD: 9,HGEIC: Reported by committee with Do Pass recommendation,2
HB0230,2024,RS,,,Action Postponed Indefinitely,3
HB0231,2024,RS,2024-01-24,LD: 3,Sent to HTPWC - Referrals: HTPWC/HAFC,1
HB0231,2024,RS,2024-01-30,LD: 5,HTPWC: Reported by committee with Do Pass recommendation,2
HB0231,2024,RS,,,Action Postponed Indefinitely,3
HB0232,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0232,2024,RS,2024-01-26,LD: 4,"Withdrawn from committee or daily calendar, ordered printed and referred to",2
HB0232,2024,RS,2024-01-26,LD: 4,Sent to HTPWC - Referrals: HTPWC/HAFC,3
HB0232,2024,RS,2024-02-01,LD: 6,HTPWC: Reported by committee with Do Pass recommendation with amendment(s),4
HB0232,2024,RS,2024-02-06,LD: 9,HAFC: Reported by committee with Do Pass recommendation,5
HB0232,2024,RS,2024-02-09,LD: 12,Passed in the House of Representatives - Y:65 N:0,6
HB0232,2024,RS,2024-02-09,LD: 7,Sent to SFC - Referrals: SFC,7
HB0232,2024,RS,2024-02-13,LD: 10,SFC: Reported by committee with Do Pass recommendation,8
HB0232,2024,RS,2024-02-14,LD: 13,Passed in the Senate - Y:36 N:0,9
HB0232,2024,RS,,,Signed by Governor - Chapter 10 - Feb. 28,10
HB0233,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0233,2024,RS,2024-01-26,LD: 4,"Withdrawn from committee or daily calendar, ordered printed and referred to",2
HB0233,2024,RS,2024-01-26,LD: 4,Sent to HHHC - Referrals: HHHC/HJC,3
HB0233,2024,RS,2024-02-04,LD: 8,HHHC: Reported by committee with Do Not Pass but without recommendation on Committee Substitution,4
HB0233,2024,RS,,,Action Postponed Indefinitely,5
HB0234,2024,RS,2024-01-24,LD: 3,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0234,2024,RS,,,Action Postponed Indefinitely,2
HB0235,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0235,2024,RS,,,Action Postponed Indefinitely,2
HB0236,2024,RS,2024-01-24,LD: 3,Sent to HLVMC - Referrals: HLVMC/HJC,1
HB0236,2024,RS,2024-02-02,LD: 7,HLVMC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0236,2024,RS,2024-02-08,LD: 10,HJC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0236,2024,RS,2024-02-16,LD: 13,multiple floor amendments,4
HB0236,2024,RS,2024-02-10,LD: 13,Passed in the House of Representatives - Y:56 N:7,5
HB0236,2024,RS,2024-02-11,LD: 9,Sent to SHPAC - Referrals: SHPAC,6
HB0236,2024,RS,2024-02-13,LD: 9,SHPAC: Reported by committee with Do Pass recommendation,7
HB0236,2024,RS,2024-02-14,LD: 14,Passed in the Senate - Y:33 N:2,8
HB0236,2024,RS,,,Signed by Governor - Chapter 48 - Mar. 4,9
HB0237,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0237,2024,RS,,,Action Postponed Indefinitely,2
HB0238,2024,RS,2024-01-24,LD: 3,Sent to HTPWC - Referrals: HTPWC/HAFC,1
HB0238,2024,RS,2024-01-30,LD: 5,HTPWC: Reported by committee with Do Pass recommendation,2
HB0238,2024,RS,,,Action Postponed Indefinitely,3
HB0239,2024,RS,2024-01-24,LD: 3,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0239,2024,RS,2024-02-02,LD: 7,HCPAC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0239,2024,RS,2024-02-08,LD: 10,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0239,2024,RS,2024-02-12,LD: 14,Passed in the House of Representatives - Y:57 N:4,4
HB0239,2024,RS,2024-02-12,LD: 9,Sent to SJC - Referrals: SJC,5
HB0239,2024,RS,2024-02-13,LD: 10,SJC: Reported by committee with Do Pass recommendation,6
HB0239,2024,RS,2024-02-13,LD: 13,Passed in the Senate - Y:32 N:3,7
HB0239,2024,RS,,,Signed by Governor - Chapter 49 - Mar. 4,8
HB0240,2024,RS,2024-01-24,LD: 3,Sent to HLVMC - Referrals: HLVMC/HAFC,1
HB0240,2024,RS,2024-01-31,LD: 5,HLVMC: Reported by committee with Do Pass recommendation,2
HB0240,2024,RS,,,Action Postponed Indefinitely,3
HB0241,2024,RS,2024-01-24,LD: 3,Sent to HLVMC - Referrals: HLVMC/HGEIC,1
HB0241,2024,RS,2024-01-31,LD: 5,HLVMC: Reported by committee with Do Pass recommendation,2
HB0241,2024,RS,2024-02-07,LD: 10,HGEIC: Reported by committee with Do Pass recommendation,3
HB0241,2024,RS,,,Action Postponed Indefinitely,4
HB0242,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0242,2024,RS,2024-01-25,LD: 4,"Withdrawn from committee or daily calendar, ordered printed and referred to",2
HB0242,2024,RS,2024-01-25,LD: 4,Sent to HGEIC - Referrals: HGEIC/HJC,3
HB0242,2024,RS,2024-01-29,LD: 4,HGEIC: Reported by committee with Do Pass recommendation,4
HB0242,2024,RS,2024-02-08,LD: 10,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,5
HB0242,2024,RS,,,Action Postponed Indefinitely,6
HB0243,2024,RS,2024-01-25,LD: 4,Not Printed,1
HB0243,2024,RS,,,Action Postponed Indefinitely,2
HB0244,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0244,2024,RS,,,Action Postponed Indefinitely,2
HB0245,2024,RS,2024-01-24,LD: 3,Sent to HTPWC - Referrals: HTPWC/HAFC,1
HB0245,2024,RS,2024-01-30,LD: 5,HTPWC: Reported by committee with Do Pass recommendation,2
HB0245,2024,RS,,,Action Postponed Indefinitely,3
HB0246,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0246,2024,RS,,,Action Postponed Indefinitely,2
HB0247,2024,RS,2024-01-24,LD: 3,Not Printed,1
HB0247,2024,RS,,,Action Postponed Indefinitely,2
HB0248,2024,RS,2024-01-25,LD: 4,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0248,2024,RS,2024-02-08,LD: 10,HCEDC: Reported by committee with Do Pass recommendation,2
HB0248,2024,RS,,,Action Postponed Indefinitely,3
HB0249,2024,RS,2024-01-25,LD: 4,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0249,2024,RS,2024-02-06,LD: 9,HCEDC: Reported by committee with Do Pass recommendation,2
HB0249,2024,RS,,,Action Postponed Indefinitely,3
HB0250,2024,RS,2024-01-25,LD: 4,Not Printed,1
HB0250,2024,RS,,,Action Postponed Indefinitely,2
HB0251,2024,RS,2024-01-25,LD: 4,Not Printed,1
HB0251,2024,RS,2024-01-26,LD: 4,"Withdrawn from committee or daily calendar, ordered printed and referred to",2
HB0251,2024,RS,2024-01-26,LD: 4,Sent to HRDLC - Referrals: HRDLC/HAFC,3
HB0251,2024,RS,2024-02-01,LD: 6,HRDLC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,4
HB0251,2024,RS,2024-02-08,LD: 10,HAFC: Reported by committee with Do Pass recommendation,5
HB0251,2024,RS,2024-02-14,LD: 15,Passed in the House of Representatives - Y:62 N:0,6
HB0251,2024,RS,2024-02-14,LD: 14,Sent to STBTC - Referrals: STBTC,7
HB0251,2024,RS,2024-02-15,LD: 14,STBTC: Reported by committee with Do Pass recommendation,8
HB0251,2024,RS,2024-02-15,LD: 15,Passed in the Senate - Y:41 N:0,9
HB0251,2024,RS,,,Signed by Governor - Chapter 58 - Mar. 5,10
HB0252,2024,RS,2024-01-25,LD: 4,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0252,2024,RS,2024-01-30,LD: 5,HCEDC: Reported by committee with Do Pass recommendation,2
HB0252,2024,RS,2024-02-05,LD: 9,HTRC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0252,2024,RS,2024-02-07,LD: 10,Passed in the House of Representatives - Y:48 N:21,4
HB0252,2024,RS,2024-02-08,LD: 7,Sent to STBTC - Referrals: STBTC,5
HB0252,2024,RS,2024-02-11,LD: 9,STBTC: Reported by committee with Do Pass recommendation with amendment(s),6
HB0252,2024,RS,2024-02-12,LD: 9,Passed in the Senate - Y:26 N:13,7
HB0252,2024,RS,2024-02-13,LD: 14,House has concurred with Senate Amendments,8
HB0252,2024,RS,,,Signed by Governor - Chapter 67 - Mar. 6,9
HB0253,2024,RS,2024-01-25,LD: 4,Sent to HTRC - Referrals: HTRC/HAFC,1
HB0253,2024,RS,2024-01-29,LD: 4,HTRC: Reported by committee with Do Pass recommendation,2
HB0253,2024,RS,2024-02-06,LD: 9,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0253,2024,RS,2024-02-09,LD: 12,Passed in the House of Representatives - Y:63 N:0,4
HB0253,2024,RS,2024-02-09,LD: 7,Sent to SFC - Referrals: SFC,5
HB0253,2024,RS,2024-02-13,LD: 10,SFC: Reported by committee with Do Pass recommendation,6
HB0253,2024,RS,2024-02-14,LD: 14,Passed in the Senate - Y:39 N:1,7
HB0253,2024,RS,,,Signed by Governor - Chapter 56 - Mar. 5,8
HB0254,2024,RS,2024-01-25,LD: 4,Not Printed,1
HB0254,2024,RS,,,Action Postponed Indefinitely,2
HB0255,2024,RS,2024-01-25,LD: 4,Not Printed,1
HB0255,2024,RS,,,Action Postponed Indefinitely,2
HB0256,2024,RS,2024-01-25,LD: 4,Not Printed,1
HB0256,2024,RS,,,Action Postponed Indefinitely,2
HB0257,2024,RS,2024-01-25,LD: 4,Sent to HAAWC - Referrals: HAAWC/HTRC,1
HB0257,2024,RS,,,Action Postponed Indefinitely,2
HB0258,2024,RS,2024-01-26,LD: 4,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0258,2024,RS,2024-02-04,LD: 8,HHHC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0258,2024,RS,,,Action Postponed Indefinitely,3
HB0259,2024,RS,2024-01-26,LD: 4,Not Printed,1
HB0259,2024,RS,2024-02-03,LD: 8,"Withdrawn from committee or daily calendar, ordered printed and referred to",2
HB0259,2024,RS,2024-02-03,LD: 8,Sent to HENRC - Referrals: HENRC/HTRC,3
HB0259,2024,RS,,,Action Postponed Indefinitely,4
HB0260,2024,RS,2024-01-26,LD: 4,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0260,2024,RS,,,Action Postponed Indefinitely,2
HB0261,2024,RS,2024-01-26,LD: 4,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0261,2024,RS,,,Action Postponed Indefinitely,2
HB0262,2024,RS,2024-01-26,LD: 4,Not Printed,1
HB0262,2024,RS,,,Action Postponed Indefinitely,2
HB0263,2024,RS,2024-01-26,LD: 4,Not Printed,1
HB0263,2024,RS,,,Action Postponed Indefinitely,2
HB0264,2024,RS,2024-01-26,LD: 4,Sent to HLVMC - Referrals: HLVMC/HTRC,1
HB0264,2024,RS,2024-02-02,LD: 7,HLVMC: Reported by committee with Do Pass recommendation,2
HB0264,2024,RS,,,Action Postponed Indefinitely,3
HB0265,2024,RS,2024-01-29,LD: 4,Not Printed,1
HB0265,2024,RS,,,Action Postponed Indefinitely,2
HB0266,2024,RS,2024-01-29,LD: 4,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0266,2024,RS,,,Action Postponed Indefinitely,2
HB0267,2024,RS,2024-01-29,LD: 4,Not Printed,1
HB0267,2024,RS,,,Action Postponed Indefinitely,2
HB0268,2024,RS,2024-01-29,LD: 4,Sent to HHHC - Referrals: HHHC/HTRC,1
HB0268,2024,RS,,,Action Postponed Indefinitely,2
HB0269,2024,RS,2024-01-29,LD: 4,Sent to HRDLC - Referrals: HRDLC/HAFC,1
HB0269,2024,RS,2024-02-01,LD: 6,HRDLC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0269,2024,RS,,,Action Postponed Indefinitely,3
HB0270,2024,RS,2024-01-29,LD: 4,Sent to HRDLC - Referrals: HRDLC/HAFC,1
HB0270,2024,RS,2024-02-01,LD: 6,HRDLC: Reported by committee with Do Pass recommendation,2
HB0270,2024,RS,2024-02-06,LD: 9,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0270,2024,RS,2024-02-08,LD: 11,Passed in the House of Representatives - Y:62 N:1,4
HB0270,2024,RS,2024-02-09,LD: 7,Sent to SEC - Referrals: SEC,5
HB0270,2024,RS,2024-02-12,LD: 9,SEC: Reported by committee with Do Pass recommendation,6
HB0270,2024,RS,2024-02-15,LD: 15,Passed in the Senate - Y:32 N:6,7
HB0270,2024,RS,,,Signed by Governor - Chapter 19 - Feb. 29,8
HB0271,2024,RS,2024-01-29,LD: 4,Sent to HCEDC - Referrals: HCEDC/HAFC,1
HB0271,2024,RS,2024-02-01,LD: 6,HCEDC: Reported by committee with Do Pass recommendation,2
HB0271,2024,RS,2024-02-07,LD: 10,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0271,2024,RS,2024-02-10,LD: 13,Passed in the House of Representatives - Y:63 N:0,4
HB0271,2024,RS,2024-02-11,LD: 9,Sent to SHPAC - Referrals: SHPAC,5
HB0271,2024,RS,2024-02-13,LD: 9,SHPAC: Reported by committee with Do Pass recommendation,6
HB0271,2024,RS,,,Action Postponed Indefinitely,7
HB0272,2024,RS,2024-01-29,LD: 4,Sent to HEC - Referrals: HEC/HAFC,1
HB0272,2024,RS,,,Action Postponed Indefinitely,2
HB0273,2024,RS,2024-01-29,LD: 4,Sent to HEC - Referrals: HEC/HAFC,1
HB0273,2024,RS,,,Action Postponed Indefinitely,2
HB0274,2024,RS,2024-01-29,LD: 4,Sent to HENRC - Referrals: HENRC/HTRC,1
HB0274,2024,RS,2024-02-06,LD: 9,HENRC: Reported by committee with Do Pass recommendation,2
HB0274,2024,RS,,,Action Postponed Indefinitely,3
HB0275,2024,RS,2024-01-29,LD: 4,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0275,2024,RS,2024-02-04,LD: 8,HCEDC: Reported by committee with Do Pass recommendation,2
HB0275,2024,RS,,,Action Postponed Indefinitely,3
HB0276,2024,RS,2024-01-29,LD: 4,Not Printed,1
HB0276,2024,RS,,,Action Postponed Indefinitely,2
HB0277,2024,RS,2024-01-29,LD: 4,Sent to HEC - Referrals: HEC/HAFC,1
HB0277,2024,RS,,,Action Postponed Indefinitely,2
HB0278,2024,RS,2024-01-29,LD: 4,Sent to HEC - Referrals: HEC/HAFC,1
HB0278,2024,RS,,,Action Postponed Indefinitely,2
HB0279,2024,RS,2024-01-29,LD: 4,Sent to HEC - Referrals: HEC/HAFC,1
HB0279,2024,RS,,,Action Postponed Indefinitely,2
HB0280,2024,RS,2024-01-29,LD: 4,Sent to HCEDC - Referrals: HCEDC/HTRC,1
HB0280,2024,RS,,,Action Postponed Indefinitely,2
HB0281,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0281,2024,RS,,,Action Postponed Indefinitely,2
HB0282,2024,RS,2024-01-30,LD: 5,Sent to HCPAC - Referrals: HCPAC/HJC,1
HB0282,2024,RS,2024-02-02,LD: 7,HCPAC: Reported by committee with Do Pass recommendation,2
HB0282,2024,RS,,,Action Postponed Indefinitely,3
HB0283,2024,RS,2024-01-30,LD: 5,Sent to HCPAC - Referrals: HCPAC/HAFC,1
HB0283,2024,RS,,,Action Postponed Indefinitely,2
HB0284,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0284,2024,RS,,,Action Postponed Indefinitely,2
HB0285,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0285,2024,RS,,,Action Postponed Indefinitely,2
HB0286,2024,RS,2024-01-30,LD: 5,Sent to HTPWC - Referrals: HTPWC/HAFC,1
HB0286,2024,RS,2024-02-06,LD: 9,HTPWC: Reported by committee with Do Pass recommendation,2
HB0286,2024,RS,,,Action Postponed Indefinitely,3
HB0287,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0287,2024,RS,,,Action Postponed Indefinitely,2
HB0288,2024,RS,2024-01-30,LD: 5,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0288,2024,RS,2024-02-04,LD: 8,HHHC: Reported by committee with Do Pass recommendation,2
HB0288,2024,RS,2024-02-08,LD: 10,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0288,2024,RS,,,Action Postponed Indefinitely,4
HB0289,2024,RS,2024-01-30,LD: 5,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0289,2024,RS,2024-02-06,LD: 9,HHHC: Reported by committee with Do Pass recommendation,2
HB0289,2024,RS,,,Action Postponed Indefinitely,3
HB0290,2024,RS,2024-01-30,LD: 5,Sent to HCEDC - Referrals: HCEDC/HAFC,1
HB0290,2024,RS,2024-02-06,LD: 9,HCEDC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0290,2024,RS,,,Action Postponed Indefinitely,3
HB0291,2024,RS,2024-01-30,LD: 5,Sent to HAAWC - Referrals: HAAWC/HTRC,1
HB0291,2024,RS,,,Action Postponed Indefinitely,2
HB0292,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0292,2024,RS,,,Action Postponed Indefinitely,2
HB0293,2024,RS,2024-01-30,LD: 5,Sent to HHHC - Referrals: HHHC/HAFC,1
HB0293,2024,RS,2024-02-06,LD: 9,HHHC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HB0293,2024,RS,,,Action Postponed Indefinitely,3
HB0294,2024,RS,2024-01-30,LD: 5,Sent to HEC - Referrals: HEC/HTRC,1
HB0294,2024,RS,,,Action Postponed Indefinitely,2
HB0295,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0295,2024,RS,,,Action Postponed Indefinitely,2
HB0296,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0296,2024,RS,,,Action Postponed Indefinitely,2
HB0297,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0297,2024,RS,,,Action Postponed Indefinitely,2
HB0298,2024,RS,2024-01-30,LD: 5,Sent to HLVMC - Referrals: HLVMC/HAFC,1
HB0298,2024,RS,2024-02-05,LD: 9,HLVMC: Reported by committee with Do Pass recommendation,2
HB0298,2024,RS,2024-02-08,LD: 10,HAFC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0298,2024,RS,2024-02-10,LD: 13,Passed in the House of Representatives - Y:63 N:1,4
HB0298,2024,RS,2024-02-11,LD: 9,Sent to SHPAC - Referrals: SHPAC,5
HB0298,2024,RS,2024-02-13,LD: 9,SHPAC: Reported by committee with Do Pass recommendation,6
HB0298,2024,RS,2024-02-14,LD: 14,Passed in the Senate - Y:37 N:0,7
HB0298,2024,RS,,,Signed by Governor - Chapter 20 - Feb. 29,8
HB0299,2024,RS,2024-01-30,LD: 5,Not Printed,1
HB0299,2024,RS,,,Action Postponed Indefinitely,2
HB0300,2024,RS,2024-01-30,LD: 5,Sent to HTPWC - Referrals: HTPWC/HAFC,1
HB0300,2024,RS,2024-02-06,LD: 9,HTPWC: Reported by committee with Do Pass recommendation with amendment(s),2
HB0300,2024,RS,,,Action Postponed Indefinitely,3
HB0301,2024,RS,2024-01-31,LD: 6,Sent to HAAWC - Referrals: HAAWC/HAFC,1
HB0301,2024,RS,2024-02-06,LD: 9,HAAWC: Reported by committee with Do Pass recommendation,2
