bill_number,session_year,session_type,action_date,legislative_day,action,order
HM0056,2024,RS,2024-02-07,LD: 10,Sent to HCEDC - Referrals: HCEDC,1
HM0056,2024,RS,2024-02-09,LD: 12,HCEDC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,2
HM0056,2024,RS,,,Action Postponed Indefinitely,3
HM0057,2024,RS,2024-02-09,LD: 11,"Not Printed, Not referred to committee, tabled",1
HM0057,2024,RS,2024-02-09,LD: 11,Withdrawn from committee or daily calendar for subsequent action,2
HM0057,2024,RS,2024-02-09,LD: 11,Passed in the House of Representatives - Y:70 N:0,3
HM0057,2024,RS,2024-02-12,LD: 13,Signed by one or both houses (for legislation not requiring Governor's signature),4
HM0058,2024,RS,2024-02-10,LD: 13,Sent to HAFC - Referrals: HAFC,1
HM0058,2024,RS,,,Action Postponed Indefinitely,2
HM0059,2024,RS,2024-02-10,LD: 13,Sent to HHHC - Referrals: HHHC,1
HM0059,2024,RS,2024-02-14,LD: 15,HHHC: Reported by committee with Do Pass recommendation,2
HM0059,2024,RS,,,Action Postponed Indefinitely,3
HM0060,2024,RS,2024-02-12,LD: 14,"Not Printed, Not referred to committee, tabled",1
HM0060,2024,RS,,,Action Postponed Indefinitely,2
HR0001,2024,RS,2024-01-22,LD: 2,Sent to HGEIC - Referrals: HGEIC/HJC,1
HR0001,2024,RS,,,Action Postponed Indefinitely,2
SB0001,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SCONC/SFC,1
SB0001,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0001,2024,RS,2024-01-24,LD: 3,SCONC: Reported by committee with Do Pass recommendation,3
SB0001,2024,RS,,,Action Postponed Indefinitely,4
SB0002,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SCONC/STBTC,1
SB0002,2024,RS,,,Action Postponed Indefinitely,2
SB0003,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0003,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0003,2024,RS,2024-01-29,LD: 4,STBTC: Reported by committee with Do Pass recommendation,3
SB0003,2024,RS,2024-02-05,LD: 6,SFC: Reported by committee with Do Pass recommendation with amendment(s),4
SB0003,2024,RS,2024-02-09,LD: 7,multiple floor amendments,5
SB0003,2024,RS,2024-02-09,LD: 7,Passed in the Senate - Y:25 N:15,6
SB0003,2024,RS,2024-02-10,LD: 13,Sent to HHHC - Referrals: HHHC,7
SB0003,2024,RS,2024-02-12,LD: 14,HHHC: Reported by committee with Do Pass recommendation,8
SB0003,2024,RS,2024-02-14,LD: 15,"Failed to Pass in House, Bill has Died",9
SB0004,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0004,2024,RS,,,Action Postponed Indefinitely,2
SB0005,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SRC/SJC,1
SB0005,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0005,2024,RS,2024-01-24,LD: 2,SRC: Reported by committee with Do Pass recommendation with amendment(s),3
SB0005,2024,RS,2024-01-29,LD: 4,SJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,4
SB0005,2024,RS,2024-01-30,LD: 4,Senate Floor Amendment,5
SB0005,2024,RS,2024-01-30,LD: 4,Passed in the Senate - Y:26 N:16,6
SB0005,2024,RS,2024-02-01,LD: 7,Sent to HJC - Referrals: HJC,7
SB0005,2024,RS,2024-02-09,LD: 12,HJC: Reported by committee with Do Pass recommendation,8
SB0005,2024,RS,2024-02-13,LD: 14,House of Representatives Floor Amendment,9
SB0005,2024,RS,2024-02-13,LD: 14,Passed in the House of Representatives - Y:35 N:34,10
SB0005,2024,RS,2024-02-14,LD: 13,Senate has concurred with House Amendments,11
SB0005,2024,RS,,,Signed by Governor - Chapter 50 - Mar. 4,12
SB0006,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0006,2024,RS,2024-01-23,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0006,2024,RS,2024-01-30,LD: 4,SJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
SB0006,2024,RS,2024-02-03,LD: 6,SFC: Reported by committee with Do Pass recommendation,4
SB0006,2024,RS,2024-02-05,LD: 6,multiple floor amendments,5
SB0006,2024,RS,2024-02-05,LD: 6,Passed in the Senate - Y:25 N:15,6
SB0006,2024,RS,2024-02-06,LD: 9,Sent to HJC - Referrals: HJC,7
SB0006,2024,RS,2024-02-12,LD: 14,HJC: Reported by committee with Do Pass recommendation with amendment(s),8
SB0006,2024,RS,2024-02-13,LD: 14,Passed in the House of Representatives - Y:57 N:5,9
SB0006,2024,RS,2024-02-14,LD: 13,Senate has concurred with House Amendments,10
SB0006,2024,RS,,,Signed by Governor - Chapter 38 - Mar. 1,11
SB0007,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0007,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0007,2024,RS,2024-01-23,LD: 2,SHPAC: Reported by committee with Do Pass recommendation,3
SB0007,2024,RS,,,Action Postponed Indefinitely,4
SB0008,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0008,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0008,2024,RS,,,Action Postponed Indefinitely,3
SB0009,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SCONC/SFC,1
SB0009,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0009,2024,RS,2024-01-24,LD: 3,SCONC: Reported by committee with Do Pass recommendation,3
SB0009,2024,RS,,,Action Postponed Indefinitely,4
SB0010,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0010,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0010,2024,RS,,,Action Postponed Indefinitely,3
SB0011,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0011,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0011,2024,RS,,,Action Postponed Indefinitely,3
SB0012,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SJC,1
SB0012,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0012,2024,RS,2024-01-23,LD: 2,SHPAC: Reported by committee with Do Pass recommendation,3
SB0012,2024,RS,,,Action Postponed Indefinitely,4
SB0013,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0013,2024,RS,,,Action Postponed Indefinitely,2
SB0014,2024,RS,2024-01-24,LD: 2,Sent to SCC - Referrals: SCC/SRC/SHPAC,1
SB0014,2024,RS,2024-01-25,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0014,2024,RS,2024-01-29,LD: 4,SRC: Reported by committee with Do Pass recommendation,3
SB0014,2024,RS,2024-02-03,LD: 6,SHPAC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,4
SB0014,2024,RS,2024-02-05,LD: 6,Passed in the Senate - Y:27 N:15,5
SB0014,2024,RS,2024-02-06,LD: 9,Sent to HHHC - Referrals: HHHC/HAFC,6
SB0014,2024,RS,2024-02-09,LD: 12,HHHC: Reported by committee with Do Pass recommendation,7
SB0014,2024,RS,2024-02-12,LD: 14,HAFC: Reported by committee with Do Pass recommendation,8
SB0014,2024,RS,2024-02-14,LD: 15,Passed in the House of Representatives - Y:42 N:21,9
SB0014,2024,RS,,,Signed by Governor - Chapter 39 - Mar. 1,10
SB0015,2024,RS,2024-01-24,LD: 3,Sent to SCC - Referrals: SCC/SHPAC/SJC,1
SB0015,2024,RS,2024-01-26,LD: 4,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0015,2024,RS,2024-02-05,LD: 6,SHPAC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
SB0015,2024,RS,2024-02-08,LD: 7,SJC: Reported by committee with Do Pass recommendation with amendment(s),4
SB0015,2024,RS,2024-02-09,LD: 7,Senate Floor Amendment,5
SB0015,2024,RS,2024-02-09,LD: 7,Passed in the Senate - Y:27 N:15,6
SB0015,2024,RS,2024-02-10,LD: 13,Sent to HJC - Referrals: HJC,7
SB0015,2024,RS,2024-02-12,LD: 14,HJC: Reported by committee with Do Pass recommendation,8
SB0015,2024,RS,2024-02-13,LD: 14,Passed in the House of Representatives - Y:47 N:20,9
SB0015,2024,RS,,,Signed by Governor - Chapter 40 - Mar. 1,10
SB0016,2024,RS,2024-01-25,LD: 2,Sent to SCC - Referrals: SCC/SHPAC/SJC,1
SB0016,2024,RS,2024-01-26,LD: 4,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0016,2024,RS,2024-02-05,LD: 6,SHPAC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
SB0016,2024,RS,,,Action Postponed Indefinitely,4
SB0017,2024,RS,2024-01-26,LD: 4,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0017,2024,RS,2024-01-29,LD: 4,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0017,2024,RS,2024-02-05,LD: 6,SHPAC: Reported by committee with Do Pass recommendation,3
SB0017,2024,RS,2024-02-07,LD: 7,SFC: Reported by committee with Do Pass recommendation,4
SB0017,2024,RS,2024-02-08,LD: 7,Passed in the Senate - Y:40 N:0,5
SB0017,2024,RS,2024-02-08,LD: 11,Sent to HAFC - Referrals: HAFC,6
SB0017,2024,RS,2024-02-12,LD: 14,HAFC: Reported by committee with Do Pass recommendation,7
SB0017,2024,RS,2024-02-13,LD: 14,Passed in the House of Representatives - Y:59 N:1,8
SB0017,2024,RS,,,Signed by Governor - Chapter 41 - Mar. 1,9
SB0021,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0021,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0021,2024,RS,2024-01-29,LD: 4,SHPAC: Reported by committee with Do Pass recommendation,3
SB0021,2024,RS,2024-02-06,LD: 7,SFC: Reported by committee with Do Pass recommendation with amendment(s),4
SB0021,2024,RS,2024-02-07,LD: 7,Passed in the Senate - Y:36 N:0,5
SB0021,2024,RS,2024-02-07,LD: 10,Sent to HLVMC - Referrals: HLVMC/HAFC,6
SB0021,2024,RS,2024-02-13,LD: 14,HLVMC: Reported by committee with Do Pass recommendation,7
SB0021,2024,RS,,,Action Postponed Indefinitely,8
SB0022,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0022,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0022,2024,RS,,,Action Postponed Indefinitely,3
SB0023,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0023,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0023,2024,RS,2024-01-23,LD: 2,SHPAC: Reported by committee with Do Pass recommendation,3
SB0023,2024,RS,,,Action Postponed Indefinitely,4
SB0024,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SCONC/SFC,1
SB0024,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0024,2024,RS,2024-01-24,LD: 3,SCONC: Reported by committee with Do Pass recommendation,3
SB0024,2024,RS,,,Action Postponed Indefinitely,4
SB0025,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0025,2024,RS,2024-01-23,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0025,2024,RS,,,Action Postponed Indefinitely,3
SB0026,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SCONC/SFC,1
SB0026,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0026,2024,RS,2024-01-24,LD: 3,SCONC: Reported by committee with Do Pass recommendation,3
SB0026,2024,RS,,,Action Postponed Indefinitely,4
SB0027,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SCONC/SFC,1
SB0027,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0027,2024,RS,2024-01-24,LD: 3,SCONC: Reported by committee with Do Pass recommendation,3
SB0027,2024,RS,,,Action Postponed Indefinitely,4
SB0028,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0028,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0028,2024,RS,,,Action Postponed Indefinitely,3
SB0029,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0029,2024,RS,,,Action Postponed Indefinitely,2
SB0030,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SJC,1
SB0030,2024,RS,,,Action Postponed Indefinitely,2
SB0031,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0031,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0031,2024,RS,2024-01-23,LD: 2,SHPAC: Reported by committee with Do Pass recommendation,3
SB0031,2024,RS,,,Action Postponed Indefinitely,4
SB0032,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0032,2024,RS,,,Action Postponed Indefinitely,2
SB0033,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0033,2024,RS,2024-01-17,LD: 1,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0033,2024,RS,2024-01-23,LD: 2,SHPAC: Reported by committee with Do Pass recommendation,3
SB0033,2024,RS,,,Action Postponed Indefinitely,4
SB0034,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SJC,1
SB0034,2024,RS,,,Action Postponed Indefinitely,2
SB0035,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0035,2024,RS,,,Action Postponed Indefinitely,2
SB0036,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0036,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0036,2024,RS,,,Action Postponed Indefinitely,3
SB0037,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0037,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0037,2024,RS,2024-02-01,LD: 6,SJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
SB0037,2024,RS,2024-02-05,LD: 6,SFC: Reported by committee with Do Pass recommendation,4
SB0037,2024,RS,2024-02-06,LD: 7,Passed in the Senate - Y:39 N:0,5
SB0037,2024,RS,2024-02-06,LD: 10,Sent to HAAWC - Referrals: HAAWC,6
SB0037,2024,RS,2024-02-08,LD: 10,HAAWC: Reported by committee with Do Pass recommendation,7
SB0037,2024,RS,2024-02-13,LD: 14,Passed in the House of Representatives - Y:68 N:0,8
SB0037,2024,RS,,,Signed by Governor - Chapter 60 - Mar. 5,9
SB0038,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SRC/SJC,1
SB0038,2024,RS,,,Action Postponed Indefinitely,2
SB0039,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SJC,1
SB0039,2024,RS,,,Action Postponed Indefinitely,2
SB0040,2024,RS,2024-01-16,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0040,2024,RS,2024-01-23,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0040,2024,RS,,,Action Postponed Indefinitely,3
SB0041,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SEC/SFC,1
SB0041,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0041,2024,RS,2024-01-24,LD: 3,SEC: Reported by committee with Do Pass recommendation with amendment(s),3
SB0041,2024,RS,,,Action Postponed Indefinitely,4
SB0042,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SEC/SFC,1
SB0042,2024,RS,,,Action Postponed Indefinitely,2
SB0043,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SJC,1
SB0043,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0043,2024,RS,,,Action Postponed Indefinitely,3
SB0044,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0044,2024,RS,,,Action Postponed Indefinitely,2
SB0045,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0045,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0045,2024,RS,2024-02-07,LD: 7,STBTC: Reported by committee without a recommendation with amendment(s),3
SB0045,2024,RS,,,Action Postponed Indefinitely,4
SB0046,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0046,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0046,2024,RS,2024-01-25,LD: 2,SHPAC: Reported by committee with Do Pass recommendation,3
SB0046,2024,RS,,,Action Postponed Indefinitely,4
SB0047,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0047,2024,RS,,,Action Postponed Indefinitely,2
SB0048,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SEC/STBTC/SFC,1
SB0048,2024,RS,,,Action Postponed Indefinitely,2
SB0049,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SIRC/SFC,1
SB0049,2024,RS,,,Action Postponed Indefinitely,2
SB0050,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0050,2024,RS,,,Action Postponed Indefinitely,2
SB0051,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SCONC/SFC,1
SB0051,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0051,2024,RS,2024-01-24,LD: 2,"Tabled Indefinitely, Bill Has Died",3
SB0052,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SIRC/SFC,1
SB0052,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0052,2024,RS,2024-01-25,LD: 2,SIRC: Reported by committee with Do Pass recommendation,3
SB0052,2024,RS,,,Action Postponed Indefinitely,4
SB0053,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SJC,1
SB0053,2024,RS,,,Action Postponed Indefinitely,2
SB0054,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0054,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0054,2024,RS,,,Action Postponed Indefinitely,3
SB0055,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SEC/SJC/SFC,1
SB0055,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0055,2024,RS,2024-01-24,LD: 3,SEC: Reported by committee with Do Pass recommendation with amendment(s),3
SB0055,2024,RS,,,Action Postponed Indefinitely,4
SB0056,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0056,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0056,2024,RS,,,Action Postponed Indefinitely,3
SB0057,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0057,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0057,2024,RS,2024-01-24,LD: 3,STBTC: Reported by committee with Do Pass recommendation,3
SB0057,2024,RS,,,Action Postponed Indefinitely,4
SB0058,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0058,2024,RS,2024-01-23,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0058,2024,RS,,,Action Postponed Indefinitely,3
SB0059,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SCONC/SFC,1
SB0059,2024,RS,2024-01-24,LD: 3,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0059,2024,RS,2024-01-30,LD: 4,SCONC: Reported by committee with Do Pass recommendation with amendment(s),3
SB0059,2024,RS,,,Action Postponed Indefinitely,4
SB0060,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SEC/SFC,1
SB0060,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0060,2024,RS,2024-01-24,LD: 3,SEC: Reported by committee with Do Pass recommendation,3
SB0060,2024,RS,,,Action Postponed Indefinitely,4
SB0061,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SJC,1
SB0061,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0061,2024,RS,2024-01-25,LD: 2,SHPAC: Reported by committee with Do Pass recommendation with amendment(s),3
SB0061,2024,RS,,,Action Postponed Indefinitely,4
SB0062,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0062,2024,RS,,,Action Postponed Indefinitely,2
SB0063,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0063,2024,RS,,,Action Postponed Indefinitely,2
SB0064,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0064,2024,RS,2024-01-31,LD: 6,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0064,2024,RS,,,Action Postponed Indefinitely,3
SB0065,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0065,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0065,2024,RS,2024-02-02,LD: 6,STBTC: Reported by committee with Do Pass recommendation,3
SB0065,2024,RS,,,Action Postponed Indefinitely,4
SB0066,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0066,2024,RS,2024-01-29,LD: 4,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0066,2024,RS,2024-02-08,LD: 7,SJC: Reported by committee with Do Pass recommendation,3
SB0066,2024,RS,,,Action Postponed Indefinitely,4
SB0067,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SEC/SFC,1
SB0067,2024,RS,,,Action Postponed Indefinitely,2
SB0068,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SJC,1
SB0068,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0068,2024,RS,,,Action Postponed Indefinitely,3
SB0069,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SJC,1
SB0069,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0069,2024,RS,2024-01-29,LD: 4,SHPAC: Reported by committee with Do Pass recommendation with amendment(s),3
SB0069,2024,RS,2024-02-01,LD: 6,SJC: Reported by committee with Do Pass recommendation,4
SB0069,2024,RS,,,Action Postponed Indefinitely,5
SB0070,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0070,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0070,2024,RS,2024-01-25,LD: 2,SJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
SB0070,2024,RS,2024-02-03,LD: 6,SFC: Reported by committee with Do Pass recommendation with amendment(s),4
SB0070,2024,RS,2024-02-05,LD: 6,Passed in the Senate - Y:34 N:5,5
SB0070,2024,RS,2024-02-06,LD: 9,Sent to HJC - Referrals: HJC,6
SB0070,2024,RS,2024-02-09,LD: 12,HJC: Reported by committee with Do Pass recommendation,7
SB0070,2024,RS,,,Action Postponed Indefinitely,8
SB0071,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0071,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0071,2024,RS,2024-02-08,LD: 7,SHPAC: Reported by committee without a recommendation,3
SB0071,2024,RS,,,Action Postponed Indefinitely,4
SB0072,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/STBTC/SFC,1
SB0072,2024,RS,2024-01-25,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0072,2024,RS,2024-02-09,LD: 7,STBTC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
SB0072,2024,RS,,,Action Postponed Indefinitely,4
SB0073,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SJC/SFC,1
SB0073,2024,RS,,,Action Postponed Indefinitely,2
SB0074,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SEC/SFC,1
SB0074,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0074,2024,RS,2024-01-26,LD: 4,SEC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
SB0074,2024,RS,,,Action Postponed Indefinitely,4
SB0075,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SJC/SFC,1
SB0075,2024,RS,,,Action Postponed Indefinitely,2
SB0076,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SEC/SFC,1
SB0076,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0076,2024,RS,2024-01-24,LD: 3,SEC: Reported by committee with Do Pass recommendation,3
SB0076,2024,RS,2024-02-01,LD: 6,SFC: Reported by committee with Do Pass recommendation,4
SB0076,2024,RS,2024-02-02,LD: 6,Passed in the Senate - Y:38 N:0,5
SB0076,2024,RS,2024-02-05,LD: 9,Sent to HEC - Referrals: HEC/HAFC,6
SB0076,2024,RS,2024-02-07,LD: 10,HEC: Reported by committee with Do Pass recommendation,7
SB0076,2024,RS,2024-02-13,LD: 14,HAFC: Reported by committee with Do Pass recommendation,8
SB0076,2024,RS,2024-02-14,LD: 15,Passed in the House of Representatives - Y:61 N:0,9
SB0076,2024,RS,,,Signed by Governor - Chapter 22 - Feb. 29,10
SB0077,2024,RS,2024-01-17,LD: 1,Sent to SCC - Referrals: SCC/SHPAC/SFC,1
SB0077,2024,RS,2024-01-18,LD: 2,SCC: Reported by committee to fall within the purview of a 30 day session,2
SB0077,2024,RS,2024-01-25,LD: 2,SHPAC: Reported by committee with Do Pass recommendation,3
SB0077,2024,RS,,,Action Postponed Indefinitely,4
