Date,State,Bill No,Title,Action
"May 26, 2023",OK,SB 437,Authorizes the Oklahoma Medical Marijuana Authority to Select a Vendor for Seed-to-Sale Inventory Tracking,"Concurrence Vote Passed
                           - House
                      

                      
                          (72 - 20)"
"May 25, 2023",OK,SB 377,Amends Voter Registration Policies and Regulations to Prohibit Undocumented Individuals,"Conference Report Adopted
                           - House
                      

                      
                          (77 - 18)"
"May 25, 2023",OK,SB 377,Amends Voter Registration Policies and Regulations to Prohibit Undocumented Individuals,"Conference Report Adopted
                           - Senate
                      

                      
                          (37 - 5)"
"May 25, 2023",OK,SB 437,Authorizes the Oklahoma Medical Marijuana Authority to Select a Vendor for Seed-to-Sale Inventory Tracking,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (36 - 8)"
"May 23, 2023",OK,SB 674,Authorizes the Creation of an Oklahoma Organized Retail Crime Task Force,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (37 - 6)"
"May 23, 2023",OK,SB 375,Amends Date for Upcoming Primary Elections and Deadlines for Declaring Candidacy,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (37 - 5)"
"May 19, 2023",OK,SB 212,Prohibits Non-Citizens from Owning Certain Property,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (40 - 6)"
"May 19, 2023",OK,SB 513,Requires Medicaid and Private Insurance Groups Cover Biomarker Testing,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (43 - 3)"
"May 19, 2023",OK,SB 475,Amends Registration Suspension and Revocation Guidelines to Prohibit Fraudulent Businesses,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (43 - 3)"
"May 17, 2023",OK,HB 2903,Establishes a School Resource Officer Program,"Bill Passed
                           - House
                      

                      
                          (90 - 9)"
"May 2, 2023",OK,HB 1934,Establishes Parental Rights in School Plans,"Concurrence Vote Passed
                           - House
                      

                      
                          (61 - 31)"
"April 27, 2023",OK,HB 1934,Establishes Parental Rights in School Plans,"Bill Passed
                           - Senate
                      

                      
                          (36 - 10)"
"April 27, 2023",OK,SB 225,Specifying Regulations Surrounding Diabetes Reporting and Public Health Protocols,"Bill Passed
                           - House
                      

                      
                          (81 - 2)"
"April 26, 2023",OK,SB 674,Authorizes the Creation of an Oklahoma Organized Retail Crime Task Force,"Bill Passed
                           - House
                      

                      
                          (69 - 12)"
"April 26, 2023",OK,SB 212,Prohibits Non-Citizens from Owning Certain Property,"Bill Passed
                           - House
                      

                      
                          (78 - 6)"
"April 26, 2023",OK,SB 375,Amends Date for Upcoming Primary Elections and Deadlines for Declaring Candidacy,"Bill Passed
                           - House
                      

                      
                          (83 - 7)"
"April 17, 2023",OK,SB 110,"Requires School Districts with Over 225,000 Registered Voters Within Their Boundaries be Divided into Geographic Z ...","Bill Passed
                           - House
                      

                      
                          (95 - 3)"
"March 23, 2023",OK,SB 704,Amends Membership of the Oklahoma State University Medical Authority,"Bill Passed
                           - Senate
                      

                      
                          (42 - 2)"
"March 23, 2023",OK,SB 36,Authorizes Schools to Employ Volunteer Chaplains,"Bill Passed
                           - Senate
                      

                      
                          (45 - 0)"
"March 23, 2023",OK,HB 1449,Establishing the Women's Bill of Rights,"Bill Passed
                           - House
                      

                      
                          (76 - 19)"
"March 22, 2023",OK,HB 1792,Establishes the Oklahoma Crime Reclassification Act of 2023,"Bill Passed
                           - House
                      

                      
                          (71 - 19)"
"March 21, 2023",OK,HB 1934,Establishes Parental Rights in School Plans,"Bill Passed
                           - House
                      

                      
                          (70 - 1)"
"March 21, 2023",OK,SB 482,Increases Annual Teacher Pay,"Bill Passed
                           - Senate
                      

                      
                          (42 - 1)"
"March 21, 2023",OK,HB 2546,Prohibits Instruction on Gender Identity and Sexual Orientation in Public School,"Bill Passed
                           - House
                      

                      
                          (79 - 19)"
"March 21, 2023",OK,HB 1955,Repeals the 4.5% State Grocery Tax,"Bill Passed
                           - House
                      

                      
                          (88 - 7)"
"March 20, 2023",OK,SB 724,Prohibits Obstructions of the Right-of-Way on County Roads,"Bill Passed
                           - Senate
                      

                      
                          (41 - 2)"
"March 14, 2023",OK,HB 2351,Authorizes the Insurance Department and the State Department of Health to Purchase Insulin at Discounted Prices,"Bill Passed
                           - House
                      

                      
                          (85 - 0)"
"March 8, 2023",OK,HB 1415,Establishes a Committee to Oversee Election Operations,"Bill Passed
                           - House
                      

                      
                          (77 - 20)"
"March 8, 2023",OK,SB 444,Requires Certain Medicaid Plans Provide Reimbursements for Care,"Bill Passed
                           - Senate
                      

                      
                          (45 - 2)"
"March 8, 2023",OK,HB 2673,Increases State ACT Student Testing Options and Career Readiness Programs,"Bill Passed
                           - House
                      

                      
                          (88 - 6)"
"March 7, 2023",OK,SB 26,"Establishes Certain Exemptions for Use of Restrooms, Locker Rooms, or Changing Areas","Bill Passed
                           - Senate
                      

                      
                          (46 - 0)"
"Feb. 28, 2023",OK,HB 2177,Prohibits Gender-Affirming Care for Minors,"Bill Passed
                           - House
                      

                      
                          (80 - 18)"
"Feb. 22, 2023",OK,HB 1935,Establishes a Parental Choice State Tax Credit,"Bill Passed
                           - House
                      

                      
                          (75 - 25)"
"Feb. 22, 2023",OK,HB 2775,Appropriates Monies for Education; Increases Teacher Pay,"Bill Passed
                           - House
                      

                      
                          (78 - 20)"
"Feb. 15, 2023",OK,SB 613,"Prohibits ""Gender Transition Procedures"" for Children","Bill Passed
                           - Senate
                      

                      
                          (40 - 8)"
