Date,State,Bill No,Title,Action
"March 11, 2023",WV,SB 740,Increases Lawmakers Compensation to Equal 75% of the Per Capita Income in West Virginia,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (25 - 7)"
"March 11, 2023",WV,HB 2218,Increases Penalties for Distracted Driving,"Concurrence Vote Passed
                           - House
                      

                      
                          (89 - 8)"
"March 11, 2023",WV,HB 3354,Authorizes Municipalities to Combine Operations with Other Municipalities,"Concurrence Vote Passed
                           - House
                      

                      
                          (81 - 54)"
"March 10, 2023",WV,HB 2024,Appropriates Funds for the 2023-2024 Fiscal Year Budget,"Concurrence Vote Passed
                           - House
                      

                      
                          (91 - 6)"
"March 10, 2023",WV,HB 3189,Requires PFA's (Forever Chemicals) Environmental Protections in Drinking Water,"Concurrence Vote Passed
                           - House
                      

                      
                          (91 - 8)"
"March 10, 2023",WV,SB 740,Increases Lawmakers Compensation to Equal 75% of the Per Capita Income in West Virginia,"Bill Passed
                           - House
                      

                      
                          (54 - 43)"
"March 10, 2023",WV,SB 608,"Amends the Definition for What is Considered a ""Deadly Weapon""","Bill Passed
                           - House
                      

                      
                          (92 - 3)"
"March 10, 2023",WV,SB 220,Establishes the Industrial Hemp Development Act,"Bill Passed
                           - House
                      

                      
                          (92 - 4)"
"March 10, 2023",WV,SB 508,"Specifies Reporting and Disclosure Requirements forGrassroots Lobbying Expenditures,","Bill Passed
                           - House
                      

                      
                          (49 - 41)"
"March 9, 2023",WV,HB 2218,Increases Penalties for Distracted Driving,"Bill Passed
                           - Senate
                      

                      
                          (25 - 7)"
"March 2, 2023",WV,HB 3307,Establishing the West Virginia-Ireland Trade Commission,"Concurrence Vote Passed
                           - House
                      

                      
                          (87 - 10)"
"March 2, 2023",WV,HB 3524,Authorizes a Supplementary Appropriation to the Department of Agriculture's West Virginia Spay Neuter Assistance F ...,"Bill Passed
                           - House
                      

                      
                          (90 - 5)"
"March 1, 2023",WV,HB 3018,Prohibits Child Marriage in the State,"Bill Passed
                           - House
                      

                      
                          (84 - 13)"
"Feb. 28, 2023",WV,HB 3042,Establishes the Equal Protection for Religion Act,"Bill Passed
                           - Senate
                      

                      
                          (30 - 3)"
"Feb. 27, 2023",WV,HB 3042,Establishes the Equal Protection for Religion Act,"Bill Passed
                           - House
                      

                      
                          (86 - 12)"
"Feb. 23, 2023",WV,SB 577,Reduces Insulin Copays; Authorizes Non-Prescription Purchase of Ketone Blood Testing Kits,"Bill Passed
                           - Senate
                      

                      
                          (32 - 2)"
"Feb. 16, 2023",WV,HB 3012,Exempts Severance Tax for 9 Years on Rare Earth Elements and Critical Minerals,"Bill Passed
                           - House
                      

                      
                          (91 - 7)"
"Feb. 14, 2023",WV,HB 2006,Restructures the Department of Health and Human Resources,"Bill Passed
                           - House
                      

                      
                          (95 - 3)"
"Feb. 13, 2023",WV,SB 508,"Specifies Reporting and Disclosure Requirements forGrassroots Lobbying Expenditures,","Bill Passed
                           - Senate
                      

                      
                          (29 - 4)"
"Feb. 3, 2023",WV,HB 2007,Prohibits Gender Reassignment Surgery for Minors Under 18,"Bill Passed
                           - House
                      

                      
                          (84 - 10)"
"Feb. 1, 2023",WV,SB 426,Defines TikTok as High-Risk Technology Platform; Requires Restriction by State and Local Governments,"Bill Passed
                           - Senate
                      

                      
                          (31 - 0)"
"Jan. 31, 2023",WV,HB 2890,Increases State Student Discipline Policies,"Bill Passed
                           - House
                      

                      
                          (79 - 16)"
"Jan. 24, 2023",WV,SB 10,Authorizes College Campus Concealed-Carry,"Bill Passed
                           - Senate
                      

                      
                          (29 - 4)"
"Jan. 11, 2023",WV,SB 126,Authorizes Reorganization of State Government,"Bill Passed
                           - Senate
                      

                      
                          (32 - 1)"
"Jan. 11, 2023",WV,SB 130,"Prohibits Teaching the Topic Known as ""Critical Race Theory"" in Public School","Bill Passed
                           - Senate
                      

                      
                          (30 - 2)"
