Date,State,Bill No,Title,Action
"April 17, 2024",VA,SB 238,Requires State Health Insurance Plans Cover All F.D.A. Approved Contraception,"Bill Passed
                           - House
                      

                      
                          (69 - 29)"
"March 9, 2024",VA,SB 207,Amends and Streamlines Police Officer Certification,"Conference Report Adopted
                           - Senate
                      

                      
                          (40 - 0)"
"March 5, 2024",VA,SB 487,Requires the Joint Commission on Technology and Science Analyze Usage of Artificial Intelligence by Public Bodies,(34 - 5)
"March 5, 2024",VA,HB 1398,Establishes Frameworks to Preserve Local Housing,"Bill Passed
                           - Senate
                      

                      
                          (21 - 19)"
"March 4, 2024",VA,SB 487,Requires the Joint Commission on Technology and Science Analyze Usage of Artificial Intelligence by Public Bodies,(89 - 7)
"March 4, 2024",VA,HB 985,Prohibits Pavement Sealants Containing Polycyclic Aromatic Hydrocarbon,"Bill Passed
                           - Senate
                      

                      
                          (23 - 14)"
"March 1, 2024",VA,SB 422,Prohibits Landlords from Requiring Various Extra Fees from Tenants,"Bill Passed
                           - House
                      

                      
                          (52 - 44)"
"Feb. 28, 2024",VA,HB 993,Prohibits Landlords from Requiring Maintenance Fees from Tenants,"Concurrence Vote Passed
                           - House
                      

                      
                          (51 - 49)"
"Feb. 27, 2024",VA,SB 237,Requires Health Insurance Providers Cover Contraceptive Drugs and Devices,"Bill Passed
                           - House
                      

                      
                          (53 - 43)"
"Feb. 27, 2024",VA,SB 237,Requires Health Insurance Providers Cover Contraceptive Drugs and Devices,"Bill Passed
                           - Senate
                      

                      
                          (21 - 19)"
"Feb. 26, 2024",VA,HB 571,Amends Educational Curriculum Parental Consent Standards Regarding Sexually Explicit Material,"Bill Passed
                           - Senate
                      

                      
                          (21 - 18)"
"Feb. 23, 2024",VA,HB 993,Prohibits Landlords from Requiring Maintenance Fees from Tenants,"Bill Passed
                           - Senate
                      

                      
                          (22 - 18)"
"Feb. 21, 2024",VA,SB 101,Requires Marriage License Approval for All Consenting Parties,"Bill Passed
                           - House
                      

                      
                          (58 - 42)"
"Feb. 20, 2024",VA,SB 716,Prohibits the Board of Medicine from Taking Disciplinary Action Against a Doctor Based on an Alleged Abortion Care ...,"Bill Passed
                           - House
                      

                      
                          (54 - 45)"
"Feb. 19, 2024",VA,HB 46,Requires Individuals Named Under Protective Orders to Hand Over Firearms,"Bill Passed
                           - Senate
                      

                      
                          (21 - 18)"
"Feb. 13, 2024",VA,HB 571,Amends Educational Curriculum Parental Consent Standards Regarding Sexually Explicit Material,"Bill Passed
                           - House
                      

                      
                          (55 - 40)"
"Feb. 13, 2024",VA,HB 985,Prohibits Pavement Sealants Containing Polycyclic Aromatic Hydrocarbon,"Bill Passed
                           - House
                      

                      
                          (78 - 21)"
"Feb. 13, 2024",VA,SB 101,Requires Marriage License Approval for All Consenting Parties,"Bill Passed
                           - Senate
                      

                      
                          (22 - 18)"
"Feb. 12, 2024",VA,HB 698,Authorizes Legal Recreational Cannabis for Adults,"Bill Passed
                           - House
                      

                      
                          (52 - 48)"
"Feb. 12, 2024",VA,SB 422,Prohibits Landlords from Requiring Various Extra Fees from Tenants,"Bill Passed
                           - Senate
                      

                      
                          (22 - 17)"
"Feb. 12, 2024",VA,HB 1398,Establishes Frameworks to Preserve Local Housing,"Bill Passed
                           - House
                      

                      
                          (54 - 46)"
"Feb. 7, 2024",VA,SB 2,"Establishes a Class 1 Misdemeanor for the Sale, Manufacture, or Purchase of an Assault Firearm","Bill Passed
                           - Senate
                      

                      
                          (21 - 19)"
"Feb. 6, 2024",VA,SB 238,Requires State Health Insurance Plans Cover All F.D.A. Approved Contraception,"Bill Passed
                           - Senate
                      

                      
                          (24 - 15)"
"Feb. 6, 2024",VA,HB 759,Increases the Cap for Gross Sales of Pickles and Other Acidified Vegetables,"Bill Passed
                           - House
                      

                      
                          (94 - 2)"
"Feb. 6, 2024",VA,SB 57,Prohibits Firearms in Any Restaurant that Serves Alcohol Regardless of a Concealed Carry Permit,"Bill Passed
                           - Senate
                      

                      
                          (20 - 18)"
"Feb. 6, 2024",VA,SB 716,Prohibits the Board of Medicine from Taking Disciplinary Action Against a Doctor Based on an Alleged Abortion Care ...,"Bill Passed
                           - Senate
                      

                      
                          (21 - 18)"
"Feb. 5, 2024",VA,HB 597,Establishes the Virginia Residential Landlord and Tenant Act,"Bill Passed
                           - House
                      

                      
                          (53 - 45)"
"Feb. 5, 2024",VA,SB 99,Prohibits Open Carrying Semi-Automatic Firearms in Public,"Bill Passed
                           - Senate
                      

                      
                          (20 - 18)"
"Feb. 1, 2024",VA,HB 110,Repeals the State Prohibition on For-Profit Surrogacy Brokers,"Bill Passed
                           - House
                      

                      
                          (50 - 48)"
"Jan. 31, 2024",VA,HB 688,Amends To-Go Alcohol Sale Laws to be Permanently Legal,"Bill Passed
                           - House
                      

                      
                          (81 - 18)"
"Jan. 31, 2024",VA,SB 635,Amends To-Go Alcohol Sale Laws to be Permanently Legal,"Bill Passed
                           - Senate
                      

                      
                          (40 - 0)"
"Jan. 26, 2024",VA,HB 46,Requires Individuals Named Under Protective Orders to Hand Over Firearms,"Bill Passed
                           - House
                      

                      
                          (51 - 44)"
"Jan. 23, 2024",VA,HB 25,Authorizes the Permanent Establishment of the State Sales Tax Holiday,"Bill Passed
                           - House
                      

                      
                          (98 - 0)"
