bill_id,term,session,title,description,commem
HB0431,2023_2024,2023-RS,Advertisement of Personal Care Services,This bill addresses advertisements for certain personal care services.,0
HB0432,2023_2024,2023-RS,Probate Modifications,This bill addresses probate provisions.,0
HB0433,2023_2024,2023-RS,Public Land Geographic Data Amendments,This bill makes changes to the State Geographic Information Database.,0
HB0434,2023_2024,2023-RS,Parent and Student Rights and School Safety Amendments,This bill amends requirements for a local education agency (LEA) to address bullying incidents.,0
HB0435,2023_2024,2023-RS,Towing Requirements,This bill amends provisions related to towing to exempt tows at the request of the owner of the vehicle from certain requirements.,0
HB0436,2023_2024,2023-RS,County Assessor Amendments,This bill modifies provisions regarding the training and recertification of county assessors.,0
HB0437,2023_2024,2023-RS,Health Services Amendments,This bill is related to certain health care services.,0
HB0438,2023_2024,2023-RS,Electronic Cigarette Requirements,This bill amends provisions relating to the provision of electronic cigarette products.,0
HB0439,2023_2024,2023-RS,Railroad Drone Amendments,This bill allows a large public transit district to use an unmanned aircraft to examine public transit facilities for safety purposes.,0
HB0440,2023_2024,2023-RS,Intrastate Commercial Vehicle Amendments,This bill amends the definition of an intrastate commercial vehicle and amends the gross vehicle weight requirement for stopping at a port-of-entry.,0
HB0441,2023_2024,2023-RS,Neutrality in Public Schools,This bill requires a local education agency (LEA) to create a neutrality policy.,0
HB0442,2023_2024,2023-RS,State Board of Education Modifications,This bill repeals and replaces the vision and mission of the public education system with a requirement to submit a new vision and mission.,0
HB0443,2023_2024,2023-RS,Government Records Ombudsman Amendments,This bill modifies provisions relating to government records.,0
HB0444,2023_2024,2023-RS,Recreational Vehicle Grant Program,This bill creates the Recreational Vehicle Grant Program and establishes funding for the program through associated fees.,0
HB0445,2023_2024,2023-RS,Vehicle Tracking Amendments,This bill prohibits an employer from using location tracking technology on an employer provided vehicle in certain circumstances when the vehicle is used for the employee's personal use.,0
HB0446,2023_2024,2023-RS,Housing and Transit Reinvestment Zone Modifications,This bill provides a property owner near a public transit hub in a county with a small public transit district with certain vested development rights if the county failed to submit an application for a housing and transit reinvestment zone before a certain deadline.,0
HB0447,2023_2024,2023-RS,Transplant of Wildlife Amendments,This bill addresses requirements related to the transplant of animals.,0
HB0448,2023_2024,2023-RS,Election Changes,This bill amends provisions of the Election Code and the authority of the lieutenant governor over elections.,0
HB0449,2023_2024,2023-RS,Business Services Amendments,This bill addresses requirements for providing certain financial services.,0
HB0450,2023_2024,2023-RS,Landscaping Requirements,This bill modifies provisions regarding water wise landscaping.,0
HB0451,2023_2024,2023-RS,State Entity Restrictions,"This bill prohibits the use of certain statements or materials by a state entity to determine employment, admission, or other benefits, and the use of certain specialized services.",0
HB0452,2023_2024,2023-RS,Municipality Voting Amendments,This bill concerns the ability of a municipality to require voting in a general municipal election.,0
HB0453,2023_2024,2023-RS,School Board Elections,This bill addresses the nomination for the office of State Board of Education member.,0
HB0454,2023_2024,2023-RS,Property Tax Requirements,This bill modifies property tax provisions.,0
HB0455,2023_2024,2023-RS,Service Member Lending Protections,This bill provides to certain military service members protections from certain obligations or liabilities under lending and other business relationships when the nature of military service impacts the service member's ability to fulfill the obligation or liability.,0
HB0456,2023_2024,2023-RS,Restitution Revisions,This bill amends provisions related to restitution.,0
HB0457,2023_2024,2023-RS,State Property Transfer Amendments,This bill enacts language relating to the transfer of certain state property to a government entity.,0
HB0458,2023_2024,2023-RS,Clean Fuel Vehicle Decal Amendments,This bill amends provisions related to clean fuel vehicle decal use.,0
HB0459,2023_2024,2023-RS,Governmental Immunity Amendments,This bill modifies provisions related to governmental immunity.,0
HB0460,2023_2024,2023-RS,Settlement Fund Amendments,This bill addresses the state's proceeds from certain settlement agreements related to electronic cigarette products.,0
HB0461,2023_2024,2023-RS,Airport Firearm Possession Amendments,This bill concerns possession of a firearm at an airport.,0
HB0462,2023_2024,2023-RS,Liability of Relatives Amendments,This bill repeals a statutory provision regarding liability of a relative for another relative.,0
HB0463,2023_2024,2023-RS,High School Sports Amendments,This bill prohibits a public school from participation in an athletics association in certain circumstances.,0
HB0464,2023_2024,2023-RS,School Materials Amendments,This bill amends provisions regarding student access to pornographic or indecent materials within the public education system.,0
HB0465,2023_2024,2023-RS,Public School Library Transparency Amendments,This bill addresses transparency regarding materials accessible to students in public school libraries.,0
HB0466,2023_2024,2023-RS,Office of the Attorney General Employment Amendments,This bill modifies provisions relating to employees of the Office of the Attorney General.,0
HB0467,2023_2024,2023-RS,Abortion Changes,This bill modifies provisions related to abortion.,0
HB0468,2023_2024,2023-RS,Employment Screening Requirements,This bill addresses employment background screening requirements.,0
HB0469,2023_2024,2023-RS,Wildlife Related Amendments,This bill addresses issues related to wildlife hunting and habitat.,0
HB0470,2023_2024,2023-RS,Government Digital Verifiable Record Amendments,This bill creates the Government Digital Verifiable Electronic Records Act.,0
HB0471,2023_2024,2023-RS,Local District Board Amendments,This bill amends provisions relating to fire districts.,0
HB0472,2023_2024,2023-RS,Groundbearing Equipment Requirements,This bill addresses construction groundbearing equipment requirements.,0
HB0473,2023_2024,2023-RS,Civil Commitment Examiner Requirements,This bill amends provisions related to designated examiners.,0
HB0474,2023_2024,2023-RS,Paratransit Services Amendments,This bill requires a public transit district to provide alternative services if the public transit district discontinues paratransit services.,0
HB0475,2023_2024,2023-RS,Communication Credits Requirements,This bill amends certain graduation requirements.,0
HB0476,2023_2024,2023-RS,Food Truck Regulations,This bill modifies provisions regarding food truck permitting.,0
HB0477,2023_2024,2023-RS,Full-day Kindergarten Amendments,This bill makes full-day kindergarten available for all local education agencies with an option for half-day kindergarten.,0
HB0478,2023_2024,2023-RS,Educator Evaluation Pilot Program,This bill allows the State Board of Education to create a pilot program as an alternative to annual educator evaluations.,0
HB0479,2023_2024,2023-RS,Corrections Task Force,This bill creates the Corrections Task Force.,0
HB0480,2023_2024,2023-RS,Child Tax Credit Amendments,This bill creates a child tax credit.,0
HB0481,2023_2024,2023-RS,Firearm Safety and Suicide Prevention Education Requirements,This bill modifies requirements for a youth suicide prevention program implemented by a school district or charter school.,0
HB0482,2023_2024,2023-RS,Archaeological Resources Amendments,This bill creates a Utah Archaeological and Historic Sites Assistance Fund.,0
HB0483,2023_2024,2023-RS,Health Evaluations for Driving Amendments,This bill requires the Driver License Division to disclose the purpose and ramifications of health-related questions on a driver license application.,0
HB0484,2023_2024,2023-RS,Public Education Employee Amendments,This bill provides for the appointment of a public education employee ombudsman.,0
HB0485,2023_2024,2023-RS,Restricted Persons Amendments,This bill concerns notification procedures for an individual who becomes a restricted person.,0
HB0486,2023_2024,2023-RS,Joinder of Criminal Offenses,This bill concerns the joinder of criminal offenses.,0
HB0487,2023_2024,2023-RS,Sickle Cell Disease,This bill addresses sickle cell disease among residents of the state.,0
HB0488,2023_2024,2023-RS,Utah Lake Authority Amendments,This bill modifies provisions governing the Utah Lake Authority Board.,0
HB0489,2023_2024,2023-RS,Educator Paid Professional Hours,This bill amends provisions regarding additional paid professional hours that may be available to educators.,0
HB0490,2023_2024,2023-RS,Expungement Changes,This bill amends provisions related to expungement.,0
HB0491,2023_2024,2023-RS,Amendments Related to the Great Salt Lake,This bill addresses issues related to the Great Salt Lake.,0
HB0492,2023_2024,2023-RS,Abuse of Personal Identity Act Amendments,This bill amends provisions of the Abuse of Personal Identity Act.,0
HB0493,2023_2024,2023-RS,Solid Waste Management Amendments,This bill modifies definitions relating to solid waste.,0
HB0494,2023_2024,2023-RS,Education Reporting Amendments,This bill repeals requirements regarding the disposal of textbooks.,0
HB0495,2023_2024,2023-RS,Public Education Trust Fund Modifications,This bill creates the Public Education Trust Fund.,0
HB0496,2023_2024,2023-RS,Short-term Rental Enforcement Revisions,This bill enacts provisions regarding short-term rentals.,0
HB0497,2023_2024,2023-RS,Expungement Records Amendments,This bill amends provisions related to expunged records.,0
HB0498,2023_2024,2023-RS,Criminal Data and Information Amendments,This bill addresses the collection of data and information in the criminal justice system.,0
HB0499,2023_2024,2023-RS,Homeless Services Amendments,This bill modifies provisions related to the oversight and provision of services for individuals experiencing homelessness.,0
HB0500,2023_2024,2023-RS,County Sales Tax Amendments,This bill amends the provision regarding local option sales and use tax distribution.,0
HB0501,2023_2024,2023-RS,Legal Services Amendments,This bill enacts and amends provisions related to the legal regulatory sandbox program established by the Utah Supreme Court.,0
HB0502,2023_2024,2023-RS,Social Work Licensure Compact Amendments,This bill enacts the Social Work Licensure Compact.,0
HB0503,2023_2024,2023-RS,Shooting Range Requirements,This bill modifies provisions relating to fees for publicly owned shooting ranges.,0
HB0504,2023_2024,2023-RS,Child Welfare Investigations Amendments,This bill modifies provisions regarding child welfare procedures.,0
HB0505,2023_2024,2023-RS,Feral Cat Amendments,This bill modifies provisions regarding stray animals and community cats.,0
HB0506,2023_2024,2023-RS,Government Entity Compliance Amendments,This bill addresses public reporting relating to certain obligations of a government actor.,0
HB0507,2023_2024,2023-RS,Firearm Possession Revisions,This bill amends the definition of a restricted person.,0
HB0508,2023_2024,2023-RS,Education Funding Amendments,This bill requires the State Board of Education to report recommendations to the Public Education Appropriations Subcommittee regarding the conversion of all public education funding to the weighted pupil unit.,0
HB0509,2023_2024,2023-RS,Criminal Protective Order Amendments,This bill modifies provisions related to criminal protective orders.,0
HB0510,2023_2024,2023-RS,Requirements for Supported Decision-making Agreements,This bill addresses supported decision-making agreements.,0
HB0511,2023_2024,2023-RS,Crime Victim Identification Amendments,This bill enacts a provision relating to the identification of a minor victim of homicide.,0
HB0512,2023_2024,2023-RS,Elected Official Education,This bill provides for an annual statewide elected official summit.,0
HB0513,2023_2024,2023-RS,Great Salt Lake Amendments,This bill addresses management of the Great Salt Lake and related activities.,0
HB0514,2023_2024,2023-RS,Fossil Fuels Tax Modifications,This bill creates a tax on carbon dioxide emissions.,0
HB0515,2023_2024,2023-RS,Child Abuse Reporting Amendments,This bill amends provisions related to the reporting of child abuse or neglect.,0
HB0516,2023_2024,2023-RS,Mental Health Treatment Study,This bill requires a study of mental health treatment and supports.,0
HB0517,2023_2024,2023-RS,Inmate Program Amendments,This bill concerns programs for inmates.,0
HB0518,2023_2024,2023-RS,Human Trafficking Prevention Program,This bill creates a human trafficking educational program in an institution of higher education.,0
HB0519,2023_2024,2023-RS,Consumer Credit Protection Amendments,This bill amends the Credit Services Organizations Act.,0
HB0520,2023_2024,2023-RS,Child Welfare Changes,This bill amends definitions in the Utah Juvenile Code.,0
HB0521,2023_2024,2023-RS,Correction Officer Amendments,This bill modifies provisions relating to the designation and duties of officers within the Department of Corrections.,0
HB0522,2023_2024,2023-RS,State Vehicle Purchasing Amendments,"This bill amends provisions related to the purchasing, leasing, or replacement of a state vehicle.",0
HB0523,2023_2024,2023-RS,Egg Retailer Amendments,This bill addresses exemptions from regulations for the sale of shell eggs.,0
HB0524,2023_2024,2023-RS,Social Media Usage Modifications,This bill establishes the Utah Digital Expression Act.,0
HB0525,2023_2024,2023-RS,Eyewear Sales Tax Amendments,This bill amends provisions related to the sales and use tax on corrective eyeglasses and contact lenses.,0
HB0526,2023_2024,2023-RS,Unlawful Kissing of a Minor,This bill makes changes to what qualifies as sexual abuse of a child.,0
HB0527,2023_2024,2023-RS,Mining Operations Amendments,This bill modifies provisions related to mining operations.,0
HB0528,2023_2024,2023-RS,Utah Energy Act Amendments,This bill makes changes to the qualifications for certain energy related tax credits.,0
HB0529,2023_2024,2023-RS,Food Shopping History Requirements,This bill allows certain government agencies to obtain records related to a customer's shopping history from food establishments.,0
HB0530,2023_2024,2023-RS,Nursing Education Program Amendments,This bill makes amendments related to the practice of nursing.,0
HB0531,2023_2024,2023-RS,Court Fee Modifications,This bill addresses court fees.,0
HB0532,2023_2024,2023-RS,Building Code Revisions,"This bill modifies construction and fire codes under Title 15A, State Construction and Fire Codes Act.",0
HB0533,2023_2024,2023-RS,State Pay Plan Amendments,This bill amends provisions related to state pay plans.,0
HB0534,2023_2024,2023-RS,Telemedicine Amendments,This bill amends provisions relating to reimbursement for telemedicine services.,0
HB0535,2023_2024,2023-RS,Wind Energy Facility Siting Modifications,This bill enacts a provision related to wind energy facilities.,0
HB0536,2023_2024,2023-RS,Student Drug Possession Amendments,"This bill addresses public education discipline policies related to the possession or use of tobacco, electronic cigarette, or nicotine products.",0
HB0537,2023_2024,2023-RS,Voting Amendments,This bill modifies provisions relating to mailed ballots.,0
HB0538,2023_2024,2023-RS,Water Usage Amendments,This bill addresses the conveyance of water and establishes penalties for watering lawn or turf during a restricted period.,0
HB0539,2023_2024,2023-RS,Veteran Property Tax Exemption,This bill amends the veteran armed forces property tax exemption.,0
HB0540,2023_2024,2023-RS,Employment of Minors Requirements,This bill amends provisions related to the employment of minors.,0
HB0541,2023_2024,2023-RS,Teacher Education Qualification Amendments,This bill requires the Utah Board of Higher Education to establish admission pathways for accepting students who earn a degree from a non-accredited college or university into a graduate program.,0
HB0542,2023_2024,2023-RS,Recycling Facility Transparency Amendments,This bill requires certain recycling facilities to publish information about the end location of recyclable materials.,0
HB0543,2023_2024,2023-RS,Marriage Modifications,This bill addresses interracial marriages.,0
HB0544,2023_2024,2023-RS,Tobacco Cessation Amendments,This bill permits a minor to consent to and participate in tobacco and nicotine cessation services.,0
HB0545,2023_2024,2023-RS,Cybersecurity Infrastructure Modifications,This bill enacts certain cybersecurity requirements for state information architecture.,0
HB0546,2023_2024,2023-RS,Education Innovation Program Amendments,This bill amends provisions related to the Education Innovation Program.,0
HB0547,2023_2024,2023-RS,Department of Commerce Fees Amendments,This bill addresses Department of Commerce (department) reporting requirements.,0
HB0548,2023_2024,2023-RS,Accessibility of Campaign Finance Disclosures,This bill amends provisions relating to campaign finance disclosures.,0
HB0549,2023_2024,2023-RS,Minimum Wage Modifications,This bill addresses the minimum wage.,0
HB0550,2023_2024,2023-RS,School Curriculum Requirements,This bill restricts classroom instruction on sexuality except when age and developmentally appropriate.,0
HB0551,2023_2024,2023-RS,Bias Incident Reporting,This bill creates the bias incident hotline program.,0
HB0552,2023_2024,2023-RS,Student Right to Counsel,This bill enacts language related to disciplinary proceedings in an institution of higher education.,0
HB0553,2023_2024,2023-RS,Teacher Licensure Amendments,This bill addresses changes in teacher licensure requirements.,0
HB0554,2023_2024,2023-RS,Election Administration Amendments,This bill addresses voting and the election process.,0
HB0555,2023_2024,2023-RS,Talent Ready Utah Program Modifications,This bill makes changes to provisions related to internships and apprenticeships.,0
HB0556,2023_2024,2023-RS,Legislative Committee Staff Requirements,This bill addresses staff support of legislative committees.,0
HB0557,2023_2024,2023-RS,Tax Increment Financing Revisions,This bill modifies provisions regarding redevelopment agencies and economic development tax increment financing.,0
HB0558,2023_2024,2023-RS,Medicaid Disability Coverage Amendments,This bill addresses Medicaid coverage for children under age 19 with a disability.,0
HB0559,2023_2024,2023-RS,Workforce Development Funding Amendments,This bill establishes the Workforce Initiatives Fund within the Department of Workforce Services.,0
HB0560,2023_2024,2023-RS,Olympic Public Funding Requirements,This bill addresses the use of public money by certain entities involved with the Olympic and Paralympic Winter Games.,0
HB0561,2023_2024,2023-RS,Department of Health and Human Services Procurement Amendments,This bill addresses procurements by the Department of Health and Human Services (department).,0
HB0562,2023_2024,2023-RS,Water Rights Inventory Requirements,This bill addresses an entity submitting an inventory of water rights related information.,0
HB0563,2023_2024,2023-RS,Insurance Damages Amendments,This bill amends provisions related to actions to recover insurance claims.,0
HB0564,2023_2024,2023-RS,Limited-use Infrastructure District Amendments,This bill authorizes the creation of limited-use infrastructure districts.,0
HB0565,2023_2024,2023-RS,Municipal Land Use Amendments,This bill provides that an individual may bring a claim against a municipality regardless of certain other appeal processes.,0
HB0566,2023_2024,2023-RS,Olene Walker Housing Loan Fund Amendments,This bill modifies provisions relating to the Olene Walker Housing Loan Fund within the Department of Workforce Services.,0
HB0567,2023_2024,2023-RS,County Amendments,This bill addresses county powers.,0
SB0001,2023_2024,2023-RS,Public Education Base Budget Amendments,,0
SB0002,2023_2024,2023-RS,New Fiscal Year Supplemental Appropriations Act,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024.",0
SB0003,2023_2024,2023-RS,Appropriations Adjustments,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2022 and ending June 30, 2023 and for the fiscal year beginning July 1, 2023 and ending June 30, 2024.",0
SB0005,2023_2024,2023-RS,"Natural Resources, Agriculture, and Environmental Quality Base Budget","This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2022 and ending June 30, 2023 and appropriates funds for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024.",0
SB0006,2023_2024,2023-RS,Executive Offices and Criminal Justice Base Budget,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2022 and ending June 30, 2023 and appropriates funds for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024.",0
SB0007,2023_2024,2023-RS,Social Services Base Budget,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2022 and ending June 30, 2023 and appropriates funds for the support and operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024.",0
SB0008,2023_2024,2023-RS,State Agency Fees and Internal Service Fund Rate Authorization and Appropriations,"This bill supplements or reduces appropriations otherwise provided for the support and operation of state government for the fiscal year beginning July 1, 2022 and ending June 30, 2023 and for the fiscal year beginning July 1, 2023 and ending June 30, 2024.",0
SB0009,2023_2024,2023-RS,Agricultural Advisory Board Sunset Extension,This bill addresses the sunset date of the Agricultural Advisory Board.,0
SB0010,2023_2024,2023-RS,Wildlife Sunset Related Amendments,"This bill modifies provisions related to a board, committee, or council created under Title 23, Wildlife Resources Code of Utah.",0
SB0011,2023_2024,2023-RS,Retirement Fiscal Note Requirements,This bill modifies the duties of the Office of the Legislative Fiscal Analyst.,0
SB0012,2023_2024,2023-RS,Hearing Instrument Specialist Licensing Amendments,This bill addresses hearing instrument specialist licensing requirements.,0
SB0013,2023_2024,2023-RS,Motor Vehicle Registration Amendments,This bill amends provisions related to motor vehicle registration and license plates.,0
SB0014,2023_2024,2023-RS,Leased Tangible Personal Property Tax Amendments,This bill modifies provisions related to leased tangible personal property.,0
SB0015,2023_2024,2023-RS,Juvenile Offender Penalty Amendments,This bill amends provisions related to the sentencing of a juvenile offender.,0
SB0016,2023_2024,2023-RS,Transgender Medical Treatments and Procedures Amendments,This bill enacts provisions regarding sex characteristic surgical procedures.,0
SB0017,2023_2024,2023-RS,Voting and Voter Residency Amendments,"This bill amends elections provisions, including residency provisions for voting and running for office and provisions relating to uniformed and overseas voters.",0
SB0018,2023_2024,2023-RS,Public Expression Protection Act,This bill enacts the Uniform Public Expression Protection Act.,0
SB0019,2023_2024,2023-RS,Medicaid Dental Waiver Amendments,This bill amends the Medical Assistance Act.,0
SB0020,2023_2024,2023-RS,Military Installation Development Authority Amendments,This bill amends provisions related to the Military Installation Development Authority.,0
SB0021,2023_2024,2023-RS,Retirement and Independent Entities Amendments,This bill amends provisions related to the Independent Entities Code.,0
SB0022,2023_2024,2023-RS,State Employee Benefits Amendments,This bill creates the State Employee Benefits Advisory Commission.,0
SB0023,2023_2024,2023-RS,Traffic Safety Amendments,This bill enacts provisions related to allocation of law and traffic enforcement responsibilities on state highways.,0
SB0024,2023_2024,2023-RS,Advanced Air Mobility Amendments,This bill amends and enacts provisions related to advanced air mobility systems.,0
SB0025,2023_2024,2023-RS,Transportation Funding Revisions,This bill repeals certain restricted accounts that are outdated or no longer needed.,0
SB0026,2023_2024,2023-RS,Rural Employment Expansion Program Amendments,This bill addresses the Rural Employment Expansion Program administered by the Governor's Office of Economic Opportunity.,0
SB0027,2023_2024,2023-RS,Transportation Revisions,This bill amends code sections related to transportation and motor vehicle items and makes technical corrections.,0
SB0028,2023_2024,2023-RS,Radon Related Amendments,This bill addresses issues related to radon gas.,0
SB0029,2023_2024,2023-RS,Road Jurisdiction Amendments,This bill amends descriptions of certain highways under state jurisdiction.,0
SB0030,2023_2024,2023-RS,Road Usage Amendments,This bill clarifies language related to the Road Usage Charge Program Special Revenue Fund.,0
SB0031,2023_2024,2023-RS,State Flag Amendments,This bill addresses the state flag.,0
SB0032,2023_2024,2023-RS,Administrative Appeals Amendments,This bill amends provisions related to administrative appeals.,0
SB0033,2023_2024,2023-RS,Disaster Amendments,This bill concerns funding for a disaster.,0
SB0034,2023_2024,2023-RS,Water Infrastructure Funding Study,This bill addresses the use of property tax revenue for water.,0
SB0035,2023_2024,2023-RS,Reciprocal Professional Licensing Amendments,This bill addresses professional licensing and certification by certain state agencies.,0
SB0036,2023_2024,2023-RS,Professional Licensing Amendments,This bill modifies provisions related to professional licensing.,0
SB0037,2023_2024,2023-RS,Municipality Incorporation Amendments,This bill amends provisions related to incorporating a municipality.,0
SB0038,2023_2024,2023-RS,"Health and Human Services Recodification - Administration, Licensing, and Recovery Services",This bill recodifies portions of the Utah Health Code and Utah Human Services Code.,0
SB0039,2023_2024,2023-RS,Health and Human Services Recodification - Health Care Assistance and Data,This bill recodifies portions of the Utah Health Code and Utah Human Services Code.,0
SB0040,2023_2024,2023-RS,Health and Human Services Recodification - Health Care Delivery and Repeals,This bill recodifies and repeals portions of the Utah Health Code and Utah Human Services Code.,0
SB0041,2023_2024,2023-RS,"Health and Human Services Recodification - Prevention, Supports, Substance Use and Mental Health",This bill recodifies portions of the Utah Health Code and Utah Human Services Code.,0
SB0042,2023_2024,2023-RS,Massage Therapy Practice Act Amendments,This bill amends the Massage Therapy Practice Act.,0
SB0043,2023_2024,2023-RS,Public Notice Requirements,This bill amends provisions relating to providing public notices.,0
SB0044,2023_2024,2023-RS,Reading Software Amendments,This bill clarifies that an existing requirement for demonstrating a certain statistical effect does not apply to reading software.,0
SB0045,2023_2024,2023-RS,Statewide Online Education Program Amendments,This bill expands the Statewide Online Education Program to include grade 6 in certain circumstances.,0
SB0046,2023_2024,2023-RS,State Holiday Modifications,This bill amends provisions related to state holidays and the discharge of fireworks.,0
SB0047,2023_2024,2023-RS,Incarcerated Youth Education Amendments,This bill clarifies a definition related to the Utah Tech University Higher Education for Incarcerated Youth Program.,0
SB0048,2023_2024,2023-RS,Energy Producer States' Agreement Amendments,This bill directs the Legislature to participate in The Energy Council and provides for the appointment and duties of members.,0
SB0049,2023_2024,2023-RS,Juvenile Custodial Interrogation Amendments,This bill addresses the custodial interrogation of a child.,0
SB0050,2023_2024,2023-RS,Weapon Purchase Amendments,This bill creates a waiting period for the delivery of an assault weapon.,0
SB0051,2023_2024,2023-RS,Parent-time Amendments,This bill amends provisions related to parent-time schedules.,0
SB0052,2023_2024,2023-RS,Parental Indigent Defense Amendments,This bill modifies provisions relating to indigent defense in parental rights actions.,0
SB0053,2023_2024,2023-RS,Groundwater Use Amendments,This bill addresses water uses related to groundwater.,0
SB0054,2023_2024,2023-RS,Child Welfare Parental Representation Amendments,This bill amends provisions related to the Interdisciplinary Parental Representation Pilot Program.,0
SB0055,2023_2024,2023-RS,Public School Instructional Material Requirements,This bill addresses requirements related to the approval of materials for classroom use and certain policies.,0
SB0056,2023_2024,2023-RS,Child Welfare Amendments,This bill amends provisions of the Utah Juvenile Code related to child welfare.,0
SB0057,2023_2024,2023-RS,Sexual Abuse Material Amendments,This bill address the reproduction of child pornography evidence.,0
SB0058,2023_2024,2023-RS,Background Check Amendments,This bill addresses the time period within which a law enforcement agency must expunge criminal records.,0
SB0059,2023_2024,2023-RS,Beehive Requirements,This bill amends requirements for beehives.,0
SB0060,2023_2024,2023-RS,Sex Offender Restrictions Revisions,This bill amends the restrictions placed on offenders who are on the sex offender registry.,0
SB0061,2023_2024,2023-RS,Livestock Collision Amendments,"This bill enacts provisions related to railroads, fencing of railroad rights-of-way, and liability for damage to livestock.",0
SB0062,2023_2024,2023-RS,Hydrogen Amendments,This bill enacts provisions related to hydrogen development.,0
SB0063,2023_2024,2023-RS,Election Candidate Replacement Amendments,This bill addresses candidate vacancies.,0
SB0064,2023_2024,2023-RS,Bureau of Emergency Medical Services Amendments,This bill moves responsibilities regarding emergency medical services from the Department of Health and Human Services to the Department of Public Safety.,0
SB0065,2023_2024,2023-RS,Charter School Authorizers Modifications,This bill addresses charter school authorizers.,0
SB0066,2023_2024,2023-RS,Criminal Citation Dismissals,This bill requires that a court dismiss a citation that the prosecuting attorney certifies was issued in error.,0
SB0067,2023_2024,2023-RS,Juvenile Commitment Amendments,This bill addresses the commitment of a juvenile offender to secure care.,0
SB0068,2023_2024,2023-RS,Restricted Person Possession Amendments,This bill concerns offenses and penalties related to a restricted person in possession of a dangerous weapon or ammunition.,0
SB0069,2023_2024,2023-RS,Firearm Identification Amendments,This bill concerns a firearm on which an identifying mark has been altered or removed.,0
SB0070,2023_2024,2023-RS,Victim Amendments,This bill amends provisions related to victims.,0
SB0071,2023_2024,2023-RS,Contractor Continuing Education Amendments,This bill addresses continuing education requirements for a licensed construction contractor.,0
SB0072,2023_2024,2023-RS,Child Abuse Reporting Requirements,This bill modifies the clergy exemption related to reporting requirements for child abuse and neglect.,0
SB0073,2023_2024,2023-RS,Gratuity Amendments,This bill addresses sharing of employee tips and gratuities.,0
SB0074,2023_2024,2023-RS,"Digital Wellness, Citizenship, and Safe Technology Commission Amendments","This bill extends the sunset date for the Digital Wellness, Citizenship, and Safe Technology Commission.",0
SB0075,2023_2024,2023-RS,Sand and Gravel Sales Tax Amendments,This bill modifies the distribution of specified local property tax revenue.,0
SB0076,2023_2024,2023-RS,Water Amendments,This bill addresses coordination of planning related to water.,0
SB0077,2023_2024,2023-RS,Education Scholarship Amendments,This bill amends eligibility requirements of private schools to enroll scholarship students and amends scholarship donation reporting requirements.,0
SB0078,2023_2024,2023-RS,Naturopathic Physician Licensing Amendments,This bill repeals and enacts provisions related to naturopathic physicians.,0
SB0079,2023_2024,2023-RS,Executive Residence Commission Amendments,This bill modifies the definition of the executive residence.,0
SB0080,2023_2024,2023-RS,Driver License Suspension and Revocation Amendments,This bill addresses driver license suspension and revocation requirements for a driving under the influence violation.,0
SB0081,2023_2024,2023-RS,Property Tax Deferral Revisions,This bill modifies provisions related to property tax deferral.,0
SB0082,2023_2024,2023-RS,Sales Tax Amendments,This bill modifies provisions of the sale and use tax license requirements.,0
SB0083,2023_2024,2023-RS,Public Education Funding Equalization,This bill requires the inclusion of an appropriation to the Local Levy Growth Account in public education budget legislation under certain circumstances.,0
SB0084,2023_2024,2023-RS,Housing and Transit Reinvestment Zone Amendments,This bill amends provisions related to housing and transit reinvestment zones.,0
SB0085,2023_2024,2023-RS,License Plate Requirement Amendments,This bill allows a historical support special group license plate to have a partially reflective plate face and prohibits a tinted or translucent license plate cover.,0
SB0086,2023_2024,2023-RS,Drug Testing and Paraphernalia Amendments,This bill concerns drug testing and paraphernalia.,0
SB0087,2023_2024,2023-RS,Criminal Prosecution Modifications,This bill addresses criminal prosecutions.,0
SB0088,2023_2024,2023-RS,Abortion Amendments,This bill modifies provisions relating to physician reporting requirements in connection with providing an abortion.,0
SB0089,2023_2024,2023-RS,Utah Retirement Amendments,This bill modifies the provisions relating to an employer match of employee contributions to a retirement savings account.,0
SB0090,2023_2024,2023-RS,Automobile Franchise Amendments,This bill makes changes to the New Automobile Franchise Act.,0
SB0091,2023_2024,2023-RS,Medical Cannabis Regulation Amendments,This bill amends provisions related to medical cannabis production.,0
SB0092,2023_2024,2023-RS,Special License Plate Designation,This bill creates the Great Salt Lake Preservation support special group license plate.,1
SB0093,2023_2024,2023-RS,Birth Certificate Modifications,This bill enacts provisions regarding amending vital records.,0
SB0094,2023_2024,2023-RS,Special Service District Bonds Amendments,This bill modifies provisions related to the issuance of special service district bonds secured by federal mineral lease payments.,0
