bill_id,term,session,title,summary,approp_bill,commem
ESB5355,2023_2024,2023_2024,AN ACT Relating to mandating instruction on sex trafficking prevention and identification for students in grades seven through 12;,Mandating instruction on sex trafficking prevention and identification for students in grades seven through 12.,0,0
SB5356,2023_2024,2023_2024,"AN ACT Relating to establishing guidelines for government procurement and use of automated decision systems in order to protect consumers, improve transparency, and create more market predictability;","Establishing guidelines for government procurement and use of automated decision systems in order to protect consumers, improve transparency, and create more market predictability.",0,0
SB5357,2023_2024,2023_2024,AN ACT Relating to establishing limitations on detached accessory dwelling units outside urban growth areas;,Establishing limitations on detached accessory dwelling units outside urban growth areas.,0,0
SB5358,2023_2024,2023_2024,AN ACT Relating to expanding veterans' services and programs;,Expanding veterans' services and programs.,0,0
SB5359,2023_2024,2023_2024,AN ACT Relating to establishing a responsible state spending limit with excess revenues dedicated to property tax relief;,Establishing a responsible state spending limit with excess revenues dedicated to property tax relief.,0,0
SB5360,2023_2024,2023_2024,AN ACT Relating to vehicle combinations that may be operated on public highways;,Concerning vehicle combinations that may be operated on public highways.,0,0
SB5361,2023_2024,2023_2024,AN ACT Relating to incentivizing cities and counties to increase employment of commissioned law enforcement officers;,Incentivizing cities and counties to increase employment of commissioned law enforcement officers.,0,0
SB5362,2023_2024,2023_2024,AN ACT Relating to advancing the due date for the department of ecology's report on the effects of the clean fuels program;,Advancing the due date for the department of ecology's report on the effects of the clean fuels program.,0,0
ESB5363,2023_2024,2023_2024,AN ACT Relating to cannabis retailer advertising;,Concerning cannabis retailer advertising.,0,0
SB5364,2023_2024,2023_2024,AN ACT Relating to increasing housing options through lot splitting;,Increasing housing options through lot splitting.,0,0
SB5365,2023_2024,2023_2024,"AN ACT Relating to the purchase, use, and possession of vapor and tobacco products by minors;",Preventing use of vapor and tobacco products by minors.,0,0
SB5366,2023_2024,2023_2024,AN ACT Relating to preventing utility shutoffs for nonpayment during extreme heat;,Preventing utility shutoffs for nonpayment during extreme heat.,0,0
SB5367,2023_2024,2023_2024,AN ACT Relating to the regulation of products containing THC;,Concerning the regulation of products containing THC.,0,0
SB5368,2023_2024,2023_2024,AN ACT Relating to establishing equitable access to the workers' compensation stay-at-work program by allowing employers to offer off-site light duty return to work opportunities to injured workers;,Expanding access to the workers' compensation stay-at-work program through off-site light duty return to work opportunities.,0,0
SB5369,2023_2024,2023_2024,AN ACT Relating to reassessing standards for polychlorinated biphenyls in consumer products;,Reassessing standards for polychlorinated biphenyls in consumer products.,0,0
SB5370,2023_2024,2023_2024,AN ACT Relating to adult protective services;,Concerning adult protective services.,0,0
SB5371,2023_2024,2023_2024,AN ACT Relating to protecting southern resident orcas from vessels;,Protecting southern resident orcas from vessels.,0,0
SB5372,2023_2024,2023_2024,AN ACT Relating to authorizing the department of natural resources to create and manage a trust land transfer program;,Authorizing the department of natural resources to create and manage a trust land transfer program.,0,0
SB5373,2023_2024,2023_2024,AN ACT Relating to requiring health carriers to reimburse advanced registered nurse practitioners and physician assistants at the same rate as physicians for the same services;,"Requiring equal reimbursement for advanced registered nurse practitioners, physician assistants, and physicians.",0,0
SB5374,2023_2024,2023_2024,AN ACT Relating to the adoption of county critical area ordinances by cities;,Concerning the adoption of county critical area ordinances by cities.,0,0
SB5375,2023_2024,2023_2024,AN ACT Relating to taxation of low-proof beverages;,Concerning taxation of low-proof beverages.,0,0
SB5376,2023_2024,2023_2024,AN ACT Relating to the sale of cannabis waste;,Allowing the sale of cannabis waste.,0,0
SB5377,2023_2024,2023_2024,AN ACT Relating to cannabis license ownership;,Concerning cannabis license ownership.,0,0
SB5378,2023_2024,2023_2024,"AN ACT Relating to requiring voter education within jurisdictions engaged in changing the method of selecting candidates during a primary or removing a primary as the result of employing a single event election process in a general election including a new cause of action, and reversion of the candidate selection processes when necessary;",Concerning voter education.,0,0
SB5379,2023_2024,2023_2024,AN ACT Relating to supporting innovation at associate development organizations;,Supporting innovation at associate development organizations.,0,0
SB5380,2023_2024,2023_2024,AN ACT Relating to clean energy siting;,Concerning clean energy siting.,0,0
SB5381,2023_2024,2023_2024,AN ACT Relating to letters of recommendation or congratulations sent by legislators;,Concerning letters of recommendation or congratulations sent by legislators.,0,0
SB5382,2023_2024,2023_2024,AN ACT Relating to off-duty employment of fish and wildlife officers;,Concerning off-duty employment of fish and wildlife officers.,0,0
SB5383,2023_2024,2023_2024,AN ACT Relating to pedestrians crossing and moving along roadways;,Concerning pedestrians crossing and moving along roadways.,0,0
SB5384,2023_2024,2023_2024,AN ACT Relating to the Walla Walla water 2050 plan;,Concerning the Walla Walla water 2050 plan.,0,0
SB5385,2023_2024,2023_2024,AN ACT Relating to work performed by institutions of higher education;,Concerning work performed by institutions of higher education.,0,0
SB5386,2023_2024,2023_2024,AN ACT Relating to reducing administrative complexity by increasing transparency of revenue flows for activities funded by document recording fees;,Reducing administrative complexity by increasing transparency of revenue flows for activities funded by document recording fees.,0,0
SB5387,2023_2024,2023_2024,AN ACT Relating to homeowner and renter tax relief;,Concerning property tax relief for homeowners and renters.,0,0
SB5388,2023_2024,2023_2024,AN ACT Relating to improving diversity in clinical trials;,Concerning improving diversity in clinical trials.,0,0
SB5389,2023_2024,2023_2024,AN ACT Relating to the practice of optometry;,Concerning the practice of optometry.,0,0
SB5390,2023_2024,2023_2024,AN ACT Relating to establishing a programmatic safe harbor agreement on forestlands;,Establishing a programmatic safe harbor agreement on forestlands.,0,0
SB5391,2023_2024,2023_2024,"AN ACT Relating to the modeling, measurement, and reporting of embodied carbon emission reductions from structural building products in state-funded projects;","Modeling, measurement, and reporting embodied carbon emission reductions from structural building products in state-funded projects.",0,0
SB5392,2023_2024,2023_2024,AN ACT Relating to overpayments for certain matters;,Concerning overpayments for certain matters.,0,0
SB5393,2023_2024,2023_2024,AN ACT Relating to addressing affordability through health care provider contracting;,Addressing affordability through health care provider contracting.,0,0
SB5394,2023_2024,2023_2024,AN ACT Relating to malpractice insurance for international medical graduate supervisors;,Concerning malpractice insurance for international medical graduate supervisors.,0,0
SB5395,2023_2024,2023_2024,"AN ACT Relating to increasing the real estate technology fee dedicated to the maintenance and operation of property tax and real estate excise tax electronic processing, reporting, and revaluation systems;","Increasing the real estate technology fee dedicated to the maintenance and operation of property tax and real estate excise tax electronic processing, reporting, and revaluation systems.",0,0
SB5396,2023_2024,2023_2024,AN ACT Relating to cost sharing for diagnostic and supplemental breast examinations;,Concerning cost sharing for diagnostic and supplemental breast examinations.,0,0
SB5397,2023_2024,2023_2024,"AN ACT Relating to preserving public benefit payments to people in the care of the department of children, youth, and families;","Preserving public benefit payments to people in the care of the department of children, youth, and families.",0,0
SB5398,2023_2024,2023_2024,AN ACT Relating to domestic violence funding allocation;,Concerning domestic violence funding allocation.,0,0
SB5399,2023_2024,2023_2024,AN ACT Relating to future listing right purchase contracts;,Providing for future listing right purchase contracts.,0,0
SB5400,2023_2024,2023_2024,AN ACT Relating to actions by health professions disciplining authorities against license applicants and license holders for providing reproductive health care services or gender affirming treatment;,Concerning actions by health professions disciplining authorities against license applicants and license holders.,0,0
SB5401,2023_2024,2023_2024,AN ACT Relating to modifying the operation of motorcycles on roadways laned for traffic;,Modifying the operation of motorcycles on roadways laned for traffic.,0,0
SB5402,2023_2024,2023_2024,AN ACT Relating to authorizing public transportation benefit areas to become limited authority Washington law enforcement agencies;,Authorizing public transportation benefit areas to become limited authority Washington law enforcement agencies.,0,0
SB5403,2023_2024,2023_2024,AN ACT Relating to establishing school district depreciation subfunds for the purposes of preventative maintenance;,Establishing school district depreciation subfunds for the purposes of preventative maintenance.,0,0
SB5404,2023_2024,2023_2024,AN ACT Relating to increasing cannabis revenue distributions to local governments;,Increasing cannabis revenue distributions to local governments.,0,0
SB5405,2023_2024,2023_2024,AN ACT Relating to modifying the liquor and cannabis board's subpoena authority relating to cannabis investigations;,Modifying the liquor and cannabis board's subpoena authority.,0,0
SB5406,2023_2024,2023_2024,AN ACT Relating to clarifying ambiguities in statutory provisions administered by the department of revenue relating to periodic adjustments;,Clarifying ambiguities in statutory provisions administered by the department of revenue relating to periodic adjustments.,0,0
SB5407,2023_2024,2023_2024,AN ACT Relating to the administration of property taxes;,Concerning the administration of property taxes.,0,0
SB5408,2023_2024,2023_2024,AN ACT Relating to establishing the ninth grade success grant program;,Establishing the ninth grade success grant program.,0,0
SB5409,2023_2024,2023_2024,AN ACT Relating to requiring voter identifier numbers to match driver's license or identicard numbers;,Requiring voter identifier numbers to match driver's license or identicard numbers.,0,0
SB5410,2023_2024,2023_2024,AN ACT Relating to establishing a task force of the geoduck comanagers to identify harvest opportunities to promote tribal treaty rights to geoduck and enhance state geoduck harvest opportunities;,Establishing a task force of the geoduck comanagers to identify harvest opportunities to promote tribal treaty rights to geoduck and enhance state geoduck harvest opportunities.,0,0
SB5411,2023_2024,2023_2024,AN ACT Relating to addressing a shortage of primary care services by increasing the scope of practice of naturopathic physicians;,Increasing the scope of practice of naturopathic physicians.,0,0
SB5412,2023_2024,2023_2024,"AN ACT Relating to reducing local governments' land use permitting workloads, by ensuring objective and timely design review for housing and other land use proposals within cities and counties and allowing proposed housing within urban growth boundaries to rely on environmental reviews completed at the comprehensive planning level;",Reducing local governments' land use permitting workloads.,0,0
SB5413,2023_2024,2023_2024,"AN ACT Relating to housing for essential needs and aged, blind, and disabled assistance programs;","Concerning housing for essential needs and aged, blind, and disabled assistance programs.",0,0
SB5414,2023_2024,2023_2024,AN ACT Relating to providing voters with information regarding elections law violations within the voters' pamphlet;,Providing voters with information regarding elections law violations within the voters' pamphlet.,0,0
SB5415,2023_2024,2023_2024,AN ACT Relating to public defense services for persons committed as not guilty by reason of insanity;,Concerning public defense services for persons committed as not guilty by reason of insanity.,0,0
SB5416,2023_2024,2023_2024,AN ACT Relating to compelling the state building code council to expand residential building code classifications;,Compelling the state building code council to expand residential building code classifications.,0,0
SB5417,2023_2024,2023_2024,AN ACT Relating to protecting the rights of workers exercising their right to refrain from attending meetings or listening to their employer's speech on political or religious matters;,Protecting the rights of workers to refrain from attending meetings or listening to their employer's speech on political or religious matters.,0,0
SB5418,2023_2024,2023_2024,AN ACT Relating to expanding the definition of public work;,Expanding the definition of public work.,0,0
SB5419,2023_2024,2023_2024,AN ACT Relating to removing the requirement that the Washington state institute of public policy conduct an outcome evaluation of case aides who provide short-term relief for certain foster families;,Removing a Washington state institute of public policy outcome evaluation requirement.,0,0
SB5420,2023_2024,2023_2024,AN ACT Relating to participating in insurance plans and contracts by separated plan 2 members of certain retirement systems;,Concerning participating in insurance plans and contracts by separated plan 2 members of certain retirement systems.,0,0
SB5421,2023_2024,2023_2024,AN ACT Relating to exempting benefit enrollment information collected and maintained by the health care authority from public inspection and copying under the public records act;,Exempting benefit enrollment information collected and maintained by the health care authority from public inspection and copying under the public records act.,0,0
SB5422,2023_2024,2023_2024,AN ACT Relating to providing access to behavioral health services to children using licensed clinicians colocated within the school;,Providing access to behavioral health services to children using licensed clinicians colocated within the school.,0,0
SB5423,2023_2024,2023_2024,AN ACT Relating to eligibility for working connections child care benefits for persons participating in registered apprenticeships;,Providing eligibility for working connections child care benefits.,0,0
SB5424,2023_2024,2023_2024,AN ACT Relating to flexible work for general and limited authority Washington peace officers;,Concerning flexible work for general and limited authority Washington peace officers.,0,0
SB5425,2023_2024,2023_2024,AN ACT Relating to fire protection sprinkler system contractors;,Concerning fire protection sprinkler system contractors.,0,0
SB5426,2023_2024,2023_2024,AN ACT Relating to implementing the family connections program;,Implementing the family connections program.,0,0
SB5427,2023_2024,2023_2024,"AN ACT Relating to supporting people who have been targeted or affected by hate crimes and bias incidents by establishing a reporting hotline, tracking hate crimes and bias incidents, and creating a compensation program and assistance fund;",Concerning people who have been targeted or affected by hate crimes and bias incidents.,0,0
SB5428,2023_2024,2023_2024,"AN ACT Relating to modifying state procurement procedures for competitive, sole source, convenience, and emergency goods and services contracts;","Modifying state procurement procedures for competitive, sole source, convenience, and emergency goods and services contracts.",0,0
SB5429,2023_2024,2023_2024,AN ACT Relating to a motor carrier's ability to access restroom facilities required by rules authorized under chapter 49.17 RCW;,Concerning a motor carrier’s ability to access restroom facilities required by rules authorized under chapter 49.17 RCW.,0,0
SB5430,2023_2024,2023_2024,AN ACT Relating to providing support for low-income novice drivers to receive driver training;,Providing support for low-income novice drivers to receive driver training.,0,0
SB5431,2023_2024,2023_2024,AN ACT Relating to requiring and funding the purchase of zero emission school buses;,Requiring and funding the purchase of zero emission school buses.,0,0
SB5432,2023_2024,2023_2024,AN ACT Relating to the privacy of lottery players;,Concerning the privacy of lottery players.,0,0
SB5433,2023_2024,2023_2024,AN ACT Relating to derelict aquatic structures;,Concerning the removal of derelict aquatic structures and restoration of aquatic lands.,0,0
SB5434,2023_2024,2023_2024,AN ACT Relating to the jurisdiction of juvenile court;,Concerning the jurisdiction of juvenile court.,0,0
SB5435,2023_2024,2023_2024,AN ACT Relating to residential rent increases under the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act;,Concerning residential rent increases under the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act.,0,0
SB5436,2023_2024,2023_2024,AN ACT Relating to transfers of firearms to museums and historical societies;,Concerning transfers of firearms to museums and historical societies.,0,0
SB5437,2023_2024,2023_2024,AN ACT Relating to vacancies of the governing body of special purpose districts;,Concerning vacancies of the governing body of special purpose districts.,0,0
SB5438,2023_2024,2023_2024,AN ACT Relating to facilitating supportive relationships with family and significant individuals within the behavioral health system;,Facilitating supportive relationships with family and significant individuals within the behavioral health system.,0,0
SB5439,2023_2024,2023_2024,AN ACT Relating to livestock identification;,Concerning livestock identification.,0,0
SB5440,2023_2024,2023_2024,AN ACT Relating to providing timely competency evaluations and restoration services to persons suffering from behavioral health disorders within the framework of the forensic mental health care system consistent with the requirements agreed to in the Trueblood settlement agreement;,Providing timely competency evaluations and restoration services to persons suffering from behavioral health disorders.,0,0
SB5441,2023_2024,2023_2024,"AN ACT Relating to promoting and supporting the development and adoption of school district curricula that is diverse, equitable, and inclusive;","Promoting the adoption of school district curricula that is diverse, equitable, and inclusive.",0,0
SB5442,2023_2024,2023_2024,AN ACT Relating to enrichment funding for charter public schools;,Providing enrichment funding for charter public schools.,0,0
SB5443,2023_2024,2023_2024,AN ACT Relating to lien priority of mortgages and deeds of trust;,Concerning lien priority of mortgages and deeds of trust.,0,0
SB5444,2023_2024,2023_2024,AN ACT Relating to firearm sensitive places;,Concerning firearm sensitive places.,0,0
SB5445,2023_2024,2023_2024,AN ACT Relating to cost-sharing fairness;,Concerning cost-sharing fairness.,0,0
SB5446,2023_2024,2023_2024,AN ACT Relating to the restoration of local government authority to regulate firearms by adopting ordinances or regulations relating to firearms that are in addition to or more restrictive than the requirements of state law;,Concerning local government authority to regulate firearms.,0,0
SB5447,2023_2024,2023_2024,AN ACT Relating to promoting the alternative jet fuel industry in Washington;,Promoting the alternative jet fuel industry in Washington.,0,0
SB5448,2023_2024,2023_2024,AN ACT Relating to liquor licensee privileges for the delivery of alcohol;,Concerning liquor licensee privileges for the delivery of alcohol.,0,0
SB5449,2023_2024,2023_2024,AN ACT Relating to the requirements for school buses used for purposes other than the transportation of students;,Concerning the requirements for school buses used for purposes other than the transportation of students.,0,0
SB5450,2023_2024,2023_2024,AN ACT Relating to parenting plans;,Addressing parenting plans.,0,0
SB5451,2023_2024,2023_2024,AN ACT Relating to allowing qualifying persons serving long sentences committed prior to reaching 25 years of age to seek review for possible release from incarceration;,Allowing qualifying persons serving long sentences committed prior to reaching 25 years of age to seek review for possible release from incarceration.,0,0
SB5452,2023_2024,2023_2024,AN ACT Relating to authorizing impact fee revenue to fund improvements to bicycle and pedestrian facilities;,Authorizing impact fee revenue to fund improvements to bicycle and pedestrian facilities.,0,0
SB5453,2023_2024,2023_2024,AN ACT Relating to female genital mutilation;,Concerning female genital mutilation.,0,0
SB5454,2023_2024,2023_2024,AN ACT Relating to industrial insurance coverage for posttraumatic stress disorders affecting registered nurses;,Concerning industrial insurance coverage for posttraumatic stress disorders affecting registered nurses.,0,0
SB5455,2023_2024,2023_2024,AN ACT Relating to classification as a competitive telecommunications company for an incumbent local exchange carrier currently operating under an alternative form of regulation authorized by RCW 80.36.135;,Concerning classification as a competitive telecommunications company for an incumbent local exchange carrier currently operating under an alternative form of regulation authorized by RCW 80.36.135.,0,0
SB5456,2023_2024,2023_2024,AN ACT Relating to encouraging transit-oriented development through a prohibition on the imposition of minimum parking requirements except under certain circumstances;,Prohibiting the imposition of minimum parking requirements except under certain circumstances.,0,0
SB5457,2023_2024,2023_2024,AN ACT Relating to implementing growth management task force legislative recommendations regarding small cities;,Implementing growth management task force legislative recommendations regarding small cities.,0,0
SB5458,2023_2024,2023_2024,AN ACT Relating to port districts public works contracting;,Concerning port districts public works contracting.,0,0
SB5459,2023_2024,2023_2024,AN ACT Relating to requests for records containing election information;,Concerning requests for records containing election information.,0,0
SB5460,2023_2024,2023_2024,AN ACT Relating to collection of assessments for irrigation and rehabilitation districts;,Concerning collection of assessments for irrigation and rehabilitation districts.,0,0
SB5461,2023_2024,2023_2024,AN ACT Relating to requiring the removal of graffiti on department of transportation property;,Requiring the removal of graffiti on department of transportation property.,0,0
ESB5462,2023_2024,2023_2024,AN ACT Relating to promoting inclusive learning standards and instructional materials in public schools;,Promoting inclusive learning standards and instructional materials in public schools.,0,0
SB5463,2023_2024,2023_2024,AN ACT Relating to juvenile access to an attorney;,Concerning juvenile access to an attorney.,0,0
SB5464,2023_2024,2023_2024,"AN ACT Relating to promoting the fair servicing and repair of digital electronic equipment in a safe, secure, reliable, and sustainable manner to increase access to appropriate and affordable digital electronic equipment, support small businesses and jobs, and enhance digital connectivity in Washington state;",Promoting the fair servicing and repair of digital electronic equipment.,0,0
SB5465,2023_2024,2023_2024,AN ACT Relating to increasing tourism to Washington state through enhancement of the statewide tourism marketing account and changing necessary match requirements;,Increasing tourism to Washington state through enhancement of the statewide tourism marketing account and changing necessary match requirements.,0,0
SB5466,2023_2024,2023_2024,AN ACT Relating to promoting transit-oriented development;,Promoting transit-oriented development.,0,0
SB5467,2023_2024,2023_2024,AN ACT Relating to encouraging treatment for possession of certain counterfeit drugs or controlled substances;,Encouraging treatment for possession of certain counterfeit drugs or controlled substances.,0,0
SB5468,2023_2024,2023_2024,AN ACT Relating to ensuring that firefighters who accept promotional firefighter positions within a fire department remain members of the law enforcement officers' and firefighters' retirement system;,Ensuring that firefighters who accept promotional firefighter positions within a fire department remain members of the law enforcement officers' and firefighters' retirement system.,0,0
SB5469,2023_2024,2023_2024,AN ACT Relating to creating the covenant homeownership account and program to address the history of housing discrimination due to racially restrictive real estate covenants in Washington state;,Creating the covenant homeownership account and program to address the history of housing discrimination due to racially restrictive real estate covenants in Washington state.,0,0
SB5470,2023_2024,2023_2024,AN ACT Relating to creating a new health profession for lactation consultants;,Creating a new health profession for lactation consultants.,0,0
SB5471,2023_2024,2023_2024,AN ACT Relating to the use of electric-assisted bicycles on certain trails and roads by persons with disabilities;,Addressing the use of electric-assisted bicycles on certain trails and roads by persons with disabilities.,0,0
SB5472,2023_2024,2023_2024,AN ACT Relating to providing incentives to employers to hire certain hard-to-place job seekers;,Providing incentives to employers to hire certain hard-to-place job seekers.,0,0
SB5473,2023_2024,2023_2024,AN ACT Relating to project permit timelines;,Concerning project permit timelines.,0,0
SB5474,2023_2024,2023_2024,AN ACT Relating to decreasing barriers to successful community participation for individuals involved in the juvenile justice system;,Concerning juvenile justice.,0,0
SB5475,2023_2024,2023_2024,AN ACT Relating to the scoring of prior juvenile offenses in sentencing range calculations;,Concerning the scoring of prior juvenile offenses in sentencing range calculations.,0,0
SB5476,2023_2024,2023_2024,"AN ACT Relating to authorizing an agricultural employer to select any 12 weeks in a calendar year as special circumstance weeks for labor demand, during which in each of the selected 12 weeks, the agricultural employer may employ agricultural employees for up to 50 hours before the requirement to pay overtime applies under RCW 49.46.130;",Authorizing agricultural employers to select 12 weeks a year to employ workers for up to 50 hours a week before overtime applies.,0,0
SB5477,2023_2024,2023_2024,AN ACT Relating to implementing the recommendations of the Washington state missing and murdered indigenous women and people task force;,Implementing the recommendations of the Washington state missing and murdered indigenous women and people task force.,0,0
SB5478,2023_2024,2023_2024,AN ACT Relating to installing signs on or near bridges to provide information to deter jumping;,Installing signs on or near bridges to provide information to deter jumping.,0,0
SB5479,2023_2024,2023_2024,"AN ACT Relating to delaying the long-term services and supports trust program tax to allow a proposition to be submitted to repeal the long-term services and supports trust program authorized in chapter 50B.04 RCW, including the repeal of taxes to be paid by employees through payroll deductions;",Repealing the long-term services and supports trust program.,0,0
SB5480,2023_2024,2023_2024,AN ACT Relating to accelerating stability for people with a work-limiting disability or incapacity;,Accelerating stability for people with a work-limiting disability or incapacity.,0,0
SB5481,2023_2024,2023_2024,AN ACT Relating to the uniform telemedicine act;,Concerning the uniform telemedicine act.,0,0
SB5482,2023_2024,2023_2024,AN ACT Relating to the margin tax;,Concerning the margin tax.,0,0
SB5483,2023_2024,2023_2024,AN ACT Relating to classification of digital processing services;,Concerning the classification of digital processing services.,0,0
SB5484,2023_2024,2023_2024,AN ACT Relating to supporting Washington's food production system by providing technical assistance in support of improved voluntary environmental stewardship;,Supporting Washington's food production system by providing technical assistance in support of improved voluntary environmental stewardship.,0,0
SB5485,2023_2024,2023_2024,AN ACT Relating to public employee reimbursement for child and adult dependent care expenses;,Concerning public employee reimbursement for child and adult dependent care expenses.,0,0
SB5486,2023_2024,2023_2024,"AN ACT Relating to investing in Washington families and creating a more fair tax system by enacting a narrowly tailored property tax on extreme wealth derived from the ownership of stocks, bonds, and other financial intangible property;","Investing in Washington families and creating a more fair tax system by enacting a narrowly tailored property tax on extreme wealth derived from the ownership of stocks, bonds, and other financial intangible property.",0,0
SB5487,2023_2024,2023_2024,AN ACT Relating to parking at rest areas;,Concerning parking at rest areas.,0,0
SB5488,2023_2024,2023_2024,"AN ACT Relating to dedicating the enhanced food fish excise tax revenue to the fish, wildlife, and conservation account for the purpose of maintaining fishing, hunting, and recreational opportunities;","Dedicating the enhanced food fish excise tax revenue to the fish, wildlife, and conservation account for the purpose of maintaining fishing, hunting, and recreational opportunities.",0,0
SB5489,2023_2024,2023_2024,AN ACT Relating to protecting access to reproductive health care services and gender-affirming treatment in Washington state;,Concerning access to reproductive health care services and gender-affirming treatment in Washington state.,0,0
SB5490,2023_2024,2023_2024,AN ACT Relating to health care coverage for retired or disabled employees denied coverage for failure to timely notify the authority of their intent to defer coverage;,Concerning health care coverage for retired or disabled employees denied coverage for failure to timely notify the authority of their intent to defer coverage.,0,0
SB5491,2023_2024,2023_2024,AN ACT Relating to allowing for residential buildings of a certain height to be served by a single exit under certain conditions;,Allowing for residential buildings of a certain height to be served by a single exit under certain conditions.,0,0
SB5492,2023_2024,2023_2024,AN ACT Relating to improving health care affordability for older adults and people with disabilities on medicare;,Improving health care affordability for older adults and people with disabilities on medicare.,0,0
SB5493,2023_2024,2023_2024,AN ACT Relating to eliminating a business and occupation tax deduction for financial institutions to fund affordable housing;,Eliminating a business and occupation tax deduction for financial institutions to fund affordable housing.,0,0
SB5494,2023_2024,2023_2024,AN ACT Relating to government incentives for improving freight railroad infrastructure;,Providing incentives to improve freight railroad infrastructure.,0,0
SB5495,2023_2024,2023_2024,AN ACT Relating to property tax rebates for homeowners and renters;,Concerning property tax rebates for homeowners and renters.,0,0
SB5496,2023_2024,2023_2024,AN ACT Relating to creating the covenant homeownership account and program to address the history of housing discrimination due to racially restrictive real estate covenants in Washington state;,Creating the covenant homeownership account and program to address the history of housing discrimination due to racially restrictive real estate covenants in Washington state.,0,0
SB5497,2023_2024,2023_2024,AN ACT Relating to medicaid expenditures;,Concerning medicaid expenditures.,0,0
SB5498,2023_2024,2023_2024,AN ACT Relating to creating the hospital-based nurse student loan repayment assistance program under the Washington health corps;,Creating the hospital-based nurse student loan repayment assistance program under the Washington health corps.,0,0
SB5499,2023_2024,2023_2024,AN ACT Relating to the multistate nurse licensure compact;,Concerning the multistate nurse licensure compact.,0,0
SB5500,2023_2024,2023_2024,AN ACT Relating to retail sales tax exemptions for certain aircraft maintenance and repair;,Concerning retail sales tax exemptions for certain aircraft maintenance and repair.,0,0
SB5501,2023_2024,2023_2024,AN ACT Relating to establishing a public education program to reduce the incidence of stillbirth using a platform for recording and tracking fetal movements;,Establishing a public education program to reduce the incidence of stillbirth using a platform for recording and tracking fetal movements.,0,0
SB5502,2023_2024,2023_2024,AN ACT Relating to ensuring necessary access to substance use disorder treatment for individuals entering the graduated reentry program at the department of corrections;,Ensuring access to substance use disorder treatment.,0,0
SB5503,2023_2024,2023_2024,AN ACT Relating to establishing requirements for uniform clinical placement hours for nursing education programs;,Establishing requirements for uniform clinical placement hours for nursing education programs.,0,0
SB5504,2023_2024,2023_2024,AN ACT Relating to open motor vehicle safety recalls;,Addressing open motor vehicle safety recalls.,0,0
SB5505,2023_2024,2023_2024,AN ACT Relating to addressing learning loss by expanding the school year;,Addressing learning loss by expanding the school year.,0,0
SB5506,2023_2024,2023_2024,AN ACT Relating to enhanced behavior support homes;,Establishing an enhanced behavior support homes model.,0,0
SB5507,2023_2024,2023_2024,AN ACT Relating to increasing tenure-track faculty at the public baccalaureate institutions;,Increasing tenure-track faculty at the public baccalaureate institutions.,0,0
SB5508,2023_2024,2023_2024,AN ACT Relating to promoting local agriculture through greenhouses;,Promoting local agriculture through greenhouses.,0,0
SB5509,2023_2024,2023_2024,AN ACT Relating to the creation of the Washington state public infrastructure bank;,Creating the Washington state public infrastructure bank.,0,0
SB5510,2023_2024,2023_2024,AN ACT Relating to addressing the current backlog of vehicle inspections;,Addressing the current backlog of vehicle inspections.,0,0
SB5511,2023_2024,2023_2024,AN ACT Relating to enhancing and improving the equity of K-12 education funding;,Enhancing and improving the equity of K-12 education funding.,0,0
SB5512,2023_2024,2023_2024,AN ACT Relating to adding financial transparency reporting requirements to the public four-year dashboard;,Adding financial transparency reporting requirements to the public four-year dashboard.,0,0
SB5513,2023_2024,2023_2024,AN ACT Relating to mental health counseling at community and technical colleges;,Concerning mental health counseling at community and technical colleges.,0,0
SB5514,2023_2024,2023_2024,AN ACT Relating to prohibiting drivers from making a right turn within proximity of certain facilities;,Prohibiting drivers from making a right turn within proximity of certain facilities.,0,0
SB5515,2023_2024,2023_2024,AN ACT Relating to protecting children from child abuse and neglect;,Protecting children from child abuse and neglect.,0,0
SB5516,2023_2024,2023_2024,AN ACT Relating to exempting clay targets from sales and use tax;,Exempting clay targets from sales and use tax.,0,0
SB5517,2023_2024,2023_2024,AN ACT Relating to enacting recommendations from the joint legislative task force on water resource mitigation;,Enacting recommendations from the joint legislative task force on water resource mitigation.,0,0
SB5518,2023_2024,2023_2024,AN ACT Relating to the protection of critical constituent and state operational data against the financial and personal harm caused by ransomware and other malicious cyber activities;,Concerning the protection of critical constituent and state operational data against the financial and personal harm caused by ransomware and other malicious cyber activities.,0,0
SB5519,2023_2024,2023_2024,AN ACT Relating to improving consumer affordability through the health care cost transparency board;,Improving consumer affordability through the health care cost transparency board.,0,0
SB5520,2023_2024,2023_2024,AN ACT Relating to establishing the fire service policy board and improving fire service training and mobilization;,Establishing the fire service policy board and improving fire service training and mobilization.,0,0
SB5521,2023_2024,2023_2024,AN ACT Relating to the purchase and distribution of insignia to manufacturers of recreational vehicles and/or park trailers;,Addressing the purchase and distribution of insignia to manufacturers of recreational vehicles and/or park trailers.,0,0
SB5522,2023_2024,2023_2024,AN ACT Relating to adding a stipend to the Washington college grant program;,Adding a stipend to the Washington college grant program.,0,0
SB5523,2023_2024,2023_2024,AN ACT Relating to addressing the forensic pathologist shortage;,Addressing the forensic pathologist shortage.,0,0
SB5524,2023_2024,2023_2024,AN ACT Relating to industrial insurance self-insured employer and third-party administrator penalties and duties;,Concerning the duties of industrial insurance self-insured employers and third-party administrators.,0,0
