state,term,sponsor,legiscan_id,chamber,party,district,not_actually_in_chamber,notes
TX,2023_2024,Dade Phelan,16843,H,R,HD-021,FALSE,Speaker - served full term with LES=0
TX,2023_2024,Fanny Jetton,24949,H,R,HD-026,FALSE,Served entire 1st special session
