bill_id,term,session,summary,subjects,commem
HB2766,2023_2024,2023-RS,To clarify when inmates may receive “good time” or time served,Crime,0
HB2767,2023_2024,2023-RS,Constitutional Officer Housing allowance,Constitutional Officers,0
HB2768,2023_2024,2023-RS,To require all state entities and Chapter 30 boards to use “.gov” domains and e-mail addresses,Boards and Commissions; County Officials,0
HB2769,2023_2024,2023-RS,Remove licensure requirements for certain radon specialists,Health; Professions and Occupations,0
HB2770,2023_2024,2023-RS,Expanding the eligibility requirements for private investigator and security guard licensure,Professions and Occupations,0
HB2771,2023_2024,2023-RS,Removing marijuana as a tested substance from the screening requirements,Health; Labor,0
HB2772,2023_2024,2023-RS,Create the Statewide Online Education Act,Education (K12),0
HB2773,2023_2024,2023-RS,Create the Education Tax Credit,Taxation,0
HB2774,2023_2024,2023-RS,Welcome Home Grant Program,Governor -- Bills Requested By,0
HB2775,2023_2024,2023-RS,Raise pay for certain state employees,Governor -- Bills Requested By,0
HB2776,2023_2024,2023-RS,Updating meaning of federal adjusted gross income and certain other terms used in West Virginia Personal Income Tax Act,Governor -- Bills Requested By; Taxation,0
HB2777,2023_2024,2023-RS,Updating federal taxable income and other terms in the West Virginia Corporation Net Income Tax Act,Governor -- Bills Requested By; Taxation,0
HB2778,2023_2024,2023-RS,To create curriculum transparency in public schools,Governor -- Bills Requested By; Taxation,0
HB2779,2023_2024,2023-RS,To make those who fail drug test ineligible for unemployment,Unemployment Compensation,0
HB2780,2023_2024,2023-RS,Repeal municipal amusement tax,Taxation,0
HB2781,2023_2024,2023-RS,Establishing Comprehensive Highway Paving Plan,Roads and Transportation,0
HB2782,2023_2024,2023-RS,Require all municipal elections  be held on the same election day in November that other state elections are on,Elections,0
HB2783,2023_2024,2023-RS,To remove primates as a dangerous wild animal,Agriculture; Health; Natural Resources,0
HB2784,2023_2024,2023-RS,Relating to duty to prosecute,Counties; County Officials; Courts; Crime,0
HB2785,2023_2024,2023-RS,Relating to PEIA reimbursement,Insurance,0
HB2786,2023_2024,2023-RS,Objective Reality in Government Act,Finance and Administration,0
HB2787,2023_2024,2023-RS,Farm Direct Feed Sales Exemption,Agriculture,0
HB2788,2023_2024,2023-RS,Repealing vehicle inspection sticker requirements in WV,Motor Vehicles,0
HB2789,2023_2024,2023-RS,Removing birthing centers from certificate of need,Health,0
HB2790,2023_2024,2023-RS,WV Historical Monument Preservation and Restoration Act,Finance and Administration,0
HB2791,2023_2024,2023-RS,Relating to appointing members to county authorities,Retirement,0
HB2792,2023_2024,2023-RS,Relating to Election Runoff,Elections,0
HB2793,2023_2024,2023-RS,Relating to mental health treatment for inmates,Corrections,0
HB2794,2023_2024,2023-RS,To create a special license plate for 100% disabled veterans,Motor Vehicles,0
HB2795,2023_2024,2023-RS,To update the definition of libel in West Virginia,Crime,0
HB2796,2023_2024,2023-RS,To exempt daylight fluorescent outer garments from sales,Natural Resources,0
HB2797,2023_2024,2023-RS,Providing that microschool tuition and fees are qualifying expenses for Hope Scholarship accounts,Education (K12),0
HB2798,2023_2024,2023-RS,Clarifying that the time limitations provided for filing occupational pneumoconiosis claims do not apply or otherwise limit the ability of a claimant to obtain an evaluation from the Occupational Pneumoconiosis Board.,Health,0
HB2799,2023_2024,2023-RS,Impose criminal liability and penalties upon purchasers of goods for delivery who refuse to return rejected goods to the vendor after the purchaser has had their purchase money reimbursed,Crime,0
HB2800,2023_2024,2023-RS,All relating to authorizing legislative rules regarding higher education,Education (Higher); Rule Making Authority,0
HB2801,2023_2024,2023-RS,Relating to Social Media privacy and educational institutions,Education (Higher),0
HB2802,2023_2024,2023-RS,Creating the Economic Development Tuition Waiver,Education (Higher),0
HB2803,2023_2024,2023-RS,Remove felonies from reason to disqualify from voting,Elections,0
HB2804,2023_2024,2023-RS,Reinstate the Contractor Licensing Board under the Division of Labor in Chapter 21,Labor; Professions and Occupations,0
HB2805,2023_2024,2023-RS,"Amending requirements for licensure relating to elevator mechanics, crane operators, HVAC, electricians, and plumbers",Labor; Professions and Occupations,0
HB2806,2023_2024,2023-RS,Relating to an occupational limited license,Motor Vehicles,0
HB2807,2023_2024,2023-RS,Creating the Virtual Public Schools Act,Education (K12),0
HB2808,2023_2024,2023-RS,Relating to taxation of gambling and lottery winnings,Taxation,0
HB2809,2023_2024,2023-RS,Relating to protections for workers at state health care facilities who report unsafe patient care or unsafe patient conditions,Health,0
HB2810,2023_2024,2023-RS,Relating to data disposal protection,Consumer Protection,0
HB2811,2023_2024,2023-RS,Permitting anyone over 65 to vote absentee,Elections,0
HB2812,2023_2024,2023-RS,Modifying legislative spending in both chambers,Legislature,0
HB2813,2023_2024,2023-RS,Provide for disclosure of potentially harmful ingredients in menstrual products,Consumer Protection; Health,0
HB2814,2023_2024,2023-RS,To create a Hydrogen power task force,Energy,0
HB2815,2023_2024,2023-RS,"Provide that first $5000 per year earned on Military Duty, Active, National Guard, or Reserves be exempt from the WV State Income Tax.",Military and Veterans,0
HB2816,2023_2024,2023-RS,"Any judgment by a mayor, any individual exercising the mayor’s functions, the police court judge, or municipal judge of city be obligated to the Model Rules of Judicial Conduct.",Constitutional Officers; Local and Special Laws,0
HB2817,2023_2024,2023-RS,Relating to Public Service Commission jurisdiction over alternative fuel for motor vehicles,Public Service Commission,0
HB2818,2023_2024,2023-RS,Make first day of gun season for deer to Saturday before Thanksgiving holiday,Natural Resources,0
HB2819,2023_2024,2023-RS,To add State Fire Marshals to the statute to be included with law enforcement that receive information related to school safety requirements,Education (K12); Public Safety,0
HB2820,2023_2024,2023-RS,To provide HOPE Scholarship recipients with the ability to play sports,Education (K12),0
HB2821,2023_2024,2023-RS,Relating to taxation of gambling and lottery winnings,,0
HB2822,2023_2024,2023-RS,Relating to the consumers sales and service tax and returning the refundable exemption for sales of construction and maintenance materials acquired by a second party for use in Division of Highways projects,Roads and Transportation,0
HB2823,2023_2024,2023-RS,Allowing for Religious Exemptions of Vaccine Requirements in Primary and Secondary Schools,Education (K12); Health,0
HB2824,2023_2024,2023-RS,Relating to campus carry,Education (Higher),0
HB2825,2023_2024,2023-RS,Relating to prohibiting mask mandates,Health,0
HB2826,2023_2024,2023-RS,Remove variable rate on gas tax,Taxation,0
HB2827,2023_2024,2023-RS,Make public charter schools eligible for Safe Schools Funds,Education (K12),0
HB2828,2023_2024,2023-RS,Relating to WV teaching salaries,Education (K12),0
HB2829,2023_2024,2023-RS,To increase pay for EMT drivers,Health,0
HB2830,2023_2024,2023-RS,Providing for solar energy production on formerly mined land,Energy,0
HB2831,2023_2024,2023-RS,Relating to limiting the personal income tax,Taxation,0
HB2832,2023_2024,2023-RS,Clarifying appropriate and inappropriate duties for school counselors while also providing the definition of a school counselor.,Education (K12),0
HB2833,2023_2024,2023-RS,Establishing the behavioral health workforce education initiative at the Higher Education Policy Commission,Education (Higher),0
HB2834,2023_2024,2023-RS,Amending the existing War Orphan program so children and spouses of deceased active-duty officers AND enlisted Service members would both be eligible for the War Orphan Education Program,Military and Veterans,0
HB2835,2023_2024,2023-RS,Repeal outdated provisions of code relating to the West Virginia graduate college and Marshall University,Education (Higher),0
HB2836,2023_2024,2023-RS,Relating to contested elections procedure update,Elections,0
HB2837,2023_2024,2023-RS,"Relating to intentionally fleeing or attempting to flee in a vehicle from a law-enforcement officer, probation officer, or parole officer",Corrections; Crime,0
HB2838,2023_2024,2023-RS,Litterbug Act,Appropriations; Counties; County Officials; Crime,0
HB2839,2023_2024,2023-RS,Making a technical correction regarding an incorrect fund name and clarifying applicability to mine lands governed by SMCRA and the Abandoned Mine Lands Act,Natural Resources,0
HB2840,2023_2024,2023-RS,Relating to expenditures of federal appropriations from Congress to the Secretary of State for purposes that further the administration of federal elections held in the state,Elections,0
HB2841,2023_2024,2023-RS,To create the Occupational Licensing Legal Fund in the State Treasury,"Actions, Suits and Liens; Professions and Occupations",0
HB2842,2023_2024,2023-RS,Repeal municipal license and tax when state license required,Municipalities; Taxation,0
HB2843,2023_2024,2023-RS,Relating to statute of limitations for discrimination,Human Rights,0
HB2844,2023_2024,2023-RS,Relating to anti-discrimination protections for independent contractors,Labor,0
HB2845,2023_2024,2023-RS,Relating to removing expired provisions from the code,Health; Insurance,0
HB2846,2023_2024,2023-RS,To limit the amount of ballot propositions.,Elections,0
HB2847,2023_2024,2023-RS,To impose a life sentence on fentanyl dealers,Crime,0
