"state","term","sponsor","legiscan_id","chamber","party","district","not_actually_in_chamber","notes"
"AZ","2023_2024","Sarah Liguori",23022,"H","D","HD-005",FALSE,"Served term - included with LES=0"
"AZ","2023_2024","Charles Lucking",25165,"H","D","HD-005",FALSE,"Served term - included with LES=0"
"AZ","2023_2024","Elda Luna-Najera",25172,"H","D","HD-022",FALSE,"Served term - included with LES=0"
"AZ","2023_2024","Deborah Nardozzi",25191,"H","D","HD-008",FALSE,"Served term - included with LES=0"
"AZ","2023_2024","Junelle Cavero",25195,"H","D","HD-011",FALSE,"Served term - included with LES=0"
