bill_id,date,chamber,sequence,action
1896603,2024-12-12,Senate,1,"Introduction and first reading. Referred to President's desk."
1896603,2024-12-12,Senate,2,"Referred to Wildfire Funding."
1896603,2024-12-12,Senate,3,"Work Session held."
1896603,2024-12-12,Senate,4,"Recommendation: Do adopt."
1896603,2024-12-12,Senate,5,"Rules suspended. Second reading."
1896603,2024-12-12,Senate,6,"Rules suspended. Final reading. Carried by Hansell. Adopted. Ayes, 25; Nays, 2--Boquist, Girod; Excused, 3--Robinson, Thatcher, Woods."
1896603,2024-12-12,House,7,"First reading. Referred to Speaker's desk."
1896603,2024-12-12,House,8,"Rules suspended. Read. Carried by Bowman. Adopted. Ayes, 44; Excused, 15--Andersen, Cate, Cramer, Elmer, Goodwin, Hartman, Helfrich, Lewis, Nguyen D, Nguyen H, Osborne, Reschke, Scharf, Stout, Yunker."
1896603,2024-12-12,Senate,9,"President signed."
1896603,2024-12-12,House,10,"Speaker signed."
1896603,2024-12-13,Senate,11,"Filed With Secretary of State."
1896604,2024-12-12,Senate,1,"Introduction and first reading. Referred to President's desk."
1896604,2024-12-12,Senate,2,"Referred to Wildfire Funding."
1896604,2024-12-12,Senate,3,"Work Session held."
1896604,2024-12-12,Senate,4,"Recommendation: Do pass."
1896604,2024-12-12,Senate,5,"Rules suspended. Second reading."
1896604,2024-12-12,Senate,6,"Rules suspended. Third reading. Carried by Lieber. Passed. Ayes, 25; Nays, 2--Boquist, Linthicum; Excused, 3--Robinson, Thatcher, Woods."
1896604,2024-12-12,Senate,7,"Boquist, Hayden declared potential conflict of interest."
1896604,2024-12-12,Senate,8,"Vote explanation(s) filed by Boquist, Linthicum."
1896604,2024-12-12,House,9,"First reading. Referred to Speaker's desk."
1896604,2024-12-12,House,10,"Referred to Wildfire Funding."
1896604,2024-12-12,House,11,"Recommendation: Do pass."
1896604,2024-12-12,House,12,"Rules suspended. Second reading."
1896604,2024-12-12,House,13,"Rules suspended. Third reading. Carried by Sanchez. Passed. Ayes, 42; Nays, 2--Hieb, Holvey; Excused, 15--Andersen, Cate, Cramer, Elmer, Goodwin, Hartman, Helfrich, Lewis, Nguyen D, Nguyen H, Osborne, Reschke, Scharf, Stout, Yunker."
1896604,2024-12-12,Senate,14,"President signed."
1896604,2024-12-12,House,15,"Speaker signed."
1896604,2024-12-13,Senate,16,"Governor signed."
1896604,2024-12-18,Senate,17,"Chapter 1, 2024 Laws."
1896604,2024-12-18,Senate,18,"Effective date, December 13, 2024."
