bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1896604,2200,SB5801,4,Passed,2024-12-18,"Relating to state financial administration; declaring an emergency.","The Act makes budget changes for the current biennium. (Flesch Readability Score: 66.1). Appropriates moneys from the General Fund to the State Forestry Department. Modifies certain biennial appropriations made from the General Fund to specified state agencies and the Emergency Board. Establishes and modifies limitations on expenditures for certain biennial expenses for specified state agencies. Declares an emergency, effective on passage.",0,,2024-12-18,"Effective date, December 13, 2024.",https://legiscan.com/OR/bill/SB5801/2024,https://olis.oregonlegislature.gov/liz/2024S1/Measures/Overview/SB5801
1896603,2200,SCR301,4,Passed,2024-12-13,"Adjourning sine die the 2024 special session of the Eighty-second Legislative Assembly.","Ends session. (Flesch Readability Score: 77.9). Adjourns sine die the 2024 special session of the Eighty-second Legislative Assembly.",0,,2024-12-13,"Filed With Secretary of State.",https://legiscan.com/OR/bill/SCR301/2024,https://olis.oregonlegislature.gov/liz/2024S1/Measures/Overview/SCR301
