"state","term","sponsor","legiscan_id","chamber","party","district","not_actually_in_chamber","notes"
"WV","2023_2024","Anita Hall","24283","Rep","R","HD-036",FALSE,"Resigned January 7, 2024 - included with LES=0"
"WV","2023_2024","Carl Roop","25218","Rep","R","HD-044",FALSE,"Appointed by Gov July 16, 2024 to replace Todd Kirby - included with LES=0"
"WV","2023_2024","David Green","25124","Rep","R","HD-036",FALSE,"Appointed by Gov Jan 29, 2024 to replace Anita Hall - included with LES=0"
"WV","2023_2024","James Akers","25033","Rep","R","HD-086",FALSE,"Appointed by Gov Jan 9, 2024 to replace Moore Capito - included with LES=0"
"WV","2023_2024","Mickey Petitto","24288","Rep","R","HD-070",FALSE,"Kept with LES=0"
"WV","2023_2024","Ryan Browning","25217","Rep","R","HD-028",FALSE,"Appointed by Gov July 2, 2024 to replace Mark Ross - included with LES=0"
"WV","2023_2024","Thomas Clark","25066","Rep","R","HD-048",FALSE,"Appointed by Gov January 12, 2024 to replace Caleb Hanna - included with LES=0"
