bill_id,term,session,summary,keywords,commem
HB 1,88,88-SS3,"Relating to primary and secondary education, including the certification, compensation, and health coverage of certain public school employees, the public school finance system, special education in public schools, the establishment of an education savings account program, measures to support the education of public school students that include certain educational grant programs, reading instruction, and early childhood education, the provision of virtual education, and public school accountability.","WINDHAM SCHOOL DISTRICT (E0057); Education--Primary & Secondary--Accountability (I0007); Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Special (I0243); Education--Primary & Secondary--Teachers (I0242); Education--Primary & Secondary--Testing (I0229); Education--School Districts (I0220); Electronic Information Systems (I0311); Governor (I0375); Insurance--Health & Accident (I0422); Legislature (I0520); Military & Veterans (I0535); Retirement Systems--Teachers (I0726); Salaries & Expenses (I0745); State Agencies, Boards & Commissions--Newly Proposed (I0773); State Finances--Management & Control (I0748); Taxation--School District (I0785); AUDITS & AUDITORS (S4334); DYSLEXIA (S9807); FOUNDATION SCHOOL PROGRAM (S0541); INTERNET (S0130); LIEUTENANT GOVERNOR (S0096); LITERACY (S0178); PARENTAL NOTIFICATION (S0319); PARENTAL RIGHTS (S0095); PRESCHOOL & PREKINDERGARTEN (S0040); REGIONAL EDUCATION SERVICE CENTERS (S0546); SPEAKER OF THE HOUSE (S0306); TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER (U1503); UNIVERSITY OF TEXAS AT AUSTIN (U0397); ASSESSMENT & ACCOUNTABILITY, TEXAS COMMISSION ON (V18VS); BLIND & VISUALLY IMPAIRED, TEXAS SCHOOL FOR THE (V2534); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); DEAF, TEXAS SCHOOL FOR THE (V1199); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954); EDUCATION, STATE BOARD OF (V0086); EDUCATOR CERTIFICATION, STATE BOARD FOR (V0492); HEALTH & HUMAN SERVICES COMMISSION (V0177); LEGISLATIVE BUDGET BOARD (V0161)",0
HB 18,88,88-SS3,Relating to the expansion of eligibility for Medicaid to certain individuals under the federal Patient Protection and Affordable Care Act.,Human Services--Medical Assistance (I0905); MEDICAID (S4885); HEALTH & HUMAN SERVICES COMMISSION (V0177),0
HB 25,88,88-SS3,Relating to a cost-of-living adjustment applicable to certain benefits paid by the Employees Retirement System of Texas and a biennial study on providing additional adjustments based on the effects of increased inflation.,Retirement Systems--State Employees (I0727); EMPLOYEES RETIREMENT SYSTEM OF TEXAS (ERS) (V0471),0
HB 34,88,88-SS3,Relating to implementation of an express lane option for determining eligibility and enrolling certain individuals in Medicaid or the child health plan program.,Health--Children's Insurance (I0388); Human Services--Food Programs (I0910); Human Services--Medical Assistance (I0905); FOOD STAMPS (S0157); MEDICAID (S4885); HEALTH & HUMAN SERVICES COMMISSION (V0177),0
HB 36,88,88-SS3,Relating to electronic voter registration.,"Elections--Registration & Suffrage (I0265); Vehicles & Traffic--Driver's Licenses (I0840); DIGITAL SIGNATURES (S0144); IDENTIFICATION CARDS (S0074); INTERNET (S0130); INFORMATION RESOURCES, DEPARTMENT OF (V9827); PUBLIC SAFETY, DEPARTMENT OF (V0251); SECRETARY OF STATE (V0042)",0
HB 51,88,88-SS3,Relating to requiring fine arts as part of the foundation curriculum for public schools.,Arts & Humanities (I0042); Education--Primary & Secondary--Curriculum (I0228),0
HB 52,88,88-SS3,Relating to the use of average enrollment for purposes of the public school finance system.,"Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Finance (I0250); EDUCATION, COMMISSIONER OF (V9954)",0
HB 53,88,88-SS3,Relating to providing free full-day prekindergarten for certain children.,Education--School Districts (I0220); PRESCHOOL & PREKINDERGARTEN (S0040),0
HB 54,88,88-SS3,Relating to the establishment of the School Psychologists Shortage Task Force.,"Education--Primary & Secondary--Other School Personnel (I0246); LIEUTENANT GOVERNOR (S0096); PSYCHOLOGISTS (S2025); SPEAKER OF THE HOUSE (S0306); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954); SCHOOL PSYCHOLOGISTS SHORTAGE TASK FORCE (V156B)",0
HB 55,88,88-SS3,Relating to requirements regarding certain behavior management for a student enrolled in a special education program of a public school.,"Education--Primary & Secondary--Discipline (I0244); Education--Primary & Secondary--Special (I0243); RESTRAINTS (S0524); EDUCATION, COMMISSIONER OF (V9954)",0
HB 56,88,88-SS3,Relating to the discipline of students enrolled in certain grade levels or receiving special education services in a public school.,"Disabilities, Persons with (I0380); Education--Primary & Secondary--Discipline (I0244)",0
HB 57,88,88-SS3,Relating to improvements to the Texas Information and Referral Network.,"Human Services--General (I0920); Human Services--Medical Assistance (I0905); INFORMED CONSENT (S0057); INTERNET (S0130); HEALTH & HUMAN SERVICES COMMISSION (V0177); INFORMATION & REFERRAL NETWORK, TEXAS (V0018)",0
HB 58,88,88-SS3,Relating to eliminating certain state-required end-of-course assessment instruments not required by federal law and eliminating graduation requirements based on satisfactory performance on certain end-of-course assessment instruments.,"Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Curriculum (I0228); EDUCATION AGENCY, TEXAS (V9941)",0
HB 59,88,88-SS3,Relating to a universal screening process for a school district's program for gifted and talented students.,Education--Primary & Secondary--General (I0230); Education--School Districts (I0220); GIFTED & TALENTED STUDENTS (S0610),0
HB 89,88,88-SS3,Relating to the establishment of an ombudsman for parents of children enrolled in public school.,"Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--General (I0230); Education--School Districts (I0220); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, STATE BOARD OF (V0086)",0
HB 95,88,88-SS3,Relating to requiring the legislature to set the basic allotment and guaranteed yield under the public school finance system at certain amounts in the General Appropriations Act.,Education--Primary & Secondary--Finance (I0250); Education--School Districts (I0220); State Finances--Management & Control (I0748),0
HB 96,88,88-SS3,Relating to the adoption of a water conservation program by a county.,County Government--General (I0096); WATER--CONSERVATION (S0496),0
HB 97,88,88-SS3,Relating to water breaks for employees of certain contractors with a governmental entity; providing an administrative penalty.,"Labor--General (I0500); Purchasing--Local (I0644); Purchasing--State (I0643); State Agencies, Boards & Commissions (I0749); CONTRACTORS & SUBCONTRACTORS (S2563)",0
HB 100,88,88-SS3,Relating to the creation of a universal higher education savings trust account by the Prepaid Higher Education Tuition Board.,"Education--Higher--Student Financial Aid (I0235); Education--Higher--Tuition (I0233); Human Services--Child Services (I0895); Property Interests--Trusts (I0008); PREPAID HIGHER EDUCATION TUITION BOARD (V0107); STATE HEALTH SERVICES, DEPARTMENT OF (V0463)",0
HB 204,88,88-SS3,Relating to the inclusion of a water conservation plan in a petition filed with the Texas Commission on Environmental Quality requesting the creation of a municipal utility district.,"Environment--Water (I0320); Special Districts & Authorities--Municipal Utility Districts (I0009); Special Districts & Authorities--Water & Utility (I0755); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 205,88,88-SS3,"Relating to the consideration by the Texas Commission on Environmental Quality of alternative waste collection, treatment, and disposal options before issuing permits to discharge certain waste.","Environment--Water (I0320); Special Districts & Authorities--Water & Utility (I0755); Utilities--Water & Sewer (I0002); PERMITS (S0011); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 121,88,88-SS3,Relating to establishing a pilot program to provide school district employees assistance with child-care services.,"Day Care (I0209); Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Education--School Districts (I0220); EDUCATION AGENCY, TEXAS (V9941)",0
HB 122,88,88-SS3,"Relating to reports of certain misconduct engaged in by an employee of a public school, regional education service center, or shared services arrangement and a study by the Texas Education Agency regarding employee misconduct reporting mechanisms.","Education--Primary & Secondary--General (I0230); Education--Primary & Secondary--Teachers (I0242); Electronic Information Systems (I0311); Minors--Crimes Against (I0532); Minors--Health & Safety (I0533); EDUCATION AGENCY, TEXAS (V9941)",0
HB 98,88,88-SS3,Relating to an attack by a dangerous dog; increasing a criminal penalty.,Animals (I0035); Crimes--Miscellaneous (I0200); Criminal Procedure--Sentencing & Punishment (I0205),0
HB 14,88,88-SS3,Relating to the punishment for the criminal offense of operation of a stash house; increasing a criminal penalty.,Criminal Procedure--Sentencing & Punishment (I0205); Property Interests--General (I0620); SEXUAL ASSAULT (S4375),0
HB 72,88,88-SS3,Relating to the punishment for the offense of trafficking of persons.,Corrections--Jails & Prisons (I0092); Crimes--Against Persons--General (I0170); HUMAN TRAFFICKING (S0696),0
HB 162,88,88-SS3,Relating to certain duties of the owner or operator of a residential child detention facility.,"Aliens (I0032); Health--General (I0385); Minors--General (I0537); CRIMINAL RECORDS (S0008); PUBLIC SAFETY, DEPARTMENT OF (V0251)",0
HB 163,88,88-SS3,Relating to the licensing of child-care facilities providing care to certain unaccompanied children and the suspension of laws relating to the licensing of those facilities; creating a criminal offense.,Aliens (I0032); Day Care (I0209); Governor (I0375); HEALTH & HUMAN SERVICES COMMISSION (V0177),0
HB 166,88,88-SS3,Relating to requiring a school district or open-enrollment charter school to post information regarding parental rights on the district's or school's Internet website.,Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--General (I0230); Education--School Districts (I0220); Electronic Information Systems (I0311); Family--Parent & Child (I0355); INTERNET (S0130); PARENTAL RIGHTS (S0095),0
HB 190,88,88-SS3,Relating to transportation of students entitled to a public education grant.,"Education--School Districts (I0220); Transportation--Miscellaneous (I0824); EDUCATION AGENCY, TEXAS (V9941)",0
HB 138,88,88-SS3,Relating to the enforcement within this state of certain federal laws regarding immigration.,"Aliens (I0032); Law Enforcement (I0510); Political Subdivisions (I0588); State Agencies, Boards & Commissions (I0749); State Finances--Management & Control (I0748); FEDERAL RELATIONS (S0862); ATTORNEY GENERAL (V2811); COMPTROLLER OF PUBLIC ACCOUNTS (V2608)",0
HB 64,88,88-SS3,Relating to the elimination of ad valorem taxes and the creation of a joint interim committee on the elimination of those taxes.,Education--Primary & Secondary--Finance (I0250); Interim Studies (I0448); Legislature (I0520); Political Subdivisions (I0588); Taxation--City (I0775); Taxation--County (I0780); Taxation--General (I0815); Taxation--Property-Miscellaneous (I0797); Taxation--Sales (I0800); Taxation--State (I0790),0
HB 65,88,88-SS3,Relating to informed consent before provision of certain medical treatments and exemptions from COVID-19 vaccination requirements.,Health Care Providers (I0387); Health--General (I0385); Health--Other Diseases & Medical Conditions (I0383); TEXAS COVID-19 VACCINE FREEDOM ACT (PY71I); IMMUNIZATIONS (S4341); INFORMED CONSENT (S0057); ATTORNEY GENERAL (V2811),0
HB 104,88,88-SS3,Relating to civil and criminal consequences of trespassing on the property of another while entering this state from a neighboring jurisdiction; creating a criminal offense; providing a civil penalty.,Aliens (I0032); Civil Remedies & Liabilities (I0065); Crimes--Miscellaneous (I0200); BORDER (S0045); MAGISTRATES (S1592); TRESPASS (S0549); ATTORNEY GENERAL (V2811),0
HB 91,88,88-SS3,Relating to informed consent before provision of certain medical treatments and exemptions from COVID-19 vaccination requirements.,Health--General (I0385); Health--Other Diseases & Medical Conditions (I0383); TEXAS COVID-19 VACCINE FREEDOM ACT (PY71I); COVID-19 (SB9YM); IMMUNIZATIONS (S4341); INFORMED CONSENT (S0057); ATTORNEY GENERAL (V2811),0
HB 16,88,88-SS3,Relating to informed consent before provision of certain medical treatments and exemptions from COVID-19 vaccination requirements.,Health Care Providers (I0387); Health--General (I0385); Health--Other Diseases & Medical Conditions (I0383); TEXAS COVID-19 VACCINE FREEDOM ACT (PY71I); COVID-19 (SB9YM); IMMUNIZATIONS (S4341); INFORMED CONSENT (S0057); ATTORNEY GENERAL (V2811),0
HB 22,88,88-SS3,Relating to the authority to suspend entry into this state of certain persons.,Aliens (I0032); Disaster Preparedness & Relief (I0211); Health--Other Diseases & Medical Conditions (I0383); TEXAS TITLE 42 ACT (PJ2B8); COVID-19 (SB9YM); IMMIGRATION LAW (S0674); IMMUNIZATIONS (S4341),0
HB 27,88,88-SS3,Relating to the establishment of the Texas Parental Empowerment Program and an insurance premium tax credit for contributions made for purposes of that program.,"Civil Remedies & Liabilities (I0065); Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Private (I0239); Education--Primary & Secondary--Special (I0243); Governor (I0375); Taxation--Franchise (I0807); TEXAS PARENTAL EMPOWERMENT ACT OF 2023 (PJ7DP); ATTORNEY'S FEES (S0202); COMPUTERS & SOFTWARE (S2425); LIEUTENANT GOVERNOR (S0096); SPEAKER OF THE HOUSE (S0306); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); EDUCATION AGENCY, TEXAS (V9941)",0
HB 181,88,88-SS3,Relating to the abolition of ad valorem taxes and the creation of a joint interim committee on the abolition of those taxes.,Interim Studies (I0448); Political Subdivisions (I0588); Taxation--City (I0775); Taxation--County (I0780); Taxation--Property-Assessment & Collection (I0798); Taxation--Sales (I0800); Taxation--School District (I0785); LIEUTENANT GOVERNOR (S0096); SPEAKER OF THE HOUSE (S0306),0
HB 182,88,88-SS3,Relating to certain general definitions in the Code Construction Act.,Health--General (I0385); Women (I0925); GENDER IDENTITY & EXPRESSION (S0767),0
HB 183,88,88-SS3,"Relating to the authority of the legislature, courts, the governor, and other state and local officials regarding declared states of disaster.",Courts--Appellate (I0125); Courts--District (I0120); Disaster Preparedness & Relief (I0211); Governor (I0375); Legislature (I0520); LIEUTENANT GOVERNOR (S0096); SPEAKER OF THE HOUSE (S0306),0
HB 184,88,88-SS3,Relating to the duty of the board of directors of a corporation to maximize the value of the corporation's shares.,Corporations & Associations (I0090); Financial--General (I0365),0
HB 185,88,88-SS3,Relating to allocating the cost of ancillary and reliability services procured in the ERCOT power region.,Energy--General (I0315); Utilities--Electric (I0831); PUBLIC UTILITY COMMISSION (V0023),0
HB 186,88,88-SS3,Relating to state agency review of adopted rules.,"State Agencies, Boards & Commissions (I0749); INTERNET (S0130); STATE AGENCIES' RULES (S0346)",0
HB 187,88,88-SS3,Relating to the calculation of certain ad valorem tax rates of a taxing unit and the manner in which a proposed ad valorem tax rate that exceeds the voter-approval tax rate is approved; making conforming changes.,Elections--General (I0310); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Miscellaneous (I0797); Taxation--Property-Tax Rate (I0794),0
HB 188,88,88-SS3,Relating to the vote required in an election to approve an ad valorem tax rate that exceeds a taxing unit's voter-approval tax rate; making conforming changes.,Elections--General (I0310); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Tax Rate (I0794),0
HB 114,88,88-SS3,Relating to creation of the criminal offense of improper entry from foreign nation.,Aliens (I0032); Crimes--Miscellaneous (I0200),0
HB 68,88,88-SS3,Relating to increasing the criminal penalty for making a false report of a bomb threat involving certain locations.,Crimes--Miscellaneous (I0200); Criminal Procedure--General (I0208),0
HB 81,88,88-SS3,Relating to the admission to public schools of children unlawfully present in the United States and the eligibility of those children for the benefits of the available school fund and Foundation School Program.,"Aliens (I0032); Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Finance (I0250); Education--School Districts (I0220); AVAILABLE SCHOOL FUND (S0733); EDUCATION AGENCY, TEXAS (V9941)",0
HB 106,88,88-SS3,Relating to a defense to prosecution for certain assaultive offenses involving the use or exhibition of a less-lethal projectile device by a peace officer.,Crimes--Against Persons--General (I0170); Law Enforcement (I0510); Weapons (I0887); PEACE OFFICERS (S0007),0
HB 133,88,88-SS3,Relating to the prohibited use of public money to pay the costs of providing public benefits to certain persons.,Aliens (I0032); Education--Primary & Secondary--Finance (I0250); Education--School Districts (I0220); Hospitals (I0400); Human Services--Food Programs (I0910); Human Services--General (I0920); Human Services--Medical Assistance (I0905); Special Districts & Authorities--Hospital (I0750),0
HB 146,88,88-SS3,Relating to the approval of open-enrollment charter schools.,"Education--Primary & Secondary--Charter Schools (I0245); EDUCATION, STATE BOARD OF (V0086)",0
HB 153,88,88-SS3,Relating to the creation of the criminal offense of diverting or impounding the flow of surface water in a manner that damages the property of another by the overflow of the water diverted or impounded.,Crimes--Miscellaneous (I0200); Water--Development (I0875); Water--General (I0885); Water--Rights (I0870),0
HB 198,88,88-SS3,Relating to the minimum number of instructional days provided by public schools.,"Education--Primary & Secondary--Admission & Attendance (I0227); Education--School Districts (I0220); EDUCATION, COMMISSIONER OF (V9954)",0
HB 199,88,88-SS3,Relating to access to public school library materials by non-enrolled students.,Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Home Schooling (I0248); Education--School Districts (I0220); Libraries & Librarians (I0523),0
HB 157,88,88-SS3,Relating to the establishment of a currency based on gold and silver; authorizing a fee.,"Business & Commerce--General (I0050); Financial--General (I0365); CURRENCY & CURRENCY EXCHANGE (S0335); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); TEXAS BULLION DEPOSITORY, OFFICE OF THE COMPTROLLER (V1028)",0
HB 148,88,88-SS3,Relating to certain heat safety protections; providing administrative and civil penalties.,"Courts--Civil Procedure (I0135); Labor--Health & Safety (I0490); ANTELMO RAMIREZ HEAT SAFETY ACT (PV95D); SIGNS (S0235); STAFF DEVELOPMENT & TRAINING (S0317); HEAT ILLNESS PREVENTION ADVISORY BOARD (VY6GJ); WORKFORCE COMMISSION, TEXAS (V0470)",0
HB 191,88,88-SS3,Relating to the definition of firearm for purposes of certain criminal offenses.,Weapons (I0887),0
HB 196,88,88-SS3,Relating to the creation of the Honey Creek Improvement District No. 1; providing authority to issue bonds; providing authority to impose assessments and fees.,"HONEY CREEK IMPROVEMENT DISTRICT NO. 1 (DG87P); MCKINNEY, CITY OF (G0347); Special Districts & Authorities--Miscellaneous (I0770)",0
HB 69,88,88-SS3,Relating to waiving certain driver's license fees for applicants who are first responders.,"Fees & Other Nontax Revenue--State (I0362); Fire Fighters & Police--General (I0370); Fire Fighters & Police--Volunteer (I0371); Health--Emergency Services & Personnel (I0384); Vehicles & Traffic--Driver's Licenses (I0840); PEACE OFFICERS (S0007); PUBLIC SAFETY, DEPARTMENT OF (V0251)",0
HB 70,88,88-SS3,Relating to the assignment of certain retired and former justices and judges.,Courts--Judges (I0140); SUPREME COURT (V0311),0
HB 145,88,88-SS3,Relating to prohibiting certain limitations on the operation of certain organizations that benefit veterans during certain declared states of disaster.,"Alcoholic Beverage Regulation (I0025); Disaster Preparedness & Relief (I0211); Governor (I0375); Military & Veterans (I0535); State Agencies, Boards & Commissions (I0749)",0
HB 152,88,88-SS3,Relating to honesty in state taxation.,"Legislature (I0520); State Agencies, Boards & Commissions (I0749); Taxation--General (I0815); LEGISLATIVE COUNCIL, TEXAS (V0001); SUNSET ADVISORY COMMISSION (V8389)",0
HB 110,88,88-SS3,Relating to the state compression percentage and a school district's maximum compressed tax rate under the public school finance system.,Education--Primary & Secondary--Finance (I0250); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Tax Rate (I0794); Taxation--School District (I0785),0
HB 179,88,88-SS3,Relating to the ownership of real property by certain aliens or foreign entities.,Agriculture (I0020); Aliens (I0032); Courts--District (I0120); Governor (I0375); Property Interests--Real Property (I0595); ATTORNEY GENERAL (V2811); GENERAL LAND OFFICE (V2808),0
HB 15,88,88-SS3,Relating to review of advanced placement courses by the State Board of Education and to the advanced placement courses and examinations that may be offered by school districts.,"Education--Primary & Secondary--Curriculum (I0228); EDUCATION, STATE BOARD OF (V0086)",0
HB 87,88,88-SS3,"Relating to measures to ensure the safety and welfare of the border region of this state, including protection from ongoing criminal activity, and public health threats and the establishment of the Border Protection Unit; creating a criminal offense; creating a civil penalty.","MEXICO (G2781); Aliens (I0032); Civil Remedies & Liabilities (I0065); Crimes--Miscellaneous (I0200); Disaster Preparedness & Relief (I0211); Governor (I0375); Health--Other Diseases & Medical Conditions (I0383); Law Enforcement (I0510); Legislature (I0520); State Finances--Management & Control (I0748); BORDER (S0045); COVID-19 (SB9YM); DNA (S0100); MAGISTRATES (S1592); PEACE OFFICERS (S0007); TRESPASS (S0549); ATTORNEY GENERAL (V2811); BORDER PROTECTION UNIT (V45BS); PUBLIC SAFETY COMMISSION (V8707); PUBLIC SAFETY, DEPARTMENT OF (V0251)",0
HB 88,88,88-SS3,Relating to informed consent before provision of certain medical treatments and exemptions from COVID-19 vaccination requirements.,Health Care Providers (I0387); Health--Other Diseases & Medical Conditions (I0383); TEXAS COVID-19 VACCINE FREEDOM ACT (PY71I); COVID-19 (SB9YM); IMMUNIZATIONS (S4341); INFORMED CONSENT (S0057); ATTORNEY GENERAL (V2811),0
HB 118,88,88-SS3,Relating to a severance payment to a superintendent of a school district.,Education--Primary & Secondary--Other School Personnel (I0246); Salaries & Expenses (I0745),0
HB 154,88,88-SS3,Relating to the duties of a public school counselor.,Education--Primary & Secondary--Other School Personnel (I0246); Minors--Health & Safety (I0533); COUNSELING & THERAPY (S4389),0
HB 200,88,88-SS3,"Relating to border protection and economic development services, programs, and other measures, including establishing educational programs and the border protection unit, in this state to address certain issues affecting the border region, including transnational and other criminal activity and public health threats.","County Government--General (I0096); Courts--General (I0160); Economic & Industrial Development--General (I0214); Education--Higher--Institutions & Programs (I0223); Governor (I0375); Law Enforcement (I0510); Property Interests--Personal Property (I0600); Property Interests--Real Property (I0595); State Finances--Management & Control (I0748); BORDER (S0045); COURT ADMINISTRATION, OFFICE OF (V8690); ECONOMIC DEVELOPMENT & TOURISM OFFICE, TEXAS (V1109); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280); PUBLIC SAFETY COMMISSION (V8707); PUBLIC SAFETY, DEPARTMENT OF (V0251)",0
HB 108,88,88-SS3,Relating to the dedication of surplus money in the foundation school fund to increase the basic allotment under the Foundation School Program.,Education--Primary & Secondary--Finance (I0250); State Finances--Appropriations (I0746); FOUNDATION SCHOOL FUND (S0734),0
HB 115,88,88-SS3,Relating to the dissemination of certain school district ad valorem tax-related information.,Education--Primary & Secondary--Finance (I0250); Taxation--Property-Assessment & Collection (I0798); Taxation--School District (I0785); INTERNET (S0130),0
HB 90,88,88-SS3,Relating to the reduction of a municipality's extraterritorial jurisdiction.,City Government--Annexation (I0063),0
HB 144,88,88-SS3,"Relating to the implementation of diversity, equity, and inclusion initiatives by certain governmental entities.","Civil Remedies & Liabilities (I0065); Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--General (I0230); Political Subdivisions (I0588); State Agencies, Boards & Commissions (I0749)",0
HB 150,88,88-SS3,Relating to a prohibition against affirmative action in governmental employment and in higher education admissions.,"City Government--General (I0060); Civil Remedies & Liabilities (I0065); County Government--General (I0096); Education--Higher--Admission & Attendance (I0257); Labor--General (I0500); State Agencies, Boards & Commissions (I0749)",0
HB 159,88,88-SS3,Relating to the creation of a temporary educator certificate for educators certified by other states.,"Education--Primary & Secondary--Teachers (I0242); EDUCATOR CERTIFICATION, STATE BOARD FOR (V0492)",0
HB 134,88,88-SS3,Relating to the authority of a political subdivision to use public money to provide legal services for individuals unlawfully present in the United States.,Aliens (I0032); Political Subdivisions (I0588),0
HB 135,88,88-SS3,Relating to the recipients and subrecipients of financial assistance administered by the Texas Department of Housing and Community Affairs.,"Aliens (I0032); Housing--General (I0405); HOUSING & COMMUNITY AFFAIRS, TEXAS DEPARTMENT OF (V0008)",0
HB 136,88,88-SS3,Relating to investigations and security provided by former members of the special forces.,Military & Veterans (I0535); Occupational Regulation--Other Trades & Professions (I0541),0
SB 81,88,88-SS3,"Relating to certain laws that regulate aspects of illegal immigration in this state, including laws pertaining to the DNA records of certain persons subject to an immigration detainer request, the recognition of certain out-of-state driver's licenses, inviting certain federal agencies to participate on the homeland security council, the reporting of certain uncompensated hospital care costs, and certain requirements for participation in the E-verify program; increasing a criminal penalty.","Aliens (I0032); Crimes--Miscellaneous (I0200); Governor (I0375); Health--General (I0385); Labor--General (I0500); Political Subdivisions (I0588); Purchasing--State (I0643); State Agencies, Boards & Commissions (I0749); Vehicles & Traffic--Driver's Licenses (I0840); CONTRACTORS & SUBCONTRACTORS (S2563); DNA (S0100); HEALTH & HUMAN SERVICES COMMISSION (V0177); PUBLIC SAFETY, DEPARTMENT OF (V0251); WORKFORCE COMMISSION, TEXAS (V0470)",0
SB 31,88,88-SS4,Relating to the persons authorized or appointed to exercise the power of sale under the terms of a contract lien on real property.,Financial--General (I0365); Property Interests--Mortgages & Liens (I0605); Property Interests--Real Property (I0595),0
SB 5,88,88-SS4,Relating to the school safety allotment under the Foundation School Program and the establishment of a school safety grant program; making an appropriation.,"Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--General (I0230); Minors--Health & Safety (I0533); State Finances--Appropriations (I0746); State Finances--Management & Control (I0748); FOUNDATION SCHOOL PROGRAM (S0541); EDUCATION AGENCY, TEXAS (V9941)",0
SB 1,88,88-SS4,Relating to the establishment of an education savings account program.,"Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--General (I0230); State Finances--Management & Control (I0748); AUDITS & AUDITORS (S4334); CRIMINAL RECORDS (S0008); INTERNET (S0130); PARENTAL RIGHTS (S0095); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); EDUCATION AGENCY, TEXAS (V9941)",0
SB 2,88,88-SS4,"Relating to a local optional teacher designation system implemented by a school district, the basic allotment and guaranteed yield under the public school finance system, and certain allotments under the Foundation School Program; making an appropriation.","Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Other School Personnel (I0246); Education--Primary & Secondary--Teachers (I0242); Education--School Districts (I0220); State Finances--Appropriations (I0746); State Finances--Management & Control (I0748); FOUNDATION SCHOOL PROGRAM (S0541); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954)",0
SB 4,88,88-SS4,"Relating to prohibitions on the illegal entry into or illegal presence in this state by a person who is an alien, the enforcement of those prohibitions and certain related orders, including immunity from liability and indemnification for enforcement actions, and authorizing or requiring under certain circumstances the removal of persons who violate those prohibitions; creating criminal offenses.",Aliens (I0032); Civil Remedies & Liabilities (I0065); Crimes--Miscellaneous (I0200); Criminal Procedure--Sentencing & Punishment (I0205); BORDER (S0045); MAGISTRATES (S1592); PEACE OFFICERS (S0007),0
SB 46,88,88-SS4,Relating to increasing the criminal penalty for the offense of criminal mischief involving tampering with a state-owned barrier or part of a barrier used to prevent travel across the international border of this state.,Aliens (I0032); Crimes--Against Property (I0175); Crimes--Miscellaneous (I0200); BORDER (S0045),0
SB 33,88,88-SS4,Relating to confirmation of a voter's residence by a voter registrar.,Elections--Registration & Suffrage (I0265),0
SB 38,88,88-SS4,Relating to the purchase of or acquisition of title to real property by certain aliens or foreign entities.,Aliens (I0032); Property Interests--Real Property (I0595); INTERNATIONAL RELATIONS (S0038); SECRETARY OF STATE (V0042),0
SB 22,88,88-SS4,Relating to an attack by a dangerous dog; increasing a criminal penalty.,Animals (I0035); Crimes--Miscellaneous (I0200); Criminal Procedure--Sentencing & Punishment (I0205),0
SB 37,88,88-SS4,Relating to the public school finance system.,"Disaster Preparedness & Relief (I0211); Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--Special (I0243); Education--School Districts (I0220); Mental Health & Substance Abuse (I0019); Safety (I0740); Taxation--School District (I0785); FAMILY & MEDICAL LEAVE (S0419); PRESCHOOL & PREKINDERGARTEN (S0040); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954); JUVENILE JUSTICE DEPARTMENT, TEXAS (V0846)",0
