bill_id,term,session,summary,keywords,commem
HB 2915,88,88-RS,Relating to the offense of providing or requesting or allowing another to provide a breath specimen for an ignition interlock device; creating a criminal offense.,Crimes--Miscellaneous (I0200); Criminal Procedure--Bail & Pretrial Release (I0202); Criminal Procedure--General (I0208); Criminal Procedure--Sentencing & Punishment (I0205); Vehicles & Traffic--DWI & DUID (I0863); IGNITION INTERLOCK DEVICE (S0147),0
HB 2916,88,88-RS,Relating to prohibiting the transfer of semiautomatic rifles to certain recipients; increasing a criminal penalty.,Weapons (I0887),0
HB 2917,88,88-RS,Relating to peace officers and the investigation and prosecution of criminal offenses.,Courts--Juries (I0145); Courts--Prosecuting Attorneys (I0165); Criminal Procedure--General (I0208); Law Enforcement (I0510); THURGOOD MARSHALL CRIMINAL JUSTICE REFORM ACT (PB7HY); PEACE OFFICERS (S0007),0
HB 2918,88,88-RS,Relating to the imposition of a supplemental court security fee on conviction of certain criminal offenses.,Courts--Municipal (I0100); Fees & Other Nontax Revenue--Local (I0361),0
HB 3243,88,88-RS,Relating to the use by certain municipalities of municipal hotel occupancy tax revenue for the enhancement and maintenance of public parks.,"City Government--Finance (I0062); Parks & Wildlife--Parks (I0555); Taxation--Hotel, Motel Occupancy (I0806)",0
HB 3271,88,88-RS,Relating to the seizure of firearms during the emergency detention of certain persons who may have a mental illness.,Law Enforcement (I0510); Mental Health & Substance Abuse (I0019); Weapons (I0887); PEACE OFFICERS (S0007),0
HB 3433,88,88-RS,Relating to the issuance of air quality permits for certain facilities located in a nonattainment area.,"Environment--Air (I0325); PERMITS (S0011); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 3434,88,88-RS,Relating to a study conducted by the Commission on Jail Standards on the living conditions and safety of persons confined in the Harris County jail.,"HARRIS COUNTY (G0330); Corrections--Jails & Prisons (I0092); Health--General (I0385); JAIL STANDARDS, COMMISSION ON (V9946)",0
HB 3435,88,88-RS,Relating to creating the criminal offense of making a firearm accessible to a detained person.,Crimes--Miscellaneous (I0200); Mental Health & Substance Abuse (I0019); Weapons (I0887),0
HB 3664,88,88-RS,Relating to removal of certain eviction case information from credit reports.,Consumer Protection (I0080); Courts--Civil Procedure (I0135); Property Interests--Landlord & Tenant (I0610); CREDIT REPORTS (S4587),0
HB 3667,88,88-RS,"Relating to the punishment for the criminal offense of sale, distribution, or display of harmful material to a minor; increasing a criminal penalty.",Crimes--Against Persons--Sexual (I0171); Criminal Procedure--General (I0208); Minors--Crimes Against (I0532),0
HB 3836,88,88-RS,Relating to the delegation of authority to issue permits for nuclear power reactor operators from the Nuclear Regulatory Commission to the Public Utility Commission of Texas.,Energy--Nuclear (I0318); PERMITS (S0011); PUBLIC UTILITY COMMISSION (V0023),0
HB 3873,88,88-RS,Relating to the establishment of an economic opportunity grant program by the comptroller of public accounts.,Human Services--Child Services (I0895); State Finances--Appropriations (I0746); COMPTROLLER OF PUBLIC ACCOUNTS (V2608),0
HB 3987,88,88-RS,Relating to the regulation of boarding home facilities.,City Government--General (I0060); County Government--General (I0096); Criminal Procedure--Sentencing & Punishment (I0205); Health Care Providers (I0387); Health--General (I0385); Housing--General (I0405),0
HB 3988,88,88-RS,Relating to the creation of the Texas Advanced Research Institute.,"Economic & Industrial Development--General (I0214); Education--Higher--Health Institutions (I0237); Education--Higher--Institutions & Programs (I0223); Energy--General (I0315); Governor (I0375); Health--General (I0385); Science & Technology (I0751); State Agencies, Boards & Commissions--Newly Proposed (I0773); Sunset—Required Reviews (I0021); RESEARCH & DEVELOPMENT (S0135); TEXAS ADVANCED RESEARCH INSTITUTE, GOVERNOR'S OFFICE (VB40U)",0
HB 4009,88,88-RS,"Relating to procedures applicable to the emergency detention of a person with mental illness at a mental health facility, including the detention, transportation, and transfer of the person and to certain best practices for courts with jurisdiction over emergency mental health matters.","Civil Remedies & Liabilities (I0065); Health--Emergency Services & Personnel (I0384); Mental Health & Substance Abuse (I0019); PEACE OFFICERS (S0007); COURT ADMINISTRATION, OFFICE OF (V8690)",0
HB 4379,88,88-RS,Relating to citations and arrests for criminal offenses and pretrial detention and release.,Courts--General (I0160); Criminal Procedure--Bail & Pretrial Release (I0202); Criminal Procedure--Pretrial Procedure (I0203); Law Enforcement (I0510); TEXAS PRETRIAL RELEASE AND DETENTION ACT (P416M); CRIMINAL RECORDS (S0008); HOMELESS (S0243); PEACE OFFICERS (S0007),0
HB 4448,88,88-RS,Relating to the establishment of the Texas Promise Grant Program for certain students at two-year public institutions of higher education.,"Education--Higher--Student Fees (I0234); Education--Higher--Student Financial Aid (I0235); Education--Higher--Tuition (I0233); Education--Junior College Districts (I0225); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)",0
HB 4449,88,88-RS,Relating to the establishment of a task force to study disciplinary practices and policies in public schools.,"Disabilities, Persons with (I0380); Education--Primary & Secondary--Discipline (I0244); Education--Primary & Secondary--General (I0230); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954); SCHOOL SAFETY CENTER, TEXAS (V0224); TASK FORCE TO STUDY SCHOOL DISCIPLINE (VU3ES)",0
HB 4502,88,88-RS,"Relating to jury instructions regarding parole eligibility, to certain conditions of bail and community supervision, and to the early termination of community supervision and the dismissal and discharge of deferred adjudication community supervision.","Corrections--Parole, Probation & Pardons (I0093); Criminal Procedure--Bail & Pretrial Release (I0202); Minors--Crimes Against (I0532); DEFERRED ADJUDICATION (S6185); MANDATORY & COMMUNITY SUPERVISION (S2314)",0
HB 4625,88,88-RS,"Relating to bullying, cyberbullying, and identity-based bullying in public schools.","Education--Primary & Secondary--Discipline (I0244); Education--School Districts (I0220); Electronic Information Systems (I0311); BULLYING (S0543); EDUCATION AGENCY, TEXAS (V9941); EDUCATION, COMMISSIONER OF (V9954)",0
HB 4981,88,88-RS,Relating to eligible central municipalities for purposes of municipal hotel occupancy taxes.,"Taxation--Hotel, Motel Occupancy (I0806)",0
HB 5330,88,88-RS,Relating to the service area of the Houston Community College System District.,Education--Higher--Institutions & Programs (I0223); Education--Junior College Districts (I0225); HOUSTON COMMUNITY COLLEGE SYSTEM DISTRICT (U0109),0
HB 130,88,88-RS,Relating to the creation of additional judicial districts composed of Harris County.,HARRIS COUNTY (G0330); Courts--District (I0120),0
HB 137,88,88-RS,Relating to the issuance of air quality permits for concrete plants located in certain areas.,"City Government--General (I0060); County Government--General (I0096); Environment--Air (I0325); CEMENT & CONCRETE (S0315); PERMITS (S0011); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 220,88,88-RS,"Relating to the offense of unlawful transfer of handguns and other firearms and to the duties of certain entities with respect to handgun licenses that are active, suspended, or revoked; creating a criminal offense.","Electronic Information Systems (I0311); Weapons (I0887); INTERNET (S0130); PEACE OFFICERS (S0007); PUBLIC SAFETY, DEPARTMENT OF (V0251)",0
HB 236,88,88-RS,Relating to requiring a national instant criminal background check in connection with private firearm transfers; creating a criminal offense.,Weapons (I0887); CRIMINAL RECORDS (S0008),0
HB 255,88,88-RS,Relating to notaries public; increasing the amount of certain fees.,Notaries (I0538); PASSPORTS (S0246); RECORDS MANAGEMENT (S0205); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); SECRETARY OF STATE (V0042),0
HB 298,88,88-RS,Relating to a required waiting period for firearm sales; creating a criminal offense.,Crimes--Miscellaneous (I0200); Weapons (I0887),0
HB 415,88,88-RS,Relating to the duty of a peace officer to request and render aid for an injured person.,Criminal Procedure--General (I0208); Health--Emergency Services & Personnel (I0384); Law Enforcement (I0510); PEACE OFFICERS (S0007),0
HB 418,88,88-RS,Relating to the duties and powers of peace officers.,Criminal Procedure--General (I0208); Law Enforcement (I0510); PEACE OFFICERS (S0007),0
HB 484,88,88-RS,Relating to suicide prevention in municipal jails.,City Government--General (I0060); Corrections--Jails & Prisons (I0092); Mental Health & Substance Abuse (I0019); SUICIDE (S0206); ATTORNEY GENERAL (V2811),0
HB 504,88,88-RS,Relating to the issuance of a warrant authorizing the use of a no-knock entry by a peace officer.,Criminal Procedure--General (I0208); Law Enforcement (I0510); ARREST WARRANTS (S0245); MAGISTRATES (S1592); PEACE OFFICERS (S0007),0
HB 567,88,88-RS,Relating to discrimination on the basis of hair texture or protective hairstyle associated with race.,Civil Remedies & Liabilities (I0065); Education--Higher--General (I0231); Education--Primary & Secondary--General (I0230); Education--School Districts (I0220); Housing--General (I0405); Labor--General (I0500); DISCRIMINATION (S0052),0
HB 758,88,88-RS,Relating to the deadline to request a contested case hearing on an authorization to use a standard permit for a concrete plant.,"Environment--Air (I0325); CEMENT & CONCRETE (S0315); PERMITS (S0011); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 759,88,88-RS,Relating to a motion to overturn an executive director decision on an authorization to use a standard permit for certain concrete plants.,"Environment--Air (I0325); CEMENT & CONCRETE (S0315); PERMITS (S0011); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 778,88,88-RS,Relating to required provision of workers' compensation insurance coverage for employees of building and construction contractors and subcontractors.,Labor--Workers' Compensation (I0470); BUILDING CONSTRUCTION (S0426); CONTRACTORS & SUBCONTRACTORS (S2563),0
HB 966,88,88-RS,Relating to information on classes or programs required to be completed before an inmate is released on parole.,"Corrections--Parole, Probation & Pardons (I0093); INTERNET (S0130); CRIMINAL JUSTICE, TEXAS DEPARTMENT OF (V8788); PARDONS & PAROLES, BOARD OF (V6037)",0
HB 981,88,88-RS,Relating to providing notice to a state representative and senator of certain administrative actions of the Texas Commission on Environmental Quality.,"Environment--Water (I0320); Legislature (I0520); PUBLIC NOTICE (S0264); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 1012,88,88-RS,Relating to the prohibition of certain discrimination; authorizing civil penalties.,"Civil Remedies & Liabilities (I0065); Labor--General (I0500); Military & Veterans (I0535); DISCRIMINATION (S0052); GENDER IDENTITY & EXPRESSION (S0767); SEXUAL ORIENTATION (S0085); WORKFORCE COMMISSION, TEXAS (V0470)",0
HB 1089,88,88-RS,Relating to contracting with companies that boycott or discriminate against certain entities.,"Purchasing--General (I0642); Purchasing--State (I0643); State Agencies, Boards & Commissions (I0749); Weapons (I0887); FREEDOM OF SPEECH ACT (P637E)",0
HB 1175,88,88-RS,"Relating to the distribution of funds designated for the low-income vehicle repair assistance, retrofit, and accelerated vehicle retirement program.","County Government--Finance (I0097); Environment--Air (I0325); Vehicles & Traffic--General (I0865); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 1250,88,88-RS,Relating to expanding the number of dispensing organization license holders under the Texas Compassionate-Use Program.,"Crimes--Drugs (I0185); Health--General (I0385); MARIHUANA (S3105); PUBLIC SAFETY, DEPARTMENT OF (V0251)",0
HB 1387,88,88-RS,Relating to the persons entitled to request a public hearing from the Texas Commission on Environmental Quality related to the construction of a concrete plant.,"Environment--Air (I0325); CEMENT & CONCRETE (S0315); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 1677,88,88-RS,"Relating to the issuance of a certified birth record, driver's license, or personal identification certificate to a homeless individual.","Health--General (I0385); Health--Indigent Health Care (I0386); Housing--Homeless Persons (I0404); Law Enforcement (I0510); Vehicles & Traffic--Driver's Licenses (I0840); BIRTH & DEATH CERTIFICATES (S6418); HOMELESS (S0243); IDENTIFICATION CARDS (S0074); PUBLIC SAFETY, DEPARTMENT OF (V0251); STATE HEALTH SERVICES, DEPARTMENT OF (V0463)",0
HB 1824,88,88-RS,Relating to the Medicaid eligibility of certain women following a pregnancy.,Human Services--Medical Assistance (I0905); Women (I0925); MEDICAID (S4885); PREGNANCY & CHILDBIRTH (S0294); HEALTH & HUMAN SERVICES COMMISSION (V0177),0
HB 1958,88,88-RS,Relating to maternal mortality and morbidity in this state and Medicaid eligibility of and coverage for certain services provided to pregnant women.,"Electronic Information Systems (I0311); Governor (I0375); Health--Other Diseases & Medical Conditions (I0383); Human Services--Medical Assistance (I0905); Interim Studies (I0448); Women (I0925); LIEUTENANT GOVERNOR (S0096); MEDICAID (S4885); PREGNANCY & CHILDBIRTH (S0294); SPEAKER OF THE HOUSE (S0306); HEALTH & HUMAN SERVICES COMMISSION (V0177); MATERNAL MORTALITY & MORBIDITY TASK FORCE (V0983); STATE HEALTH SERVICES, DEPARTMENT OF (V0463); TEXAS MATERNAL MORTALITY AND MORBIDITY REVIEW COMMITTEE (V1186)",0
HB 2044,88,88-RS,Relating to depression screenings for certain women in county jail or in the custody of the Texas Department of Criminal Justice.,"Corrections--Jails & Prisons (I0092); Mental Health & Substance Abuse (I0019); Women (I0925); PREGNANCY & CHILDBIRTH (S0294); CRIMINAL JUSTICE, TEXAS DEPARTMENT OF (V8788); JAIL STANDARDS, COMMISSION ON (V9946)",0
HB 2391,88,88-RS,Relating to the authority of a municipality or county to request a hearing from the Texas Commission on Environmental Quality related to the construction of a concrete plant.,"Environment--Air (I0325); CEMENT & CONCRETE (S0315); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 2392,88,88-RS,Relating to the issuance of air quality permits for concrete plants located in certain areas.,"City Government--General (I0060); County Government--General (I0096); Environment--Air (I0325); CEMENT & CONCRETE (S0315); PERMITS (S0011); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 2979,88,88-RS,Relating to an indication on a voter's voter registration certificate that a voter is a veteran.,Elections--Registration & Suffrage (I0265); Military & Veterans (I0535); SECRETARY OF STATE (V0042),0
HB 3176,88,88-RS,Relating to the creation of a youthful offender pilot court program.,County Government--General (I0096); Courts--General (I0160); Minors--Juvenile Justice (I0534),0
HB 3246,88,88-RS,Relating to inquiries about and the consideration of criminal history record information regarding applicants for employment.,Criminal Procedure--General (I0208); Labor--General (I0500); CRIMINAL RECORDS (S0008),0
HB 3780,88,88-RS,Relating to public school system accountability.,Education--Primary & Secondary--Accountability (I0007),0
HB 895,88,88-RS,Relating to the use of extrapolation by a health maintenance organization or an insurer to audit claims.,Insurance--Health & Accident (I0422); AUDITS & AUDITORS (S4334); HEALTH MAINTENANCE ORGANIZATIONS (S0853),0
HB 993,88,88-RS,Relating to sheriff's department civil service systems in certain counties.,"County Government--Employees/Officers (I0095); MEDIATION, DISPUTE RESOLUTION, & ARBITRATION (S8683); SHERIFFS (S1013)",0
HB 994,88,88-RS,Relating to sheriff's department civil service systems in certain counties.,County Government--Employees/Officers (I0095); SHERIFFS (S1013),0
HB 995,88,88-RS,Relating to sheriff's department disability leave in certain counties.,County Government--Employees/Officers (I0095); EMPLOYEE BENEFITS & LEAVE (S0452); SHERIFFS (S1013),0
HB 997,88,88-RS,Relating to the authority of a municipality to prohibit police or fire department employees from circulating or signing certain employment petitions.,City Government--Employees/Officers (I0061); Fire Fighters & Police--General (I0370),0
HB 1116,88,88-RS,"Relating to a cost-of-living adjustment applicable to certain benefits paid by the Teacher Retirement System of Texas, including a related study.",Interim Studies (I0448); Retirement Systems--Teachers (I0726),0
HB 1294,88,88-RS,Relating to the selection of the board of directors of an appraisal district; authorizing the imposition of a fee.,Elections--General (I0310); Taxation--Property-Appraisals & Appraisal Districts (I0792); COUNTY TAX ASSESSOR-COLLECTORS (S0310),0
HB 1364,88,88-RS,Relating to a direct payment to a health care provider in lieu of a claim for benefits under a health benefit plan.,Health Care Providers (I0387); Insurance--Health & Accident (I0422),0
HB 1816,88,88-RS,Relating to the governing board of certain junior college districts.,Education--Junior College Districts (I0225); SOUTH TEXAS COLLEGE (U0170),0
HB 1818,88,88-RS,Relating to the calculation of the voter-approval tax rate of certain counties and the procedure for the adoption by such a county of a tax rate that exceeds that rate; making conforming changes.,Taxation--County (I0780); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Tax Rate (I0794),0
HB 2018,88,88-RS,Relating to prompt review of land development applications.,City Government--Land Use & Zoning (I0064); County Government--Land Use & Zoning (I0098); Political Subdivisions (I0588),0
HB 2023,88,88-RS,Relating to the award of court costs and attorney's fees in certain actions involving regulation by political subdivisions.,Courts--Administration (I0130); Political Subdivisions (I0588); ATTORNEY'S FEES (S0202),0
HB 2046,88,88-RS,Relating to eligibility to receive certain federal funding for postsecondary career and technology education distributed by the Texas Higher Education Coordinating Board.,"Education--General (I0255); Education--Higher--General (I0231); Education--Higher--Student Financial Aid (I0235); Education--Nonpublic Schools--Vocational/Avocational (I0222); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280)",0
HB 2368,88,88-RS,Relating to requirements for certain skills development fund grant proposals.,"Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); Education--Junior College Districts (I0225); Labor--Workforce Development (I0495); TECHNICAL EDUCATION (S0453); TEXAS A&M ENGINEERING EXTENSION SERVICE (U0235); WORKFORCE COMMISSION, TEXAS (V0470)",0
HB 2830,88,88-RS,Relating to nonirrigable land in irrigation districts.,Agriculture (I0020); Special Districts & Authorities--Water & Utility (I0755); IRRIGATION & IRRIGATORS (S0170),0
HB 3016,88,88-RS,Relating to the amount of wine certain wineries may sell directly to consumers.,Alcoholic Beverage Regulation (I0025); WINE & WINERIES (S6719),0
HB 3120,88,88-RS,Relating to the calculation of the voter-approval tax rate of certain junior college districts.,Education--Higher--Finance (I0232); Education--Junior College Districts (I0225); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Tax Rate (I0794); BORDER (S0045),0
HB 3122,88,88-RS,"Relating to the maximum amount of penalties that may be imposed for delinquent taxes and tax reports and the application of taxpayer payments to taxes, penalties, and interest.",Taxation--Property-Assessment & Collection (I0798); COMPTROLLER OF PUBLIC ACCOUNTS (V2608),0
HB 3885,88,88-RS,"Relating to the maximum amount of penalties that may be imposed for delinquent taxes and tax reports and the application of taxpayer payments to taxes, penalties, and interest.",Taxation--General (I0815); COMPTROLLER OF PUBLIC ACCOUNTS (V2608),0
HB 4181,88,88-RS,Relating to an exemption from ad valorem taxation of the residence homestead of the surviving spouse of a military service member who is killed or fatally injured in the line of duty.,Military & Veterans (I0535); Property Interests--Homestead (I0616); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Exemptions (I0793),0
HB 4485,88,88-RS,"Relating to the inclusion of instruction promoting the achievement of certain comprehensive environmental, economic, and social goals in the social studies curriculum for public school students.","Education--Primary & Secondary--Curriculum (I0228); EDUCATION, STATE BOARD OF (V0086)",0
HB 4828,88,88-RS,Relating to the collection of delinquent ad valorem taxes.,Taxation--Property-Assessment & Collection (I0798),0
HB 4829,88,88-RS,Relating to the collection of delinquent ad valorem taxes.,Taxation--Property-Assessment & Collection (I0798),0
HB 5294,88,88-RS,Relating to a proposition for certain school districts to be prohibited from imposing an ad valorem tax and to be operated and funded in the same manner as an open-enrollment charter school.,"Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Finance (I0250); Taxation--School District (I0785); EDUCATION AGENCY, TEXAS (V9941)",0
HB 5296,88,88-RS,Relating to the authority of certain school districts to impose an ad valorem tax.,Education--Primary & Secondary--Finance (I0250); Elections--General (I0310); Taxation--Property-Exemptions (I0793); Taxation--School District (I0785),0
HB 5313,88,88-RS,Relating to receivership of the Agua Special Utility District and requirements for candidates for the board of directors of  the Agua Special Utility District.,AGUA SPECIAL UTILITY DISTRICT (D0897); Courts--General (I0160); Environment--Water (I0320); Special Districts & Authorities--Water & Utility (I0755); Utilities--Water & Sewer (I0002); ATTORNEY GENERAL (V2811),0
HB 7,88,88-RS,"Relating to measures to address public safety threats in this state presented by transnational criminal activity, including by establishing a Texas Border Force, and to compensate persons affected by those threats; increasing criminal penalties; creating criminal offenses.","MEXICO (G2781); UNITED MEXICAN STATES (G0156); Aliens (I0032); County Government--General (I0096); Courts--General (I0160); Crimes--Miscellaneous (I0200); Education--Higher--Institutions & Programs (I0223); Governor (I0375); Military & Veterans (I0535); Property Interests--Personal Property (I0600); Property Interests--Real Property (I0595); State Finances--Management & Control (I0748); BORDER (S0045); INTERNATIONAL RELATIONS (S0038); LIEUTENANT GOVERNOR (S0096); RANGERS (S0322); SPEAKER OF THE HOUSE (S0306); TERRORISM & INTERNAL SECURITY (S0574); ALCOHOLIC BEVERAGE COMMISSION, TEXAS (V0472); ATTORNEY GENERAL (V2811); COMPTROLLER OF PUBLIC ACCOUNTS (V2608); COURT ADMINISTRATION, OFFICE OF (V8690); CRIMINAL JUSTICE DIVISION, GOVERNOR'S OFFICE (V0963); ECONOMIC DEVELOPMENT & TOURISM OFFICE, TEXAS (V1109); EMERGENCY MANAGEMENT, TEXAS DIVISION OF (VP6FW); HIGHER EDUCATION COORDINATING BOARD, TEXAS (V4280); INFORMATION RESOURCES, DEPARTMENT OF (V9827); MILITARY DEPARTMENT, TEXAS (V0971); PUBLIC SAFETY COMMISSION (V8707); PUBLIC SAFETY, DEPARTMENT OF (V0251)",0
HB 282,88,88-RS,Relating to the issuance of specialty license plates for Gold Star family members and recipients of certain Texas military awards.,"Military & Veterans (I0535); Vehicles & Traffic--Vehicle Registration (I0845); AWARDS, MEDALS, PRIZES (S0129); LICENSE PLATES (S9823); MOTOR VEHICLES, TEXAS DEPARTMENT OF (V0812)",0
HB 800,88,88-RS,Relating to the punishment for certain criminal conduct involving the smuggling of persons or the operation of a stash house; increasing criminal penalties.,Aliens (I0032); Crimes--Against Persons--General (I0170); Crimes--Against Persons--Sexual (I0171); Crimes--Against Property (I0175); Crimes--Miscellaneous (I0200); Criminal Procedure--Sentencing & Punishment (I0205); SEXUAL ASSAULT (S4375),0
HB 2166,88,88-RS,Relating to designating March 4 as COVID-19 Heroes and Memorial Day.,COVID-19 HEROES & MEMORIAL DAY (HW7I2); Holidays (I0395),1
HB 2171,88,88-RS,Relating to the establishment of the Texas Center for Rural Health Education at The University of Texas Rio Grande Valley.,Education--Higher--General (I0231); Education--Higher--Health Institutions (I0237); Education--Higher--Institutions & Programs (I0223); Health--Rural (I0381); RURAL HEALTH CARE (S0218); UNIVERSITY OF TEXAS RIO GRANDE VALLEY (U0222); UNIVERSITY OF TEXAS SYSTEM (U0045),0
HB 3132,88,88-RS,Relating to an optional designation on a driver's license or personal identification certificate indicating that a person is deaf or hard of hearing.,"Disabilities, Persons with (I0380); Vehicles & Traffic--Driver's Licenses (I0840); HEARING DISORDERS (S0136); PUBLIC SAFETY, DEPARTMENT OF (V0251)",0
HB 3782,88,88-RS,Relating to establishing the Border Security Advisory Council and the Border Protection Task Force.,"Aliens (I0032); Governor (I0375); State Agencies, Boards & Commissions (I0749); State Agencies, Boards & Commissions--Newly Proposed (I0773); STATE SOIL AND WATER CONSERVATION BOARD, TEXAS (NG739); BORDER (S0045); FEDERAL RELATIONS (S0862); LIEUTENANT GOVERNOR (S0096); PEACE OFFICERS (S0007); SPEAKER OF THE HOUSE (S0306); STAFF DEVELOPMENT & TRAINING (S0317); ALCOHOLIC BEVERAGE COMMISSION, TEXAS (V0472); ATTORNEY GENERAL (V2811); BORDER PROTECTION TASK FORCE (VZ2SZ); BORDER SECURITY ADVISORY COUNCIL (VB66R); COMMISSION ON LAW ENFORCEMENT, TEXAS (V1064); COURT ADMINISTRATION, OFFICE OF (V8690); CRIMINAL JUSTICE, TEXAS DEPARTMENT OF (V8788); EMERGENCY MANAGEMENT, TEXAS DIVISION OF (VP6FW); JAIL STANDARDS, COMMISSION ON (V9946); MILITARY DEPARTMENT, TEXAS (V0971); MOTOR VEHICLES, TEXAS DEPARTMENT OF (V0812); PARKS & WILDLIFE DEPARTMENT (V0045); PUBLIC SAFETY, DEPARTMENT OF (V0251); STATE HEALTH SERVICES, DEPARTMENT OF (V0463)",0
HB 634,88,88-RS,Relating to the eligibility of land for appraisal for ad valorem tax purposes as qualified open-space land.,Agriculture (I0020); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Exemptions (I0793); OPEN-SPACE LAND (S0378),0
HB 639,88,88-RS,Relating to the number of temporary licenses to conduct bingo issued to certain authorized organizations in a calendar year.,"Amusements, Games, Sports (I0034); Charitable & Nonprofit Organizations (I0055); BINGO (S2305)",0
HB 861,88,88-RS,Relating to the processing and sale of kratom and kratom products; providing civil penalties; creating a criminal offense.,Crimes--Drugs (I0185); Health--General (I0385); Safety (I0740); TEXAS KRATOM CONSUMER HEALTH AND SAFETY PROTECTION ACT (PC58S); FOOD (S0761); PACKAGING & LABELING REQUIREMENTS (S0339); HEALTH & HUMAN SERVICES COMMISSION (V0177),0
HB 1157,88,88-RS,Relating to excused absences from public school for certain students to attend mental health care appointments.,Education--Primary & Secondary--Admission & Attendance (I0227); Mental Health & Substance Abuse (I0019),0
HB 1218,88,88-RS,Relating to a cost-of-living adjustment applicable to certain benefits paid by the Teacher Retirement System of Texas.,Retirement Systems--Teachers (I0726); EMPLOYEE BENEFITS & LEAVE (S0452),0
HB 1249,88,88-RS,Relating to continuing education requirements for public school counselors.,Education--Primary & Secondary--Other School Personnel (I0246); CONTINUING EDUCATION (S0234),0
HB 1376,88,88-RS,Relating to the use of average enrollment for purposes of the public school finance system.,"Education--Primary & Secondary--Admission & Attendance (I0227); Education--Primary & Secondary--Finance (I0250); EDUCATION, COMMISSIONER OF (V9954)",0
HB 1533,88,88-RS,Relating to the prosecution of organized criminal activity involving a controlled substance or dangerous drug.,Crimes--Drugs (I0185); Crimes--Miscellaneous (I0200); Criminal Procedure--General (I0208),0
HB 1571,88,88-RS,Relating to the reimbursement under Medicaid of local educational agencies for the provision of health care services to students.,Education--Primary & Secondary--General (I0230); Human Services--Medical Assistance (I0905); Mental Health & Substance Abuse (I0019); Minors--Health & Safety (I0533); MEDICAID (S4885); HEALTH & HUMAN SERVICES COMMISSION (V0177),0
HB 1611,88,88-RS,Relating to increasing the minimum term of imprisonment for certain criminal offenses involving the smuggling of persons.,Criminal Procedure--General (I0208); Criminal Procedure--Sentencing & Punishment (I0205),0
HB 1612,88,88-RS,Relating to requirements for and charges for service from public drinking water supply systems.,"Utilities--Water & Sewer (I0002); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 1895,88,88-RS,Relating to the method to be used by the chief appraiser of an appraisal district to determine the market value for ad valorem tax purposes of the real property of a recreational vehicle park.,Taxation--Property-Appraisals & Appraisal Districts (I0792),0
HB 1936,88,88-RS,Relating to electronic device filters for certain explicit material; creating a criminal offense; providing a civil penalty.,Civil Remedies & Liabilities (I0065); Minors--Crimes Against (I0532); Utilities--Telecommunications (I0828); COMPUTERS & SOFTWARE (S2425); EMAIL & ELECTRONIC COMMUNICATIONS (S0321); ATTORNEY GENERAL (V2811),0
HB 2069,88,88-RS,Relating to minimum standards for entry safety point protocols and infrastructure for school districts and charter schools.,"Education--Primary & Secondary--Facilities (I0241); Safety (I0740); SCHOOL SAFETY CENTER, TEXAS (V0224)",0
HB 2130,88,88-RS,Relating to the method to be used by the chief appraiser of an appraisal district to determine the market value for ad valorem tax purposes of the real property of a manufactured home community.,Property Interests--Real Property (I0595); Taxation--Property-Appraisals & Appraisal Districts (I0792),0
HB 2209,88,88-RS,Relating to establishing the Rural Pathway Excellence Partnership (R-PEP) program and creating an allotment and outcomes bonus under the Foundation School Program to support the program.,"Economic & Industrial Development--Rural (I0212); Education--Higher--Institutions & Programs (I0223); Education--Rural (I0221); Education--School Districts (I0220); FOUNDATION SCHOOL PROGRAM (S0541); EDUCATION, COMMISSIONER OF (V9954)",0
HB 2222,88,88-RS,Relating to certain eligibility requirements for grants under the Texas natural gas vehicle grant program.,"Environment--Air (I0325); Vehicles & Traffic--General (I0865); ENVIRONMENTAL QUALITY, TEXAS COMMISSION ON (V0334)",0
HB 2367,88,88-RS,Relating to the regulation of residential amenity rentals by a political subdivision; authorizing a fee; authorizing a civil penalty.,City Government--Land Use & Zoning (I0064); County Government--Land Use & Zoning (I0098); Political Subdivisions (I0588); Property Interests--General (I0620),0
