bill_number,session,chamber,action_date,action,order
A-0913,2024_2025,A,2025-03-20,"Reported out of Assembly Committee, 2nd Reading",3
A-0913,2024_2025,A,2025-05-22,Passed Assembly,4
A-0913,2024_2025,S,2025-05-29,"Received in the Senate, Referred to SHH",5
A-0913,2024_2025,S,2025-11-13,"Reported out of Senate Committee, 2nd Reading",6
A-0913,2024_2025,S,2025-12-11,Referred to Senate Budget and Appropriations Committee,7
A-0913,2024_2025,S,2025-12-15,"Reported out of Senate Committee, 2nd Reading",8
A-0913,2024_2025,S,2025-12-22,Substituted for,9
A-0913,2024_2025,S,2025-12-22,Passed Senate (Passed Both Houses),10
A-0913,2024_2025,G,2026-01-12,Approved,11
A-0914,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0915,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0916,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-0917,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0918,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-0919,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-0919,2024_2025,A,2025-02-20,"Reported out of Assembly Committee, 2nd Reading",2
A-0920,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-0920,2024_2025,A,2024-03-14,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-0921,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0921,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0922,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0923,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0924,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0925,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0926,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0927,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-0928,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0928,2024_2025,A,2024-12-12,Reported out of Assembly Committee with Amendments and Referred to ASL,2
A-0928,2024_2025,A,2025-12-04,Reported and Referred to AAP,3
A-0928,2024_2025,A,2026-01-08,"Reported out of Assembly Committee, 2nd Reading",4
A-0928,2024_2025,A,2026-01-12,Substituted by,5
A-0929,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-0929,2024_2025,A,2024-09-23,Reported and Referred to AAP,2
A-0930,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0931,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0932,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-0933,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0934,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0935,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0936,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0937,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0938,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-0939,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-0940,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-0941,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0941,2024_2025,A,2025-02-13,Reported and Referred to ASL,2
A-0941,2024_2025,A,2025-03-20,Reported and Referred to AAP,3
A-0942,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-0942,2024_2025,A,2024-03-11,Reported and Referred to AAP,2
A-0943,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-0943,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-0944,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0945,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0946,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0947,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-0948,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0949,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0950,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0951,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0952,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0953,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0954,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0955,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0956,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0957,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0958,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0959,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACW",1
A-0960,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0961,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0962,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0963,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0964,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0965,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-0966,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0967,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0968,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0969,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0970,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0971,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0972,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0973,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-0974,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-0975,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-0976,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-0977,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0978,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-0979,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-0980,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-0981,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0982,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-0983,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-0984,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-0985,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0986,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-0987,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-0988,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-0989,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-0990,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-0991,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0992,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0993,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-0994,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0995,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0996,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0997,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-0998,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-0999,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1000,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1001,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1002,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1003,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1004,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1005,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1006,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1007,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1008,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-1009,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-1010,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-1011,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1012,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-1013,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACW",1
A-1014,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1015,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-1016,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-1017,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-1018,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-1019,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1020,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1021,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-1022,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1023,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1024,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1025,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1026,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-1027,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-1028,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1028,2024_2025,A,2024-10-21,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1028,2024_2025,A,2025-03-24,Substituted by,3
A-1029,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1030,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-1031,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1032,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1033,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1034,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1035,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1036,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-1037,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1038,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1039,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1040,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1041,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1042,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1043,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-1044,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-1045,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-1046,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1047,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1048,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1049,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1050,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1051,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1052,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1053,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1054,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-1055,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1056,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1057,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-1058,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1059,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1060,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1061,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATG",1
A-1062,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1063,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-1064,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-1065,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1066,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1067,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1068,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1069,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1070,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1071,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1072,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1073,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1074,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1075,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1076,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1077,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1078,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1079,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1080,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1081,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1082,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-1082,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-1083,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1084,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-1085,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-1086,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1087,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1088,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1089,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1090,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1091,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1092,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1093,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1094,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1095,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1096,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1097,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1098,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1099,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-1100,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1101,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1102,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1103,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1104,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-1105,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-1106,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1107,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACW",1
A-1108,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-1109,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1110,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1111,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1112,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1113,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1114,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHI",1
A-1115,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1116,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1117,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ALA",1
A-1118,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1119,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1120,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AEN",1
A-1121,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-1122,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1123,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1124,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1125,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1126,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1127,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1128,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-1128,2024_2025,A,2024-05-13,"Reported out of Assembly Committee, 2nd Reading",2
A-1128,2024_2025,A,2024-06-26,Recommitted to ABU,3
A-1128,2024_2025,A,2024-06-26,"Reported out of Assembly Committee with Amendments, 2nd Reading",4
A-1128,2024_2025,A,2024-06-28,Substituted by,5
A-1129,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1130,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1131,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1131,2024_2025,A,2024-06-06,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1131,2024_2025,A,2024-09-26,Passed Assembly,3
A-1131,2024_2025,S,2024-09-30,"Received in the Senate, Referred to SMV",4
A-1131,2024_2025,S,2025-12-01,"Reported out of Senate Committee with Amendments, 2nd Reading",5
A-1131,2024_2025,S,2025-12-18,Substituted for,6
A-1131,2024_2025,S,2025-12-18,Passed Senate,7
A-1131,2024_2025,A,2025-12-18,"Received in the Assembly, 2nd Reading on Concurrence",8
A-1131,2024_2025,A,2025-12-22,Passed Assembly (Passed Both Houses),9
A-1131,2024_2025,A,2026-01-12,"Conditional Veto, Received in the Assembly, 2nd Reading/Governor Recommendation",10
A-1131,2024_2025,A,2026-01-12,Passed Assembly,11
A-1131,2024_2025,S,2026-01-12,"Received in the Senate, 2nd Reading - Concur. w/Gov's Recommendations",12
A-1131,2024_2025,S,2026-01-12,Passed Senate (Passed Both Houses),13
A-1131,2024_2025,G,2026-01-20,Approved,14
A-1132,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATG",1
A-1133,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-1134,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1134,2024_2025,A,2024-06-06,Reported and Referred to AAP,2
A-1135,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1136,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1137,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1138,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ARP",1
A-1139,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1140,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1141,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1142,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1143,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1144,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1144,2024_2025,A,2024-06-06,Reported and Referred to AAP,2
A-1145,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1145,2024_2025,A,2024-01-09,WITHDRAWN APP,2
A-1146,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1147,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1148,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1148,2024_2025,A,2025-03-20,Transferred to AHE,2
A-1148,2024_2025,A,2025-03-20,Reported out of Assembly Committee with Amendments and Referred to ACF,3
A-1148,2024_2025,A,2025-05-08,Reported and Referred to AAP,4
A-1149,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1150,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1151,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-1152,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1153,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1154,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1155,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1156,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1157,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1158,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1159,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1160,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1161,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1162,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1163,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1164,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1165,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1165,2024_2025,A,2025-11-24,Transferred to AHE,2
A-1165,2024_2025,A,2025-11-24,Reported and Referred to AED,3
A-1166,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AOF",1
A-1167,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1168,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1169,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1170,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1171,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1172,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1173,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AFI",1
A-1174,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHO",1
A-1175,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATR",1
A-1176,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1177,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ASL",1
A-1178,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHE",1
A-1179,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1180,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACE",1
A-1181,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1182,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1183,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1184,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AJU",1
A-1185,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1185,2024_2025,A,2025-02-13,Transferred to AJU,2
A-1185,2024_2025,A,2025-02-13,Reported and Referred to AAP,3
A-1185,2024_2025,A,2025-02-20,"Reported out of Assembly Committee, 2nd Reading",4
A-1186,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-1187,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1188,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACO",1
A-1189,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
A-1190,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1191,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1192,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1193,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ACF",1
A-1194,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1195,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-1196,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to ATU",1
A-1197,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AED",1
A-1198,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to APS",1
A-1199,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AST",1
A-1200,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AMV",1
A-1202,2024_2025,A,2024-01-09,"Introduced in the Assembly, Referred to AHU",1
