bill_number,session,chamber,action_date,action,order
S-4558,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SHH",1
S-4559,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SHH",1
S-4560,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SED",1
S-4561,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SEG",1
S-4562,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SSG",1
S-4563,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SCM",1
S-4564,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SCM",1
S-4564,2024_2025,S,2025-12-22,Transferred to SBA,2
S-4564,2024_2025,S,2026-01-08,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-4564,2024_2025,S,2026-01-12,Substituted by,4
S-4565,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SEN",1
S-4566,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SBA",1
S-4566,2024_2025,S,2025-06-09,"Reported out of Senate Committee, 2nd Reading",2
S-4566,2024_2025,S,2025-06-30,Passed Senate,3
S-4566,2024_2025,A,2025-07-24,"Received in the Assembly without Reference, 2nd Reading",4
S-4566,2024_2025,A,2025-12-08,Substituted for,5
S-4566,2024_2025,A,2025-12-08,Passed Assembly (Passed Both Houses),6
S-4566,2024_2025,G,2025-12-19,Approved,7
S-4567,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SBA",1
S-4567,2024_2025,S,2025-06-09,"Reported out of Senate Committee, 2nd Reading",2
S-4567,2024_2025,S,2025-06-30,Passed Senate,3
S-4567,2024_2025,A,2025-06-30,"Received in the Assembly without Reference, 2nd Reading",4
S-4567,2024_2025,A,2025-06-30,Substituted for,5
S-4567,2024_2025,A,2025-06-30,Passed Assembly (Passed Both Houses),6
S-4567,2024_2025,G,2025-08-04,Approved,7
S-4568,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SHI",1
S-4569,2024_2025,S,2025-06-02,"Introduced in the Senate, Referred to SBA",1
S-4569,2024_2025,S,2025-06-09,"Reported out of Senate Committee, 2nd Reading",2
S-4569,2024_2025,S,2025-06-30,Passed Senate,3
S-4569,2024_2025,A,2025-07-24,"Received in the Assembly without Reference, 2nd Reading",4
S-4569,2024_2025,A,2025-12-08,Substituted for,5
S-4569,2024_2025,A,2025-12-08,Passed Assembly (Passed Both Houses),6
S-4569,2024_2025,G,2025-12-19,Approved,7
S-4570,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEN",1
S-4571,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEG",1
S-4572,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEG",1
S-4573,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEG",1
S-4574,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEG",1
S-4575,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEG",1
S-4576,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SED",1
S-4577,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SCU",1
S-4578,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEN",1
S-4579,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SSG",1
S-4580,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SCM",1
S-4581,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SCM",1
S-4581,2024_2025,S,2025-11-17,"Reported out of Senate Committee, 2nd Reading",2
S-4581,2024_2025,S,2025-11-17,Referred to Senate Budget and Appropriations Committee,3
S-4582,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SCM",1
S-4582,2024_2025,S,2025-06-12,"Reported out of Senate Committee, 2nd Reading",2
S-4582,2024_2025,S,2025-12-18,Senate Amendment,3
S-4582,2024_2025,S,2026-01-12,Substituted by,4
S-4583,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SLA",1
S-4584,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SJU",1
S-4585,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to STR",1
S-4586,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SJU",1
S-4586,2024_2025,S,2025-12-15,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4586,2024_2025,S,2025-12-15,Referred to Senate Budget and Appropriations Committee,3
S-4587,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to STR",1
S-4588,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SED",1
S-4589,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SED",1
S-4590,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SLA",1
S-4590,2024_2025,S,2025-06-26,Transferred to SBA,2
S-4590,2024_2025,S,2025-06-26,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-4590,2024_2025,S,2025-06-30,Substituted by,4
S-4591,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEG",1
S-4592,2024_2025,S,2025-06-05,"Introduced in the Senate, Referred to SEG",1
S-4593,2024_2025,S,2025-06-09,"Introduced in the Senate, Referred to SSG",1
S-4594,2024_2025,S,2025-06-09,"Introduced in the Senate, Referred to SLP",1
S-4595,2024_2025,S,2025-06-09,"Introduced in the Senate, Referred to SLP",1
S-4596,2024_2025,S,2025-06-09,"Introduced in the Senate, Referred to SLP",1
S-4597,2024_2025,S,2025-06-09,"Introduced in the Senate, Referred to SHI",1
S-4598,2024_2025,S,2025-06-09,"Introduced in the Senate, Referred to SHH",1
S-4599,2024_2025,S,2025-06-09,"Introduced in the Senate, Referred to SCU",1
S-4600,2024_2025,S,2025-06-09,"Introduced in the Senate, Referred to SSG",1
S-4601,2024_2025,S,2025-06-12,"Introduced in the Senate, Referred to SCM",1
S-4602,2024_2025,S,2025-06-12,"Introduced in the Senate, Referred to STR",1
S-4603,2024_2025,S,2025-06-12,"Introduced in the Senate, Referred to SCM",1
S-4604,2024_2025,S,2025-06-12,"Introduced in the Senate, Referred to SHH",1
S-4605,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SSG",1
S-4606,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SEN",1
S-4607,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SEN",1
S-4608,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SED",1
S-4608,2024_2025,S,2025-06-23,Transferred to SBA,2
S-4608,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",3
S-4608,2024_2025,S,2025-06-30,Substituted by,4
S-4609,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SLP",1
S-4610,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SEN",1
S-4611,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to STR",1
S-4612,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SLP",1
S-4613,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SBA",1
S-4614,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to STR",1
S-4614,2024_2025,S,2025-06-23,Transferred to SBA,2
S-4614,2024_2025,S,2025-06-26,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-4614,2024_2025,S,2025-06-30,Substituted by,4
S-4615,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SCU",1
S-4615,2024_2025,S,2025-12-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4615,2024_2025,S,2025-12-04,Referred to Senate Budget and Appropriations Committee,3
S-4616,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SHH",1
S-4617,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SHH",1
S-4618,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SBA",1
S-4618,2024_2025,S,2025-06-26,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4618,2024_2025,S,2025-06-30,Passed Senate,3
S-4618,2024_2025,A,2025-06-30,"Received in the Assembly without Reference, 2nd Reading",4
S-4618,2024_2025,A,2025-06-30,Substituted for,5
S-4618,2024_2025,A,2025-06-30,Passed Assembly (Passed Both Houses),6
S-4618,2024_2025,G,2025-06-30,Approved,7
S-4619,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SBA",1
S-4619,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",2
S-4619,2024_2025,S,2025-06-30,Substituted by,3
S-4620,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SBA",1
S-4620,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",2
S-4620,2024_2025,S,2025-06-30,Passed Senate,3
S-4620,2024_2025,A,2025-06-30,"Received in the Assembly without Reference, 2nd Reading",4
S-4620,2024_2025,A,2025-06-30,Substituted for,5
S-4620,2024_2025,A,2025-06-30,Passed Assembly (Passed Both Houses),6
S-4620,2024_2025,G,2025-06-30,Approved,7
S-4621,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SBA",1
S-4621,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",2
S-4621,2024_2025,S,2025-06-30,Substituted by,3
S-4622,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SHH",1
S-4623,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SHH",1
S-4624,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SJU",1
S-4625,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SLP",1
S-4626,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SEN",1
S-4627,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SEG",1
S-4628,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SLP",1
S-4629,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SMV",1
S-4629,2024_2025,S,2025-12-01,"Reported out of Senate Committee, 2nd Reading",2
S-4629,2024_2025,S,2025-12-01,Referred to Senate Budget and Appropriations Committee,3
S-4630,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SEN",1
S-4630,2024_2025,S,2025-12-01,"Reported out of Senate Committee, 2nd Reading",2
S-4630,2024_2025,S,2025-12-01,Referred to Senate Budget and Appropriations Committee,3
S-4630,2024_2025,S,2026-01-08,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-4630,2024_2025,S,2026-01-12,Substituted by,5
S-4631,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SJU",1
S-4632,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SBA",1
S-4632,2024_2025,S,2025-06-26,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4632,2024_2025,S,2025-06-30,Passed Senate,3
S-4632,2024_2025,A,2025-06-30,"Received in the Assembly without Reference, 2nd Reading",4
S-4632,2024_2025,A,2025-06-30,Substituted for,5
S-4632,2024_2025,A,2025-06-30,Passed Assembly (Passed Both Houses),6
S-4632,2024_2025,G,2025-06-30,Approved,7
S-4633,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SLA",1
S-4634,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SEN",1
S-4635,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4636,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SHH",1
S-4637,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SCU",1
S-4638,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SJU",1
S-4639,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to STR",1
S-4639,2024_2025,S,2025-11-10,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4639,2024_2025,S,2025-11-10,Referred to Senate Budget and Appropriations Committee,3
S-4640,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SHI",1
S-4641,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SHH",1
S-4642,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SCU",1
S-4643,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SSG",1
S-4644,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SSG",1
S-4645,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SSG",1
S-4646,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SSG",1
S-4647,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SJU",1
S-4648,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to STR",1
S-4649,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SSG",1
S-4650,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SLA",1
S-4651,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SHH",1
S-4653,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SCU",1
S-4654,2024_2025,S,2025-06-19,"Introduced in the Senate, Referred to SBA",1
S-4654,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",2
S-4654,2024_2025,S,2025-06-30,Passed Senate,3
S-4654,2024_2025,A,2025-06-30,"Received in the Assembly without Reference, 2nd Reading",4
S-4654,2024_2025,A,2025-06-30,Substituted for,5
S-4654,2024_2025,A,2025-06-30,Passed Assembly (Passed Both Houses),6
S-4654,2024_2025,G,2025-06-30,Approved,7
S-4655,2024_2025,S,2025-06-26,"Introduced in the Senate, Referred to SBA",1
S-4655,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",2
S-4655,2024_2025,S,2025-06-30,Substituted by,3
S-4656,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4656,2024_2025,S,2025-06-26,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4656,2024_2025,S,2025-06-30,Substituted by,3
S-4657,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4657,2024_2025,S,2025-06-26,Withdrawn from Consideration,2
S-4658,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4658,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",2
S-4659,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4659,2024_2025,S,2025-06-26,"Reported from Senate Committee as a Substitute, 2nd Reading",2
S-4659,2024_2025,S,2025-06-30,Substituted by,3
S-4660,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4660,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",2
S-4660,2024_2025,S,2025-06-30,Substituted by,3
S-4661,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4661,2024_2025,S,2025-06-26,Combined with,2
S-4662,2024_2025,S,2025-06-26,"Introduced in the Senate, Referred to SLP",1
S-4663,2024_2025,S,2025-06-26,"Introduced in the Senate, Referred to SLP",1
S-4664,2024_2025,S,2025-06-26,"Introduced in the Senate, Referred to SSG",1
S-4664,2024_2025,S,2025-12-11,Transferred to SBA,2
S-4664,2024_2025,S,2026-01-08,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-4664,2024_2025,S,2026-01-12,Substituted by,4
S-4665,2024_2025,S,2025-06-26,"Introduced in the Senate, Referred to SED",1
S-4666,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4666,2024_2025,S,2025-06-26,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4666,2024_2025,S,2025-06-30,Substituted by,3
S-4667,2024_2025,S,2025-06-26,"Introduced in the Senate, Referred to SEG",1
S-4668,2024_2025,S,2025-06-23,"Introduced in the Senate, Referred to SBA",1
S-4668,2024_2025,S,2025-06-26,"Reported out of Senate Committee, 2nd Reading",2
S-4668,2024_2025,S,2025-11-10,Recommitted to SBA,3
S-4668,2024_2025,S,2025-11-13,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-4669,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SHH",1
S-4670,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEN",1
S-4671,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEN",1
S-4672,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SBA",1
S-4673,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEG",1
S-4674,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SCM",1
S-4675,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEG",1
S-4676,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEG",1
S-4676,2024_2025,S,2025-12-11,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4676,2024_2025,S,2026-01-12,Passed Senate,3
S-4676,2024_2025,A,2026-01-12,"Received in the Assembly without Reference, 2nd Reading",4
S-4677,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEN",1
S-4678,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SED",1
S-4678,2024_2025,S,2025-11-10,"Reported out of Senate Committee, 2nd Reading",2
S-4678,2024_2025,S,2025-11-10,Referred to Senate Budget and Appropriations Committee,3
S-4678,2024_2025,S,2025-12-15,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-4678,2024_2025,S,2025-12-22,Passed Senate,5
S-4678,2024_2025,A,2025-12-22,"Received in the Assembly without Reference, 2nd Reading",6
S-4678,2024_2025,A,2025-12-22,Substituted for,7
S-4678,2024_2025,A,2025-12-22,Passed Assembly (Passed Both Houses),8
S-4678,2024_2025,S,2026-01-12,CV R/S 2RSG PS,9
S-4678,2024_2025,A,2026-01-12,"Received in the Assembly, 2nd Reading - Concur. w/Gov's Recommendations",10
S-4678,2024_2025,A,2026-01-12,Passed Assembly (Passed Both Houses),11
S-4678,2024_2025,G,2026-01-20,Approved,12
S-4679,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SED",1
S-4679,2024_2025,S,2025-12-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4680,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SED",1
S-4681,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SCM",1
S-4682,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEG",1
S-4683,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SJU",1
S-4684,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SHH",1
S-4685,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SCU",1
S-4686,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SED",1
S-4687,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SJU",1
S-4688,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEN",1
S-4688,2024_2025,S,2025-12-11,"Reported out of Senate Committee, 2nd Reading",2
S-4689,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEN",1
S-4689,2024_2025,S,2025-12-01,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4689,2024_2025,S,2025-12-01,Referred to Senate Budget and Appropriations Committee,3
S-4689,2024_2025,S,2025-12-15,"Reported out of Senate Committee, 2nd Reading",4
S-4689,2024_2025,S,2025-12-18,Senate Amendment,5
S-4689,2024_2025,S,2025-12-22,Substituted by,6
S-4690,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEN",1
S-4690,2024_2025,S,2025-12-11,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4690,2024_2025,S,2026-01-12,Substituted by,3
S-4691,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SCU",1
S-4692,2024_2025,S,2025-06-26,"Introduced, 1st Reading without Reference, 2nd Reading",1
S-4692,2024_2025,S,2025-06-30,Substituted by,2
S-4693,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SEG",1
S-4694,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SCM",1
S-4695,2024_2025,S,2025-06-26,"Introduced, 1st Reading without Reference, 2nd Reading",1
S-4695,2024_2025,S,2025-06-30,Substituted by,2
S-4696,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SCM",1
S-4697,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SEG",1
S-4698,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SCM",1
S-4699,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SLP",1
S-4700,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SHH",1
S-4701,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SED",1
S-4702,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to STR",1
S-4702,2024_2025,S,2025-11-10,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4702,2024_2025,S,2025-11-10,Referred to Senate Budget and Appropriations Committee,3
S-4703,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SSG",1
S-4703,2024_2025,S,2025-11-24,Transferred to SJU,2
S-4704,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SCU",1
S-4707,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SHH",1
S-4708,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SCU",1
S-4709,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SEG",1
S-4709,2024_2025,S,2025-12-11,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4709,2024_2025,S,2025-12-11,Referred to Senate Budget and Appropriations Committee,3
S-4709,2024_2025,S,2026-01-08,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-4709,2024_2025,S,2026-01-12,Substituted by,5
S-4710,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SED",1
S-4711,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SEG",1
S-4712,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to STR",1
S-4713,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SED",1
S-4713,2024_2025,S,2025-11-10,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4713,2024_2025,S,2025-11-10,Referred to Senate Budget and Appropriations Committee,3
S-4713,2024_2025,S,2026-01-08,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-4713,2024_2025,S,2026-01-12,Substituted by,5
S-4714,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SLP",1
S-4715,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SJU",1
S-4716,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SED",1
S-4716,2024_2025,S,2025-11-10,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4716,2024_2025,S,2025-11-10,Referred to Senate Budget and Appropriations Committee,3
S-4716,2024_2025,S,2026-01-08,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-4716,2024_2025,S,2026-01-12,Substituted by,5
S-4717,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SCM",1
S-4718,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to STR",1
S-4719,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SEG",1
S-4720,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SCM",1
S-4721,2024_2025,S,2025-06-30,"Introduced in the Senate, Referred to SCU",1
S-4722,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SEN",1
S-4722,2024_2025,S,2025-12-11,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4723,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SSG",1
S-4724,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SHH",1
S-4725,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SED",1
S-4726,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SCM",1
S-4726,2024_2025,S,2025-10-20,Transferred to SHH,2
S-4726,2024_2025,S,2025-12-08,Combined with,3
S-4727,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SLP",1
S-4728,2024_2025,S,2025-10-20,"Introduced in the Senate, Referred to SCU",1
S-4729,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SEG",1
S-4730,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SBA",1
S-4731,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SEN",1
S-4732,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SHH",1
S-4732,2024_2025,S,2026-01-06,Transferred to SBA,2
S-4732,2024_2025,S,2026-01-08,"Reported out of Senate Committee, 2nd Reading",3
S-4732,2024_2025,S,2026-01-12,Substituted by,4
S-4733,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to STR",1
S-4733,2024_2025,S,2025-12-04,"Reported out of Senate Committee, 2nd Reading",2
S-4733,2024_2025,S,2025-12-04,Referred to Senate Budget and Appropriations Committee,3
S-4733,2024_2025,S,2025-12-15,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-4733,2024_2025,S,2025-12-22,Passed Senate,5
S-4733,2024_2025,A,2026-01-02,"Received in the Assembly, Referred to ATR",6
S-4733,2024_2025,A,2026-01-05,Transferred to ACE,7
S-4733,2024_2025,A,2026-01-05,Reported out of Assembly Committee with Amendments and Referred to AAP,8
S-4733,2024_2025,A,2026-01-08,"Reported out of Assembly Committee, 2nd Reading",9
S-4733,2024_2025,A,2026-01-12,Substituted for,10
S-4733,2024_2025,A,2026-01-12,Passed Assembly,11
S-4733,2024_2025,S,2026-01-12,"Received in the Senate, 2nd Reading on Concurrence",12
S-4733,2024_2025,S,2026-01-12,Passed Senate (Passed Both Houses),13
S-4733,2024_2025,G,2026-01-20,Approved,14
S-4734,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SCU",1
S-4734,2024_2025,S,2025-12-04,"Reported out of Senate Committee, 2nd Reading",2
S-4734,2024_2025,S,2025-12-04,Referred to Senate Budget and Appropriations Committee,3
S-4735,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to STR",1
S-4736,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SCU",1
S-4737,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SSG",1
S-4737,2024_2025,S,2025-12-01,"Reported out of Senate Committee, 2nd Reading",2
S-4737,2024_2025,S,2025-12-01,Referred to Senate Budget and Appropriations Committee,3
S-4737,2024_2025,S,2025-12-08,"Reported out of Senate Committee, 2nd Reading",4
S-4737,2024_2025,S,2025-12-18,Passed Senate,5
S-4737,2024_2025,A,2025-12-18,"Received in the Assembly without Reference, 2nd Reading",6
S-4737,2024_2025,A,2025-12-22,Substituted for,7
S-4737,2024_2025,A,2025-12-22,Passed Assembly (Passed Both Houses),8
S-4737,2024_2025,G,2026-01-12,Approved,9
S-4738,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SHH",1
S-4739,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SLP",1
S-4740,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SHH",1
S-4741,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SCU",1
S-4742,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SSG",1
S-4743,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SED",1
S-4744,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SSG",1
S-4745,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SLP",1
S-4746,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SSG",1
S-4747,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SSG",1
S-4748,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SHH",1
S-4749,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SCU",1
S-4749,2024_2025,S,2025-12-04,"Reported from Senate Committee as a Substitute, 2nd Reading",2
S-4749,2024_2025,S,2025-12-04,Referred to Senate Budget and Appropriations Committee,3
S-4750,2024_2025,S,2025-10-27,"Introduced in the Senate, Referred to SMV",1
