bill_number,session,chamber,action_date,action,order
S-4163,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to STR",1
S-4163,2022_2023,S,2023-12-14,"Reported out of Senate Committee, 2nd Reading",2
S-4163,2022_2023,S,2023-12-14,Referred to Senate Budget and Appropriations Committee,3
S-4163,2022_2023,S,2023-12-21,"Reported out of Senate Committee, 2nd Reading",4
S-4164,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SSG",1
S-4165,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SEN",1
S-4165,2022_2023,S,2023-12-18,"Reported out of Senate Committee, 2nd Reading",2
S-4165,2022_2023,S,2024-01-08,Substituted by,3
S-4166,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SHH",1
S-4166,2022_2023,S,2024-01-04,"Reported out of Senate Committee, 2nd Reading",2
S-4166,2022_2023,S,2024-01-08,Substituted by,3
S-4167,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to STR",1
S-4168,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SJU",1
S-4169,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SJU",1
S-4170,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SLP",1
S-4171,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SEG",1
S-4172,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SCM",1
S-4173,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SSG",1
S-4174,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SHH",1
S-4175,2022_2023,S,2023-11-30,"Introduced in the Senate, Referred to SEG",1
S-4175,2022_2023,S,2023-12-04,Transferred to SBA,2
S-4175,2022_2023,S,2023-12-14,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-4176,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SEN",1
S-4176,2022_2023,S,2023-12-11,Transferred to SSG,2
S-4176,2022_2023,S,2023-12-18,"Reported out of Senate Committee, 2nd Reading",3
S-4177,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SSG",1
S-4177,2022_2023,S,2023-12-18,"Reported out of Senate Committee, 2nd Reading",2
S-4178,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SSG",1
S-4178,2022_2023,S,2023-12-18,"Reported out of Senate Committee, 2nd Reading",2
S-4179,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SHH",1
S-4180,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SHH",1
S-4180,2022_2023,S,2024-01-04,"Reported out of Senate Committee, 2nd Reading",2
S-4181,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SHH",1
S-4183,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SCU",1
S-4183,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4183,2022_2023,S,2024-01-08,Substituted by,3
S-4184,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SJU",1
S-4185,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SLA",1
S-4186,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SEN",1
S-4187,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SSG",1
S-4188,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SEG",1
S-4189,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SMV",1
S-4190,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SCU",1
S-4191,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SLP",1
S-4192,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SEG",1
S-4193,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SBA",1
S-4193,2022_2023,S,2023-12-14,"Reported out of Senate Committee, 2nd Reading",2
S-4193,2022_2023,S,2024-01-08,Passed Senate,3
S-4193,2022_2023,A,2024-01-08,"Received in the Assembly without Reference, 2nd Reading",4
S-4194,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SHH",1
S-4195,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SCM",1
S-4196,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SLP",1
S-4197,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SEN",1
S-4198,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SSG",1
S-4199,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to STR",1
S-4200,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SCU",1
S-4200,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4201,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SSG",1
S-4201,2022_2023,S,2023-12-21,Transferred to SBA,2
S-4201,2022_2023,S,2023-12-21,"Reported out of Senate Committee, 2nd Reading",3
S-4201,2022_2023,S,2024-01-08,Substituted by,4
S-4202,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SCU",1
S-4202,2022_2023,S,2023-12-11,Transferred to SHH,2
S-4202,2022_2023,S,2023-12-14,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-4202,2022_2023,S,2024-01-08,Substituted by,4
S-4203,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SHH",1
S-4204,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SLA",1
S-4205,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SHH",1
S-4206,2022_2023,S,2023-12-04,"Introduced in the Senate, Referred to SSG",1
S-4206,2022_2023,S,2023-12-07,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4206,2022_2023,S,2023-12-21,Passed Senate,3
S-4206,2022_2023,A,2023-12-21,"Received in the Assembly without Reference, 2nd Reading",4
S-4206,2022_2023,A,2024-01-08,Substituted for,5
S-4206,2022_2023,A,2024-01-08,Passed Assembly (Passed Both Houses),6
S-4206,2022_2023,G,2024-01-16,Approved,7
S-4207,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SLP",1
S-4207,2022_2023,S,2023-12-18,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4207,2022_2023,S,2023-12-18,Referred to Senate Budget and Appropriations Committee,3
S-4208,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SCU",1
S-4209,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SED",1
S-4209,2022_2023,S,2023-12-14,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4209,2022_2023,S,2024-01-02,Referred to Senate Budget and Appropriations Committee,3
S-4209,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-4209,2022_2023,S,2024-01-08,Passed Senate,5
S-4209,2022_2023,A,2024-01-08,"Received in the Assembly without Reference, 2nd Reading",6
S-4209,2022_2023,A,2024-01-08,Substituted for,7
S-4209,2022_2023,A,2024-01-08,Passed Assembly (Passed Both Houses),8
S-4209,2022_2023,G,2024-01-16,Approved,9
S-4210,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SLP",1
S-4211,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SJU",1
S-4211,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4211,2022_2023,S,2024-01-08,Substituted by,3
S-4212,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SLP",1
S-4212,2022_2023,S,2023-12-18,"Reported out of Senate Committee, 2nd Reading",2
S-4212,2022_2023,S,2024-01-08,Substituted by,3
S-4213,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SSG",1
S-4213,2022_2023,S,2023-12-18,"Reported out of Senate Committee, 2nd Reading",2
S-4214,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SLP",1
S-4215,2022_2023,S,2023-12-07,"Introduced in the Senate, Referred to SHH",1
S-4215,2022_2023,S,2023-12-14,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4215,2022_2023,S,2023-12-21,Senate Amendment,3
S-4216,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to STR",1
S-4217,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SEG",1
S-4217,2022_2023,S,2023-12-21,Transferred to SBA,2
S-4217,2022_2023,S,2023-12-21,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-4217,2022_2023,S,2024-01-08,Substituted by,4
S-4218,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SCM",1
S-4218,2022_2023,S,2023-12-28,Transferred to SBA,2
S-4218,2022_2023,S,2024-01-04,"Reported out of Senate Committee, 2nd Reading",3
S-4219,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SCM",1
S-4220,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SBA",1
S-4221,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to STR",1
S-4222,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SSG",1
S-4223,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SCM",1
S-4224,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SLA",1
S-4225,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SLP",1
S-4226,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SLP",1
S-4227,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SCU",1
S-4228,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SSG",1
S-4228,2022_2023,S,2023-12-14,Transferred to SBA,2
S-4228,2022_2023,S,2024-01-04,"Reported out of Senate Committee, 2nd Reading",3
S-4228,2022_2023,S,2024-01-08,Substituted by,4
S-4229,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SEN",1
S-4229,2022_2023,S,2023-12-18,"Reported out of Senate Committee, 2nd Reading",2
S-4230,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SSG",1
S-4231,2022_2023,S,2023-12-11,"Introduced in the Senate, Referred to SHI",1
S-4232,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SHH",1
S-4233,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SED",1
S-4234,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SED",1
S-4235,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SHI",1
S-4236,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SED",1
S-4237,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SLA",1
S-4238,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SLP",1
S-4239,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SSG",1
S-4240,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SCU",1
S-4240,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4240,2022_2023,A,2024-01-08,Substituted by,3
S-4241,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SMV",1
S-4242,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SEN",1
S-4243,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SLA",1
S-4244,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SCU",1
S-4245,2022_2023,S,2023-12-14,"Introduced in the Senate, Referred to SCU",1
S-4246,2022_2023,S,2023-12-18,"Introduced in the Senate, Referred to SLP",1
S-4247,2022_2023,S,2023-12-18,"Introduced in the Senate, Referred to SLP",1
S-4247,2022_2023,S,2023-12-28,Transferred to SBA,2
S-4248,2022_2023,S,2023-12-18,"Introduced in the Senate, Referred to SHH",1
S-4248,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4249,2022_2023,S,2023-12-21,"Introduced in the Senate, Referred to SED",1
S-4250,2022_2023,S,2023-12-21,"Introduced in the Senate, Referred to SLP",1
S-4250,2022_2023,S,2023-12-28,Transferred to SBA,2
S-4250,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-4250,2022_2023,S,2024-01-08,Substituted by,4
S-4251,2022_2023,S,2023-12-21,"Introduced in the Senate, Referred to SCU",1
S-4252,2022_2023,S,2023-12-21,"Introduced in the Senate, Referred to SED",1
S-4253,2022_2023,S,2023-12-21,"Introduced in the Senate, Referred to SSG",1
S-4254,2022_2023,S,2023-12-21,"Introduced in the Senate, Referred to SHH",1
S-4255,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SEG",1
S-4256,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SHI",1
S-4257,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SEN",1
S-4258,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SLP",1
S-4259,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SED",1
S-4260,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SLP",1
S-4261,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SLP",1
S-4262,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SEN",1
S-4264,2022_2023,S,2023-12-28,"Introduced in the Senate, Referred to SCU",1
S-4264,2022_2023,S,2024-01-04,"Reported out of Senate Committee, 2nd Reading",2
S-4264,2022_2023,S,2024-01-08,Substituted by,3
S-4265,2022_2023,S,2024-01-02,"Introduced in the Senate, Referred to SBA",1
S-4265,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4265,2022_2023,S,2024-01-08,Passed Senate,3
S-4265,2022_2023,A,2024-01-08,"Received in the Assembly without Reference, 2nd Reading",4
S-4265,2022_2023,A,2024-01-08,Substituted for,5
S-4265,2022_2023,A,2024-01-08,Passed Assembly (Passed Both Houses),6
S-4265,2022_2023,G,2024-01-16,Approved,7
S-4266,2022_2023,S,2024-01-02,"Introduced in the Senate, Referred to SBA",1
S-4266,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4266,2022_2023,S,2024-01-08,Substituted by,3
S-4267,2022_2023,S,2024-01-02,"Introduced in the Senate, Referred to SBA",1
S-4267,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4267,2022_2023,S,2024-01-08,Substituted by,3
S-4268,2022_2023,S,2024-01-02,"Introduced in the Senate, Referred to SJU",1
S-4268,2022_2023,S,2024-01-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-4268,2022_2023,S,2024-01-08,Passed Senate,3
S-4268,2022_2023,A,2024-01-08,"Received in the Assembly without Reference, 2nd Reading",4
S-4268,2022_2023,A,2024-01-08,Assembly Floor Amendment Passed,5
S-4268,2022_2023,A,2024-01-08,Substituted for,6
S-4268,2022_2023,A,2024-01-08,Passed Assembly,7
S-4268,2022_2023,S,2024-01-08,"Received in the Senate, 2nd Reading on Concurrence",8
S-4268,2022_2023,S,2024-01-08,Passed Senate (Passed Both Houses),9
S-4268,2022_2023,G,2024-01-16,Approved,10
S-4269,2022_2023,S,2024-01-04,"Introduced in the Senate, Referred to SED",1
S-4270,2022_2023,S,2024-01-04,"Introduced in the Senate, Referred to SCU",1
S-4271,2022_2023,S,2024-01-04,"Introduced in the Senate, Referred to SCU",1
S-4272,2022_2023,S,2024-01-04,"Introduced in the Senate, Referred to SCU",1
S-4273,2022_2023,S,2024-01-04,"Introduced in the Senate, Referred to SCU",1
S-4275,2022_2023,S,2024-01-04,"Introduced in the Senate, Referred to SCU",1
S-4276,2022_2023,S,2024-01-04,"Introduced in the Senate, Referred to SHI",1
S-4277,2022_2023,S,2024-01-04,"Introduced in the Senate, Referred to SBA",1
SCR-0011,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
SCR-0012,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
SCR-0013,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
SCR-0014,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
SCR-0015,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
SCR-0016,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
SCR-0017,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
SCR-0018,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
SCR-0018,2022_2023,S,2022-03-03,"Reported out of Senate Committee, 2nd Reading",2
SCR-0018,2022_2023,S,2022-03-24,Passed Senate,3
SCR-0018,2022_2023,A,2022-03-24,"Received in the Assembly, Referred to ACD",4
SCR-0018,2022_2023,A,2023-01-12,"Reported out of Assembly Committee, 2nd Reading",5
SCR-0018,2022_2023,A,2023-01-26,Substituted for,6
SCR-0018,2022_2023,A,2023-01-26,Passed Assembly and Filed,7
SCR-0018,2022_2023,A,2023-01-26,Filed with Secretary of State,8
SCR-0019,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
SCR-0020,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
SCR-0021,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
SCR-0022,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
SCR-0023,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
SCR-0024,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
SCR-0025,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
SCR-0025,2022_2023,S,2022-05-19,"Reported out of Senate Committee, 2nd Reading",2
SCR-0025,2022_2023,S,2022-10-17,Substituted by,3
SCR-0026,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
SCR-0027,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
SCR-0028,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
SCR-0029,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
SCR-0030,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
SCR-0031,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
SCR-0031,2022_2023,S,2022-10-13,"Reported out of Senate Committee, 2nd Reading",2
SCR-0031,2022_2023,S,2022-10-17,Passed Senate,3
SCR-0031,2022_2023,A,2022-10-20,"Received in the Assembly, Referred to AOF",4
SCR-0032,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SSG",1
SCR-0033,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SCU",1
SCR-0034,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SMV",1
SCR-0035,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SCU",1
SCR-0036,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SEN",1
SCR-0037,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SSG",1
SCR-0038,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SSG",1
SCR-0039,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SHH",1
SCR-0040,2022_2023,S,2022-01-18,"Introduced in the Senate, Referred to SCU",1
SCR-0041,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SSG",1
SCR-0042,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SSG",1
SCR-0042,2022_2023,S,2022-12-19,"Reported out of Senate Committee with Amendments, 2nd Reading",2
SCR-0043,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SHH",1
SCR-0044,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SHH",1
SCR-0045,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SSG",1
SCR-0046,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SHH",1
SCR-0047,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SCU",1
SCR-0048,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SHH",1
SCR-0049,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SCU",1
SCR-0050,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to STR",1
SCR-0051,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SHH",1
SCR-0052,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SHH",1
SCR-0053,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SHH",1
SCR-0054,2022_2023,S,2022-01-31,"Introduced in the Senate, Referred to SHH",1
SCR-0055,2022_2023,S,2022-02-03,"Introduced in the Senate, Referred to SHH",1
SCR-0056,2022_2023,S,2022-02-03,"Introduced in the Senate, Referred to SCM",1
SCR-0057,2022_2023,S,2022-02-03,"Introduced in the Senate, Referred to SHH",1
SCR-0058,2022_2023,S,2022-02-03,"Introduced in the Senate, Referred to SCM",1
SCR-0059,2022_2023,S,2022-02-03,"Introduced in the Senate, Referred to SLA",1
SCR-0060,2022_2023,S,2022-02-03,"Introduced in the Senate, Referred to SCM",1
SCR-0061,2022_2023,S,2022-02-10,"Introduced in the Senate, Referred to SHH",1
SCR-0061,2022_2023,S,2022-10-31,"Reported out of Senate Committee with Amendments, 2nd Reading",2
SCR-0061,2022_2023,S,2022-12-19,Passed Senate,3
SCR-0061,2022_2023,A,2023-01-10,"Received in the Assembly, Referred to AHE",4
SCR-0062,2022_2023,S,2022-02-10,"Introduced in the Senate, Referred to SCU",1
SCR-0063,2022_2023,S,2022-02-10,"Introduced in the Senate, Referred to SLA",1
SCR-0064,2022_2023,S,2022-02-10,"Introduced in the Senate, Referred to SLA",1
SCR-0065,2022_2023,S,2022-02-10,"Introduced in the Senate, Referred to SCU",1
SCR-0066,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SED",1
SCR-0067,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SED",1
SCR-0068,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SED",1
SCR-0069,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SLP",1
SCR-0070,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SSG",1
SCR-0071,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SBA",1
SCR-0072,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SEN",1
SCR-0073,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SJU",1
SCR-0074,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SSG",1
SCR-0075,2022_2023,S,2022-02-14,"Introduced in the Senate, Referred to SHI",1
SCR-0076,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to STR",1
SCR-0077,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SCM",1
SCR-0078,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SSG",1
SCR-0079,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SCM",1
SCR-0080,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SSG",1
SCR-0081,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SSG",1
SCR-0082,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SHH",1
SCR-0083,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SSG",1
SCR-0084,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SSG",1
SCR-0085,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SHH",1
SCR-0086,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SCU",1
SCR-0088,2022_2023,S,2022-02-28,"Introduced in the Senate, Referred to SMV",1
SCR-0088,2022_2023,S,2022-02-28,"Reported out of Senate Committee, 2nd Reading",2
SCR-0088,2022_2023,S,2022-03-03,Substituted by,3
SCR-0089,2022_2023,S,2022-03-03,"Introduced in the Senate, Referred to SED",1
SCR-0090,2022_2023,S,2022-03-03,"Introduced in the Senate, Referred to SCU",1
SCR-0091,2022_2023,S,2022-03-03,"Introduced in the Senate, Referred to SSG",1
SCR-0092,2022_2023,S,2022-03-03,"Introduced in the Senate, Referred to SSG",1
SCR-0093,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SED",1
SCR-0094,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SED",1
SCR-0095,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SHI",1
SCR-0095,2022_2023,S,2022-06-09,"Reported out of Senate Committee, 2nd Reading",2
SCR-0096,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SSG",1
SCR-0097,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SSG",1
SCR-0098,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SCU",1
SCR-0099,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SJU",1
SCR-0100,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SEN",1
SCR-0101,2022_2023,S,2022-03-07,"Introduced in the Senate, Referred to SJU",1
SCR-0102,2022_2023,S,2022-03-21,"Introduced in the Senate, Referred to SSG",1
SCR-0102,2022_2023,S,2022-05-19,"Reported out of Senate Committee, 2nd Reading",2
SCR-0102,2022_2023,S,2022-05-26,Substituted by,3
SCR-0103,2022_2023,S,2022-03-21,"Introduced in the Senate, Referred to SMV",1
SCR-0104,2022_2023,S,2022-05-09,"Introduced in the Senate, Referred to SCU",1
SCR-0105,2022_2023,S,2022-05-09,"Introduced in the Senate, Referred to SHH",1
SCR-0106,2022_2023,S,2022-05-09,"Introduced in the Senate, Referred to SLP",1
SCR-0107,2022_2023,S,2022-05-09,"Introduced in the Senate, Referred to SEN",1
SCR-0108,2022_2023,S,2022-05-09,"Introduced in the Senate, Referred to SSG",1
SCR-0108,2022_2023,S,2022-05-19,"Reported out of Senate Committee, 2nd Reading",2
SCR-0108,2022_2023,S,2022-06-16,Passed Senate,3
SCR-0108,2022_2023,A,2022-06-16,"Received in the Assembly, Referred to ASL",4
SCR-0108,2022_2023,A,2023-12-14,"Reported out of Assembly Committee, 2nd Reading",5
SCR-0108,2022_2023,A,2024-01-08,Substituted for,6
SCR-0108,2022_2023,A,2024-01-08,Passed Assembly and Filed,7
SCR-0108,2022_2023,A,2024-01-08,Filed with Secretary of State,8
SCR-0109,2022_2023,S,2022-05-12,"Introduced in the Senate, Referred to SCU",1
SCR-0110,2022_2023,S,2022-05-12,"Introduced in the Senate, Referred to SMV",1
SCR-0110,2022_2023,S,2023-03-13,"Reported out of Senate Committee with Amendments, 2nd Reading",2
SCR-0110,2022_2023,S,2023-06-20,Substituted by,3
SCR-0111,2022_2023,S,2022-05-12,"Introduced in the Senate, Referred to SSG",1
SCR-0112,2022_2023,S,2022-05-12,"Introduced in the Senate, Referred to SLA",1
SCR-0112,2022_2023,S,2022-09-29,"Reported out of Senate Committee, 2nd Reading",2
SCR-0112,2022_2023,S,2022-12-19,Substituted by,3
SCR-0113,2022_2023,S,2022-05-16,"Introduced in the Senate, Referred to SMV",1
SCR-0114,2022_2023,S,2022-05-16,"Introduced in the Senate, Referred to SCU",1
SCR-0115,2022_2023,S,2022-05-19,"Introduced in the Senate, Referred to SSG",1
SCR-0116,2022_2023,S,2022-06-02,"Introduced in the Senate, Referred to SSG",1
SCR-0117,2022_2023,S,2022-06-02,"Introduced in the Senate, Referred to SEN",1
SCR-0117,2022_2023,S,2022-06-13,"Reported out of Senate Committee, 2nd Reading",2
SCR-0117,2022_2023,S,2022-06-16,Substituted by,3
SCR-0119,2022_2023,S,2022-09-22,"Introduced in the Senate, Referred to SED",1
SCR-0120,2022_2023,S,2022-09-22,"Introduced in the Senate, Referred to SSG",1
SCR-0121,2022_2023,S,2022-09-29,"Introduced in the Senate, Referred to SED",1
SCR-0121,2022_2023,S,2022-12-01,"Reported out of Senate Committee with Amendments, 2nd Reading",2
SCR-0121,2022_2023,S,2024-01-08,Passed Senate,3
SCR-0122,2022_2023,S,2022-10-03,"Introduced in the Senate, Referred to SEN",1
SCR-0123,2022_2023,S,2022-10-03,"Introduced in the Senate, Referred to SEN",1
