bill_number,session_year,session_num,action_date,chamber,action,committee,order
HB0182,2015,131,2016-02-11,Senate,Introduced,,5
HB0182,2015,131,2016-02-10,House,Passed,,4
HB0182,2015,131,2015-12-03,House,Reported - Substitute,Economic and Workforce Development,3
HB0182,2015,131,2015-05-05,House,Refer to Committee,Economic and Workforce Development,2
HB0182,2015,131,2015-04-30,House,Introduced,,1
HR0182,2015,131,2015-07-13,House,Adopted,,1
HR0183,2015,131,2015-07-13,House,Adopted,,1
HB0183,2015,131,2016-04-20,House,Reported - Substitute,Government Accountability and Oversight,3
HB0183,2015,131,2015-05-12,House,Refer to Committee,Government Accountability and Oversight,2
HB0183,2015,131,2015-05-05,House,Introduced,,1
HR0184,2015,131,2015-07-16,House,Adopted,,1
HB0184,2015,131,2015-05-12,House,Refer to Committee,Commerce and Labor,2
HB0184,2015,131,2015-05-05,House,Introduced,,1
HB0185,2015,131,2017-03-21,,Effective 3/21/17,,12
HB0185,2015,131,2016-12-06,House,Concurred in Senate amendments,,11
HB0185,2015,131,2016-12-01,Senate,Passed - Amended,,10
HB0185,2015,131,2016-11-30,Senate,Informally passed,,9
HB0185,2015,131,2016-11-30,Senate,Informally passed,,8
HB0185,2015,131,2016-11-30,Senate,Reported - Substitute,Criminal Justice,7
HB0185,2015,131,2016-02-23,Senate,Refer to Committee,Criminal Justice,6
HB0185,2015,131,2016-02-11,Senate,Introduced,,5
HB0185,2015,131,2016-02-10,House,Passed,,4
HB0185,2015,131,2016-01-27,House,Reported - Substitute,Judiciary,3
HB0185,2015,131,2015-05-12,House,Refer to Committee,Judiciary,2
HB0185,2015,131,2015-05-05,House,Introduced,,1
HR0185,2015,131,2015-07-16,House,Adopted,,1
HR0186,2015,131,2015-09-16,House,Adopted,,1
HB0186,2015,131,2015-05-12,House,Refer to Committee,State Government,2
HB0186,2015,131,2015-05-05,House,Introduced,,1
HB0187,2015,131,2016-08-31,,Effective 8/31/16,,9
HB0187,2015,131,2016-05-18,Senate,Passed,,8
HB0187,2015,131,2016-05-17,Senate,Reported,Agriculture,7
HB0187,2015,131,2016-01-20,Senate,Refer to Committee,Agriculture,6
HB0187,2015,131,2015-12-10,Senate,Introduced,,5
HB0187,2015,131,2015-12-09,House,Passed,,4
HB0187,2015,131,2015-11-19,House,Reported - Substitute,Health and Aging,3
HB0187,2015,131,2015-05-12,House,Refer to Committee,Health and Aging,2
HB0187,2015,131,2015-05-05,House,Introduced,,1
HR0187,2015,131,2015-07-28,House,Adopted,,1
HB0188,2015,131,2016-03-23,,Effective 3/23/16,,11
HB0188,2015,131,2015-12-09,House,Concurred in Senate amendments,,10
HB0188,2015,131,2015-12-09,Senate,Passed - Amended,,9
HB0188,2015,131,2015-12-09,Senate,Informally passed,,8
HB0188,2015,131,2015-11-18,Senate,Reported - Substitute,Health and Human Services,7
HB0188,2015,131,2015-09-17,Senate,Refer to Committee,Health and Human Services,6
HB0188,2015,131,2015-07-01,Senate,Introduced,,5
HB0188,2015,131,2015-06-30,House,Passed,,4
HB0188,2015,131,2015-06-24,House,Reported - Amended,Health and Aging,3
HB0188,2015,131,2015-05-12,House,Refer to Committee,Health and Aging,2
HB0188,2015,131,2015-05-05,House,Introduced,,1
HR0188,2015,131,2015-07-28,House,Adopted,,1
HR0189,2015,131,2015-07-28,House,Adopted,,1
HB0189,2015,131,2015-05-12,House,Refer to Committee,Government Accountability and Oversight,2
HB0189,2015,131,2015-05-05,House,Introduced,,1
HR0190,2015,131,2015-07-30,House,Adopted,,1
HB0190,2015,131,2015-05-12,House,Refer to Committee,Public Utilities,2
HB0190,2015,131,2015-05-06,House,Introduced,,1
HR0191,2015,131,2015-07-30,House,Adopted,,1
HB0191,2015,131,2015-05-12,House,Refer to Committee,Government Accountability and Oversight,2
HB0191,2015,131,2015-05-07,House,Introduced,,1
HR0192,2015,131,2015-09-16,House,Introduced and Referred to Committee,Government Accountability and Oversight,1
HB0192,2015,131,2015-05-12,House,Refer to Committee,Education,2
HB0192,2015,131,2015-05-07,House,Introduced,,1
HR0193,2015,131,2015-08-11,House,Adopted,,1
HB0193,2015,131,2015-05-12,House,Refer to Committee,Government Accountability and Oversight,2
HB0193,2015,131,2015-05-07,House,Introduced,,1
HR0194,2015,131,2015-08-25,House,Adopted,,1
HB0194,2015,131,2015-05-19,House,Refer to Committee,Judiciary,2
HB0194,2015,131,2015-05-11,House,Introduced,,1
HB0195,2015,131,2015-10-14,Senate,Refer to Committee,"Transportation, Commerce and Labor",6
HB0195,2015,131,2015-10-13,Senate,Introduced,,5
HB0195,2015,131,2015-10-07,House,Passed,,4
HB0195,2015,131,2015-06-24,House,Reported,Transportation and Infrastructure,3
HB0195,2015,131,2015-05-19,House,Refer to Committee,Transportation and Infrastructure,2
HB0195,2015,131,2015-05-11,House,Introduced,,1
HR0195,2015,131,2015-08-25,House,Adopted,,1
HR0196,2015,131,2015-08-25,House,Adopted,,1
HB0196,2015,131,2015-05-18,House,Refer to Committee,Community and Family Advancement,2
HB0196,2015,131,2015-05-11,House,Introduced,,1
HB0197,2015,131,2016-01-20,Senate,Refer to Committee,Health and Human Services,6
HB0197,2015,131,2015-12-08,Senate,Introduced,,5
HB0197,2015,131,2015-12-01,House,Passed,,4
HB0197,2015,131,2015-10-07,House,Reported,Health and Aging,3
HB0197,2015,131,2015-05-19,House,Refer to Committee,Health and Aging,2
HB0197,2015,131,2015-05-11,House,Introduced,,1
HR0197,2015,131,2015-08-25,House,Adopted,,1
HR0198,2015,131,2015-08-25,House,Adopted,,1
HB0198,2015,131,2015-05-19,House,Refer to Committee,Judiciary,2
HB0198,2015,131,2015-05-11,House,Introduced,,1
HR0199,2015,131,2015-08-25,House,Adopted,,1
HB0199,2015,131,2015-05-19,House,Refer to Committee,Commerce and Labor,2
HB0199,2015,131,2015-05-11,House,Introduced,,1
HB0200,2015,131,2016-09-08,,Effective 9/8/16,,10
HB0200,2015,131,2016-05-25,House,Concurred in Senate amendments,,9
HB0200,2015,131,2016-05-25,Senate,Passed,,8
HB0200,2015,131,2016-05-25,Senate,Reported - Substitute,Health and Human Services,7
HB0200,2015,131,2016-01-20,Senate,Refer to Committee,Health and Human Services,6
HB0200,2015,131,2015-12-08,Senate,Introduced,,5
HB0200,2015,131,2015-12-01,House,Passed,,4
HB0200,2015,131,2015-10-07,House,Reported - Substitute,Health and Aging,3
HB0200,2015,131,2015-05-19,House,Refer to Committee,Health and Aging,2
HB0200,2015,131,2015-05-12,House,Introduced,,1
HR0200,2015,131,2015-08-25,House,Adopted,,1
HR0201,2015,131,2015-08-31,House,Adopted,,1
HB0201,2015,131,2015-05-19,House,Refer to Committee,Judiciary,2
HB0201,2015,131,2015-05-12,House,Introduced,,1
HR0202,2015,131,2015-09-08,House,Adopted,,1
HB0202,2015,131,2015-05-19,House,Refer to Committee,Transportation and Infrastructure,2
HB0202,2015,131,2015-05-12,House,Introduced,,1
HR0203,2015,131,2015-09-08,House,Adopted,,1
HB0203,2015,131,2015-05-19,House,Refer to Committee,Economic and Workforce Development,2
HB0203,2015,131,2015-05-12,House,Introduced,,1
HB0204,2015,131,2015-06-24,Senate,Refer to Committee,Government Oversight and Reform,6
HB0204,2015,131,2015-06-17,House,Passed,,5
HB0204,2015,131,2015-06-18,Senate,Introduced,,4
HB0204,2015,131,2015-06-10,House,Reported,Community and Family Advancement,3
HB0204,2015,131,2015-05-19,House,Refer to Committee,Community and Family Advancement,2
HB0204,2015,131,2015-05-12,House,Introduced,,1
HR0204,2015,131,2015-09-16,House,Adopted,Rules and Reference,1
HR0205,2015,131,2015-09-16,House,Adopted,Rules and Reference,1
HB0205,2015,131,2015-05-19,House,Refer to Committee,Insurance,2
HB0205,2015,131,2015-05-12,House,Introduced,,1
HR0206,2015,131,2015-09-16,House,Introduced and Referred to Committee,Government Accountability and Oversight,1
HB0206,2015,131,2015-05-19,House,Refer to Committee,Insurance,2
HB0206,2015,131,2015-05-12,House,Introduced,,1
HB0207,2015,131,2016-08-31,,Effective 8/31/16,,10
HB0207,2015,131,2016-05-11,House,Concurred in Senate amendments,,9
HB0207,2015,131,2016-05-04,Senate,Passed - Amended,,8
HB0207,2015,131,2016-04-26,Senate,Reported - Substitute,Insurance,7
HB0207,2015,131,2016-01-20,Senate,Refer to Committee,Insurance,6
HB0207,2015,131,2015-12-08,Senate,Introduced,,5
HB0207,2015,131,2015-12-01,House,Passed,,4
HB0207,2015,131,2015-10-19,House,Reported - Substitute,Insurance,3
HB0207,2015,131,2015-05-19,House,Refer to Committee,Insurance,2
HB0207,2015,131,2015-05-12,House,Introduced,,1
HR0207,2015,131,2015-09-16,House,Adopted,Rules and Reference,1
HR0208,2015,131,2015-09-16,House,Adopted,Rules and Reference,1
HB0208,2015,131,2015-06-25,House,Reported - Amended,Judiciary,3
HB0208,2015,131,2015-05-19,House,Refer to Committee,Judiciary,2
HB0208,2015,131,2015-05-13,House,Introduced,,1
HR0209,2015,131,2015-09-22,House,Adopted,,1
HB0209,2015,131,2015-05-19,House,Refer to Committee,Judiciary,2
HB0209,2015,131,2015-05-13,House,Introduced,,1
HR0210,2015,131,2015-09-22,House,Adopted,,1
HB0210,2015,131,2015-05-19,House,Refer to Committee,Local Government,2
HB0210,2015,131,2015-05-13,House,Introduced,,1
HR0211,2015,131,2015-09-22,House,Adopted,,1
HB0211,2015,131,2015-05-26,House,Refer to Committee,Transportation and Infrastructure,2
HB0211,2015,131,2015-05-18,House,Introduced,,1
HR0212,2015,131,2015-09-22,House,Adopted,,1
HB0212,2015,131,2015-05-26,House,Refer to Committee,Education,2
HB0212,2015,131,2015-05-18,House,Introduced,,1
HR0213,2015,131,2015-09-28,House,Adopted,,1
HB0213,2015,131,2015-05-26,House,Refer to Committee,Commerce and Labor,2
HB0213,2015,131,2015-05-18,House,Introduced,,1
HR0214,2015,131,2015-10-06,House,Introduced and Referred to Committee,Agriculture and Rural Development,1
HB0214,2015,131,2015-05-26,House,Refer to Committee,Energy and Natural Resources,2
HB0214,2015,131,2015-05-18,House,Introduced,,1
HB0215,2015,131,2016-04-12,Senate,Refer to Committee,Agriculture,6
HB0215,2015,131,2016-02-29,Senate,Introduced,,5
HB0215,2015,131,2016-02-24,House,Passed,,4
HB0215,2015,131,2015-06-25,House,Reported - Amended,Judiciary,3
HB0215,2015,131,2015-05-26,House,Refer to Committee,Judiciary,2
HB0215,2015,131,2015-05-18,House,Introduced,,1
HR0215,2015,131,2015-09-28,House,Adopted,,1
HB0216,2015,131,2017-04-06,,Effective 4/6/17,,10
HB0216,2015,131,2016-12-08,House,Concurred in Senate amendments,,9
HB0216,2015,131,2016-12-07,Senate,Passed,,8
HB0216,2015,131,2016-11-30,Senate,Reported - Substitute,Health and Human Services,7
HB0216,2015,131,2016-09-28,Senate,Refer to Committee,Health and Human Services,6
HB0216,2015,131,2016-06-01,Senate,Introduced,,5
HB0216,2015,131,2016-05-25,House,Passed,,4
HB0216,2015,131,2016-05-25,House,Reported - Substitute,Health and Aging,3
HB0216,2015,131,2015-05-26,House,Refer to Committee,Health and Aging,2
HB0216,2015,131,2015-05-18,House,Introduced,,1
HR0216,2015,131,2015-09-28,House,Adopted,,1
HB0217,2015,131,2016-02-23,Senate,Refer to Committee,Health and Human Services,6
HB0217,2015,131,2016-02-18,Senate,Introduced,,5
HB0217,2015,131,2016-02-17,House,Passed,,4
HB0217,2015,131,2015-11-19,House,Reported,Health and Aging,3
HB0217,2015,131,2015-05-26,House,Refer to Committee,Health and Aging,2
HB0217,2015,131,2015-05-18,House,Introduced,,1
HR0217,2015,131,2015-09-29,House,Adopted,Rules and Reference,1
HR0218,2015,131,2015-09-29,House,Adopted,Rules and Reference,1
HB0218,2015,131,2015-05-26,House,Refer to Committee,Transportation and Infrastructure,2
HB0218,2015,131,2015-05-19,House,Introduced,,1
HB0219,2015,131,2016-08-31,,Effective 8/31/16,,9
HB0219,2015,131,2016-05-18,Senate,Passed,,8
HB0219,2015,131,2016-05-11,Senate,Reported,Health and Human Services,7
HB0219,2015,131,2016-01-20,Senate,Refer to Committee,Health and Human Services,6
HB0219,2015,131,2015-12-08,Senate,Introduced,,5
HB0219,2015,131,2015-12-08,House,Passed,,4
HB0219,2015,131,2015-10-07,House,Reported,Health and Aging,3
HB0219,2015,131,2015-05-26,House,Refer to Committee,Health and Aging,2
HB0219,2015,131,2015-05-19,House,Introduced,,1
HR0219,2015,131,2015-09-29,House,Adopted,,1
HR0220,2015,131,2015-09-30,House,Adopted,,1
HB0220,2015,131,2015-05-26,House,Refer to Committee,State Government,2
HB0220,2015,131,2015-05-19,House,Introduced,,1
HR0221,2015,131,2015-09-30,House,Adopted,,1
HB0221,2015,131,2015-05-26,House,Refer to Committee,Health and Aging,2
HB0221,2015,131,2015-05-19,House,Introduced,,1
HR0222,2015,131,2015-10-06,House,Adopted,Rules and Reference,1
HB0222,2015,131,2015-05-26,House,Refer to Committee,Judiciary,2
HB0222,2015,131,2015-05-20,House,Introduced,,1
HR0223,2015,131,2015-10-06,House,Adopted,Rules and Reference,1
HB0223,2015,131,2015-05-26,House,Refer to Committee,Government Accountability and Oversight,2
HB0223,2015,131,2015-05-20,House,Introduced,,1
HR0224,2015,131,2015-10-26,House,Adopted,Rules and Reference,1
HB0224,2015,131,2015-05-26,House,Refer to Committee,Health and Aging,2
HB0224,2015,131,2015-05-20,House,Introduced,,1
HR0225,2015,131,2015-10-26,House,Adopted,Rules and Reference,1
HB0225,2015,131,2015-06-24,House,Reported,Transportation and Infrastructure,3
HB0225,2015,131,2015-05-26,House,Refer to Committee,Transportation and Infrastructure,2
HB0225,2015,131,2015-05-20,House,Introduced,,1
HR0226,2015,131,2015-10-26,House,Adopted,Rules and Reference,1
HB0226,2015,131,2015-05-26,House,Refer to Committee,Commerce and Labor,2
HB0226,2015,131,2015-05-21,House,Introduced,,1
HR0227,2015,131,2015-10-26,House,Adopted,Rules and Reference,1
HB0227,2015,131,2016-05-18,House,Reported - Substitute,Government Accountability and Oversight,3
HB0227,2015,131,2015-05-26,House,Refer to Committee,Government Accountability and Oversight,2
HB0227,2015,131,2015-05-21,House,Introduced,,1
HR0228,2015,131,2015-10-26,House,Adopted,Rules and Reference,1
HB0228,2015,131,2015-05-26,House,Refer to Committee,Judiciary,2
HB0228,2015,131,2015-05-21,House,Introduced,,1
HB0229,2015,131,2016-09-14,,Effective 9/14/16,,10
HB0229,2015,131,2016-05-24,House,Concurred in Senate amendments,,9
HB0229,2015,131,2016-05-24,Senate,Passed,,8
HB0229,2015,131,2016-05-24,Senate,Reported - Substitute,Financial Institutions,7
HB0229,2015,131,2016-01-20,Senate,Refer to Committee,Financial Institutions,6
HB0229,2015,131,2015-12-10,Senate,Introduced,,5
HB0229,2015,131,2015-12-09,House,Passed,,4
HB0229,2015,131,2015-11-19,House,Reported - Substitute,"Financial Institutions, Housing, and Urban Development",3
HB0229,2015,131,2015-06-02,House,Refer to Committee,"Financial Institutions, Housing, and Urban Development",2
HB0229,2015,131,2015-05-26,House,Introduced,,1
HR0229,2015,131,2015-11-02,House,Adopted,,1
HB0230,2015,131,2016-09-28,,Effective 9/28/16,,9
HB0230,2015,131,2016-05-24,Senate,Passed,,8
HB0230,2015,131,2016-05-11,Senate,Reported,Health and Human Services,7
HB0230,2015,131,2016-01-20,Senate,Refer to Committee,Health and Human Services,6
HB0230,2015,131,2015-12-10,Senate,Introduced,,5
HB0230,2015,131,2015-12-09,House,Passed,,4
HB0230,2015,131,2015-11-19,House,Reported,Health and Aging,3
HB0230,2015,131,2015-06-02,House,Refer to Committee,Health and Aging,2
HB0230,2015,131,2015-05-26,House,Introduced,,1
HR0230,2015,131,2015-11-02,House,Adopted,,1
HR0231,2015,131,2015-11-02,House,Adopted,,1
HB0231,2015,131,2015-06-02,House,Refer to Committee,Local Government,2
HB0231,2015,131,2015-05-27,House,Introduced,,1
HR0232,2015,131,2015-11-02,House,Adopted,,1
HB0232,2015,131,2015-06-02,House,Refer to Committee,Ways and Means,2
HB0232,2015,131,2015-05-27,House,Introduced,,1
HB0233,2015,131,2016-08-05,,Effective 8/5/16,,10
HB0233,2015,131,2016-04-20,House,Concurred in Senate amendments,,9
HB0233,2015,131,2016-04-13,Senate,Passed - Amended,,8
HB0233,2015,131,2016-04-07,Senate,Reported - Substitute,Ways and Means,7
HB0233,2015,131,2015-11-10,Senate,Refer to Committee,Ways and Means,6
HB0233,2015,131,2015-10-29,Senate,Introduced,,5
HB0233,2015,131,2015-10-27,House,Passed,,4
HB0233,2015,131,2015-10-22,House,Reported - Substitute,Government Accountability and Oversight,3
HB0233,2015,131,2015-06-02,House,Refer to Committee,Government Accountability and Oversight,2
HB0233,2015,131,2015-05-27,House,Introduced,,1
HR0233,2015,131,2015-11-02,House,Adopted,,1
HR0234,2015,131,2015-11-09,House,Adopted,,1
HB0234,2015,131,2015-06-02,House,Refer to Committee,Judiciary,2
HB0234,2015,131,2015-05-28,House,Introduced,,1
HB0235,2015,131,2016-02-23,Senate,Refer to Committee,Civil Justice,6
HB0235,2015,131,2016-02-18,Senate,Introduced,,5
HB0235,2015,131,2016-02-17,House,Passed,,4
HB0235,2015,131,2015-12-03,House,Reported - Substitute,State Government,3
HB0235,2015,131,2015-06-02,House,Refer to Committee,State Government,2
HB0235,2015,131,2015-05-28,House,Introduced,,1
HR0235,2015,131,2015-11-09,House,Adopted,,1
HB0236,2015,131,2017-04-06,,Effective 4/6/17,,10
HB0236,2015,131,2016-12-06,Senate,Passed,,9
HB0236,2015,131,2016-12-06,Senate,Informally passed,,8
HB0236,2015,131,2016-12-05,Senate,Reported,"Transportation, Commerce and Labor",7
HB0236,2015,131,2016-02-10,Senate,Refer to Committee,"Transportation, Commerce and Labor",6
HB0236,2015,131,2016-01-27,Senate,Introduced,,5
HB0236,2015,131,2016-01-26,House,Passed,,4
HB0236,2015,131,2015-12-03,House,Reported,Commerce and Labor,3
HB0236,2015,131,2015-06-02,House,Refer to Committee,Commerce and Labor,2
HB0236,2015,131,2015-06-01,House,Introduced,,1
HR0236,2015,131,2015-11-09,House,Adopted,,1
HB0237,2015,131,2016-03-23,,Effective 3/23/16,,10
HB0237,2015,131,2015-12-09,House,Concurred in Senate amendments,,9
HB0237,2015,131,2015-12-09,Senate,Passed,,8
HB0237,2015,131,2015-12-01,Senate,Reported - Substitute,State and Local Government,7
HB0237,2015,131,2015-09-17,Senate,Refer to Committee,State and Local Government,6
HB0237,2015,131,2015-06-29,Senate,Introduced,,5
HB0237,2015,131,2015-06-25,House,Passed,,4
HB0237,2015,131,2015-06-24,House,Reported - Substitute,Government Accountability and Oversight,3
HB0237,2015,131,2015-06-02,House,Refer to Committee,Government Accountability and Oversight,2
HB0237,2015,131,2015-06-01,House,Introduced,,1
HR0237,2015,131,2015-11-09,House,Adopted,,1
HB0238,2015,131,2015-10-15,,Effective 10/15/15,,10
HB0238,2015,131,2015-06-30,House,Concurred in Senate amendments,,9
HB0238,2015,131,2015-06-25,Senate,Passed,,8
HB0238,2015,131,2015-06-25,Senate,Reported - Substitute,State and Local Government,7
HB0238,2015,131,2015-06-24,Senate,Refer to Committee,State and Local Government,6
HB0238,2015,131,2015-06-17,House,Passed,,5
HB0238,2015,131,2015-06-17,House,Reported - Substitute,Government Accountability and Oversight,4
HB0238,2015,131,2015-06-18,Senate,Introduced,,3
HB0238,2015,131,2015-06-02,House,Refer to Committee,Government Accountability and Oversight,2
HB0238,2015,131,2015-06-01,House,Introduced,,1
HR0238,2015,131,2015-11-09,House,Adopted,,1
HR0239,2015,131,2015-11-09,House,Adopted,,1
HB0239,2015,131,2015-06-02,House,Refer to Committee,Government Accountability and Oversight,2
HB0239,2015,131,2015-06-01,House,Introduced,,1
HB0240,2015,131,2016-08-31,,Effective 8/31/16,,9
HB0240,2015,131,2016-05-18,Senate,Passed,,8
HB0240,2015,131,2016-05-03,Senate,Reported,State and Local Government,7
HB0240,2015,131,2016-04-12,Senate,Refer to Committee,State and Local Government,6
HB0240,2015,131,2016-02-29,Senate,Introduced,,5
HB0240,2015,131,2016-02-24,House,Passed,,4
HB0240,2015,131,2015-12-03,House,Reported - Substitute,State Government,3
HB0240,2015,131,2015-06-11,House,Refer to Committee,State Government,2
HB0240,2015,131,2015-06-02,House,Introduced,,1
HR0240,2015,131,2015-11-09,House,Adopted,,1
HB0241,2015,131,2016-04-12,Senate,Refer to Committee,State and Local Government,6
HB0241,2015,131,2016-02-24,Senate,Introduced,,5
HB0241,2015,131,2016-02-23,House,Passed,,4
HB0241,2015,131,2015-10-13,House,Reported,State Government,3
HB0241,2015,131,2015-06-11,House,Refer to Committee,State Government,2
HB0241,2015,131,2015-06-08,House,Introduced,,1
HR0241,2015,131,2015-11-09,House,Adopted,,1
HB0242,2015,131,2016-08-05,,Effective 8/5/16,,9
HB0242,2015,131,2016-04-12,Senate,Passed,,8
HB0242,2015,131,2016-02-24,Senate,Reported,State and Local Government,7
HB0242,2015,131,2015-10-07,Senate,Refer to Committee,State and Local Government,6
HB0242,2015,131,2015-10-01,Senate,Introduced,,5
HB0242,2015,131,2015-09-30,House,Passed,,4
HB0242,2015,131,2015-06-25,House,Reported - Amended,"Armed Services, Veterans Affairs, and Public Safety",3
HB0242,2015,131,2015-06-11,House,Refer to Committee,"Armed Services, Veterans Affairs, and Public Safety",2
HB0242,2015,131,2015-06-08,House,Introduced,,1
HR0242,2015,131,2015-11-16,House,Adopted,Rules and Reference,1
HB0243,2015,131,2016-08-16,,Effective 8/16/16,,9
HB0243,2015,131,2016-04-20,Senate,Passed,,8
HB0243,2015,131,2016-04-13,Senate,Reported,Government Oversight and Reform,7
HB0243,2015,131,2016-01-20,Senate,Refer to Committee,Government Oversight and Reform,6
HB0243,2015,131,2015-12-08,Senate,Introduced,,5
HB0243,2015,131,2015-12-08,House,Passed,,4
HB0243,2015,131,2015-10-13,House,Reported,State Government,3
HB0243,2015,131,2015-06-11,House,Refer to Committee,State Government,2
HB0243,2015,131,2015-06-08,House,Introduced,,1
HR0243,2015,131,2015-11-16,House,Adopted,Rules and Reference,1
HB0244,2015,131,2016-02-15,,Effective 2/15/16,,11
HB0244,2015,131,2015-10-27,House,Concurred in Senate amendments,,10
HB0244,2015,131,2015-10-21,Senate,Passed - Amended,,9
HB0244,2015,131,2015-10-21,Senate,Informally passed,,8
HB0244,2015,131,2015-10-21,Senate,Reported,State and Local Government,7
HB0244,2015,131,2015-10-07,Senate,Refer to Committee,State and Local Government,6
HB0244,2015,131,2015-10-01,Senate,Introduced,,5
HB0244,2015,131,2015-09-30,House,Passed,,4
HB0244,2015,131,2015-06-25,House,Reported,"Armed Services, Veterans Affairs, and Public Safety",3
HB0244,2015,131,2015-06-11,House,Refer to Committee,"Armed Services, Veterans Affairs, and Public Safety",2
HB0244,2015,131,2015-06-08,House,Introduced,,1
HR0244,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HR0245,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0245,2015,131,2015-06-11,House,Refer to Committee,"Armed Services, Veterans Affairs, and Public Safety",2
HB0245,2015,131,2015-06-08,House,Introduced,,1
HR0246,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0246,2015,131,2015-06-11,House,Refer to Committee,Government Accountability and Oversight,2
HB0246,2015,131,2015-06-08,House,Introduced,,1
HR0247,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0247,2015,131,2015-06-11,House,Refer to Committee,Health and Aging,2
HB0247,2015,131,2015-06-08,House,Introduced,,1
HR0248,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0248,2015,131,2016-05-23,House,Re-referred,Health and Aging,4
HB0248,2015,131,2016-05-05,House,Reported - Substitute,Health and Aging,3
HB0248,2015,131,2015-06-11,House,Refer to Committee,Health and Aging,2
HB0248,2015,131,2015-06-08,House,Introduced,,1
HR0249,2015,131,2015-11-19,House,Adopted,,1
HB0249,2015,131,2015-06-11,House,Refer to Committee,Judiciary,2
HB0249,2015,131,2015-06-08,House,Introduced,,1
HR0250,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0250,2015,131,2015-06-11,House,Refer to Committee,Insurance,2
HB0250,2015,131,2015-06-08,House,Introduced,,1
HR0251,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0251,2015,131,2015-06-11,House,Refer to Committee,Insurance,2
HB0251,2015,131,2015-06-08,House,Introduced,,1
HR0252,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0252,2015,131,2015-06-16,House,Refer to Committee,Local Government,2
HB0252,2015,131,2015-06-10,House,Introduced,,1
HR0253,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0253,2015,131,2015-11-02,House,Reported,Agriculture and Rural Development,3
HB0253,2015,131,2015-06-16,House,Refer to Committee,Agriculture and Rural Development,2
HB0253,2015,131,2015-06-10,House,Introduced,,1
HR0254,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0254,2015,131,2015-06-16,House,Refer to Committee,Transportation and Infrastructure,2
HB0254,2015,131,2015-06-10,House,Introduced,,1
HR0255,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0255,2015,131,2015-06-16,House,Refer to Committee,Community and Family Advancement,2
HB0255,2015,131,2015-06-10,House,Introduced,,1
HB0256,2015,131,2016-02-10,Senate,Refer to Committee,"Transportation, Commerce and Labor",6
HB0256,2015,131,2016-02-01,Senate,Introduced,,5
HB0256,2015,131,2016-01-27,House,Passed,,4
HB0256,2015,131,2015-06-24,House,Reported,Transportation and Infrastructure,3
HB0256,2015,131,2015-06-16,House,Refer to Committee,Transportation and Infrastructure,2
HB0256,2015,131,2015-06-10,House,Introduced,,1
HR0256,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HR0257,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0257,2015,131,2015-06-16,House,Refer to Committee,Finance,2
HB0257,2015,131,2015-06-10,House,Introduced,,1
HR0258,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0258,2015,131,2015-06-16,House,Refer to Committee,Government Accountability and Oversight,2
HB0258,2015,131,2015-06-11,House,Introduced,,1
HB0259,2015,131,2016-03-23,,Effective 3/23/16,,10
HB0259,2015,131,2015-12-09,House,Concurred in Senate amendments,,9
HB0259,2015,131,2015-12-09,Senate,Passed,,8
HB0259,2015,131,2015-12-09,Senate,Reported - Substitute,Insurance,7
HB0259,2015,131,2015-09-17,Senate,Refer to Committee,Insurance,6
HB0259,2015,131,2015-07-01,Senate,Introduced,,5
HB0259,2015,131,2015-06-30,House,Passed,,4
HB0259,2015,131,2015-06-24,House,Reported,Insurance,3
HB0259,2015,131,2015-06-23,House,Refer to Committee,Insurance,2
HB0259,2015,131,2015-06-16,House,Introduced,,1
HR0259,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0260,2015,131,2017-01-31,,Effective 1/31/17,,9
HB0260,2015,131,2016-09-28,Senate,Passed,,8
HB0260,2015,131,2016-05-04,Senate,Reported,Health and Human Services,7
HB0260,2015,131,2016-01-20,Senate,Refer to Committee,Health and Human Services,6
HB0260,2015,131,2015-12-08,Senate,Introduced,,5
HB0260,2015,131,2015-12-01,House,Passed,,4
HB0260,2015,131,2015-10-19,House,Reported,Health and Aging,3
HB0260,2015,131,2015-06-23,House,Refer to Committee,Health and Aging,2
HB0260,2015,131,2015-06-16,House,Introduced,,1
HR0260,2015,131,2015-11-30,House,Adopted,Rules and Reference,1
HB0261,2015,131,2016-11-10,House,Re-referred,Finance,4
HB0261,2015,131,2016-05-25,House,Re-referred,Health and Aging,3
HB0261,2015,131,2015-06-23,House,Refer to Committee,Health and Aging,2
HB0261,2015,131,2015-06-17,House,Introduced,,1
HR0261,2015,131,2015-12-07,House,Adopted,Rules and Reference,1
